accession	monosaccharide
G35261RT	Hex
G35261RT	HexNAc
G35261RT	Man
G35261RT	dHex
G35267XL	Fuc
G35267XL	Gal
G35267XL	GalNAc
G35267XL	GlcNAc
G35267XL	Hex
G35267XL	HexNAc
G35267XL	dHex
G35276AZ	Hex
G35276AZ	HexNAc
G35277LL	GlcA
G35277LL	GlcNAc
G35277LL	HexA
G35277LL	HexNAc
G35278DR	Gal
G35278DR	Glc
G35278DR	Hex
G35278DR	S
G35279VV	Fuc
G35279VV	Gal
G35279VV	GalNAc
G35279VV	GlcNAc
G35279VV	Hex
G35279VV	HexNAc
G35279VV	Man
G35279VV	dHex
G35280FV	Hex
G35280FV	HexNAc
G35280FV	NeuAc
G35280FV	Sia
G35280FV	dHex
G35281IE	GlcNAc
G35281IE	Hex
G35281IE	HexNAc
G35281IE	Man
G35283JZ	Gal
G35283JZ	GlcNAc
G35283JZ	Hex
G35283JZ	HexNAc
G35283JZ	Man
G35283JZ	NeuAc
G35283JZ	Sia
G35291GU	Fuc
G35291GU	Gal
G35291GU	GlcNAc
G35291GU	Hex
G35291GU	HexNAc
G35291GU	Man
G35291GU	dHex
G35294LF	Hex
G35294LF	HexNAc
G35294LF	NeuAc
G35294LF	Sia
G35294NE	Gal
G35294NE	GlcNAc
G35294NE	Hex
G35294NE	HexNAc
G35294NE	Man
G35301YI	Fuc
G35301YI	Gal
G35301YI	GalNAc
G35301YI	GalNAc+aldi
G35301YI	GlcNAc
G35301YI	Hex
G35301YI	HexNAc
G35301YI	HexNAc+aldi
G35301YI	aldi
G35301YI	dHex
G35303SC	Fuc
G35303SC	GlcNAc
G35303SC	Hex
G35303SC	HexNAc
G35303SC	Man
G35303SC	dHex
G35305EF	Hex
G35305EF	HexNAc
G35305EF	NeuAc
G35305EF	Sia
G35310KA	Fuc
G35310KA	Gal
G35310KA	GlcNAc
G35310KA	Hex
G35310KA	HexNAc
G35310KA	Man
G35310KA	dHex
G35312VR	Fuc
G35312VR	Gal
G35312VR	GalNAc
G35312VR	GalNAc+aldi
G35312VR	GlcNAc
G35312VR	Hex
G35312VR	HexNAc
G35312VR	HexNAc+aldi
G35312VR	aldi
G35312VR	dHex
G35315YQ	Gal
G35315YQ	GalNAc
G35315YQ	Hex
G35315YQ	HexNAc
G35317BW	Gal
G35317BW	Glc
G35317BW	Hex
G35319EY	S
G35319EY	Xxx
G35319OJ	Gal
G35319OJ	GalNAc
G35319OJ	GlcNAc
G35319OJ	Hex
G35319OJ	HexNAc
G35324JT	Hex
G35324JT	HexNAc
G35324JT	HexNAc+aldi
G35324JT	NeuAc
G35324JT	Sia
G35324JT	aldi
G35324JT	dHex
G35324SL	Gal
G35324SL	GlcNAc
G35324SL	Hex
G35324SL	HexNAc
G35324SL	Man
G35326EH	Gal
G35326EH	GalNAc
G35326EH	GlcNAc
G35326EH	Hex
G35326EH	HexNAc
G35326EH	NeuAc
G35326EH	Sia
G35338HV	Gal
G35338HV	GalNAc
G35338HV	GlcNAc
G35338HV	Hex
G35338HV	HexNAc
G35338LS	Fuc
G35338LS	Gal
G35338LS	GlcNAc
G35338LS	Hex
G35338LS	HexNAc
G35338LS	Man
G35338LS	dHex
G35338PW	Xxx
G35340QK	Fuc
G35340QK	Gal
G35340QK	GlcNAc
G35340QK	Hex
G35340QK	HexNAc
G35340QK	Man
G35340QK	dHex
G35343OD	Fuc
G35343OD	Gal
G35343OD	GalNAc
G35343OD	GlcNAc
G35343OD	Hex
G35343OD	HexNAc
G35343OD	S
G35343OD	dHex
G35346LB	GlcNAc
G35346LB	Hex
G35346LB	HexNAc
G35346LB	Man
G35347OW	Fuc
G35347OW	Gal
G35347OW	GlcNAc
G35347OW	Hex
G35347OW	HexNAc
G35347OW	Man
G35347OW	NeuAc
G35347OW	Sia
G35347OW	dHex
G35350DS	Fuc
G35350DS	Gal
G35350DS	GalNAc
G35350DS	Glc
G35350DS	Hex
G35350DS	HexNAc
G35350DS	dHex
G35362SC	Fuc
G35362SC	GlcNAc
G35362SC	Hex
G35362SC	HexNAc
G35362SC	Man
G35362SC	dHex
G35362TE	Gal
G35362TE	Glc
G35362TE	GlcNAc
G35362TE	Hex
G35362TE	HexNAc
G35362TE	NeuAc
G35362TE	Sia
G35363NM	Gal
G35363NM	Glc
G35363NM	Hex
G35364KM	Fuc
G35364KM	GlcNAc
G35364KM	Hex
G35364KM	HexNAc
G35364KM	Man
G35364KM	dHex
G35370OW	Gal
G35370OW	GlcNAc
G35370OW	Hex
G35370OW	HexNAc
G35370OW	Man
G35379OM	Gal
G35379OM	GlcNAc
G35379OM	Hex
G35379OM	HexNAc
G35379OM	Man
G35379OM	NeuAc
G35379OM	Sia
G35382VN	Gal
G35382VN	GlcNAc
G35382VN	Hex
G35382VN	HexNAc
G35382VN	Man
G35389ZR	Glc
G35389ZR	Hex
G35390NP	Gal
G35390NP	GalNAc
G35390NP	GlcNAc
G35390NP	Hex
G35390NP	HexNAc
G35390NP	Man
G35390NP	NeuAc
G35390NP	Sia
G35398DS	Gal
G35398DS	GalNAc
G35398DS	Glc
G35398DS	Hex
G35398DS	HexNAc
G35398DS	NeuAc
G35398DS	Sia
G35398OT	Fuc
G35398OT	Gal
G35398OT	GalNAc
G35398OT	GlcNAc
G35398OT	Hex
G35398OT	HexNAc
G35398OT	Man
G35398OT	dHex
G35402TO	Fuc
G35402TO	Gal
G35402TO	GlcNAc
G35402TO	Hex
G35402TO	HexNAc
G35402TO	Man
G35402TO	dHex
G35404DY	Fuc
G35404DY	Gal
G35404DY	GlcNAc
G35404DY	Hex
G35404DY	HexNAc
G35404DY	Man
G35404DY	NeuGc
G35404DY	Sia
G35404DY	dHex
G35406BC	Fuc
G35406BC	Gal
G35406BC	Glc
G35406BC	GlcNAc
G35406BC	Hex
G35406BC	HexNAc
G35406BC	dHex
G35407XS	Fuc
G35407XS	Gal
G35407XS	GlcNAc
G35407XS	Hex
G35407XS	HexNAc
G35407XS	Man
G35407XS	NeuAc
G35407XS	Sia
G35407XS	dHex
G35409ET	Fuc
G35409ET	Gal
G35409ET	GlcNAc
G35409ET	Hex
G35409ET	HexNAc
G35409ET	Man
G35409ET	P
G35409ET	dHex
G35409SK	Fuc
G35409SK	Gal
G35409SK	GalNAc
G35409SK	GlcNAc
G35409SK	Hex
G35409SK	HexNAc
G35409SK	dHex
G35415UM	Hex
G35415UM	HexNAc
G35415UM	HexNAc+aldi
G35415UM	NeuAc
G35415UM	S
G35415UM	Sia
G35415UM	aldi
G35416FS	Hex
G35416FS	HexNAc
G35416FS	NeuAc
G35416FS	Sia
G35416FS	dHex
G35419IZ	Gal
G35419IZ	GalNAc
G35419IZ	GlcNAc
G35419IZ	Hex
G35419IZ	HexNAc
G35421FT	Gal
G35421FT	GlcNAc
G35421FT	GlcNAc+aldi
G35421FT	Hex
G35421FT	HexNAc
G35421FT	HexNAc+aldi
G35421FT	Man
G35421FT	NeuAc
G35421FT	Sia
G35421FT	aldi
G35429JB	GalNAc
G35429JB	GlcNAc
G35429JB	Hex
G35429JB	HexNAc
G35429JB	Man
G35432EX	Fuc
G35432EX	Gal
G35432EX	GalNAc
G35432EX	GlcNAc
G35432EX	Hex
G35432EX	HexNAc
G35432EX	dHex
G35432MX	GalNAc
G35432MX	HexNAc
G35432MX	NeuAc
G35432MX	Sia
G35432ZY	Fuc
G35432ZY	Hex
G35432ZY	HexNAc
G35432ZY	dHex
G35434NY	Hex
G35434NY	HexNAc
G35435HL	GlcNAc
G35435HL	Hex
G35435HL	HexNAc
G35435HL	Man
G35435HL	Pent
G35435HL	Xyl
G35435LE	Fuc
G35435LE	GlcNAc
G35435LE	Hex
G35435LE	HexNAc
G35435LE	Man
G35435LE	dHex
G35435XW	Fuc
G35435XW	Gal
G35435XW	GlcNAc
G35435XW	Hex
G35435XW	HexNAc
G35435XW	Man
G35435XW	dHex
G35437KG	Gal
G35437KG	GalNAc
G35437KG	Hex
G35437KG	HexNAc
G35437KG	NeuAc
G35437KG	Sia
G35438GZ	Fuc
G35438GZ	Gal
G35438GZ	GalNAc
G35438GZ	GlcNAc
G35438GZ	Hex
G35438GZ	HexNAc
G35438GZ	Man
G35438GZ	NeuAc
G35438GZ	Sia
G35438GZ	dHex
G35438RA	Gal
G35438RA	GalNAc
G35438RA	GalNAc+aldi
G35438RA	GlcNAc
G35438RA	Hex
G35438RA	HexNAc
G35438RA	HexNAc+aldi
G35438RA	aldi
G35440SA	Fuc
G35440SA	Gal
G35440SA	GlcNAc
G35440SA	Hex
G35440SA	HexNAc
G35440SA	NeuAc
G35440SA	Sia
G35440SA	dHex
G35442CG	GlcNAc
G35442CG	GlcNAc+aldi
G35442CG	Hex
G35442CG	HexNAc
G35442CG	HexNAc+aldi
G35442CG	Man
G35442CG	aldi
G35446HX	Fuc
G35446HX	GlcNAc
G35446HX	HexNAc
G35446HX	dHex
G35447RX	Glc
G35447RX	GlcNAc
G35447RX	Hex
G35447RX	HexNAc
G35447RX	Man
G35448LP	Gal
G35448LP	Glc
G35448LP	GlcNAc
G35448LP	Hex
G35448LP	HexNAc
G35448LP	NeuAc
G35448LP	Sia
G35452CG	Gal
G35452CG	GlcNAc
G35452CG	Hex
G35452CG	HexNAc
G35452CG	Man
G35452CG	NeuAc
G35452CG	Sia
G35452GG	Fuc
G35452GG	Gal
G35452GG	GlcNAc
G35452GG	Hex
G35452GG	HexNAc
G35452GG	Man
G35452GG	NeuAc
G35452GG	Sia
G35452GG	dHex
G35455OM	Fuc
G35455OM	Gal
G35455OM	GlcNAc
G35455OM	Hex
G35455OM	HexNAc
G35455OM	Man
G35455OM	dHex
G35455VF	Fuc
G35455VF	Gal
G35455VF	GlcNAc
G35455VF	Hex
G35455VF	HexNAc
G35455VF	Man
G35455VF	NeuAc
G35455VF	Sia
G35455VF	dHex
G35459KZ	Fuc
G35459KZ	GlcNAc
G35459KZ	Hex
G35459KZ	HexNAc
G35459KZ	Man
G35459KZ	dHex
G35461GE	GlcNAc
G35461GE	Hex
G35461GE	HexNAc
G35461GE	Man
G35465JY	Gal
G35465JY	GlcNAc
G35465JY	Hex
G35465JY	HexNAc
G35465JY	Man
G35465JY	NeuAc
G35465JY	Sia
G35470LT	GlcNAc
G35470LT	HexA
G35470LT	HexNAc
G35470LT	IdoA
G35474RA	Hex
G35474RA	HexNAc
G35474RA	dHex
G35479XP	GlcNAc
G35479XP	Hex
G35479XP	HexNAc
G35479XP	Man
G35480QL	Hex
G35480QL	HexNAc
G35480QL	NeuGc
G35480QL	Sia
G35480QL	dHex
G35481DG	Fuc
G35481DG	Gal
G35481DG	GlcNAc
G35481DG	Hex
G35481DG	HexNAc
G35481DG	dHex
G35482NV	Fuc
G35482NV	Gal
G35482NV	GlcNAc
G35482NV	GlcNAc+aldi
G35482NV	Hex
G35482NV	HexNAc
G35482NV	HexNAc+aldi
G35482NV	Man
G35482NV	aldi
G35482NV	dHex
G35484EX	Fuc
G35484EX	Gal
G35484EX	GlcNAc
G35484EX	Hex
G35484EX	HexNAc
G35484EX	Man
G35484EX	dHex
G35486FC	Fuc
G35486FC	Gal
G35486FC	GalNAc
G35486FC	GlcNAc
G35486FC	Hex
G35486FC	HexNAc
G35486FC	dHex
G35487QF	Fuc
G35487QF	Gal
G35487QF	GlcNAc
G35487QF	Hex
G35487QF	HexNAc
G35487QF	Man
G35487QF	NeuAc
G35487QF	Sia
G35487QF	dHex
G35491XU	Fuc
G35491XU	Gal
G35491XU	GlcNAc
G35491XU	GlcNAc+aldi
G35491XU	Hex
G35491XU	HexNAc
G35491XU	HexNAc+aldi
G35491XU	Man
G35491XU	aldi
G35491XU	dHex
G35494EG	Hex
G35494EG	HexNAc
G35494EG	NeuGc
G35494EG	Sia
G35494EG	dHex
G35498PK	Hex
G35498PK	HexNAc
G35498PK	dHex
G35498QW	Gal
G35498QW	Glc
G35498QW	Hex
G35498QW	NeuAc
G35498QW	Sia
G35503EE	Gal
G35503EE	GlcNAc
G35503EE	Hex
G35503EE	HexNAc
G35503EE	Man
G35503EE	NeuAc
G35503EE	Sia
G35503GE	Gal
G35503GE	Glc
G35503GE	GlcNAc
G35503GE	Hex
G35503GE	HexNAc
G35503GE	NeuAc
G35503GE	Sia
G35510GA	Fuc
G35510GA	Hex
G35510GA	HexNAc
G35510GA	dHex
G35520YO	Fuc
G35520YO	Gal
G35520YO	Glc
G35520YO	GlcNAc
G35520YO	Hex
G35520YO	HexNAc
G35520YO	NeuAc
G35520YO	Sia
G35520YO	dHex
G35520YV	Hex
G35520YV	HexNAc
G35520YV	S
G35520YV	dHex
G35522XB	GalNAc
G35522XB	HexNAc
G35522XB	S
G35522XB	Xxx
G35523WT	Fuc
G35523WT	Gal
G35523WT	GlcNAc
G35523WT	Hex
G35523WT	HexNAc
G35523WT	Man
G35523WT	dHex
G35527FH	Hex
G35527FH	HexNAc
G35527FH	dHex
G35527OZ	Fuc
G35527OZ	Gal
G35527OZ	GlcNAc
G35527OZ	Hex
G35527OZ	HexNAc
G35527OZ	Man
G35527OZ	dHex
G35528EA	Fuc
G35528EA	Gal
G35528EA	GalNAc
G35528EA	GalNAc+aldi
G35528EA	GlcNAc
G35528EA	Hex
G35528EA	HexNAc
G35528EA	HexNAc+aldi
G35528EA	aldi
G35528EA	dHex
G35528XC	Fuc
G35528XC	GlcNAc
G35528XC	Hex
G35528XC	HexNAc
G35528XC	Man
G35528XC	dHex
G35533HS	Gal
G35533HS	Gal+aldi
G35533HS	GlcNAc
G35533HS	Hex
G35533HS	Hex+aldi
G35533HS	HexNAc
G35533HS	aldi
G35534DU	Fuc
G35534DU	Gal
G35534DU	GlcNAc
G35534DU	Hex
G35534DU	HexNAc
G35534DU	dHex
G35539AQ	Gal
G35539AQ	GlcNAc
G35539AQ	Hex
G35539AQ	HexNAc
G35539AQ	Man
G35539AQ	NeuAc
G35539AQ	Sia
G35541EV	Fuc
G35541EV	Hex
G35541EV	HexNAc
G35541EV	dHex
G35551AS	Fuc
G35551AS	Gal
G35551AS	GalNAc
G35551AS	GalNAc+aldi
G35551AS	GlcNAc
G35551AS	Hex
G35551AS	HexNAc
G35551AS	HexNAc+aldi
G35551AS	S
G35551AS	aldi
G35551AS	dHex
G35553IK	Fuc
G35553IK	Gal
G35553IK	GlcNAc
G35553IK	Hex
G35553IK	HexNAc
G35553IK	Man
G35553IK	dHex
G35556TW	GlcA
G35556TW	GlcNAc
G35556TW	HexA
G35556TW	HexNAc
G35558EC	Xxx
G35560JL	Fuc
G35560JL	Gal
G35560JL	GlcNAc
G35560JL	Hex
G35560JL	HexNAc
G35560JL	Man
G35560JL	NeuAc
G35560JL	NeuGc
G35560JL	Sia
G35560JL	dHex
G35562PU	Glc
G35562PU	Hex
G35562PU	Man
G35562PU	NeuAc
G35562PU	Sia
G35565NM	Fuc
G35565NM	Gal
G35565NM	GlcNAc
G35565NM	Hex
G35565NM	HexNAc
G35565NM	Man
G35565NM	NeuAc
G35565NM	Sia
G35565NM	dHex
G35569VL	Gal
G35569VL	Glc
G35569VL	Hex
G35569ZW	GlcNAc
G35569ZW	Hex
G35569ZW	HexNAc
G35569ZW	Man
G35575OK	Fuc
G35575OK	Gal
G35575OK	GlcNAc
G35575OK	Hex
G35575OK	HexNAc
G35575OK	Man
G35575OK	dHex
G35577EK	Fuc
G35577EK	Gal
G35577EK	GlcNAc
G35577EK	Hex
G35577EK	HexNAc
G35577EK	Man
G35577EK	NeuAc
G35577EK	Sia
G35577EK	dHex
G35577IC	GalNAc
G35577IC	HexA
G35577IC	HexNAc
G35577IC	IdoA
G35580KB	Fuc
G35580KB	Gal
G35580KB	Glc
G35580KB	GlcNAc
G35580KB	Hex
G35580KB	HexNAc
G35580KB	dHex
G35580MO	Fuc
G35580MO	Gal
G35580MO	GalNAc
G35580MO	GlcNAc
G35580MO	Hex
G35580MO	HexNAc
G35580MO	NeuAc
G35580MO	Sia
G35580MO	dHex
G35585FC	Fuc
G35585FC	Gal
G35585FC	GlcNAc
G35585FC	Hex
G35585FC	HexNAc
G35585FC	Man
G35585FC	dHex
G35586WI	Gal
G35586WI	GlcNAc
G35586WI	Hex
G35586WI	HexNAc
G35586WI	NeuAc
G35586WI	Sia
G35593ZV	Gal
G35593ZV	GlcNAc
G35593ZV	Hex
G35593ZV	HexNAc
G35599MZ	Fuc
G35599MZ	Gal
G35599MZ	GlcNAc
G35599MZ	Hex
G35599MZ	HexNAc
G35599MZ	Man
G35599MZ	NeuAc
G35599MZ	NeuGc
G35599MZ	Sia
G35599MZ	dHex
G35599NO	Fuc
G35599NO	Gal
G35599NO	GlcNAc
G35599NO	Hex
G35599NO	HexNAc
G35599NO	Man
G35599NO	NeuAc
G35599NO	Sia
G35599NO	dHex
G35601BV	Gal
G35601BV	Glc
G35601BV	GlcNAc
G35601BV	Hex
G35601BV	HexNAc
G35601RV	Gal
G35601RV	Glc
G35601RV	GlcNAc
G35601RV	Hex
G35601RV	HexNAc
G35601RV	NeuGc
G35601RV	Sia
G35607LD	Glc
G35607LD	GlcNAc
G35607LD	Hex
G35607LD	HexNAc
G35609TJ	Gal
G35609TJ	GalNAc
G35609TJ	Hex
G35609TJ	HexNAc
G35609TJ	NeuAc
G35609TJ	Sia
G35610QW	Fuc
G35610QW	Gal
G35610QW	GlcNAc
G35610QW	Hex
G35610QW	HexNAc
G35610QW	Man
G35610QW	dHex
G35612AX	Fuc
G35612AX	Gal
G35612AX	GlcNAc
G35612AX	Hex
G35612AX	HexNAc
G35612AX	dHex
G35619UY	GlcNAc
G35619UY	Hex
G35619UY	HexNAc
G35619UY	Man
G35621GU	Gal
G35621GU	GlcNAc
G35621GU	Hex
G35621GU	HexNAc
G35621GU	Man
G35621GU	NeuAc
G35621GU	Sia
G35622MN	Fuc
G35622MN	Gal
G35622MN	GlcNAc
G35622MN	Hex
G35622MN	HexNAc
G35622MN	Man
G35622MN	NeuAc
G35622MN	Sia
G35622MN	dHex
G35625KA	Fuc
G35625KA	Gal
G35625KA	GlcNAc
G35625KA	Hex
G35625KA	HexNAc
G35625KA	Man
G35625KA	NeuAc
G35625KA	Sia
G35625KA	dHex
G35626NM	GlcNAc
G35626NM	Hex
G35626NM	HexNAc
G35626NM	Man
G35626TC	Gal
G35626TC	GlcNAc
G35626TC	Hex
G35626TC	HexNAc
G35626TC	Man
G35626TC	NeuAc
G35626TC	Sia
G35633EP	Gal
G35633EP	Glc
G35633EP	Hex
G35633EP	Man
G35635NQ	GalNAc
G35635NQ	GlcNAc
G35635NQ	Hex
G35635NQ	HexNAc
G35635NQ	Man
G35638OY	Gal
G35638OY	Glc
G35638OY	Hex
G35641KK	GlcNAc
G35641KK	Hex
G35641KK	HexNAc
G35641KK	Man
G35641KK	NeuGc
G35641KK	Sia
G35641KK	dHex
G35642GA	Fuc
G35642GA	Gal
G35642GA	GlcNAc
G35642GA	Hex
G35642GA	HexNAc
G35642GA	Man
G35642GA	dHex
G35644NQ	Fuc
G35644NQ	Gal
G35644NQ	GalNAc
G35644NQ	GlcNAc
G35644NQ	Hex
G35644NQ	HexNAc
G35644NQ	dHex
G35645QP	Fuc
G35645QP	GalNAc
G35645QP	GlcNAc
G35645QP	Hex
G35645QP	HexNAc
G35645QP	Man
G35645QP	dHex
G35652QW	GlcA
G35652QW	HexA
G35652QW	Xxx
G35655SC	Gal
G35655SC	GlcNAc
G35655SC	Hex
G35655SC	HexNAc
G35655SC	Man
G35655SC	NeuAc
G35655SC	Sia
G35674CY	GlcA
G35674CY	GlcNAc
G35674CY	HexA
G35674CY	HexNAc
G35675LO	Fuc
G35675LO	Gal
G35675LO	GalNAc
G35675LO	GlcNAc
G35675LO	Hex
G35675LO	HexNAc
G35675LO	Man
G35675LO	NeuAc
G35675LO	Sia
G35675LO	dHex
G35679QA	Gal
G35679QA	GalNAc
G35679QA	GalNAc+aldi
G35679QA	GlcNAc
G35679QA	Hex
G35679QA	HexNAc
G35679QA	HexNAc+aldi
G35679QA	NeuAc
G35679QA	Sia
G35679QA	aldi
G35679TE	Fuc
G35679TE	Gal
G35679TE	GlcNAc
G35679TE	Hex
G35679TE	HexNAc
G35679TE	Man
G35679TE	dHex
G35684CI	Fuc
G35684CI	Gal
G35684CI	GalNAc
G35684CI	GalNAc+aldi
G35684CI	GlcNAc
G35684CI	Hex
G35684CI	HexNAc
G35684CI	HexNAc+aldi
G35684CI	aldi
G35684CI	dHex
G35687VS	Fuc
G35687VS	Gal
G35687VS	GlcNAc
G35687VS	Hex
G35687VS	HexNAc
G35687VS	Man
G35687VS	dHex
G35689CT	GalNAc
G35689CT	GlcNAc
G35689CT	HexNAc
G35692WE	GlcA
G35692WE	GlcNAc
G35692WE	HexA
G35692WE	HexNAc
G35692YN	Fuc
G35692YN	Gal
G35692YN	GlcNAc
G35692YN	Hex
G35692YN	HexNAc
G35692YN	Man
G35692YN	dHex
G35697KB	Hex
G35697KB	HexNAc
G35697KB	NeuGc
G35697KB	Sia
G35697OJ	Hex
G35697OJ	HexNAc
G35697OJ	NeuAc
G35697OJ	NeuGc
G35697OJ	Sia
G35699ME	Glc
G35699ME	GlcNAc
G35699ME	Hex
G35699ME	HexNAc
G35708JV	Gal
G35708JV	GlcNAc
G35708JV	GlcNAc+aldi
G35708JV	Hex
G35708JV	HexNAc
G35708JV	HexNAc+aldi
G35708JV	Man
G35708JV	NeuAc
G35708JV	Sia
G35708JV	aldi
G35708SF	Fuc
G35708SF	Gal
G35708SF	GalNAc
G35708SF	Hex
G35708SF	HexNAc
G35708SF	dHex
G35712MZ	Fuc
G35712MZ	Gal
G35712MZ	GalNAc
G35712MZ	GalNAc+aldi
G35712MZ	GlcNAc
G35712MZ	Hex
G35712MZ	HexNAc
G35712MZ	HexNAc+aldi
G35712MZ	aldi
G35712MZ	dHex
G35715LC	Fuc
G35715LC	Gal
G35715LC	GlcNAc
G35715LC	Hex
G35715LC	HexNAc
G35715LC	Man
G35715LC	dHex
G35718GY	Fuc
G35718GY	Gal
G35718GY	GalNAc
G35718GY	GalNAc+aldi
G35718GY	Hex
G35718GY	HexNAc
G35718GY	HexNAc+aldi
G35718GY	aldi
G35718GY	dHex
G35718QG	Gal
G35718QG	GlcNAc
G35718QG	Hex
G35718QG	HexNAc
G35722GB	Fuc
G35722GB	Gal
G35722GB	Glc
G35722GB	Hex
G35722GB	dHex
G35722YG	Gal
G35722YG	GlcNAc
G35722YG	Hex
G35722YG	HexNAc
G35722YG	Man
G35722YG	NeuAc
G35722YG	Sia
G35726GI	Hex
G35726GI	HexNAc
G35726GI	dHex
G35726ZG	Hex
G35726ZG	HexNAc
G35726ZG	HexNAc+aldi
G35726ZG	NeuAc
G35726ZG	S
G35726ZG	Sia
G35726ZG	aldi
G35728YB	Hex
G35728YB	HexNAc
G35728YB	NeuAc
G35728YB	Sia
G35732LD	Glc
G35732LD	GlcNAc
G35732LD	Hex
G35732LD	HexNAc
G35732LD	Man
G35734AU	Gal
G35734AU	GlcNAc
G35734AU	Hex
G35734AU	HexNAc
G35734AU	Man
G35734AU	NeuAc
G35734AU	Sia
G35735VF	Gal
G35735VF	GalNAc
G35735VF	Glc
G35735VF	GlcA
G35735VF	GlcNAc
G35735VF	Hex
G35735VF	HexA
G35735VF	HexNAc
G35735VF	S
G35740ZG	Fuc
G35740ZG	Gal
G35740ZG	GlcNAc
G35740ZG	Hex
G35740ZG	HexNAc
G35740ZG	Man
G35740ZG	NeuAc
G35740ZG	Sia
G35740ZG	dHex
G35745YL	Gal
G35745YL	GalNAc
G35745YL	GlcNAc
G35745YL	Hex
G35745YL	HexNAc
G35745YL	S
G35747ZX	Fuc
G35747ZX	Gal
G35747ZX	GlcNAc
G35747ZX	Hex
G35747ZX	HexNAc
G35747ZX	Man
G35747ZX	dHex
G35748HH	Fuc
G35748HH	Gal
G35748HH	GlcNAc
G35748HH	Hex
G35748HH	HexNAc
G35748HH	Man
G35748HH	NeuAc
G35748HH	Sia
G35748HH	dHex
G35748VK	Fuc
G35748VK	Gal
G35748VK	GlcNAc
G35748VK	Hex
G35748VK	HexNAc
G35748VK	Man
G35748VK	dHex
G35749EP	Fuc
G35749EP	Gal
G35749EP	GlcNAc
G35749EP	Hex
G35749EP	HexNAc
G35749EP	dHex
G35749GB	GlcNAc
G35749GB	Hex
G35749GB	HexNAc
G35749GB	Man
G35749JN	Fuc
G35749JN	Gal
G35749JN	GalNAc
G35749JN	GlcNAc
G35749JN	Hex
G35749JN	HexNAc
G35749JN	NeuAc
G35749JN	Sia
G35749JN	dHex
G35750OO	Gal
G35750OO	Glc
G35750OO	Hex
G35750SU	Fuc
G35750SU	Gal
G35750SU	GalNAc
G35750SU	GalNAc+aldi
G35750SU	GlcNAc
G35750SU	Hex
G35750SU	HexNAc
G35750SU	HexNAc+aldi
G35750SU	aldi
G35750SU	dHex
G35758CT	Gal
G35758CT	GalNAc
G35758CT	Hex
G35758CT	HexNAc
G35758CT	Xxx
G35761ND	Fuc
G35761ND	Gal
G35761ND	GalNAc
G35761ND	GlcNAc
G35761ND	Hex
G35761ND	HexNAc
G35761ND	dHex
G35763YC	Hex
G35763YC	HexNAc
G35769UV	GlcNAc
G35769UV	Hex
G35769UV	HexNAc
G35769UV	Man
G35775NA	Gal
G35775NA	GalNAc
G35775NA	GalNAc+aldi
G35775NA	GlcNAc
G35775NA	Hex
G35775NA	HexNAc
G35775NA	HexNAc+aldi
G35775NA	S
G35775NA	aldi
G35777BB	Gal
G35777BB	GalNAc
G35777BB	Hex
G35777BB	HexNAc
G35777BB	NeuAc
G35777BB	Sia
G35777BH	Gal
G35777BH	GlcNAc
G35777BH	Hex
G35777BH	HexNAc
G35777BH	Man
G35778AN	Fuc
G35778AN	Gal
G35778AN	GalNAc
G35778AN	Hex
G35778AN	HexNAc
G35778AN	dHex
G35787ED	GlcNAc
G35787ED	Hex
G35787ED	HexNAc
G35787ED	Man
G35788MK	Hex
G35788MK	HexNAc
G35788MK	HexNAc+aldi
G35788MK	Xxx
G35788MK	aldi
G35788MK	dHex
G35789RG	Hex
G35789RG	HexN
G35789RG	Xxx
G35791OW	Gal
G35791OW	GlcNAc
G35791OW	Hex
G35791OW	HexNAc
G35791OW	Man
G35791OW	NeuAc
G35791OW	Sia
G35793BK	Glc
G35793BK	Hex
G35794UW	Glc
G35794UW	GlcNAc
G35794UW	Hex
G35794UW	HexNAc
G35794UW	Man
G35796VW	Fuc
G35796VW	Gal
G35796VW	GlcNAc
G35796VW	Hex
G35796VW	HexNAc
G35796VW	Man
G35796VW	dHex
G35798GO	Fuc
G35798GO	Gal
G35798GO	GlcNAc
G35798GO	Hex
G35798GO	HexNAc
G35798GO	Man
G35798GO	NeuAc
G35798GO	Sia
G35798GO	dHex
G35800CB	Glc
G35800CB	Hex
G35800CB	NeuAc
G35800CB	Sia
G35804ML	Gal
G35804ML	GalNAc
G35804ML	GlcNAc
G35804ML	Hex
G35804ML	HexNAc
G35804ML	NeuGc
G35804ML	Sia
G35808UX	Fuc
G35808UX	GalNAc
G35808UX	GlcNAc
G35808UX	Hex
G35808UX	HexNAc
G35808UX	Man
G35808UX	dHex
G35814ZW	Gal
G35814ZW	GlcNAc
G35814ZW	GlcNAc+aldi
G35814ZW	Hex
G35814ZW	HexNAc
G35814ZW	HexNAc+aldi
G35814ZW	Man
G35814ZW	NeuAc
G35814ZW	Sia
G35814ZW	aldi
G35815VK	Gal
G35815VK	Hex
G35815VK	NeuAc
G35815VK	Sia
G35815ZB	Fuc
G35815ZB	Gal
G35815ZB	GalNAc
G35815ZB	GlcNAc
G35815ZB	Hex
G35815ZB	HexNAc
G35815ZB	dHex
G35819MK	Fuc
G35819MK	Gal
G35819MK	GlcNAc
G35819MK	Hex
G35819MK	HexNAc
G35819MK	Man
G35819MK	dHex
G35821UR	Hex
G35821UR	HexNAc
