accession	monosaccharide
G06971WM	Fuc
G06971WM	Gal
G06971WM	GalNAc
G06971WM	Glc
G06971WM	GlcNAc
G06971WM	Hex
G06971WM	HexNAc
G06971WM	dHex
G06979ME	Fuc
G06979ME	Gal
G06979ME	GlcNAc
G06979ME	Hex
G06979ME	HexNAc
G06979ME	dHex
G06981MP	Gal
G06981MP	Glc
G06981MP	GlcNAc
G06981MP	Hex
G06981MP	HexNAc
G06981MP	NeuAc
G06981MP	Sia
G06983UA	Fuc
G06983UA	Gal
G06983UA	GlcNAc
G06983UA	Hex
G06983UA	HexNAc
G06983UA	Man
G06983UA	NeuAc
G06983UA	Sia
G06983UA	dHex
G06989JN	Gal
G06989JN	GlcNAc
G06989JN	Hex
G06989JN	HexNAc
G06989JN	Man
G06989JN	NeuAc
G06989JN	Sia
G06990FH	Fuc
G06990FH	Gal
G06990FH	GlcNAc
G06990FH	Hex
G06990FH	HexNAc
G06990FH	Man
G06990FH	NeuAc
G06990FH	Sia
G06990FH	dHex
G06990MN	Gal
G06990MN	GalNAc
G06990MN	GlcNAc
G06990MN	Hex
G06990MN	HexNAc
G06990MN	NeuAc
G06990MN	Sia
G06995WZ	Gal
G06995WZ	GalNAc
G06995WZ	Hex
G06995WZ	HexNAc
G06995WZ	NeuAc
G06995WZ	Sia
G06996VN	Gal
G06996VN	Hex
G07001AU	Fuc
G07001AU	GlcNAc
G07001AU	GlcNAc+aldi
G07001AU	Hex
G07001AU	HexNAc
G07001AU	HexNAc+aldi
G07001AU	Man
G07001AU	aldi
G07001AU	dHex
G07002SZ	GlcNAc
G07002SZ	Hex
G07002SZ	HexNAc
G07002SZ	Man
G07002SZ	S
G07003AA	Fuc
G07003AA	Gal
G07003AA	GlcNAc
G07003AA	Hex
G07003AA	HexNAc
G07003AA	Man
G07003AA	NeuAc
G07003AA	Sia
G07003AA	dHex
G07006BT	Xxx
G07008XD	Fuc
G07008XD	Gal
G07008XD	GlcNAc
G07008XD	Hex
G07008XD	HexNAc
G07008XD	Man
G07008XD	dHex
G07009NL	Gal
G07009NL	GlcNAc
G07009NL	Hex
G07009NL	HexNAc
G07009NL	Man
G07009NL	NeuAc
G07009NL	Sia
G07014AW	GlcNAc
G07014AW	GlcNAc+aldi
G07014AW	Hex
G07014AW	HexNAc
G07014AW	HexNAc+aldi
G07014AW	Man
G07014AW	aldi
G07015TW	Fuc
G07015TW	Gal
G07015TW	GalNAc
G07015TW	GlcNAc
G07015TW	Hex
G07015TW	HexNAc
G07015TW	Man
G07015TW	NeuAc
G07015TW	Sia
G07015TW	dHex
G07020WN	Gal
G07020WN	Glc
G07020WN	Hex
G07021OQ	GlcNAc
G07021OQ	Hex
G07021OQ	HexNAc
G07021OQ	Man
G07024LX	Fuc
G07024LX	Gal
G07024LX	GlcNAc
G07024LX	Hex
G07024LX	HexNAc
G07024LX	Man
G07024LX	dHex
G07024ZV	GalNAc
G07024ZV	GlcNAc
G07024ZV	Hex
G07024ZV	HexNAc
G07024ZV	Man
G07025FE	Gal
G07025FE	GalNAc
G07025FE	Glc
G07025FE	GlcNAc
G07025FE	Hex
G07025FE	HexNAc
G07025NR	Gal
G07025NR	GlcNAc
G07025NR	Hex
G07025NR	HexNAc
G07041CT	Fuc
G07041CT	Gal
G07041CT	GalNAc
G07041CT	GlcNAc
G07041CT	Hex
G07041CT	HexNAc
G07041CT	Man
G07041CT	dHex
G07051YW	Fuc
G07051YW	Gal
G07051YW	GlcNAc
G07051YW	Hex
G07051YW	HexNAc
G07051YW	Man
G07051YW	NeuAc
G07051YW	Sia
G07051YW	dHex
G07059FD	Gal
G07059FD	Hex
G07061BV	Gal
G07061BV	GalNAc
G07061BV	GlcNAc
G07061BV	Hex
G07061BV	HexNAc
G07061BV	NeuAc
G07061BV	Sia
G07061YF	Fuc
G07061YF	Gal
G07061YF	GalNAc
G07061YF	GlcNAc
G07061YF	Hex
G07061YF	HexNAc
G07061YF	dHex
G07064QI	Gal
G07064QI	Glc
G07064QI	GlcNAc
G07064QI	Hex
G07064QI	HexNAc
G07066NP	Fuc
G07066NP	Gal
G07066NP	GlcNAc
G07066NP	Hex
G07066NP	HexNAc
G07066NP	Man
G07066NP	dHex
G07067EP	Hex
G07067EP	HexNAc
G07067JB	Fuc
G07067JB	Gal
G07067JB	GlcNAc
G07067JB	Hex
G07067JB	HexNAc
G07067JB	Man
G07067JB	dHex
G07068GJ	GlcNAc
G07068GJ	HexNAc
G07068GJ	S
G07068GJ	Xxx
G07068RQ	Gal
G07068RQ	GalNAc
G07068RQ	GalNAc+aldi
G07068RQ	GlcNAc
G07068RQ	Hex
G07068RQ	HexNAc
G07068RQ	HexNAc+aldi
G07068RQ	aldi
G07071RD	Fuc
G07071RD	Gal
G07071RD	Glc
G07071RD	GlcNAc
G07071RD	Hex
G07071RD	HexNAc
G07071RD	NeuAc
G07071RD	Sia
G07071RD	dHex
G07075ND	Hex
G07075ND	HexNAc
G07075ND	NeuGc
G07075ND	Sia
G07075ND	dHex
G07075ZE	Fuc
G07075ZE	Gal
G07075ZE	Glc
G07075ZE	GlcNAc
G07075ZE	Hex
G07075ZE	HexNAc
G07075ZE	dHex
G07078LK	Gal
G07078LK	GalNAc
G07078LK	Hex
G07078LK	HexNAc
G07078LK	NeuAc
G07078LK	NeuGc
G07078LK	Sia
G07082VU	Gal
G07082VU	GalNAc
G07082VU	GlcNAc
G07082VU	Hex
G07082VU	HexNAc
G07082VU	NeuAc
G07082VU	Sia
G07083FT	Fuc
G07083FT	GlcNAc
G07083FT	Hex
G07083FT	HexNAc
G07083FT	Man
G07083FT	dHex
G07085NZ	GlcNAc
G07085NZ	Hex
G07085NZ	HexNAc
G07085NZ	Man
G07089VQ	Fuc
G07089VQ	Gal
G07089VQ	GlcNAc
G07089VQ	Hex
G07089VQ	HexNAc
G07089VQ	Man
G07089VQ	dHex
G07091AK	Gal
G07091AK	GlcNAc
G07091AK	Hex
G07091AK	HexNAc
G07091AK	Man
G07091AK	NeuAc
G07091AK	Sia
G07097VH	Fuc
G07097VH	Gal
G07097VH	GlcNAc
G07097VH	Hex
G07097VH	HexNAc
G07097VH	Man
G07097VH	NeuAc
G07097VH	Sia
G07097VH	dHex
G07098TP	Fuc
G07098TP	GalNAc
G07098TP	GlcNAc
G07098TP	Hex
G07098TP	HexNAc
G07098TP	Man
G07098TP	NeuAc
G07098TP	Sia
G07098TP	dHex
G07102WY	Fuc
G07102WY	Gal
G07102WY	GalNAc
G07102WY	GalNAc+aldi
G07102WY	GlcNAc
G07102WY	Hex
G07102WY	HexNAc
G07102WY	HexNAc+aldi
G07102WY	NeuAc
G07102WY	Sia
G07102WY	aldi
G07102WY	dHex
G07105MP	GlcNAc
G07105MP	Hex
G07105MP	HexNAc
G07105MP	Man
G07106XG	Fuc
G07106XG	Gal
G07106XG	GlcNAc
G07106XG	Hex
G07106XG	HexNAc
G07106XG	Man
G07106XG	NeuAc
G07106XG	Sia
G07106XG	dHex
G07107DH	Fuc
G07107DH	Gal
G07107DH	GlcNAc
G07107DH	Hex
G07107DH	HexNAc
G07107DH	Man
G07107DH	dHex
G07112RY	Fuc
G07112RY	Gal
G07112RY	Glc
G07112RY	GlcNAc
G07112RY	Hex
G07112RY	HexNAc
G07112RY	NeuAc
G07112RY	Sia
G07112RY	dHex
G07118ZR	Glc
G07118ZR	GlcNAc
G07118ZR	Hex
G07118ZR	HexNAc
G07118ZR	Man
G07120NI	Hex
G07120NI	HexNAc
G07120NI	HexNAc+aldi
G07120NI	S
G07120NI	aldi
G07129LW	GlcNAc
G07129LW	Hex
G07129LW	HexNAc
G07129LW	Man
G07131KY	Gal
G07131KY	GalNAc
G07131KY	GalNAc+aldi
G07131KY	GlcNAc
G07131KY	Hex
G07131KY	HexNAc
G07131KY	HexNAc+aldi
G07131KY	NeuAc
G07131KY	S
G07131KY	Sia
G07131KY	aldi
G07133YY	Hex
G07136UD	Glc
G07136UD	Hex
G07136UD	Hex+aldi
G07136UD	Man
G07136UD	Man+aldi
G07136UD	aldi
G07136WT	Fuc
G07136WT	Gal
G07136WT	GalNAc
G07136WT	Glc
G07136WT	GlcNAc
G07136WT	Hex
G07136WT	HexNAc
G07136WT	NeuAc
G07136WT	Sia
G07136WT	dHex
G07137NF	Fuc
G07137NF	Gal
G07137NF	GlcNAc
G07137NF	Hex
G07137NF	HexNAc
G07137NF	Man
G07137NF	NeuAc
G07137NF	Sia
G07137NF	dHex
G07140RV	Fuc
G07140RV	Gal
G07140RV	GlcNAc
G07140RV	Hex
G07140RV	HexNAc
G07140RV	Man
G07140RV	NeuAc
G07140RV	Sia
G07140RV	dHex
G07141SK	Gal
G07141SK	GlcNAc
G07141SK	GlcNAc+aldi
G07141SK	Hex
G07141SK	HexNAc
G07141SK	HexNAc+aldi
G07141SK	Man
G07141SK	NeuAc
G07141SK	Sia
G07141SK	aldi
G07142IU	Fuc
G07142IU	Gal
G07142IU	GlcNAc
G07142IU	Hex
G07142IU	HexNAc
G07142IU	Man
G07142IU	dHex
G07145VL	Fuc
G07145VL	Gal
G07145VL	GalNAc
G07145VL	GlcNAc
G07145VL	Hex
G07145VL	HexNAc
G07145VL	dHex
G07146OH	Gal
G07146OH	GlcNAc
G07146OH	Hex
G07146OH	Hex+aldi
G07146OH	HexNAc
G07146OH	Man
G07146OH	Man+aldi
G07146OH	aldi
G07147BT	GalNAc
G07147BT	HexNAc
G07147BT	S
G07147BT	Xxx
G07147QM	Gal
G07147QM	GlcNAc
G07147QM	GlcNAc+aldi
G07147QM	Hex
G07147QM	HexNAc
G07147QM	HexNAc+aldi
G07147QM	Man
G07147QM	aldi
G07148DK	Fuc
G07148DK	Gal
G07148DK	GlcNAc
G07148DK	Hex
G07148DK	HexNAc
G07148DK	Man
G07148DK	dHex
G07151FE	GlcNAc
G07151FE	Hex
G07151FE	HexNAc
G07151FE	Man
G07151FE	S
G07152PN	GlcNAc
G07152PN	GlcNAc+aldi
G07152PN	Hex
G07152PN	HexNAc
G07152PN	HexNAc+aldi
G07152PN	Man
G07152PN	aldi
G07162IJ	Fuc
G07162IJ	Gal
G07162IJ	GlcNAc
G07162IJ	Hex
G07162IJ	HexNAc
G07162IJ	Man
G07162IJ	NeuAc
G07162IJ	Sia
G07162IJ	dHex
G07164HZ	GalNAc
G07164HZ	HexNAc
G07164HZ	S
G07164HZ	Xxx
G07164WO	Fuc
G07164WO	Gal
G07164WO	GalNAc
G07164WO	GalNAc+aldi
G07164WO	GlcNAc
G07164WO	Hex
G07164WO	HexNAc
G07164WO	HexNAc+aldi
G07164WO	aldi
G07164WO	dHex
G07166XN	Hex
G07166XN	HexNAc
G07169PS	GlcNAc
G07169PS	Hex
G07169PS	HexNAc
G07169PS	Man
G07169WN	Gal
G07169WN	Hex
G07169WN	S
G07174PY	Fuc
G07174PY	Gal
G07174PY	GlcN
G07174PY	Hex
G07174PY	HexN
G07174PY	dHex
G07176DR	Gal
G07176DR	GalNAc
G07176DR	GlcNAc
G07176DR	Hex
G07176DR	HexNAc
G07176IO	Fuc
G07176IO	Gal
G07176IO	GlcNAc
G07176IO	Hex
G07176IO	HexNAc
G07176IO	Man
G07176IO	dHex
G07176JO	Gal
G07176JO	GlcNAc
G07176JO	Hex
G07176JO	HexNAc
G07176JO	Man
G07176JO	NeuAc
G07176JO	Sia
G07187JG	Fuc
G07187JG	Gal
G07187JG	Glc
G07187JG	GlcNAc
G07187JG	Hex
G07187JG	HexNAc
G07187JG	dHex
G07191NE	Gal
G07191NE	GalNAc
G07191NE	GlcNAc
G07191NE	Hex
G07191NE	HexNAc
G07191NE	NeuAc
G07191NE	Sia
G07194UG	Fuc
G07194UG	Gal
G07194UG	Glc
G07194UG	Hex
G07194UG	dHex
G07195XP	Fuc
G07195XP	Gal
G07195XP	GalNAc
G07195XP	GlcNAc
G07195XP	Hex
G07195XP	HexNAc
G07195XP	dHex
G07198JW	Fuc
G07198JW	GlcNAc
G07198JW	Hex
G07198JW	HexNAc
G07198JW	Man
G07198JW	dHex
G07209EH	Fuc
G07209EH	Gal
G07209EH	GlcNAc
G07209EH	Hex
G07209EH	HexNAc
G07209EH	Man
G07209EH	NeuAc
G07209EH	Sia
G07209EH	dHex
G07209HW	GlcNAc
G07209HW	Hex
G07209HW	HexNAc
G07209HW	Man
G07210YT	Gal
G07210YT	GalNAc
G07210YT	GalNAc+aldi
G07210YT	GlcNAc
G07210YT	Hex
G07210YT	HexNAc
G07210YT	HexNAc+aldi
G07210YT	aldi
G07212JE	Hex
G07212JE	HexNAc
G07212JE	NeuAc
G07212JE	S
G07212JE	Sia
G07215AE	GlcNAc
G07215AE	Hex
G07215AE	HexNAc
G07215AE	Man
G07215AE	S
G07216RA	Fuc
G07216RA	Gal
G07216RA	GlcNAc
G07216RA	GlcNAc+aldi
G07216RA	Hex
G07216RA	HexNAc
G07216RA	HexNAc+aldi
G07216RA	Man
G07216RA	NeuAc
G07216RA	Sia
G07216RA	aldi
G07216RA	dHex
G07218NO	GlcNAc
G07218NO	Hex
G07218NO	HexNAc
G07218NO	Man
G07221CJ	Hex
G07221CJ	Man
G07221EM	GalNAc
G07221EM	GlcNAc
G07221EM	Hex
G07221EM	HexNAc
G07221EM	Man
G07221EM	NeuAc
G07221EM	Sia
G07226AQ	Gal
G07226AQ	Glc
G07226AQ	Hex
G07226DF	Fuc
G07226DF	Gal
G07226DF	GlcNAc
G07226DF	Hex
G07226DF	HexNAc
G07226DF	Man
G07226DF	dHex
G07226NI	Hex
G07226NI	HexNAc
G07226NI	NeuAc
G07226NI	Sia
G07226NI	dHex
G07227QC	Gal
G07227QC	GalNAc
G07227QC	Glc
G07227QC	Hex
G07227QC	HexNAc
G07228BR	Gal
G07228BR	GlcNAc
G07228BR	Hex
G07228BR	HexNAc
G07228BR	Man
G07232FJ	Gal
G07232FJ	GlcNAc
G07232FJ	Hex
G07232FJ	HexNAc
G07232FJ	Man
G07232FJ	NeuAc
G07232FJ	Sia
G07233JN	Fuc
G07233JN	Gal
G07233JN	GlcNAc
G07233JN	Hex
G07233JN	HexNAc
G07233JN	Man
G07233JN	NeuAc
G07233JN	Sia
G07233JN	dHex
G07238DT	Hex
G07238DT	HexNAc
G07238DT	NeuAc
G07238DT	Sia
G07238DT	dHex
G07238JI	Hex
G07238JI	HexNAc
G07238JI	NeuAc
G07238JI	S
G07238JI	Sia
G07238JI	dHex
G07245OG	GlcNAc
G07245OG	Hex
G07245OG	HexNAc
G07245OG	Man
G07246CJ	Fuc
G07246CJ	Hex
G07246CJ	HexNAc
G07246CJ	dHex
G07246CU	Fuc
G07246CU	Hex
G07246CU	HexNAc
G07246CU	dHex
G07248LS	Fuc
G07248LS	Gal
G07248LS	GlcNAc
G07248LS	Hex
G07248LS	HexNAc
G07248LS	Man
G07248LS	NeuAc
G07248LS	Sia
G07248LS	dHex
G07262RR	Fuc
G07262RR	Gal
G07262RR	GalNAc
G07262RR	GlcNAc
G07262RR	Hex
G07262RR	HexNAc
G07262RR	Man
G07262RR	dHex
G07265CE	Fuc
G07265CE	Gal
G07265CE	GlcNAc
G07265CE	Hex
G07265CE	HexNAc
G07265CE	Man
G07265CE	NeuAc
G07265CE	Sia
G07265CE	dHex
G07265MJ	GlcNAc
G07265MJ	Hex
G07265MJ	HexNAc
G07265MJ	Man
G07280YM	Fuc
G07280YM	Gal
G07280YM	GalNAc
G07280YM	Glc
G07280YM	GlcNAc
G07280YM	Hex
G07280YM	HexNAc
G07280YM	dHex
G07281UF	Gal
G07281UF	GalNAc
G07281UF	GlcNAc
G07281UF	Hex
G07281UF	HexNAc
G07281UF	NeuAc
G07281UF	Sia
G07283NA	Gal
G07283NA	Hex
G07285FW	Fuc
G07285FW	Gal
G07285FW	GalNAc
G07285FW	GlcNAc
G07285FW	Hex
G07285FW	HexNAc
G07285FW	dHex
G07286WG	Gal
G07286WG	GlcNAc
G07286WG	Hex
G07286WG	HexNAc
G07288VN	Gal
G07288VN	GlcNAc
G07288VN	Hex
G07288VN	HexNAc
G07292LK	Fuc
G07292LK	Gal
G07292LK	GalNAc
G07292LK	GlcNAc
G07292LK	Hex
G07292LK	HexNAc
G07292LK	Man
G07292LK	dHex
G07293JT	Gal
G07293JT	GalNAc
G07293JT	Hex
G07293JT	HexNAc
G07293JT	NeuAc
G07293JT	Sia
G07300VB	GlcN
G07300VB	Hex
G07300VB	HexN
G07300VB	Man
G07301IS	Fuc
G07301IS	Gal
G07301IS	GlcNAc
G07301IS	Hex
G07301IS	HexNAc
G07301IS	Man
G07301IS	dHex
G07306BM	GlcA
G07306BM	GlcNAc
G07306BM	HexA
G07306BM	HexNAc
G07306BM	IdoA
G07306BM	S
G07306BM	Xxx
G07309NH	GalNAc
G07309NH	HexNAc
G07309NH	NeuAc
G07309NH	Sia
G07309UL	Gal
G07309UL	GlcNAc
G07309UL	Hex
G07309UL	HexNAc
G07309UL	Man
G07309UL	NeuAc
G07309UL	NeuGc
G07309UL	Sia
G07313GR	Fuc
G07313GR	Gal
G07313GR	GlcNAc
G07313GR	Hex
G07313GR	HexNAc
G07313GR	Man
G07313GR	dHex
G07322RE	Fuc
G07322RE	Gal
G07322RE	GlcNAc
G07322RE	Hex
G07322RE	HexNAc
G07322RE	Man
G07322RE	NeuAc
G07322RE	Sia
G07322RE	dHex
G07322TJ	Fuc
G07322TJ	Gal
G07322TJ	Glc
G07322TJ	GlcNAc
G07322TJ	Hex
G07322TJ	HexNAc
G07322TJ	dHex
G07323GB	Gal
G07323GB	GlcNAc
G07323GB	Hex
G07323GB	HexNAc
G07323GB	Man
G07323UU	Gal
G07323UU	GlcNAc
G07323UU	Hex
G07323UU	HexNAc
G07323UU	Man
G07323UU	NeuAc
G07323UU	Sia
G07325XB	Gal
G07325XB	Glc
G07325XB	Hex
G07325XB	Man
G07326IT	Fuc
G07326IT	GalNAc
G07326IT	GlcNAc
G07326IT	Hex
G07326IT	HexNAc
G07326IT	Man
G07326IT	dHex
G07328EF	Fuc
G07328EF	Gal
G07328EF	GlcNAc
G07328EF	Hex
G07328EF	HexNAc
G07328EF	Man
G07328EF	dHex
G07328FD	Fuc
G07328FD	Gal
G07328FD	GlcNAc
G07328FD	Hex
G07328FD	HexNAc
G07328FD	Man
G07328FD	NeuAc
G07328FD	Sia
G07328FD	dHex
G07330MB	HexNAc
G07330MB	NeuAc
G07330MB	S
G07330MB	Sia
G07337US	Fuc
G07337US	Gal
G07337US	GlcNAc
G07337US	Hex
G07337US	HexNAc
G07337US	Man
G07337US	NeuAc
G07337US	Sia
G07337US	dHex
G07339QJ	Xxx
G07348OG	Glc
G07348OG	Hex
G07352BK	Gal
G07352BK	GlcNAc
G07352BK	GlcNAc+aldi
G07352BK	Hex
G07352BK	HexNAc
G07352BK	HexNAc+aldi
G07352BK	Man
G07352BK	aldi
G07353BE	Gal
G07353BE	GalNAc
G07353BE	GlcNAc
G07353BE	Hex
G07353BE	HexNAc
G07353BE	Man
G07353CJ	Gal
G07353CJ	GlcNAc
G07353CJ	Hex
G07353CJ	HexNAc
G07353CJ	Man
G07353CJ	NeuGc
G07353CJ	Sia
G07357YR	Fuc
G07357YR	Gal
G07357YR	GlcNAc
G07357YR	Hex
G07357YR	HexNAc
G07357YR	dHex
G07360NF	Gal
G07360NF	GalNAc
G07360NF	GlcNAc
G07360NF	Hex
G07360NF	HexNAc
G07360YN	Gal
G07360YN	GalNAc
G07360YN	Glc
G07360YN	Hex
G07360YN	HexNAc
G07360YN	NeuAc
G07360YN	Sia
G07363AF	Gal
G07363AF	GlcNAc
G07363AF	Hex
G07363AF	HexNAc
G07363AF	Man
G07363AF	NeuAc
G07363AF	Sia
G07368IA	Gal
G07368IA	GlcNAc
G07368IA	Hex
G07368IA	HexNAc
G07368IA	Man
G07369RY	Gal
G07369RY	GlcNAc
G07369RY	Hex
G07369RY	HexNAc
G07369RY	Man
G07372WA	Gal
G07372WA	GlcNAc
G07372WA	Hex
G07372WA	HexNAc
G07372WA	Man
G07372WA	NeuAc
G07372WA	Sia
G07375KG	GlcNAc
G07375KG	HexNAc
G07376BS	Gal
G07376BS	GlcNAc
G07376BS	GlcNAc+aldi
G07376BS	Hex
G07376BS	HexNAc
G07376BS	HexNAc+aldi
G07376BS	Man
G07376BS	NeuAc
G07376BS	Sia
G07376BS	aldi
G07380MP	Gal
G07380MP	GalNAc
G07380MP	GlcNAc
G07380MP	Hex
G07380MP	HexNAc
G07380TS	Gal
G07380TS	GlcNAc
G07380TS	Hex
G07380TS	HexNAc
G07380TS	Man
G07390DJ	Gal
G07390DJ	GlcNAc
G07390DJ	Hex
G07390DJ	HexNAc
G07390DJ	Man
G07390DJ	NeuAc
G07390DJ	Sia
G07392QY	Fuc
G07392QY	Gal
G07392QY	GlcNAc
G07392QY	Hex
G07392QY	HexNAc
G07392QY	Man
G07392QY	NeuAc
G07392QY	Sia
G07392QY	dHex
G07393CN	Fuc
G07393CN	Gal
G07393CN	GalNAc
G07393CN	GlcNAc
G07393CN	Hex
G07393CN	HexNAc
G07393CN	NeuAc
G07393CN	Sia
G07393CN	dHex
G07394RV	Gal
G07394RV	GalNAc
G07394RV	Hex
G07394RV	HexNAc
G07394RV	NeuAc
G07394RV	Sia
G07395MI	Gal
G07395MI	GalNAc
G07395MI	GlcNAc
G07395MI	Hex
G07395MI	HexNAc
G07397MN	Gal
G07397MN	GlcNAc
G07397MN	Hex
G07397MN	HexNAc
G07400OG	Fuc
G07400OG	Gal
G07400OG	GlcNAc
G07400OG	Hex
G07400OG	HexNAc
G07400OG	Man
G07400OG	dHex
G07410AW	Fuc
G07410AW	Gal
G07410AW	GlcNAc
G07410AW	Hex
G07410AW	HexNAc
G07410AW	Man
G07410AW	dHex
G07414XZ	GlcNAc
G07414XZ	Hex
G07414XZ	HexNAc
G07414XZ	Man
G07417LG	Fuc
G07417LG	Gal
G07417LG	GlcNAc
G07417LG	Hex
G07417LG	HexNAc
G07417LG	Man
G07417LG	dHex
G07417WF	Glc
G07417WF	GlcNAc
G07417WF	Hex
G07417WF	HexNAc
G07417WF	Man
G07429FY	Fuc
G07429FY	Gal
G07429FY	GlcNAc
G07429FY	GlcNAc+aldi
G07429FY	Hex
G07429FY	HexNAc
G07429FY	HexNAc+aldi
G07429FY	Man
G07429FY	aldi
G07429FY	dHex
G07430HH	Gal
G07430HH	GalNAc
G07430HH	GlcNAc
G07430HH	Hex
G07430HH	HexNAc
G07433WY	Fuc
G07433WY	Gal
G07433WY	GlcNAc
G07433WY	Hex
G07433WY	HexNAc
G07433WY	Man
G07433WY	NeuGc
G07433WY	Sia
G07433WY	dHex
G07435LO	Fuc
G07435LO	Gal
G07435LO	GalNAc
G07435LO	GlcNAc
G07435LO	Hex
G07435LO	HexNAc
G07435LO	dHex
G07438VB	Fuc
G07438VB	Gal
G07438VB	Glc
G07438VB	Hex
G07438VB	dHex
G07440KA	NeuAc
G07440KA	Pent
G07440KA	Sia
G07443RM	Fuc
G07443RM	Gal
G07443RM	GalNAc
G07443RM	GlcNAc
G07443RM	Hex
G07443RM	HexNAc
G07443RM	dHex
G07445YJ	GlcNAc
G07445YJ	Hex
G07445YJ	HexNAc
G07445YJ	Man
G07450OC	Gal
G07450OC	GalNAc
G07450OC	Hex
G07450OC	HexNAc
G07451AO	Fuc
G07451AO	Gal
G07451AO	GlcNAc
G07451AO	Hex
G07451AO	HexNAc
G07451AO	Man
G07451AO	NeuAc
G07451AO	Sia
G07451AO	dHex
G07452NH	Fuc
G07452NH	Gal
G07452NH	Glc
G07452NH	GlcNAc
G07452NH	Hex
G07452NH	HexNAc
G07452NH	dHex
G07462LM	Gal
G07462LM	GlcNAc
G07462LM	Hex
G07462LM	HexNAc
G07462LM	Man
G07462LM	NeuAc
G07462LM	NeuGc
G07462LM	Sia
G07467EB	Fuc
G07467EB	Gal
G07467EB	Glc
G07467EB	GlcNAc
G07467EB	Hex
G07467EB	HexNAc
G07467EB	NeuAc
G07467EB	Sia
G07467EB	dHex
G07470ON	GalNAc
G07470ON	HexNAc
G07470ON	S
G07470ON	Xxx
G07476BB	Gal
G07476BB	Hex
G07478HN	Fuc
G07478HN	Gal
G07478HN	GlcNAc
G07478HN	Hex
G07478HN	HexNAc
G07478HN	Man
G07478HN	NeuGc
G07478HN	Sia
G07478HN	dHex
G07479EG	Fuc
G07479EG	Gal
G07479EG	GalNAc
G07479EG	GlcNAc
G07479EG	Hex
G07479EG	HexNAc
G07479EG	NeuAc
G07479EG	S
G07479EG	Sia
G07479EG	dHex
G07479WV	Hex
G07479WV	HexNAc
G07479WV	dHex
G07480GS	Fuc
G07480GS	dHex
G07480TU	Gal
G07480TU	GalNAc
G07480TU	GalNAc+aldi
G07480TU	GlcNAc
G07480TU	Hex
G07480TU	HexNAc
G07480TU	HexNAc+aldi
G07480TU	NeuAc
G07480TU	Sia
G07480TU	aldi
G07483YN	Fuc
G07483YN	GlcNAc
G07483YN	Hex
G07483YN	HexNAc
G07483YN	Man
G07483YN	dHex
G07485TC	Gal
G07485TC	GalNAc
G07485TC	GlcA
G07485TC	Hex
G07485TC	HexA
G07485TC	HexNAc
G07485TC	Pent
G07485TC	S
G07485TC	Xxx
G07485TC	Xyl
G07489GQ	Fuc
G07489GQ	Gal
G07489GQ	GlcNAc
G07489GQ	Hex
G07489GQ	HexNAc
G07489GQ	Man
G07489GQ	dHex
G07489IL	GalNAc
G07489IL	HexNAc
G07489IL	NeuAc
G07489IL	Sia
G07490EK	Hex
G07490EK	Man
G07491LJ	GlcNAc
G07491LJ	Hex
G07491LJ	HexNAc
G07491LJ	Man
G07492HB	Gal
G07492HB	Glc
G07492HB	GlcA
G07492HB	GlcNAc
G07492HB	Hex
G07492HB	HexA
G07492HB	HexNAc
G07493GF	Fuc
G07493GF	GlcNAc
G07493GF	Hex
G07493GF	HexNAc
G07493GF	Man
G07493GF	dHex
G07502OB	Fuc
G07502OB	Gal
G07502OB	Glc
G07502OB	GlcNAc
G07502OB	Hex
G07502OB	HexNAc
G07502OB	Man
G07502OB	dHex
G07505DF	GlcNAc
G07505DF	Hex
G07505DF	HexNAc
G07505DF	Man
G07505KH	Fuc
G07505KH	Gal
G07505KH	GlcNAc
G07505KH	Hex
G07505KH	HexNAc
G07505KH	Man
G07505KH	NeuGc
G07505KH	Sia
G07505KH	dHex
G07507PB	GalNAc
G07507PB	HexA
G07507PB	HexNAc
G07507PB	IdoA
G07507PB	S
G07508AC	Fuc
G07508AC	Gal
G07508AC	GalNAc
G07508AC	GalNAc+aldi
G07508AC	GlcNAc
G07508AC	Hex
G07508AC	HexNAc
G07508AC	HexNAc+aldi
G07508AC	S
G07508AC	aldi
G07508AC	dHex
G07508HQ	Fuc
G07508HQ	Gal
G07508HQ	GlcNAc
G07508HQ	Hex
G07508HQ	HexNAc
G07508HQ	Man
G07508HQ	NeuGc
G07508HQ	Sia
G07508HQ	dHex
G07517TD	Fuc
G07517TD	Gal
G07517TD	Glc
G07517TD	GlcNAc
G07517TD	Hex
G07517TD	HexNAc
G07517TD	NeuAc
G07517TD	Sia
G07517TD	dHex
G07522BW	Fuc
G07522BW	Gal
G07522BW	GalNAc
G07522BW	GlcNAc
G07522BW	Hex
G07522BW	HexNAc
G07522BW	Man
G07522BW	dHex
G07523TQ	Hex
G07523TQ	Man
G07527DV	Fuc
G07527DV	Gal
G07527DV	GalNAc
G07527DV	GalNAc+aldi
G07527DV	GlcNAc
G07527DV	Hex
G07527DV	HexNAc
G07527DV	HexNAc+aldi
G07527DV	NeuAc
G07527DV	Sia
G07527DV	aldi
G07527DV	dHex
G07528DS	Fuc
G07528DS	Gal
G07528DS	GlcNAc
G07528DS	GlcNAc+aldi
G07528DS	Hex
G07528DS	HexNAc
G07528DS	HexNAc+aldi
G07528DS	Man
G07528DS	aldi
