GlyTouCanAccession	Name	Domain
G45819QB	HexNAc4Hex5dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G45819QB	HexNAc4Hex5dHex1NeuGc2	ShortUniCarbKB
G45886AG	H3N2FS	ShortComp
G45886AG	HexNAc(2)Hex(3)Fuc(1)NeuAc(1)	Byonic
G45972OV	H2N3F	ShortComp
G45972OV	HexNAc(3)Hex(2)Fuc(1)	Byonic
G46177TS	HexNAc(6)Hex(6)dHex(4)	Byonic
G46177TS	HexNAc6Hex6dHex4	ShortUniCarbKB
G46177TS	HexNAc6Hex6dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G46220VJ	H10N9FS4	ShortComp
G46220VJ	HexNAc(9)Hex(10)Fuc(1)NeuAc(4)	Byonic
G46473FU	HexNAc(7)Hex(7)Fuc(1)NeuAc(1)Sulpho(3)	Byonic
G46503DX	H3N4S2	ShortComp
G46503DX	HexNAc(4)Hex(3)NeuAc(2)	Byonic
G46503DX	HexNAc4Hex3NeuAc2	ShortUniCarbKB
G46503DX	HexNAc4Hex3dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G46677TE	GD1a	SemanticName
G46691LC	H6N4F2	ShortComp
G46691LC	HexNAc(4)Hex(6)Fuc(2)	Byonic
G46784SU	HexNAc(4)Hex(8)dHex(2)	Byonic
G46784SU	HexNAc4Hex8dHex2	ShortUniCarbKB
G46784SU	HexNAc4Hex8dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G46823ME	HexNAc(4)Hex(4)dHex(2)NeuAc(3)	Byonic
G46823ME	HexNAc4Hex4dHex2NeuAc3	ShortUniCarbKB
G46823ME	HexNAc4Hex4dHex2NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G46910OC	H3N2F2	ShortComp
G46910OC	HexNAc(2)Hex(3)Fuc(2)	Byonic
G46982GD	HexNAc(8)Hex(3)dHex(1)	Byonic
G46982GD	HexNAc8Hex3dHex1	ShortUniCarbKB
G46982GD	HexNAc8Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G47186OL	H3N5S4	ShortComp
G47186OL	HexNAc(5)Hex(3)NeuAc(4)	Byonic
G47186OL	HexNAc5Hex3NeuAc4	ShortUniCarbKB
G47186OL	HexNAc5Hex3dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G47388FY	HexNAc(7)Hex(6)dHex(1)NeuAc(2)Sulpho(1)	Byonic
G47388FY	HexNAc7Hex6dHex1NeuAc2NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G47388FY	HexNAc7Hex6dHex1NeuAc2S1	ShortUniCarbKB
G47621XV	HexNAc(3)Hex(4)dHex(1)NeuAc(2)	Byonic
G47621XV	HexNAc3Hex4dHex1NeuAc2	ShortUniCarbKB
G47621XV	HexNAc3Hex4dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G47642TL	HexNAc(6)Hex(5)dHex(1)NeuGc(3)	Byonic
G47642TL	HexNAc6Hex5dHex1NeuAc0NeuGc3Pent0S0P0KDN0HexA0	UniCarbKB
G47642TL	HexNAc6Hex5dHex1NeuGc3	ShortUniCarbKB
G47644PP	H4N3FS	ShortComp
G47644PP	HexNAc(3)Hex(4)Fuc(1)NeuAc(1)	Byonic
G47702MW	H5N3F3	ShortComp
G47702MW	HexNAc(3)Hex(5)Fuc(3)	Byonic
G47719KV	HexNAc(1)Hex(1)Fuc(1)NeuAc(1)Sulpho(2)	Byonic
G47737VJ	HexNAc(4)Hex(5)dHex(2)NeuAc(1)	Byonic
G47737VJ	HexNAc4Hex5dHex2NeuAc1	ShortUniCarbKB
G47737VJ	HexNAc4Hex5dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G47913JC	HexNAc(3)Hex(5)NeuGc(1)	Byonic
G47913JC	HexNAc3Hex5NeuGc1	ShortUniCarbKB
G47913JC	HexNAc3Hex5dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G47950XN	H4N3F3	ShortComp
G47950XN	HexNAc(3)Hex(4)Fuc(3)	Byonic
G47957HH	HexNAc0Hex0dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA0	UniCarbKB
G47957HH	Pent(1)	Byonic
G47957HH	Pent1	ShortUniCarbKB
G47978ON	HexNAc(1)NeuGc(1)	Byonic
G47978ON	HexNAc1Hex0dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G47978ON	HexNAc1NeuGc1	ShortUniCarbKB
G48053DU	HexNAc(6)Hex(5)dHex(3)	Byonic
G48053DU	HexNAc6Hex5dHex3	ShortUniCarbKB
G48053DU	HexNAc6Hex5dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G48111PW	H8N4F2	ShortComp
G48111PW	HexNAc(4)Hex(8)Fuc(2)	Byonic
G48149UR	HexNAc(6)Hex(6)dHex(3)NeuAc(1)	Byonic
G48149UR	HexNAc6Hex6dHex3NeuAc1	ShortUniCarbKB
G48149UR	HexNAc6Hex6dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G48433AY	HexNAc(6)Hex(7)dHex(1)NeuAc(3)NeuGc(1)	Byonic
G48433AY	HexNAc6Hex7dHex1NeuAc3NeuGc1	ShortUniCarbKB
G48433AY	HexNAc6Hex7dHex1NeuAc3NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G48558GR	GM1	SemanticName
G48577CN	HexNAc(4)Hex(5)Fuc(1)NeuAc(1)NeuGc(1)	Byonic
G48586RX	HN2S	ShortComp
G48586RX	HexNAc(2)Hex(1)NeuAc(1)	Byonic
G48586RX	HexNAc2Hex1NeuAc1	ShortUniCarbKB
G48586RX	HexNAc2Hex1dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G48642OF	HexNAc(5)Hex(6)NeuAc(1)Sulpho(1)	Byonic
G48642OF	HexNAc5Hex6NeuAc1S1	ShortUniCarbKB
G48642OF	HexNAc5Hex6dHex0NeuAc1NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G48698AX	HexNAc(2)Fuc(1)	Byonic
G48698AX	N2F	ShortComp
G48840WY	HexNAc(6)Hex(7)dHex(1)Sulpho(1)	Byonic
G48840WY	HexNAc6Hex7dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G48840WY	HexNAc6Hex7dHex1S1	ShortUniCarbKB
G48927BJ	Hex(3)dHex(1)	Byonic
G48927BJ	Hex3dHex1	ShortUniCarbKB
G48927BJ	HexNAc0Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G49012OF	HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA1	UniCarbKB
G49012OF	HexNAc2S1HexA1	ShortUniCarbKB
G49018RC	H7N4	ShortComp
G49018RC	HexNAc(4)Hex(7)	Byonic
G49018RC	HexNAc4Hex7	ShortUniCarbKB
G49018RC	HexNAc4Hex7dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G49035CH	HexNAc(6)Hex(6)dHex(2)NeuAc(1)	Byonic
G49035CH	HexNAc6Hex6dHex2NeuAc1	ShortUniCarbKB
G49035CH	HexNAc6Hex6dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G49112ZN	F	ShortComp
G49112ZN	Fuc(1)	Byonic
G49159VE	Hex(2)dHex(1)NeuAc(1)	Byonic
G49159VE	Hex2dHex1NeuAc1	ShortUniCarbKB
G49159VE	HexNAc0Hex2dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G49284IH	HexNAc(4)Hex(6)dHex(2)NeuAc(1)	Byonic
G49284IH	HexNAc4Hex6dHex2NeuAc1	ShortUniCarbKB
G49284IH	HexNAc4Hex6dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G49345XT	HexNAc(4)Hex(7)dHex(2)	Byonic
G49345XT	HexNAc4Hex7dHex2	ShortUniCarbKB
G49345XT	HexNAc4Hex7dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G49474CH	H6N7F2S3	ShortComp
G49474CH	HexNAc(7)Hex(6)Fuc(2)NeuAc(3)	Byonic
G49642SA	H3N8F	ShortComp
G49642SA	HexNAc(8)Hex(3)Fuc(1)	Byonic
G49739MP	HexNAc(6)Hex(7)dHex(1)	Byonic
G49739MP	HexNAc6Hex7dHex1	ShortUniCarbKB
G49739MP	HexNAc6Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G49755GI	H6N6S2	ShortComp
G49755GI	HexNAc(6)Hex(6)NeuAc(2)	Byonic
G49755GI	HexNAc6Hex6NeuAc2	ShortUniCarbKB
G49755GI	HexNAc6Hex6dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G49906RN	H6N6	ShortComp
G49906RN	HexNAc(6)Hex(6)	Byonic
G49906RN	HexNAc6Hex6	ShortUniCarbKB
G49906RN	HexNAc6Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G49955PK	H3N5	ShortComp
G49955PK	HexNAc(5)Hex(3)	Byonic
G49955PK	HexNAc5Hex3	ShortUniCarbKB
G49955PK	HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G50030TB	HexNAc(10)Hex(11)dHex(2)	Byonic
G50030TB	HexNAc10Hex11dHex2	ShortUniCarbKB
G50030TB	HexNAc10Hex11dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G50073PQ	HexNAc(4)Hex(4)dHex(2)	Byonic
G50073PQ	HexNAc4Hex4dHex2	ShortUniCarbKB
G50073PQ	HexNAc4Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G50123ZO	Sialosyl paragloboside	SemanticName
G50143PC	HexNAc(9)Hex(7)dHex(1)NeuAc(2)	Byonic
G50143PC	HexNAc9Hex7dHex1NeuAc2	ShortUniCarbKB
G50143PC	HexNAc9Hex7dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G50204XM	HexNAc(5)Hex(6)dHex(1)NeuAc(1)NeuGc(1)	Byonic
G50204XM	HexNAc5Hex6dHex1NeuAc1NeuGc1	ShortUniCarbKB
G50204XM	HexNAc5Hex6dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G50282JC	H5N2F	ShortComp
G50282JC	HexNAc(2)Hex(5)Fuc(1)	Byonic
G50372IH	HexNAc(3)Hex(6)dHex(2)	Byonic
G50372IH	HexNAc3Hex6dHex2	ShortUniCarbKB
G50372IH	HexNAc3Hex6dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G50384CO	HexNAc(2)Hex(2)dHex(2)NeuAc(1)	Byonic
G50384CO	HexNAc2Hex2dHex2NeuAc1	ShortUniCarbKB
G50384CO	HexNAc2Hex2dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G50419BC	H8N7F2S4	ShortComp
G50419BC	HexNAc(7)Hex(8)Fuc(2)NeuAc(4)	Byonic
G50713DU	H9N3	ShortComp
G50713DU	HexNAc(3)Hex(9)	Byonic
G50713DU	HexNAc3Hex9	ShortUniCarbKB
G50713DU	HexNAc3Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G50856PC	H7N6F4S	ShortComp
G50856PC	HexNAc(6)Hex(7)Fuc(4)NeuAc(1)	Byonic
G50926NK	Ceramide dihexosyl sulfate	SemanticName
G51096IO	HexNAc(6)Hex(7)NeuGc(1)	Byonic
G51096IO	HexNAc6Hex7NeuGc1	ShortUniCarbKB
G51096IO	HexNAc6Hex7dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G51123ZO	HexNAc3Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA3	UniCarbKB
G51123ZO	HexNAc3HexA3	ShortUniCarbKB
G51210WZ	HexNAc(2)Hex(2)dHex(2)	Byonic
G51210WZ	HexNAc2Hex2dHex2	ShortUniCarbKB
G51210WZ	HexNAc2Hex2dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G51240MJ	HexNAc(7)Hex(8)dHex(1)NeuAc(1)NeuGc(1)	Byonic
G51240MJ	HexNAc7Hex8dHex1NeuAc1NeuGc1	ShortUniCarbKB
G51240MJ	HexNAc7Hex8dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G51412NQ	HexNAc(5)Hex(8)dHex(4)	Byonic
G51412NQ	HexNAc5Hex8dHex4	ShortUniCarbKB
G51412NQ	HexNAc5Hex8dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G51421KN	H5N3F5	ShortComp
G51421KN	HexNAc(3)Hex(5)Fuc(5)	Byonic
G51434LA	HexNAc(3)Hex(2)dHex(4)	Byonic
G51434LA	HexNAc3Hex2dHex4	ShortUniCarbKB
G51434LA	HexNAc3Hex2dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G51488KH	HexNAc(8)Hex(5)dHex(3)	Byonic
G51488KH	HexNAc8Hex5dHex3	ShortUniCarbKB
G51488KH	HexNAc8Hex5dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G51551FB	HexNAc(2)Hex(5)NeuGc(1)	Byonic
G51551FB	HexNAc2Hex5NeuGc1	ShortUniCarbKB
G51551FB	HexNAc2Hex5dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G51572MS	HexNAc(6)Hex(10)dHex(1)NeuAc(1)	Byonic
G51572MS	HexNAc6Hex10dHex1NeuAc1	ShortUniCarbKB
G51572MS	HexNAc6Hex10dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G51637RO	HexNAc(8)Hex(9)dHex(1)NeuAc(4)	Byonic
G51637RO	HexNAc8Hex9dHex1NeuAc4	ShortUniCarbKB
G51637RO	HexNAc8Hex9dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G51653BI	H4N4F2S	ShortComp
G51653BI	HexNAc(4)Hex(4)Fuc(2)NeuAc(1)	Byonic
G51675EU	HexNAc(6)Hex(5)dHex(3)NeuAc(1)	Byonic
G51675EU	HexNAc6Hex5dHex3NeuAc1	ShortUniCarbKB
G51675EU	HexNAc6Hex5dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G51699SI	para-Forssman glycolipid	SemanticName
G51828IE	HexNAc(7)Hex(8)NeuGc(1)	Byonic
G51828IE	HexNAc7Hex8NeuGc1	ShortUniCarbKB
G51828IE	HexNAc7Hex8dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G52162PS	HexNAc(4)Hex(3)dHex(2)NeuAc(1)	Byonic
G52162PS	HexNAc4Hex3dHex2NeuAc1	ShortUniCarbKB
G52162PS	HexNAc4Hex3dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G52448OU	H2N3S3	ShortComp
G52448OU	HexNAc(3)Hex(2)NeuAc(3)	Byonic
G52448OU	HexNAc3Hex2NeuAc3	ShortUniCarbKB
G52448OU	HexNAc3Hex2dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G52687MJ	HexNAc(10)Hex(11)dHex(1)	Byonic
G52687MJ	HexNAc10Hex11dHex1	ShortUniCarbKB
G52687MJ	HexNAc10Hex11dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G52785CM	HN3F2	ShortComp
G52785CM	HexNAc(3)Hex(1)Fuc(2)	Byonic
G52810YE	H8N8F2	ShortComp
G52810YE	HexNAc(8)Hex(8)Fuc(2)	Byonic
G52848YE	H9N8FS4	ShortComp
G52848YE	HexNAc(8)Hex(9)Fuc(1)NeuAc(4)	Byonic
G52952NI	HexNAc1Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA2	UniCarbKB
G52952NI	HexNAc1HexA2	ShortUniCarbKB
G53075ES	H7N6FS4	ShortComp
G53075ES	HexNAc(6)Hex(7)Fuc(1)NeuAc(4)	Byonic
G53188XU	HexNAc(4)Hex(5)dHex(6)NeuGc(3)	Byonic
G53188XU	HexNAc4Hex5dHex6NeuAc0NeuGc3Pent0S0P0KDN0HexA0	UniCarbKB
G53188XU	HexNAc4Hex5dHex6NeuGc3	ShortUniCarbKB
G53315IV	HexNAc(8)Hex(9)dHex(1)	Byonic
G53315IV	HexNAc8Hex9dHex1	ShortUniCarbKB
G53315IV	HexNAc8Hex9dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G53384JS	HexNAc(5)Hex(6)dHex(7)	Byonic
G53384JS	HexNAc5Hex6dHex7	ShortUniCarbKB
G53384JS	HexNAc5Hex6dHex7NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G53434XO	H2N2	ShortComp
G53434XO	HexNAc(2)Hex(2)	Byonic
G53434XO	HexNAc2Hex2	ShortUniCarbKB
G53434XO	HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G53441JJ	H9N5F	ShortComp
G53441JJ	HexNAc(5)Hex(9)Fuc(1)	Byonic
G53457WM	HN2FS2	ShortComp
G53457WM	HexNAc(2)Hex(1)Fuc(1)NeuAc(2)	Byonic
G53495LU	H6N7FS2	ShortComp
G53495LU	HexNAc(7)Hex(6)Fuc(1)NeuAc(2)	Byonic
G53511WG	Hex(2)NeuGc(2)Sulpho(1)	Byonic
G53511WG	Hex2NeuGc2S1	ShortUniCarbKB
G53511WG	HexNAc0Hex2dHex0NeuAc0NeuGc2Pent0S1P0KDN0HexA0	UniCarbKB
G53657ER	HexNAc(3)Hex(1)Sulpho(1)	Byonic
G53657ER	HexNAc3Hex1S1	ShortUniCarbKB
G53657ER	HexNAc3Hex1dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G53744UF	H3N5S5	ShortComp
G53744UF	HexNAc(5)Hex(3)NeuAc(5)	Byonic
G53744UF	HexNAc5Hex3NeuAc5	ShortUniCarbKB
G53744UF	HexNAc5Hex3dHex0NeuAc5NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G53874PO	HexNAc(4)Hex(5)dHex(1)Sulpho(2)	Byonic
G53874PO	HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S2P0KDN0HexA0	UniCarbKB
G53874PO	HexNAc4Hex5dHex1S2	ShortUniCarbKB
G53958ZQ	HexNAc(3)Hex(5)dHex(5)	Byonic
G53958ZQ	HexNAc3Hex5dHex5	ShortUniCarbKB
G53958ZQ	HexNAc3Hex5dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G53969DE	H5N	ShortComp
G53969DE	HexNAc(1)Hex(5)	Byonic
G53969DE	HexNAc1Hex5	ShortUniCarbKB
G53969DE	HexNAc1Hex5dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G54129SE	HexNAc(1)Hex(1)dHex(1)	Byonic
G54129SE	HexNAc1Hex1dHex1	ShortUniCarbKB
G54129SE	HexNAc1Hex1dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G54168YD	HexNAc(4)Hex(3)dHex(1)Sulpho(1)	Byonic
G54168YD	HexNAc4Hex3dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G54168YD	HexNAc4Hex3dHex1S1	ShortUniCarbKB
G54296PF	HexNAc2Hex3S1HexA1	ShortUniCarbKB
G54296PF	HexNAc2Hex3dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA1	UniCarbKB
G54414HE	H2N2F2S	ShortComp
G54414HE	HexNAc(2)Hex(2)Fuc(2)NeuAc(1)	Byonic
G54417MJ	HexNAc(6)Hex(6)dHex(1)NeuAc(1)	Byonic
G54417MJ	HexNAc6Hex6dHex1NeuAc1	ShortUniCarbKB
G54417MJ	HexNAc6Hex6dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G54577VR	H7N6F3S	ShortComp
G54577VR	HexNAc(6)Hex(7)Fuc(3)NeuAc(1)	Byonic
G54600FO	HexNAc(4)Hex(4)dHex(1)NeuAc(1)	Byonic
G54600FO	HexNAc4Hex4dHex1NeuAc1	ShortUniCarbKB
G54600FO	HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G54630CD	HexNAc(1)Hex(3)dHex(1)	Byonic
G54630CD	HexNAc1Hex3dHex1	ShortUniCarbKB
G54630CD	HexNAc1Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G54733XO	GQ1ba	SemanticName
G54968WM	HexNAc(2)Hex(1)Pent(1)	Byonic
G54968WM	HexNAc2Hex1Pent1	ShortUniCarbKB
G54968WM	HexNAc2Hex1dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA0	UniCarbKB
G54992WG	HexNAc(3)Hex(7)dHex(1)NeuAc(1)	Byonic
G54992WG	HexNAc3Hex7dHex1NeuAc1	ShortUniCarbKB
G54992WG	HexNAc3Hex7dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G55132BD	H7N6F4	ShortComp
G55132BD	HexNAc(6)Hex(7)Fuc(4)	Byonic
G55216FT	HexNAc(7)Hex(8)dHex(1)	Byonic
G55216FT	HexNAc7Hex8dHex1	ShortUniCarbKB
G55216FT	HexNAc7Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G55299GS	HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA3	UniCarbKB
G55299GS	HexNAc2HexA3	ShortUniCarbKB
G55382TU	HexNAc(6)Hex(3)dHex(1)	Byonic
G55382TU	HexNAc6Hex3dHex1	ShortUniCarbKB
G55382TU	HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G55444WK	HexNAc(3)Hex(6)dHex(1)NeuAc(2)	Byonic
G55444WK	HexNAc3Hex6dHex1NeuAc2	ShortUniCarbKB
G55444WK	HexNAc3Hex6dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G55475TR	HexNAc(7)Hex(7)dHex(1)NeuAc(1)Sulpho(3)	Byonic
G55475TR	HexNAc7Hex7dHex1NeuAc1NeuGc0Pent0S3P0KDN0HexA0	UniCarbKB
G55475TR	HexNAc7Hex7dHex1NeuAc1S3	ShortUniCarbKB
G55799EI	H2NF	ShortComp
G55799EI	HexNAc(1)Hex(2)Fuc(1)	Byonic
G55848QM	HexNAc(7)Hex(8)dHex(2)NeuAc(4)	Byonic
G55848QM	HexNAc7Hex8dHex2NeuAc4	ShortUniCarbKB
G55848QM	HexNAc7Hex8dHex2NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G55913GS	H7	ShortComp
G55913GS	Hex(7)	Byonic
G55913GS	Hex7	ShortUniCarbKB
G55913GS	HexNAc0Hex7dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G55965XA	HexNAc(6)Hex(5)dHex(1)NeuAc(1)NeuGc(1)	Byonic
G55965XA	HexNAc6Hex5dHex1NeuAc1NeuGc1	ShortUniCarbKB
G55965XA	HexNAc6Hex5dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G56001JD	HexNAc(12)Hex(12)dHex(1)	Byonic
G56001JD	HexNAc12Hex12dHex1	ShortUniCarbKB
G56001JD	HexNAc12Hex12dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G56133NW	Sulfo-isogloboside	SemanticName
G56307ZW	H9N4	ShortComp
G56307ZW	HexNAc(4)Hex(9)	Byonic
G56307ZW	HexNAc4Hex9	ShortUniCarbKB
G56307ZW	HexNAc4Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G56478LD	N-Glycolyl-GM2	SemanticName
G56518TU	H6N5F2S3	ShortComp
G56518TU	HexNAc(5)Hex(6)Fuc(2)NeuAc(3)	Byonic
G56610MH	HexNAc(6)Hex(4)dHex(1)	Byonic
G56610MH	HexNAc6Hex4dHex1	ShortUniCarbKB
G56610MH	HexNAc6Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G56770VI	HNFS2	ShortComp
G56770VI	HexNAc(1)Hex(1)Fuc(1)NeuAc(2)	Byonic
G56770VP	H9N6F5	ShortComp
G56770VP	HexNAc(6)Hex(9)Fuc(5)	Byonic
G56962DV	HexNAc(1)Hex(3)NeuGc(1)Sulpho(1)	Byonic
G56962DV	HexNAc1Hex3NeuGc1S1	ShortUniCarbKB
G56962DV	HexNAc1Hex3dHex0NeuAc0NeuGc1Pent0S1P0KDN0HexA0	UniCarbKB
G57006OK	HexNAc(1)Fuc(1)	Byonic
G57006OK	NF	ShortComp
G57077XE	HexNAc(4)Hex(5)dHex(1)NeuAc(3)	Byonic
G57077XE	HexNAc4Hex5dHex1NeuAc3	ShortUniCarbKB
G57077XE	HexNAc4Hex5dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G57220OY	HexNAc(4)Hex(4)dHex(4)NeuAc(2)	Byonic
G57220OY	HexNAc4Hex4dHex4NeuAc2	ShortUniCarbKB
G57220OY	HexNAc4Hex4dHex4NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G57269FM	HexNAc(5)Hex(6)dHex(1)Sulpho(3)	Byonic
G57269FM	HexNAc5Hex6dHex1NeuAc0NeuGc0Pent0S3P0KDN0HexA0	UniCarbKB
G57269FM	HexNAc5Hex6dHex1S3	ShortUniCarbKB
G57292HF	H5N6FS2	ShortComp
G57292HF	HexNAc(6)Hex(5)Fuc(1)NeuAc(2)	Byonic
G57317CE	H3N3	ShortComp
G57317CE	HexNAc(3)Hex(3)	Byonic
G57317CE	HexNAc3Hex3	ShortUniCarbKB
G57317CE	HexNAc3Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G57321FI	Tn antigen	SemanticName
G57385VB	HexNAc(11)Hex(7)dHex(5)	Byonic
G57385VB	HexNAc11Hex7dHex5	ShortUniCarbKB
G57385VB	HexNAc11Hex7dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G57463TH	HexNAc(6)Hex(6)Fuc(1)NeuAc(2)Sulpho(1)	Byonic
G57543JK	HexNAc(2)Hex(1)dHex(1)NeuAc(2)	Byonic
G57543JK	HexNAc2Hex1dHex1NeuAc2	ShortUniCarbKB
G57543JK	HexNAc2Hex1dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G57550CC	HexNAc(5)Hex(5)Fuc(1)NeuGc(2)	Byonic
G57710SU	Cytolipin R	SemanticName
G57710SU	Isoglobotetraosylceramide	SemanticName
G57736TF	HexNAc(5)Hex(3)Fuc(1)Sulpho(1)	Byonic
G57776ZS	H6N5FS2	ShortComp
G57776ZS	HexNAc(5)Hex(6)Fuc(1)NeuAc(2)	Byonic
G57776ZU	H4N3	ShortComp
G57776ZU	HexNAc(3)Hex(4)	Byonic
G57776ZU	HexNAc3Hex4	ShortUniCarbKB
