GlyTouCanAccession	CFGAccession
G28962GO	carbNlink_40838_D000
G28962GO	carbNlink_44536_D000
G28987BJ	carbNlink_30022_A
G29014XV	carbOlink_20066_D000
G29024OJ	carbNlink_20703_D000
G29024OJ	carbNlink_21240_D000
G29024OJ	carbNlink_40331_D000
G29024OJ	carbNlink_41416_D000
G29138OW	carbNlink_40292_D000
G29138OW	carbNlink_40632_D000
G29248WR	carbNlink_47171_D000
G29461HI	carbNlink_20527_D000
G29461HI	carbNlink_44537_D000
G29489PN	carbOlink_20162_D000
G29695SR	carbNlink_44696_D000
G29764SO	carbNlink_44746_D000
G29783JJ	carbNlink_21438_P
G29799SM	carbNlink_47047_D000
G29849JL	carbOlink_20167_D000
G29850BY	carbNlink_32190_A
G29850BY	carbNlink_43145_D000
G29884LW	carbNlink_41428_D000
G29884LW	carbNlink_42461_D000
G29965VW	carbNlink_20128_D000
G30060ZO	carbNlink_32434_A
G30062BR	carbNlink_44732_D000
G30115SP	carbNlink_40098_D000
G30115SP	carbNlink_40352_D000
G30207PZ	carbGlipid_20549_D000
G30207PZ	carbSynthe_0724_D000
G30255XL	carbOlink_20359_D000
G30284BK	carbOlink_21010_D000
G30295SC	carbNlink_40033_D000
G30314VR	carbNlink_41332_D000
G30372WK	carbNlink_31076_A
G30416OM	carbNlink_42072_D000
G30447NS	carbNlink_20579_D000
G30447NS	carbNlink_43356_D000
G30529FG	carbNlink_40126_D000
G30529FG	carbNlink_44566_D000
G30529FG	carbNlink_46466_D000
G30542PN	carbNlink_20655_D000
G30617IL	carbNlink_20127_D000
G30618VC	carbNlink_42799_D000
G30673AC	carbNlink_44032_D000
G30797DS	carbNlink_42510_D000
G30797DS	carbNlink_44182_D000
G30838QM	carbNlink_21465_P
G30857WQ	carbNlink_20917_D000
G30915AU	carbNlink_20436_D000
G31032XG	carbNlink_44705_D000
G31040SL	carbNlink_31749_A
G31119YY	carbSynthe_0197_D000
G31119YY	carbSynthe_0542_D000
G31119YY	carbSynthe_0543_D000
G31119YY	carbSynthe_0544_D000
G31119YY	carbSynthe_0741_D000
G31186LT	carbNlink_20267_D000
G31265VL	carbNlink_20869_D000
G31416KB	carbNlink_20392_D000
G31416KB	carbNlink_40958_D000
G31516NT	carbNlink_43766_D000
G31540AF	carbNlink_20613_D000
G31540HC	carbOlink_21195_D000
G31559RO	carbNlink_21273_D000
G31606TH	carbNlink_44712_D000
G31627MW	carbNlink_43168_D000
G31720WP	carbNlink_44699_D000
G31734OS	carbSynthe_0840_D000
G31822CM	carbNlink_45028_D000
G31865AG	carbNlink_40878_D000
G31865AG	carbNlink_44943_D000
G31993QW	carbNlink_20143_D000
G31993QW	carbNlink_30126_A
G32081WS	carbSynthe_0735_D000
G32094CS	carbNlink_42989_D000
G32237WQ	carbNlink_45370_D000
G32254QI	carbSynthe_0864_D000
G32364DF	carbNlink_43236_D000
G32483HZ	carbNlink_44700_D000
G32510IZ	carbNlink_20600_D000
G32588AA	carbOlink_21155_D000
G32779JS	carbNlink_20717_D000
G32779JS	carbNlink_42107_D000
G32801HX	carbGlipid_20018_D000
G33070IY	carbNlink_45415_D000
G33150PJ	carbNlink_41810_D000
G33150PJ	carbNlink_43338_D000
G33188UJ	carbNlink_40288_D000
G33188UJ	carbNlink_40775_D000
G33273UQ	carbNlink_20354_D000
G33364OS	carbOlink_20813_D000
G33370EK	carbNlink_20092_D000
G33370EK	carbNlink_32978_A
G33427JX	carbNlink_47116_D000
G33439FJ	carbNlink_20154_D000
G33439FJ	carbNlink_46885_D000
G33476GF	carbSynthe_0691_D000
G33476GF	carbSynthe_0793_D000
G33522ME	carbNlink_20271_D000
G33593EQ	carbOlink_20101_D000
G33617JJ	carbNlink_41879_D000
G33633KK	carbOlink_20880_D000
G33685ZQ	carbNlink_21103_D000
G33685ZQ	carbNlink_21257_D000
G33685ZQ	carbNlink_40670_D000
G33740YL	carbOlink_21156_D000
G33806LP	carbNlink_32937_A
G33841EB	carbNlink_41035_D000
G33972SX	carbNlink_40010_D000
G33981FE	carbNlink_41257_D000
G34018EC	carbNlink_45809_D000
G34252AT	carbNlink_45181_D000
G34383AG	carbNlink_20927_D000
G34383AG	carbNlink_43569_D000
G34383AG	carbNlink_45919_D000
G34585DT	carbNlink_41740_D000
G34595KJ	carbNlink_46358_D000
G34612DX	carbNlink_20796_D000
G34622QG	carbNlink_20099_D000
G34754UR	carbNlink_44765_D000
G34863TS	carbOlink_20981_D000
G35211AB	carbNlink_21476_P
G35283JZ	carbNlink_21149_D000
G35283JZ	carbNlink_40621_D000
G35402TO	carbNlink_41741_D000
G35409SK	carbOlink_21169_D000
G35429JB	carbNlink_20282_D000
G35446HX	carbSynthe_0075_D000
G35446HX	carbSynthe_0833_D000
G35446HX	carbSynthe_0834_D000
G35484EX	carbNlink_20114_D000
G35484EX	carbNlink_40372_D000
G35528XC	carbNlink_20500_D000
G35528XC	carbNlink_21086_D000
G35609TJ	carbOlink_20873_D000
G35675LO	carbNlink_21013_D000
G35679TE	carbNlink_31475_A
G35722YG	carbNlink_20966_D000
G35734AU	carbNlink_44830_D000
G35747ZX	carbNlink_20325_D000
G35749GB	carbNlink_40290_D000
G35749GB	carbNlink_40773_D000
G35798GO	carbNlink_44795_D000
G35823EX	carbNlink_45288_D000
G35827XH	carbGlipid_20747_D000
G35837ET	carbNlink_42254_D000
G35837ET	carbNlink_46725_D000
G36046VV	carbOlink_21287_D000
G36123IU	carbSynthe_0133_D000
G36123IU	carbSynthe_0170_D000
G36123IU	carbSynthe_0439_D000
G36123IU	carbSynthe_0752_D000
G36171JA	carbNlink_21112_D000
G36191CD	carbSynthe_0251_D000
G36211GH	carbNlink_42494_D000
G36225RM	carbNlink_45482_D000
G36293DS	carbNlink_46970_D000
G36359GN	carbOlink_21313_D000
G36404TW	carbOlink_20319_D000
G36608LK	carbNlink_20240_D000
G36693BM	carbNlink_20175_D000
G36693BM	carbNlink_46356_D000
G36859SD	carbNlink_21032_D000
G36859SD	carbNlink_30188_A
G36859SD	carbNlink_40318_D000
G36960FP	carbNlink_41367_D000
G36966DH	carbNlink_20117_D000
G36983SB	carbOlink_20834_D000
G37184KW	carbGlipid_20083_D000
G37216UM	carbNlink_20727_D000
G37216UM	carbNlink_21006_D000
G37216UM	carbNlink_41196_D000
G37260FV	carbNlink_41760_D000
G37260FV	carbNlink_42969_D000
G37274WB	carbSynthe_0573_D000
G37276TY	carbNlink_21234_D000
G37304XT	carbNlink_44786_D000
G37306TB	carbNlink_20608_D000
G37306TB	carbNlink_43586_D000
G37427PW	carbNlink_41990_D000
G37453ZD	carbNlink_40539_D000
G37481QP	carbNlink_41328_D000
G37552GO	carbNlink_20275_D000
G37591JC	carbNlink_20149_D000
G37591JC	carbNlink_40031_D000
G37591JC	carbNlink_40629_D000
G37591JC	carbNlink_42568_D000
G37597VQ	carbOlink_21174_D000
G37619KE	carbOlink_20442_D000
G37745NY	carbNlink_41260_D000
G37779JP	carbOlink_20295_D000
G37809PL	carbNlink_20476_D000
G37809PL	carbNlink_40107_D000
G37809PL	carbNlink_40408_D000
G37827FY	carbNlink_20333_D000
G37827FY	carbNlink_43510_D000
G37830TX	carbGlipid_20207_D000
G37919OJ	carbNlink_20283_D000
G37986HU	carbNlink_20743_D000
G37986HU	carbNlink_45455_D000
G38148GL	carbNlink_47012_D000
G38241TC	carbNlink_31748_A
G38267IW	carbNlink_44825_D000
G38297TU	carbNlink_20389_D000
G38297TU	carbNlink_30080_A
G38297TU	carbNlink_43302_D000
G38371WW	carbNlink_20658_D000
G38373BD	carbNlink_43339_D000
G38625SV	carbNlink_43351_D000
G38630WM	carbNlink_40064_D000
G38658JL	carbNlink_44752_D000
G38800CP	carbNlink_32983_A
G38849GM	carbNlink_45468_D000
G38974XL	carbNlink_20493_D000
G38974XL	carbNlink_20494_D000
G38979OV	carbOlink_20674_D000
G38997JB	carbNlink_42499_D000
G38999IM	carbSynthe_0013_D000
G38999IM	carbSynthe_0762_D000
G38999IM	carbSynthe_0820_D000
G39023AU	carbSynthe_0028_D000
G39023AU	carbSynthe_0102_D000
G39023AU	carbSynthe_0176_D000
G39023AU	carbSynthe_0622_D000
G39023AU	carbSynthe_0623_D000
G39062YR	carbNlink_20938_D000
G39062YR	carbNlink_40313_D000
G39062YR	carbNlink_42451_D000
G39064VB	carbNlink_40055_D000
G39064VB	carbNlink_41101_D000
G39181YB	carbNlink_30213_A
G39188CA	carbGlipid_20679_D000
G39211DH	carbNlink_42266_D000
G39213VZ	carbSynthe_0871_D000
G39229GR	carbNlink_21321_P
G39293VJ	carbOlink_20959_D000
G39298CN	carbNlink_20824_D000
G39299DH	carbNlink_45236_D000
G39318IJ	carbNlink_40544_D000
G39437XQ	carbNlink_20193_D000
G39452ZZ	carbNlink_20136_D000
G39452ZZ	carbNlink_40346_D000
G39452ZZ	carbNlink_40892_D000
G39478RR	carbNlink_40973_D000
G39531LA	carbNlink_21262_D000
G39531LA	carbNlink_40032_D000
G39531LA	carbNlink_40675_D000
G39558MO	carbOlink_20539_D000
G39600NF	carbNlink_44728_D000
G39722LF	carbNlink_45322_D000
G39756ZC	carbNlink_20529_D000
G39794DN	carbNlink_20921_D000
G39807DF	carbNlink_44194_D000
G39809FW	carbNlink_40048_D000
G39884QV	carbGlipid_20678_D000
G39893KL	carbNlink_20471_D000
G39893KL	carbNlink_40202_D000
G39893KL	carbNlink_40310_D000
G39906AT	carbNlink_30420_A
G39951CP	carbNlink_45850_D000
G40069AV	carbNlink_32875_A
G40198OD	carbNlink_21078_D000
G40198OD	carbNlink_40066_D000
G40198OD	carbNlink_40081_D000
G40198OD	carbNlink_40257_D000
G40244KN	carbNlink_30010_A
G40264QS	carbNlink_20648_D000
G40264QS	carbNlink_46266_D000
G40268BC	carbNlink_30327_A
G40343KH	carbNlink_43444_D000
G40452FK	carbNlink_21261_D000
G40482NA	carbNlink_20906_D000
G40482NA	carbNlink_40349_D000
G40544US	carbNlink_40139_D000
G40569DS	carbNlink_30392_A
G40696TO	carbSynthe_0085_D000
G40696TO	carbSynthe_0171_D000
G40696TO	carbSynthe_0206_D000
G40696TO	carbSynthe_0521_D000
G40696TO	carbSynthe_0522_D000
G40696TO	carbSynthe_0669_D000
G40696TO	carbSynthe_0670_D000
G40706KD	carbOlink_20313_D000
G40757HO	carbOlink_20888_D000
G40786FB	carbNlink_21300_D000
G40813RE	carbOlink_20837_D000
G40900UQ	carbNlink_44147_D000
G40909HG	carbOlink_20814_D000
G40915GX	carbNlink_20868_D000
G40915GX	carbNlink_21083_D000
G40915GX	carbNlink_40500_D000
G40998BL	carbNlink_21008_D000
G40998BL	carbNlink_30262_A
G41052GC	carbSynthe_0555_D000
G41052GC	carbSynthe_0721_D000
G41052GC	carbSynthe_0722_D000
G41095QB	carbNlink_41808_D000
G41107EH	carbNlink_31723_A
G41125AS	carbNlink_40704_D000
G41179DF	carbOlink_21014_D000
G41324RH	carbOlink_20102_D000
G41372SJ	carbOlink_20177_D000
G41563EN	carbNlink_41681_D000
G41670EF	carbNlink_31470_A
G41789QF	carbNlink_40287_D000
G41789QF	carbNlink_40776_D000
G41789QF	carbNlink_46427_D000
G41800OU	carbNlink_44832_D000
G41800OU	carbNlink_45518_D000
G41817BL	carbNlink_20706_D000
G41817BL	carbNlink_30129_A
G41821MR	carbNlink_20095_D000
G41821MR	carbNlink_30326_A
G41847IM	carbNlink_30056_A
G41912CL	carbNlink_21095_D000
G41923EO	carbNlink_20129_D000
G41923EO	carbNlink_40752_D000
G41937ED	carbNlink_47209_D000
G42028VS	carbNlink_45382_D000
G42039AA	carbOlink_20861_D000
G42176GK	carbNlink_45371_D000
G42192BR	carbNlink_45855_D000
G42295MA	carbNlink_20941_D000
G42295MA	carbNlink_40668_D000
G42295MA	carbNlink_41422_D000
G42415XD	carbNlink_21107_D000
G42415XD	carbNlink_42730_D000
G42504VW	carbNlink_45465_D000
G42525DE	carbNlink_20192_D000
G42605KJ	carbNlink_20695_D000
G42653GO	carbNlink_40972_D000
G42666HT	carbSynthe_0070_D000
G42666HT	carbSynthe_0119_D000
G42666HT	carbSynthe_0149_D000
G42735RP	carbNlink_21453_P
G42824AQ	carbNlink_20596_D000
G42824AQ	carbNlink_43595_D000
G42832NT	carbNlink_21430_P
G42993UG	carbOlink_21228_D000
G43070PV	carbNlink_45840_D000
G43081BK	carbNlink_20619_D000
G43415UJ	carbOlink_20815_D000
G43499QE	carbNlink_21275_D000
G43499QE	carbNlink_40676_D000
G43499QE	carbNlink_42458_D000
G43558RC	carbNlink_44804_D000
G43657WC	carbSynthe_0249_D000
G43660IT	carbNlink_42491_D000
G43677XO	carbNlink_40026_D000
G43804CX	carbNlink_42909_D000
G43925AD	carbOlink_20318_D000
G44023GI	carbNlink_20103_D000
G44043ZX	carbNlink_40792_D000
G44046WQ	carbNlink_41636_D000
G44066XU	carbNlink_20519_D000
G44127LD	carbOlink_20314_D000
G44264DI	carbNlink_43013_D000
G44345UH	carbNlink_40643_D000
G44345UH	carbNlink_44193_D000
G44361OH	carbNlink_21259_D000
G44364RM	carbNlink_21090_D000
G44364RM	carbNlink_40836_D000
G44414DH	carbNlink_33016_A
G44479SH	carbNlink_40034_D000
G44515AZ	carbNlink_20962_D000
G44541JO	carbNlink_30210_A
G44541JO	carbNlink_32902_A
G44572NU	carbNlink_20334_D000
G44618FI	carbNlink_43340_D000
G44639PM	carbNlink_44753_D000
G44688UB	carbNlink_44818_D000
G44747CU	carbNlink_20144_D000
G44747CU	carbNlink_20145_D000
G44754DF	carbNlink_20384_D000
G44754DF	carbNlink_40196_D000
G44754DF	carbNlink_40317_D000
G44770ZI	carbNlink_20926_D000
G44770ZI	carbNlink_21051_D000
G44770ZI	carbNlink_43575_D000
G44825QL	carbNlink_46108_D000
G44905SX	carbNlink_21324_P
G44917UQ	carbOlink_20773_D000
G44962ZM	carbNlink_20797_D000
G44996SV	carbNlink_45564_D000
G45104SZ	carbNlink_44755_D000
G45238KD	carbNlink_21382_P
G45250VC	carbNlink_40703_D000
G45256SO	carbNlink_40016_D000
G45256SO	carbNlink_40274_D000
G45256SO	carbNlink_40987_D000
G45256SO	carbNlink_41211_D000
G45256SO	carbNlink_41391_D000
G45256SO	carbNlink_42471_D000
G45256SO	carbNlink_44239_D000
G45256SO	carbNlink_44477_D000
G45388GV	carbOlink_20223_D000
G45408ZW	carbNlink_40039_D000
G45420PL	carbNlink_44777_D000
G45492BK	carbNlink_45330_D000
G45494FB	carbOlink_20891_D000
G45673KX	carbNlink_42503_D000
G45712QJ	carbOlink_20233_D000
G45776ET	carbNlink_44816_D000
G45811PK	carbNlink_40009_D000
G45826PJ	carbNlink_43672_D000
G45827GY	carbGlipid_20087_D000
G45827GY	carbNlink_45537_D000
G45844BS	carbNlink_42500_D000
G45882CQ	carbNlink_46793_D000
G45888VL	carbNlink_42807_D000
G45995IV	carbNlink_21124_D000
G45995IV	carbNlink_30004_A
G45995IV	carbNlink_40301_D000
G45995IV	carbNlink_41197_D000
G46038XL	carbNlink_41594_D000
G46059YJ	carbNlink_41877_D000
G46107JU	carbNlink_46653_D000
G46208LD	carbNlink_40001_D000
G46208LD	carbNlink_40623_D000
G46222DM	carbOlink_20411_D000
G46407AA	carbNlink_47165_D000
G46412RZ	carbNlink_45321_D000
G46432HW	carbNlink_20029_D000
G46526SO	carbNlink_43022_D000
G46559US	carbNlink_45577_D000
G46560SM	carbNlink_42467_D000
G46609ZR	carbOlink_20330_D000
G46662LV	carbNlink_42123_D000
G46677TE	carbGlipid_20577_D000
G46677TE	carbSynthe_0911_D000
G46720ZO	carbNlink_21338_P
G46760LG	carbOlink_20554_D000
G46763GM	carbNlink_20327_D000
G46772BG	carbOlink_21217_D000
G46868TY	carbOlink_20317_D000
G46945LQ	carbNlink_20246_D000
G46991EQ	carbNlink_32996_A
G46998LN	carbNlink_43039_D000
G46998LN	carbNlink_47167_D000
G47023PF	carbNlink_21190_D000
G47023PF	carbNlink_42192_D000
G47043LK	carbNlink_43349_D000
G47171PW	carbNlink_45835_D000
G47206MY	carbNlink_21041_D000
G47206MY	carbNlink_44013_D000
G47273WV	carbNlink_40707_D000
G47299BP	carbNlink_21350_P
G47338FR	carbNlink_42230_D000
G47379VH	carbNlink_20484_D000
G47379VH	carbNlink_21189_D000
G47379VH	carbNlink_40407_D000
G47391NN	carbOlink_21170_D000
G47407FC	carbNlink_20195_D000
G47427YD	carbNlink_44189_D000
G47498FQ	carbNlink_20686_D000
G47498FQ	carbNlink_40914_D000
G47520QY	carbOlink_20414_D000
G47531XE	carbNlink_46335_D000
G47548GA	carbSynthe_0022_D000
G47548GA	carbSynthe_0076_D000
G47548GA	carbSynthe_0099_D000
G47548GA	carbSynthe_0604_D000
G47614ZH	carbGlipid_20021_D000
G47675LW	carbNlink_40417_D000
G47675LW	carbNlink_40996_D000
G47675LW	carbNlink_44475_D000
G47690ND	carbOlink_20176_D000
G47741BL	carbNlink_20636_D000
G47741BL	carbNlink_42588_D000
G47741BL	carbNlink_45033_D000
G47766VH	carbNlink_44225_D000
G47766VH	carbNlink_45228_D000
G47809KW	carbNlink_21024_D000
G47870LR	carbNlink_21347_P
G47877IZ	carbNlink_46405_D000
G47921ZO	carbOlink_20085_D000
G47924XK	carbNlink_40134_D000
G47925PB	carbOlink_20802_D000
G47961DI	carbNlink_21126_D000
G47961DI	carbNlink_43584_D000
G48020LQ	carbNlink_21127_D000
G48020LQ	carbNlink_42497_D000
G48027TR	carbOlink_20791_D000
G48040FY	carbNlink_44820_D000
G48059CD	carbNlink_45538_D000
G48185FI	carbNlink_20694_D000
G48185FI	carbNlink_43224_D000
G48405LH	carbNlink_43303_D000
G48409OW	carbNlink_21359_P
G48421GV	carbNlink_20940_D000
G48421GV	carbNlink_40999_D000
G48421GV	carbNlink_46662_D000
G48442VP	carbNlink_40258_D000
G48442VP	carbNlink_40460_D000
G48442VP	carbNlink_42721_D000
G48465YI	carbOlink_20591_D000
G48466UB	carbNlink_43246_D000
G48527XN	carbNlink_44691_D000
G48585WR	carbOlink_20779_D000
G48630BP	carbNlink_40554_D000
G48638TB	carbOlink_20762_D000
G48698GX	carbNlink_31073_A
G48713OY	carbNlink_40673_D000
G48713OY	carbNlink_40906_D000
G48713OY	carbNlink_41210_D000
G48713OY	carbNlink_41421_D000
G48809ZO	carbNlink_44763_D000
G48860TK	carbNlink_41134_D000
G48860TK	carbNlink_47227_D000
G49084JY	carbNlink_43147_D000
G49108TO	carbSynthe_0006_D000
G49108TO	carbSynthe_0164_D000
G49108TO	carbSynthe_0220_D000
G49108TO	carbSynthe_0527_D000
G49108TO	carbSynthe_0528_D000
G49108TO	carbSynthe_0687_D000
G49108TO	carbSynthe_0688_D000
G49168NM	carbNlink_20692_D000
G49168NM	carbNlink_43208_D000
G49225WK	carbNlink_40043_D000
G49225WK	carbNlink_44697_D000
G49282JI	carbNlink_20437_D000
G49349BS	carbOlink_20409_D000
G49369WH	carbNlink_20380_D000
G49369WH	carbNlink_31062_A
G49369WH	carbNlink_40370_D000
G49370IN	carbOlink_21223_D000
G49401CB	carbNlink_20097_D000
G49401CB	carbNlink_30150_A
G49440XK	carbNlink_40557_D000
G49465QD	carbOlink_21319_D000
G49544FY	carbNlink_20737_D000
G49544FY	carbNlink_43845_D000
G49562JB	carbNlink_20907_D000
G49580XQ	carbNlink_20123_D000
G49580XQ	carbNlink_40753_D000
G49616WZ	carbNlink_44791_D000
G49664YG	carbNlink_20276_D000
G49664YG	carbNlink_20923_D000
G49761JR	carbNlink_43188_D000
G49763BM	carbOlink_20544_D000
G49930HB	carbNlink_21289_D000
G49930HB	carbNlink_40410_D000
G49935CA	carbNlink_41983_D000
G49935CA	carbNlink_45145_D000
G49961XO	carbNlink_32954_A
G49963IQ	carbNlink_41086_D000
G50139IU	carbNlink_46431_D000
G50139IU	carbNlink_46432_D000
G50165MW	carbOlink_21172_D000
G50211SY	carbNlink_44794_D000
G50258QB	carbNlink_42466_D000
G50290UO	carbNlink_45856_D000
G50343XZ	carbNlink_41561_D000
G50354DO	carbNlink_40062_D000
G50474FI	carbNlink_41398_D000
G50499BR	carbNlink_41471_D000
G50507PS	carbNlink_20462_D000
G50507PS	carbNlink_40268_D000
G50507PS	carbNlink_42372_D000
G50531NJ	carbNlink_44017_D000
G50535IT	carbNlink_20795_D000
G50535IT	carbNlink_21029_D000
G50549VU	carbNlink_43318_D000
G50659JL	carbNlink_42040_D000
G50660UT	carbNlink_20964_D000
G50734LV	carbNlink_45854_D000
G50762OP	carbOlink_21187_D000
G50850NI	carbPDB_00008_D000
G50850NI	carbSynthe_0012_D000
G50850NI	carbSynthe_0152_D000
G50850NI	carbSynthe_0718_D000
G50850NI	carbSynthe_0875_D000
G50880EE	carbNlink_43342_D000
G50896EJ	carbOlink_20884_D000
G50911OK	carbNlink_40299_D000
G51209GW	carbNlink_20341_D000
G51216AJ	carbOlink_21152_D000
G51274LI	carbNlink_30289_A
G51331BY	carbNlink_40053_D000
G51331BY	carbNlink_40721_D000
G51331BY	carbNlink_44192_D000
G51331BY	carbOlink_21306_D000
G51331BY	carbSynthe_0807_D000
G51333KM	carbNlink_20572_D000
G51333ZI	carbNlink_45422_D000
G51343UJ	carbOlink_20816_D000
G51471ON	carbNlink_21435_P
G51591NI	carbPDB_00012_D000
G51654CU	carbNlink_44538_D000
G51688VK	carbNlink_44035_D000
G51699SI	carbGlipid_21045_D000
G51710QD	carbNlink_21098_D000
G51710QD	carbNlink_43354_D000
G51795VM	carbNlink_20483_D000
G51795VM	carbNlink_40294_D000
G51795VM	carbNlink_45066_D000
G51795VM	carbNlink_46705_D000
G51809TM	carbOlink_20201_D000
G51891DI	carbNlink_40726_D000
G51891DI	carbNlink_41014_D000
G51896IF	carbNlink_20323_D000
G51896IF	carbNlink_30366_A
G51921XC	carbNlink_44772_D000
G51930XP	carbNlink_42488_D000
G51941IR	carbNlink_41080_D000
G51956RJ	carbNlink_31561_A
G51963NX	carbOlink_20399_D000
G52013SF	carbNlink_42504_D000
G52112MC	carbNlink_46330_D000
G52216BO	carbNlink_41738_D000
G52266YB	carbNlink_42329_D000
G52286UI	carbNlink_41916_D000
G52345FK	carbNlink_20973_D000
G52383QH	carbNlink_20523_D000
G52441NC	carbNlink_20956_D000
G52460PC	carbOlink_20159_D000
G52547JZ	carbNlink_20342_D000
G52558CF	carbNlink_40027_D000
G52724WY	carbNlink_30452_A
G52724WY	carbNlink_40316_D000
G52773YO	carbNlink_20640_D000
G52776UT	carbNlink_21439_P
G52886CK	carbNlink_44690_D000
G52904TE	carbNlink_40011_D000
G52971DE	carbNlink_21108_D000
G52971DE	carbNlink_42244_D000
G52971DE	carbNlink_43612_D000
G52972TJ	carbOlink_20836_D000
G53002EK	carbNlink_40038_D000
G53031JB	carbNlink_41369_D000
G53096UD	carbNlink_46105_D000
G53190JD	carbNlink_43294_D000
G53190JD	carbNlink_43377_D000
G53220ZS	carbOlink_21200_D000
G53272SL	carbNlink_44800_D000
G53296VI	carbOlink_20310_D000
G53472RQ	carbOlink_20566_D000
G53582JE	carbNlink_20141_D000
G53582JE	carbNlink_21264_D000
G53582JE	carbNlink_40332_D000
G53725UB	carbNlink_21424_P
G53800MQ	carbNlink_44826_D000
G53809CJ	carbNlink_43682_D000
G53834TX	carbOlink_21201_D000
G53899GT	carbNlink_20466_D000
G53923UR	carbNlink_41769_D000
G54151YB	carbNlink_41252_D000
G54158IT	carbNlink_43445_D000
G54334WY	carbOlink_20838_D000
G54380FJ	carbNlink_46665_D000
G54411RI	carbNlink_20426_D000
G54411RI	carbNlink_40748_D000
G54411RI	carbNlink_44478_D000
G54499PQ	carbNlink_20191_D000
G54499PQ	carbNlink_43207_D000
G54513OG	carbNlink_44720_D000
G54561II	carbOlink_20844_D000
G54567NU	carbOlink_20088_D000
G54696PD	carbNlink_21351_P
G54764AV	carbNlink_20140_D000
G54826OZ	carbSynthe_0836_D000
G54826OZ	carbSynthe_476_D000
G54904QW	carbNlink_21415_P
G54904QW	carbNlink_21489_P
G55065WV	carbNlink_20269_D000
G55104BW	carbOlink_21144_D000
G55146FI	carbNlink_40559_D000
G55192VG	carbNlink_44211_D000
G55220VL	carbSynthe_0112_D000
G55331YF	carbOlink_20161_D000
G55481KF	carbNlink_20583_D000
G55481KF	carbNlink_43341_D000
G55492KC	carbOlink_20557_D000
G55600PH	carbNlink_43437_D000
G55861FV	carbNlink_45812_D000
G55867TY	carbNlink_44829_D000
G55867TY	carbNlink_45517_D000
G55879PV	carbNlink_20032_D000
G55922CA	carbNlink_45284_D000
G55953GF	carbNlink_21052_D000
G55953GF	carbNlink_41733_D000
G55953GF	carbNlink_43571_D000
G56095ZZ	carbNlink_20573_D000
G56095ZZ	carbNlink_41265_D000
G56175ED	carbNlink_20440_D000
G56175ED	carbNlink_41638_D000
G56202TA	carbNlink_20455_D000
G56202TA	carbNlink_30017_A
G56202TA	carbNlink_40260_D000
G56202TA	carbNlink_40569_D000
G56202TA	carbNlink_40639_D000
G56265BA	carbNlink_45247_D000
G56271ML	carbNlink_20421_D000
G56285KF	carbOlink_21157_D000
G56299XO	carbOlink_21254_D000
G56299XO	carbOlink_47963_D000
G56299XO	carbOlink_48284_D000
G56381GU	carbNlink_40586_D000
G56478LD	carbGlipid_20755_D000
G56516VH	carbNlink_42934_D000
G56577TY	carbNlink_41880_D000
G56653RI	carbNlink_40338_D000
G56653RI	carbNlink_40734_D000
G56653RI	carbNlink_41136_D000
G56682BC	carbOlink_20068_D000
G56682BC	carbOlink_20069_D000
G56682BC	carbSynthe_0083_D000
G56682BC	carbSynthe_0177_D000
G56682BC	carbSynthe_0509_D000
G56682BC	carbSynthe_0619_D000
G56682BC	carbSynthe_0922_D000
G56737NO	carbNlink_45944_D000
G56749GV	carbSynthe_0576_D000
G56756FT	carbNlink_20485_D000
G56756FT	carbNlink_40059_D000
G56756FT	carbNlink_40499_D000
G56791SN	carbNlink_20937_D000
G56809XB	carbNlink_21433_P
G56852BX	carbNlink_20274_D000
G56867YK	carbNlink_40998_D000
G56869RQ	carbNlink_41553_D000
G56869RQ	carbNlink_42378_D000
G56963QZ	carbNlink_21125_D000
G56963QZ	carbNlink_40654_D000
G57028QM	carbNlink_21030_D000
G57051OG	carbNlink_45822_D000
G57075KG	carbNlink_40364_D000
G57075OH	carbNlink_43422_D000
G57084IU	carbNlink_21053_D000
G57153UY	carbNlink_21326_P
G57208CK	carbNlink_44308_D000
G57311FK	carbNlink_20491_D000
G57311FK	carbNlink_40497_D000
G57311FK	carbNlink_40524_D000
G57321FI	carbOlink_20199_D000
G57321FI	carbSynthe_0007_D000
G57321FI	carbSynthe_0092_D000
G57321FI	carbSynthe_0650_D000
G57449OF	carbSynthe_0574_D000
G57696GW	carbNlink_21031_D000
G57705QQ	carbNlink_41298_D000
G57707WO	carbNlink_45095_D000
G57762GE	carbNlink_20093_D000
G57762GE	carbNlink_46107_D000
G57774MT	carbNlink_44822_D000
G57779BA	carbNlink_41750_D000
G57881VN	carbNlink_41475_D000
G57887YH	carbNlink_40456_D000
G57887YH	carbNlink_40742_D000
G57937LQ	carbNlink_45481_D000
G58111YY	carbNlink_44745_D000
G58198HJ	carbNlink_46614_D000
G58216EF	carbNlink_46081_D000
G58217PP	carbNlink_20603_D000
G58217PP	carbNlink_40649_D000
G58233BW	carbNlink_40366_D000
G58236FD	carbNlink_20148_D000
G58236FD	carbNlink_44444_D000
G58236FD	carbNlink_46633_D000
G58276QF	carbOlink_20060_D000
G58370UT	carbNlink_44176_D000
G58517TJ	carbNlink_44172_D000
G58571IP	carbNlink_20733_D000
G58571IP	carbNlink_43583_D000
G58576QI	carbNlink_45296_D000
G58590MR	carbOlink_20157_D000
G58746AB	carbNlink_40975_D000
