GlyTouCanAccession	PubChem
G20029XE	GlyTouCan:G20029XE
G20029XE	SID500108949
G20030CU	CID91848126
G20030CU	GlyTouCan:G20030CU
G20030CU	SID252279556
G20030UJ	GlyTouCan:G20030UJ
G20030UJ	SID491881912
G20032PZ	GlyTouCan:G20032PZ
G20032PZ	SID500108950
G20034JD	GlyTouCan:G20034JD
G20034JD	SID491881898
G20034RK	CID71297924
G20034RK	GlyTouCan:G20034RK
G20034RK	SID252286611
G20038KA	CID91860013
G20038KA	GlyTouCan:G20038KA
G20038KA	SID252293715
G20043VW	GlyTouCan:G20043VW
G20043VW	SID491844537
G20043ZO	CID156618783
G20043ZO	GlyTouCan:G20043ZO
G20043ZO	SID445516304
G20044TD	CID56836177
G20044TD	GlyTouCan:G20044TD
G20044TD	SID252287956
G20045AQ	GlyTouCan:G20045AQ
G20045AQ	SID491937601
G20045DK	GlyTouCan:G20045DK
G20045DK	SID491844524
G20054JA	GlyTouCan:G20054JA
G20054JA	SID491844576
G20057BO	GlyTouCan:G20057BO
G20057BO	SID491844555
G20059NZ	CID146017614
G20059NZ	GlyTouCan:G20059NZ
G20059NZ	SID405040348
G20061PF	GlyTouCan:G20061PF
G20061PF	SID491881910
G20061RO	CID71298120
G20061RO	GlyTouCan:G20061RO
G20061RO	SID252296839
G20063FD	GlyTouCan:G20063FD
G20063FD	SID491844562
G20064NM	CID91853158
G20064NM	GlyTouCan:G20064NM
G20064NM	SID252285514
G20064ZN	GlyTouCan:G20064ZN
G20064ZN	SID491937603
G20065XU	GlyTouCan:G20065XU
G20065XU	SID491937582
G20066VJ	GlyTouCan:G20066VJ
G20066VJ	SID491937635
G20066VZ	GlyTouCan:G20066VZ
G20066VZ	SID491844564
G20067HR	GlyTouCan:G20067HR
G20067HR	SID491881920
G20069CG	GlyTouCan:G20069CG
G20069CG	SID491937604
G20071ET	GlyTouCan:G20071ET
G20071ET	SID491844558
G20072FI	GlyTouCan:G20072FI
G20072FI	SID491937605
G20072HK	GlyTouCan:G20072HK
G20072HK	SID491937606
G20076CD	GlyTouCan:G20076CD
G20076CD	SID491844574
G20076NB	GlyTouCan:G20076NB
G20076NB	SID500108962
G20078BU	GlyTouCan:G20078BU
G20078BU	SID491844559
G20079RG	CID71297587
G20079RG	GlyTouCan:G20079RG
G20079RG	SID252286273
G20083FZ	GlyTouCan:G20083FZ
G20083FZ	SID491937572
G20083VN	GlyTouCan:G20083VN
G20083VN	SID491844565
G20088JQ	GlyTouCan:G20088JQ
G20088JQ	SID491844566
G20094LD	GlyTouCan:G20094LD
G20094LD	SID491844581
G20096RP	CID91856491
G20096RP	GlyTouCan:G20096RP
G20096RP	SID252289528
G20097SJ	GlyTouCan:G20097SJ
G20097SJ	SID491881926
G20098FE	GlyTouCan:G20098FE
G20098FE	SID491937573
G20100CF	GlyTouCan:G20100CF
G20100CF	SID491881881
G20102QS	GlyTouCan:G20102QS
G20102QS	SID491844567
G20105PQ	GlyTouCan:G20105PQ
G20105PQ	SID491881885
G20112RE	CID91859365
G20112RE	GlyTouCan:G20112RE
G20112RE	SID252292946
G20113TH	GlyTouCan:G20113TH
G20113TH	SID491881895
G20124XB	CID10327083
G20124XB	GlyTouCan:G20124XB
G20124XB	SID445514261
G20127MC	GlyTouCan:G20127MC
G20127MC	SID500108975
G20131KD	GlyTouCan:G20131KD
G20131KD	SID491881995
G20131LC	GlyTouCan:G20131LC
G20131LC	SID491881944
G20132UG	GlyTouCan:G20132UG
G20132UG	SID491844584
G20140JS	CID91852697
G20140JS	GlyTouCan:G20140JS
G20140JS	SID252284979
G20145CJ	CID11979164
G20145CJ	GlyTouCan:G20145CJ
G20145CJ	SID482385148
G20145VZ	GlyTouCan:G20145VZ
G20145VZ	SID491937584
G20146LZ	GlyTouCan:G20146LZ
G20146LZ	SID491844570
G20147UM	GlyTouCan:G20147UM
G20147UM	SID491844601
G20151DP	GlyTouCan:G20151DP
G20151DP	SID491881946
G20151OY	GlyTouCan:G20151OY
G20151OY	SID491844602
G20153OL	GlyTouCan:G20153OL
G20153OL	SID491881986
G20158AB	GlyTouCan:G20158AB
G20158AB	SID491937613
G20158CE	CID91857556
G20158CE	GlyTouCan:G20158CE
G20158CE	SID252290782
G20158JP	GlyTouCan:G20158JP
G20158JP	SID491937575
G20159XY	GlyTouCan:G20159XY
G20159XY	SID491881985
G20160SB	GlyTouCan:G20160SB
G20160SB	SID491937614
G20161GX	GlyTouCan:G20161GX
G20161GX	SID500108983
G20161ZL	GlyTouCan:G20161ZL
G20161ZL	SID491844571
G20163DC	GlyTouCan:G20163DC
G20163DC	SID491882022
G20163DJ	GlyTouCan:G20163DJ
G20163DJ	SID491844572
G20164HH	CID156616070
G20164HH	GlyTouCan:G20164HH
G20164HH	SID445512916
G20164PT	CID91847147
G20164PT	GlyTouCan:G20164PT
G20164PT	SID252278372
G20165AM	GlyTouCan:G20165AM
G20165AM	SID491881948
G20165PS	GlyTouCan:G20165PS
G20165PS	SID491881968
G20167OW	CID156617472
G20167OW	GlyTouCan:G20167OW
G20167OW	SID445514781
G20168MP	CID91848428
G20168MP	GlyTouCan:G20168MP
G20168MP	SID252279921
G20169US	CID176511932
G20169US	GlyTouCan:G20169US
G20169US	SID518302348
G20170YB	CID91854302
G20170YB	GlyTouCan:G20170YB
G20170YB	SID252286885
G20170YJ	GlyTouCan:G20170YJ
G20170YJ	SID491937576
G20172ET	CID91858099
G20172ET	GlyTouCan:G20172ET
G20172ET	SID252291424
G20173ZW	CID71297644
G20173ZW	GlyTouCan:G20173ZW
G20173ZW	SID252280072
G20174EZ	GlyTouCan:G20174EZ
G20174EZ	SID491881983
G20174ZL	CID71297778
G20174ZL	GlyTouCan:G20174ZL
G20174ZL	SID252288739
G20176SH	GlyTouCan:G20176SH
G20176SH	SID491881950
G20176YB	CID71298122
G20176YB	GlyTouCan:G20176YB
G20176YB	SID252286975
G20178AP	GlyTouCan:G20178AP
G20178AP	SID491882023
G20180GO	CID91861998
G20180GO	GlyTouCan:G20180GO
G20180GO	SID252296104
G20180NF	GlyTouCan:G20180NF
G20180NF	SID491844561
G20181YJ	GlyTouCan:G20181YJ
G20181YJ	SID491881951
G20185AV	GlyTouCan:G20185AV
G20185AV	SID500108990
G20186YK	GlyTouCan:G20186YK
G20186YK	SID491937617
G20187JV	GlyTouCan:G20187JV
G20187JV	SID500108991
G20188DX	GlyTouCan:G20188DX
G20188DX	SID491844604
G20190VL	GlyTouCan:G20190VL
G20190VL	SID518304083
G20190ZU	GlyTouCan:G20190ZU
G20190ZU	SID491937618
G20191HY	CID146016369
G20191HY	GlyTouCan:G20191HY
G20191HY	SID405040425
G20193WD	GlyTouCan:G20193WD
G20193WD	SID500108993
G20197BG	GlyTouCan:G20197BG
G20197BG	SID491937577
G20197ZJ	GlyTouCan:G20197ZJ
G20197ZJ	SID491844606
G20208VO	GlyTouCan:G20208VO
G20208VO	SID491881954
G20210JR	GlyTouCan:G20210JR
G20210JR	SID491882018
G20210OT	CID91858491
G20210OT	GlyTouCan:G20210OT
G20210OT	SID252291899
G20211KV	GlyTouCan:G20211KV
G20211KV	SID518304084
G20212GT	CID91846181
G20212GT	GlyTouCan:G20212GT
G20212GT	SID252277201
G20212SZ	GlyTouCan:G20212SZ
G20212SZ	SID491882014
G20214UH	GlyTouCan:G20214UH
G20214UH	SID491937619
G20218ZS	GlyTouCan:G20218ZS
G20218ZS	SID491881975
G20221JL	GlyTouCan:G20221JL
G20221JL	SID491882005
G20222KH	CID71298305
G20222KH	GlyTouCan:G20222KH
G20222KH	SID252290198
G20223TS	GlyTouCan:G20223TS
G20223TS	SID491844614
G20228HQ	CID70678540
G20228HQ	GlyTouCan:G20228HQ
G20228HQ	SID252285773
G20230AX	GlyTouCan:G20230AX
G20230AX	SID491937623
G20233FS	CID176511933
G20233FS	GlyTouCan:G20233FS
G20233FS	SID518302349
G20235TF	GlyTouCan:G20235TF
G20235TF	SID491937625
G20236ZM	GlyTouCan:G20236ZM
G20236ZM	SID500109001
G20237XB	GlyTouCan:G20237XB
G20237XB	SID491882019
G20238CC	GlyTouCan:G20238CC
G20238CC	SID491881969
G20242KC	GlyTouCan:G20242KC
G20242KC	SID491881977
G20243GH	GlyTouCan:G20243GH
G20243GH	SID491844618
G20244DV	GlyTouCan:G20244DV
G20244DV	SID491937626
G20244ME	GlyTouCan:G20244ME
G20244ME	SID491937580
G20245JV	GlyTouCan:G20245JV
G20245JV	SID500109005
G20246IY	CID91846597
G20246IY	GlyTouCan:G20246IY
G20246IY	SID252277712
G20248TO	CID146017926
G20248TO	GlyTouCan:G20248TO
G20248TO	SID405040672
G20251UM	GlyTouCan:G20251UM
G20251UM	SID491844642
G20253QO	GlyTouCan:G20253QO
G20253QO	SID491844643
G20254HG	GlyTouCan:G20254HG
G20254HG	SID491881958
G20255RH	GlyTouCan:G20255RH
G20255RH	SID518304086
G20255ZD	GlyTouCan:G20255ZD
G20255ZD	SID491882004
G20256DO	GlyTouCan:G20256DO
G20256DO	SID491937629
G20257ID	GlyTouCan:G20257ID
G20257ID	SID491937630
G20257WW	GlyTouCan:G20257WW
G20257WW	SID491844623
G20262BO	CID91850630
G20262BO	GlyTouCan:G20262BO
G20262BO	SID252282511
G20264TJ	GlyTouCan:G20264TJ
G20264TJ	SID491881960
G20264YL	CID91849969
G20264YL	GlyTouCan:G20264YL
G20264YL	SID252281721
G20265RJ	CID91861058
G20265RJ	GlyTouCan:G20265RJ
G20265RJ	SID252294989
G20266EZ	GlyTouCan:G20266EZ
G20266EZ	SID491844658
G20266PH	CID156614709
G20266PH	GlyTouCan:G20266PH
G20266PH	SID445510572
G20267BN	GlyTouCan:G20267BN
G20267BN	SID500109012
G20267XA	GlyTouCan:G20267XA
G20267XA	SID500109013
G20268UK	GlyTouCan:G20268UK
G20268UK	SID491844622
G20269BE	GlyTouCan:G20269BE
G20269BE	SID491881978
G20269DJ	CID176511935
G20269DJ	GlyTouCan:G20269DJ
G20269DJ	SID518302351
G20274PP	GlyTouCan:G20274PP
G20274PP	SID518304087
G20278CQ	GlyTouCan:G20278CQ
G20278CQ	SID491937631
G20284VH	CID71297709
G20284VH	GlyTouCan:G20284VH
G20284VH	SID252286199
G20284ZH	GlyTouCan:G20284ZH
G20284ZH	SID491844660
G20286TX	GlyTouCan:G20286TX
G20286TX	SID518304088
G20290UI	CID91849445
G20290UI	GlyTouCan:G20290UI
G20290UI	SID252281112
G20291DM	GlyTouCan:G20291DM
G20291DM	SID491881970
G20291UE	CID3032806
G20291UE	GlyTouCan:G20291UE
G20291UE	SID252279945
G20295CT	GlyTouCan:G20295CT
G20295CT	SID491937587
G20295SP	GlyTouCan:G20295SP
G20295SP	SID491844634
G20295UM	GlyTouCan:G20295UM
G20295UM	SID491844624
G20296ED	GlyTouCan:G20296ED
G20296ED	SID491844649
G20297OI	GlyTouCan:G20297OI
G20297OI	SID491844633
G20299PF	GlyTouCan:G20299PF
G20299PF	SID491844625
G20299XU	GlyTouCan:G20299XU
G20299XU	SID491881972
G20300AJ	GlyTouCan:G20300AJ
G20300AJ	SID491937581
G20301NG	GlyTouCan:G20301NG
G20301NG	SID491844651
G20301WF	GlyTouCan:G20301WF
G20301WF	SID491937633
G20305DX	GlyTouCan:G20305DX
G20305DX	SID491882032
G20305TG	GlyTouCan:G20305TG
G20305TG	SID500109021
G20308RQ	CID171122869
G20308RQ	GlyTouCan:G20308RQ
G20308RQ	SID491823799
G20309KB	GlyTouCan:G20309KB
G20309KB	SID491882081
G20310DM	CID156619226
G20310DM	GlyTouCan:G20310DM
G20310DM	SID445516846
G20311FG	CID176511936
G20311FG	GlyTouCan:G20311FG
G20311FG	SID518302352
G20312EM	GlyTouCan:G20312EM
G20312EM	SID491882091
G20313XP	GlyTouCan:G20313XP
G20313XP	SID491882047
G20317OL	GlyTouCan:G20317OL
G20317OL	SID518304089
G20318TT	GlyTouCan:G20318TT
G20318TT	SID500109023
G20319SQ	CID101390195
G20319SQ	GlyTouCan:G20319SQ
G20319SQ	SID482385212
G20320OP	GlyTouCan:G20320OP
G20320OP	SID491882048
G20322UZ	GlyTouCan:G20322UZ
G20322UZ	SID491937727
G20326RF	GlyTouCan:G20326RF
G20326RF	SID491882049
G20326YW	GlyTouCan:G20326YW
G20326YW	SID491937729
G20328WJ	GlyTouCan:G20328WJ
G20328WJ	SID521706949
G20329DG	GlyTouCan:G20329DG
G20329DG	SID491937730
G20330LJ	GlyTouCan:G20330LJ
G20330LJ	SID491882065
G20331IJ	GlyTouCan:G20331IJ
G20331IJ	SID491937731
G20332TP	GlyTouCan:G20332TP
G20332TP	SID491844626
G20334QZ	GlyTouCan:G20334QZ
G20334QZ	SID500109028
G20341YF	GlyTouCan:G20341YF
G20341YF	SID491882088
G20343BM	GlyTouCan:G20343BM
G20343BM	SID491882050
G20343PG	GlyTouCan:G20343PG
G20343PG	SID491882092
G20348PX	GlyTouCan:G20348PX
G20348PX	SID491937732
G20352TS	GlyTouCan:G20352TS
G20352TS	SID491882061
G20352YV	GlyTouCan:G20352YV
G20352YV	SID491844621
G20356CV	CID70171623
G20356CV	GlyTouCan:G20356CV
G20356CV	SID482385224
G20358OC	GlyTouCan:G20358OC
G20358OC	SID491844639
G20358QB	CID854
G20358QB	GlyTouCan:G20358QB
G20358QB	SID445513463
G20359JA	CID171122872
G20359JA	GlyTouCan:G20359JA
G20359JA	SID491823813
G20362CT	GlyTouCan:G20362CT
G20362CT	SID491937736
G20362YW	GlyTouCan:G20362YW
G20362YW	SID500109036
G20363CT	GlyTouCan:G20363CT
G20363CT	SID491844627
G20366LO	GlyTouCan:G20366LO
G20366LO	SID491844628
G20367KU	GlyTouCan:G20367KU
G20367KU	SID491844652
G20367UY	GlyTouCan:G20367UY
G20367UY	SID491882095
G20370SY	GlyTouCan:G20370SY
G20370SY	SID491937738
G20371UX	CID171122873
G20371UX	GlyTouCan:G20371UX
G20371UX	SID491823815
G20372QO	GlyTouCan:G20372QO
G20372QO	SID491844629
G20373PM	GlyTouCan:G20373PM
G20373PM	SID491937739
G20377JL	GlyTouCan:G20377JL
G20377JL	SID491882093
G20377ZQ	GlyTouCan:G20377ZQ
G20377ZQ	SID500109039
G20378LH	GlyTouCan:G20378LH
G20378LH	SID491937741
G20380YV	GlyTouCan:G20380YV
G20380YV	SID491882056
G20382FE	CID91859087
G20382FE	GlyTouCan:G20382FE
G20382FE	SID252292622
G20384GP	GlyTouCan:G20384GP
G20384GP	SID491882063
G20385LZ	GlyTouCan:G20385LZ
G20385LZ	SID491844631
G20386DV	GlyTouCan:G20386DV
G20386DV	SID491937743
G20391ZE	GlyTouCan:G20391ZE
G20391ZE	SID491882068
G20392AW	GlyTouCan:G20392AW
G20392AW	SID491882058
G20393XK	GlyTouCan:G20393XK
G20393XK	SID491844632
G20394QS	GlyTouCan:G20394QS
G20394QS	SID491937744
G20397IQ	CID91862363
G20397IQ	GlyTouCan:G20397IQ
G20397IQ	SID252296555
G20398NE	GlyTouCan:G20398NE
G20398NE	SID500109044
G20400NO	GlyTouCan:G20400NO
G20400NO	SID491882064
G20403OQ	GlyTouCan:G20403OQ
G20403OQ	SID491882077
G20404GK	CID91857454
G20404GK	GlyTouCan:G20404GK
G20404GK	SID252290661
G20406NS	GlyTouCan:G20406NS
G20406NS	SID500109046
G20408VF	GlyTouCan:G20408VF
G20408VF	SID491937748
G20410RW	CID156618909
G20410RW	GlyTouCan:G20410RW
G20410RW	SID445516452
G20415OQ	GlyTouCan:G20415OQ
G20415OQ	SID491844682
G20420WT	CID5319249
G20420WT	GlyTouCan:G20420WT
G20420WT	SID252287090
G20421JX	CID91861031
G20421JX	GlyTouCan:G20421JX
G20421JX	SID252294958
G20422YR	GlyTouCan:G20422YR
G20422YR	SID491844703
G20423ED	GlyTouCan:G20423ED
G20423ED	SID491882110
G20423IX	GlyTouCan:G20423IX
G20423IX	SID491882196
G20424LO	GlyTouCan:G20424LO
G20424LO	SID500109047
G20425TQ	GlyTouCan:G20425TQ
G20425TQ	SID491882178
G20426LM	CID91856285
G20426LM	GlyTouCan:G20426LM
G20426LM	SID252289269
G20434GO	GlyTouCan:G20434GO
G20434GO	SID491937715
G20435PF	CID171122880
G20435PF	GlyTouCan:G20435PF
G20435PF	SID491823831
G20437OJ	CID91847418
G20437OJ	GlyTouCan:G20437OJ
G20437OJ	SID252278697
G20438JB	CID146017368
G20438JB	GlyTouCan:G20438JB
G20438JB	SID405040098
G20440GC	CID91847041
G20440GC	GlyTouCan:G20440GC
G20440GC	SID252278235
G20443QT	GlyTouCan:G20443QT
G20443QT	SID491882187
G20447VB	GlyTouCan:G20447VB
G20447VB	SID491882167
G20449BJ	CID156618418
G20449BJ	GlyTouCan:G20449BJ
G20449BJ	SID445515911
G20449SM	GlyTouCan:G20449SM
G20449SM	SID491844706
G20453WS	CID91857968
G20453WS	GlyTouCan:G20453WS
G20453WS	SID252291278
G20455KP	GlyTouCan:G20455KP
G20455KP	SID491882162
G20455TG	GlyTouCan:G20455TG
G20455TG	SID491882148
G20457KL	CID176511939
G20457KL	GlyTouCan:G20457KL
G20457KL	SID518302355
G20459ES	GlyTouCan:G20459ES
G20459ES	SID491882166
G20463HA	CID91859564
G20463HA	GlyTouCan:G20463HA
G20463HA	SID252293179
G20463MY	GlyTouCan:G20463MY
G20463MY	SID500109057
G20465YZ	GlyTouCan:G20465YZ
G20465YZ	SID491844680
G20466RY	GlyTouCan:G20466RY
G20466RY	SID518304092
G20474GU	CID168360506
G20474GU	GlyTouCan:G20474GU
G20474GU	SID482385266
G20475UC	CID91857269
G20475UC	GlyTouCan:G20475UC
G20475UC	SID252290439
G20482JP	CID146015874
G20482JP	GlyTouCan:G20482JP
G20482JP	SID405038500
G20487QO	CID156614845
G20487QO	GlyTouCan:G20487QO
G20487QO	SID445510716
G20490FL	GlyTouCan:G20490FL
G20490FL	SID491882192
G20497JV	GlyTouCan:G20497JV
G20497JV	SID491882116
G20499XV	GlyTouCan:G20499XV
G20499XV	SID500109066
G20500JP	GlyTouCan:G20500JP
G20500JP	SID491844707
G20501VW	GlyTouCan:G20501VW
G20501VW	SID491937765
G20507PM	GlyTouCan:G20507PM
G20507PM	SID491882173
G20508CO	GlyTouCan:G20508CO
G20508CO	SID491844726
G20508DJ	CID71297276
G20508DJ	GlyTouCan:G20508DJ
G20508DJ	SID252280578
G20510AM	GlyTouCan:G20510AM
G20510AM	SID491937766
G20510FU	GlyTouCan:G20510FU
G20510FU	SID491844708
G20510FY	GlyTouCan:G20510FY
G20510FY	SID491882194
G20515LB	GlyTouCan:G20515LB
G20515LB	SID500109070
G20516BM	GlyTouCan:G20516BM
G20516BM	SID491882182
G20521VB	GlyTouCan:G20521VB
G20521VB	SID491844710
G20522WI	GlyTouCan:G20522WI
G20522WI	SID491844698
G20523DI	GlyTouCan:G20523DI
G20523DI	SID500109072
G20523OQ	GlyTouCan:G20523OQ
G20523OQ	SID491882117
G20527RK	GlyTouCan:G20527RK
G20527RK	SID491882169
G20528HD	GlyTouCan:G20528HD
G20528HD	SID491882168
G20528MB	GlyTouCan:G20528MB
G20528MB	SID500109074
G20530RF	GlyTouCan:G20530RF
G20530RF	SID491882172
G20532UQ	GlyTouCan:G20532UQ
G20532UQ	SID491937768
G20538OA	GlyTouCan:G20538OA
G20538OA	SID491844688
G20538OL	GlyTouCan:G20538OL
G20538OL	SID491882134
G20539AG	CID176511942
G20539AG	GlyTouCan:G20539AG
G20539AG	SID518302358
G20539IW	GlyTouCan:G20539IW
G20539IW	SID500109078
G20540PL	GlyTouCan:G20540PL
G20540PL	SID491844727
G20540TR	GlyTouCan:G20540TR
G20540TR	SID491844713
G20542OL	GlyTouCan:G20542OL
G20542OL	SID491937769
G20544CY	GlyTouCan:G20544CY
G20544CY	SID491882119
G20544UR	GlyTouCan:G20544UR
G20544UR	SID491882120
G20546CO	GlyTouCan:G20546CO
G20546CO	SID500109081
G20546OR	CID91854349
G20546OR	GlyTouCan:G20546OR
G20546OR	SID252286947
G20547AH	GlyTouCan:G20547AH
G20547AH	SID491882138
G20548GT	GlyTouCan:G20548GT
G20548GT	SID491882139
G20549ZT	GlyTouCan:G20549ZT
G20549ZT	SID491844689
G20551LK	CID156615005
G20551LK	GlyTouCan:G20551LK
G20551LK	SID445510876
G20552DX	GlyTouCan:G20552DX
G20552DX	SID491844699
G20557GR	GlyTouCan:G20557GR
G20557GR	SID491844715
G20557NB	GlyTouCan:G20557NB
G20557NB	SID500109084
G20557QM	GlyTouCan:G20557QM
G20557QM	SID491844716
G20559JU	GlyTouCan:G20559JU
G20559JU	SID500109085
G20559QI	GlyTouCan:G20559QI
G20559QI	SID518304094
G20561FE	CID91856284
G20561FE	GlyTouCan:G20561FE
G20561FE	SID482385285
G20564XL	GlyTouCan:G20564XL
G20564XL	SID491882122
G20565EE	CID146016466
G20565EE	GlyTouCan:G20565EE
G20565EE	SID405039109
G20566RH	GlyTouCan:G20566RH
G20566RH	SID500109087
G20566UO	CID91854951
G20566UO	GlyTouCan:G20566UO
G20566UO	SID252287675
G20567HS	GlyTouCan:G20567HS
G20567HS	SID491882164
G20568DZ	CID168360518
G20568DZ	GlyTouCan:G20568DZ
G20568DZ	SID482385289
G20570WV	GlyTouCan:G20570WV
G20570WV	SID491937719
G20574UF	GlyTouCan:G20574UF
G20574UF	SID491882126
G20574XF	GlyTouCan:G20574XF
G20574XF	SID491937777
G20575PK	GlyTouCan:G20575PK
G20575PK	SID491882127
G20576NE	GlyTouCan:G20576NE
G20576NE	SID491844693
G20577LS	GlyTouCan:G20577LS
G20577LS	SID491882179
G20578GS	CID91856943
G20578GS	GlyTouCan:G20578GS
G20578GS	SID252290050
G20578UY	GlyTouCan:G20578UY
G20578UY	SID491937778
G20579QQ	GlyTouCan:G20579QQ
G20579QQ	SID491882149
G20582KJ	GlyTouCan:G20582KJ
G20582KJ	SID491844691
G20590BM	GlyTouCan:G20590BM
G20590BM	SID518304095
G20591YX	GlyTouCan:G20591YX
G20591YX	SID491882141
G20593DD	GlyTouCan:G20593DD
G20593DD	SID491882183
G20595AV	GlyTouCan:G20595AV
G20595AV	SID491882163
G20598MJ	CID91847354
G20598MJ	GlyTouCan:G20598MJ
G20598MJ	SID252278616
G20606AK	GlyTouCan:G20606AK
G20606AK	SID491882170
G20609RB	GlyTouCan:G20609RB
G20609RB	SID491882248
G20614HF	GlyTouCan:G20614HF
G20614HF	SID491882252
G20619BD	GlyTouCan:G20619BD
G20619BD	SID491937713
G20621ZX	CID91848558
G20621ZX	GlyTouCan:G20621ZX
G20621ZX	SID252280073
G20622NR	GlyTouCan:G20622NR
G20622NR	SID500109095
G20624LQ	CID44263861
G20624LQ	GlyTouCan:G20624LQ
G20624LQ	SID252296646
G20626ZV	GlyTouCan:G20626ZV
G20626ZV	SID491882227
G20629JD	GlyTouCan:G20629JD
G20629JD	SID491844766
G20631AT	GlyTouCan:G20631AT
G20631AT	SID491882266
G20631NH	CID156618126
G20631NH	GlyTouCan:G20631NH
G20631NH	SID445515576
G20632RN	GlyTouCan:G20632RN
G20632RN	SID491937714
G20634AM	GlyTouCan:G20634AM
G20634AM	SID491882265
G20636FS	CID91845917
G20636FS	GlyTouCan:G20636FS
G20636FS	SID252276895
G20639RN	GlyTouCan:G20639RN
G20639RN	SID491882236
G20639SU	GlyTouCan:G20639SU
G20639SU	SID491937787
G20640NX	CID156618669
G20640NX	GlyTouCan:G20640NX
G20640NX	SID445516179
G20640TY	GlyTouCan:G20640TY
G20640TY	SID491844753
G20642SL	CID91861563
G20642SL	GlyTouCan:G20642SL
G20642SL	SID252295587
G20643DZ	GlyTouCan:G20643DZ
G20643DZ	SID491937788
G20650NV	GlyTouCan:G20650NV
G20650NV	SID491937790
G20652MD	GlyTouCan:G20652MD
G20652MD	SID491937792
G20652QD	GlyTouCan:G20652QD
G20652QD	SID491882213
G20658IM	GlyTouCan:G20658IM
G20658IM	SID491844768
G20659ZK	CID91861950
G20659ZK	GlyTouCan:G20659ZK
G20659ZK	SID252296044
G20661LZ	GlyTouCan:G20661LZ
G20661LZ	SID491937796
G20662UG	CID91847411
G20662UG	GlyTouCan:G20662UG
G20662UG	SID252278690
G20663AI	GlyTouCan:G20663AI
G20663AI	SID491844754
G20671VB	CID134160304
G20671VB	GlyTouCan:G20671VB
G20671VB	SID482385325
G20672LV	GlyTouCan:G20672LV
G20672LV	SID491882260
G20672RS	GlyTouCan:G20672RS
G20672RS	SID491844769
G20683WQ	CID168360543
G20683WQ	GlyTouCan:G20683WQ
G20683WQ	SID482385332
G20685TT	GlyTouCan:G20685TT
G20685TT	SID491882261
G20686IQ	GlyTouCan:G20686IQ
G20686IQ	SID500109108
G20692KB	CID176511943
G20692KB	GlyTouCan:G20692KB
G20692KB	SID518302359
G20692QU	GlyTouCan:G20692QU
G20692QU	SID491844745
G20694MD	GlyTouCan:G20694MD
G20694MD	SID500109113
G20694YW	GlyTouCan:G20694YW
G20694YW	SID491928376
G20695MC	GlyTouCan:G20695MC
G20695MC	SID500109114
G20697MN	GlyTouCan:G20697MN
G20697MN	SID491882228
G20697RD	GlyTouCan:G20697RD
G20697RD	SID491844746
G20698EO	GlyTouCan:G20698EO
G20698EO	SID491882235
G20698WZ	GlyTouCan:G20698WZ
G20698WZ	SID491882267
G20701HG	GlyTouCan:G20701HG
G20701HG	SID500109115
G20704OX	CID91857713
G20704OX	GlyTouCan:G20704OX
G20704OX	SID252290974
G20706XG	GlyTouCan:G20706XG
G20706XG	SID491882250
G20709RI	GlyTouCan:G20709RI
G20709RI	SID491882222
G20710KU	GlyTouCan:G20710KU
G20710KU	SID491882243
G20710WH	GlyTouCan:G20710WH
G20710WH	SID491882241
G20711NK	CID91848412
G20711NK	GlyTouCan:G20711NK
G20711NK	SID252279900
G20713UI	CID146017361
G20713UI	GlyTouCan:G20713UI
G20713UI	SID405040091
G20718YD	GlyTouCan:G20718YD
G20718YD	SID491882264
G20719GV	GlyTouCan:G20719GV
G20719GV	SID491937896
G20719UR	GlyTouCan:G20719UR
G20719UR	SID491882224
G20720CG	CID156614755
G20720CG	GlyTouCan:G20720CG
G20720CG	SID445510620
G20722AM	GlyTouCan:G20722AM
G20722AM	SID491882225
G20722JJ	GlyTouCan:G20722JJ
G20722JJ	SID491937897
G20724DU	GlyTouCan:G20724DU
G20724DU	SID491844747
G20726HS	GlyTouCan:G20726HS
G20726HS	SID500109120
G20726KY	GlyTouCan:G20726KY
G20726KY	SID491882276
G20729IA	GlyTouCan:G20729IA
G20729IA	SID491844788
G20731UX	GlyTouCan:G20731UX
G20731UX	SID491882278
G20732FY	GlyTouCan:G20732FY
G20732FY	SID491882348
G20735IM	GlyTouCan:G20735IM
G20735IM	SID491882302
G20736WW	CID101258507
G20736WW	GlyTouCan:G20736WW
G20736WW	SID482385355
G20737NH	GlyTouCan:G20737NH
G20737NH	SID491937901
G20739VI	GlyTouCan:G20739VI
G20739VI	SID491937872
G20744ED	GlyTouCan:G20744ED
G20744ED	SID491937904
G20744OH	GlyTouCan:G20744OH
G20744OH	SID491844749
G20744UW	CID70678947
G20744UW	GlyTouCan:G20744UW
G20744UW	SID252295117
G20745AF	CID146016359
G20745AF	GlyTouCan:G20745AF
G20745AF	SID405039002
G20745XU	GlyTouCan:G20745XU
G20745XU	SID500109126
G20746DT	GlyTouCan:G20746DT
G20746DT	SID491882280
G20747JX	CID91848864
G20747JX	GlyTouCan:G20747JX
G20747JX	SID252280435
G20747KA	GlyTouCan:G20747KA
G20747KA	SID491882303
G20749KW	CID146017757
G20749KW	GlyTouCan:G20749KW
G20749KW	SID405040496
G20751GZ	GlyTouCan:G20751GZ
G20751GZ	SID491882304
G20751TV	GlyTouCan:G20751TV
G20751TV	SID491882283
G20752RM	CID156617427
