NCBI TaxID	Scientific Name	Common Name	Rank	Aggr	GlyTouCan	GlyCosmos	GlyConnect	GlyGen	Total
9443	Primates		order	as annotated	0	6	0	6	6
9479	Platyrrhini	monkeys	parvorder	as annotated	0	8	0	8	8
9534	Chlorocebus aethiops	savanah monkey	species	as annotated	0	19	0	19	19
9540	Macaca arctoides	bear macaque	species	as annotated	0	1	0	1	1
9541	Macaca fascicularis	long-tailed macaque	species	as annotated	0	6	0	6	6
9542	Macaca fuscata	Japanese monkeys	species	as annotated	0	9	1	9	10
9543	Macaca fuscata fuscata		subspecies	as annotated	0	1	0	1	1
9544	Macaca mulatta	rhesus monkeys	species	as annotated	2	18	1	18	19
9548	Macaca radiata		species	as annotated	0	32	29	22	61
9557	Papio hamadryas	western baboon	species	as annotated	0	5	0	5	5
9593	Gorilla gorilla	gorilla	species	as annotated	0	0	5	0	5
9597	Pan paniscus	bonobo	species	as annotated	0	0	9	0	9
9598	Pan troglodytes		species	as annotated	1	1	8	1	9
9600	Pongo pygmaeus	Orangutan	species	as annotated	0	0	8	0	8
9601	Pongo abelii	Orangutan	species	as annotated	1	1	0	1	1
9605	Homo	humans	genus	as annotated	0	0	0	12	12
9606	Homo sapiens		species	as annotated	60	3643	2017	8137	8137
9615	Canis lupus familiaris	dogs	subspecies	as annotated	4	57	43	52	97
9643	Ursus americanus		species	as annotated	0	0	9	0	9
9644	Ursus arctos	grizzly bear	species	as annotated	0	0	13	0	13
9666	Mustela lutreola	mink	species	as annotated	0	6	0	6	6
9685	Felis catus	cats	species	as annotated	1	61	39	59	100
9702	Otariidae		family	as annotated	0	1	0	1	1
9721	Cetacea	whales, dolphins & porpoises	infraorder	as annotated	0	11	0	8	11
9727	Delphinus		genus	as annotated	0	2	0	2	2
9728	Delphinus delphis	short-beaked saddleback dolphin	species	as annotated	0	3	0	3	3
9733	Orcinus orca	Orca	species	as annotated	0	3	0	3	3
9737	Stenella coeruleoalba		species	as annotated	0	4	0	4	4
9739	Tursiops truncatus	bottle-nosed dolphin	species	as annotated	0	4	4	4	8
9744	Phocoenoides dalli		species	as annotated	0	3	0	3	3
9755	Physeter macrocephalus		species	as annotated	0	3	0	3	3
9767	Balaenoptera acutorostrata	lesser rorqual	species	as annotated	0	3	0	3	3
9769	Balaenoptera edeni		species	as annotated	0	4	0	4	4
9770	Balaenoptera physalus	finback whale	species	as annotated	0	1	0	0	1
9778	Trichechus manatus		species	as annotated	0	0	3	0	3
9789	Equus		genus	as annotated	0	6	0	4	6
9796	Equus caballus	equine	species	as annotated	2	112	51	97	160
9805	Diceros bicornis		species	as annotated	0	0	6	0	6
9821	Suidae	boars	family	as annotated	0	24	0	4	24
9823	Sus scrofa	wild boar	species	as annotated	0	764	259	1352	1352
9825	Sus scrofa domesticus		subspecies	as annotated	4	4	0	4	4
9863	Cervus nippon		species	as annotated	0	5	0	5	5
9894	Giraffa camelopardalis		species	as annotated	0	0	6	0	6
9913	Bos taurus	ox	species	as annotated	8	1011	446	1785	1785
9925	Capra hircus	goats	species	as annotated	0	35	14	29	49
9940	Ovis aries	wild sheep	species	as annotated	1	147	114	140	261
9986	Oryctolagus cuniculus	rabbits	species	as annotated	4	166	44	155	207
10026	Cricetinae		subfamily	as annotated	0	79	0	71	79
10029	Cricetulus griseus	Chinese hamsters	species	as annotated	2	403	14	572	572
10034	Cricetus cricetus	common hamster	species	as annotated	0	0	2	0	2
10036	Mesocricetus auratus	Syrian hamster	species	as annotated	1	71	32	69	103
10044	Phodopus sungorus	striped hairy-footed hamster	species	as annotated	0	7	0	7	7
10046	Meriones		genus	as annotated	0	9	0	8	9
10047	Meriones unguiculatus	Mongolian jird	species	as annotated	0	7	0	7	7
10090	Mus musculus	mouse	species	as annotated	18	743	417	1996	1996
10095	Mus sp.	mice	species	as annotated	0	1	0	1	1
10114	Rattus	rats	genus	as annotated	0	587	0	587	587
10116	Rattus norvegicus	rats	species	as annotated	14	137	343	793	793
10141	Cavia porcellus	guinea pig	species	as annotated	2	94	6	94	98
10150	Chinchillidae	chinchillas and viscachas	family	as annotated	0	4	0	4	4
10151	Chinchilla		genus	as annotated	0	3	0	3	3
10239	Viruses		superkingdom	as annotated	0	3	0	3	3
10314	Human herpesvirus 2 strain G			as annotated	0	0	3	0	3
10359	Human betaherpesvirus 5			as annotated	0	1	1	1	2
10360	Human herpesvirus 5 strain AD169			as annotated	0	0	1	0	1
10363	Human herpesvirus 5 strain Towne			as annotated	0	0	1	0	1
10407	Hepatitis B virus		species	as annotated	0	4	0	4	4
10469	unidentified baculovirus		species	as annotated	0	1	0	1	1
10515	Human adenovirus 2			as annotated	0	4	1	4	5
10535	unidentified adenovirus		species	as annotated	0	4	0	4	4
10912	Rotavirus		genus	as annotated	0	1	0	1	1
11033	Semliki Forest virus		species	as annotated	0	7	4	7	11
11034	Sindbis virus		species	as annotated	0	2	0	2	2
11142	Murine hepatitis virus strain A59			as annotated	0	1	2	1	3
11276	Vesicular stomatitis virus		species	as annotated	0	38	0	35	38
11292	Lyssavirus rabies		species	as annotated	0	1	0	1	1
11309	unidentified influenza virus		species	as annotated	0	91	0	85	91
11313	Fowl plague virus		species	as annotated	0	11	0	11	11
11320	Influenza A virus			as annotated	0	11	0	11	11
11676	Human immunodeficiency virus 1		species	as annotated	0	20	40	19	60
11684	Human immunodeficiency virus type 1 (BH8 ISOLATE)			as annotated	0	0	1	0	1
11709	Human immunodeficiency virus 2		species	as annotated	0	2	0	2	2
11783	Friend mink cell focus-forming virus			as annotated	0	8	11	8	19
11795	Friend murine leukemia virus			as annotated	0	61	52	50	111
11820	Friend spleen focus-forming virus			as annotated	0	12	21	12	33
12211	Plum pox virus			as annotated	0	0	1	0	1
12721	Human immunodeficiency virus		species	as annotated	1	39	7	38	46
12958	Axinella		genus	as annotated	0	2	0	2	2
12990	Carpinus betulus		species	as annotated	0	9	0	6	9
13055	Chamaenerion angustifolium	fireweed	species	as annotated	0	1	0	0	1
13306	Tulipa gesneriana		species	as annotated	0	1	0	0	1
13331	Akebia quinata	mu tong	species	as annotated	0	3	0	0	3
13339	Apocynum cannabinum		species	as annotated	0	9	0	0	9
13340	Aralia		genus	as annotated	0	3	0	0	3
13345	Ardisia crenata		species	as annotated	0	2	0	0	2
13347	Armadillidium vulgare		species	as annotated	0	0	3	0	3
13373	Burkholderia mallei		species	as annotated	3	4	0	0	4
13385	Calluna vulgaris		species	as annotated	0	4	0	0	4
13451	Corylus avellana	European hazelnut	species	as annotated	0	3	20	3	23
13492	Diospyros		genus	as annotated	0	1	0	0	1
13625	Paeonia		genus	as annotated	0	1	0	0	1
13632	Lucilia sericata	sheep blowfly	species	as annotated	0	13	0	1	13
13687	Sphingomonas		genus	as annotated	6	7	0	0	7
13689	Sphingomonas paucimobilis		species	as annotated	7	14	0	1	14
13731	Tragopogon porrifolius	oyster plant	species	as annotated	0	2	0	1	2
13894	Cocos nucifera		species	as annotated	0	4	11	4	15
14027	Trachycarpus fortunei		species	as annotated	0	2	0	0	2
15956	Phleum		genus	as annotated	0	1	0	0	1
16046	Chlorophytum		genus	as annotated	0	6	0	1	6
20340	Ceratonia siliqua	St. John's-bread	species	as annotated	0	4	0	0	4
20400	Astragalus		genus	as annotated	0	1	0	0	1
20416	Astragalus lentiginosus		species	as annotated	0	2	0	2	2
20484	Caragana arborescens	Siberian peashrub	species	as annotated	0	3	0	0	3
21013	Mimosa		genus	as annotated	0	8	0	0	8
21496	Gentiana		genus	as annotated	0	1	0	0	1
21880	Salvia		genus	as annotated	0	1	0	0	1
23109	Hydrangea		genus	as annotated	0	3	0	0	3
23131	Pittosporum undulatum		species	as annotated	0	3	0	0	3
23211	Pyrus communis		species	as annotated	0	2	18	1	20
23222	Sorbus		genus	as annotated	0	1	0	1	1
24735	Ulmus		genus	as annotated	0	7	0	1	7
24962	Castanospermum australe	Moreton Bay chestnut	species	as annotated	0	3	0	0	3
27313	Dipodascopsis uninucleata		species	as annotated	0	1	0	0	1
27334	Penicillium expansum		species	as annotated	0	2	0	1	2
27337	Verticillium dahliae		species	as annotated	0	1	0	0	1
27406	Cherax quadricarinatus	Australian red claw crayfish	species	as annotated	0	0	6	0	6
27804	Cyanea capillata	lion's mane	species	as annotated	0	3	0	2	3
27835	Nippostrongylus brasiliensis		species	as annotated	1	1	0	1	1
28004	Blastocrithidia		genus	as annotated	0	8	0	8	8
28005	Strigomonas culicis		species	as annotated	0	11	0	11	11
28020	Furcellaria lumbricalis		species	as annotated	0	1	0	0	1
28037	Streptococcus mitis		species	as annotated	0	11	0	0	11
28068	Rubrivivax gelatinosus		species	as annotated	0	2	0	0	2
28090	Acinetobacter lwoffii		species	as annotated	0	5	0	0	5
28094	Trinickia caryophylli		species	as annotated	4	4	0	0	4
28095	Burkholderia gladioli		species	as annotated	0	1	0	0	1
28099	Agrobacterium rubi		species	as annotated	0	4	0	0	4
28104	Mesorhizobium huakuii		species	as annotated	1	2	0	0	2
28105	Sinorhizobium		genus	as annotated	0	2	0	0	2
28108	Alteromonas macleodii		species	as annotated	0	2	0	0	2
28109	Pseudoalteromonas nigrifaciens		species	as annotated	0	5	0	0	5
28116	Bacteroides ovatus		species	as annotated	0	1	0	1	1
28133	Prevotella nigrescens		species	as annotated	0	1	0	0	1
28141	Cronobacter sakazakii		species	as annotated	0	12	0	0	12
28150	Salmonella enterica subsp. enterica serovar Senftenberg			as annotated	0	3	0	0	3
28152	Yersinia kristensenii		species	as annotated	0	6	0	0	6
28174	Vibrio ordalii		species	as annotated	1	9	0	0	9
28212	Sphingomonas adhaesiva		species	as annotated	1	1	0	0	1
28254	Marinomonas communis		species	as annotated	1	1	0	0	1
28258	Cobetia marina		species	as annotated	0	1	0	0	1
28285	Human adenovirus 5		serotype	as annotated	0	0	1	0	1
28448	Komagataeibacter xylinus		species	as annotated	0	11	0	0	11
28449	Neisseria subflava		species	as annotated	0	3	0	0	3
28450	Burkholderia pseudomallei		species	as annotated	10	15	0	0	15
28503	Sambucus ebulus		species	as annotated	0	1	0	0	1
28504	Putranjiva roxburghii		species	as annotated	0	3	0	0	3
28901	Salmonella enterica		species	as annotated	11	93	0	4	93
28909	Cynodon dactylon		species	as annotated	0	8	5	7	13
29073	Ursus maritimus	white bear	species	as annotated	0	0	13	0	13
29284	Halorubrum trapanicum		species	as annotated	0	2	0	0	2
29311	Mycobacterium haemophilum		species	as annotated	1	1	0	0	1
29430	Acinetobacter haemolyticus		species	as annotated	5	18	0	0	18
29438	Pseudomonas savastanoi		species	as annotated	0	1	0	0	1
29442	Pseudomonas tolaasii		species	as annotated	1	6	0	0	6
29448	Bradyrhizobium elkanii		species	as annotated	3	9	0	1	9
29449	Rhizobium etli		species	as annotated	9	31	0	0	31
29459	Brucella melitensis		species	as annotated	9	10	0	1	10
29471	Pectobacterium atrosepticum		species	as annotated	0	5	0	0	5
29473	Salmonella enterica subsp. enterica serovar Adelaide			as annotated	0	2	0	0	2
29477	Salmonella enterica subsp. enterica serovar Essen			as annotated	6	6	0	0	6
29483	Yersinia aldovae		species	as annotated	0	1	0	0	1
29485	Yersinia rohdei		species	as annotated	1	1	0	0	1
29486	Yersinia ruckeri		species	as annotated	0	4	0	0	4
29489	Aeromonas enteropelogenes		species	as annotated	0	2	0	0	2
29491	Aeromonas salmonicida subsp. salmonicida		subspecies	as annotated	0	1	0	0	1
29524	Porphyromonas circumdentaria		species	as annotated	0	1	0	0	1
29552	Haploplasma axanthum		species	as annotated	0	4	0	3	4
29657	Rhapis humilis		species	as annotated	0	3	0	0	3
29667	Bromus tectorum	June grass	species	as annotated	0	5	0	0	5
29746	Aralia cordata		species	as annotated	0	2	0	1	2
29780	Mangifera indica		species	as annotated	0	2	0	0	2
29829	Lipomyces starkeyi		species	as annotated	0	1	0	0	1
29908	Sporothrix schenckii		species	as annotated	0	10	4	1	14
29923	Amylomyces rouxii		species	as annotated	0	6	0	6	6
30212	Vespula germanica		species	as annotated	0	1	0	1	1
30338	Bufotes viridis	Palearctic green toad	species	as annotated	0	14	15	8	29
30475	Rajidae		family	as annotated	0	1	0	1	1
30511	Squalidae		family	as annotated	0	2	0	2	2
30732	Oryzias melastigma	marine medaka	species	as annotated	0	5	0	4	5
30942	Pleuronectoidei		suborder	as annotated	0	2	0	0	2
31159	Daboia russelii russelii		subspecies	as annotated	0	2	0	2	2
31406	Gelidium sesquipedale		species	as annotated	0	1	0	0	1
31461	Polyides rotunda		species	as annotated	0	1	0	0	1
31959	Amycolatopsis lurida		species	as annotated	1	1	0	0	1
31964	Clavibacter sepedonicus		species	as annotated	0	1	0	0	1
32008	Burkholderia		genus	as annotated	0	21	0	0	21
32009	Burkholderia gladioli pv. gladioli			as annotated	0	2	0	0	2
32010	Burkholderia gladioli pv. alliicola			as annotated	1	1	0	0	1
32035	Pseudomonas fluorescens bv. A			as annotated	2	2	0	0	2
32101	Pteridium aquilinum	bracken fern	species	as annotated	0	1	0	1	1
32224	Eriobotrya japonica	loquat	species	as annotated	0	4	0	0	4
32244	Quillaja saponaria		species	as annotated	0	4	0	0	4
32247	Rubus idaeus	red raspberry	species	as annotated	0	1	0	1	1
32630	synthetic construct		species	as annotated	0	14	0	13	14
32644	unidentified		species	as annotated	0	142	0	139	142
33014	Clavibacter michiganensis subsp. insidiosus		subspecies	as annotated	0	2	0	0	2
33060	Yersinia mollaretii		species	as annotated	1	1	0	0	1
33136	Epilobium dodonaei		species	as annotated	0	1	0	0	1
33208	Metazoa	multicellular animals	kingdom	as annotated	0	2	0	2	2
33727	Marburg virus - Musoke, Kenya, 1980			as annotated	0	0	12	0	12
33882	Microbacterium		genus	as annotated	0	3	0	0	3
33883	Microbacterium arborescens		species	as annotated	0	1	0	0	1
33884	Microbacterium imperiale		species	as annotated	0	1	0	0	1
33885	Microbacterium lacticum		species	as annotated	0	1	0	0	1
33889	Brevibacterium casei		species	as annotated	1	1	0	0	1
33892	Mycobacterium tuberculosis variant bovis BCG			as annotated	35	35	0	1	35
33959	Lactobacillus johnsonii		species	as annotated	0	1	0	0	1
33965	Leuconostoc mesenteroides subsp. cremoris		subspecies	as annotated	0	1	0	0	1
34029	Leptothrix cholodnii		species	as annotated	1	1	0	0	1
34037	Rahnella		genus	as annotated	1	1	0	0	1
34038	Rahnella aquatilis		species	as annotated	0	6	0	0	6
34053	Yersinia enterocolitica (type O:5)		serotype	as annotated	1	1	0	0	1
34065	Pseudomonas amygdali pv. mori			as annotated	1	1	0	0	1
34103	Sphaerotilus natans		species	as annotated	1	4	0	0	4
34176	Lolium temulentum		species	as annotated	0	3	0	0	3
34357	Lipomyces kononenkoae		species	as annotated	0	1	0	0	1
34474	Fomitopsis		genus	as annotated	0	3	0	0	3
34676	Protophormia terraenovae	blue-bottle fly	species	as annotated	0	2	3	2	4
35076	Patiria		genus	as annotated	0	1	0	0	1
35122	Macrocystis pyrifera		species	as annotated	2	3	0	0	3
35554	Geobacter sulfurreducens		species	as annotated	0	2	0	0	2
35743	Halorubrum sodomense		species	as annotated	0	1	0	0	1
35745	Haloferax denitrificans		species	as annotated	0	3	0	0	3
35746	Haloferax gibbonsii		species	as annotated	0	1	0	0	1
35752	Actinoplanes philippinensis		species	as annotated	0	1	0	0	1
35809	Xanthobacter sp.		species	as annotated	0	3	0	0	3
35825	Pseudobacteroides cellulosolvens		species	as annotated	0	19	6	10	21
35875	Allium fistulosum	Japanese bunching onion	species	as annotated	0	1	0	0	1
35883	Ipomoea nil	qian niu	species	as annotated	0	3	0	0	3
35938	Robinia pseudoacacia	black locust	species	as annotated	0	1	0	1	1
36025	Nakazawaea holstii		species	as annotated	0	5	0	4	5
36080	Mucor circinelloides		species	as annotated	0	2	0	0	2
36200	Dissostichus mawsoni		species	as annotated	0	1	0	1	1
36324	Psolus fabricii		species	as annotated	0	1	0	0	1
36326	Cucumaria frondosa		species	as annotated	0	2	0	0	2
36659	Volvariella volvacea	paddy straw mushroom	species	as annotated	0	5	0	5	5
36746	Pseudomonas cichorii		species	as annotated	3	3	0	0	3
36809	Mycobacteroides abscessus		species	as annotated	0	5	0	0	5
36816	Streptomyces caelestis		species	as annotated	1	1	0	0	1
36909	Citeromyces matritensis		species	as annotated	0	5	0	5	5
37326	Nocardia brasiliensis		species	as annotated	0	2	0	0	2
37762	Escherichia coli B		strain	as annotated	3	3	0	0	3
37769	Cryptococcus gattii		species	as annotated	0	1	0	0	1
37931	Paenarthrobacter ureafaciens		species	as annotated	3	3	0	2	3
38241	Globicephala macrorhynchus		species	as annotated	0	3	0	3	3
38313	Shewanella algae		species	as annotated	0	2	0	0	2
38323	Bartonella henselae		species	as annotated	0	2	0	0	2
38577	Rhinella arenarum		species	as annotated	0	10	10	9	20
38592	Atrichum undulatum		species	as annotated	0	1	0	0	1
38705	Phyllostachys edulis	mosochiku	species	as annotated	0	3	0	1	3
38787	Betula pubescens		species	as annotated	0	4	0	4	4
39152	Methanococcus maripaludis		species	as annotated	0	3	0	1	3
39289	Collinsonia canadensis	stoneroot	species	as annotated	0	1	0	0	1
39298	Echinocardium cordatum		species	as annotated	0	2	0	0	2
39367	Salvia rosmarinus		species	as annotated	0	3	0	0	3
39388	Verbascum thapsus	velvet plant	species	as annotated	0	2	0	0	2
39509	Agave		genus	as annotated	0	10	0	1	10
39510	Agave americana	century plant	species	as annotated	0	1	0	1	1
39519	Beaucarnea recurvata	pony-tail	species	as annotated	0	3	0	0	3
39526	Aspidistra elatior	iron plant	species	as annotated	0	1	0	0	1
39529	Liriope muscari		species	as annotated	0	9	0	0	9
39682	Trimeresurus stejnegeri	Chinese green tree viper	species	as annotated	0	0	5	0	5
39693	Mycolicibacterium porcinum		species	as annotated	7	10	0	0	10
39966	Hypsizygus marmoreus		species	as annotated	0	1	0	1	1
40031	Rhizophora mangle		species	as annotated	0	2	0	0	2
40215	Acinetobacter junii		species	as annotated	0	1	0	0	1
40216	Acinetobacter radioresistens		species	as annotated	0	4	0	0	4
40324	Stenotrophomonas maltophilia		species	as annotated	0	19	0	0	19
40559	Botrytis cinerea		species	as annotated	0	2	0	0	2
40674	Mammalia		class	as annotated	0	20	0	20	20
40685	Salix		genus	as annotated	0	3	0	0	3
40691	Trematomus lepidorhinus		species	as annotated	0	7	0	7	7
41261	Glis glis		species	as annotated	0	1	0	1	1
41276	Brevundimonas vesicularis		species	as annotated	0	2	0	0	2
41398	Nyctanthes arbor-tristis	tree of sadness	species	as annotated	0	2	0	1	2
41434	Shigella flexneri 1b		serotype	as annotated	2	2	0	0	2
41492	Bellis perennis	English daisy	species	as annotated	0	1	0	0	1
41496	Calendula officinalis	pot marigold	species	as annotated	0	6	0	2	6
41522	Centaurea cyanus	blue bottle	species	as annotated	0	1	0	0	1
41568	Chrysanthemum x morifolium	mum	species	as annotated	0	3	0	0	3
41780	Decaisnea fargesii		species	as annotated	0	2	0	0	2
41899	Burkholderia plantarii		species	as annotated	1	4	0	0	4
41947	Santalales		order	as annotated	0	1	0	1	1
41956	Amanita muscaria	fly agaric	species	as annotated	0	1	0	0	1
41985	Agromyces fucosus		species	as annotated	0	1	0	0	1
42233	Spirilliplanes yamanashiensis		species	as annotated	0	4	0	0	4
42806	Anas sp.		species	as annotated	0	16	0	16	16
42895	Enterobacter sp.		species	as annotated	1	2	0	0	2
42897	Shigella flexneri 2a		serotype	as annotated	9	22	0	0	22
43114	Ambystoma maculatum		species	as annotated	0	19	11	4	30
43148	Hirundinidae		family	as annotated	0	14	0	14	14
43166	Citrus x aurantium	sour orange	species	as annotated	0	1	0	0	1
43174	Pedicularis		genus	as annotated	0	2	0	0	2
43304	Mycolicibacterium peregrinum		species	as annotated	4	7	0	0	7
43357	Kutzneria albida		species	as annotated	0	1	0	0	1
43363	Aesculus	buckeyes	genus	as annotated	0	1	0	0	1
43364	Aesculus hippocastanum	European horse chestnut	species	as annotated	0	8	0	6	8
43658	Pseudoalteromonas rubra		species	as annotated	0	2	0	0	2
43659	Pseudoalteromonas tetraodonis		species	as annotated	2	2	0	1	2
43767	Prescottella equi		species	as annotated	8	32	0	4	32
43768	Corynebacterium matruchotii		species	as annotated	0	1	0	0	1
43861	Spondias dulcis	yellow plum	species	as annotated	0	7	0	0	7
43992	Bradyrhizobium liaoningense		species	as annotated	2	2	0	1	2
44032	Streptomyces macrosporus		species	as annotated	1	1	0	0	1
44250	Paenibacillus alvei		species	as annotated	0	2	0	0	2
44586	Panax notoginseng	tienchi	species	as annotated	0	8	0	4	8
44588	Panax quinquefolius		species	as annotated	0	3	0	1	3
44682	Panax stipuleanatus		species	as annotated	0	1	0	0	1
44685	Panax japonicus	tochiba-ninjin	species	as annotated	0	9	0	2	9
44689	Dictyostelium discoideum		species	as annotated	0	8	5	15	15
44930	Natronobacterium gregoryi		species	as annotated	0	2	0	0	2
44947	Pontederia crassipes		species	as annotated	0	6	0	2	6
45209	Aralia spinifolia		species	as annotated	0	3	0	0	3
45319	Thevetia		genus	as annotated	0	1	0	0	1
45325	Bombax ceiba	red silk-cotton tree	species	as annotated	0	3	0	1	3
45371	Polygonatum multiflorum		species	as annotated	0	1	0	0	1
45623	Pelophylax lessonae	edible frog	species	as annotated	0	1	0	1	1
45634	Streptococcus cristatus		species	as annotated	0	1	0	0	1
45683	Teramnus labialis	blue wiss	species	as annotated	0	1	0	0	1
45834	Solanum dulcamara	climbing nightshade	species	as annotated	0	2	0	2	2
45835	Solanum laciniatum		species	as annotated	0	1	0	0	1
45888	Vibrio cholerae O139		serogroup	as annotated	11	20	0	2	20
45984	Arianta		genus	as annotated	0	1	0	0	1
46015	Autographa californica nucleopolyhedrovirus			as annotated	0	0	3	0	3
46347	Glycyrrhiza	licorice	genus	as annotated	0	13	0	0	13
46366	Bupleurum		genus	as annotated	0	3	0	0	3
46367	Bupleurum falcatum		species	as annotated	0	6	0	1	6
46489	Collocalia		genus	as annotated	0	7	0	7	7
46490	Collocalia esculenta		species	as annotated	0	0	10	0	10
46529	Oreaster reticulatus		species	as annotated	0	8	0	0	8
46624	Sphingomonas sp. S88		species	as annotated	3	3	0	0	3
46664	Schizolobium parahyba	parica	species	as annotated	0	8	0	0	8
46959	Vancouveria hexandra		species	as annotated	0	11	0	0	11
46968	Thalictrum		genus	as annotated	0	3	0	0	3
47064	Phyllolobium chinense		species	as annotated	0	2	0	0	2
47065	Astragalus sinicus		species	as annotated	0	5	0	0	5
47083	Melilotus officinalis		species	as annotated	0	8	0	4	8
47605	Hibiscus	rosemallows	genus	as annotated	0	5	0	0	5
47877	Pseudomonas amygdali		species	as annotated	0	1	0	0	1
47990	Kutzneria viridogrisea		species	as annotated	0	4	0	0	4
48103	Bupleurum fruticosum		species	as annotated	0	1	0	0	1
48664	Xanthomonas fragariae		species	as annotated	0	4	0	0	4
49185	Kineosporia aurantiaca		species	as annotated	0	1	0	0	1
49266	Fucus vesiculosus		species	as annotated	0	4	0	0	4
49450	Digitalis lanata	wooly foxglove	species	as annotated	0	7	0	0	7
49577	Hellenia speciosa	crepe-ginger	species	as annotated	0	4	0	0	4
49606	Lonicera		genus	as annotated	0	6	0	0	6
49647	Primula		genus	as annotated	0	1	0	0	1
49652	Scilla scilloides	Chinese squill	species	as annotated	0	4	0	0	4
49666	Paris polyphylla		species	as annotated	0	16	0	0	16
49669	Paris		genus	as annotated	0	4	0	0	4
49674	Trillium		genus	as annotated	0	2	0	1	2
49675	Trillium camschatcense		species	as annotated	0	4	0	0	4
49817	Erythrina crista-galli	cry-baby tree	species	as annotated	0	6	5	0	11
49827	Glycyrrhiza glabra		species	as annotated	0	6	0	0	6
49840	Sophora flavescens		species	as annotated	0	1	0	0	1
49843	Spartium junceum		species	as annotated	0	1	0	0	1
49994	Volkameria inermis		species	as annotated	0	1	0	0	1
50308	Polyscias fruticosa		species	as annotated	0	1	0	1	1
50557	Insecta	true insects	class	as annotated	0	4	0	3	4
50719	Vibrio diabolicus		species	as annotated	1	1	0	0	1
50940	Stereocaulon paschale		species	as annotated	0	1	0	0	1
51122	Mucor javanicus		species	as annotated	0	1	0	0	1
51240	Juglans regia	English walnut	species	as annotated	0	2	22	2	24
51331	Rana dalmatina		species	as annotated	0	30	5	14	35
51663	Pediococcus damnosus		species	as annotated	0	2	0	1	2
52473	Sanicula epipactis		species	as annotated	0	1	0	0	1
52518	Eustoma grandiflorum	prairie gentian	species	as annotated	0	2	0	0	2
52695	Paractinoplanes brasiliensis		species	as annotated	0	2	0	0	2
52823	Asclepias curassavica		species	as annotated	0	1	0	0	1
52853	Silene latifolia subsp. alba	white cockle	subspecies	as annotated	0	7	3	6	10
52862	Thevetia peruviana		species	as annotated	0	1	0	0	1
52881	Peltigera aphthosa		species	as annotated	0	1	0	0	1
53159	Lamium album	white dead-nettle	species	as annotated	0	1	0	0	1
53170	Scutellaria orientalis		species	as annotated	0	1	0	0	1
53173	Betonica officinalis	bishop's-wort	species	as annotated	0	1	0	1	1
53205	Ilex latifolia	tara-yo	species	as annotated	0	1	0	0	1
53211	Ilex rotunda	kurogane-mochi	species	as annotated	0	1	0	0	1
53232	Lupinus mutabilis		species	as annotated	0	4	0	0	4
53246	Pseudoalteromonas		genus	as annotated	0	1	0	0	1
53249	Pseudoalteromonas sp.		species	as annotated	0	10	0	0	10
53250	Alteromonas macleodii subsp. fijiensis		subspecies	as annotated	1	1	0	0	1
53440	Nocardiopsis listeri		species	as annotated	0	1	0	0	1
53441	Nocardiopsis lucentensis		species	as annotated	0	1	0	0	1
53468	Mesocestoides corti		species	as annotated	1	1	0	1	1
53655	Pichia fermentans		species	as annotated	0	1	0	0	1
53707	Pseudomonas amygdali pv. lachrymans			as annotated	1	1	0	0	1
53751	Echinacea purpurea		species	as annotated	0	4	0	0	4
53846	Caesalpinia pulcherrima	pride-of-Barbados	species	as annotated	0	0	1	0	1
53864	Derris		genus	as annotated	0	1	0	0	1
53883	Gymnocladus dioicus	nicker tree	species	as annotated	0	6	0	1	6
54229	Clerodendrum trichotomum		species	as annotated	0	0	1	0	1
54263	Ichthyosaura alpestris		species	as annotated	0	1	0	0	1
54388	Salmonella enterica subsp. enterica serovar Paratyphi A			as annotated	0	4	0	0	4
54446	Chamaerops humilis	European fan palm	species	as annotated	0	1	0	0	1
54711	Conioselinum officinale		species	as annotated	0	2	0	0	2
54807	Trachycarpus wagnerianus		species	as annotated	0	1	0	0	1
54874	Gleditsia triacanthos	sweet locust	species	as annotated	0	5	0	0	5
55057	Mamestra brassicae		species	as annotated	0	26	17	26	43
55185	Paris verticillata		species	as annotated	0	1	0	0	1
55211	Erwinia persicina		species	as annotated	0	1	0	0	1
55398	Pseudomonas syringae pv. ribicola			as annotated	0	5	0	0	5
55400	Salmonella enterica subsp. enterica serovar Borreze			as annotated	0	1	0	0	1
55429	Megathura crenulata		species	as annotated	0	2	15	2	17
55513	Pistacia vera	pistachio	species	as annotated	0	1	17	1	18
55601	Vibrio anguillarum		species	as annotated	3	11	0	0	11
55605	Angelica acutiloba	tang-kuei	species	as annotated	0	7	0	0	7
55960	Yucca filamentosa	spoon-leaf yucca	species	as annotated	0	2	0	1	2
56060	Butea monosperma	palas	species	as annotated	0	3	0	3	3
56450	Xanthomonas cassavae		species	as annotated	1	1	0	0	1
56765	uncultured marine bacterium		species	as annotated	1	1	0	0	1
56866	Luffa acutangula	singkwa towel gourd	species	as annotated	0	3	0	0	3
56937	Monoclea gottschei		species	as annotated	0	3	0	0	3
57577	Trifolium pratense	rotklee	species	as annotated	0	2	0	0	2
57706	Citrobacter braakii		species	as annotated	0	7	0	0	7
58027	Agathis australis		species	as annotated	0	1	0	0	1
58096	Salmonella enterica subsp. enterica serovar Bareilly			as annotated	0	1	0	0	1
58110	Actinomadura viridis		species	as annotated	0	9	0	0	9
58116	Glycomyces tenuis		species	as annotated	0	2	0	0	2
