accession	monosaccharide	count
G31531SU	Gal	3
G31531SU	GlcNAc	2
G31531SU	Hex	3
G31531SU	HexNAc	2
G31531SU	NeuAc	2
G31531SU	Sia	2
G31531YC	*	9
G31531YC	Fuc	2
G31531YC	Gal	1
G31531YC	GlcNAc	3
G31531YC	GlcNAc+aldi	1
G31531YC	Hex	4
G31531YC	HexNAc	3
G31531YC	HexNAc+aldi	1
G31531YC	Man	3
G31531YC	aldi	1
G31531YC	dHex	2
G31532GK	*	16
G31532GK	Fuc	1
G31532GK	Gal	3
G31532GK	GalNAc	2
G31532GK	GlcNAc	5
G31532GK	Hex	6
G31532GK	HexNAc	7
G31532GK	Man	3
G31532GK	NeuAc	2
G31532GK	S	1
G31532GK	Sia	2
G31532GK	dHex	1
G31539UL	*	7
G31539UL	Fuc	1
G31539UL	Gal	3
G31539UL	GlcNAc	3
G31539UL	Hex	3
G31539UL	HexNAc	3
G31539UL	dHex	1
G31540AF	*	17
G31540AF	Fuc	1
G31540AF	Gal	4
G31540AF	GlcNAc	6
G31540AF	Hex	7
G31540AF	HexNAc	6
G31540AF	Man	3
G31540AF	NeuAc	3
G31540AF	Sia	3
G31540AF	dHex	1
G31540HC	*	11
G31540HC	Fuc	2
G31540HC	Gal	4
G31540HC	GalNAc	1
G31540HC	GlcNAc	3
G31540HC	Hex	4
G31540HC	HexNAc	4
G31540HC	NeuAc	1
G31540HC	Sia	1
G31540HC	dHex	2
G31544HA	*	16
G31544HA	Hex	8
G31544HA	HexNAc	7
G31544HA	dHex	1
G31552VX	*	6
G31552VX	Gal	3
G31552VX	GalNAc	1
G31552VX	GlcNAc	2
G31552VX	Hex	3
G31552VX	HexNAc	3
G31555TF	*	11
G31555TF	Fuc	1
G31555TF	Gal	2
G31555TF	GlcNAc	4
G31555TF	Hex	5
G31555TF	HexNAc	4
G31555TF	Man	3
G31555TF	NeuAc	1
G31555TF	Sia	1
G31555TF	dHex	1
G31559RO	*	17
G31559RO	Fuc	1
G31559RO	Gal	4
G31559RO	GlcNAc	6
G31559RO	Hex	7
G31559RO	HexNAc	6
G31559RO	Man	3
G31559RO	NeuAc	3
G31559RO	Sia	3
G31559RO	dHex	1
G31560LW	*	19
G31560LW	Fuc	1
G31560LW	Gal	6
G31560LW	GlcNAc	8
G31560LW	Hex	9
G31560LW	HexNAc	8
G31560LW	Man	3
G31560LW	NeuAc	1
G31560LW	Sia	1
G31560LW	dHex	1
G31561GU	*	10
G31561GU	Fuc	1
G31561GU	Gal	1
G31561GU	GlcNAc	5
G31561GU	Hex	4
G31561GU	HexNAc	5
G31561GU	Man	3
G31561GU	dHex	1
G31561NQ	*	8
G31561NQ	Fuc	1
G31561NQ	GlcNAc	2
G31561NQ	GlcNAc+aldi	1
G31561NQ	Hex	5
G31561NQ	HexNAc	2
G31561NQ	HexNAc+aldi	1
G31561NQ	Man	5
G31561NQ	aldi	1
G31561NQ	dHex	1
G31564ST	*	5
G31564ST	Gal	3
G31564ST	GlcNAc	2
G31564ST	Hex	3
G31564ST	HexNAc	2
G31565BP	*	8
G31565BP	Gal	1
G31565BP	GlcNAc	3
G31565BP	Hex	4
G31565BP	HexNAc	3
G31565BP	Man	3
G31565BP	NeuAc	1
G31565BP	Sia	1
G31567WT	*	12
G31567WT	Fuc	2
G31567WT	Gal	4
G31567WT	GalNAc	2
G31567WT	Glc	1
G31567WT	GlcNAc	3
G31567WT	Hex	5
G31567WT	HexNAc	5
G31567WT	dHex	2
G31571NW	*	5
G31571NW	Gal	2
G31571NW	Glc	1
G31571NW	GlcNAc	1
G31571NW	Hex	3
G31571NW	HexNAc	1
G31571NW	NeuGc	1
G31571NW	Sia	1
G31572EB	*	10
G31572EB	Fuc	4
G31572EB	Gal	3
G31572EB	GalNAc	2
G31572EB	GlcNAc	1
G31572EB	Hex	3
G31572EB	HexNAc	3
G31572EB	dHex	4
G31576LD	*	10
G31576LD	Gal	2
G31576LD	GlcNAc	4
G31576LD	Hex	5
G31576LD	HexNAc	4
G31576LD	Man	3
G31576LD	NeuAc	1
G31576LD	Sia	1
G31587OK	*	12
G31587OK	Fuc	1
G31587OK	Gal	3
G31587OK	GlcNAc	5
G31587OK	Hex	6
G31587OK	HexNAc	5
G31587OK	Man	3
G31587OK	dHex	1
G31594LR	*	10
G31594LR	GlcNAc	1
G31594LR	Hex	5
G31594LR	HexNAc	3
G31594LR	Man	3
G31594LR	NeuAc	1
G31594LR	Sia	1
G31594LR	dHex	1
G31596VW	*	14
G31596VW	Hex	6
G31596VW	HexNAc	6
G31596VW	NeuAc	1
G31596VW	Sia	1
G31596VW	dHex	1
G31598CF	*	9
G31598CF	Gal	2
G31598CF	GlcNAc	3
G31598CF	Hex	5
G31598CF	HexNAc	3
G31598CF	Man	3
G31598CF	NeuAc	1
G31598CF	Sia	1
G31601FB	*	3
G31601FB	Gal	1
G31601FB	GalNAc	1
G31601FB	GalNAc+aldi	1
G31601FB	GlcNAc	1
G31601FB	Hex	1
G31601FB	HexNAc	2
G31601FB	HexNAc+aldi	1
G31601FB	aldi	1
G31602HM	*	5
G31602HM	Gal	2
G31602HM	Glc	1
G31602HM	GlcNAc	1
G31602HM	Hex	3
G31602HM	HexNAc	1
G31602HM	NeuAc	1
G31602HM	Sia	1
G31603AS	*	15
G31603AS	Fuc	1
G31603AS	Gal	5
G31603AS	GlcNAc	5
G31603AS	Hex	8
G31603AS	HexNAc	5
G31603AS	Man	3
G31603AS	NeuAc	1
G31603AS	Sia	1
G31603AS	dHex	1
G31603EH	*	9
G31603EH	Gal	1
G31603EH	GlcNAc	3
G31603EH	GlcNAc+aldi	1
G31603EH	Hex	6
G31603EH	HexNAc	3
G31603EH	HexNAc+aldi	1
G31603EH	Man	5
G31603EH	aldi	1
G31604HF	*	8
G31604HF	Fuc	1
G31604HF	GlcNAc	4
G31604HF	Hex	3
G31604HF	HexNAc	4
G31604HF	Man	3
G31604HF	dHex	1
G31606TH	*	18
G31606TH	Fuc	1
G31606TH	Gal	4
G31606TH	GlcNAc	6
G31606TH	Hex	7
G31606TH	HexNAc	6
G31606TH	Man	3
G31606TH	NeuAc	4
G31606TH	Sia	4
G31606TH	dHex	1
G31615DN	*	13
G31615DN	Hex	7
G31615DN	HexNAc	4
G31615DN	dHex	2
G31615QY	*	6
G31615QY	GalNAc	1
G31615QY	GlcNAc	3
G31615QY	Hex	2
G31615QY	HexNAc	4
G31615QY	Man	2
G31616YD	*	6
G31616YD	Fuc	1
G31616YD	GlcNAc	2
G31616YD	Hex	3
G31616YD	HexNAc	2
G31616YD	Man	3
G31616YD	dHex	1
G31618AH	*	10
G31618AH	Fuc	1
G31618AH	Gal	1
G31618AH	GalNAc	1
G31618AH	GlcNAc	4
G31618AH	Hex	4
G31618AH	HexNAc	5
G31618AH	Man	3
G31618AH	dHex	1
G31618LI	*	1
G31618LI	Gal	1
G31618LI	Hex	1
G31618LI	S	1
G31625VP	*	10
G31625VP	Hex	4
G31625VP	HexNAc	5
G31625VP	HexNAc+aldi	1
G31625VP	aldi	1
G31625VP	dHex	1
G31627FU	*	9
G31627FU	GlcNAc	2
G31627FU	Hex	4
G31627FU	HexNAc	4
G31627FU	Man	3
G31627FU	dHex	1
G31627MW	*	16
G31627MW	Fuc	1
G31627MW	Gal	5
G31627MW	GlcNAc	7
G31627MW	Hex	8
G31627MW	HexNAc	7
G31627MW	Man	3
G31627MW	dHex	1
G31627RU	*	6
G31627RU	Glc	6
G31627RU	Hex	6
G31627XJ	*	6
G31627XJ	Gal	2
G31627XJ	Glc	1
G31627XJ	GlcNAc	1
G31627XJ	Hex	3
G31627XJ	HexNAc	1
G31627XJ	NeuAc	2
G31627XJ	Sia	2
G31629OB	*	3
G31629OB	HexNAc	2
G31629OB	HexNAc+aldi	1
G31629OB	NeuAc	1
G31629OB	Sia	1
G31629OB	aldi	1
G31630RY	*	3
G31630RY	Gal	1
G31630RY	Glc	1
G31630RY	Hex	2
G31630RY	Xxx	1
G31632CJ	*	13
G31632CJ	Hex	4
G31632CJ	HexNAc	5
G31632CJ	dHex	4
G31632OD	*	11
G31632OD	Fuc	1
G31632OD	Gal	2
G31632OD	GlcNAc	4
G31632OD	Hex	5
G31632OD	HexNAc	4
G31632OD	Man	3
G31632OD	NeuAc	1
G31632OD	Sia	1
G31632OD	dHex	1
G31632QM	*	12
G31632QM	Fuc	1
G31632QM	Gal	2
G31632QM	GlcNAc	5
G31632QM	Hex	5
G31632QM	HexNAc	5
G31632QM	Man	3
G31632QM	NeuAc	1
G31632QM	Sia	1
G31632QM	dHex	1
G31637BB	*	13
G31637BB	Fuc	1
G31637BB	Gal	4
G31637BB	GlcNAc	5
G31637BB	Hex	7
G31637BB	HexNAc	5
G31637BB	Man	3
G31637BB	dHex	1
G31639NG	*	13
G31639NG	Gal	3
G31639NG	GlcNAc	5
G31639NG	Hex	6
G31639NG	HexNAc	5
G31639NG	Man	3
G31639NG	NeuAc	2
G31639NG	Sia	2
G31640LV	*	7
G31640LV	Fuc	1
G31640LV	Gal	3
G31640LV	GlcNAc	3
G31640LV	Hex	3
G31640LV	HexNAc	3
G31640LV	dHex	1
G31640UZ	*	9
G31640UZ	Fuc	1
G31640UZ	GalNAc	1
G31640UZ	GlcNAc	3
G31640UZ	Hex	3
G31640UZ	HexNAc	4
G31640UZ	Man	3
G31640UZ	NeuAc	1
G31640UZ	Sia	1
G31640UZ	dHex	1
G31642CY	*	5
G31642CY	Gal	2
G31642CY	GlcNAc	2
G31642CY	GlcNAc+aldi	1
G31642CY	Hex	2
G31642CY	HexNAc	2
G31642CY	HexNAc+aldi	1
G31642CY	NeuAc	1
G31642CY	S	3
G31642CY	Sia	1
G31642CY	aldi	1
G31642UV	*	10
G31642UV	Fuc	1
G31642UV	Gal	2
G31642UV	GlcNAc	4
G31642UV	Hex	5
G31642UV	HexNAc	4
G31642UV	Man	3
G31642UV	dHex	1
G31648ED	*	13
G31648ED	Fuc	1
G31648ED	Gal	3
G31648ED	GlcNAc	6
G31648ED	Hex	6
G31648ED	HexNAc	6
G31648ED	Man	3
G31648ED	dHex	1
G31648QK	*	5
G31648QK	Fuc	1
G31648QK	Gal	2
G31648QK	GalNAc	1
G31648QK	GlcNAc	1
G31648QK	Hex	2
G31648QK	HexNAc	2
G31648QK	dHex	1
G31649CJ	*	3
G31649CJ	Gal	1
G31649CJ	Glc	1
G31649CJ	Hex	2
G31649CJ	Xxx	1
G31649IZ	*	5
G31649IZ	Hex	1
G31649IZ	HexNAc	3
G31649IZ	dHex	1
G31651JD	*	16
G31651JD	Fuc	2
G31651JD	Gal	8
G31651JD	Glc	1
G31651JD	GlcNAc	5
G31651JD	Hex	9
G31651JD	HexNAc	5
G31651JD	dHex	2
G31652EF	*	16
G31652EF	Hex	7
G31652EF	HexNAc	6
G31652EF	NeuAc	2
G31652EF	NeuGc	1
G31652EF	Sia	3
G31662BR	*	14
G31662BR	Fuc	1
G31662BR	Gal	3
G31662BR	GlcNAc	5
G31662BR	Hex	6
G31662BR	HexNAc	5
G31662BR	Man	3
G31662BR	NeuAc	2
G31662BR	Sia	2
G31662BR	dHex	1
G31665QC	*	17
G31665QC	Hex	7
G31665QC	HexNAc	6
G31665QC	NeuAc	2
G31665QC	Sia	2
G31665QC	dHex	2
G31667RG	*	12
G31667RG	Hex	3
G31667RG	HexNAc	6
G31667RG	NeuGc	1
G31667RG	Sia	1
G31667RG	dHex	2
G31668AP	*	11
G31668AP	Gal	2
G31668AP	GlcNAc	4
G31668AP	GlcNAc+aldi	1
G31668AP	Hex	5
G31668AP	HexNAc	4
G31668AP	HexNAc+aldi	1
G31668AP	Man	3
G31668AP	NeuAc	2
G31668AP	Sia	2
G31668AP	aldi	1
G31670BC	*	13
G31670BC	Gal	4
G31670BC	GlcNAc	6
G31670BC	Hex	7
G31670BC	HexNAc	6
G31670BC	Man	3
G31671UO	*	6
G31671UO	Fuc	1
G31671UO	Gal	2
G31671UO	GalNAc	1
G31671UO	GalNAc+aldi	1
G31671UO	GlcNAc	1
G31671UO	Hex	2
G31671UO	HexNAc	2
G31671UO	HexNAc+aldi	1
G31671UO	NeuAc	1
G31671UO	S	1
G31671UO	Sia	1
G31671UO	aldi	1
G31671UO	dHex	1
G31674DQ	*	12
G31674DQ	Fuc	1
G31674DQ	Gal	2
G31674DQ	GlcNAc	4
G31674DQ	Hex	5
G31674DQ	HexNAc	4
G31674DQ	Man	3
G31674DQ	NeuGc	2
G31674DQ	Sia	2
G31674DQ	dHex	1
G31674LC	*	2
G31674LC	Gal	1
G31674LC	Hex	2
G31674LC	Man	1
G31676DD	*	6
G31676DD	Fuc	1
G31676DD	Gal	2
G31676DD	GalNAc	1
G31676DD	GlcNAc	1
G31676DD	Hex	2
G31676DD	HexNAc	2
G31676DD	NeuGc	1
G31676DD	Sia	1
G31676DD	dHex	1
G31679YU	*	12
G31679YU	Gal	3
G31679YU	GlcNAc	6
G31679YU	GlcNAc+aldi	1
G31679YU	Hex	6
G31679YU	HexNAc	6
G31679YU	HexNAc+aldi	1
G31679YU	Man	3
G31679YU	aldi	1
G31681LQ	*	6
G31681LQ	GlcNAc	3
G31681LQ	Hex	3
G31681LQ	HexNAc	3
G31681LQ	Man	3
G31685JQ	*	5
G31685JQ	Hex	2
G31685JQ	HexNAc	2
G31685JQ	dHex	1
G31686QZ	*	5
G31686QZ	Fuc	1
G31686QZ	Gal	2
G31686QZ	GalNAc	1
G31686QZ	GalNAc+aldi	1
G31686QZ	GlcNAc	1
G31686QZ	Hex	2
G31686QZ	HexNAc	2
G31686QZ	HexNAc+aldi	1
G31686QZ	aldi	1
G31686QZ	dHex	1
G31688JN	*	9
G31688JN	Hex	4
G31688JN	HexNAc	4
G31688JN	NeuAc	1
G31688JN	S	2
G31688JN	Sia	1
G31690TW	*	4
G31690TW	Hex	4
G31690TW	Man	4
G31691BA	*	13
G31691BA	Hex	6
G31691BA	HexNAc	5
G31691BA	NeuAc	1
G31691BA	Sia	1
G31691BA	dHex	1
G31692TJ	*	10
G31692TJ	Gal	2
G31692TJ	GlcNAc	4
G31692TJ	GlcNAc+aldi	1
G31692TJ	Hex	5
G31692TJ	HexNAc	4
G31692TJ	HexNAc+aldi	1
G31692TJ	Man	3
G31692TJ	NeuAc	1
G31692TJ	Sia	1
G31692TJ	aldi	1
G31697GW	*	3
G31697GW	Fuc	1
G31697GW	GalNAc	1
G31697GW	GlcNAc	1
G31697GW	HexNAc	2
G31697GW	dHex	1
G31700GV	*	12
G31700GV	Gal	3
G31700GV	GlcNAc	6
G31700GV	Hex	6
G31700GV	HexNAc	6
G31700GV	Man	3
G31703US	*	6
G31703US	Glc	6
G31703US	Hex	6
G31709QL	*	5
G31709QL	Gal	2
G31709QL	Glc	1
G31709QL	GlcNAc	1
G31709QL	Hex	3
G31709QL	HexNAc	1
G31709QL	NeuAc	1
G31709QL	Sia	1
G31712AB	*	14
G31712AB	Gal	4
G31712AB	GlcNAc	7
G31712AB	GlcNAc+aldi	1
G31712AB	Hex	7
G31712AB	HexNAc	7
G31712AB	HexNAc+aldi	1
G31712AB	Man	3
G31712AB	aldi	1
G31713XX	*	6
G31713XX	Gal	2
G31713XX	GalNAc	1
G31713XX	Glc	1
G31713XX	Hex	3
G31713XX	HexNAc	1
G31713XX	NeuGc	2
G31713XX	Sia	2
G31714DD	*	13
G31714DD	Hex	5
G31714DD	HexNAc	5
G31714DD	dHex	3
G31716EV	*	6
G31716EV	Fuc	1
G31716EV	Gal	2
G31716EV	GlcNAc	2
G31716EV	Hex	2
G31716EV	HexNAc	2
G31716EV	NeuAc	1
G31716EV	S	2
G31716EV	Sia	1
G31716EV	aldi	1
G31716EV	dHex	1
G31720WP	*	15
G31720WP	Fuc	1
G31720WP	Gal	3
G31720WP	GlcNAc	5
G31720WP	Hex	6
G31720WP	HexNAc	5
G31720WP	Man	3
G31720WP	NeuAc	3
G31720WP	Sia	3
G31720WP	dHex	1
G31724RS	*	5
G31724RS	Gal	2
G31724RS	GlcNAc	1
G31724RS	Hex	4
G31724RS	HexNAc	1
G31724RS	Man	2
G31726HT	*	10
G31726HT	Fuc	2
G31726HT	Gal	2
G31726HT	GlcNAc	3
G31726HT	Hex	5
G31726HT	HexNAc	3
G31726HT	Man	3
G31726HT	dHex	2
G31729QS	*	15
G31729QS	Fuc	3
G31729QS	Gal	5
G31729QS	GalNAc	3
G31729QS	GalNAc+aldi	1
G31729QS	GlcNAc	4
G31729QS	Hex	5
G31729QS	HexNAc	7
G31729QS	HexNAc+aldi	1
G31729QS	aldi	1
G31729QS	dHex	3
G31734OS	*	4
G31734OS	Fuc	1
G31734OS	Gal	2
G31734OS	GlcNAc	1
G31734OS	Hex	2
G31734OS	HexNAc	1
G31734OS	dHex	1
G31736BK	*	2
G31736BK	GalNAc	1
G31736BK	GlcNAc	1
G31736BK	HexNAc	2
G31736JN	*	9
G31736JN	GlcNAc	1
G31736JN	Hex	4
G31736JN	HexNAc	3
G31736JN	Man	3
G31736JN	NeuGc	1
G31736JN	Sia	1
G31736JN	dHex	1
G31736JO	*	14
G31736JO	Gal	4
G31736JO	GlcNAc	7
G31736JO	Hex	7
G31736JO	HexNAc	7
G31736JO	Man	3
G31740OZ	*	3
G31740OZ	Glc	3
G31740OZ	Hex	3
G31744OB	*	8
G31744OB	Gal	1
G31744OB	GlcNAc	4
G31744OB	Hex	4
G31744OB	HexNAc	4
G31744OB	Man	3
G31745GZ	*	8
G31745GZ	Fuc	1
G31745GZ	Gal	3
G31745GZ	GalNAc	1
G31745GZ	GlcNAc	3
G31745GZ	Hex	3
G31745GZ	HexNAc	4
G31745GZ	dHex	1
G31747RS	*	12
G31747RS	Fuc	1
G31747RS	Gal	2
G31747RS	GlcNAc	6
G31747RS	Hex	5
G31747RS	HexNAc	6
G31747RS	Man	3
G31747RS	dHex	1
G31748BD	*	3
G31748BD	Gal	1
G31748BD	Glc	1
G31748BD	Hex	3
G31748BD	Man	1
G31748SG	*	5
G31748SG	Hex	2
G31748SG	HexNAc	1
G31748SG	Xxx	1
G31748SG	dHex	1
G31749HI	*	5
G31749HI	Fuc	1
G31749HI	Gal	3
G31749HI	Glc	1
G31749HI	Hex	4
G31749HI	dHex	1
G31751VR	*	10
G31751VR	Fuc	1
G31751VR	Gal	1
G31751VR	GlcNAc	4
G31751VR	Hex	4
G31751VR	HexNAc	4
G31751VR	Man	2
G31751VR	NeuAc	1
G31751VR	Sia	1
G31751VR	dHex	1
G31760OO	*	8
G31760OO	Fuc	2
G31760OO	Gal	3
G31760OO	Glc	1
G31760OO	GlcNAc	2
G31760OO	Hex	4
G31760OO	HexNAc	2
G31760OO	dHex	2
G31761VE	*	2
G31761VE	Gal	1
G31761VE	Glc	1
G31761VE	Hex	2
G31763WG	*	2
G31763WG	Gal	2
G31763WG	Hex	2
G31763XS	*	14
G31763XS	Fuc	1
G31763XS	Gal	4
G31763XS	GlcNAc	6
G31763XS	Hex	7
G31763XS	HexNAc	6
G31763XS	Man	3
G31763XS	dHex	1
G31767LY	*	13
G31767LY	Fuc	1
G31767LY	Gal	3
G31767LY	GlcNAc	5
G31767LY	Hex	6
G31767LY	HexNAc	5
G31767LY	Man	3
G31767LY	NeuAc	1
G31767LY	Sia	1
G31767LY	dHex	1
G31769ZA	*	13
G31769ZA	Gal	3
G31769ZA	GlcNAc	5
G31769ZA	Hex	6
G31769ZA	HexNAc	5
G31769ZA	Man	3
G31769ZA	NeuAc	2
G31769ZA	Sia	2
G31773JI	*	5
G31773JI	Fuc	2
G31773JI	Gal	2
G31773JI	GalNAc	1
G31773JI	Hex	2
G31773JI	HexNAc	1
G31773JI	dHex	2
G31774SW	*	9
G31774SW	GlcNAc	6
G31774SW	Hex	3
G31774SW	HexNAc	6
G31774SW	Man	3
G31776ML	*	4
G31776ML	Gal	2
G31776ML	GalNAc	1
G31776ML	GlcNAc	1
G31776ML	Hex	2
G31776ML	HexNAc	2
G31776ML	S	1
G31778HN	*	15
G31778HN	Fuc	1
G31778HN	Gal	3
G31778HN	GlcNAc	7
G31778HN	Hex	6
G31778HN	HexNAc	7
G31778HN	Man	3
G31778HN	NeuAc	1
G31778HN	Sia	1
G31778HN	dHex	1
G31784HW	*	11
G31784HW	Gal	4
G31784HW	GlcNAc	4
G31784HW	Hex	7
G31784HW	HexNAc	4
G31784HW	Man	3
G31787HV	*	22
G31787HV	Fuc	1
G31787HV	Gal	6
G31787HV	GlcNAc	8
G31787HV	Hex	9
G31787HV	HexNAc	8
G31787HV	Man	3
G31787HV	NeuAc	4
G31787HV	Sia	4
G31787HV	dHex	1
G31791WL	*	7
G31791WL	Gal	3
G31791WL	Glc	1
G31791WL	GlcA	1
G31791WL	GlcNAc	2
G31791WL	Hex	4
G31791WL	HexA	1
G31791WL	HexNAc	2
G31791WL	S	1
G31801IX	*	2
G31801IX	GalNAc	1
G31801IX	GlcNAc	1
G31801IX	HexNAc	2
G31806MI	*	5
G31806MI	Gal	2
G31806MI	GlcNAc	1
G31806MI	Hex	4
G31806MI	HexNAc	1
G31806MI	Man	2
G31810OU	*	8
G31810OU	Fuc	1
G31810OU	Gal	1
G31810OU	GlcNAc	3
G31810OU	Hex	4
G31810OU	HexNAc	3
G31810OU	Man	3
G31810OU	dHex	1
G31814JO	*	8
G31814JO	Gal	1
G31814JO	GlcNAc	3
G31814JO	Hex	4
G31814JO	HexNAc	3
G31814JO	Man	3
G31814JO	NeuAc	1
G31814JO	Sia	1
G31814VP	*	7
G31814VP	GlcNAc	1
G31814VP	Hex	6
G31814VP	HexNAc	1
G31814VP	Man	6
G31816HU	*	9
G31816HU	Fuc	1
G31816HU	Gal	1
G31816HU	GlcNAc	3
G31816HU	Hex	5
G31816HU	HexNAc	3
G31816HU	Man	4
G31816HU	dHex	1
G31818IJ	*	12
G31818IJ	Gal	1
G31818IJ	GlcNAc	4
G31818IJ	Hex	6
G31818IJ	HexNAc	4
G31818IJ	Man	5
G31818IJ	NeuAc	2
G31818IJ	Sia	2
G31822CM	*	15
G31822CM	Gal	5
G31822CM	GlcNAc	7
G31822CM	Hex	8
G31822CM	HexNAc	7
G31822CM	Man	3
G31822JI	*	18
G31822JI	Hex	7
G31822JI	HexNAc	6
G31822JI	HexNAc+aldi	1
G31822JI	NeuAc	4
G31822JI	Sia	4
G31822JI	aldi	1
G31822JI	dHex	1
G31831PV	*	10
G31831PV	Gal	2
G31831PV	GlcNAc	5
G31831PV	Hex	5
G31831PV	HexNAc	5
G31831PV	Man	3
G31831UH	*	6
G31831UH	Glc	6
G31831UH	Hex	6
G31838XA	*	12
G31838XA	Fuc	2
G31838XA	Gal	2
G31838XA	GlcNAc	5
G31838XA	Hex	5
G31838XA	HexNAc	5
G31838XA	Man	3
G31838XA	dHex	2
G31847TK	*	13
G31847TK	Fuc	3
G31847TK	Gal	2
G31847TK	GlcNAc	4
G31847TK	Hex	5
G31847TK	HexNAc	4
G31847TK	Man	3
G31847TK	NeuAc	1
G31847TK	Sia	1
G31847TK	dHex	3
G31849TV	*	8
G31849TV	Fuc	3
G31849TV	Gal	2
G31849TV	GalNAc	1
G31849TV	GlcNAc	2
G31849TV	Hex	2
G31849TV	HexNAc	3
G31849TV	dHex	3
G31851ZE	*	12
G31851ZE	Fuc	2
G31851ZE	Gal	1
G31851ZE	GlcNAc	5
G31851ZE	Hex	4
G31851ZE	HexNAc	5
G31851ZE	Man	3
G31851ZE	NeuAc	1
G31851ZE	Sia	1
G31851ZE	dHex	2
G31852PQ	*	9
G31852PQ	Hex	7
G31852PQ	HexNAc	2
G31858VW	*	10
G31858VW	Fuc	2
G31858VW	Gal	4
G31858VW	GalNAc	1
G31858VW	GlcNAc	3
G31858VW	Hex	4
G31858VW	HexNAc	4
G31858VW	dHex	2
G31859FU	*	9
G31859FU	Fuc	1
G31859FU	Gal	1
G31859FU	GlcNAc	3
G31859FU	Hex	4
G31859FU	HexNAc	3
G31859FU	Man	3
G31859FU	NeuGc	1
G31859FU	Sia	1
G31859FU	dHex	1
G31864CJ	*	3
G31864CJ	Gal	1
G31864CJ	GlcNAc	1
G31864CJ	Hex	1
G31864CJ	HexNAc	1
G31864CJ	NeuGc	1
G31864CJ	Sia	1
G31865AG	*	8
G31865AG	Gal	1
G31865AG	GlcNAc	3
G31865AG	Hex	4
G31865AG	HexNAc	3
G31865AG	Man	3
G31865AG	NeuAc	1
G31865AG	Sia	1
G31865PO	*	3
G31865PO	Glc	3
G31865PO	Hex	3
G31868AG	*	12
G31868AG	Hex	6
G31868AG	HexNAc	5
G31868AG	dHex	1
G31869RK	*	10
G31869RK	Fuc	1
G31869RK	Gal	3
G31869RK	GalNAc	3
G31869RK	GalNAc+aldi	1
G31869RK	GlcNAc	3
G31869RK	Hex	3
G31869RK	HexNAc	6
G31869RK	HexNAc+aldi	1
G31869RK	aldi	1
G31869RK	dHex	1
G31871KQ	*	14
G31871KQ	Gal	4
G31871KQ	GlcNAc	6
G31871KQ	Hex	7
G31871KQ	HexNAc	6
G31871KQ	Man	3
G31871KQ	NeuGc	1
G31871KQ	Sia	1
G31881UK	*	3
G31881UK	Gal	1
G31881UK	GalNAc	1
G31881UK	GlcNAc	1
G31881UK	Hex	1
G31881UK	HexNAc	2
G31883CF	*	3
G31883CF	GlcNAc	2
G31883CF	Hex	1
G31883CF	HexNAc	2
G31883CF	Man	1
G31886NL	*	4
G31886NL	GlcNAc	2
G31886NL	Hex	2
G31886NL	HexNAc	2
G31886NL	Man	2
G31894FR	*	3
G31894FR	Gal	1
G31894FR	GalNAc	2
G31894FR	Hex	1
G31894FR	HexNAc	2
G31894KJ	*	12
G31894KJ	Fuc	1
G31894KJ	Gal	3
G31894KJ	GlcNAc	4
G31894KJ	Hex	6
G31894KJ	HexNAc	4
G31894KJ	Man	3
G31894KJ	NeuAc	1
G31894KJ	Sia	1
G31894KJ	dHex	1
G31902HI	*	6
G31902HI	Hex	2
G31902HI	HexA	1
G31902HI	HexNAc	1
G31902HI	S	2
G31902HI	Xxx	2
G31904ND	*	24
G31904ND	Fuc	2
G31904ND	Gal	8
G31904ND	GlcNAc	11
G31904ND	Hex	11
G31904ND	HexNAc	11
G31904ND	Man	3
G31904ND	dHex	2
G31910FR	*	4
G31910FR	Gal	2
G31910FR	GalNAc	1
G31910FR	Hex	2
G31910FR	HexNAc	1
G31910FR	NeuAc	1
G31910FR	Sia	1
G31916CH	*	10
G31916CH	Hex	4
G31916CH	HexNAc	5
G31916CH	NeuAc	1
G31916CH	S	1
G31916CH	Sia	1
G31916IQ	*	9
G31916IQ	Hex	4
G31916IQ	HexNAc	4
G31916IQ	NeuAc	1
G31916IQ	Sia	1
G31923TJ	*	2
G31923TJ	Gal	1
G31923TJ	GlcNAc	1
G31923TJ	Hex	1
G31923TJ	HexNAc	1
G31923TJ	S	2
G31924YO	*	12
G31924YO	Gal	2
G31924YO	GlcNAc	5
G31924YO	Hex	5
G31924YO	HexNAc	5
G31924YO	Man	3
G31924YO	NeuAc	2
G31924YO	Sia	2
G31932HA	*	3
G31932HA	Gal	1
G31932HA	GlcNAc	1
G31932HA	Hex	1
G31932HA	HexNAc	1
G31932HA	NeuGc	1
G31932HA	Sia	1
G31936TA	*	8
G31936TA	Hex	3
G31936TA	HexNAc	5
G31941YJ	*	6
G31941YJ	Fuc	1
G31941YJ	Gal	1
G31941YJ	GalNAc	1
G31941YJ	GalNAc+aldi	1
G31941YJ	GlcNAc	1
G31941YJ	Hex	1
G31941YJ	HexNAc	2
G31941YJ	HexNAc+aldi	1
G31941YJ	NeuAc	2
G31941YJ	Sia	2
G31941YJ	aldi	1
G31941YJ	dHex	1
G31942KP	*	11
G31942KP	Hex	5
G31942KP	HexNAc	4
G31942KP	NeuAc	1
G31942KP	S	1
G31942KP	Sia	1
G31942KP	dHex	1
