accession	monosaccharide	count
G82644AX	NeuAc	2
G82644AX	Sia	2
G82648IS	*	9
G82648IS	GlcNAc	1
G82648IS	Hex	8
G82648IS	HexNAc	1
G82648IS	Man	8
G82648TN	*	14
G82648TN	Fuc	2
G82648TN	Gal	3
G82648TN	GlcNAc	6
G82648TN	Hex	6
G82648TN	HexNAc	6
G82648TN	Man	3
G82648TN	dHex	2
G82650KN	*	8
G82650KN	Hex	4
G82650KN	HexNAc	4
G82651UV	*	4
G82651UV	Gal	2
G82651UV	GalNAc	1
G82651UV	GalNAc+aldi	1
G82651UV	GlcNAc	1
G82651UV	Hex	2
G82651UV	HexNAc	2
G82651UV	HexNAc+aldi	1
G82651UV	S	1
G82651UV	aldi	1
G82651VW	*	20
G82651VW	Fuc	1
G82651VW	Gal	5
G82651VW	GlcNAc	7
G82651VW	Hex	8
G82651VW	HexNAc	7
G82651VW	Man	3
G82651VW	NeuAc	4
G82651VW	Sia	4
G82651VW	dHex	1
G82653TK	*	12
G82653TK	Fuc	1
G82653TK	Gal	3
G82653TK	GlcNAc	5
G82653TK	Hex	6
G82653TK	HexNAc	5
G82653TK	Man	3
G82653TK	S	3
G82653TK	dHex	1
G82662IE	*	4
G82662IE	Glc	4
G82662IE	Hex	4
G82664ZC	*	10
G82664ZC	Fuc	1
G82664ZC	Gal	1
G82664ZC	GlcNAc	5
G82664ZC	Hex	4
G82664ZC	HexNAc	5
G82664ZC	Man	3
G82664ZC	dHex	1
G82675BX	*	12
G82675BX	Fuc	1
G82675BX	Gal	2
G82675BX	GalNAc	1
G82675BX	GlcNAc	5
G82675BX	Hex	5
G82675BX	HexNAc	6
G82675BX	Man	3
G82675BX	dHex	1
G82680EC	*	8
G82680EC	Fuc	1
G82680EC	GlcNAc	4
G82680EC	Hex	3
G82680EC	HexNAc	4
G82680EC	Man	3
G82680EC	dHex	1
G82688EZ	*	4
G82688EZ	Hex	2
G82688EZ	NeuAc	2
G82688EZ	Sia	2
G82688JB	*	5
G82688JB	GlcA	2
G82688JB	GlcNAc	3
G82688JB	HexA	2
G82688JB	HexNAc	3
G82689JO	*	16
G82689JO	Fuc	3
G82689JO	Hex	6
G82689JO	HexNAc	7
G82689JO	dHex	3
G82690UI	*	5
G82690UI	GlcNAc	2
G82690UI	Hex	3
G82690UI	HexNAc	2
G82690UI	Man	3
G82691HV	*	14
G82691HV	Fuc	2
G82691HV	Gal	3
G82691HV	GlcNAc	5
G82691HV	Hex	6
G82691HV	HexNAc	5
G82691HV	Man	3
G82691HV	NeuAc	1
G82691HV	Sia	1
G82691HV	dHex	2
G82693UO	*	3
G82693UO	Fuc	1
G82693UO	GlcNAc	1
G82693UO	HexNAc	1
G82693UO	dHex	2
G82693YI	*	7
G82693YI	Gal	1
G82693YI	GlcNAc	3
G82693YI	Hex	3
G82693YI	HexNAc	3
G82693YI	Man	2
G82693YI	NeuAc	1
G82693YI	Sia	1
G82695BC	*	8
G82695BC	Gal	1
G82695BC	GlcNAc	3
G82695BC	Hex	4
G82695BC	HexNAc	3
G82695BC	Man	3
G82695BC	NeuAc	1
G82695BC	Sia	1
G82698QQ	*	5
G82698QQ	Fuc	1
G82698QQ	Gal	1
G82698QQ	GalNAc	2
G82698QQ	GlcNAc	1
G82698QQ	Hex	1
G82698QQ	HexNAc	3
G82698QQ	dHex	1
G82699CV	*	5
G82699CV	Fuc	1
G82699CV	Gal	2
G82699CV	GalNAc	1
G82699CV	GalNAc+aldi	1
G82699CV	GlcNAc	1
G82699CV	Hex	2
G82699CV	HexNAc	2
G82699CV	HexNAc+aldi	1
G82699CV	aldi	1
G82699CV	dHex	1
G82699NN	*	13
G82699NN	Gal	4
G82699NN	GlcNAc	6
G82699NN	Hex	7
G82699NN	HexNAc	6
G82699NN	Man	3
G82700SN	*	7
G82700SN	Fuc	1
G82700SN	Gal	2
G82700SN	GalNAc	1
G82700SN	GlcNAc	2
G82700SN	Hex	2
G82700SN	HexNAc	3
G82700SN	NeuAc	1
G82700SN	S	1
G82700SN	Sia	1
G82700SN	dHex	1
G82701UX	*	10
G82701UX	Fuc	1
G82701UX	Gal	2
G82701UX	GlcNAc	2
G82701UX	Hex	5
G82701UX	HexNAc	4
G82701UX	Man	3
G82701UX	dHex	1
G82702MH	*	2
G82702MH	Gal	1
G82702MH	Hex	1
G82702MH	NeuAc	1
G82702MH	S	1
G82702MH	Sia	1
G82704VJ	*	8
G82704VJ	Fuc	3
G82704VJ	Gal	3
G82704VJ	GlcNAc	2
G82704VJ	Hex	3
G82704VJ	HexNAc	2
G82704VJ	dHex	3
G82715TT	*	10
G82715TT	Gal	1
G82715TT	GlcNAc	6
G82715TT	Hex	4
G82715TT	HexNAc	6
G82715TT	Man	3
G82718YC	*	16
G82718YC	Fuc	1
G82718YC	Gal	3
G82718YC	GalNAc	2
G82718YC	GlcNAc	5
G82718YC	Hex	6
G82718YC	HexNAc	7
G82718YC	Man	3
G82718YC	NeuAc	2
G82718YC	S	1
G82718YC	Sia	2
G82718YC	dHex	1
G82718YV	*	8
G82718YV	GalNAc	1
G82718YV	GlcNAc	3
G82718YV	Hex	4
G82718YV	HexNAc	4
G82718YV	Man	4
G82718YV	S	1
G82719GT	*	8
G82719GT	GlcNAc	5
G82719GT	Hex	3
G82719GT	HexNAc	5
G82719GT	Man	3
G82724NW	*	12
G82724NW	Gal	3
G82724NW	GlcNAc	5
G82724NW	Hex	6
G82724NW	HexNAc	5
G82724NW	Man	3
G82724NW	NeuAc	1
G82724NW	Sia	1
G82724OR	*	9
G82724OR	Fuc	1
G82724OR	Gal	2
G82724OR	GalNAc	2
G82724OR	GalNAc+aldi	1
G82724OR	GlcNAc	2
G82724OR	Hex	2
G82724OR	HexNAc	4
G82724OR	HexNAc+aldi	1
G82724OR	NeuAc	2
G82724OR	Sia	2
G82724OR	aldi	1
G82724OR	dHex	1
G82725FS	*	4
G82725FS	Fuc	1
G82725FS	GlcNAc	2
G82725FS	Hex	1
G82725FS	HexNAc	2
G82725FS	Man	1
G82725FS	dHex	1
G82727OW	*	10
G82727OW	Fuc	2
G82727OW	Gal	4
G82727OW	Glc	1
G82727OW	GlcNAc	3
G82727OW	Hex	5
G82727OW	HexNAc	3
G82727OW	dHex	2
G82728DG	*	12
G82728DG	Fuc	1
G82728DG	Gal	2
G82728DG	GlcNAc	6
G82728DG	Hex	5
G82728DG	HexNAc	6
G82728DG	Man	3
G82728DG	dHex	1
G82730QA	*	14
G82730QA	Gal	3
G82730QA	GlcNAc	5
G82730QA	Hex	6
G82730QA	HexNAc	5
G82730QA	Man	3
G82730QA	NeuAc	3
G82730QA	Sia	3
G82738YL	*	15
G82738YL	Fuc	3
G82738YL	Gal	5
G82738YL	GalNAc	3
G82738YL	GlcNAc	4
G82738YL	Hex	5
G82738YL	HexNAc	7
G82738YL	dHex	3
G82739ZR	*	3
G82739ZR	GlcNAc	1
G82739ZR	Hex	2
G82739ZR	HexNAc	1
G82739ZR	Man	2
G82746GL	*	3
G82746GL	Fuc	1
G82746GL	Gal	1
G82746GL	GlcNAc	1
G82746GL	Hex	1
G82746GL	HexNAc	1
G82746GL	dHex	1
G82746VF	*	6
G82746VF	Fuc	1
G82746VF	Gal	1
G82746VF	GlcNAc	2
G82746VF	Hex	3
G82746VF	HexNAc	2
G82746VF	Man	2
G82746VF	dHex	1
G82748UB	*	7
G82748UB	Glc	7
G82748UB	Hex	7
G82749VY	*	2
G82749VY	Gal	1
G82749VY	GlcNAc	1
G82749VY	Hex	1
G82749VY	HexNAc	1
G82749ZI	*	2
G82749ZI	Fuc	1
G82749ZI	Gal	1
G82749ZI	Hex	1
G82749ZI	dHex	1
G82753OZ	*	11
G82753OZ	Fuc	2
G82753OZ	Gal	1
G82753OZ	GlcNAc	5
G82753OZ	Hex	4
G82753OZ	HexNAc	5
G82753OZ	Man	3
G82753OZ	dHex	2
G82761BO	*	11
G82761BO	Gal	3
G82761BO	GlcNAc	5
G82761BO	Hex	6
G82761BO	HexNAc	5
G82761BO	Man	3
G82761DR	*	14
G82761DR	Fuc	1
G82761DR	Gal	5
G82761DR	GlcNAc	5
G82761DR	Hex	8
G82761DR	HexNAc	5
G82761DR	Man	3
G82761DR	dHex	1
G82763TV	*	6
G82763TV	Gal	4
G82763TV	GalNAc	1
G82763TV	Glc	1
G82763TV	Hex	5
G82763TV	HexNAc	1
G82763XK	*	12
G82763XK	Gal	3
G82763XK	GlcNAc	5
G82763XK	Hex	6
G82763XK	HexNAc	5
G82763XK	Man	3
G82763XK	NeuAc	1
G82763XK	Sia	1
G82772JO	*	14
G82772JO	Fuc	1
G82772JO	Gal	3
G82772JO	GlcNAc	5
G82772JO	Hex	6
G82772JO	HexNAc	5
G82772JO	Man	3
G82772JO	NeuGc	2
G82772JO	Sia	2
G82772JO	dHex	1
G82773SI	*	16
G82773SI	Fuc	1
G82773SI	Gal	5
G82773SI	GlcNAc	7
G82773SI	GlcNAc+aldi	1
G82773SI	Hex	8
G82773SI	HexNAc	7
G82773SI	HexNAc+aldi	1
G82773SI	Man	3
G82773SI	aldi	1
G82773SI	dHex	1
G82777VB	*	3
G82777VB	Hex	1
G82777VB	HexNAc	1
G82777VB	HexNAc+aldi	1
G82777VB	NeuAc	1
G82777VB	S	1
G82777VB	Sia	1
G82777VB	aldi	1
G82779CI	*	11
G82779CI	Gal	3
G82779CI	GlcNAc	5
G82779CI	Hex	6
G82779CI	HexNAc	5
G82779CI	Man	3
G82782PE	*	14
G82782PE	Gal	6
G82782PE	GlcNAc	5
G82782PE	Hex	9
G82782PE	HexNAc	5
G82782PE	Man	3
G82789VD	*	2
G82789VD	Xxx	2
G82790IO	*	5
G82790IO	Gal	2
G82790IO	GalNAc	1
G82790IO	GlcNAc	2
G82790IO	Hex	2
G82790IO	HexNAc	3
G82790IO	S	1
G82792SO	*	3
G82792SO	Fuc	1
G82792SO	GlcNAc	1
G82792SO	HexNAc	1
G82792SO	Pent	1
G82792SO	dHex	1
G82801BP	*	6
G82801BP	Hex	3
G82801BP	HexNAc	1
G82801BP	NeuAc	2
G82801BP	Sia	2
G82801WV	*	18
G82801WV	Fuc	1
G82801WV	Gal	4
G82801WV	GlcNAc	6
G82801WV	Hex	7
G82801WV	HexNAc	6
G82801WV	Man	3
G82801WV	NeuAc	4
G82801WV	Sia	4
G82801WV	dHex	1
G82802AE	*	13
G82802AE	Fuc	1
G82802AE	Gal	4
G82802AE	GlcNAc	5
G82802AE	Hex	7
G82802AE	HexNAc	5
G82802AE	Man	3
G82802AE	dHex	1
G82805SS	*	6
G82805SS	Gal	2
G82805SS	GalNAc	1
G82805SS	GlcA	1
G82805SS	Hex	2
G82805SS	HexA	1
G82805SS	HexNAc	1
G82805SS	Pent	1
G82805SS	Xxx	1
G82805SS	Xyl	1
G82805SS	aldi	1
G82808IO	*	4
G82808IO	Hex	2
G82808IO	HexNAc	1
G82808IO	Xxx	1
G82811EP	*	12
G82811EP	Gal	3
G82811EP	GlcNAc	5
G82811EP	Hex	6
G82811EP	HexNAc	5
G82811EP	Man	3
G82811EP	NeuAc	1
G82811EP	S	1
G82811EP	Sia	1
G82815IT	*	9
G82815IT	Gal	2
G82815IT	GalNAc	1
G82815IT	Glc	1
G82815IT	Hex	3
G82815IT	HexNAc	1
G82815IT	NeuAc	5
G82815IT	Sia	5
G82816UD	*	6
G82816UD	Gal	2
G82816UD	GalNAc	2
G82816UD	GlcNAc	1
G82816UD	Hex	2
G82816UD	HexNAc	3
G82816UD	NeuAc	1
G82816UD	Sia	1
G82822AN	*	6
G82822AN	Fuc	2
G82822AN	Gal	2
G82822AN	GalNAc	1
G82822AN	GlcNAc	1
G82822AN	Hex	2
G82822AN	HexNAc	2
G82822AN	dHex	2
G82823JF	*	15
G82823JF	Fuc	1
G82823JF	Gal	3
G82823JF	GlcNAc	5
G82823JF	Hex	6
G82823JF	HexNAc	5
G82823JF	Man	3
G82823JF	NeuAc	3
G82823JF	Sia	3
G82823JF	dHex	1
G82829MF	*	9
G82829MF	GlcNAc	6
G82829MF	Hex	3
G82829MF	HexNAc	6
G82829MF	Man	3
G82830MN	*	12
G82830MN	Hex	6
G82830MN	HexNAc	4
G82830MN	NeuAc	1
G82830MN	Sia	1
G82830MN	dHex	1
G82831RJ	*	6
G82831RJ	Gal	2
G82831RJ	GalNAc	1
G82831RJ	GlcNAc	2
G82831RJ	Hex	2
G82831RJ	HexNAc	3
G82831RJ	NeuAc	1
G82831RJ	S	1
G82831RJ	Sia	1
G82831RR	*	5
G82831RR	Gal	1
G82831RR	GalNAc	1
G82831RR	Glc	1
G82831RR	Hex	2
G82831RR	HexNAc	1
G82831RR	NeuAc	2
G82831RR	Sia	2
G82841UV	*	11
G82841UV	Gal	1
G82841UV	GalNAc	1
G82841UV	GlcNAc	4
G82841UV	GlcNAc+aldi	1
G82841UV	Hex	4
G82841UV	HexNAc	5
G82841UV	HexNAc+aldi	1
G82841UV	Man	3
G82841UV	NeuAc	2
G82841UV	Sia	2
G82841UV	aldi	1
G82845MH	*	15
G82845MH	Gal	4
G82845MH	GlcNAc	6
G82845MH	Hex	7
G82845MH	HexNAc	6
G82845MH	Man	3
G82845MH	NeuAc	2
G82845MH	Sia	2
G82847HG	*	14
G82847HG	Gal	3
G82847HG	GlcNAc	5
G82847HG	Hex	6
G82847HG	HexNAc	5
G82847HG	Man	3
G82847HG	NeuAc	3
G82847HG	Sia	3
G82849DC	*	3
G82849DC	Glc	1
G82849DC	Hex	1
G82849DC	Pent	2
G82850PC	*	6
G82850PC	Gal	3
G82850PC	GlcNAc	1
G82850PC	Hex	3
G82850PC	HexNAc	1
G82850PC	NeuAc	2
G82850PC	Sia	2
G82851XG	*	13
G82851XG	Fuc	1
G82851XG	Hex	6
G82851XG	HexNAc	4
G82851XG	NeuAc	2
G82851XG	Sia	2
G82851XG	dHex	1
G82853JW	*	6
G82853JW	Fuc	1
G82853JW	Gal	2
G82853JW	GalNAc	1
G82853JW	GlcNAc	1
G82853JW	Hex	2
G82853JW	HexNAc	2
G82853JW	NeuAc	1
G82853JW	S	1
G82853JW	Sia	1
G82853JW	dHex	1
G82853YO	*	13
G82853YO	Gal	4
G82853YO	GlcNAc	6
G82853YO	Hex	7
G82853YO	HexNAc	6
G82853YO	Man	3
G82854VG	*	12
G82854VG	Gal	3
G82854VG	GlcNAc	5
G82854VG	Hex	6
G82854VG	HexNAc	5
G82854VG	Man	3
G82854VG	NeuAc	1
G82854VG	Sia	1
G82858KU	*	6
G82858KU	Fuc	1
G82858KU	Gal	2
G82858KU	GalNAc	1
G82858KU	Glc	1
G82858KU	GlcNAc	1
G82858KU	Hex	3
G82858KU	HexNAc	2
G82858KU	dHex	1
G82861UH	*	9
G82861UH	GlcNAc	6
G82861UH	Hex	3
G82861UH	HexNAc	6
G82861UH	Man	3
G82862JX	*	7
G82862JX	Gal	2
G82862JX	GalNAc	1
G82862JX	GlcNAc	2
G82862JX	Hex	2
G82862JX	HexNAc	3
G82862JX	NeuAc	2
G82862JX	Sia	2
G82864KM	*	16
G82864KM	Fuc	1
G82864KM	Gal	4
G82864KM	GlcNAc	6
G82864KM	Hex	7
G82864KM	HexNAc	6
G82864KM	Man	3
G82864KM	NeuAc	2
G82864KM	Sia	2
G82864KM	dHex	1
G82865BT	*	11
G82865BT	Gal	2
G82865BT	GlcNAc	5
G82865BT	Hex	5
G82865BT	HexNAc	5
G82865BT	Man	3
G82865BT	NeuAc	1
G82865BT	Sia	1
G82868EL	*	15
G82868EL	Fuc	1
G82868EL	Gal	5
G82868EL	GlcNAc	5
G82868EL	Hex	8
G82868EL	HexNAc	5
G82868EL	Man	3
G82868EL	NeuGc	1
G82868EL	Sia	1
G82868EL	dHex	1
G82868SO	*	11
G82868SO	Gal	2
G82868SO	GlcNAc	4
G82868SO	Hex	5
G82868SO	HexNAc	4
G82868SO	Man	3
G82868SO	NeuAc	2
G82868SO	Sia	2
G82869YD	*	9
G82869YD	Fuc	2
G82869YD	Gal	3
G82869YD	Glc	1
G82869YD	GlcNAc	2
G82869YD	Hex	4
G82869YD	HexNAc	2
G82869YD	NeuAc	1
G82869YD	Sia	1
G82869YD	dHex	2
G82871IM	*	13
G82871IM	Fuc	2
G82871IM	Gal	2
G82871IM	GalNAc	1
G82871IM	GlcNAc	5
G82871IM	Hex	5
G82871IM	HexNAc	6
G82871IM	Man	3
G82871IM	dHex	2
G82878DH	*	9
G82878DH	Fuc	1
G82878DH	GlcNAc	3
G82878DH	Hex	3
G82878DH	HexNAc	5
G82878DH	Man	3
G82878DH	dHex	1
G82879RY	*	10
G82879RY	Fuc	1
G82879RY	Gal	1
G82879RY	GalNAc	1
G82879RY	GlcNAc	4
G82879RY	Hex	4
G82879RY	HexNAc	5
G82879RY	Man	3
G82879RY	S	2
G82879RY	dHex	1
G82881HF	*	6
G82881HF	Fuc	1
G82881HF	Gal	3
G82881HF	GalNAc	1
G82881HF	GlcNAc	1
G82881HF	Hex	3
G82881HF	HexNAc	2
G82881HF	dHex	1
G82886WI	*	9
G82886WI	Fuc	1
G82886WI	GalNAc	1
G82886WI	GlcNAc	4
G82886WI	Hex	3
G82886WI	HexNAc	5
G82886WI	Man	3
G82886WI	dHex	1
G82887CX	*	9
G82887CX	GlcNAc	2
G82887CX	Hex	7
G82887CX	HexNAc	2
G82887CX	Man	7
G82889XG	*	13
G82889XG	Fuc	3
G82889XG	Gal	2
G82889XG	GlcNAc	5
G82889XG	Hex	5
G82889XG	HexNAc	5
G82889XG	Man	3
G82889XG	dHex	3
G82893NF	*	7
G82893NF	Gal	1
G82893NF	GlcNAc	2
G82893NF	Hex	5
G82893NF	HexNAc	2
G82893NF	Man	4
G82893ZY	*	3
G82893ZY	Glc	3
G82893ZY	Hex	3
G82894XV	*	16
G82894XV	Fuc	1
G82894XV	Gal	4
G82894XV	GalNAc	1
G82894XV	GlcNAc	6
G82894XV	Hex	7
G82894XV	HexNAc	7
G82894XV	Man	3
G82894XV	NeuAc	1
G82894XV	S	3
G82894XV	Sia	1
G82894XV	dHex	1
G82901MT	*	12
G82901MT	GlcNAc	2
G82901MT	Hex	5
G82901MT	HexNAc	5
G82901MT	Man	3
G82901MT	NeuAc	1
G82901MT	Sia	1
G82901MT	dHex	1
G82903VK	*	19
G82903VK	Gal	5
G82903VK	GlcNAc	7
G82903VK	Hex	8
G82903VK	HexNAc	7
G82903VK	Man	3
G82903VK	NeuAc	4
G82903VK	Sia	4
G82905LJ	*	6
G82905LJ	Gal	2
G82905LJ	Glc	1
G82905LJ	GlcNAc	1
G82905LJ	Hex	3
G82905LJ	HexNAc	1
G82905LJ	NeuAc	1
G82905LJ	Sia	1
G82905LJ	Xxx	1
G82909UF	*	1
G82909UF	Gal	1
G82909UF	Hex	1
G82909UF	S	1
G82913AR	*	5
G82913AR	Gal	3
G82913AR	GalNAc	1
G82913AR	GalNAc+aldi	1
G82913AR	GlcNAc	1
G82913AR	Hex	3
G82913AR	HexNAc	2
G82913AR	HexNAc+aldi	1
G82913AR	aldi	1
G82917RE	*	9
G82917RE	Fuc	1
G82917RE	Gal	1
G82917RE	GlcNAc	3
G82917RE	Hex	4
G82917RE	HexNAc	3
G82917RE	Man	3
G82917RE	NeuAc	1
G82917RE	Sia	1
G82917RE	dHex	1
G82920UX	*	17
G82920UX	Fuc	4
G82920UX	Gal	4
G82920UX	GlcNAc	6
G82920UX	GlcNAc+aldi	1
G82920UX	Hex	7
G82920UX	HexNAc	6
G82920UX	HexNAc+aldi	1
G82920UX	Man	3
G82920UX	aldi	1
G82920UX	dHex	4
G82921XU	*	10
G82921XU	GalNAc	1
G82921XU	GlcNAc	5
G82921XU	Hex	3
G82921XU	HexNAc	6
G82921XU	Man	3
G82921XU	NeuAc	1
G82921XU	Sia	1
G82924BW	*	18
G82924BW	Fuc	1
G82924BW	Gal	5
G82924BW	GlcNAc	7
G82924BW	Hex	8
G82924BW	HexNAc	7
G82924BW	Man	3
G82924BW	NeuAc	2
G82924BW	Sia	2
G82924BW	dHex	1
G82930TB	*	4
G82930TB	Hex	3
G82930TB	HexNAc	1
G82935CH	*	5
G82935CH	Fuc	1
G82935CH	Gal	2
G82935CH	Glc	1
G82935CH	GlcNAc	1
G82935CH	Hex	3
G82935CH	HexNAc	1
G82935CH	dHex	1
G82938YL	*	15
G82938YL	Fuc	2
G82938YL	Gal	4
G82938YL	GlcNAc	5
G82938YL	Hex	7
G82938YL	HexNAc	5
G82938YL	Man	3
G82938YL	NeuGc	1
G82938YL	Sia	1
G82938YL	dHex	2
G82941PA	*	8
G82941PA	GlcNAc	4
G82941PA	Hex	4
G82941PA	HexNAc	4
G82941PA	Man	4
G82942ZJ	*	9
G82942ZJ	Fuc	1
G82942ZJ	GlcNAc	3
G82942ZJ	Hex	5
G82942ZJ	HexNAc	3
G82942ZJ	Man	5
G82942ZJ	dHex	1
G82945RR	*	9
G82945RR	Gal	2
G82945RR	GlcNAc	4
G82945RR	Hex	5
G82945RR	HexNAc	4
G82945RR	Man	3
G82947LB	*	3
G82947LB	GalNAc	2
G82947LB	GalNAc+aldi	1
G82947LB	HexNAc	2
G82947LB	HexNAc+aldi	1
G82947LB	NeuAc	1
G82947LB	Sia	1
G82947LB	aldi	1
G82950HY	*	3
G82950HY	Gal	1
G82950HY	GalNAc	1
G82950HY	GlcNAc	1
G82950HY	Hex	1
G82950HY	HexNAc	2
G82952OK	*	6
G82952OK	Fuc	1
G82952OK	Gal	2
G82952OK	GalNAc	1
G82952OK	GlcNAc	1
G82952OK	Hex	2
G82952OK	HexNAc	2
G82952OK	NeuAc	1
G82952OK	S	1
G82952OK	Sia	1
G82952OK	dHex	1
G82953UJ	*	6
G82953UJ	GlcNAc	3
G82953UJ	Hex	3
G82953UJ	HexNAc	3
G82953UJ	Man	3
G82954PR	*	12
G82954PR	Fuc	3
G82954PR	Gal	2
G82954PR	GlcNAc	4
G82954PR	Hex	5
G82954PR	HexNAc	4
G82954PR	Man	3
G82954PR	dHex	3
G82955EQ	*	11
G82955EQ	Fuc	1
G82955EQ	Gal	3
G82955EQ	GlcNAc	4
G82955EQ	Hex	6
G82955EQ	HexNAc	4
G82955EQ	Man	3
G82955EQ	dHex	1
G82955GG	*	12
G82955GG	Fuc	2
G82955GG	Gal	1
G82955GG	GlcNAc	5
G82955GG	Hex	4
G82955GG	HexNAc	5
G82955GG	Man	3
G82955GG	NeuAc	1
G82955GG	Sia	1
G82955GG	dHex	2
G82955US	*	3
G82955US	Gal	1
G82955US	GalNAc	1
G82955US	GlcNAc	1
G82955US	Hex	1
G82955US	HexNAc	2
G82955US	S	1
G82960NC	*	3
G82960NC	Gal	2
G82960NC	Glc	1
G82960NC	Hex	3
G82971GZ	*	1
G82971GZ	dHex	1
G82977OF	*	10
G82977OF	Fuc	1
G82977OF	Gal	2
G82977OF	GlcNAc	4
G82977OF	Hex	5
G82977OF	HexNAc	4
G82977OF	Man	3
G82977OF	dHex	1
G82981QF	*	5
G82981QF	Hex	5
G82981QF	Man	5
G82985VK	*	9
G82985VK	Hex	8
G82985VK	HexNAc	1
G82986KC	*	5
G82986KC	Fuc	1
G82986KC	GlcNAc	2
G82986KC	Hex	2
G82986KC	HexNAc	2
G82986KC	Man	2
G82986KC	dHex	1
G82986ZQ	*	4
G82986ZQ	HexN	1
G82986ZQ	Xxx	3
G82987BA	*	3
G82987BA	Gal	1
G82987BA	GalNAc	1
G82987BA	GalNAc+aldi	1
G82987BA	GlcNAc	1
G82987BA	Hex	1
G82987BA	HexNAc	2
G82987BA	HexNAc+aldi	1
G82987BA	aldi	1
G82989LK	*	18
G82989LK	Fuc	1
G82989LK	Gal	8
G82989LK	GlcNAc	6
G82989LK	GlcNAc+aldi	1
G82989LK	Hex	11
G82989LK	HexNAc	6
G82989LK	HexNAc+aldi	1
G82989LK	Man	3
G82989LK	aldi	1
G82989LK	dHex	1
G83001FQ	*	7
G83001FQ	Glc	1
G83001FQ	GlcNAc	1
G83001FQ	Hex	6
G83001FQ	HexNAc	1
G83001FQ	Man	5
G83001IJ	*	10
G83001IJ	Fuc	1
G83001IJ	GalNAc	2
G83001IJ	GlcNAc	4
G83001IJ	Hex	3
G83001IJ	HexNAc	6
G83001IJ	Man	3
G83001IJ	dHex	1
G83002CK	*	11
G83002CK	Gal	2
G83002CK	GalNAc	1
G83002CK	GlcNAc	5
G83002CK	Hex	5
G83002CK	HexNAc	6
G83002CK	Man	3
G83003HU	*	2
G83003HU	Gal	1
G83003HU	GlcNAc	1
G83003HU	Hex	1
G83003HU	HexNAc	1
G83003HU	S	2
G83006TR	*	8
G83006TR	Gal	1
G83006TR	GlcNAc	4
G83006TR	Hex	4
G83006TR	HexNAc	4
G83006TR	Man	3
G83007AG	*	8
G83007AG	Gal	1
G83007AG	GlcNAc	3
G83007AG	Hex	4
G83007AG	HexNAc	3
G83007AG	Man	3
G83007AG	NeuAc	1
G83007AG	Sia	1
G83009HN	*	3
G83009HN	GalNAc	1
G83009HN	GlcNAc	2
G83009HN	HexNAc	3
G83009TH	*	18
G83009TH	Fuc	1
G83009TH	Gal	4
G83009TH	GlcNAc	6
G83009TH	Hex	7
G83009TH	HexNAc	6
G83009TH	Man	3
G83009TH	NeuAc	4
G83009TH	Sia	4
G83009TH	dHex	1
G83010IY	*	4
G83010IY	Gal	2
G83010IY	GlcNAc	1
G83010IY	Hex	2
G83010IY	HexNAc	1
G83010IY	NeuAc	1
G83010IY	Sia	1
G83014KM	*	13
G83014KM	Hex	8
G83014KM	HexNAc	5
G83022ZQ	*	11
G83022ZQ	Fuc	1
G83022ZQ	Gal	2
G83022ZQ	GlcNAc	4
G83022ZQ	Hex	5
G83022ZQ	HexNAc	4
G83022ZQ	Man	3
G83022ZQ	NeuAc	1
G83022ZQ	S	1
G83022ZQ	Sia	1
G83022ZQ	dHex	1
G83029JC	*	10
G83029JC	Fuc	1
G83029JC	Gal	1
G83029JC	GalNAc	1
G83029JC	GlcNAc	4
G83029JC	Hex	4
G83029JC	HexNAc	5
G83029JC	Man	3
G83029JC	S	1
G83029JC	dHex	1
G83029YY	*	11
G83029YY	Fuc	1
G83029YY	Gal	1
G83029YY	GlcNAc	4
G83029YY	Hex	5
G83029YY	HexNAc	4
G83029YY	Man	4
G83029YY	NeuGc	1
G83029YY	Sia	1
G83029YY	dHex	1
G83031QK	*	6
G83031QK	Gal	2
G83031QK	GalNAc	1
G83031QK	GlcA	2
G83031QK	Hex	2
G83031QK	HexA	2
G83031QK	HexNAc	1
G83031QK	Pent	1
G83031QK	Xyl	1
G83035RI	*	17
G83035RI	Hex	9
G83035RI	HexNAc	8
G83035SR	*	6
G83035SR	Hex	2
G83035SR	HexA	1
G83035SR	HexNAc	1
G83035SR	S	1
G83035SR	Xxx	2
G83037OI	*	14
G83037OI	Gal	3
G83037OI	GalNAc	1
G83037OI	GlcNAc	4
G83037OI	Hex	6
G83037OI	HexNAc	5
G83037OI	Man	3
G83037OI	NeuAc	3
G83037OI	Sia	3
G83042PP	*	3
G83042PP	Gal	2
G83042PP	Glc	1
G83042PP	Hex	3
G83043MX	*	9
G83043MX	Fuc	1
G83043MX	GalNAc	1
G83043MX	GlcNAc	3
G83043MX	Hex	4
G83043MX	HexNAc	4
G83043MX	Man	4
G83043MX	dHex	1
G83046XL	*	9
G83046XL	Fuc	1
G83046XL	GalNAc	1
G83046XL	GlcNAc	4
G83046XL	GlcNAc+aldi	1
G83046XL	Hex	3
G83046XL	HexNAc	5
G83046XL	HexNAc+aldi	1
G83046XL	Man	3
G83046XL	S	1
G83046XL	aldi	1
G83046XL	dHex	1
G83048DI	*	13
G83048DI	Fuc	1
G83048DI	Gal	3
G83048DI	GlcNAc	5
G83048DI	Hex	6
G83048DI	HexNAc	5
G83048DI	Man	3
G83048DI	NeuAc	1
