GlyTouCanAccession	ChEBIAccession
G72002FC	CHEBI:153259
G72006FF	CHEBI:153262
G72018SI	CHEBI:153264
G72025CC	CHEBI:153266
G72046TZ	CHEBI:153268
G72060BE	CHEBI:153270
G72070EH	CHEBI:153271
G72078OX	CHEBI:157272
G72079JG	CHEBI:132523
G72079JG	CHEBI:134005
G72079JG	CHEBI:145630
G72082VM	CHEBI:153273
G72085DL	CHEBI:153276
G72103RY	CHEBI:132517
G72103RY	CHEBI:133999
G72103RY	CHEBI:145631
G72103RY	CHEBI:59088
G72108VJ	CHEBI:153277
G72112RK	CHEBI:153280
G72131JM	CHEBI:153282
G72156VX	CHEBI:153284
G72167HH	CHEBI:153286
G72180YS	CHEBI:153287
G72199XR	CHEBI:153291
G72214YD	CHEBI:153293
G72229WI	CHEBI:153297
G72260GO	CHEBI:153299
G72272ID	CHEBI:153300
G72287LC	CHEBI:153304
G72301HA	CHEBI:153307
G72304KR	CHEBI:153308
G72317JJ	CHEBI:153310
G72334XM	CHEBI:153312
G72348PK	CHEBI:153317
G72353NN	CHEBI:153319
G72356JA	CHEBI:153321
G72356VO	CHEBI:153323
G72369ZI	CHEBI:153324
G72373YW	CHEBI:153327
G72379PC	CHEBI:153328
G72395MI	CHEBI:153330
G72428ZU	CHEBI:62191
G72444XQ	CHEBI:153340
G72446TS	CHEBI:153341
G72460OS	CHEBI:153343
G72478OJ	CHEBI:153345
G72490CF	CHEBI:153347
G72504FH	CHEBI:87201
G72506RN	CHEBI:60596
G72513YL	CHEBI:153349
G72525MD	CHEBI:153352
G72526DQ	CHEBI:153353
G72527VN	CHEBI:153357
G72548RZ	CHEBI:132301
G72548RZ	CHEBI:41539
G72548RZ	CHEBI:45644
G72548RZ	CHEBI:60361
G72548RZ	CHEBI:60366
G72548RZ	CHEBI:60372
G72548RZ	CHEBI:65148
G72548RZ	CHEBI:75959
G72548RZ	CHEBI:75961
G72548RZ	CHEBI:75964
G72548RZ	CHEBI:75973
G72548RZ	CHEBI:75974
G72548RZ	CHEBI:76066
G72548RZ	CHEBI:76067
G72548RZ	CHEBI:76069
G72548RZ	CHEBI:76098
G72557NR	CHEBI:153361
G72576LG	CHEBI:153363
G72580QS	CHEBI:153366
G72587UU	CHEBI:153367
G72601EC	CHEBI:153369
G72618IM	CHEBI:153371
G72620YF	CHEBI:153374
G72632JH	CHEBI:153375
G72647JE	CHEBI:153377
G72647WK	CHEBI:153379
G72656BW	CHEBI:153381
G72662IG	CHEBI:153382
G72672CX	CHEBI:153384
G72692DY	CHEBI:153387
G72701VD	CHEBI:157592
G72709KO	CHEBI:153390
G72725CZ	CHEBI:153397
G72729HN	CHEBI:153398
G72735TB	CHEBI:153400
G72739GY	CHEBI:192278
G72745SQ	CHEBI:153402
G72748AQ	CHEBI:153404
G72758WN	CHEBI:153407
G72778GD	CHEBI:153409
G72790LD	CHEBI:153411
G72806VZ	CHEBI:153413
G72821WX	CHEBI:153415
G72822QF	CHEBI:68585
G72824HL	CHEBI:153418
G72825VD	CHEBI:153419
G72840IQ	CHEBI:153421
G72851IY	CHEBI:153423
G72900AG	CHEBI:153425
G72904OZ	CHEBI:153427
G72905QH	CHEBI:153429
G72914LC	CHEBI:153431
G72919IM	CHEBI:153434
G72929XF	CHEBI:156964
G72935OW	CHEBI:61173
G72952WX	CHEBI:153436
G72954XC	CHEBI:153437
G72969FM	CHEBI:153439
G72974NP	CHEBI:153441
G72992IV	CHEBI:153443
G72999QD	CHEBI:153445
G73019DE	CHEBI:153447
G73051OD	CHEBI:153449
G73077PR	CHEBI:72472
G73108NW	CHEBI:62156
G73108NW	CHEBI:62951
G73111YU	CHEBI:153453
G73117MG	CHEBI:153454
G73136IM	CHEBI:153458
G73148EP	CHEBI:153460
G73161ZQ	CHEBI:153462
G73162UU	CHEBI:153464
G73184QR	CHEBI:153466
G73234BV	CHEBI:53019
G73251IT	CHEBI:153470
G73257RC	CHEBI:153472
G73271AZ	CHEBI:153473
G73271MD	CHEBI:153476
G73276UD	CHEBI:153477
G73288YX	CHEBI:153480
G73293TU	CHEBI:71459
G73323CO	CHEBI:153484
G73330CF	CHEBI:157343
G73348SI	CHEBI:153486
G73365KM	CHEBI:153487
G73367DT	CHEBI:153489
G73381RY	CHEBI:153493
G73414PZ	CHEBI:153495
G73418FX	CHEBI:153496
G73466QZ	CHEBI:153500
G73487JY	CHEBI:153503
G73492AT	CHEBI:153505
G73507OY	CHEBI:153510
G73514DN	CHEBI:153513
G73528EG	CHEBI:153516
G73540DV	CHEBI:153518
G73545YE	CHEBI:145889
G73545YE	CHEBI:15696
G73545YE	CHEBI:59985
G73548IN	CHEBI:153520
G73567NI	CHEBI:153522
G73576JR	CHEBI:153524
G73578JC	CHEBI:17725
G73578JC	CHEBI:60040
G73580JT	CHEBI:153527
G73582RP	CHEBI:153528
G73590LE	CHEBI:153530
G73599GW	CHEBI:153532
G73622RM	CHEBI:153534
G73628VX	CHEBI:157223
G73646HZ	CHEBI:71340
G73654UN	CHEBI:153536
G73658SZ	CHEBI:153538
G73660NF	CHEBI:153540
G73663PS	CHEBI:153541
G73663RH	CHEBI:153544
G73683LQ	CHEBI:153545
G73698CD	CHEBI:153547
G73703YI	CHEBI:90182
G73708UL	CHEBI:153550
G73723ZY	CHEBI:85893
G73749NK	CHEBI:3524
G73753UM	CHEBI:153556
G73760YR	CHEBI:153558
G73866ZM	CHEBI:153587
G73869CT	CHEBI:153589
G73873TD	CHEBI:153593
G73889ZZ	CHEBI:166877
G73889ZZ	CHEBI:16883
G73896IF	CHEBI:153599
G73907EX	CHEBI:153602
G73907HE	CHEBI:153605
G73913LV	CHEBI:153607
G73922BY	CHEBI:153611
G73930BC	CHEBI:153613
G73932YR	CHEBI:170006
G73946HM	CHEBI:153616
G73971ME	CHEBI:71053
G73976WL	CHEBI:153623
G73977MF	CHEBI:153629
G73979OI	CHEBI:153632
G73991ZU	CHEBI:153635
G74004KO	CHEBI:153641
G74012OU	CHEBI:157119
G74026TS	CHEBI:153647
G74049SP	CHEBI:153653
G74053IC	CHEBI:153656
G74054RO	CHEBI:153659
G74074HU	CHEBI:153662
G74090KZ	CHEBI:153665
G74102VO	CHEBI:153668
G74107UT	CHEBI:157086
G74108SG	CHEBI:78280
G74111MH	CHEBI:153671
G74121RX	CHEBI:156694
G74121RX	CHEBI:61730
G74121YX	CHEBI:157103
G74130TT	CHEBI:153677
G74139OM	CHEBI:173279
G74154RA	CHEBI:153680
G74193ZC	CHEBI:153684
G74238CC	CHEBI:153687
G74248TD	CHEBI:153689
G74254SE	CHEBI:153693
G74286KY	CHEBI:157019
G74290AC	CHEBI:153698
G74293NX	CHEBI:71585
G74325TG	CHEBI:87816
G74344PA	CHEBI:153705
G74351TO	CHEBI:145632
G74351TO	CHEBI:65974
G74353FF	CHEBI:232506
G74353FF	CHEBI:62486
G74364UH	CHEBI:153711
G74369SL	CHEBI:153713
G74378SU	CHEBI:157178
G74388OG	CHEBI:153717
G74394BJ	CHEBI:153720
G74396CO	CHEBI:153724
G74399NJ	CHEBI:153727
G74429DV	CHEBI:153730
G74459BD	CHEBI:153736
G74484ON	CHEBI:153742
G74485TG	CHEBI:153745
G74491LU	CHEBI:153749
G74497TS	CHEBI:157531
G74498IP	CHEBI:153752
G74537VZ	CHEBI:153757
G74541EU	CHEBI:153765
G74553FZ	CHEBI:153768
G74556OQ	CHEBI:16405
G74556OQ	CHEBI:6559
G74556OQ	CHEBI:6628
G74556OQ	CHEBI:77153
G74556OQ	CHEBI:77490
G74556OQ	CHEBI:81219
G74556OQ	CHEBI:88354
G74560AG	CHEBI:153774
G74571ZF	CHEBI:153777
G74578MX	CHEBI:153783
G74609HP	CHEBI:62529
G74621DY	CHEBI:17716
G74624JM	CHEBI:157419
G74632FV	CHEBI:156798
G74642TI	CHEBI:153789
G74645FT	CHEBI:153792
G74654HX	CHEBI:153797
G74656GM	CHEBI:153799
G74660KQ	CHEBI:153803
G74665CH	CHEBI:153806
G74665DT	CHEBI:145633
G74665DT	CHEBI:31744
G74665DT	CHEBI:32083
G74667MS	CHEBI:153807
G74668VC	CHEBI:63116
G74673OI	CHEBI:153811
G74683SL	CHEBI:153815
G74701OU	CHEBI:157480
G74709RD	CHEBI:68673
G74710AD	CHEBI:153817
G74716XL	CHEBI:153821
G74724PV	CHEBI:53484
G74739IT	CHEBI:153824
G74758HW	CHEBI:153826
G74780ZE	CHEBI:61620
G74782FR	CHEBI:153829
G74790FN	CHEBI:153833
G74793LO	CHEBI:153834
G74813AM	CHEBI:153839
G74814JR	CHEBI:153840
G74819JH	CHEBI:153844
G74823CH	CHEBI:153847
G74840NI	CHEBI:17624
G74840NI	CHEBI:27857
G74840NI	CHEBI:28563
G74840NI	CHEBI:37656
G74840NI	CHEBI:58211
G74840NI	CHEBI:59413
G74840NI	CHEBI:59573
G74840NI	CHEBI:59631
G74840NI	CHEBI:60416
G74840NI	CHEBI:60417
G74840NI	CHEBI:60418
G74840NI	CHEBI:60420
G74840NI	CHEBI:60422
G74840NI	CHEBI:60435
G74840NI	CHEBI:61808
G74840NI	CHEBI:64306
G74840NI	CHEBI:65156
G74840NI	CHEBI:65158
G74840NI	CHEBI:65160
G74840NI	CHEBI:65163
G74840NI	CHEBI:65167
G74840NI	CHEBI:77485
G74840NI	CHEBI:77487
G74840NI	CHEBI:80962
G74840NI	CHEBI:85129
G74840NI	CHEBI:90147
G74861PZ	CHEBI:153857
G74862XX	CHEBI:153860
G74895VX	CHEBI:153863
G74916CC	CHEBI:153872
G74917JV	CHEBI:157368
G74917JX	CHEBI:61332
G74922DZ	CHEBI:153875
G74933IS	CHEBI:153882
G74949YP	CHEBI:153887
G74960IM	CHEBI:145635
G74960IM	CHEBI:73991
G74960IM	CHEBI:74040
G74990OY	CHEBI:153890
G75016JB	CHEBI:153894
G75016TO	CHEBI:153895
G75022UP	CHEBI:153899
G75030WH	CHEBI:153902
G75031VE	CHEBI:153906
G75032PM	CHEBI:156915
G75039HL	CHEBI:157258
G75043SA	CHEBI:153909
G75057NM	CHEBI:153915
G75087EW	CHEBI:153919
G75088WI	CHEBI:153922
G75096PE	CHEBI:153926
G75097MF	CHEBI:153929
G75113PZ	CHEBI:153935
G75120WS	CHEBI:153937
G75121VU	CHEBI:157098
G75128XG	CHEBI:153939
G75129FO	CHEBI:153943
G75171WW	CHEBI:157354
G75178DV	CHEBI:153945
G75187XY	CHEBI:153951
G75188JR	CHEBI:153954
G75197HN	CHEBI:153957
G75206XT	CHEBI:62275
G75242TK	CHEBI:153966
G75249KK	CHEBI:153968
G75253HW	CHEBI:153971
G75277CR	CHEBI:153977
G75291AO	CHEBI:153983
G75306VL	CHEBI:153987
G75309AH	CHEBI:153991
G75312YG	CHEBI:153995
G75339KH	CHEBI:154001
G75359HS	CHEBI:154007
G75368SG	CHEBI:154013
G75389LS	CHEBI:154019
G75389VS	CHEBI:87533
G75398ZA	CHEBI:154023
G75411YK	CHEBI:154026
G75442EJ	CHEBI:60945
G75447SI	CHEBI:154031
G75461SV	CHEBI:154036
G75465YX	CHEBI:154040
G75472OU	CHEBI:71350
G75483SB	CHEBI:154049
G75485SI	CHEBI:154052
G75488YU	CHEBI:154055
G75498KM	CHEBI:154059
G75501QM	CHEBI:154061
G75529LE	CHEBI:157413
G75541CW	CHEBI:154064
G75547TX	CHEBI:154067
G75549SI	CHEBI:154074
G75553PU	CHEBI:154077
G75564FK	CHEBI:157298
G75565BZ	CHEBI:154080
G75571YN	CHEBI:154086
G75584CC	CHEBI:154089
G75584LU	CHEBI:149476
G75586OT	CHEBI:154094
G75599HG	CHEBI:154099
G75601KW	CHEBI:154102
G75602LX	CHEBI:154105
G75661XS	CHEBI:154111
G75671DO	CHEBI:154116
G75687SF	CHEBI:154118
G75692CR	CHEBI:154121
G75692HU	CHEBI:173276
G75705TH	CHEBI:154127
G75709RV	CHEBI:154130
G75717AV	CHEBI:157066
G75749JP	CHEBI:154135
G75757LG	CHEBI:154138
G75762RH	CHEBI:154142
G75772UP	CHEBI:154144
G75774IN	CHEBI:154147
G75783XI	CHEBI:154149
G75786FQ	CHEBI:154152
G75789AR	CHEBI:72467
G75812MR	CHEBI:154159
G75824WJ	CHEBI:154162
G75850OP	CHEBI:71035
G75865YY	CHEBI:154169
G75872ER	CHEBI:154172
G75873HH	CHEBI:154175
G75896PD	CHEBI:154178
G75902JL	CHEBI:154183
G75903TQ	CHEBI:157583
G75905JY	CHEBI:154187
G75907MC	CHEBI:140842
G75937YG	CHEBI:154190
G75947FL	CHEBI:154193
G75959OB	CHEBI:154196
G75972ZC	CHEBI:154200
G75999PF	CHEBI:154206
G76031FX	CHEBI:157252
G76036GS	CHEBI:154209
G76052RG	CHEBI:154212
G76073CC	CHEBI:154214
G76081OI	CHEBI:154223
G76090NO	CHEBI:154227
G76097GZ	CHEBI:154229
G76104SB	CHEBI:154233
G76136FD	CHEBI:154239
G76154QC	CHEBI:154245
G76195PM	CHEBI:154247
G76234II	CHEBI:157417
G76241TN	CHEBI:154250
G76245RV	CHEBI:154253
G76294XX	CHEBI:154262
G76297JC	CHEBI:154265
G76317AM	CHEBI:157397
G76329VE	CHEBI:157538
G76336UP	CHEBI:167517
G76355TG	CHEBI:60944
G76362LL	CHEBI:87799
G76370EX	CHEBI:62104
G76370WH	CHEBI:154268
G76384QV	CHEBI:154270
G76385PD	CHEBI:154274
G76387IG	CHEBI:154276
G76389HC	CHEBI:154279
G76429IR	CHEBI:154281
G76431SN	CHEBI:154286
G76434UJ	CHEBI:154288
G76439VL	CHEBI:154292
G76456II	CHEBI:157558
G76467YN	CHEBI:154295
G76478FT	CHEBI:154298
G76481US	CHEBI:154301
G76485JE	CHEBI:154303
G76496FO	CHEBI:156940
G76500NB	CHEBI:157181
G76524PQ	CHEBI:154307
G76544YY	CHEBI:154310
G76548SO	CHEBI:154313
G76554SR	CHEBI:154315
G76571JT	CHEBI:45744
G76571JT	CHEBI:58705
G76572KX	CHEBI:156800
G76582OA	CHEBI:153577
G76584SS	CHEBI:153580
G76587WT	CHEBI:153585
G76595RI	CHEBI:61622
G76607YV	CHEBI:71324
G76610HM	CHEBI:153591
G76657BK	CHEBI:153594
G76680HJ	CHEBI:153597
G76684IW	CHEBI:153600
G76703CC	CHEBI:153603
G76705RJ	CHEBI:153606
G76705YY	CHEBI:153609
G76723JB	CHEBI:153615
G76726PJ	CHEBI:153619
G76763LN	CHEBI:153621
G76765QB	CHEBI:153624
G76802PQ	CHEBI:153628
G76807JB	CHEBI:153633
G76823GQ	CHEBI:153636
G76837VW	CHEBI:153643
G76844PH	CHEBI:153646
G76873FO	CHEBI:153648
G76878IQ	CHEBI:153652
G76882CO	CHEBI:153655
G76907BP	CHEBI:153658
G76920VG	CHEBI:153661
G76924RW	CHEBI:153663
G76931AL	CHEBI:153667
G76956DJ	CHEBI:153673
G76997PL	CHEBI:153682
G77000EG	CHEBI:157464
G77026KL	CHEBI:153688
G77034SK	CHEBI:157106
G77068RO	CHEBI:156097
G77137FD	CHEBI:153694
G77147RP	CHEBI:153697
G77160RX	CHEBI:153699
G77165VD	CHEBI:153702
G77176DW	CHEBI:157078
G77199IL	CHEBI:157061
G77208XM	CHEBI:153709
G77213YG	CHEBI:153712
G77218JF	CHEBI:153715
G77235BQ	CHEBI:153718
G77252PU	CHEBI:71643
G77285LE	CHEBI:145636
G77285LE	CHEBI:63085
G77326OU	CHEBI:153721
G77339RV	CHEBI:153723
G77344EP	CHEBI:153726
G77350QW	CHEBI:153729
G77351CO	CHEBI:153732
G77365PN	CHEBI:153735
G77372RE	CHEBI:153737
G77379VC	CHEBI:153741
G77384RA	CHEBI:62357
G77395WU	CHEBI:153747
G77419BI	CHEBI:153748
G77426NR	CHEBI:153753
G77426UJ	CHEBI:153754
G77450IW	CHEBI:153759
G77451BX	CHEBI:153760
G77467SI	CHEBI:153763
G77477NL	CHEBI:178088
G77479VH	CHEBI:153770
G77495MG	CHEBI:153779
G77498XG	CHEBI:153781
G77503IE	CHEBI:153784
G77506VJ	CHEBI:157442
G77550KK	CHEBI:153788
G77553BJ	CHEBI:153791
G77554ZE	CHEBI:153793
G77562ZF	CHEBI:152802
G77576IA	CHEBI:153795
G77577HJ	CHEBI:153800
G77593JU	CHEBI:153802
G77608BK	CHEBI:153804
G77608VQ	CHEBI:153808
G77632HJ	CHEBI:153810
G77638EE	CHEBI:153814
G77646FX	CHEBI:153820
G77653XA	CHEBI:153823
G77659VW	CHEBI:153827
G77670FL	CHEBI:153830
G77671SG	CHEBI:153832
G77674IK	CHEBI:153835
G77687SU	CHEBI:153838
G77712UR	CHEBI:153843
G77740PR	CHEBI:153846
G77767GG	CHEBI:153853
G77788QV	CHEBI:153855
G77791EJ	CHEBI:153859
G77824XV	CHEBI:61596
G77845QS	CHEBI:153865
G77865AH	CHEBI:64296
G77900OU	CHEBI:153871
G77901GR	CHEBI:153874
G77915WT	CHEBI:153880
G77922WZ	CHEBI:153883
G77938WM	CHEBI:153889
G77939BF	CHEBI:153892
G77960OV	CHEBI:153896
G77969SU	CHEBI:157300
G77977RG	CHEBI:157117
G77980YT	CHEBI:153901
G77993GH	CHEBI:153905
G78000JX	CHEBI:153907
G78011JO	CHEBI:153913
G78011OA	CHEBI:153918
G78030KJ	CHEBI:153921
G78032JZ	CHEBI:153924
G78059CC	CHEBI:70967
G78061XV	CHEBI:153927
G78074HX	CHEBI:52616
G78074HX	CHEBI:59443
G78074HX	CHEBI:59528
G78074HX	CHEBI:62053
G78074HX	CHEBI:73269
G78082BD	CHEBI:153930
G78098IA	CHEBI:133204
G78098IA	CHEBI:145637
G78106RQ	CHEBI:153933
G78108ZM	CHEBI:153936
G78116WJ	CHEBI:153940
G78121IJ	CHEBI:153944
G78126EU	CHEBI:153947
G78151IM	CHEBI:153950
G78152IS	CHEBI:153952
G78153TS	CHEBI:153955
G78155FK	CHEBI:153958
G78205EV	CHEBI:153967
G78251OV	CHEBI:153970
G78255UI	CHEBI:153973
G78255XL	CHEBI:157474
G78260AJ	CHEBI:53651
G78263DG	CHEBI:157580
G78272DJ	CHEBI:157496
G78279JR	CHEBI:153979
G78280YO	CHEBI:153982
G78297FC	CHEBI:153986
G78306GH	CHEBI:153990
G78315BS	CHEBI:153993
G78317QO	CHEBI:28085
G78325SJ	CHEBI:153996
G78333MH	CHEBI:153999
G78342SP	CHEBI:154005
G78344OG	CHEBI:154009
G78367BV	CHEBI:154012
G78369LH	CHEBI:154015
G78383AV	CHEBI:154018
G78391CU	CHEBI:154021
G78413IP	CHEBI:61621
G78434AN	CHEBI:154024
G78436BB	CHEBI:546807
G78472VV	CHEBI:154027
G78475DU	CHEBI:154032
G78513XO	CHEBI:154039
G78519JI	CHEBI:154042
G78531OX	CHEBI:156621
G78583GC	CHEBI:154053
G78598WI	CHEBI:154056
G78600GX	CHEBI:154058
G78641QJ	CHEBI:154062
G78681QL	CHEBI:156779
G78706CK	CHEBI:65149
G78750JU	CHEBI:154078
G78759HZ	CHEBI:154081
G78759XX	CHEBI:154084
G78768GH	CHEBI:154087
G78768UQ	CHEBI:154090
G78789AJ	CHEBI:154092
G78800HY	CHEBI:143180
G78818SP	CHEBI:90509
G78830IZ	CHEBI:154097
G78842DK	CHEBI:154100
G78885JL	CHEBI:154106
G78885XB	CHEBI:154109
G78890OB	CHEBI:154112
G78894EE	CHEBI:154115
G78902VT	CHEBI:154119
G78908IP	CHEBI:154122
G78915OI	CHEBI:154123
G78918BK	CHEBI:154126
G78926JO	CHEBI:36224
G78928PU	CHEBI:154129
G78945TI	CHEBI:154133
G78955JC	CHEBI:154136
G78956IC	CHEBI:154139
G78959US	CHEBI:72591
G78961ZT	CHEBI:154141
G78980OK	CHEBI:154145
G79017QZ	CHEBI:157535
G79018NX	CHEBI:154153
G79029KQ	CHEBI:154155
G79042KJ	CHEBI:154165
G79044TC	CHEBI:154168
G79045OC	CHEBI:154171
G79083TK	CHEBI:154174
G79089IH	CHEBI:87760
G79094AA	CHEBI:154181
G79099UV	CHEBI:154184
G79127VA	CHEBI:154186
G79137TM	CHEBI:154189
G79168XT	CHEBI:154192
G79172UW	CHEBI:154195
G79198HM	CHEBI:154201
G79202GR	CHEBI:154204
G79211JZ	CHEBI:154207
G79214AG	CHEBI:154210
G79215KX	CHEBI:154213
G79224KH	CHEBI:154219
G79231KU	CHEBI:154222
G79242MX	CHEBI:154225
G79249GP	CHEBI:154232
G79253ZP	CHEBI:154235
G79254LX	CHEBI:156939
G79266IN	CHEBI:154238
G79273IV	CHEBI:152527
G79298QI	CHEBI:154241
G79333MY	CHEBI:44331
G79333MY	CHEBI:62284
G79333MY	CHEBI:73984
G79333MY	CHEBI:74032
G79348ZY	CHEBI:154251
G79349EV	CHEBI:154254
G79351ZW	CHEBI:154257
G79363XM	CHEBI:154260
G79364BI	CHEBI:154263
G79375ZL	CHEBI:154272
G79379XF	CHEBI:154275
G79389NT	CHEBI:59220
G79389NT	CHEBI:60327
G79389NT	CHEBI:78485
G79393HI	CHEBI:195319
G79399YJ	CHEBI:156739
G79404OF	CHEBI:154278
G79414JH	CHEBI:154285
G79436QA	CHEBI:154289
G79446WY	CHEBI:154290
G79475GW	CHEBI:154296
G79518SC	CHEBI:154306
G79520GQ	CHEBI:154308
G79527AC	CHEBI:74010
G79527AC	CHEBI:74098
G79535HZ	CHEBI:61325
G79537QV	CHEBI:154312
G79541AM	CHEBI:84682
G79541AM	CHEBI:84683
G79565XA	CHEBI:157158
G79573BU	CHEBI:154317
G79578JB	CHEBI:153574
G79589KU	CHEBI:153575
G79605VZ	CHEBI:153578
G79634CE	CHEBI:153583
G79638YU	CHEBI:153586
G79643HZ	CHEBI:153590
G79643VQ	CHEBI:153592
G79691MO	CHEBI:153601
G79694JG	CHEBI:136823
G79702QE	CHEBI:153604
G79713BZ	CHEBI:153608
G79726HB	CHEBI:153610
G79729FH	CHEBI:153614
G79776GW	CHEBI:153620
G79781PS	CHEBI:153622
G79798AT	CHEBI:153625
G79804QG	CHEBI:153631
G79809MM	CHEBI:167504
G79810PX	CHEBI:153637
G79812HO	CHEBI:153639
G79813BK	CHEBI:153642
G79855KD	CHEBI:153649
G79869GI	CHEBI:153651
G79874WM	CHEBI:153654
G79896GR	CHEBI:153660
G79915IB	CHEBI:153664
G79920MY	CHEBI:153670
G79924RM	CHEBI:153675
G79930NT	CHEBI:153678
G79950YS	CHEBI:153681
G79954CG	CHEBI:153683
G79958YT	CHEBI:153686
G79968EZ	CHEBI:157365
G79982EE	CHEBI:153691
G79989ST	CHEBI:153692
G80016QG	CHEBI:153700
G80022XC	CHEBI:156971
G80047AR	CHEBI:153703
G80056SU	CHEBI:175871
G80062GG	CHEBI:85789
G80068SW	CHEBI:153704
G80082VH	CHEBI:153707
G80085KS	CHEBI:153710
G80098ET	CHEBI:153714
G80102MT	CHEBI:156731
G80126GC	CHEBI:71432
G80130IB	CHEBI:153716
G80141XN	CHEBI:62342
G80147HT	CHEBI:153722
G80147LG	CHEBI:153725
G80153HF	CHEBI:153728
G80161SF	CHEBI:153734
G80162ZS	CHEBI:153738
G80163ME	CHEBI:153740
G80176YK	CHEBI:153743
G80180SI	CHEBI:153746
G80193TN	CHEBI:153750
G80200DN	CHEBI:153751
G80202YF	CHEBI:153756
G80218VL	CHEBI:153758
G80228HI	CHEBI:184120
G80243CR	CHEBI:153762
G80251DR	CHEBI:153764
G80281PU	CHEBI:156801
G80291PD	CHEBI:153772
G80296WD	CHEBI:153778
G80298HR	CHEBI:153782
G80308BA	CHEBI:153785
G80310IL	CHEBI:153787
G80319WU	CHEBI:156673
G80355WT	CHEBI:157394
G80384UV	CHEBI:47977
G80384UV	CHEBI:58723
G80384UV	CHEBI:94465
G80384UV	CHEBI:95138
G80393PG	CHEBI:167569
G80398JV	CHEBI:153794
G80415EJ	CHEBI:153796
G80439QE	CHEBI:153805
G80443OV	CHEBI:157563
G80459PR	CHEBI:153809
G80474MG	CHEBI:153812
G80495XF	CHEBI:153819
G80498RN	CHEBI:153822
G80513FH	CHEBI:53464
G80523HD	CHEBI:153828
G80530IL	CHEBI:153831
G80537QW	CHEBI:153836
G80538VG	CHEBI:157322
G80544IB	CHEBI:153837
G80547US	CHEBI:153842
G80554WA	CHEBI:153845
G80566CZ	CHEBI:153848
G80577OW	CHEBI:153851
G80578OK	CHEBI:156601
G80583XN	CHEBI:153852
G80587NA	CHEBI:62276
G80587PF	CHEBI:153856
G80589WZ	CHEBI:59481
G80600IS	CHEBI:153858
G80637VS	CHEBI:153864
G80646QR	CHEBI:153867
G80650PW	CHEBI:153870
G80652ZF	CHEBI:153873
G80654ZK	CHEBI:153876
G80662SX	CHEBI:153878
G80667HT	CHEBI:157433
G80673RX	CHEBI:153881
G80699WY	CHEBI:61306
G80717KS	CHEBI:153884
G80719YH	CHEBI:153888
G80722US	CHEBI:71628
G80738BU	CHEBI:153891
G80756MK	CHEBI:153897
G80796HL	CHEBI:153898
G80812QO	CHEBI:153903
G80812WN	CHEBI:153904
G80829RZ	CHEBI:153908
G80858MF	CHEBI:71327
G80869DX	CHEBI:153911
G80903UK	CHEBI:157021
G80908GL	CHEBI:153914
G80923TV	CHEBI:153917
G80926OA	CHEBI:53453
G80943NY	CHEBI:153920
G80945SX	CHEBI:82675
G80951VR	CHEBI:153923
G80952QT	CHEBI:153925
G80961ME	CHEBI:153928
G80966KZ	CHEBI:71518
G81009UW	CHEBI:153931
G81013EK	CHEBI:153934
G81016SV	CHEBI:153938
G81023KT	CHEBI:153941
G81041HS	CHEBI:153942
G81075SJ	CHEBI:153946
G81085EP	CHEBI:87041
G81086UC	CHEBI:156970
G81090GI	CHEBI:153949
G81096RM	CHEBI:153953
G81149TB	CHEBI:153965
G81153OO	CHEBI:153969
G81164ED	CHEBI:153975
G81188FE	CHEBI:153978
G81194MD	CHEBI:153981
G81206JQ	CHEBI:153984
G81214EK	CHEBI:153985
G81216DQ	CHEBI:153989
G81221QB	CHEBI:153992
G81225OR	CHEBI:157148
G81229DT	CHEBI:153994
G81245YS	CHEBI:153998
G81262CB	CHEBI:143141
G81272FZ	CHEBI:156757
G81275AN	CHEBI:154000
G81315DD	CHEBI:193030
G81326IN	CHEBI:154008
G81328BD	CHEBI:154011
G81328FA	CHEBI:154014
G81337OK	CHEBI:154020
G81345OW	CHEBI:62307
G81356NS	CHEBI:154022
G81371UR	CHEBI:154029
G81378YR	CHEBI:154030
G81380NE	CHEBI:154035
G81397LO	CHEBI:154038
G81408RV	CHEBI:154041
G81422ZI	CHEBI:154044
G81430ON	CHEBI:154046
G81439BR	CHEBI:154054
G81466NG	CHEBI:154060
G81471KU	CHEBI:154063
G81489EN	CHEBI:154066
G81502SE	CHEBI:154073
G81505ER	CHEBI:154076
G81516LH	CHEBI:154079
G81528UX	CHEBI:154082
G81533KY	CHEBI:17012
G81533KY	CHEBI:35418
G81534KB	CHEBI:154085
G81541IU	CHEBI:154088
G81561UL	CHEBI:154091
G81575FZ	CHEBI:154093
G81596CU	CHEBI:62092
G81601EB	CHEBI:154095
G81623GR	CHEBI:154098
G81628RV	CHEBI:154101
G81632VJ	CHEBI:154104
G81680BU	CHEBI:154107
G81697WS	CHEBI:67164
G81738MQ	CHEBI:154110
G81740BZ	CHEBI:65278
G81748GB	CHEBI:154113
G81787XH	CHEBI:156938
G81788HU	CHEBI:154114
G81793BO	CHEBI:154117
G81797TX	CHEBI:154120
G81800LK	CHEBI:177692
G81832CY	CHEBI:157159
G81866HW	CHEBI:156732
G81874LD	CHEBI:154131
G81908DG	CHEBI:154137
G81912AC	CHEBI:154140
G81915YU	CHEBI:154143
G81923ER	CHEBI:154146
G81933FO	CHEBI:154151
G81960EK	CHEBI:154154
G81971FM	CHEBI:61793
G81980VO	CHEBI:154157
