GlyTouCanAccession	Resource	EntryID
G00279IZ	glycosmos	G00279IZ
G00279JM	glycosmos	G00279JM
G00279YF	glycosmos	G00279YF
G00279ZR	glycosmos	G00279ZR
G00280SF	glycosmos	G00280SF
G00280VP	glycosmos	G00280VP
G00280XS	glycosmos	G00280XS
G00281HB	glycosmos	G00281HB
G00281IK	glycosmos	G00281IK
G00281XD	glycosmos	G00281XD
G00281ZP	glycosmos	G00281ZP
G00282KF	glycosmos	G00282KF
G00282WE	glycosmos	G00282WE
G00282XO	glycosmos	G00282XO
G00283BD	glycosmos	G00283BD
G00283JZ	glycosmos	G00283JZ
G00283NE	glycosmos	G00283NE
G00283TT	glycosmos	G00283TT
G00284ET	glycosmos	G00284ET
G00284RD	glycosmos	G00284RD
G00284SJ	glycosmos	G00284SJ
G00284YW	glycosmos	G00284YW
G00284YX	glycosmos	G00284YX
G00285AX	glycosmos	G00285AX
G00285DZ	glycosmos	G00285DZ
G00285HO	glycosmos	G00285HO
G00285KX	glycosmos	G00285KX
G00285OE	glycosmos	G00285OE
G00285QN	glycosmos	G00285QN
G00286AX	glycosmos	G00286AX
G00286BQ	glycosmos	G00286BQ
G00286FZ	glycosmos	G00286FZ
G00287FF	glycosmos	G00287FF
G00287HM	glycosmos	G00287HM
G00287UD	glycosmos	G00287UD
G00288AG	glycosmos	G00288AG
G00288KZ	glycosmos	G00288KZ
G00288NP	glycosmos	G00288NP
G00288QM	glycosmos	G00288QM
G00288RP	glycosmos	G00288RP
G00289BZ	glycosmos	G00289BZ
G00289TN	glycosmos	G00289TN
G00290GI	glycosmos	G00290GI
G00290SS	glycosmos	G00290SS
G00290WD	glycosmos	G00290WD
G00292WZ	glycosmos	G00292WZ
G00293HN	glycosmos	G00293HN
G00293RF	glycosmos	G00293RF
G00294BL	glycosmos	G00294BL
G00294RC	glycosmos	G00294RC
G00294TN	glycosmos	G00294TN
G00295BK	glycosmos	G00295BK
G00295EO	glycosmos	G00295EO
G00296FG	glycosmos	G00296FG
G00296SE	glycosmos	G00296SE
G00297DB	glycosmos	G00297DB
G00297LK	glycosmos	G00297LK
G00297NR	glycosmos	G00297NR
G00298HJ	glycosmos	G00298HJ
G00298HY	glycosmos	G00298HY
G00298LF	glycosmos	G00298LF
G00299AS	glycosmos	G00299AS
G00299NZ	glycosmos	G00299NZ
G00300LH	glycosmos	G00300LH
G00300NK	glycosmos	G00300NK
G00300TX	glycosmos	G00300TX
G00301AU	glycosmos	G00301AU
G00301DC	glycosmos	G00301DC
G00301DS	glycosmos	G00301DS
G00301IL	glycosmos	G00301IL
G00301OB	glycosmos	G00301OB
G00301OU	glycosmos	G00301OU
G00301XV	glycosmos	G00301XV
G00303CU	glycosmos	G00303CU
G00303DM	glycosmos	G00303DM
G00303FP	glycosmos	G00303FP
G00303MN	glycosmos	G00303MN
G00304HS	glycosmos	G00304HS
G00304KD	glycosmos	G00304KD
G00304RZ	glycosmos	G00304RZ
G00304VE	glycosmos	G00304VE
G00304VG	glycosmos	G00304VG
G00304ZW	glycosmos	G00304ZW
G00305EF	glycosmos	G00305EF
G00305JO	glycosmos	G00305JO
G00305KI	glycosmos	G00305KI
G00305KL	glycosmos	G00305KL
G00305KO	glycosmos	G00305KO
G00306VT	glycosmos	G00306VT
G00309FB	glycosmos	G00309FB
G00309FP	glycosmos	G00309FP
G00309IT	glycosmos	G00309IT
G00311AY	glycosmos	G00311AY
G00311DC	glycosmos	G00311DC
G00311JP	glycosmos	G00311JP
G00311MF	glycosmos	G00311MF
G00311OW	glycosmos	G00311OW
G00312DZ	glycosmos	G00312DZ
G00312KF	glycosmos	G00312KF
G00312LI	glycosmos	G00312LI
G00313AE	glycosmos	G00313AE
G00313DL	glycosmos	G00313DL
G00313OR	glycosmos	G00313OR
G00313SV	glycosmos	G00313SV
G00313XM	glycosmos	G00313XM
G00314AH	glycosmos	G00314AH
G00314HR	glycosmos	G00314HR
G00314IU	glycosmos	G00314IU
G00314IZ	glycosmos	G00314IZ
G00314SC	glycosmos	G00314SC
G00314ST	glycosmos	G00314ST
G00315CH	glycosmos	G00315CH
G00315MF	glycosmos	G00315MF
G00315OM	glycosmos	G00315OM
G00316BM	glycosmos	G00316BM
G00317GG	glycosmos	G00317GG
G00317KN	glycosmos	G00317KN
G00317QH	glycosmos	G00317QH
G00317VK	glycosmos	G00317VK
G00317YB	glycosmos	G00317YB
G00318AV	glycosmos	G00318AV
G00318JM	glycosmos	G00318JM
G00318NY	glycosmos	G00318NY
G00318OS	glycosmos	G00318OS
G00318UE	glycosmos	G00318UE
G00319HU	glycosmos	G00319HU
G00319VU	glycosmos	G00319VU
G00319WX	glycosmos	G00319WX
G00320CO	glycosmos	G00320CO
G00320LB	glycosmos	G00320LB
G00320SE	glycosmos	G00320SE
G00320YP	glycosmos	G00320YP
G00320ZP	glycosmos	G00320ZP
G00321MZ	glycosmos	G00321MZ
G00321ND	glycosmos	G00321ND
G00321OQ	glycosmos	G00321OQ
G00321UH	glycosmos	G00321UH
G00322RE	glycosmos	G00322RE
G00323MK	glycosmos	G00323MK
G00324GU	glycosmos	G00324GU
G00324GV	glycosmos	G00324GV
G00324OV	glycosmos	G00324OV
G00324PH	glycosmos	G00324PH
G00324YZ	glycosmos	G00324YZ
G00325DV	glycosmos	G00325DV
G00325KB	glycosmos	G00325KB
G00325QN	glycosmos	G00325QN
G00325UK	glycosmos	G00325UK
G00326WV	glycosmos	G00326WV
G00327ZI	glycosmos	G00327ZI
G00328AZ	glycosmos	G00328AZ
G00328CG	glycosmos	G00328CG
G00328EZ	glycosmos	G00328EZ
G00328HB	glycosmos	G00328HB
G00330GX	glycosmos	G00330GX
G00330QO	glycosmos	G00330QO
G00330XU	glycosmos	G00330XU
G00330YN	glycosmos	G00330YN
G00331XG	glycosmos	G00331XG
G00332IL	glycosmos	G00332IL
G00332NN	glycosmos	G00332NN
G00332ZX	glycosmos	G00332ZX
G00333ZL	glycosmos	G00333ZL
G00334ID	glycosmos	G00334ID
G00334LO	glycosmos	G00334LO
G00334SV	glycosmos	G00334SV
G00335DM	glycosmos	G00335DM
G00335JE	glycosmos	G00335JE
G00335TI	glycosmos	G00335TI
G00336CL	glycosmos	G00336CL
G00336OJ	glycosmos	G00336OJ
G00336QV	glycosmos	G00336QV
G00336XG	glycosmos	G00336XG
G00337GM	glycosmos	G00337GM
G00337WW	glycosmos	G00337WW
G00338CG	glycosmos	G00338CG
G00338OZ	glycosmos	G00338OZ
G00338QX	glycosmos	G00338QX
G00339BE	glycosmos	G00339BE
G00339FZ	glycosmos	G00339FZ
G00340NB	glycosmos	G00340NB
G00340NM	glycosmos	G00340NM
G00341VA	glycosmos	G00341VA
G00342HU	glycosmos	G00342HU
G00342TO	glycosmos	G00342TO
G00343GU	glycosmos	G00343GU
G00343OG	glycosmos	G00343OG
G00343PA	glycosmos	G00343PA
G00343UA	glycosmos	G00343UA
G00344QQ	glycosmos	G00344QQ
G00344QZ	glycosmos	G00344QZ
G00345AU	glycosmos	G00345AU
G00345HZ	glycosmos	G00345HZ
G00345PQ	glycosmos	G00345PQ
G00345VQ	glycosmos	G00345VQ
G00345WI	glycosmos	G00345WI
G00345XS	glycosmos	G00345XS
G00346DR	glycosmos	G00346DR
G00346IU	glycosmos	G00346IU
G00346XI	glycosmos	G00346XI
G00348AW	glycosmos	G00348AW
G00348IY	glycosmos	G00348IY
G00348TL	glycosmos	G00348TL
G00348VF	glycosmos	G00348VF
G00348YV	glycosmos	G00348YV
G00349BS	glycosmos	G00349BS
G00349CA	glycosmos	G00349CA
G00349PR	glycosmos	G00349PR
G00350JA	glycosmos	G00350JA
G00350LY	glycosmos	G00350LY
G00350NH	glycosmos	G00350NH
G00350YU	glycosmos	G00350YU
G00351AQ	glycosmos	G00351AQ
G00351DH	glycosmos	G00351DH
G00351YB	glycosmos	G00351YB
G00353EN	glycosmos	G00353EN
G00353IE	glycosmos	G00353IE
G00353LI	glycosmos	G00353LI
G00353VY	glycosmos	G00353VY
G00354HE	glycosmos	G00354HE
G00355BM	glycosmos	G00355BM
G00355MP	glycosmos	G00355MP
G00356FQ	glycosmos	G00356FQ
G00356JX	glycosmos	G00356JX
G00356XK	glycosmos	G00356XK
G00357HK	glycosmos	G00357HK
G00357UG	glycosmos	G00357UG
G00357XL	glycosmos	G00357XL
G00359LX	glycosmos	G00359LX
G00359MF	glycosmos	G00359MF
G00361LC	glycosmos	G00361LC
G00361YF	glycosmos	G00361YF
G00362UY	glycosmos	G00362UY
G00363DR	glycosmos	G00363DR
G00363KY	glycosmos	G00363KY
G00363MC	glycosmos	G00363MC
G00363YQ	glycosmos	G00363YQ
G00364FC	glycosmos	G00364FC
G00364FJ	glycosmos	G00364FJ
G00364LW	glycosmos	G00364LW
G00364PS	glycosmos	G00364PS
G00364XT	glycosmos	G00364XT
G00365EZ	glycosmos	G00365EZ
G00366JA	glycosmos	G00366JA
G00367GC	glycosmos	G00367GC
G00367LK	glycosmos	G00367LK
G00367LU	glycosmos	G00367LU
G00367NK	glycosmos	G00367NK
G00367PP	glycosmos	G00367PP
G00368HM	glycosmos	G00368HM
G00368KH	glycosmos	G00368KH
G00368LY	glycosmos	G00368LY
G00368SI	glycosmos	G00368SI
G00368YS	glycosmos	G00368YS
G00368ZC	glycosmos	G00368ZC
G00369IJ	glycosmos	G00369IJ
G00369RM	glycosmos	G00369RM
G00370EI	glycosmos	G00370EI
G00370ES	glycosmos	G00370ES
G00370JK	glycosmos	G00370JK
G00371DJ	glycosmos	G00371DJ
G00372ZO	glycosmos	G00372ZO
G00374SG	glycosmos	G00374SG
G00375DN	glycosmos	G00375DN
G00375ZU	glycosmos	G00375ZU
G00376AV	glycosmos	G00376AV
G00376CP	glycosmos	G00376CP
G00376FL	glycosmos	G00376FL
G00376RB	glycosmos	G00376RB
G00377AF	glycosmos	G00377AF
G00377EE	glycosmos	G00377EE
G00378KS	glycosmos	G00378KS
G00379LO	glycosmos	G00379LO
G00379PJ	glycosmos	G00379PJ
G00379SS	glycosmos	G00379SS
G00380FF	glycosmos	G00380FF
G00380WZ	glycosmos	G00380WZ
G00380ZN	glycosmos	G00380ZN
G00381JG	glycosmos	G00381JG
G00381LM	glycosmos	G00381LM
G00381SH	glycosmos	G00381SH
G00381YD	glycosmos	G00381YD
G00381YM	glycosmos	G00381YM
G00382FB	glycosmos	G00382FB
G00382PH	glycosmos	G00382PH
G00383KP	glycosmos	G00383KP
G00383NC	glycosmos	G00383NC
G00383OI	glycosmos	G00383OI
G00383WX	glycosmos	G00383WX
G00383YF	glycosmos	G00383YF
G00384IX	glycosmos	G00384IX
G00384PM	glycosmos	G00384PM
G00384UJ	glycosmos	G00384UJ
G00384VI	glycosmos	G00384VI
G00385CG	glycosmos	G00385CG
G00385CU	glycosmos	G00385CU
G00386CX	glycosmos	G00386CX
G00386PT	glycosmos	G00386PT
G00386TY	glycosmos	G00386TY
G00386WN	glycosmos	G00386WN
G00387BU	glycosmos	G00387BU
G00388EO	glycosmos	G00388EO
G00388FS	glycosmos	G00388FS
G00388HA	glycosmos	G00388HA
G00388ZC	glycosmos	G00388ZC
G00389KW	glycosmos	G00389KW
G00389OY	glycosmos	G00389OY
G00389RI	glycosmos	G00389RI
G00390EC	glycosmos	G00390EC
G00390GQ	glycosmos	G00390GQ
G00390VF	glycosmos	G00390VF
G00391KC	glycosmos	G00391KC
G00391ZG	glycosmos	G00391ZG
G00392BU	glycosmos	G00392BU
G00392ZD	glycosmos	G00392ZD
G00393CK	glycosmos	G00393CK
G00393DN	glycosmos	G00393DN
G00393GZ	glycosmos	G00393GZ
G00393YJ	glycosmos	G00393YJ
G00394AN	glycosmos	G00394AN
G00394AY	glycosmos	G00394AY
G00394CR	glycosmos	G00394CR
G00394MY	glycosmos	G00394MY
G00394QB	glycosmos	G00394QB
G00395AW	glycosmos	G00395AW
G00395CY	glycosmos	G00395CY
G00395FS	glycosmos	G00395FS
G00395TQ	glycosmos	G00395TQ
G00395YO	glycosmos	G00395YO
G00395ZK	glycosmos	G00395ZK
G00396DP	glycosmos	G00396DP
G00396IE	glycosmos	G00396IE
G00396WP	glycosmos	G00396WP
G00397LV	glycosmos	G00397LV
G00397YG	glycosmos	G00397YG
G00398AB	glycosmos	G00398AB
G00398FF	glycosmos	G00398FF
G00399LG	glycosmos	G00399LG
G00399VS	glycosmos	G00399VS
G00400RI	glycosmos	G00400RI
G00401GC	glycosmos	G00401GC
G00401IE	glycosmos	G00401IE
G00401TC	glycosmos	G00401TC
G00402KT	glycosmos	G00402KT
G00403EZ	glycosmos	G00403EZ
G00403ZD	glycosmos	G00403ZD
G00405HN	glycosmos	G00405HN
G00405HW	glycosmos	G00405HW
G00405TO	glycosmos	G00405TO
G00406II	glycosmos	G00406II
G00406IT	glycosmos	G00406IT
G00406OJ	glycosmos	G00406OJ
G00406UE	glycosmos	G00406UE
G00406UG	glycosmos	G00406UG
G00407IX	glycosmos	G00407IX
G00407NA	glycosmos	G00407NA
G00407UJ	glycosmos	G00407UJ
G00408GI	glycosmos	G00408GI
G00408LT	glycosmos	G00408LT
G00408TT	glycosmos	G00408TT
G00408VO	glycosmos	G00408VO
G00408ZW	glycosmos	G00408ZW
G00409VX	glycosmos	G00409VX
G00410BM	glycosmos	G00410BM
G00410RJ	glycosmos	G00410RJ
G00411DN	glycosmos	G00411DN
G00411DS	glycosmos	G00411DS
G00412LM	glycosmos	G00412LM
G00412OQ	glycosmos	G00412OQ
G00412SV	glycosmos	G00412SV
G00412WO	glycosmos	G00412WO
G00413LM	glycosmos	G00413LM
G00413UF	glycosmos	G00413UF
G00413ZN	glycosmos	G00413ZN
G00414UD	glycosmos	G00414UD
G00415BZ	glycosmos	G00415BZ
G00415HE	glycosmos	G00415HE
G00415II	glycosmos	G00415II
G00415OB	glycosmos	G00415OB
G00415VF	glycosmos	G00415VF
G00415WM	glycosmos	G00415WM
G00416HC	glycosmos	G00416HC
G00417LZ	glycosmos	G00417LZ
G00417VQ	glycosmos	G00417VQ
G00418CU	glycosmos	G00418CU
G00418DG	glycosmos	G00418DG
G00418RX	glycosmos	G00418RX
G00419AT	glycosmos	G00419AT
G00419DV	glycosmos	G00419DV
G00419NK	glycosmos	G00419NK
G00419VX	glycosmos	G00419VX
G00420CS	glycosmos	G00420CS
G00420IC	glycosmos	G00420IC
G00420JU	glycosmos	G00420JU
G00420UH	glycosmos	G00420UH
G00422AZ	glycosmos	G00422AZ
G00422CP	glycosmos	G00422CP
G00422VF	glycosmos	G00422VF
G00423BF	glycosmos	G00423BF
G00423BL	glycosmos	G00423BL
G00423IN	glycosmos	G00423IN
G00423IS	glycosmos	G00423IS
G00423RQ	glycosmos	G00423RQ
G00423TL	glycosmos	G00423TL
G00423VZ	glycosmos	G00423VZ
G00424BO	glycosmos	G00424BO
G00424ZR	glycosmos	G00424ZR
G00425JB	glycosmos	G00425JB
G00425KL	glycosmos	G00425KL
G00425YF	glycosmos	G00425YF
G00426II	glycosmos	G00426II
G00426VR	glycosmos	G00426VR
G00427TW	glycosmos	G00427TW
G00428BL	glycosmos	G00428BL
G00428HK	glycosmos	G00428HK
G00428NC	glycosmos	G00428NC
G00428NR	glycosmos	G00428NR
G00428TE	glycosmos	G00428TE
G00428VR	glycosmos	G00428VR
G00429MY	glycosmos	G00429MY
G00429OU	glycosmos	G00429OU
G00429PJ	glycosmos	G00429PJ
G00429TA	glycosmos	G00429TA
G00430ZK	glycosmos	G00430ZK
G00431CM	glycosmos	G00431CM
G00431FA	glycosmos	G00431FA
G00431HQ	glycosmos	G00431HQ
G00431KW	glycosmos	G00431KW
G00431PJ	glycosmos	G00431PJ
G00432WV	glycosmos	G00432WV
G00432WW	glycosmos	G00432WW
G00433IS	glycosmos	G00433IS
G00433KW	glycosmos	G00433KW
G00433UK	glycosmos	G00433UK
G00433YM	glycosmos	G00433YM
G00434AI	glycosmos	G00434AI
G00434EE	glycosmos	G00434EE
G00434OK	glycosmos	G00434OK
G00434PG	glycosmos	G00434PG
G00435KL	glycosmos	G00435KL
G00435KX	glycosmos	G00435KX
G00435MR	glycosmos	G00435MR
G00436RL	glycosmos	G00436RL
G00437HA	glycosmos	G00437HA
G00438EF	glycosmos	G00438EF
G00438IJ	glycosmos	G00438IJ
G00438UE	glycosmos	G00438UE
G00439EW	glycosmos	G00439EW
G00439JV	glycosmos	G00439JV
G00439OG	glycosmos	G00439OG
G00440DC	glycosmos	G00440DC
G00440OL	glycosmos	G00440OL
G00442PP	glycosmos	G00442PP
G00443FN	glycosmos	G00443FN
G00443UM	glycosmos	G00443UM
G00443WQ	glycosmos	G00443WQ
G00444VU	glycosmos	G00444VU
G00446BN	glycosmos	G00446BN
G00446ED	glycosmos	G00446ED
G00446NC	glycosmos	G00446NC
G00446UY	glycosmos	G00446UY
G00447GT	glycosmos	G00447GT
G00447RI	glycosmos	G00447RI
G00447TB	glycosmos	G00447TB
G00449DS	glycosmos	G00449DS
G00449NI	glycosmos	G00449NI
G00449ZO	glycosmos	G00449ZO
G00450EO	glycosmos	G00450EO
G00450QV	glycosmos	G00450QV
G00451QS	glycosmos	G00451QS
G00451UT	glycosmos	G00451UT
G00452FU	glycosmos	G00452FU
G00452QW	glycosmos	G00452QW
G00452ZW	glycosmos	G00452ZW
G00453RI	glycosmos	G00453RI
G00454AW	glycosmos	G00454AW
G00454CZ	glycosmos	G00454CZ
G00454PR	glycosmos	G00454PR
G00454RW	glycosmos	G00454RW
G00455MN	glycosmos	G00455MN
G00455NP	glycosmos	G00455NP
G00455QB	glycosmos	G00455QB
G00456EL	glycosmos	G00456EL
G00457KD	glycosmos	G00457KD
G00457RH	glycosmos	G00457RH
G00458CW	glycosmos	G00458CW
G00459BD	glycosmos	G00459BD
G00459HM	glycosmos	G00459HM
G00459PO	glycosmos	G00459PO
G00459WQ	glycosmos	G00459WQ
G00460DH	glycosmos	G00460DH
G00460MI	glycosmos	G00460MI
G00460WG	glycosmos	G00460WG
G00461RR	glycosmos	G00461RR
G00461UG	glycosmos	G00461UG
G00461ZN	glycosmos	G00461ZN
G00462AS	glycosmos	G00462AS
G00462FE	glycosmos	G00462FE
G00462HY	glycosmos	G00462HY
G00462JB	glycosmos	G00462JB
G00462QH	glycosmos	G00462QH
G00463XD	glycosmos	G00463XD
G00464AC	glycosmos	G00464AC
G00464AQ	glycosmos	G00464AQ
G00464CS	glycosmos	G00464CS
G00464GE	glycosmos	G00464GE
G00464HA	glycosmos	G00464HA
G00464SV	glycosmos	G00464SV
G00464WH	glycosmos	G00464WH
G00465WE	glycosmos	G00465WE
G00465ZR	glycosmos	G00465ZR
G00466DI	glycosmos	G00466DI
G00466KH	glycosmos	G00466KH
G00466XG	glycosmos	G00466XG
G00467QU	glycosmos	G00467QU
G00468DW	glycosmos	G00468DW
G00468IT	glycosmos	G00468IT
G00468KU	glycosmos	G00468KU
G00468NI	glycosmos	G00468NI
G00468QA	glycosmos	G00468QA
G00469BS	glycosmos	G00469BS
G00470ES	glycosmos	G00470ES
G00470KM	glycosmos	G00470KM
G00470KQ	glycosmos	G00470KQ
G00470UO	glycosmos	G00470UO
G00471UP	glycosmos	G00471UP
G00471VV	glycosmos	G00471VV
G00472LM	glycosmos	G00472LM
G00472TL	glycosmos	G00472TL
G00472YZ	glycosmos	G00472YZ
G00472ZC	glycosmos	G00472ZC
G00473KP	glycosmos	G00473KP
G00474KB	glycosmos	G00474KB
G00474KF	glycosmos	G00474KF
G00475CC	glycosmos	G00475CC
G00475YA	glycosmos	G00475YA
G00476ZS	glycosmos	G00476ZS
G00477TU	glycosmos	G00477TU
G00478GQ	glycosmos	G00478GQ
G00478LG	glycosmos	G00478LG
G00479NZ	glycosmos	G00479NZ
G00480IB	glycosmos	G00480IB
G00480KJ	glycosmos	G00480KJ
G00480MS	glycosmos	G00480MS
G00480NH	glycosmos	G00480NH
G00480OQ	glycosmos	G00480OQ
G00482AK	glycosmos	G00482AK
G00482HJ	glycosmos	G00482HJ
G00482YK	glycosmos	G00482YK
G00483IX	glycosmos	G00483IX
G00483NK	glycosmos	G00483NK
G00483NX	glycosmos	G00483NX
G00484DO	glycosmos	G00484DO
G00484JF	glycosmos	G00484JF
G00484PW	glycosmos	G00484PW
G00484WE	glycosmos	G00484WE
G00484XI	glycosmos	G00484XI
G00484ZC	glycosmos	G00484ZC
G00485HT	glycosmos	G00485HT
G00487AW	glycosmos	G00487AW
G00487KV	glycosmos	G00487KV
G00487XO	glycosmos	G00487XO
G00488KU	glycosmos	G00488KU
G00488OE	glycosmos	G00488OE
G00488OU	glycosmos	G00488OU
G00489BU	glycosmos	G00489BU
G00490MQ	glycosmos	G00490MQ
G00490OG	glycosmos	G00490OG
G00490OW	glycosmos	G00490OW
G00490QA	glycosmos	G00490QA
G00490SN	glycosmos	G00490SN
G00491BE	glycosmos	G00491BE
G00492CQ	glycosmos	G00492CQ
G00492JI	glycosmos	G00492JI
G00492PO	glycosmos	G00492PO
G00492UK	glycosmos	G00492UK
G00493BX	glycosmos	G00493BX
G00493XS	glycosmos	G00493XS
G00494GA	glycosmos	G00494GA
G00495CT	glycosmos	G00495CT
G00495GH	glycosmos	G00495GH
G00495HP	glycosmos	G00495HP
G00496AN	glycosmos	G00496AN
G00496OX	glycosmos	G00496OX
G00498EN	glycosmos	G00498EN
G00498JP	glycosmos	G00498JP
G00498NO	glycosmos	G00498NO
G00499FS	glycosmos	G00499FS
G00500GD	glycosmos	G00500GD
G00500HT	glycosmos	G00500HT
G00500JM	glycosmos	G00500JM
G00501IA	glycosmos	G00501IA
G00501PJ	glycosmos	G00501PJ
G00501VI	glycosmos	G00501VI
G00503EE	glycosmos	G00503EE
G00503SL	glycosmos	G00503SL
G00504NZ	glycosmos	G00504NZ
G00504PK	glycosmos	G00504PK
G00504PZ	glycosmos	G00504PZ
G00505AQ	glycosmos	G00505AQ
G00505CR	glycosmos	G00505CR
G00505QC	glycosmos	G00505QC
G00506NQ	glycosmos	G00506NQ
G00506ZX	glycosmos	G00506ZX
G00507LK	glycosmos	G00507LK
G00507NV	glycosmos	G00507NV
G00507OW	glycosmos	G00507OW
G00507PJ	glycosmos	G00507PJ
G00508LN	glycosmos	G00508LN
G00508NR	glycosmos	G00508NR
G00508XO	glycosmos	G00508XO
G00508YR	glycosmos	G00508YR
G00509WV	glycosmos	G00509WV
G00509XC	glycosmos	G00509XC
G00510MX	glycosmos	G00510MX
G00510QM	glycosmos	G00510QM
G00511BF	glycosmos	G00511BF
G00511EA	glycosmos	G00511EA
G00511LE	glycosmos	G00511LE
G00511RZ	glycosmos	G00511RZ
G00512PI	glycosmos	G00512PI
G00512QQ	glycosmos	G00512QQ
G00512WK	glycosmos	G00512WK
G00513CM	glycosmos	G00513CM
G00513EJ	glycosmos	G00513EJ
G00513YN	glycosmos	G00513YN
G00514KN	glycosmos	G00514KN
G00514XC	glycosmos	G00514XC
G00515SL	glycosmos	G00515SL
G00518UD	glycosmos	G00518UD
G00518WX	glycosmos	G00518WX
G00519UD	glycosmos	G00519UD
G00520AR	glycosmos	G00520AR
G00520HH	glycosmos	G00520HH
G00520NI	glycosmos	G00520NI
G00520SW	glycosmos	G00520SW
G00521FQ	glycosmos	G00521FQ
G00521LX	glycosmos	G00521LX
G00521OP	glycosmos	G00521OP
G00521SW	glycosmos	G00521SW
G00522CD	glycosmos	G00522CD
G00522HF	glycosmos	G00522HF
G00522HU	glycosmos	G00522HU
G00522VM	glycosmos	G00522VM
G00522YV	glycosmos	G00522YV
G00523PT	glycosmos	G00523PT
G00523QL	glycosmos	G00523QL
G00523YW	glycosmos	G00523YW
G00524FN	glycosmos	G00524FN
G00524NO	glycosmos	G00524NO
G00526GZ	glycosmos	G00526GZ
G00526MZ	glycosmos	G00526MZ
G00526UZ	glycosmos	G00526UZ
G00527ZE	glycosmos	G00527ZE
G00528IJ	glycosmos	G00528IJ
G00528QC	glycosmos	G00528QC
G00529YK	glycosmos	G00529YK
G00530IV	glycosmos	G00530IV
G00530OV	glycosmos	G00530OV
G00530VQ	glycosmos	G00530VQ
G00531DC	glycosmos	G00531DC
G00531ZU	glycosmos	G00531ZU
G00532DR	glycosmos	G00532DR
G00532EB	glycosmos	G00532EB
G00532NJ	glycosmos	G00532NJ
G00532OZ	glycosmos	G00532OZ
G00533PW	glycosmos	G00533PW
G00534CN	glycosmos	G00534CN
G00534LI	glycosmos	G00534LI
G00534TH	glycosmos	G00534TH
G00536FZ	glycosmos	G00536FZ
G00536ZD	glycosmos	G00536ZD
G00538NN	glycosmos	G00538NN
G00538VI	glycosmos	G00538VI
G00539AO	glycosmos	G00539AO
G00540WV	glycosmos	G00540WV
G00541GZ	glycosmos	G00541GZ
G00542FA	glycosmos	G00542FA
G00542QA	glycosmos	G00542QA
G00542QY	glycosmos	G00542QY
G00542TU	glycosmos	G00542TU
G00543KP	glycosmos	G00543KP
G00543SC	glycosmos	G00543SC
G00544EH	glycosmos	G00544EH
G00544JF	glycosmos	G00544JF
G00545NQ	glycosmos	G00545NQ
G00545SU	glycosmos	G00545SU
G00546FX	glycosmos	G00546FX
G00546JH	glycosmos	G00546JH
G00546ZA	glycosmos	G00546ZA
G00547FJ	glycosmos	G00547FJ
G00547ON	glycosmos	G00547ON
G00547QA	glycosmos	G00547QA
G00547RA	glycosmos	G00547RA
G00547ZN	glycosmos	G00547ZN
G00548CW	glycosmos	G00548CW
G00548EG	glycosmos	G00548EG
G00548NC	glycosmos	G00548NC
G00548VW	glycosmos	G00548VW
G00549RY	glycosmos	G00549RY
G00550MP	glycosmos	G00550MP
G00550RP	glycosmos	G00550RP
G00550RQ	glycosmos	G00550RQ
G00551BB	glycosmos	G00551BB
G00551GL	glycosmos	G00551GL
G00551JZ	glycosmos	G00551JZ
G00551SX	glycosmos	G00551SX
G00551XT	glycosmos	G00551XT
G00552RX	glycosmos	G00552RX
G00553AN	glycosmos	G00553AN
G00553IB	glycosmos	G00553IB
G00553NJ	glycosmos	G00553NJ
G00554YM	glycosmos	G00554YM
G00557UC	glycosmos	G00557UC
G00557ZW	glycosmos	G00557ZW
G00558DG	glycosmos	G00558DG
G00558IQ	glycosmos	G00558IQ
G00558IW	glycosmos	G00558IW
G00558ME	glycosmos	G00558ME
G00558WU	glycosmos	G00558WU
G00558ZX	glycosmos	G00558ZX
G00559JH	glycosmos	G00559JH
G00559MC	glycosmos	G00559MC
G00559RO	glycosmos	G00559RO
G00559SU	glycosmos	G00559SU
G00560AB	glycosmos	G00560AB
G00560KG	glycosmos	G00560KG
G00560QU	glycosmos	G00560QU
G00560UK	glycosmos	G00560UK
G00561ZC	glycosmos	G00561ZC
G00564LO	glycosmos	G00564LO
G00564VH	glycosmos	G00564VH
G00564VW	glycosmos	G00564VW
G00565PS	glycosmos	G00565PS
G00565QJ	glycosmos	G00565QJ
G00566SH	glycosmos	G00566SH
G00567EI	glycosmos	G00567EI
G00567QW	glycosmos	G00567QW
G00567ZV	glycosmos	G00567ZV
G00568KU	glycosmos	G00568KU
G00568LJ	glycosmos	G00568LJ
G00568LN	glycosmos	G00568LN
G00568QR	glycosmos	G00568QR
G00569WM	glycosmos	G00569WM
G00571CZ	glycosmos	G00571CZ
G00571GF	glycosmos	G00571GF
G00572SI	glycosmos	G00572SI
G00573PR	glycosmos	G00573PR
G00573XU	glycosmos	G00573XU
G00574DT	glycosmos	G00574DT
G00574FR	glycosmos	G00574FR
G00574NH	glycosmos	G00574NH
G00574SP	glycosmos	G00574SP
G00576LP	glycosmos	G00576LP
G00576QA	glycosmos	G00576QA
G00576VF	glycosmos	G00576VF
G00576VS	glycosmos	G00576VS
G00577YU	glycosmos	G00577YU
G00577ZK	glycosmos	G00577ZK
G00578PG	glycosmos	G00578PG
G00580CJ	glycosmos	G00580CJ
