GlyTouCanAccession	Image-Size	Image-Notation	Image-Style	Image-Format
G12162GG	10945	snfg	extended	svg
G12167YY	2994	snfg	extended	png
G12167YY	13445	snfg	extended	svg
G12171MV	6173	snfg	extended	png
G12171MV	29537	snfg	extended	svg
G12174KS	2794	snfg	extended	png
G12174KS	11095	snfg	extended	svg
G12174PW	2508	snfg	extended	png
G12174PW	14281	snfg	extended	svg
G12174RN	4186	snfg	extended	png
G12174RN	19376	snfg	extended	svg
G12182VX	1450	snfg	extended	png
G12182VX	12822	snfg	extended	svg
G12185WN	2019	snfg	extended	png
G12185WN	8521	snfg	extended	svg
G12186NF	6375	snfg	extended	png
G12186NF	27807	snfg	extended	svg
G12187FG	4539	snfg	extended	png
G12187FG	21038	snfg	extended	svg
G12187KL	3056	snfg	extended	png
G12187KL	16336	snfg	extended	svg
G12188JQ	7468	snfg	extended	png
G12188JQ	29566	snfg	extended	svg
G12189XL	1229	snfg	extended	png
G12189XL	6007	snfg	extended	svg
G12190QO	1921	snfg	extended	png
G12190QO	7573	snfg	extended	svg
G12195UC	2213	snfg	extended	png
G12195UC	12839	snfg	extended	svg
G12203WB	5724	snfg	extended	png
G12203WB	22722	snfg	extended	svg
G12213TI	1273	snfg	extended	png
G12213TI	6366	snfg	extended	svg
G12214FH	1965	snfg	extended	png
G12214FH	9227	snfg	extended	svg
G12219ZP	4570	snfg	extended	png
G12219ZP	19766	snfg	extended	svg
G12222NC	6104	snfg	extended	png
G12222NC	21934	snfg	extended	svg
G12224AP	3038	snfg	extended	png
G12224AP	12653	snfg	extended	svg
G12230UX	2283	snfg	extended	png
G12230UX	10567	snfg	extended	svg
G12232DG	1333	snfg	extended	png
G12232DG	5905	snfg	extended	svg
G12232OT	2988	snfg	extended	png
G12232OT	13873	snfg	extended	svg
G12233LM	2991	snfg	extended	png
G12233LM	12508	snfg	extended	svg
G12236NJ	1633	snfg	extended	png
G12236NJ	6575	snfg	extended	svg
G12236OO	2812	snfg	extended	png
G12236OO	12617	snfg	extended	svg
G12237CZ	2582	snfg	extended	png
G12237CZ	15989	snfg	extended	svg
G12238AG	2347	snfg	extended	png
G12238AG	9319	snfg	extended	svg
G12239LB	3600	snfg	extended	png
G12239LB	15955	snfg	extended	svg
G12241WD	6771	snfg	extended	png
G12241WD	31198	snfg	extended	svg
G12243WN	4775	snfg	extended	png
G12243WN	18446	snfg	extended	svg
G12252DD	4470	snfg	extended	png
G12252DD	18138	snfg	extended	svg
G12252PH	6259	snfg	extended	png
G12252PH	26534	snfg	extended	svg
G12254MW	5159	snfg	extended	png
G12254MW	24420	snfg	extended	svg
G12258ZA	972	snfg	extended	png
G12258ZA	4900	snfg	extended	svg
G12259JN	5658	snfg	extended	png
G12259JN	23048	snfg	extended	svg
G12261SM	2029	snfg	extended	png
G12261SM	9233	snfg	extended	svg
G12262RK	3299	snfg	extended	png
G12262RK	17759	snfg	extended	svg
G12266BP	4597	snfg	extended	png
G12266BP	19697	snfg	extended	svg
G12266SO	3848	snfg	extended	png
G12266SO	17615	snfg	extended	svg
G12272NS	1476	snfg	extended	png
G12272NS	5990	snfg	extended	svg
G12273JT	2912	snfg	extended	png
G12273JT	12852	snfg	extended	svg
G12274AS	6299	snfg	extended	png
G12274AS	24891	snfg	extended	svg
G12279LC	2457	snfg	extended	png
G12279LC	12620	snfg	extended	svg
G12279YJ	1393	snfg	extended	png
G12279YJ	8359	snfg	extended	svg
G12287XW	4772	snfg	extended	png
G12287XW	22653	snfg	extended	svg
G12288KH	4591	snfg	extended	png
G12288KH	24302	snfg	extended	svg
G12295AY	1911	snfg	extended	png
G12295AY	7868	snfg	extended	svg
G12295TB	1680	snfg	extended	png
G12295TB	6310	snfg	extended	svg
G12304SP	3150	snfg	extended	png
G12304SP	15846	snfg	extended	svg
G12305BJ	3128	snfg	extended	png
G12305BJ	14305	snfg	extended	svg
G12313PD	1425	snfg	extended	png
G12313PD	5675	snfg	extended	svg
G12314ZO	1871	snfg	extended	png
G12314ZO	19719	snfg	extended	svg
G12316MF	904	snfg	extended	png
G12316MF	4198	snfg	extended	svg
G12317LD	1772	snfg	extended	png
G12317LD	9282	snfg	extended	svg
G12318EJ	5320	snfg	extended	png
G12318EJ	24460	snfg	extended	svg
G12321EG	3858	snfg	extended	png
G12321EG	17666	snfg	extended	svg
G12323AY	2214	snfg	extended	png
G12323AY	7820	snfg	extended	svg
G12326BR	1277	snfg	extended	png
G12326BR	4665	snfg	extended	svg
G12326EP	4067	snfg	extended	png
G12326EP	17717	snfg	extended	svg
G12327XV	3098	snfg	extended	png
G12327XV	17466	snfg	extended	svg
G12337MH	1073	snfg	extended	png
G12337MH	3031	snfg	extended	svg
G12337PW	6129	snfg	extended	png
G12337PW	27890	snfg	extended	svg
G12338DQ	2681	snfg	extended	png
G12338DQ	12611	snfg	extended	svg
G12339WZ	2048	snfg	extended	png
G12339WZ	7507	snfg	extended	svg
G12340GZ	1487	snfg	extended	png
G12340GZ	6198	snfg	extended	svg
G12340JM	1239	snfg	extended	png
G12340JM	5937	snfg	extended	svg
G12341GU	1441	snfg	extended	png
G12341GU	5970	snfg	extended	svg
G12341SH	6634	snfg	extended	png
G12341SH	33109	snfg	extended	svg
G12344AO	1839	snfg	extended	png
G12344AO	7674	snfg	extended	svg
G12344UQ	3391	snfg	extended	png
G12344UQ	15762	snfg	extended	svg
G12345BK	2409	snfg	extended	png
G12345BK	10948	snfg	extended	svg
G12347FB	1521	snfg	extended	png
G12347FB	9292	snfg	extended	svg
G12347NG	1175	snfg	extended	png
G12347NG	5882	snfg	extended	svg
G12347ZH	968	snfg	extended	png
G12347ZH	4612	snfg	extended	svg
G12348WV	2190	snfg	extended	png
G12348WV	12816	snfg	extended	svg
G12350CH	3250	snfg	extended	png
G12350CH	11323	snfg	extended	svg
G12351NS	4908	snfg	extended	png
G12351NS	21091	snfg	extended	svg
G12352RJ	5562	snfg	extended	png
G12352RJ	26110	snfg	extended	svg
G12357FR	2589	snfg	extended	png
G12357FR	10898	snfg	extended	svg
G12359QQ	2017	snfg	extended	png
G12359QQ	9254	snfg	extended	svg
G12360RT	5294	snfg	extended	png
G12360RT	21430	snfg	extended	svg
G12362BI	1496	snfg	extended	png
G12362BI	5952	snfg	extended	svg
G12365LP	1109	snfg	extended	png
G12365LP	4149	snfg	extended	svg
G12365RQ	2391	snfg	extended	png
G12365RQ	14208	snfg	extended	svg
G12366KR	1587	snfg	extended	png
G12366KR	7549	snfg	extended	svg
G12371GV	4288	snfg	extended	png
G12371GV	21041	snfg	extended	svg
G12374LP	1253	snfg	extended	png
G12374LP	4729	snfg	extended	svg
G12378KS	2773	snfg	extended	png
G12378KS	14402	snfg	extended	svg
G12379UK	1783	snfg	extended	png
G12379UK	6010	snfg	extended	svg
G12380RC	3030	snfg	extended	png
G12380RC	17733	snfg	extended	svg
G12384BQ	4250	snfg	extended	png
G12384BQ	18432	snfg	extended	svg
G12386ZH	5473	snfg	extended	png
G12386ZH	24410	snfg	extended	svg
G12389NM	2163	snfg	extended	png
G12389NM	7533	snfg	extended	svg
G12393CD	1074	snfg	extended	png
G12393CD	4305	snfg	extended	svg
G12393MQ	4623	snfg	extended	png
G12393MQ	19767	snfg	extended	svg
G12394RG	1527	snfg	extended	png
G12394RG	4394	snfg	extended	svg
G12395OP	670	snfg	extended	png
G12395OP	2722	snfg	extended	svg
G12396GB	2306	snfg	extended	png
G12396GB	9216	snfg	extended	svg
G12398HZ	3004	snfg	extended	png
G12398HZ	14351	snfg	extended	svg
G12398RI	1870	snfg	extended	png
G12398RI	7153	snfg	extended	svg
G12400OQ	1946	snfg	extended	png
G12400OQ	9244	snfg	extended	svg
G12405JG	3511	snfg	extended	png
G12405JG	14282	snfg	extended	svg
G12406MX	5248	snfg	extended	png
G12406MX	22900	snfg	extended	svg
G12406PI	3552	snfg	extended	png
G12406PI	17879	snfg	extended	svg
G12410BU	3701	snfg	extended	png
G12410BU	17662	snfg	extended	svg
G12417OE	2984	snfg	extended	png
G12417OE	15908	snfg	extended	svg
G12422FH	5121	snfg	extended	png
G12422FH	24914	snfg	extended	svg
G12425WW	5595	snfg	extended	png
G12425WW	23162	snfg	extended	svg
G12427LG	2049	snfg	extended	png
G12427LG	8300	snfg	extended	svg
G12427XJ	2071	snfg	extended	png
G12427XJ	7704	snfg	extended	svg
G12428MZ	2559	snfg	extended	png
G12428MZ	10590	snfg	extended	svg
G12429DG	1239	snfg	extended	png
G12429DG	5880	snfg	extended	svg
G12429EM	6960	snfg	extended	png
G12429EM	31496	snfg	extended	svg
G12429VM	2366	snfg	extended	png
G12429VM	11012	snfg	extended	svg
G12436UO	6216	snfg	extended	png
G12436UO	27930	snfg	extended	svg
G12437ZR	2362	snfg	extended	png
G12437ZR	9481	snfg	extended	svg
G12438DW	4397	snfg	extended	png
G12438DW	27796	snfg	extended	svg
G12438YM	2577	snfg	extended	png
G12438YM	14401	snfg	extended	svg
G12440KU	2661	snfg	extended	png
G12440KU	10952	snfg	extended	svg
G12446PC	4274	snfg	extended	png
G12446PC	19509	snfg	extended	svg
G12447VC	2607	snfg	extended	png
G12447VC	12786	snfg	extended	svg
G12448WG	5180	snfg	extended	png
G12448WG	24419	snfg	extended	svg
G12450CJ	5132	snfg	extended	png
G12450CJ	22969	snfg	extended	svg
G12454JZ	3035	snfg	extended	png
G12454JZ	14301	snfg	extended	svg
G12455XO	1641	snfg	extended	png
G12455XO	9295	snfg	extended	svg
G12456LJ	1560	snfg	extended	png
G12456LJ	6385	snfg	extended	svg
G12456QN	2250	snfg	extended	png
G12456QN	12673	snfg	extended	svg
G12457EA	6328	snfg	extended	png
G12457EA	31357	snfg	extended	svg
G12458SM	1418	snfg	extended	png
G12458SM	11114	snfg	extended	svg
G12460CJ	1863	snfg	extended	png
G12460CJ	7557	snfg	extended	svg
G12460DL	1757	snfg	extended	png
G12460DL	9346	snfg	extended	svg
G12460NG	4653	snfg	extended	png
G12460NG	22631	snfg	extended	svg
G12464FX	2973	snfg	extended	png
G12464FX	13013	snfg	extended	svg
G12464SH	4810	snfg	extended	png
G12464SH	21031	snfg	extended	svg
G12465UD	4708	snfg	extended	png
G12465UD	22425	snfg	extended	svg
G12466ZA	1475	snfg	extended	png
G12466ZA	6013	snfg	extended	svg
G12472CC	4066	snfg	extended	png
G12472CC	17643	snfg	extended	svg
G12472DC	1595	snfg	extended	png
G12472DC	7648	snfg	extended	svg
G12473UC	1900	snfg	extended	png
G12473UC	5579	snfg	extended	svg
G12474XI	4721	snfg	extended	png
G12474XI	21066	snfg	extended	svg
G12476EG	3109	snfg	extended	png
G12476EG	12479	snfg	extended	svg
G12479WC	5193	snfg	extended	png
G12479WC	21245	snfg	extended	svg
G12482AN	1336	snfg	extended	png
G12482AN	5088	snfg	extended	svg
G12482RO	6114	snfg	extended	png
G12482RO	24738	snfg	extended	svg
G12483PU	1905	snfg	extended	png
G12483PU	5579	snfg	extended	svg
G12483SU	4247	snfg	extended	png
G12483SU	21098	snfg	extended	svg
G12484IK	1994	snfg	extended	png
G12484IK	9249	snfg	extended	svg
G12485TT	4269	snfg	extended	png
G12485TT	19366	snfg	extended	svg
G12486QZ	1204	snfg	extended	png
G12486QZ	6006	snfg	extended	svg
G12486YB	1564	snfg	extended	png
G12486YB	9292	snfg	extended	svg
G12488UT	1033	snfg	extended	png
G12488UT	7460	snfg	extended	svg
G12491RW	1137	snfg	extended	png
G12491RW	5058	snfg	extended	svg
G12493OW	2932	snfg	extended	png
G12493OW	10964	snfg	extended	svg
G12493UH	1413	snfg	extended	png
G12493UH	7522	snfg	extended	svg
G12494BV	2299	snfg	extended	png
G12494BV	12767	snfg	extended	svg
G12498QB	1530	snfg	extended	png
G12498QB	4571	snfg	extended	svg
G12499UL	1280	snfg	extended	png
G12499UL	7713	snfg	extended	svg
G12504XH	1801	snfg	extended	png
G12504XH	5938	snfg	extended	svg
G12504XV	3578	snfg	extended	png
G12504XV	16176	snfg	extended	svg
G12507OZ	2862	snfg	extended	png
G12507OZ	14324	snfg	extended	svg
G12510ID	3046	snfg	extended	png
G12510ID	12611	snfg	extended	svg
G12511VU	4487	snfg	extended	png
G12511VU	19512	snfg	extended	svg
G12518FG	2233	snfg	extended	png
G12518FG	12554	snfg	extended	svg
G12518WE	6691	snfg	extended	png
G12518WE	26654	snfg	extended	svg
G12520SZ	1433	snfg	extended	png
G12520SZ	6020	snfg	extended	svg
G12521ZY	2405	snfg	extended	png
G12521ZY	10919	snfg	extended	svg
G12524BD	3814	snfg	extended	png
G12524BD	19198	snfg	extended	svg
G12525TV	4026	snfg	extended	png
G12525TV	17743	snfg	extended	svg
G12526AB	3019	snfg	extended	png
G12526AB	14234	snfg	extended	svg
G12526XX	3718	snfg	extended	png
G12526XX	15930	snfg	extended	svg
G12530CV	1553	snfg	extended	png
G12530CV	6099	snfg	extended	svg
G12531EE	3579	snfg	extended	png
G12531EE	15972	snfg	extended	svg
G12531OO	1573	snfg	extended	png
G12531OO	6391	snfg	extended	svg
G12537VI	2090	snfg	extended	png
G12537VI	8236	snfg	extended	svg
G12539ND	4455	snfg	extended	png
G12539ND	21202	snfg	extended	svg
G12541EY	1718	snfg	extended	png
G12541EY	6297	snfg	extended	svg
G12542ZJ	5967	snfg	extended	png
G12542ZJ	26273	snfg	extended	svg
G12546HN	3112	snfg	extended	png
G12546HN	11903	snfg	extended	svg
G12548MD	1696	snfg	extended	png
G12548MD	7626	snfg	extended	svg
G12555FT	4656	snfg	extended	png
G12555FT	23003	snfg	extended	svg
G12557JV	1929	snfg	extended	png
G12557JV	7662	snfg	extended	svg
G12561VS	4250	snfg	extended	png
G12561VS	22455	snfg	extended	svg
G12565PF	1181	snfg	extended	png
G12565PF	4483	snfg	extended	svg
G12566UU	5768	snfg	extended	png
G12566UU	26192	snfg	extended	svg
G12571EJ	1290	snfg	extended	png
G12571EJ	5944	snfg	extended	svg
G12572NU	2793	snfg	extended	png
G12572NU	14282	snfg	extended	svg
G12573LN	2526	snfg	extended	png
G12573LN	10882	snfg	extended	svg
G12573LQ	1416	snfg	extended	png
G12573LQ	7580	snfg	extended	svg
G12573WR	3559	snfg	extended	png
G12573WR	15527	snfg	extended	svg
G12574EB	1850	snfg	extended	png
G12574EB	7547	snfg	extended	svg
G12574IZ	1261	snfg	extended	png
G12574IZ	4305	snfg	extended	svg
G12576FD	4731	snfg	extended	png
G12576FD	21381	snfg	extended	svg
G12578LS	1993	snfg	extended	png
G12578LS	7822	snfg	extended	svg
G12578VK	2134	snfg	extended	png
G12578VK	6373	snfg	extended	svg
G12579EH	3147	snfg	extended	png
G12579EH	14366	snfg	extended	svg
G12579WK	1672	snfg	extended	png
G12579WK	6863	snfg	extended	svg
G12580WI	1763	snfg	extended	png
G12580WI	7465	snfg	extended	svg
G12585IA	4167	snfg	extended	png
G12585IA	17854	snfg	extended	svg
G12587UQ	2208	snfg	extended	png
G12587UQ	10925	snfg	extended	svg
G12590ZD	3272	snfg	extended	png
G12590ZD	14468	snfg	extended	svg
G12593TX	2703	snfg	extended	png
G12593TX	12611	snfg	extended	svg
G12594VB	6810	snfg	extended	png
G12594VB	31196	snfg	extended	svg
G12596SP	1111	snfg	extended	png
G12596SP	4245	snfg	extended	svg
G12599SK	1285	snfg	extended	png
G12599SK	4304	snfg	extended	svg
G12602QA	2135	snfg	extended	png
G12602QA	7051	snfg	extended	svg
G12603TA	1040	snfg	extended	png
G12603TA	4444	snfg	extended	svg
G12604EN	3550	snfg	extended	png
G12604EN	14388	snfg	extended	svg
G12604EW	3830	snfg	extended	png
G12604EW	16417	snfg	extended	svg
G12604MY	2364	snfg	extended	png
G12604MY	9699	snfg	extended	svg
G12610QL	2337	snfg	extended	png
G12610QL	9189	snfg	extended	svg
G12611ZS	2308	snfg	extended	png
G12611ZS	10970	snfg	extended	svg
G12615HA	1491	snfg	extended	png
G12615HA	7584	snfg	extended	svg
G12615JD	4021	snfg	extended	png
G12615JD	19368	snfg	extended	svg
G12616PJ	2998	snfg	extended	png
G12616PJ	15974	snfg	extended	svg
G12619EF	945	snfg	extended	png
G12619EF	2611	snfg	extended	svg
G12621KP	4374	snfg	extended	png
G12621KP	18051	snfg	extended	svg
G12621YH	1915	snfg	extended	png
G12621YH	7868	snfg	extended	svg
G12622DM	6757	snfg	extended	png
G12622DM	27892	snfg	extended	svg
G12622SG	2121	snfg	extended	png
G12622SG	7051	snfg	extended	svg
G12627CA	2947	snfg	extended	png
G12627CA	14275	snfg	extended	svg
G12628QL	6084	snfg	extended	png
G12628QL	24443	snfg	extended	svg
G12630GO	1490	snfg	extended	png
G12630GO	5829	snfg	extended	svg
G12631FF	6185	snfg	extended	png
G12631FF	29164	snfg	extended	svg
G12634PP	1749	snfg	extended	png
G12634PP	8881	snfg	extended	svg
G12634TA	5022	snfg	extended	png
G12634TA	21538	snfg	extended	svg
G12637ID	1787	snfg	extended	png
G12637ID	10892	snfg	extended	svg
G12638YK	6294	snfg	extended	png
G12638YK	24907	snfg	extended	svg
G12640GJ	5499	snfg	extended	png
G12640GJ	26163	snfg	extended	svg
G12641NB	1520	snfg	extended	png
G12641NB	5994	snfg	extended	svg
G12643EB	2889	snfg	extended	png
G12643EB	12654	snfg	extended	svg
G12643ES	5382	snfg	extended	png
G12643ES	19693	snfg	extended	svg
G12643KN	4701	snfg	extended	png
G12643KN	19373	snfg	extended	svg
G12646DO	1092	snfg	extended	png
G12646DO	4246	snfg	extended	svg
G12647HM	975	snfg	extended	png
G12647HM	4264	snfg	extended	svg
G12655NI	4357	snfg	extended	png
G12655NI	19376	snfg	extended	svg
G12659ID	3987	snfg	extended	png
G12659ID	18019	snfg	extended	svg
G12661AN	1369	snfg	extended	png
G12661AN	7593	snfg	extended	svg
G12671JE	4333	snfg	extended	png
G12671JE	21218	snfg	extended	svg
G12675VP	1666	snfg	extended	png
G12675VP	6305	snfg	extended	svg
G12677TM	3877	snfg	extended	png
G12677TM	21496	snfg	extended	svg
G12678YV	2042	snfg	extended	png
G12678YV	7507	snfg	extended	svg
G12679LF	4968	snfg	extended	png
G12679LF	22814	snfg	extended	svg
G12679OE	3742	snfg	extended	png
G12679OE	17722	snfg	extended	svg
G12679QG	1904	snfg	extended	png
G12679QG	7991	snfg	extended	svg
G12680FI	3802	snfg	extended	png
G12680FI	20811	snfg	extended	svg
G12683MU	5681	snfg	extended	png
G12683MU	25833	snfg	extended	svg
G12683SW	6843	snfg	extended	png
G12683SW	26651	snfg	extended	svg
G12685IV	1785	snfg	extended	png
G12685IV	7570	snfg	extended	svg
G12686TK	3574	snfg	extended	png
G12686TK	15875	snfg	extended	svg
G12687HO	1915	snfg	extended	png
G12687HO	9368	snfg	extended	svg
G12687MD	1168	snfg	extended	png
G12687MD	4265	snfg	extended	svg
G12689RY	2201	snfg	extended	png
G12689RY	10582	snfg	extended	svg
G12692TI	1918	snfg	extended	png
G12692TI	8063	snfg	extended	svg
G12696IX	2210	snfg	extended	png
G12696IX	9254	snfg	extended	svg
G12697UE	1731	snfg	extended	png
G12697UE	9254	snfg	extended	svg
G12699AI	2841	snfg	extended	png
G12699AI	14240	snfg	extended	svg
G12699UR	4535	snfg	extended	png
G12699UR	21244	snfg	extended	svg
G12699VT	3908	snfg	extended	png
G12699VT	19434	snfg	extended	svg
G12701XT	1525	snfg	extended	png
G12701XT	4393	snfg	extended	svg
G12704ID	4347	snfg	extended	png
G12704ID	19329	snfg	extended	svg
G12706KG	1762	snfg	extended	png
G12706KG	5931	snfg	extended	svg
G12707TR	1769	snfg	extended	png
G12707TR	7548	snfg	extended	svg
G12708JQ	4388	snfg	extended	png
G12708JQ	19551	snfg	extended	svg
G12709VH	1447	snfg	extended	png
G12709VH	5671	snfg	extended	svg
G12710KE	1289	snfg	extended	png
G12710KE	4306	snfg	extended	svg
G12713BB	1487	snfg	extended	png
G12713BB	5944	snfg	extended	svg
G12715AH	3137	snfg	extended	png
G12715AH	14282	snfg	extended	svg
G12715BN	3896	snfg	extended	png
G12715BN	17666	snfg	extended	svg
G12715RL	5647	snfg	extended	png
G12715RL	25904	snfg	extended	svg
G12718VG	1394	snfg	extended	png
G12718VG	6146	snfg	extended	svg
G12719CG	2031	snfg	extended	png
G12719CG	8032	snfg	extended	svg
G12719GG	2473	snfg	extended	png
G12719GG	10871	snfg	extended	svg
G12719IE	3995	snfg	extended	png
G12719IE	15928	snfg	extended	svg
G12720KS	2436	snfg	extended	png
G12720KS	10958	snfg	extended	svg
G12723NX	2500	snfg	extended	png
G12723NX	8631	snfg	extended	svg
G12723TM	1280	snfg	extended	png
G12723TM	4305	snfg	extended	svg
G12724ES	1916	snfg	extended	png
G12724ES	9305	snfg	extended	svg
G12725IE	2407	snfg	extended	png
G12725IE	9380	snfg	extended	svg
G12726EP	2099	snfg	extended	png
G12726EP	9209	snfg	extended	svg
G12727SF	4906	snfg	extended	png
G12727SF	22795	snfg	extended	svg
G12728EY	1437	snfg	extended	png
G12728EY	5671	snfg	extended	svg
G12728OV	3958	snfg	extended	png
G12728OV	26494	snfg	extended	svg
G12729CF	2519	snfg	extended	png
G12729CF	10992	snfg	extended	svg
G12730JC	1784	snfg	extended	png
G12730JC	7099	snfg	extended	svg
G12733WO	678	snfg	extended	png
G12733WO	2587	snfg	extended	svg
G12739RP	6251	snfg	extended	png
G12739RP	27722	snfg	extended	svg
G12740VA	4027	snfg	extended	png
G12740VA	17811	snfg	extended	svg
G12743GW	7109	snfg	extended	png
G12743GW	28317	snfg	extended	svg
G12745LE	1480	snfg	extended	png
G12745LE	5988	snfg	extended	svg
G12746TT	7139	snfg	extended	png
G12746TT	28085	snfg	extended	svg
G12749IL	4302	snfg	extended	png
G12749IL	23126	snfg	extended	svg
G12750SG	1818	snfg	extended	png
G12750SG	7561	snfg	extended	svg
G12751KV	1661	snfg	extended	png
G12751KV	8078	snfg	extended	svg
G12752EI	1276	snfg	extended	png
G12752EI	4729	snfg	extended	svg
G12756LW	3797	snfg	extended	png
G12756LW	15918	snfg	extended	svg
G12757LB	4990	snfg	extended	png
G12757LB	22804	snfg	extended	svg
G12761QA	1664	snfg	extended	png
G12761QA	10928	snfg	extended	svg
G12762FV	3783	snfg	extended	png
G12762FV	17194	snfg	extended	svg
G12762YM	5494	snfg	extended	png
G12762YM	26060	snfg	extended	svg
G12764SQ	4083	snfg	extended	png
G12764SQ	19370	snfg	extended	svg
G12768AE	3290	snfg	extended	png
G12768AE	17551	snfg	extended	svg
G12770GA	1678	snfg	extended	png
G12770GA	5995	snfg	extended	svg
G12772BG	5988	snfg	extended	png
G12772BG	26144	snfg	extended	svg
G12772KY	2750	snfg	extended	png
G12772KY	9661	snfg	extended	svg
G12772RI	1426	snfg	extended	png
G12772RI	5929	snfg	extended	svg
G12774PA	2639	snfg	extended	png
G12774PA	14281	snfg	extended	svg
G12775AE	9442	snfg	extended	png
G12775AE	37869	snfg	extended	svg
G12775RU	4111	snfg	extended	png
G12775RU	21378	snfg	extended	svg
G12777XA	1742	snfg	extended	png
G12777XA	7504	snfg	extended	svg
G12777YD	1416	snfg	extended	png
G12777YD	6011	snfg	extended	svg
G12781XI	2430	snfg	extended	png
G12781XI	9666	snfg	extended	svg
G12782YY	1108	snfg	extended	png
G12782YY	4306	snfg	extended	svg
G12785ET	1520	snfg	extended	png
G12785ET	6349	snfg	extended	svg
G12785KW	1948	snfg	extended	png
G12785KW	10882	snfg	extended	svg
G12785ZM	1906	snfg	extended	png
G12785ZM	9325	snfg	extended	svg
G12788PX	4283	snfg	extended	png
G12788PX	21043	snfg	extended	svg
G12793SR	1428	snfg	extended	png
G12793SR	5716	snfg	extended	svg
G12794LM	956	snfg	extended	png
G12794LM	3760	snfg	extended	svg
G12794OB	3028	snfg	extended	png
G12794OB	14404	snfg	extended	svg
G12794YW	2291	snfg	extended	png
G12794YW	7282	snfg	extended	svg
G12798XW	3742	snfg	extended	png
G12798XW	16015	snfg	extended	svg
G12800SL	2042	snfg	extended	png
G12800SL	10571	snfg	extended	svg
G12801FH	3061	snfg	extended	png
G12801FH	14608	snfg	extended	svg
G12802HY	2855	snfg	extended	png
G12802HY	12879	snfg	extended	svg
G12805IF	1135	snfg	extended	png
G12805IF	6008	snfg	extended	svg
G12813VK	6336	snfg	extended	png
G12813VK	34448	snfg	extended	svg
G12814JP	1301	snfg	extended	png
G12814JP	5824	snfg	extended	svg
G12817WM	5254	snfg	extended	png
G12817WM	24436	snfg	extended	svg
G12817YZ	1755	snfg	extended	png
G12817YZ	6332	snfg	extended	svg
G12826LZ	1227	snfg	extended	png
G12826LZ	4245	snfg	extended	svg
G12826NB	4891	snfg	extended	png
G12826NB	17889	snfg	extended	svg
G12837AR	2198	snfg	extended	png
G12837AR	11035	snfg	extended	svg
G12838VV	2429	snfg	extended	png
G12838VV	12336	snfg	extended	svg
G12841QP	2226	snfg	extended	png
G12841QP	8404	snfg	extended	svg
G12843SP	1826	snfg	extended	png
G12843SP	7591	snfg	extended	svg
G12848IK	2314	snfg	extended	png
G12848IK	9755	snfg	extended	svg
G12848QL	2441	snfg	extended	png
G12848QL	13854	snfg	extended	svg
G12848WK	4242	snfg	extended	png
G12848WK	19466	snfg	extended	svg
G12849CJ	1024	snfg	extended	png
G12849CJ	4126	snfg	extended	svg
G12850MK	4109	snfg	extended	png
G12850MK	19477	snfg	extended	svg
G12850NC	3526	snfg	extended	png
G12850NC	15998	snfg	extended	svg
G12850TQ	1973	snfg	extended	png
G12850TQ	7589	snfg	extended	svg
G12852LA	2173	snfg	extended	png
G12852LA	11070	snfg	extended	svg
G12852SA	3852	snfg	extended	png
G12852SA	19307	snfg	extended	svg
G12856HK	4204	snfg	extended	png
G12856HK	21092	snfg	extended	svg
G12857DO	2030	snfg	extended	png
G12857DO	9169	snfg	extended	svg
G12857NF	1383	snfg	extended	png
G12857NF	5904	snfg	extended	svg
G12861CT	3037	snfg	extended	png
G12861CT	12842	snfg	extended	svg
G12861LC	1365	snfg	extended	png
G12861LC	6187	snfg	extended	svg
G12863RW	1835	snfg	extended	png
G12863RW	7756	snfg	extended	svg
G12865SQ	3997	snfg	extended	png
G12865SQ	21484	snfg	extended	svg
G12866IA	4273	snfg	extended	png
G12866IA	18117	snfg	extended	svg
G12871QA	2309	snfg	extended	png
G12871QA	14245	snfg	extended	svg
G12872JH	4716	snfg	extended	png
G12872JH	19830	snfg	extended	svg
G12872WY	1449	snfg	extended	png
G12872WY	5933	snfg	extended	svg
G12873UA	3670	snfg	extended	png
G12873UA	19306	snfg	extended	svg
G12875NG	1535	snfg	extended	png
G12875NG	4394	snfg	extended	svg
G12876JB	3852	snfg	extended	png
G12876JB	17754	snfg	extended	svg
G12878NK	3767	snfg	extended	png
G12878NK	17580	snfg	extended	svg
G12878WE	1126	snfg	extended	png
G12878WE	6005	snfg	extended	svg
G12881NF	6021	snfg	extended	png
G12881NF	25100	snfg	extended	svg
G12884RP	2068	snfg	extended	png
G12884RP	9201	snfg	extended	svg
G12885FH	1118	snfg	extended	png
G12885FH	4307	snfg	extended	svg
G12890EI	2390	snfg	extended	png
G12890EI	12628	snfg	extended	svg
G12891KC	3213	snfg	extended	png
G12891KC	15623	snfg	extended	svg
G12894CE	4489	snfg	extended	png
G12894CE	20980	snfg	extended	svg
G12895HZ	5339	snfg	extended	png
G12895HZ	19672	snfg	extended	svg
G12899EM	1877	snfg	extended	png
G12899EM	7525	snfg	extended	svg
G12900GB	2096	snfg	extended	png
G12900GB	9267	snfg	extended	svg
G12902VJ	7476	snfg	extended	png
G12902VJ	31363	snfg	extended	svg
G12906ZR	4430	snfg	extended	png
G12906ZR	18433	snfg	extended	svg
G12907EO	7282	snfg	extended	png
G12907EO	41425	snfg	extended	svg
G12914IL	4230	snfg	extended	png
G12914IL	20621	snfg	extended	svg
