GlyTouCanAccession	Image-Size	Image-Notation	Image-Style	Image-Format
G96018FK	4204	snfg	extended	svg
G96021CD	4681	snfg	extended	png
G96021CD	21119	snfg	extended	svg
G96024GG	3760	snfg	extended	png
G96024GG	19653	snfg	extended	svg
G96024TH	875	snfg	extended	png
G96024TH	3883	snfg	extended	svg
G96026RJ	2032	snfg	extended	png
G96026RJ	8122	snfg	extended	svg
G96033DK	1711	snfg	extended	png
G96033DK	6322	snfg	extended	svg
G96038NV	1493	snfg	extended	png
G96038NV	6194	snfg	extended	svg
G96040ZJ	1304	snfg	extended	png
G96040ZJ	7709	snfg	extended	svg
G96041KU	1291	snfg	extended	png
G96041KU	7223	snfg	extended	svg
G96042XF	1335	snfg	extended	png
G96042XF	5923	snfg	extended	svg
G96044KA	2179	snfg	extended	png
G96044KA	9307	snfg	extended	svg
G96044TK	1179	snfg	extended	png
G96044TK	4484	snfg	extended	svg
G96045AL	5329	snfg	extended	png
G96045AL	25689	snfg	extended	svg
G96057TO	1593	snfg	extended	png
G96057TO	5879	snfg	extended	svg
G96057YM	1320	snfg	extended	png
G96057YM	4365	snfg	extended	svg
G96060LN	4400	snfg	extended	png
G96060LN	21017	snfg	extended	svg
G96060VZ	3984	snfg	extended	png
G96060VZ	17713	snfg	extended	svg
G96061KK	4588	snfg	extended	png
G96061KK	20673	snfg	extended	svg
G96063MG	2996	snfg	extended	png
G96063MG	15908	snfg	extended	svg
G96066HD	2261	snfg	extended	png
G96066HD	9172	snfg	extended	svg
G96067FK	2399	snfg	extended	png
G96067FK	12160	snfg	extended	svg
G96071MW	3594	snfg	extended	png
G96071MW	18019	snfg	extended	svg
G96076VR	1992	snfg	extended	png
G96076VR	9283	snfg	extended	svg
G96079CK	4113	snfg	extended	png
G96079CK	17648	snfg	extended	svg
G96079KC	5298	snfg	extended	png
G96079KC	19694	snfg	extended	svg
G96079QX	4509	snfg	extended	png
G96079QX	20957	snfg	extended	svg
G96081GH	6670	snfg	extended	png
G96081GH	31130	snfg	extended	svg
G96084VH	5639	snfg	extended	png
G96084VH	26080	snfg	extended	svg
G96088RV	2064	snfg	extended	png
G96088RV	11120	snfg	extended	svg
G96091LW	4295	snfg	extended	png
G96091LW	19353	snfg	extended	svg
G96091TT	1816	snfg	extended	png
G96091TT	7518	snfg	extended	svg
G96092AR	2728	snfg	extended	png
G96092AR	10942	snfg	extended	svg
G96093AA	1406	snfg	extended	png
G96093AA	12199	snfg	extended	svg
G96095CO	2139	snfg	extended	png
G96095CO	9302	snfg	extended	svg
G96095IM	2063	snfg	extended	png
G96095IM	7797	snfg	extended	svg
G96095QD	4482	snfg	extended	png
G96095QD	19551	snfg	extended	svg
G96099JL	2365	snfg	extended	png
G96099JL	7976	snfg	extended	svg
G96102UB	1059	snfg	extended	png
G96102UB	7346	snfg	extended	svg
G96103YI	2909	snfg	extended	png
G96103YI	14702	snfg	extended	svg
G96104TD	2185	snfg	extended	png
G96104TD	9288	snfg	extended	svg
G96104VY	1258	snfg	extended	png
G96104VY	7711	snfg	extended	svg
G96107VY	1142	snfg	extended	png
G96107VY	4620	snfg	extended	svg
G96107WD	1679	snfg	extended	png
G96107WD	9251	snfg	extended	svg
G96108PJ	2470	snfg	extended	png
G96108PJ	10926	snfg	extended	svg
G96110QB	4981	snfg	extended	png
G96110QB	19492	snfg	extended	svg
G96113SZ	4536	snfg	extended	png
G96113SZ	19320	snfg	extended	svg
G96115PK	2119	snfg	extended	png
G96115PK	10531	snfg	extended	svg
G96115ZO	979	snfg	extended	png
G96115ZO	2790	snfg	extended	svg
G96116SQ	2556	snfg	extended	png
G96116SQ	12860	snfg	extended	svg
G96116TA	1429	snfg	extended	png
G96116TA	5909	snfg	extended	svg
G96119OS	1233	snfg	extended	png
G96119OS	4552	snfg	extended	svg
G96119TZ	2738	snfg	extended	png
G96119TZ	8034	snfg	extended	svg
G96121VB	1830	snfg	extended	png
G96121VB	5991	snfg	extended	svg
G96122EU	2352	snfg	extended	png
G96122EU	12499	snfg	extended	svg
G96122UB	3304	snfg	extended	png
G96122UB	15946	snfg	extended	svg
G96123DT	1844	snfg	extended	png
G96123DT	7518	snfg	extended	svg
G96125BN	4520	snfg	extended	png
G96125BN	19406	snfg	extended	svg
G96128GD	1577	snfg	extended	png
G96128GD	6391	snfg	extended	svg
G96129XT	3844	snfg	extended	png
G96129XT	22530	snfg	extended	svg
G96130FF	3774	snfg	extended	png
G96130FF	21090	snfg	extended	svg
G96137MF	5698	snfg	extended	png
G96137MF	22745	snfg	extended	svg
G96137SX	4010	snfg	extended	png
G96137SX	17690	snfg	extended	svg
G96138RA	1942	snfg	extended	png
G96138RA	9290	snfg	extended	svg
G96140ZQ	1769	snfg	extended	png
G96140ZQ	7532	snfg	extended	svg
G96141FI	1459	snfg	extended	png
G96141FI	12822	snfg	extended	svg
G96142QQ	2315	snfg	extended	png
G96142QQ	9176	snfg	extended	svg
G96142VH	2372	snfg	extended	png
G96142VH	12674	snfg	extended	svg
G96143IM	4729	snfg	extended	png
G96143IM	21154	snfg	extended	svg
G96147YT	2981	snfg	extended	png
G96147YT	12595	snfg	extended	svg
G96152EG	4037	snfg	extended	png
G96152EG	22964	snfg	extended	svg
G96152MT	2686	snfg	extended	png
G96152MT	14492	snfg	extended	svg
G96153DN	4423	snfg	extended	png
G96153DN	23158	snfg	extended	svg
G96154EW	1994	snfg	extended	png
G96154EW	7783	snfg	extended	svg
G96165GK	749	snfg	extended	png
G96165GK	4044	snfg	extended	svg
G96168ED	3704	snfg	extended	png
G96168ED	19033	snfg	extended	svg
G96170OK	1753	snfg	extended	png
G96170OK	7090	snfg	extended	svg
G96171ES	3881	snfg	extended	png
G96171ES	19307	snfg	extended	svg
G96174JO	1264	snfg	extended	png
G96174JO	5886	snfg	extended	svg
G96175GI	2605	snfg	extended	png
G96175GI	14339	snfg	extended	svg
G96175KT	3784	snfg	extended	png
G96175KT	18072	snfg	extended	svg
G96176PI	5207	snfg	extended	png
G96176PI	24462	snfg	extended	svg
G96179XD	1797	snfg	extended	png
G96179XD	7514	snfg	extended	svg
G96183LW	2225	snfg	extended	png
G96183LW	10943	snfg	extended	svg
G96192TD	3252	snfg	extended	png
G96192TD	16012	snfg	extended	svg
G96199CT	1757	snfg	extended	png
G96199CT	7529	snfg	extended	svg
G96200ZP	1677	snfg	extended	png
G96200ZP	16100	snfg	extended	svg
G96201TL	1534	snfg	extended	png
G96201TL	4391	snfg	extended	svg
G96214EI	2210	snfg	extended	png
G96214EI	16006	snfg	extended	svg
G96215NZ	2686	snfg	extended	png
G96215NZ	9841	snfg	extended	svg
G96219NW	5429	snfg	extended	png
G96219NW	24437	snfg	extended	svg
G96223WK	5273	snfg	extended	png
G96223WK	22733	snfg	extended	svg
G96225KT	2745	snfg	extended	png
G96225KT	12700	snfg	extended	svg
G96227FY	1404	snfg	extended	png
G96227FY	4239	snfg	extended	svg
G96231EC	1375	snfg	extended	png
G96231EC	5905	snfg	extended	svg
G96231LN	1624	snfg	extended	png
G96231LN	9593	snfg	extended	svg
G96232NW	5119	snfg	extended	png
G96232NW	22734	snfg	extended	svg
G96233QD	2038	snfg	extended	png
G96233QD	7601	snfg	extended	svg
G96234CW	2745	snfg	extended	png
G96234CW	11216	snfg	extended	svg
G96235XM	5544	snfg	extended	png
G96235XM	26111	snfg	extended	svg
G96235ZC	2098	snfg	extended	png
G96235ZC	8990	snfg	extended	svg
G96237KS	1422	snfg	extended	png
G96237KS	6525	snfg	extended	svg
G96238FJ	2001	snfg	extended	png
G96238FJ	10918	snfg	extended	svg
G96242HI	2505	snfg	extended	png
G96242HI	14355	snfg	extended	svg
G96244FH	3981	snfg	extended	png
G96244FH	19349	snfg	extended	svg
G96244TR	1509	snfg	extended	png
G96244TR	5953	snfg	extended	svg
G96245JW	1320	snfg	extended	png
G96245JW	5822	snfg	extended	svg
G96250TQ	2071	snfg	extended	png
G96250TQ	9708	snfg	extended	svg
G96251ED	5652	snfg	extended	png
G96251ED	25900	snfg	extended	svg
G96255US	2129	snfg	extended	png
G96255US	10799	snfg	extended	svg
G96257OJ	2278	snfg	extended	png
G96257OJ	12497	snfg	extended	svg
G96260GC	3976	snfg	extended	png
G96260GC	17732	snfg	extended	svg
G96265RX	1973	snfg	extended	png
G96265RX	8137	snfg	extended	svg
G96267ZD	1754	snfg	extended	png
G96267ZD	7615	snfg	extended	svg
G96270LC	2054	snfg	extended	png
G96270LC	8316	snfg	extended	svg
G96270OA	4364	snfg	extended	png
G96270OA	17716	snfg	extended	svg
G96279VO	5470	snfg	extended	png
G96279VO	27964	snfg	extended	svg
G96281OZ	1122	snfg	extended	png
G96281OZ	4487	snfg	extended	svg
G96283OE	2935	snfg	extended	png
G96283OE	14339	snfg	extended	svg
G96284AG	1624	snfg	extended	png
G96284AG	6577	snfg	extended	svg
G96293XW	4694	snfg	extended	png
G96293XW	20976	snfg	extended	svg
G96294CR	2756	snfg	extended	png
G96294CR	17899	snfg	extended	svg
G96296PU	1115	snfg	extended	png
G96296PU	4648	snfg	extended	svg
G96298FW	1424	snfg	extended	png
G96298FW	5910	snfg	extended	svg
G96309VY	3639	snfg	extended	png
G96309VY	15875	snfg	extended	svg
G96311EK	5151	snfg	extended	png
G96311EK	22911	snfg	extended	svg
G96311MW	2474	snfg	extended	png
G96311MW	6496	snfg	extended	svg
G96317BT	3412	snfg	extended	png
G96317BT	17613	snfg	extended	svg
G96325JJ	1260	snfg	extended	png
G96325JJ	5880	snfg	extended	svg
G96328AY	2108	snfg	extended	png
G96328AY	10874	snfg	extended	svg
G96332QQ	3145	snfg	extended	png
G96332QQ	14368	snfg	extended	svg
G96334RG	2637	snfg	extended	png
G96334RG	12787	snfg	extended	svg
G96334ZO	2747	snfg	extended	png
G96334ZO	10879	snfg	extended	svg
G96336FY	2626	snfg	extended	png
G96336FY	12543	snfg	extended	svg
G96338EK	3810	snfg	extended	png
G96338EK	19349	snfg	extended	svg
G96342WK	4046	snfg	extended	png
G96342WK	19324	snfg	extended	svg
G96345QF	1788	snfg	extended	png
G96345QF	10982	snfg	extended	svg
G96349IQ	2499	snfg	extended	png
G96349IQ	9442	snfg	extended	svg
G96349RY	3407	snfg	extended	png
G96349RY	14160	snfg	extended	svg
G96350OV	4625	snfg	extended	png
G96350OV	25931	snfg	extended	svg
G96350WP	2177	snfg	extended	png
G96350WP	9485	snfg	extended	svg
G96354PX	2270	snfg	extended	png
G96354PX	12551	snfg	extended	svg
G96355UN	2377	snfg	extended	png
G96355UN	12661	snfg	extended	svg
G96356PZ	1988	snfg	extended	png
G96356PZ	8092	snfg	extended	svg
G96359AD	1117	snfg	extended	png
G96359AD	5867	snfg	extended	svg
G96359OF	1202	snfg	extended	png
G96359OF	4513	snfg	extended	svg
G96361GW	751	snfg	extended	png
G96361GW	2535	snfg	extended	svg
G96364RV	2502	snfg	extended	png
G96364RV	14283	snfg	extended	svg
G96366HR	4919	snfg	extended	png
G96366HR	22668	snfg	extended	svg
G96367AD	2036	snfg	extended	png
G96367AD	10513	snfg	extended	svg
G96370EB	3372	snfg	extended	png
G96370EB	14427	snfg	extended	svg
G96370VA	1093	snfg	extended	png
G96370VA	6008	snfg	extended	svg
G96371MU	3180	snfg	extended	png
G96371MU	12655	snfg	extended	svg
G96371NV	2604	snfg	extended	png
G96371NV	12704	snfg	extended	svg
G96372DS	1746	snfg	extended	png
G96372DS	5889	snfg	extended	svg
G96372HC	3898	snfg	extended	png
G96372HC	19676	snfg	extended	svg
G96373OE	3912	snfg	extended	png
G96373OE	15550	snfg	extended	svg
G96373XG	3838	snfg	extended	png
G96373XG	17865	snfg	extended	svg
G96374DL	1112	snfg	extended	png
G96374DL	4241	snfg	extended	svg
G96381BJ	3595	snfg	extended	png
G96381BJ	16189	snfg	extended	svg
G96384IY	6145	snfg	extended	png
G96384IY	26142	snfg	extended	svg
G96385XQ	1827	snfg	extended	png
G96385XQ	7718	snfg	extended	svg
G96391AF	5833	snfg	extended	png
G96391AF	28028	snfg	extended	svg
G96395DU	3140	snfg	extended	png
G96395DU	12056	snfg	extended	svg
G96395ZL	1371	snfg	extended	png
G96395ZL	6010	snfg	extended	svg
G96396MI	2779	snfg	extended	png
G96396MI	14283	snfg	extended	svg
G96399PG	2985	snfg	extended	png
G96399PG	12581	snfg	extended	svg
G96400HO	3914	snfg	extended	png
G96400HO	19434	snfg	extended	svg
G96400MT	2432	snfg	extended	png
G96400MT	10948	snfg	extended	svg
G96401FK	2454	snfg	extended	png
G96401FK	10959	snfg	extended	svg
G96408FW	2588	snfg	extended	png
G96408FW	10090	snfg	extended	svg
G96409DQ	1584	snfg	extended	png
G96409DQ	5872	snfg	extended	svg
G96409OF	6651	snfg	extended	png
G96409OF	26405	snfg	extended	svg
G96409QX	2387	snfg	extended	png
G96409QX	14370	snfg	extended	svg
G96416FQ	1369	snfg	extended	png
G96416FQ	5447	snfg	extended	svg
G96416NB	2048	snfg	extended	png
G96416NB	9150	snfg	extended	svg
G96417PJ	2615	snfg	extended	png
G96417PJ	12648	snfg	extended	svg
G96425TB	2044	snfg	extended	png
G96425TB	9205	snfg	extended	svg
G96427WI	1921	snfg	extended	png
G96427WI	9308	snfg	extended	svg
G96428WC	1772	snfg	extended	png
G96428WC	9286	snfg	extended	svg
G96430BV	1092	snfg	extended	png
G96430BV	4442	snfg	extended	svg
G96430HF	3520	snfg	extended	png
G96430HF	16066	snfg	extended	svg
G96430HG	1008	snfg	extended	png
G96430HG	4532	snfg	extended	svg
G96439CH	4980	snfg	extended	png
G96439CH	24086	snfg	extended	svg
G96442BB	1486	snfg	extended	png
G96442BB	9415	snfg	extended	svg
G96444IW	4233	snfg	extended	png
G96444IW	19484	snfg	extended	svg
G96445EY	6614	snfg	extended	png
G96445EY	30818	snfg	extended	svg
G96446SA	973	snfg	extended	png
G96446SA	2789	snfg	extended	svg
G96447DS	1860	snfg	extended	png
G96447DS	7718	snfg	extended	svg
G96451GM	2549	snfg	extended	png
G96451GM	10142	snfg	extended	svg
G96451SP	1904	snfg	extended	png
G96451SP	8072	snfg	extended	svg
G96454NJ	4150	snfg	extended	png
G96454NJ	16117	snfg	extended	svg
G96461OX	1624	snfg	extended	png
G96461OX	6597	snfg	extended	svg
G96462BK	2538	snfg	extended	png
G96462BK	10143	snfg	extended	svg
G96463EY	2062	snfg	extended	png
G96463EY	7509	snfg	extended	svg
G96464LK	2069	snfg	extended	png
G96464LK	10572	snfg	extended	svg
G96464PC	3219	snfg	extended	png
G96464PC	17580	snfg	extended	svg
G96465TF	1822	snfg	extended	png
G96465TF	7599	snfg	extended	svg
G96467LS	2977	snfg	extended	png
G96467LS	12594	snfg	extended	svg
G96472KC	1808	snfg	extended	png
G96472KC	5946	snfg	extended	svg
G96473VV	3577	snfg	extended	png
G96473VV	16124	snfg	extended	svg
G96477ED	1314	snfg	extended	png
G96477ED	5943	snfg	extended	svg
G96483ZT	2120	snfg	extended	png
G96483ZT	10575	snfg	extended	svg
G96484CT	4620	snfg	extended	png
G96484CT	22288	snfg	extended	svg
G96484SJ	3928	snfg	extended	png
G96484SJ	19500	snfg	extended	svg
G96486FH	5154	snfg	extended	png
G96486FH	21182	snfg	extended	svg
G96486IM	2695	snfg	extended	png
G96486IM	15958	snfg	extended	svg
G96487EN	5248	snfg	extended	png
G96487EN	22928	snfg	extended	svg
G96487RC	1076	snfg	extended	png
G96487RC	3031	snfg	extended	svg
G96489SM	5201	snfg	extended	png
G96489SM	22721	snfg	extended	svg
G96494YL	1415	snfg	extended	png
G96494YL	6377	snfg	extended	svg
G96496HU	2785	snfg	extended	png
G96496HU	12616	snfg	extended	svg
G96503AM	2106	snfg	extended	png
G96503AM	9171	snfg	extended	svg
G96503EZ	4728	snfg	extended	png
G96503EZ	24467	snfg	extended	svg
G96504QH	2193	snfg	extended	png
G96504QH	9217	snfg	extended	svg
G96504WL	1764	snfg	extended	png
G96504WL	7045	snfg	extended	svg
G96504YE	1142	snfg	extended	png
G96504YE	4304	snfg	extended	svg
G96505GJ	5341	snfg	extended	png
G96505GJ	28450	snfg	extended	svg
G96508BN	5181	snfg	extended	png
G96508BN	24419	snfg	extended	svg
G96510EZ	4721	snfg	extended	png
G96510EZ	21038	snfg	extended	svg
G96511SL	2628	snfg	extended	png
G96511SL	11012	snfg	extended	svg
G96519CV	3943	snfg	extended	png
G96519CV	20044	snfg	extended	svg
G96522OM	1194	snfg	extended	png
G96522OM	6009	snfg	extended	svg
G96522ZI	2394	snfg	extended	png
G96522ZI	9304	snfg	extended	svg
G96523PF	2135	snfg	extended	png
G96523PF	12511	snfg	extended	svg
G96524ZZ	1917	snfg	extended	png
G96524ZZ	16103	snfg	extended	svg
G96528MI	3854	snfg	extended	png
G96528MI	17899	snfg	extended	svg
G96536XO	1948	snfg	extended	png
G96536XO	9248	snfg	extended	svg
G96538JO	2367	snfg	extended	png
G96538JO	10920	snfg	extended	svg
G96540AM	3516	snfg	extended	png
G96540AM	19597	snfg	extended	svg
G96540EH	2600	snfg	extended	png
G96540EH	9161	snfg	extended	svg
G96547KG	5155	snfg	extended	png
G96547KG	21222	snfg	extended	svg
G96548CQ	3358	snfg	extended	png
G96548CQ	19390	snfg	extended	svg
G96550GT	3028	snfg	extended	png
G96550GT	16005	snfg	extended	svg
G96551LY	2016	snfg	extended	png
G96551LY	7771	snfg	extended	svg
G96552CZ	3863	snfg	extended	png
G96552CZ	19308	snfg	extended	svg
G96552KE	3251	snfg	extended	png
G96552KE	11821	snfg	extended	svg
G96554LN	6420	snfg	extended	png
G96554LN	29538	snfg	extended	svg
G96557TJ	2825	snfg	extended	png
G96557TJ	11062	snfg	extended	svg
G96558GF	1901	snfg	extended	png
G96558GF	5953	snfg	extended	svg
G96564AV	3652	snfg	extended	png
G96564AV	20690	snfg	extended	svg
G96568MZ	3993	snfg	extended	png
G96568MZ	19427	snfg	extended	svg
G96568SI	2474	snfg	extended	png
G96568SI	10894	snfg	extended	svg
G96569DL	4103	snfg	extended	png
G96569DL	19636	snfg	extended	svg
G96569SZ	5538	snfg	extended	png
G96569SZ	22948	snfg	extended	svg
G96570OI	2178	snfg	extended	png
G96570OI	12186	snfg	extended	svg
G96576RP	2019	snfg	extended	png
G96576RP	9153	snfg	extended	svg
G96576WB	5235	snfg	extended	png
G96576WB	21077	snfg	extended	svg
G96577AT	1133	snfg	extended	png
G96577AT	6010	snfg	extended	svg
G96577RX	1432	snfg	extended	png
G96577RX	5671	snfg	extended	svg
G96578LW	3573	snfg	extended	png
G96578LW	17678	snfg	extended	svg
G96578MW	6785	snfg	extended	png
G96578MW	31195	snfg	extended	svg
G96579KL	5299	snfg	extended	png
G96579KL	21430	snfg	extended	svg
G96584NP	998	snfg	extended	png
G96584NP	2789	snfg	extended	svg
G96585HS	4877	snfg	extended	png
G96585HS	19531	snfg	extended	svg
G96586KV	1989	snfg	extended	png
G96586KV	9399	snfg	extended	svg
G96587VR	4458	snfg	extended	png
G96587VR	21043	snfg	extended	svg
G96588SJ	1280	snfg	extended	png
G96588SJ	5885	snfg	extended	svg
G96591PP	2777	snfg	extended	png
G96591PP	14313	snfg	extended	svg
G96594UJ	3102	snfg	extended	png
G96594UJ	12956	snfg	extended	svg
G96596OC	1778	snfg	extended	png
G96596OC	8083	snfg	extended	svg
G96597OT	2034	snfg	extended	png
G96597OT	7601	snfg	extended	svg
G96598ID	2137	snfg	extended	png
G96598ID	12826	snfg	extended	svg
G96599KT	3023	snfg	extended	png
G96599KT	12222	snfg	extended	svg
G96602YW	7086	snfg	extended	png
G96602YW	27766	snfg	extended	svg
G96603HD	942	snfg	extended	png
G96603HD	2787	snfg	extended	svg
G96603IZ	1551	snfg	extended	png
G96603IZ	4391	snfg	extended	svg
G96614JE	1777	snfg	extended	png
G96614JE	8087	snfg	extended	svg
G96622FI	2833	snfg	extended	png
G96622FI	10910	snfg	extended	svg
G96622LK	5562	snfg	extended	png
G96622LK	23093	snfg	extended	svg
G96631LM	1498	snfg	extended	png
G96631LM	5950	snfg	extended	svg
G96631UP	1327	snfg	extended	png
G96631UP	5882	snfg	extended	svg
G96634LF	1556	snfg	extended	png
G96634LF	5993	snfg	extended	svg
G96635FX	3116	snfg	extended	png
G96635FX	12585	snfg	extended	svg
G96635YG	4235	snfg	extended	png
G96635YG	22391	snfg	extended	svg
G96636JK	801	snfg	extended	png
G96636JK	4182	snfg	extended	svg
G96639QR	2572	snfg	extended	png
G96639QR	9749	snfg	extended	svg
G96641FU	2003	snfg	extended	png
G96641FU	11112	snfg	extended	svg
G96642XC	1127	snfg	extended	png
G96642XC	4249	snfg	extended	svg
G96643WB	2366	snfg	extended	png
G96643WB	10865	snfg	extended	svg
G96644EE	3301	snfg	extended	png
G96644EE	14514	snfg	extended	svg
G96644ZT	3749	snfg	extended	png
G96644ZT	19246	snfg	extended	svg
G96645BH	1521	snfg	extended	png
G96645BH	14530	snfg	extended	svg
G96645EF	2734	snfg	extended	png
G96645EF	11105	snfg	extended	svg
G96648KQ	1212	snfg	extended	png
G96648KQ	6011	snfg	extended	svg
G96650VB	3905	snfg	extended	png
G96650VB	23070	snfg	extended	svg
G96651PA	1594	snfg	extended	png
G96651PA	6010	snfg	extended	svg
G96652IJ	2019	snfg	extended	png
G96652IJ	9217	snfg	extended	svg
G96653KP	1929	snfg	extended	png
G96653KP	7565	snfg	extended	svg
G96653ZN	3246	snfg	extended	png
G96653ZN	16034	snfg	extended	svg
G96657KJ	1939	snfg	extended	png
G96657KJ	7989	snfg	extended	svg
G96658FX	1232	snfg	extended	png
G96658FX	7420	snfg	extended	svg
G96659ZL	4317	snfg	extended	png
G96659ZL	21109	snfg	extended	svg
G96663HG	2502	snfg	extended	png
G96663HG	10872	snfg	extended	svg
G96665PG	4719	snfg	extended	png
G96665PG	22627	snfg	extended	svg
G96665ZH	1479	snfg	extended	png
G96665ZH	6172	snfg	extended	svg
G96671TO	3256	snfg	extended	png
G96671TO	14283	snfg	extended	svg
G96671XB	4295	snfg	extended	png
G96671XB	21042	snfg	extended	svg
G96674LJ	6795	snfg	extended	png
G96674LJ	31195	snfg	extended	svg
G96676KK	1376	snfg	extended	png
G96676KK	11108	snfg	extended	svg
G96677EZ	5609	snfg	extended	png
G96677EZ	27834	snfg	extended	svg
G96679AF	1620	snfg	extended	png
G96679AF	7650	snfg	extended	svg
G96679EA	3109	snfg	extended	png
G96679EA	14201	snfg	extended	svg
G96679QY	4583	snfg	extended	png
G96679QY	24870	snfg	extended	svg
G96680QM	8534	snfg	extended	png
G96680QM	32762	snfg	extended	svg
G96681ZB	960	snfg	extended	png
G96681ZB	4212	snfg	extended	svg
G96683VV	2566	snfg	extended	png
G96683VV	13176	snfg	extended	svg
G96691CI	2888	snfg	extended	png
G96691CI	14239	snfg	extended	svg
G96691OS	1913	snfg	extended	png
G96691OS	7557	snfg	extended	svg
G96695ZW	4019	snfg	extended	png
G96695ZW	22772	snfg	extended	svg
G96696UJ	1298	snfg	extended	png
G96696UJ	4307	snfg	extended	svg
G96698DJ	1821	snfg	extended	png
G96698DJ	5947	snfg	extended	svg
G96699WJ	4121	snfg	extended	png
G96699WJ	21081	snfg	extended	svg
G96705HX	2848	snfg	extended	png
G96705HX	14354	snfg	extended	svg
G96705SS	4194	snfg	extended	png
G96705SS	21441	snfg	extended	svg
G96709CX	2028	snfg	extended	png
G96709CX	10973	snfg	extended	svg
G96711WU	19137	snfg	extended	png
G96711WU	56359	snfg	extended	svg
G96715CG	1765	snfg	extended	png
G96715CG	7585	snfg	extended	svg
G96715HA	3407	snfg	extended	png
G96715HA	16184	snfg	extended	svg
G96717UK	1813	snfg	extended	png
G96717UK	7662	snfg	extended	svg
G96717WN	4983	snfg	extended	png
G96717WN	24107	snfg	extended	svg
G96719MC	6181	snfg	extended	png
G96719MC	32891	snfg	extended	svg
G96721TP	1134	snfg	extended	png
G96721TP	4246	snfg	extended	svg
G96724BJ	1590	snfg	extended	png
G96724BJ	5834	snfg	extended	svg
G96726MO	3312	snfg	extended	png
G96726MO	14299	snfg	extended	svg
G96727GA	4717	snfg	extended	png
G96727GA	21070	snfg	extended	svg
G96727JJ	2816	snfg	extended	png
G96727JJ	14343	snfg	extended	svg
G96730JA	2382	snfg	extended	png
G96730JA	9736	snfg	extended	svg
G96734TF	2208	snfg	extended	png
G96734TF	12500	snfg	extended	svg
G96735SK	4009	snfg	extended	png
G96735SK	18975	snfg	extended	svg
G96736PG	1462	snfg	extended	png
G96736PG	6270	snfg	extended	svg
G96738CW	1671	snfg	extended	png
G96738CW	5894	snfg	extended	svg
G96738MG	3887	snfg	extended	png
G96738MG	17275	snfg	extended	svg
G96741HL	1376	snfg	extended	png
G96741HL	7350	snfg	extended	svg
G96743TG	4756	snfg	extended	png
G96743TG	18532	snfg	extended	svg
G96746BC	2321	snfg	extended	png
G96746BC	10523	snfg	extended	svg
G96747LZ	2516	snfg	extended	png
G96747LZ	10141	snfg	extended	svg
G96747VS	1328	snfg	extended	png
G96747VS	5972	snfg	extended	svg
G96756PE	1176	snfg	extended	png
G96756PE	4484	snfg	extended	svg
G96758WF	2954	snfg	extended	png
G96758WF	15546	snfg	extended	svg
G96761QO	2603	snfg	extended	png
G96761QO	10064	snfg	extended	svg
G96763TB	2926	snfg	extended	png
G96763TB	13935	snfg	extended	svg
G96768SN	2907	snfg	extended	png
G96768SN	12569	snfg	extended	svg
G96771UL	2520	snfg	extended	png
G96771UL	11115	snfg	extended	svg
G96776MR	1617	snfg	extended	png
G96776MR	7729	snfg	extended	svg
G96776PP	2443	snfg	extended	png
G96776PP	14300	snfg	extended	svg
G96777AX	3738	snfg	extended	png
G96777AX	19724	snfg	extended	svg
G96779RU	1511	snfg	extended	png
G96779RU	7715	snfg	extended	svg
G96779TZ	3057	snfg	extended	png
G96779TZ	17460	snfg	extended	svg
G96782OT	4850	snfg	extended	png
G96782OT	19709	snfg	extended	svg
G96783GP	4275	snfg	extended	png
G96783GP	17854	snfg	extended	svg
G96786JM	3193	snfg	extended	png
G96786JM	14427	snfg	extended	svg
G96787EC	1133	snfg	extended	png
G96787EC	4241	snfg	extended	svg
G96788FR	3217	snfg	extended	png
G96788FR	12940	snfg	extended	svg
G96788KW	3829	snfg	extended	png
G96788KW	15983	snfg	extended	svg
G96792YL	1057	snfg	extended	png
G96792YL	4627	snfg	extended	svg
G96794ZC	4922	snfg	extended	png
G96794ZC	22753	snfg	extended	svg
G96797KG	3907	snfg	extended	png
G96797KG	19676	snfg	extended	svg
G96797OU	1492	snfg	extended	png
G96797OU	14099	snfg	extended	svg
G96800UU	1971	snfg	extended	png
G96800UU	5993	snfg	extended	svg
G96810SP	2208	snfg	extended	png
G96810SP	10925	snfg	extended	svg
G96816KA	2387	snfg	extended	png
G96816KA	9572	snfg	extended	svg
G96820VB	1982	snfg	extended	png
G96820VB	9211	snfg	extended	svg
G96823NW	1180	snfg	extended	png
G96823NW	4265	snfg	extended	svg
G96828EA	2455	snfg	extended	png
G96828EA	12496	snfg	extended	svg
G96834JC	1722	snfg	extended	png
G96834JC	9282	snfg	extended	svg
G96835FW	3818	snfg	extended	png
G96835FW	20998	snfg	extended	svg
G96839UN	3835	snfg	extended	png
G96839UN	16030	snfg	extended	svg
G96841SQ	6531	snfg	extended	png
G96841SQ	24101	snfg	extended	svg
G96841VW	2028	snfg	extended	png
G96841VW	17687	snfg	extended	svg
G96847QV	2687	snfg	extended	png
G96847QV	12612	snfg	extended	svg
G96847TP	1326	snfg	extended	png
G96847TP	7569	snfg	extended	svg
G96851HL	1826	snfg	extended	png
G96851HL	7583	snfg	extended	svg
G96852FA	6731	snfg	extended	png
G96852FA	24471	snfg	extended	svg
G96852OV	2692	snfg	extended	png
G96852OV	14406	snfg	extended	svg
G96852SM	5319	snfg	extended	png
