accession	monosaccharide
G07920XA	HexNAc
G07920ZX	GlcNAc
G07920ZX	HexNAc
G07921VN	GlcNAc
G07921VN	HexNAc
G07922MT	GlcNAc
G07922MT	HexNAc
G07923CD	GlcNAc
G07923CD	HexNAc
G07925NB	GlcNAc
G07925NB	HexNAc
G07927YP	GlcNAc
G07927YP	HexNAc
G07929VT	GlcNAc
G07929VT	HexNAc
G07930SC	Hex
G07932PU	GalNAc
G07932PU	HexNAc
G07943FD	GalNAc
G07943FD	HexNAc
G07947TY	GlcNAc
G07947TY	HexNAc
G07957RU	GlcNAc
G07957RU	HexNAc
G07971YJ	GlcNAc
G07971YJ	HexNAc
G07978HT	Glc
G07978HT	Hex
G07982BU	GlcNAc
G07982BU	HexNAc
G07982LO	GalNAc
G07982LO	HexNAc
G07982RO	GlcNAc
G07982RO	HexNAc
G07986NM	Hex
G07986NM	Man
G07988QE	GalNAc
G07988QE	HexNAc
G07990UY	GlcNAc
G07990UY	HexNAc
G07995UK	GalNAc
G07995UK	HexNAc
G07995VK	GlcNAc
G07995VK	HexNAc
G07997TN	GlcNAc
G07997TN	HexNAc
G08005PG	GlcNAc
G08005PG	HexNAc
G08011QI	GlcNAc
G08011QI	HexNAc
G08012BR	Gal
G08012BR	Hex
G08016RU	Hex
G08016RU	Man
G08016YO	GalNAc
G08016YO	HexNAc
G08018ED	GlcNAc
G08018ED	HexNAc
G08026DE	HexNAc
G08027ZQ	GlcNAc
G08027ZQ	HexNAc
G08041YY	GlcNAc
G08041YY	HexNAc
G08043ID	GlcNAc
G08043ID	HexNAc
G08046LM	GalNAc
G08046LM	HexNAc
G08055MG	GalNAc
G08055MG	HexNAc
G08059ZN	GalNAc
G08059ZN	HexNAc
G08060JF	GlcNAc
G08060JF	HexNAc
G08060KQ	Gal
G08060KQ	Hex
G08062CY	GlcNAc
G08062CY	HexNAc
G08064FX	Hex
G08064FX	Man
G08064PD	GlcNAc
G08064PD	HexNAc
G08066KX	GlcNAc
G08066KX	HexNAc
G08076GP	GlcNAc
G08076GP	HexNAc
G08078RH	GlcNAc
G08078RH	HexNAc
G08079IN	GlcNAc
G08079IN	HexNAc
G08083HB	GalNAc
G08083HB	HexNAc
G08096ND	GlcNAc
G08096ND	HexNAc
G08107BH	Gal
G08107BH	Hex
G08107SW	GalNAc
G08107SW	HexNAc
G08111FJ	GlcNAc
G08111FJ	HexNAc
G08113XU	GlcNAc
G08113XU	HexNAc
G08116AL	GalNAc
G08116AL	HexNAc
G08124HH	Xxx
G08126NH	GlcNAc
G08126NH	HexNAc
G08126QR	GlcNAc
G08126QR	HexNAc
G08126ZF	Xxx
G08130NB	GlcNAc
G08130NB	HexNAc
G08131WI	GalNAc
G08131WI	HexNAc
G08132AH	GlcNAc
G08132AH	HexNAc
G08137JI	GlcNAc
G08137JI	HexNAc
G08138OC	Hex
G08140FC	GalNAc
G08140FC	HexNAc
G08140SH	HexNAc
G08143BZ	Glc
G08143BZ	Hex
G08146BT	GlcNAc
G08146BT	HexNAc
G08147LK	GlcNAc
G08147LK	HexNAc
G08157XK	GlcNAc
G08157XK	HexNAc
G08161JQ	GlcNAc
G08161JQ	HexNAc
G08161XL	GlcNAc
G08161XL	HexNAc
G08167XU	GlcNAc
G08167XU	HexNAc
G08169IN	GlcNAc
G08169IN	HexNAc
G08174NQ	GlcNAc
G08174NQ	HexNAc
G08174SZ	GlcNAc
G08174SZ	HexNAc
G08176ZW	GlcNAc
G08176ZW	HexNAc
G08178PQ	GalNAc
G08178PQ	HexNAc
G08185DV	GlcNAc
G08185DV	HexNAc
G08187GM	GlcNAc
G08187GM	HexNAc
G08190JB	GalNAc
G08190JB	HexNAc
G08191RW	GlcNAc
G08191RW	HexNAc
G08194HH	GlcNAc
G08194HH	HexNAc
G08201TX	GalNAc
G08201TX	HexNAc
G08205LJ	GlcNAc
G08205LJ	HexNAc
G08212AK	GlcNAc
G08212AK	HexNAc
G08214IK	Hex
G08214IK	Man
G08230UB	GlcNAc
G08230UB	HexNAc
G08240HN	GlcNAc
G08240HN	HexNAc
G08242BT	GlcNAc
G08242BT	HexNAc
G08244FE	GlcNAc
G08244FE	HexNAc
G08244HV	GalNAc
G08244HV	HexNAc
G08244KE	GalNAc
G08244KE	HexNAc
G08244YE	GalNAc
G08244YE	HexNAc
G08246VM	GlcNAc
G08246VM	HexNAc
G08254PX	Hex
G08254PX	Man
G08262RI	GlcNAc
G08262RI	HexNAc
G08262VQ	GlcNAc
G08262VQ	HexNAc
G08265CU	GalNAc
G08265CU	HexNAc
G08265YB	Pent
G08265YB	Xyl
G08266DC	GlcNAc
G08266DC	HexNAc
G08268PJ	GlcNAc
G08268PJ	HexNAc
G08275UE	GalNAc
G08275UE	HexNAc
G08276UQ	HexNAc
G08283ER	GalNAc
G08283ER	HexNAc
G08298VG	GlcNAc
G08298VG	HexNAc
G08300EX	GlcNAc
G08300EX	HexNAc
G08301LT	Hex
G08301LT	Man
G08301VD	GlcNAc
G08301VD	HexNAc
G08304AG	GlcNAc
G08304AG	HexNAc
G08324IQ	Glc
G08324IQ	Hex
G08324ZK	Fuc
G08324ZK	dHex
G08326JL	GlcNAc
G08326JL	HexNAc
G08332VE	Hex
G08334GW	GlcNAc
G08334GW	HexNAc
G08340FW	GlcNAc
G08340FW	HexNAc
G08344IT	GlcNAc
G08344IT	HexNAc
G08348BC	GlcNAc
G08348BC	HexNAc
G08349KU	HexNAc
G08351JQ	GlcNAc
G08351JQ	HexNAc
G08354GM	Glc
G08354GM	Hex
G08355EN	NeuAc
G08355EN	Sia
G08357TG	GlcNAc
G08357TG	HexNAc
G08358DN	GalNAc
G08358DN	HexNAc
G08364MT	GlcNAc
G08364MT	HexNAc
G08365YY	Hex
G08371CD	GalNAc
G08371CD	HexNAc
G08371QU	GlcNAc
G08371QU	HexNAc
G08371VN	GlcNAc
G08371VN	HexNAc
G08373SM	GlcNAc
G08373SM	HexNAc
G08378WD	GlcNAc
G08378WD	HexNAc
G08380AT	GlcNAc
G08380AT	HexNAc
G08380SA	Glc
G08380SA	Hex
G08394CG	GlcNAc
G08394CG	HexNAc
G08396BF	GlcNAc
G08396BF	HexNAc
G08403NB	GalNAc
G08403NB	HexNAc
G08418PB	GlcNAc
G08418PB	HexNAc
G08425VQ	GalNAc
G08425VQ	HexNAc
G08426DX	GalNAc
G08426DX	HexNAc
G08427TM	GlcNAc
G08427TM	HexNAc
G08429CA	Gal
G08429CA	Hex
G08429SS	GlcNAc
G08429SS	HexNAc
G08431YY	Glc
G08431YY	Hex
G08439GP	GlcNAc
G08439GP	HexNAc
G08450OR	GlcNAc
G08450OR	HexNAc
G08456JO	GlcNAc
G08456JO	HexNAc
G08456TO	GlcNAc
G08456TO	HexNAc
G08459GF	GalNAc
G08459GF	HexNAc
G08463CD	GlcNAc
G08463CD	HexNAc
G08465VN	GalNAc
G08465VN	HexNAc
G08468WZ	GlcNAc
G08468WZ	HexNAc
G08474XG	GlcNAc
G08474XG	HexNAc
G08482AW	GlcNAc
G08482AW	HexNAc
G08485QG	GlcNAc
G08485QG	HexNAc
G08485TO	Gal
G08485TO	Hex
G08487XA	GlcNAc
G08487XA	HexNAc
G08488JZ	GlcNAc
G08488JZ	HexNAc
G08491RV	GlcNAc
G08491RV	HexNAc
G08492JZ	GlcNAc
G08492JZ	HexNAc
G08493GY	GlcNAc
G08493GY	HexNAc
G08497KY	Glc
G08497KY	Hex
G08514IA	GalNAc
G08514IA	HexNAc
G08514XR	GlcNAc
G08514XR	HexNAc
G08519QY	GlcNAc
G08519QY	HexNAc
G08520NM	GlcNAc
G08520NM	HexNAc
G08527WT	GlcNAc
G08527WT	HexNAc
G08535CF	NeuAc
G08535CF	Sia
G08535US	GlcNAc
G08535US	HexNAc
G08536AN	Glc
G08536AN	Hex
G08537LY	GlcNAc
G08537LY	HexNAc
G08539FO	Gal
G08539FO	Hex
G08540DD	Glc
G08540DD	Hex
G08543DY	GlcNAc
G08543DY	HexNAc
G08545ST	Xxx
G08551GM	Glc
G08551GM	Hex
G08551YA	GlcNAc
G08551YA	HexNAc
G08557LQ	HexNAc
G08558JH	GlcNAc
G08558JH	HexNAc
G08561XZ	GlcNAc
G08561XZ	HexNAc
G08563MM	GlcNAc
G08563MM	HexNAc
G08568MV	GlcA
G08568MV	HexA
G08569VN	GalNAc
G08569VN	HexNAc
G08570LJ	GlcNAc
G08570LJ	HexNAc
G08577PR	GlcNAc
G08577PR	HexNAc
G08577RF	GlcNAc
G08577RF	HexNAc
G08577ZR	GlcNAc
G08577ZR	HexNAc
G08583SH	Hex
G08583SH	Man
G08589LS	Xxx
G08606AS	HexNAc
G08606CV	GlcNAc
G08606CV	HexNAc
G08608DR	GlcNAc
G08608DR	HexNAc
G08624KO	GlcNAc
G08624KO	HexNAc
G08629JA	GlcNAc
G08629JA	HexNAc
G08629YK	GlcNAc
G08629YK	HexNAc
G08631JB	Hex
G08631JB	Man
G08634HO	GalNAc
G08634HO	HexNAc
G08636CQ	GlcNAc
G08636CQ	HexNAc
G08639EI	HexNAc
G08640KF	Glc
G08640KF	Hex
G08644YY	Gal
G08644YY	Hex
G08646IB	GlcNAc
G08646IB	HexNAc
G08646YJ	GlcNAc
G08646YJ	HexNAc
G08648UJ	Glc
G08648UJ	Hex
G08650GW	GlcNAc
G08650GW	HexNAc
G08653HP	GalNAc
G08653HP	HexNAc
G08662MT	Glc
G08662MT	Hex
G08670FK	GlcNAc
G08670FK	HexNAc
G08672HQ	Glc
G08672HQ	Hex
G08673AT	GlcNAc
G08673AT	HexNAc
G08673GI	GlcNAc
G08673GI	HexNAc
G08675PK	GlcNAc
G08675PK	HexNAc
G08677HF	Gal
G08677HF	Hex
G08679EM	GlcNAc
G08679EM	HexNAc
G08679LR	GlcNAc
G08679LR	HexNAc
G08681CU	GlcNAc
G08681CU	HexNAc
G08690HO	GlcNAc
G08690HO	HexNAc
G08697NH	GalNAc
G08697NH	HexNAc
G08700OQ	GalNAc
G08700OQ	HexNAc
G08703BV	GlcNAc
G08703BV	HexNAc
G08705ZV	GlcNAc
G08705ZV	HexNAc
G08709JB	GlcNAc
G08709JB	HexNAc
G08711TN	GlcNAc
G08711TN	HexNAc
G08711ZN	Glc
G08711ZN	Hex
G08712ES	GlcNAc
G08712ES	HexNAc
G08712IY	GlcNAc
G08712IY	HexNAc
G08714SK	GlcNAc
G08714SK	HexNAc
G08715FO	GalNAc
G08715FO	HexNAc
G08719OP	Hex
G08719OP	Man
G08722HB	Glc
G08722HB	Hex
G08723AU	Glc
G08723AU	Hex
G08729NX	GlcNAc
G08729NX	HexNAc
G08731KN	GlcNAc
G08731KN	HexNAc
G08735WG	GalNAc
G08735WG	HexNAc
G08735ZX	GlcNAc
G08735ZX	HexNAc
G08737BQ	GlcNAc
G08737BQ	HexNAc
G08739AJ	Hex
G08739AJ	Man
G08744DM	Pent
G08744DM	Xyl
G08744HU	GalNAc
G08744HU	HexNAc
G08748CW	GlcNAc
G08748CW	HexNAc
G08749YC	GlcNAc
G08749YC	HexNAc
G08755WX	GlcNAc
G08755WX	HexNAc
G08757HG	GlcNAc
G08757HG	HexNAc
G08770AU	Xxx
G08770RO	Gal
G08770RO	Hex
G08771DC	GlcNAc
G08771DC	HexNAc
G08772KU	GlcNAc
G08772KU	HexNAc
G08776GA	GlcNAc
G08776GA	HexNAc
G08778HV	Hex
G08781JF	GlcNAc
G08781JF	HexNAc
G08785FX	Glc
G08785FX	Hex
G08787ZI	GalNAc
G08787ZI	HexNAc
G08790WV	GlcNAc
G08790WV	HexNAc
G08792QQ	Glc
G08792QQ	Hex
G08795GE	Glc
G08795GE	Hex
G08796XG	Glc
G08796XG	Hex
G08799JV	GlcNAc
G08799JV	HexNAc
G08801NX	Glc
G08801NX	Hex
G08806VI	Gal
G08806VI	Hex
G08814EN	GlcNAc
G08814EN	HexNAc
G08820NR	GlcNAc
G08820NR	HexNAc
G08822BC	GlcNAc
G08822BC	HexNAc
G08823VD	GalNAc
G08823VD	HexNAc
G08826KQ	GlcNAc
G08826KQ	HexNAc
G08832RP	Pent
G08832RP	Xyl
G08835ES	GlcNAc
G08835ES	HexNAc
G08835TC	Glc
G08835TC	Hex
G08838KS	GlcNAc
G08838KS	HexNAc
G08843CO	Glc
G08843CO	Hex
G08847AG	Gal
G08847AG	Hex
G08851AT	Glc
G08851AT	Hex
G08855PJ	Glc
G08855PJ	Hex
G08861VL	Glc
G08861VL	Hex
G08862JP	GalNAc
G08862JP	HexNAc
G08863NS	GlcNAc
G08863NS	HexNAc
G08866CW	GlcNAc
G08866CW	HexNAc
G08872UM	GlcNAc
G08872UM	HexNAc
G08875HF	GlcNAc
G08875HF	HexNAc
G08882LF	GlcNAc
G08882LF	HexNAc
G08884LK	GlcNAc
G08884LK	HexNAc
G08885DJ	Glc
G08885DJ	Hex
G08893BX	GlcNAc
G08893BX	HexNAc
G08894MB	GlcNAc
G08894MB	HexNAc
G08896RO	GlcNAc
G08896RO	HexNAc
G08903MT	GalNAc
G08903MT	HexNAc
G08907YK	GlcNAc
G08907YK	HexNAc
G08912OL	GlcNAc
G08912OL	HexNAc
G08912RJ	GlcNAc
G08912RJ	HexNAc
G08916CY	GlcNAc
G08916CY	HexNAc
G08916UB	GlcNAc
G08916UB	HexNAc
G08918EL	GlcNAc
G08918EL	HexNAc
G08920PY	Hex
G08920PY	Man
G08921OS	Pent
G08921OS	Xyl
G08922GU	Glc
G08922GU	Hex
G08922VD	GlcNAc
G08922VD	HexNAc
G08926IP	Hex
G08926IP	Man
G08932DK	GlcNAc
G08932DK	HexNAc
G08932YS	NeuAc
G08932YS	Sia
G08936DJ	GlcNAc
G08936DJ	HexNAc
G08939IS	GlcNAc
G08939IS	HexNAc
G08941LG	GalNAc
G08941LG	HexNAc
G08944NZ	Xxx
G08949VK	GlcNAc
G08949VK	HexNAc
G08961BG	Hex
G08961BG	Man
G08961VV	GlcNAc
G08961VV	HexNAc
G08974DK	GlcNAc
G08974DK	HexNAc
G08979EC	GlcNAc
G08979EC	HexNAc
G08981WF	GlcNAc
G08981WF	HexNAc
G08986LI	GlcNAc
G08986LI	HexNAc
G08993KP	GlcNAc
G08993KP	HexNAc
G08995TK	GlcNAc
G08995TK	HexNAc
G08997GC	GlcNAc
G08997GC	HexNAc
G09005IK	GlcNAc
G09005IK	HexNAc
G09009DV	GlcNAc
G09009DV	HexNAc
G09015UT	GlcNAc
G09015UT	HexNAc
G09018LZ	GlcNAc
G09018LZ	HexNAc
G09019KT	GlcNAc
G09019KT	HexNAc
G09020HN	GlcNAc
G09020HN	HexNAc
G09022KY	GlcNAc
G09022KY	HexNAc
G09023OT	Glc
G09023OT	Hex
G09025ID	GlcNAc
G09025ID	HexNAc
G09026AJ	GlcNAc
G09026AJ	HexNAc
G09035TO	Glc
G09035TO	Hex
G09038YN	Pent
G09038YN	Xyl
G09040YU	GlcNAc
G09040YU	HexNAc
G09043LP	Gal
G09043LP	Hex
G09046VD	Glc
G09046VD	Hex
G09057LN	GlcNAc
G09057LN	HexNAc
G09057MT	Glc
G09057MT	Hex
G09057YJ	GlcNAc
G09057YJ	HexNAc
G09058KZ	GlcNAc
G09058KZ	HexNAc
G09060TD	GalNAc
G09060TD	HexNAc
G09060YK	GlcNAc
G09060YK	HexNAc
G09064IP	GlcNAc
G09064IP	HexNAc
G09066KJ	GlcNAc
G09066KJ	HexNAc
G09071DK	GalNAc
G09071DK	HexNAc
G09071UQ	Xxx
G09074CE	Glc
G09074CE	Hex
G09078LY	GalNAc
G09078LY	HexNAc
G09079WY	GalNAc
G09079WY	HexNAc
G09082RG	GlcNAc
G09082RG	HexNAc
G09087VQ	GlcNAc
G09087VQ	HexNAc
G09088BU	GlcNAc
G09088BU	HexNAc
G09090NW	Fuc
G09090NW	dHex
G09091PI	Glc
G09091PI	Hex
G09095HL	GlcNAc
G09095HL	HexNAc
G09102AG	GlcNAc
G09102AG	HexNAc
G09103UA	Gal
G09103UA	Hex
G09106ES	Fuc
G09106ES	dHex
G09107CZ	Gal
G09107CZ	Hex
G09108CM	Hex
G09108HO	GalNAc
G09108HO	HexNAc
G09115OQ	GlcNAc
G09115OQ	HexNAc
G09118YK	GlcNAc
G09118YK	HexNAc
G09125MU	GalNAc
G09125MU	HexNAc
G09125WG	GlcNAc
G09125WG	HexNAc
G09126IG	GlcNAc
G09126IG	HexNAc
G09126MW	GlcNAc
G09126MW	HexNAc
G09130LO	GlcNAc
G09130LO	HexNAc
G09131WF	GlcNAc
G09131WF	HexNAc
G09137ZU	GlcNAc
G09137ZU	HexNAc
G09138HY	HexNAc
G09139MX	GalNAc
G09139MX	HexNAc
G09141DK	Hex
G09141DK	Man
G09142NP	GlcNAc
G09142NP	HexNAc
G09143NP	Glc
G09143NP	Hex
G09150LP	GlcNAc
G09150LP	HexNAc
G09153LX	GalNAc
G09153LX	HexNAc
G09163PD	GalNAc
G09163PD	HexNAc
G09165XB	Glc
G09165XB	Hex
G09169SF	GlcNAc
G09169SF	HexNAc
G09171UI	GlcNAc
G09171UI	HexNAc
G09173AD	GlcNAc
G09173AD	HexNAc
G09176OA	GlcNAc
G09176OA	HexNAc
G09177CD	Hex
G09177CD	Man
G09182TI	GalNAc
G09182TI	HexNAc
G09183HL	Hex
G09185DX	GalNAc
G09185DX	HexNAc
G09201HE	GlcNAc
G09201HE	HexNAc
G09206KH	GlcNAc
G09206KH	HexNAc
G09207SI	GalNAc
G09207SI	HexNAc
G09212KV	GlcNAc
G09212KV	HexNAc
G09216IK	Glc
G09216IK	Hex
G09217WA	HexNAc
G09221QI	Hex
G09221QI	Man
G09222UH	GlcNAc
G09222UH	HexNAc
G09223OK	GlcNAc
G09223OK	HexNAc
G09224US	GalNAc
G09224US	HexNAc
G09225SF	Hex
G09225SF	Man
G09231HQ	Hex
G09231HQ	Man
G09234AI	GalNAc
G09234AI	HexNAc
G09237BA	GlcNAc
G09237BA	HexNAc
G09242UL	Glc
G09242UL	Hex
G09244EU	GlcNAc
G09244EU	HexNAc
G09255AF	GlcNAc
G09255AF	HexNAc
G09255SB	GlcNAc
G09255SB	HexNAc
G09259UZ	Xxx
G09260EL	GlcNAc
G09260EL	HexNAc
G09260HR	HexNAc
G09276BX	GlcNAc
G09276BX	HexNAc
G09276TA	GlcNAc
G09276TA	HexNAc
G09276VG	GlcNAc
G09276VG	HexNAc
G09280JF	GlcNAc
G09280JF	HexNAc
G09286SA	Gal
G09286SA	Hex
G09287HW	GalNAc
G09287HW	HexNAc
G09314FY	GlcNAc
G09314FY	HexNAc
G09314IY	GlcNAc
G09314IY	HexNAc
G09318DC	Pent
G09318DC	Xyl
G09319JK	GlcNAc
G09319JK	HexNAc
G09320DG	GlcNAc
G09320DG	HexNAc
G09322OS	GlcNAc
G09322OS	HexNAc
G09325HD	GlcNAc
G09325HD	HexNAc
G09328CA	GlcNAc
G09328CA	HexNAc
G09342SH	Hex
G09342SH	Man
G09343VX	HexNAc
G09344ZL	GlcNAc
G09344ZL	HexNAc
G09345QU	GalNAc
G09345QU	HexNAc
G09349XQ	GlcNAc
G09349XQ	HexNAc
G09351VH	GlcNAc
G09351VH	HexNAc
G09362PR	GlcNAc
G09362PR	HexNAc
G09362VG	GlcNAc
G09362VG	HexNAc
G09365FC	GlcNAc
G09365FC	HexNAc
G09365IF	Gal
G09365IF	Hex
G09367JM	GalNAc
G09367JM	HexNAc
G09371DG	GlcNAc
G09371DG	HexNAc
G09372HW	GlcA
G09372HW	HexA
G09372SQ	Xxx
G09376MR	GlcNAc
G09376MR	HexNAc
G09383LM	Glc
G09383LM	Hex
G09389FE	GlcNAc
G09389FE	HexNAc
G09391XP	Xxx
G09393NL	GlcNAc
G09393NL	HexNAc
G09394JN	GlcNAc
G09394JN	HexNAc
G09397NL	Glc
G09397NL	Hex
G09397UV	GlcNAc
G09397UV	HexNAc
G09403OT	Gal
G09403OT	Hex
G09405BO	GlcNAc
G09405BO	HexNAc
G09406JN	GlcNAc
G09406JN	HexNAc
G09409BX	GlcNAc
G09409BX	HexNAc
G09415JG	Glc
G09415JG	Hex
G09416DG	GlcNAc
G09416DG	HexNAc
G09420NN	GlcNAc
G09420NN	HexNAc
G09424UT	GalNAc
G09424UT	HexNAc
G09425PN	GalNAc
G09425PN	HexNAc
G09430FY	Hex
G09430FY	Man
G09437GG	GlcNAc
G09437GG	HexNAc
G09441IP	GalNAc
G09441IP	HexNAc
G09441VY	GalNAc
G09441VY	HexNAc
G09445EM	HexNAc
G09446VC	GlcNAc
G09446VC	HexNAc
G09449AA	GlcNAc
G09449AA	HexNAc
G09450SV	GlcNAc
G09450SV	HexNAc
G09452ED	GlcNAc
G09452ED	HexNAc
G09453OL	GlcNAc
G09453OL	HexNAc
G09454VW	Glc
G09454VW	Hex
G09459NU	Gal
G09459NU	Hex
G09460TE	Glc
G09460TE	Hex
G09468BH	GlcNAc
G09468BH	HexNAc
G09468GF	GlcNAc
G09468GF	HexNAc
G09479IG	Gal
G09479IG	Hex
G09480OP	GalNAc
G09480OP	HexNAc
G09482NW	GlcNAc
G09482NW	HexNAc
G09485LV	Xxx
G09494DM	GlcNAc
G09494DM	HexNAc
G09494SH	GlcNAc
G09494SH	HexNAc
G09503CT	GlcNAc
G09503CT	HexNAc
G09506OB	Glc
G09506OB	Hex
G09507TI	Hex
G09507TI	Man
G09513RD	GlcNAc
G09513RD	HexNAc
G09517ZR	GlcNAc
G09517ZR	HexNAc
G09518ST	GlcNAc
G09518ST	HexNAc
G09518XH	HexNAc
G09520ZQ	GalNAc
G09520ZQ	HexNAc
G09529HK	Glc
G09529HK	Hex
G09533NV	Glc
G09533NV	Hex
G09536VZ	GalNAc
G09536VZ	HexNAc
G09538AR	GlcNAc
G09538AR	HexNAc
G09538YE	GlcNAc
G09538YE	HexNAc
G09540UP	Gal
G09540UP	Hex
G09546QO	Gal
G09546QO	Hex
G09552LA	Glc
G09552LA	Hex
G09556KR	GlcNAc
G09556KR	HexNAc
G09568CS	HexNAc
G09568JT	GlcNAc
G09568JT	HexNAc
G09571HJ	GlcNAc
G09571HJ	HexNAc
G09575SG	GalNAc
G09575SG	HexNAc
G09576QH	GlcNAc
G09576QH	HexNAc
G09576SL	Glc
G09576SL	Hex
G09576XU	Pent
G09576XU	Xyl
G09578TK	GlcNAc
G09578TK	HexNAc
G09579YO	GlcNAc
G09579YO	HexNAc
G09583ED	Glc
G09583ED	Hex
G09583VP	GlcNAc
G09583VP	HexNAc
G09588MX	GalNAc
G09588MX	HexNAc
G09597LJ	Hex
G09597OV	GlcNAc
G09597OV	HexNAc
G09601WV	GlcNAc
G09601WV	HexNAc
G09603GS	Glc
G09603GS	Hex
G09605DV	GlcNAc
G09605DV	HexNAc
G09605MK	GlcNAc
G09605MK	HexNAc
G09609EN	GlcNAc
G09609EN	HexNAc
G09610VP	Glc
G09610VP	Hex
G09613FS	GlcNAc
G09613FS	HexNAc
G09614AM	GlcNAc
G09614AM	HexNAc
G09620VM	GalNAc
G09620VM	HexNAc
G09629HE	GlcNAc
G09629HE	HexNAc
G09629PQ	GlcNAc
G09629PQ	HexNAc
G09630SJ	Hex
G09630SJ	Man
G09633HU	GlcNAc
G09633HU	HexNAc
G09635US	GlcNAc
G09635US	HexNAc
G09639SZ	GlcNAc
G09639SZ	HexNAc
G09640VJ	GalNAc
G09640VJ	HexNAc
G09642IX	GalNAc
G09642IX	HexNAc
G09650BK	GlcNAc
G09650BK	HexNAc
G09650TB	GlcNAc
G09650TB	HexNAc
G09650YS	GlcNAc
G09650YS	HexNAc
G09658RZ	Glc
G09658RZ	Hex
G09662MS	Glc
G09662MS	Hex
G09663DE	GalNAc
G09663DE	HexNAc
G09664GG	GlcNAc
G09664GG	HexNAc
G09666WO	GlcNAc
G09666WO	HexNAc
G09670SR	GlcNAc
G09670SR	HexNAc
G09675DY	GlcNAc
G09675DY	HexNAc
G09675FZ	Xxx
G09675LS	Glc
G09675LS	Hex
G09676KV	Glc
G09676KV	Hex
G09678FF	GalNAc
G09678FF	HexNAc
G09681LD	GlcNAc
G09681LD	HexNAc
G09682KX	GalNAc
G09682KX	HexNAc
G09684AX	GlcNAc
G09684AX	HexNAc
G09687RJ	GalNAc
G09687RJ	HexNAc
G09696LD	GlcNAc
G09696LD	HexNAc
G09696LZ	GlcNAc
G09696LZ	HexNAc
G09698FP	GalNAc
G09698FP	HexNAc
G09702SG	GlcNAc
G09702SG	HexNAc
G09708QO	GlcNAc
G09708QO	HexNAc
G09709WX	GlcNAc
G09709WX	HexNAc
G09715CS	GlcNAc
G09715CS	HexNAc
G09715FX	Xxx
G09718NJ	GlcNAc
G09718NJ	HexNAc
G09723NO	GlcNAc
G09723NO	HexNAc
G09724ZC	GlcNAc
G09724ZC	HexNAc
G09727XA	GlcNAc
G09727XA	HexNAc
G09730EH	GlcNAc
G09730EH	HexNAc
G09737HO	Fuc
G09737HO	dHex
G09741DV	Glc
G09741DV	Hex
G09744CN	GlcNAc
G09744CN	HexNAc
G09745MI	Glc
G09745MI	Hex
G09748TP	GlcNAc
G09748TP	HexNAc
G09759ZB	GlcNAc
G09759ZB	HexNAc
G09761PB	Glc
G09761PB	Hex
G09767ET	GalNAc
G09767ET	HexNAc
G09771GJ	GlcNAc
G09771GJ	HexNAc
G09773WX	GlcNAc
G09773WX	HexNAc
G09775CH	GlcNAc
G09775CH	HexNAc
G09776OJ	Gal
G09776OJ	Hex
G09777HT	GlcNAc
G09777HT	HexNAc
G09780KQ	GlcNAc
G09780KQ	HexNAc
G09781FH	GalNAc
G09781FH	HexNAc
G09782JM	GlcNAc
G09782JM	HexNAc
G09786SL	GalNAc
G09786SL	HexNAc
G09791GF	GlcNAc
G09791GF	HexNAc
G09799UN	Glc
G09799UN	Hex
G09801NJ	GlcNAc
G09801NJ	HexNAc
G09802TO	GlcNAc
G09802TO	HexNAc
G09805DP	GalNAc
G09805DP	HexNAc
G09811CA	GlcNAc
G09811CA	HexNAc
G09811YI	GlcNAc
G09811YI	HexNAc
G09812PB	GalNAc
G09812PB	HexNAc
G09819TF	GlcNAc
G09819TF	HexNAc
G09819VE	Glc
G09819VE	Hex
G09820LN	HexNAc
G09824MS	GlcNAc
G09824MS	HexNAc
G09826WW	GlcNAc
G09826WW	HexNAc
G09831CM	GalNAc
G09831CM	HexNAc
G09834SO	GlcNAc
G09834SO	HexNAc
G09839ES	GlcNAc
G09839ES	HexNAc
G09842ZP	GlcNAc
G09842ZP	HexNAc
G09844TI	GlcNAc
G09844TI	HexNAc
G09845DR	GalNAc
G09845DR	HexNAc
G09855HH	Glc
G09855HH	Hex
G09857WN	GlcNAc
G09857WN	HexNAc
G09858SO	Glc
G09858SO	Hex
G09859LE	GalNAc
G09859LE	HexNAc
G09861HL	Glc
G09861HL	Hex
G09862LV	GlcNAc
G09862LV	HexNAc
G09865ZO	HexNAc
G09877AJ	GlcNAc
G09877AJ	HexNAc
G09880VO	GlcNAc
G09880VO	HexNAc
G09897NE	GlcNAc
G09897NE	HexNAc
G09899NJ	Hex
G09899NJ	Man
G09900YE	Pent
G09900YE	Xyl
G09902CG	GlcNAc
G09902CG	HexNAc
G09905HJ	GlcNAc
G09905HJ	HexNAc
G09909FT	GlcNAc
G09909FT	HexNAc
G09921EA	Glc
G09921EA	Hex
G09921KZ	GalNAc
G09921KZ	HexNAc
G09921WG	GlcNAc
G09921WG	HexNAc
G09930HL	Glc
G09930HL	Hex
G09938IH	GalNAc
G09938IH	HexNAc
G09940PW	GlcNAc
G09940PW	HexNAc
G09941BM	GalNAc
G09941BM	HexNAc
G09947IM	Glc
G09947IM	Hex
G09947VE	GlcNAc
G09947VE	HexNAc
G09947VX	GalNAc
G09947VX	HexNAc
G09947YX	Xxx
G09951CF	GlcNAc
G09951CF	HexNAc
