accession	monosaccharide
G46680KA	HexNAc
G46682ER	Pent
G46682ER	Xyl
G46686VL	GalNAc
G46686VL	HexNAc
G46687YY	GlcNAc
G46687YY	HexNAc
G46691RV	GlcNAc
G46691RV	HexNAc
G46697NP	GlcNAc
G46697NP	HexNAc
G46700WH	GlcNAc
G46700WH	HexNAc
G46703EI	GlcNAc
G46703EI	HexNAc
G46711IU	GalNAc
G46711IU	HexNAc
G46711XU	GalNAc
G46711XU	HexNAc
G46712PI	GlcNAc
G46712PI	HexNAc
G46716NW	GlcNAc
G46716NW	HexNAc
G46717IL	GlcNAc
G46717IL	HexNAc
G46720ZO	GlcNAc
G46720ZO	HexNAc
G46726NY	GlcNAc
G46726NY	HexNAc
G46732TY	GalNAc
G46732TY	HexNAc
G46738GV	GlcNAc
G46738GV	HexNAc
G46745HE	Glc
G46745HE	Hex
G46747LH	GlcNAc
G46747LH	HexNAc
G46748BU	GalNAc
G46748BU	HexNAc
G46754UT	GalNAc
G46754UT	HexNAc
G46754UW	GlcNAc
G46754UW	HexNAc
G46758LT	GalNAc
G46758LT	HexNAc
G46758UT	Glc
G46758UT	Hex
G46759LM	Glc
G46759LM	Hex
G46759WS	GlcNAc
G46759WS	HexNAc
G46760LG	GalNAc
G46760LG	HexNAc
G46760RW	GlcNAc
G46760RW	HexNAc
G46763GM	GlcNAc
G46763GM	HexNAc
G46764AW	GlcNAc
G46764AW	HexNAc
G46767VX	GlcNAc
G46767VX	HexNAc
G46768QH	GlcNAc
G46768QH	HexNAc
G46772BG	GalNAc
G46772BG	HexNAc
G46774NB	Glc
G46774NB	Hex
G46776WR	GlcNAc
G46776WR	HexNAc
G46777UE	GlcNAc
G46777UE	HexNAc
G46790QW	GalNAc
G46790QW	HexNAc
G46795YU	Gal
G46795YU	Hex
G46796UO	Fuc
G46796UO	dHex
G46799JK	GlcNAc
G46799JK	HexNAc
G46807BA	GlcNAc
G46807BA	HexNAc
G46808JY	GlcNAc
G46808JY	HexNAc
G46810SC	GlcNAc
G46810SC	HexNAc
G46813GM	GlcNAc
G46813GM	HexNAc
G46815RD	Gal
G46815RD	Hex
G46817ET	GalNAc
G46817ET	HexNAc
G46817RD	GlcNAc
G46817RD	HexNAc
G46823CW	GalNAc
G46823CW	HexNAc
G46823DK	GlcNAc
G46823DK	HexNAc
G46823OG	GlcNAc
G46823OG	HexNAc
G46825BU	GlcNAc
G46825BU	HexNAc
G46836GH	GlcNAc
G46836GH	HexNAc
G46841VU	GlcNAc
G46841VU	HexNAc
G46844BA	HexNAc
G46849JR	GlcNAc
G46849JR	HexNAc
G46849ZO	GlcNAc
G46849ZO	HexNAc
G46851AD	GalNAc
G46851AD	HexNAc
G46852YU	Glc
G46852YU	Hex
G46861ZO	GlcNAc
G46861ZO	HexNAc
G46866BD	GalNAc
G46866BD	HexNAc
G46868TY	GalNAc
G46868TY	HexNAc
G46873LN	Glc
G46873LN	Hex
G46874CY	GlcNAc
G46874CY	HexNAc
G46884IT	Glc
G46884IT	Hex
G46885EU	Gal
G46885EU	Hex
G46890OP	GlcNAc
G46890OP	HexNAc
G46897PS	GlcNAc
G46897PS	HexNAc
G46898OY	GlcNAc
G46898OY	HexNAc
G46907AV	Glc
G46907AV	Hex
G46912MY	GlcN
G46912MY	HexN
G46915JA	GalNAc
G46915JA	HexNAc
G46916AI	GlcNAc
G46916AI	HexNAc
G46917EP	GalNAc
G46917EP	HexNAc
G46917XV	GlcNAc
G46917XV	HexNAc
G46922FQ	GlcNAc
G46922FQ	HexNAc
G46923KZ	GlcNAc
G46923KZ	HexNAc
G46925NQ	Glc
G46925NQ	Hex
G46926OL	GalNAc
G46926OL	HexNAc
G46928MX	GlcNAc
G46928MX	HexNAc
G46929BM	GlcNAc
G46929BM	HexNAc
G46929FK	Hex
G46929FK	Man
G46929PG	Glc
G46929PG	Hex
G46935AJ	GalNAc
G46935AJ	HexNAc
G46935YY	Gal
G46935YY	Hex
G46936YB	GlcNAc
G46936YB	HexNAc
G46942OP	HexNAc
G46945LQ	GlcNAc
G46945LQ	HexNAc
G46945LX	GlcN
G46945LX	HexN
G46946SC	GlcNAc
G46946SC	HexNAc
G46951KU	HexNAc
G46952OW	Hex
G46960QD	Hex
G46960QD	Man
G46962CL	Glc
G46962CL	Hex
G46974YF	GlcNAc
G46974YF	HexNAc
G46977VI	GlcNAc
G46977VI	HexNAc
G46977WK	GlcNAc
G46977WK	HexNAc
G46981SI	Xxx
G46983WH	Hex
G46983WH	Man
G46986IR	Hex
G46986IR	Man
G46991EQ	GlcNAc
G46991EQ	HexNAc
G46992PB	GlcNAc
G46992PB	HexNAc
G46998LN	GlcNAc
G46998LN	HexNAc
G47004LA	GlcNAc
G47004LA	HexNAc
G47006SF	GlcNAc
G47006SF	HexNAc
G47007PV	GlcNAc
G47007PV	HexNAc
G47009SE	GlcNAc
G47009SE	HexNAc
G47010DH	GlcNAc
G47010DH	HexNAc
G47010KS	GlcNAc
G47010KS	HexNAc
G47011KD	GlcNAc
G47011KD	HexNAc
G47011QA	GlcNAc
G47011QA	HexNAc
G47017FT	GlcNAc
G47017FT	HexNAc
G47023LO	GlcNAc
G47023LO	HexNAc
G47023PF	GlcNAc
G47023PF	HexNAc
G47023TP	GlcNAc
G47023TP	HexNAc
G47027LJ	GlcNAc
G47027LJ	HexNAc
G47027YN	GlcNAc
G47027YN	HexNAc
G47031UJ	GlcNAc
G47031UJ	HexNAc
G47037BZ	GlcNAc
G47037BZ	HexNAc
G47039OP	GlcNAc
G47039OP	HexNAc
G47041IV	HexNAc
G47043LK	GlcNAc
G47043LK	HexNAc
G47046YQ	GlcNAc
G47046YQ	HexNAc
G47047LD	GlcNAc
G47047LD	HexNAc
G47047YK	Glc
G47047YK	Hex
G47052MI	GlcNAc
G47052MI	HexNAc
G47058MH	GlcNAc
G47058MH	HexNAc
G47060VP	Fuc
G47060VP	dHex
G47063XU	GlcNAc
G47063XU	HexNAc
G47065QM	GlcNAc
G47065QM	HexNAc
G47065WC	Glc
G47065WC	Hex
G47074NJ	GlcNAc
G47074NJ	HexNAc
G47093XU	GlcNAc
G47093XU	HexNAc
G47100PE	Gal
G47100PE	Hex
G47103DT	GlcNAc
G47103DT	HexNAc
G47104VA	GlcNAc
G47104VA	HexNAc
G47106LT	HexNAc
G47108UC	GlcNAc
G47108UC	HexNAc
G47116HX	GalNAc
G47116HX	HexNAc
G47118YH	GlcNAc
G47118YH	HexNAc
G47133WV	GlcNAc
G47133WV	HexNAc
G47155QQ	GlcNAc
G47155QQ	HexNAc
G47163SC	Glc
G47163SC	Hex
G47166XV	GalNAc
G47166XV	HexNAc
G47171PS	GlcNAc
G47171PS	HexNAc
G47171PW	GlcNAc
G47171PW	HexNAc
G47174QJ	GalNAc
G47174QJ	HexNAc
G47175EF	GlcNAc
G47175EF	HexNAc
G47178AC	GlcNAc
G47178AC	HexNAc
G47179RN	GlcNAc
G47179RN	HexNAc
G47180UC	GalNAc
G47180UC	HexNAc
G47186PA	GlcNAc
G47186PA	HexNAc
G47188NW	GlcNAc
G47188NW	HexNAc
G47190LU	GalNAc
G47190LU	HexNAc
G47191GR	GalNAc
G47191GR	HexNAc
G47193BS	GlcNAc
G47193BS	HexNAc
G47195ZM	GlcNAc
G47195ZM	HexNAc
G47201SK	GalNAc
G47201SK	HexNAc
G47202ZJ	Glc
G47202ZJ	Hex
G47203JO	Xxx
G47204IN	GlcNAc
G47204IN	HexNAc
G47206MY	GlcNAc
G47206MY	HexNAc
G47206OM	GlcNAc
G47206OM	HexNAc
G47206TB	GlcNAc
G47206TB	HexNAc
G47212KG	Hex
G47212KG	Man
G47215FV	GlcNAc
G47215FV	HexNAc
G47219QN	Glc
G47219QN	Hex
G47220NG	GlcNAc
G47220NG	HexNAc
G47220PE	Glc
G47220PE	Hex
G47242QB	GlcNAc
G47242QB	HexNAc
G47246AJ	GlcNAc
G47246AJ	HexNAc
G47247ZJ	GlcNAc
G47247ZJ	HexNAc
G47252EW	GlcNAc
G47252EW	HexNAc
G47253CO	GlcNAc
G47253CO	HexNAc
G47253OG	GlcNAc
G47253OG	HexNAc
G47253VG	GlcNAc
G47253VG	HexNAc
G47254LJ	Glc
G47254LJ	Hex
G47255FJ	Glc
G47255FJ	Hex
G47260LO	GlcNAc
G47260LO	HexNAc
G47265HI	Gal
G47265HI	Hex
G47269OM	GlcNAc
G47269OM	HexNAc
G47273WV	GlcNAc
G47273WV	HexNAc
G47274MT	GlcNAc
G47274MT	HexNAc
G47279LF	GlcNAc
G47279LF	HexNAc
G47280HM	GlcNAc
G47280HM	HexNAc
G47282ZJ	GlcNAc
G47282ZJ	HexNAc
G47294AR	GlcNAc
G47294AR	HexNAc
G47299BP	GlcNAc
G47299BP	HexNAc
G47300HX	HexNAc
G47300HX	ManNAc
G47302FP	GlcNAc
G47302FP	HexNAc
G47307IR	GalNAc
G47307IR	HexNAc
G47311ZI	GlcNAc
G47311ZI	HexNAc
G47318KU	GalNAc
G47318KU	HexNAc
G47325QT	Xxx
G47325XO	GalNAc
G47325XO	HexNAc
G47325YJ	GlcNAc
G47325YJ	HexNAc
G47330ZJ	GalNAc
G47330ZJ	HexNAc
G47331LG	GalNAc
G47331LG	HexNAc
G47333HV	Glc
G47333HV	Hex
G47338FR	Hex
G47338FR	Man
G47345EV	GalNAc
G47345EV	HexNAc
G47346BG	Glc
G47346BG	Hex
G47349YO	Xxx
G47352VH	GlcNAc
G47352VH	HexNAc
G47359DC	GalNAc
G47359DC	HexNAc
G47365KR	Glc
G47365KR	Hex
G47366RU	GlcNAc
G47366RU	HexNAc
G47368AC	Hex
G47372UM	Glc
G47372UM	Hex
G47379VH	GlcNAc
G47379VH	HexNAc
G47384NK	GlcNAc
G47384NK	HexNAc
G47385JB	GlcNAc
G47385JB	HexNAc
G47391NN	GalNAc
G47391NN	HexNAc
G47391TI	GlcNAc
G47391TI	HexNAc
G47395XN	Hex
G47395XN	Man
G47400KI	HexNAc
G47407FC	GlcNAc
G47407FC	HexNAc
G47407XK	GlcNAc
G47407XK	HexNAc
G47410OF	GlcNAc
G47410OF	HexNAc
G47414TF	GlcNAc
G47414TF	HexNAc
G47416JM	GlcNAc
G47416JM	HexNAc
G47421RS	Gal
G47421RS	Hex
G47427YD	GlcNAc
G47427YD	HexNAc
G47428UI	GlcNAc
G47428UI	HexNAc
G47437DS	Glc
G47437DS	Hex
G47446LW	GlcNAc
G47446LW	HexNAc
G47446VC	Glc
G47446VC	Hex
G47447OK	GlcNAc
G47447OK	HexNAc
G47447OZ	GlcN
G47447OZ	HexN
G47451TR	GalNAc
G47451TR	HexNAc
G47452EQ	GalNAc
G47452EQ	HexNAc
G47456CG	GlcNAc
G47456CG	HexNAc
G47457DK	GlcNAc
G47457DK	HexNAc
G47459CP	GalNAc
G47459CP	HexNAc
G47462EJ	Glc
G47462EJ	Hex
G47466SD	GalNAc
G47466SD	HexNAc
G47466ZF	Glc
G47466ZF	Hex
G47469ZG	Xxx
G47470TL	Glc
G47470TL	Hex
G47477HI	GlcNAc
G47477HI	HexNAc
G47486YB	GalNAc
G47486YB	HexNAc
G47489ZP	GalNAc
G47489ZP	HexNAc
G47493NI	Hex
G47493NI	Man
G47495KE	Xxx
G47498FQ	GlcNAc
G47498FQ	HexNAc
G47499RI	GlcNAc
G47499RI	HexNAc
G47501YS	GlcNAc
G47501YS	HexNAc
G47504RX	Glc
G47504RX	Hex
G47508TK	Glc
G47508TK	Hex
G47517CO	Hex
G47517CO	Man
G47519VR	GlcNAc
G47519VR	HexNAc
G47520QY	GalNAc
G47520QY	HexNAc
G47527ML	GlcNAc
G47527ML	HexNAc
G47531XE	GlcNAc
G47531XE	HexNAc
G47537XW	GalNAc
G47537XW	HexNAc
G47548GA	Gal
G47548GA	Hex
G47550UM	Glc
G47550UM	Hex
G47552PT	GlcNAc
G47552PT	HexNAc
G47554EG	GlcNAc
G47554EG	HexNAc
G47557KS	GalNAc
G47557KS	HexNAc
G47559RD	Gal
G47559RD	Hex
G47562LV	GlcNAc
G47562LV	HexNAc
G47565BL	GlcNAc
G47565BL	HexNAc
G47566FL	GlcNAc
G47566FL	HexNAc
G47573CE	Glc
G47573CE	Hex
G47573PO	GalNAc
G47573PO	HexNAc
G47577UM	GlcNAc
G47577UM	HexNAc
G47579ND	Xxx
G47585KA	GlcNAc
G47585KA	HexNAc
G47590GJ	GalNAc
G47590GJ	HexNAc
G47594NS	GlcNAc
G47594NS	HexNAc
G47596RR	GlcNAc
G47596RR	HexNAc
G47600JB	GlcNAc
G47600JB	HexNAc
G47602RB	HexNAc
G47604QX	GlcNAc
G47604QX	HexNAc
G47606XQ	GlcNAc
G47606XQ	HexNAc
G47613FH	GlcNAc
G47613FH	HexNAc
G47614ZH	Glc
G47614ZH	Hex
G47629JE	GlcNAc
G47629JE	HexNAc
G47633WZ	GlcN
G47633WZ	HexN
G47635WM	GlcNAc
G47635WM	HexNAc
G47639QW	GlcNAc
G47639QW	HexNAc
G47641VY	Gal
G47641VY	Hex
G47645YK	GlcNAc
G47645YK	HexNAc
G47647QY	GlcNAc
G47647QY	HexNAc
G47649ZW	Hex
G47649ZW	Man
G47651FM	GlcNAc
G47651FM	HexNAc
G47655CO	HexNAc
G47669IJ	GlcNAc
G47669IJ	HexNAc
G47675LW	GlcNAc
G47675LW	HexNAc
G47679MT	GlcNAc
G47679MT	HexNAc
G47681GN	GlcNAc
G47681GN	HexNAc
G47689IC	GlcNAc
G47689IC	HexNAc
G47689UY	GalNAc
G47689UY	HexNAc
G47690ND	GalNAc
G47690ND	HexNAc
G47701EL	GlcNAc
G47701EL	HexNAc
G47701VN	GalNAc
G47701VN	HexNAc
G47706TA	GlcNAc
G47706TA	HexNAc
G47709SA	GalNAc
G47709SA	HexNAc
G47715OE	Gal
G47715OE	Hex
G47717GA	Gal
G47717GA	Hex
G47720CJ	Glc
G47720CJ	Hex
G47722BI	GlcNAc
G47722BI	HexNAc
G47722SQ	Fuc
G47722SQ	dHex
G47725UR	Glc
G47725UR	Hex
G47726BP	GalNAc
G47726BP	HexNAc
G47740OM	Glc
G47740OM	Hex
G47741BL	GlcNAc
G47741BL	HexNAc
G47756FE	GlcNAc
G47756FE	HexNAc
G47760AX	GlcNAc
G47760AX	HexNAc
G47760VS	GlcNAc
G47760VS	HexNAc
G47764XB	Hex
G47764XB	Man
G47766VH	GlcNAc
G47766VH	HexNAc
G47773BX	GlcNAc
G47773BX	HexNAc
G47780JJ	GlcNAc
G47780JJ	HexNAc
G47782UT	GlcNAc
G47782UT	HexNAc
G47803VD	GlcNAc
G47803VD	HexNAc
G47809JS	Gal
G47809JS	Hex
G47809KW	GlcNAc
G47809KW	HexNAc
G47809QP	Glc
G47809QP	Hex
G47816DI	GlcNAc
G47816DI	HexNAc
G47818EL	GalNAc
G47818EL	HexNAc
G47822QX	GlcNAc
G47822QX	HexNAc
G47829CW	GlcNAc
G47829CW	HexNAc
G47832TO	GlcNAc
G47832TO	HexNAc
G47837MS	GlcNAc
G47837MS	HexNAc
G47843KQ	GlcNAc
G47843KQ	HexNAc
G47850FH	Glc
G47850FH	Hex
G47854HN	GlcNAc
G47854HN	HexNAc
G47859DD	GlcNAc
G47859DD	HexNAc
G47863IJ	Glc
G47863IJ	Hex
G47866EC	GlcNAc
G47866EC	HexNAc
G47867DI	GalNAc
G47867DI	HexNAc
G47870LR	GlcNAc
G47870LR	HexNAc
G47871MN	GlcNAc
G47871MN	HexNAc
G47872XH	GalNAc
G47872XH	HexNAc
G47875DE	GlcNAc
G47875DE	HexNAc
G47876BP	Xxx
G47877IZ	GlcNAc
G47877IZ	HexNAc
G47880JM	Glc
G47880JM	Hex
G47892ZK	GlcNAc
G47892ZK	HexNAc
G47904CW	GalNAc
G47904CW	HexNAc
G47909JD	GlcNAc
G47909JD	HexNAc
G47911PU	GlcNAc
G47911PU	HexNAc
G47914FM	GlcNAc
G47914FM	HexNAc
G47920WV	Glc
G47920WV	Hex
G47921NM	GlcNAc
G47921NM	HexNAc
G47921ZO	GalNAc
G47921ZO	HexNAc
G47922TD	Glc
G47922TD	Hex
G47924XK	GlcNAc
G47924XK	HexNAc
G47925EV	GlcNAc
G47925EV	HexNAc
G47925PB	GalNAc
G47925PB	HexNAc
G47927EW	GlcNAc
G47927EW	HexNAc
G47928KI	Glc
G47928KI	Hex
G47934UH	GlcNAc
G47934UH	HexNAc
G47935DY	Hex
G47935DY	Man
G47936PQ	GlcNAc
G47936PQ	HexNAc
G47942VJ	HexNAc
G47957HH	Pent
G47961DI	GlcNAc
G47961DI	HexNAc
G47961RS	GlcNAc
G47961RS	HexNAc
G47963XB	GlcNAc
G47963XB	HexNAc
G47969LP	Glc
G47969LP	Hex
G47969ZU	GlcNAc
G47969ZU	HexNAc
G47970KN	Glc
G47970KN	Hex
G47973RJ	GlcNAc
G47973RJ	HexNAc
G47975JA	GlcNAc
G47975JA	HexNAc
G47975LL	GalNAc
G47975LL	HexNAc
G47982BA	GlcNAc
G47982BA	HexNAc
G47982FB	HexNAc
G47982SP	Glc
G47982SP	Hex
G47992RQ	GlcNAc
G47992RQ	HexNAc
G48003ZP	GlcNAc
G48003ZP	HexNAc
G48005UI	GlcNAc
G48005UI	HexNAc
G48006MV	GlcNAc
G48006MV	HexNAc
G48010AI	HexNAc
G48010LX	GalNAc
G48010LX	HexNAc
G48011MV	GlcNAc
G48011MV	HexNAc
G48017SR	Hex
G48017SR	Man
G48018RF	GlcNAc
G48018RF	HexNAc
G48020LQ	GlcNAc
G48020LQ	HexNAc
G48027TR	Gal
G48027TR	Hex
G48029ME	GlcNAc
G48029ME	HexNAc
G48032NP	GalNAc
G48032NP	HexNAc
G48032QH	GlcNAc
G48032QH	HexNAc
G48040FY	GlcNAc
G48040FY	HexNAc
G48044RX	Gal
G48044RX	Hex
G48053YN	GlcNAc
G48053YN	HexNAc
G48054GJ	GlcNAc
G48054GJ	HexNAc
G48058UE	GlcNAc
G48058UE	HexNAc
G48059CD	Glc
G48059CD	Hex
G48061MK	Glc
G48061MK	Hex
G48068RF	GlcNAc
G48068RF	HexNAc
G48069JX	GlcNAc
G48069JX	HexNAc
G48081MJ	GalNAc
G48081MJ	HexNAc
G48082DW	GalNAc
G48082DW	HexNAc
G48092WH	GalNAc
G48092WH	HexNAc
G48094EU	GlcNAc
G48094EU	HexNAc
G48109OV	GlcNAc
G48109OV	HexNAc
G48110TK	GlcNAc
G48110TK	HexNAc
G48110UP	GlcNAc
G48110UP	HexNAc
G48115MG	GlcNAc
G48115MG	HexNAc
G48117BL	GlcNAc
G48117BL	HexNAc
G48120WX	Glc
G48120WX	Hex
G48124SB	GlcNAc
G48124SB	HexNAc
G48126SB	Xxx
G48133IU	Glc
G48133IU	Hex
G48133KR	GlcNAc
G48133KR	HexNAc
G48137KC	HexNAc
G48140EO	Glc
G48140EO	Hex
G48140IM	GlcNAc
G48140IM	HexNAc
G48141CM	GlcNAc
G48141CM	HexNAc
G48143IU	GlcNAc
G48143IU	HexNAc
G48148JS	GlcNAc
G48148JS	HexNAc
G48148UW	GlcNAc
G48148UW	HexNAc
G48154LM	Glc
G48154LM	Hex
G48155JS	GlcNAc
G48155JS	HexNAc
G48156QU	Glc
G48156QU	Hex
G48168SI	GlcNAc
G48168SI	HexNAc
G48169CV	Glc
G48169CV	Hex
G48178AY	GlcNAc
G48178AY	HexNAc
G48185FI	GlcNAc
G48185FI	HexNAc
G48189XH	GlcNAc
G48189XH	HexNAc
G48201XR	Xxx
G48205IY	GlcNAc
G48205IY	HexNAc
G48213MO	GlcNAc
G48213MO	HexNAc
G48217QC	Glc
G48217QC	Hex
G48232PN	Hex
G48232PN	Man
G48236KP	GlcNAc
G48236KP	HexNAc
G48236RC	Glc
G48236RC	Hex
G48252ZN	Gal
G48252ZN	Hex
G48257SQ	GlcNAc
G48257SQ	HexNAc
G48259SL	GlcNAc
G48259SL	HexNAc
G48265KY	GalNAc
G48265KY	HexNAc
G48265YT	GalNAc
G48265YT	HexNAc
G48266EY	GlcNAc
G48266EY	HexNAc
G48275DN	GlcNAc
G48275DN	HexNAc
G48275ZJ	Glc
G48275ZJ	Hex
G48277OH	GlcNAc
G48277OH	HexNAc
G48285QF	GlcNAc
G48285QF	HexNAc
G48285RM	Glc
G48285RM	Hex
G48288NV	GlcNAc
G48288NV	HexNAc
G48296OD	GlcNAc
G48296OD	HexNAc
G48297RV	GlcNAc
G48297RV	HexNAc
G48305IM	GlcNAc
G48305IM	HexNAc
G48315PB	GalNAc
G48315PB	HexNAc
G48318RH	GlcNAc
G48318RH	HexNAc
G48321FJ	GalNAc
G48321FJ	HexNAc
G48328PS	GlcNAc
G48328PS	HexNAc
G48328WB	HexNAc
G48329CR	GlcNAc
G48329CR	HexNAc
G48330EV	GalNAc
G48330EV	HexNAc
G48330KH	GlcNAc
G48330KH	HexNAc
G48334VB	GlcNAc
G48334VB	HexNAc
G48339YN	GlcNAc
G48339YN	HexNAc
G48340QU	GlcNAc
G48340QU	HexNAc
G48341FU	GlcNAc
G48341FU	HexNAc
G48350AZ	GlcNAc
G48350AZ	HexNAc
G48353MP	Glc
G48353MP	Hex
G48356EL	GlcNAc
G48356EL	HexNAc
G48362SO	GlcNAc
G48362SO	HexNAc
G48365EK	GalNAc
G48365EK	HexNAc
G48366VH	GlcNAc
G48366VH	HexNAc
G48367IB	GalNAc
G48367IB	HexNAc
G48369JO	GlcNAc
G48369JO	HexNAc
G48375OF	GalNAc
G48375OF	HexNAc
G48379VX	GlcNAc
G48379VX	HexNAc
G48381WH	GlcNAc
G48381WH	HexNAc
G48389SR	GlcNAc
G48389SR	HexNAc
G48390IG	GlcNAc
G48390IG	HexNAc
G48400CZ	Glc
G48400CZ	Hex
G48404AA	Xxx
G48405LH	GlcNAc
G48405LH	HexNAc
G48409OW	GlcNAc
G48409OW	HexNAc
G48415TJ	GlcNAc
G48415TJ	HexNAc
G48421GV	GlcNAc
G48421GV	HexNAc
G48425BH	HexNAc
G48426CT	Gal
G48426CT	Hex
G48428NF	Xxx
G48434LT	GlcNAc
G48434LT	HexNAc
G48440GN	GalNAc
G48440GN	HexNAc
G48441KG	Glc
G48441KG	Hex
G48442VP	GlcNAc
G48442VP	HexNAc
G48443GT	HexNAc
G48452ZC	GlcNAc
G48452ZC	HexNAc
G48458AB	GlcNAc
G48458AB	HexNAc
G48459HT	Glc
G48459HT	Hex
G48465YI	GalNAc
G48465YI	HexNAc
G48466UB	GlcNAc
G48466UB	HexNAc
G48468PF	GlcNAc
G48468PF	HexNAc
G48469MF	GlcNAc
G48469MF	HexNAc
G48472LJ	GalNAc
G48472LJ	HexNAc
G48474NX	GalNAc
G48474NX	HexNAc
G48480DJ	HexNAc
G48488SV	GalNAc
G48488SV	HexNAc
G48488UW	Glc
G48488UW	Hex
G48488XT	GlcNAc
G48488XT	HexNAc
G48489PM	GlcNAc
G48489PM	HexNAc
G48493JV	GlcNAc
G48493JV	HexNAc
G48494PC	GlcNAc
G48494PC	HexNAc
G48499NG	GalNAc
G48499NG	HexNAc
G48504ND	GlcNAc
G48504ND	HexNAc
G48507IY	GlcNAc
G48507IY	HexNAc
G48514GJ	GlcNAc
G48514GJ	HexNAc
G48515VQ	GlcNAc
G48515VQ	HexNAc
G48518CW	GlcNAc
G48518CW	HexNAc
G48521JW	GlcNAc
G48521JW	HexNAc
G48522XQ	Hex
G48524PJ	Hex
G48524PJ	Man
G48527QM	GlcNAc
G48527QM	HexNAc
G48527XN	GlcNAc
G48527XN	HexNAc
G48533PM	GalNAc
G48533PM	HexNAc
G48536UC	Gal
G48536UC	Hex
G48537BY	GlcNAc
G48537BY	HexNAc
G48542US	GlcNAc
G48542US	HexNAc
G48547CJ	GlcNAc
G48547CJ	HexNAc
G48558GR	Glc
G48558GR	Hex
G48558NN	GalNAc
G48558NN	HexNAc
G48560LJ	Glc
G48560LJ	Hex
G48576DC	Gal
G48576DC	Hex
G48585WR	GalNAc
G48585WR	HexNAc
G48595FA	GlcNAc
G48595FA	HexNAc
G48597RA	Glc
G48597RA	Hex
G48600JD	GlcNAc
G48600JD	HexNAc
G48606LC	Glc
G48606LC	Hex
G48609TB	GlcNAc
G48609TB	HexNAc
G48611DE	Hex
G48614JL	GlcNAc
G48614JL	HexNAc
G48616UI	GlcNAc
G48616UI	HexNAc
G48626HI	GlcNAc
G48626HI	HexNAc
G48630BP	GlcNAc
G48630BP	HexNAc
G48631IC	Xxx
G48635LN	Glc
G48635LN	Hex
G48638TB	GalNAc
G48638TB	HexNAc
G48643VT	Glc
G48643VT	Hex
G48644HC	GlcNAc
G48644HC	HexNAc
G48646LG	GlcNAc
G48646LG	HexNAc
G48648VZ	GlcNAc
G48648VZ	HexNAc
G48654YJ	GlcNAc
G48654YJ	HexNAc
G48657QJ	Hex
G48657QJ	Man
G48658CL	GlcNAc
G48658CL	HexNAc
G48658PB	GlcNAc
G48658PB	HexNAc
G48670RT	GlcNAc
G48670RT	HexNAc
G48676QC	GalNAc
G48676QC	HexNAc
G48688RT	GlcNAc
G48688RT	HexNAc
G48689PJ	GlcNAc
G48689PJ	HexNAc
G48690MB	GlcNAc
G48690MB	HexNAc
G48698GX	GlcNAc
G48698GX	HexNAc
G48699XJ	Glc
G48699XJ	Hex
G48705JK	GlcNAc
G48705JK	HexNAc
G48707RS	GalNAc
G48707RS	HexNAc
G48712ZJ	GlcNAc
G48712ZJ	HexNAc
G48713OY	GlcNAc
G48713OY	HexNAc
G48714KU	GlcNAc
G48714KU	HexNAc
G48714QU	GalNAc
G48714QU	HexNAc
G48720HL	GlcNAc
G48720HL	HexNAc
G48727OO	GlcNAc
G48727OO	HexNAc
G48728KD	GalNAc
G48728KD	HexNAc
G48733JR	Glc
G48733JR	Hex
G48736CB	Glc
G48736CB	Hex
G48739CD	Gal
G48739CD	Hex
G48740SL	Glc
G48740SL	Hex
G48742MS	GlcNAc
G48742MS	HexNAc
G48747JB	GlcNAc
G48747JB	HexNAc
G48753IC	GlcNAc
G48753IC	HexNAc
G48759RG	GalNAc
G48759RG	HexNAc
G48760ZH	GlcNAc
G48760ZH	HexNAc
G48765SY	GlcNAc
G48765SY	HexNAc
G48766VR	Glc
G48766VR	Hex
G48767NV	GlcNAc
G48767NV	HexNAc
G48767OG	GlcN
G48767OG	HexN
G48768LT	GalNAc
G48768LT	HexNAc
G48779BH	GlcNAc
G48779BH	HexNAc
G48782NF	GlcNAc
G48782NF	HexNAc
G48789KT	Glc
G48789KT	Hex
G48789OQ	GlcNAc
G48789OQ	HexNAc
G48793MR	GlcNAc
G48793MR	HexNAc
G48795GB	GlcNAc
G48795GB	HexNAc
G48800IV	GlcNAc
G48800IV	HexNAc
G48802FX	Glc
G48802FX	Hex
G48802KI	GlcNAc
G48802KI	HexNAc
G48809BS	GalNAc
G48809BS	HexNAc
G48809VN	GalNAc
G48809VN	HexNAc
G48809ZO	GlcNAc
G48809ZO	HexNAc
G48811NO	Glc
G48811NO	Hex
G48815IR	GlcNAc
G48815IR	HexNAc
G48818KL	GalNAc
G48818KL	HexNAc
G48822BJ	GlcNAc
G48822BJ	HexNAc
G48822HK	GalNAc
G48822HK	HexNAc
G48823WJ	GalNAc
G48823WJ	HexNAc
G48825UP	GlcNAc
G48825UP	HexNAc
G48838EV	Glc
G48838EV	Hex
G48840GY	GalNAc
G48840GY	HexNAc
G48844XN	GlcNAc
G48844XN	HexNAc
G48848IF	GlcNAc
G48848IF	HexNAc
G48849EN	GalNAc
G48849EN	HexNAc
G48854JY	GalNAc
G48854JY	HexNAc
G48855IX	GlcNAc
G48855IX	HexNAc
G48856VC	GalNAc
G48856VC	HexNAc
G48860TK	GlcNAc
G48860TK	HexNAc
G48867AQ	Glc
G48867AQ	Hex
G48870MA	GlcNAc
