GlyTouCan AC	Tissue	Species	AnnotationCategory	Source	Source ID
G14633CL	UBERON:0000473	ZebraFish	Direct	GlyCosmos	G14633CL
G14633CL	UBERON:0000955	ZebraFish	Direct	GlyCosmos	G14633CL
G14633CL	UBERON:0002419	ZebraFish	Direct	GlyCosmos	G14633CL
G14633CL	UBERON:0002535	ZebraFish	Direct	GlyCosmos	G14633CL
G14633CL	UBERON:0000473	ZebraFish	Direct	PubMed	30405127
G14633CL	UBERON:0000955	ZebraFish	Direct	PubMed	30405127
G14633CL	UBERON:0002419	ZebraFish	Direct	PubMed	30405127
G14633CL	UBERON:0002535	ZebraFish	Direct	PubMed	30405127
G14660IB	UBERON:0000948	Human	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0001155	Human	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0001827	Human	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0002048	Human	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0002106	Human	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0002419	Human	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0000955	Mouse	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0000964	Mouse	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0001155	Mouse	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0002106	Mouse	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0002113	Mouse	Subsumption	GNOme	G67200RM
G14660IB	UBERON:0002370	Mouse	Subsumption	GNOme	G67200RM
G14664NN	UBERON:0002106	Human	Subsumption	GNOme	G32705EO
G14664NN	UBERON:0000178	Human	Subsumption	GNOme	G63400DA
G14664NN	UBERON:0001969	Human	Subsumption	GNOme	G63400DA
G14664NN	UBERON:0000955	Mouse	Subsumption	GNOme	G14301PU
G14664NN	UBERON:0000955	ZebraFish	Subsumption	GNOme	G24461CI
G14664NN	UBERON:0000955	ZebraFish	Subsumption	GNOme	G69990PY
G14669DU	UBERON:0000323	FruitFly	Subsumption	GNOme	G03833LE
G14669DU	UBERON:0000922	FruitFly	Subsumption	GNOme	G03833LE
G14669DU	UBERON:0019248	FruitFly	Subsumption	GNOme	G03833LE
G14669DU	UBERON:0002107	Human	Subsumption	GNOme	G54780MJ
G14669DU	UBERON:0000178	Human	Subsumption	GNOme	G88049IB
G14669DU	UBERON:0000165	Human	Direct	PubMed	37268159
G14669DU	UBERON:0000948	Human	Direct	PubMed	39988192
G14669DU	UBERON:0000165	Human	Direct	TableMaker	GLY_001408
G14669DU	UBERON:0000948	Human	Direct	TableMaker	GLY_001408
G14669DU	UBERON:0000473	ZebraFish	Subsumption	GNOme	G83969IF
G14669DU	UBERON:0000992	ZebraFish	Subsumption	GNOme	G83969IF
G14669XZ	UBERON:0002106	Mouse	Subsumption	GNOme	G81954US
G14676RK	UBERON:0000323	FruitFly	Subsumption	GNOme	G78850SX
G14676RK	UBERON:0000922	FruitFly	Subsumption	GNOme	G78850SX
G14676RK	UBERON:0019248	FruitFly	Subsumption	GNOme	G78850SX
G14699DI	UBERON:0000473	Mouse	Subsumption	GNOme	G30351CM
G14699DI	UBERON:0000964	Mouse	Subsumption	GNOme	G30351CM
G14719NG	UBERON:0000948	Human	Subsumption	GNOme	G64188CP
G14719NG	UBERON:0001155	Human	Subsumption	GNOme	G64188CP
G14719NG	UBERON:0001264	Human	Subsumption	GNOme	G64188CP
G14719NG	UBERON:0002048	Human	Subsumption	GNOme	G64188CP
G14719NG	UBERON:0002108	Human	Subsumption	GNOme	G64188CP
G14719NG	UBERON:0000955	Mouse	Subsumption	GNOme	G64188CP
G14719NG	UBERON:0002048	Mouse	Subsumption	GNOme	G64188CP
G14719NG	UBERON:0002107	Mouse	Subsumption	GNOme	G64188CP
G14719NG	UBERON:0002113	Mouse	Subsumption	GNOme	G64188CP
G14719NG	UBERON:0000160	ZebraFish	Subsumption	GNOme	G96587VR
G14719NG	UBERON:0000473	ZebraFish	Subsumption	GNOme	G96587VR
G14719NG	UBERON:0000948	ZebraFish	Subsumption	GNOme	G96587VR
G14719NG	UBERON:0000992	ZebraFish	Subsumption	GNOme	G96587VR
G14719NG	UBERON:0002107	ZebraFish	Subsumption	GNOme	G96587VR
G14719NG	UBERON:0002419	ZebraFish	Subsumption	GNOme	G96587VR
G14719NG	UBERON:0002535	ZebraFish	Subsumption	GNOme	G96587VR
G14796IU	UBERON:0002535	ZebraFish	Subsumption	GNOme	G26287OA
G14796IU	UBERON:0000955	ZebraFish	Subsumption	GNOme	G63725UQ
G14796IU	UBERON:0000955	ZebraFish	Subsumption	GNOme	G96232NW
G14838YH	UBERON:0000955	ZebraFish	Subsumption	GNOme	G99797PH
G14843DJ	UBERON:0000178	Human	Subsumption	GNOme	G64581RP
G14851AV	UBERON:0002107	Human	Subsumption	GNOme	G79562FE
G14851AV	UBERON:0002370	Mouse	Subsumption	GNOme	G55507CF
G14851AV	UBERON:0000473	ZebraFish	Subsumption	GNOme	G42797SX
G14873KU	UBERON:0000165	Human	Subsumption	GNOme	G37641EM
G14873KU	UBERON:0000948	Human	Subsumption	GNOme	G62502MC
G14905JI	UBERON:0002113	Mouse	Subsumption	GNOme	G33251FY
G14951HH	UBERON:0001969	Human	Subsumption	GNOme	G07654FU
G14951HH	UBERON:0002107	Human	Subsumption	GNOme	G32726YN
G14951HH	UBERON:0001969	Human	Subsumption	GNOme	G52934AK
G14951HH	UBERON:0000029	Human	Subsumption	GNOme	G54341KJ
G14951HH	UBERON:0000948	Human	Subsumption	GNOme	G54341KJ
G14951HH	UBERON:0001155	Human	Subsumption	GNOme	G54341KJ
G14951HH	UBERON:0002048	Human	Subsumption	GNOme	G54341KJ
G14951HH	UBERON:0002419	Human	Subsumption	GNOme	G54341KJ
G14951HH	UBERON:0001155	Mouse	Subsumption	GNOme	G54341KJ
G14951HH	UBERON:0002108	Mouse	Subsumption	GNOme	G54341KJ
G14951HH	UBERON:0002370	Mouse	Subsumption	GNOme	G54341KJ
G14965LB	UBERON:0002107	Human	Subsumption	GNOme	G13382FB
G14965LB	UBERON:0001969	Human	Subsumption	GNOme	G25520XG
G14965LB	UBERON:0000178	Human	Subsumption	GNOme	G27860IO
G14965LB	UBERON:0001969	Human	Subsumption	GNOme	G27860IO
G14965LB	UBERON:0002048	Human	Subsumption	GNOme	G27860IO
G14965LB	UBERON:0002185	Human	Subsumption	GNOme	G27860IO
G14965LB	UBERON:0001977	Human	Subsumption	GNOme	G74325TG
G14965LB	UBERON:0000029	Human	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0000948	Human	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0001155	Human	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002048	Human	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002106	Human	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002107	Human	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002108	Human	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002419	Human	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002107	Human	Subsumption	GNOme	G95489LN
G14965LB	UBERON:0000473	Mouse	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0000955	Mouse	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0000992	Mouse	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0001155	Mouse	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002048	Mouse	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002106	Mouse	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002108	Mouse	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002113	Mouse	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0002370	Mouse	Subsumption	GNOme	G81348LS
G14965LB	UBERON:0000160	ZebraFish	Subsumption	GNOme	G74325TG
G14965LB	UBERON:0000948	ZebraFish	Subsumption	GNOme	G74325TG
G14965LB	UBERON:0002419	ZebraFish	Subsumption	GNOme	G74325TG
G14965LB	UBERON:0002535	ZebraFish	Subsumption	GNOme	G74325TG
G14970HG	UBERON:0002370	Mouse	Subsumption	GNOme	G45110PO
G14972EH	UBERON:0001155	Human	Subsumption	GNOme	G29629ZD
G14972EH	UBERON:0002108	Human	Subsumption	GNOme	G29629ZD
G14972EH	UBERON:0001155	Human	Subsumption	GNOme	G43997BS
G14972EH	UBERON:0001264	Human	Subsumption	GNOme	G43997BS
G14972EH	UBERON:0002108	Human	Subsumption	GNOme	G43997BS
G14972EH	UBERON:0000955	Mouse	Subsumption	GNOme	G43997BS
G14972EH	UBERON:0001155	Mouse	Subsumption	GNOme	G43997BS
G14972EH	UBERON:0002113	Mouse	Subsumption	GNOme	G43997BS
G14972EH	UBERON:0000955	ZebraFish	Subsumption	GNOme	G40363ZA
G14972EL	UBERON:0002048	Human	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G14972EL	UBERON:0002048	Human	Direct	GlyCosmos	G14972EL
G14972EL	UBERON:0000948	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G14972EL	UBERON:0002107	Mouse	Direct	DOI	10.1016/B978-0-12-373600-0.00012-3
G14972EL	UBERON:0000948	Mouse	Direct	GlyCosmos	G14972EL
G14972EL	UBERON:0002107	Mouse	Direct	GlyCosmos	G14972EL
G14987GD	UBERON:0000955	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G14987GD	UBERON:0000955	ZebraFish	Direct	GlyCosmos	G14987GD
G14987GD	UBERON:0000955	ZebraFish	Direct	PubMed	30405127
G14994KB	UBERON:0000178	Human	Subsumption	GNOme	G13124PP
G14994KB	UBERON:0001969	Human	Subsumption	GNOme	G13124PP
G14994KB	UBERON:0000948	Human	Subsumption	GNOme	G24103VF
G14994KB	UBERON:0001969	Human	Subsumption	GNOme	G24103VF
G14994KB	UBERON:0001977	Human	Subsumption	GNOme	G24103VF
G14994KB	UBERON:0002107	Human	Subsumption	GNOme	G31913HI
G14994KB	UBERON:0002107	Human	Subsumption	GNOme	G54026AD
G14994KB	UBERON:0000178	Human	Subsumption	GNOme	G93755RU
G14994KB	UBERON:0001969	Human	Subsumption	GNOme	G93755RU
G14994KB	UBERON:0000029	Human	Subsumption	GNOme	G97052YY
G14994KB	UBERON:0001155	Human	Subsumption	GNOme	G97052YY
G14994KB	UBERON:0002048	Human	Subsumption	GNOme	G97052YY
G14997LZ	UBERON:0000948	ZebraFish	Subsumption	GNOme	G64527IJ
G14997LZ	UBERON:0000948	ZebraFish	Subsumption	GNOme	G64851ON
G14997LZ	UBERON:0002535	ZebraFish	Subsumption	GNOme	G64851ON
G14998VF	UBERON:0000178	Human	Subsumption	GNOme	G68588ED
G14998VF	UBERON:0001969	Human	Subsumption	GNOme	G68588ED
G15019WR	UBERON:0000029	Human	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0000948	Human	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0001155	Human	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0002048	Human	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0002106	Human	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0002107	Human	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0002108	Human	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0002419	Human	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0000473	Mouse	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0000948	Mouse	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0002048	Mouse	Subsumption	GNOme	G80228NL
G15019WR	UBERON:0002107	Mouse	Subsumption	GNOme	G80228NL
G15038BD	UBERON:0000473	Mouse	Subsumption	GNOme	G91322IG
G15038BD	UBERON:0000948	Mouse	Subsumption	GNOme	G91322IG
G15038BD	UBERON:0000964	Mouse	Subsumption	GNOme	G91322IG
G15038BD	UBERON:0002048	Mouse	Subsumption	GNOme	G91322IG
G15038BD	UBERON:0002106	Mouse	Subsumption	GNOme	G91322IG
G15038BD	UBERON:0002107	Mouse	Subsumption	GNOme	G91322IG
G15038BD	UBERON:0002108	Mouse	Subsumption	GNOme	G91322IG
G15038BD	UBERON:0000160	ZebraFish	Subsumption	GNOme	G00211WY
G15038BD	UBERON:0000948	ZebraFish	Subsumption	GNOme	G00211WY
G15038BD	UBERON:0000955	ZebraFish	Subsumption	GNOme	G00211WY
G15038BD	UBERON:0002419	ZebraFish	Subsumption	GNOme	G00211WY
G15038BD	UBERON:0002535	ZebraFish	Subsumption	GNOme	G00211WY
G15038BD	UBERON:0000955	ZebraFish	Subsumption	GNOme	G35622MN
G15038BD	UBERON:0000955	ZebraFish	Subsumption	GNOme	G48285QF
G15038BD	UBERON:0000160	ZebraFish	Subsumption	GNOme	G53372OG
G15038BD	UBERON:0000948	ZebraFish	Subsumption	GNOme	G53372OG
G15038BD	UBERON:0002419	ZebraFish	Subsumption	GNOme	G53372OG
G15038BD	UBERON:0002535	ZebraFish	Subsumption	GNOme	G53372OG
G15038BD	UBERON:0000955	ZebraFish	Subsumption	GNOme	G89739ZO
G15038BD	UBERON:0000160	ZebraFish	Subsumption	GNOme	G95332GJ
G15038BD	UBERON:0000955	ZebraFish	Subsumption	GNOme	G95332GJ
G15075HJ	UBERON:0002107	Human	Subsumption	GNOme	G24586YK
G15075HJ	UBERON:0000178	Human	Subsumption	GNOme	G63041LO
G15075HJ	UBERON:0000165	Human	Subsumption	GNOme	G91392BD
G15075HJ	UBERON:0000948	Human	Subsumption	GNOme	G91392BD
G15075HJ	UBERON:0000955	ZebraFish	Subsumption	GNOme	G67302OM
G15084ET	UBERON:0002107	Human	Subsumption	GNOme	G12660HY
G15084ET	UBERON:0000029	Human	Subsumption	GNOme	G20694YW
G15084ET	UBERON:0000948	Human	Subsumption	GNOme	G20694YW
G15084ET	UBERON:0001155	Human	Subsumption	GNOme	G20694YW
G15084ET	UBERON:0002048	Human	Subsumption	GNOme	G20694YW
G15084ET	UBERON:0002106	Human	Subsumption	GNOme	G20694YW
G15084ET	UBERON:0002107	Human	Subsumption	GNOme	G20694YW
G15084ET	UBERON:0002108	Human	Subsumption	GNOme	G20694YW
G15084ET	UBERON:0002419	Human	Subsumption	GNOme	G20694YW
G15084ET	UBERON:0000178	Human	Subsumption	GNOme	G32847EI
G15084ET	UBERON:0000178	Human	Subsumption	GNOme	G80294FK
G15084ET	UBERON:0001969	Human	Subsumption	GNOme	G80294FK
G15084ET	UBERON:0002048	Mouse	Subsumption	GNOme	G20694YW
G15084ET	UBERON:0000955	ZebraFish	Subsumption	GNOme	G75645LV
G15169WU	UBERON:0002048	Human	Subsumption	GNOme	G01972UA
G15169WU	UBERON:0002185	Human	Subsumption	GNOme	G01972UA
G15169WU	UBERON:0000178	Human	Subsumption	GNOme	G03332TP
G15169WU	UBERON:0001969	Human	Subsumption	GNOme	G03332TP
G15169WU	UBERON:0000178	Human	Subsumption	GNOme	G04103TC
G15169WU	UBERON:0000178	Human	Subsumption	GNOme	G04791MM
G15169WU	UBERON:0001969	Human	Subsumption	GNOme	G04791MM
G15169WU	UBERON:0000178	Human	Subsumption	GNOme	G06253HF
G15169WU	UBERON:0000178	Human	Subsumption	GNOme	G13147JM
G15169WU	UBERON:0000029	Human	Subsumption	GNOme	G35887PW
G15169WU	UBERON:0002048	Human	Subsumption	GNOme	G35887PW
G15169WU	UBERON:0002106	Human	Subsumption	GNOme	G35887PW
G15169WU	UBERON:0002107	Human	Subsumption	GNOme	G35887PW
G15169WU	UBERON:0000178	Human	Subsumption	GNOme	G37237NX
G15169WU	UBERON:0000948	Human	Subsumption	GNOme	G48504ND
G15169WU	UBERON:0001155	Human	Subsumption	GNOme	G48504ND
G15169WU	UBERON:0002048	Human	Subsumption	GNOme	G48504ND
G15169WU	UBERON:0002108	Human	Subsumption	GNOme	G48504ND
G15169WU	UBERON:0002419	Human	Subsumption	GNOme	G48504ND
G15169WU	UBERON:0000178	Human	Subsumption	GNOme	G65745TW
G15169WU	UBERON:0000178	Human	Subsumption	GNOme	G66027ZZ
G15169WU	UBERON:0000178	Human	Subsumption	GNOme	G88439OD
G15169WU	UBERON:0001969	Human	Subsumption	GNOme	G88439OD
G15169WU	UBERON:0000165	Human	Subsumption	GNOme	G91344EV
G15169WU	UBERON:0001969	Human	Subsumption	GNOme	G91344EV
G15169WU	UBERON:0001977	Human	Subsumption	GNOme	G91344EV
G15169WU	UBERON:0000473	Mouse	Subsumption	GNOme	G48504ND
G15169WU	UBERON:0000948	Mouse	Subsumption	GNOme	G48504ND
G15169WU	UBERON:0000955	ZebraFish	Subsumption	GNOme	G01972UA
G15175QG	UBERON:0001977	Human	Subsumption	GNOme	G01670UQ
G15175QG	UBERON:0000178	Human	Subsumption	GNOme	G03934AE
G15175QG	UBERON:0001969	Human	Subsumption	GNOme	G03934AE
G15175QG	UBERON:0000165	Human	Subsumption	GNOme	G06356OH
G15175QG	UBERON:0000948	Human	Subsumption	GNOme	G06356OH
G15175QG	UBERON:0001969	Human	Subsumption	GNOme	G06356OH
G15175QG	UBERON:0001977	Human	Subsumption	GNOme	G06356OH
G15175QG	UBERON:0002107	Human	Subsumption	GNOme	G13245XY
G15175QG	UBERON:0002048	Human	Subsumption	GNOme	G37427AX
G15175QG	UBERON:0002185	Human	Subsumption	GNOme	G37427AX
G15175QG	UBERON:0001977	Human	Subsumption	GNOme	G37591JC
G15175QG	UBERON:0000178	Human	Subsumption	GNOme	G43054OI
G15175QG	UBERON:0001969	Human	Subsumption	GNOme	G43054OI
G15175QG	UBERON:0002107	Human	Subsumption	GNOme	G58533RL
G15175QG	UBERON:0000178	Human	Subsumption	GNOme	G59626AS
G15175QG	UBERON:0000178	Human	Subsumption	GNOme	G64536GL
G15175QG	UBERON:0002107	Human	Subsumption	GNOme	G75841SN
G15175QG	UBERON:0000029	Human	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0000948	Human	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0001155	Human	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0002048	Human	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0002106	Human	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0002107	Human	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0002108	Human	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0002419	Human	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0000948	Mouse	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0000964	Mouse	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0000992	Mouse	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0002048	Mouse	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0002107	Mouse	Subsumption	GNOme	G84553QQ
G15175QG	UBERON:0002535	ZebraFish	Subsumption	GNOme	G85507NU
G15178AV	UBERON:0000160	ZebraFish	Subsumption	GNOme	G65562ZE
G15178AV	UBERON:0000948	ZebraFish	Subsumption	GNOme	G65562ZE
G15178AV	UBERON:0002107	ZebraFish	Subsumption	GNOme	G65562ZE
G15240ZB	UBERON:0000955	ZebraFish	Subsumption	GNOme	G54442GQ
G15283UL	UBERON:0002106	Human	Subsumption	GNOme	G32705EO
G15283UL	UBERON:0000178	Human	Subsumption	GNOme	G63400DA
G15283UL	UBERON:0001969	Human	Subsumption	GNOme	G63400DA
G15283UL	UBERON:0000955	Mouse	Subsumption	GNOme	G14301PU
G15285JT	UBERON:0000948	Mouse	Subsumption	GNOme	G45259OX
G15285JT	UBERON:0000964	Mouse	Subsumption	GNOme	G45259OX
G15285JT	UBERON:0000992	Mouse	Subsumption	GNOme	G45259OX
G15285JT	UBERON:0002048	Mouse	Subsumption	GNOme	G45259OX
G15285JT	UBERON:0002107	Mouse	Subsumption	GNOme	G45259OX
G15315NL	UBERON:0000160	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G15315NL	UBERON:0002535	ZebraFish	Direct	DOI	10.1038/s41467-018-06950-3
G15315NL	UBERON:0000160	ZebraFish	Direct	GlyCosmos	G15315NL
G15315NL	UBERON:0002535	ZebraFish	Direct	GlyCosmos	G15315NL
G15315NL	UBERON:0000160	ZebraFish	Direct	PubMed	30405127
G15315NL	UBERON:0002535	ZebraFish	Direct	PubMed	30405127
G15317IZ	UBERON:0000165	Human	Direct	PubMed	37268159
G15317IZ	UBERON:0000165	Human	Direct	TableMaker	GLY_001408
G15320FW	UBERON:0000029	Human	Subsumption	GNOme	G20694YW
G15320FW	UBERON:0000948	Human	Subsumption	GNOme	G20694YW
G15320FW	UBERON:0001155	Human	Subsumption	GNOme	G20694YW
G15320FW	UBERON:0002048	Human	Subsumption	GNOme	G20694YW
G15320FW	UBERON:0002106	Human	Subsumption	GNOme	G20694YW
G15320FW	UBERON:0002107	Human	Subsumption	GNOme	G20694YW
G15320FW	UBERON:0002108	Human	Subsumption	GNOme	G20694YW
G15320FW	UBERON:0002419	Human	Subsumption	GNOme	G20694YW
G15320FW	UBERON:0002048	Mouse	Subsumption	GNOme	G20694YW
G15328EL	UBERON:0000160	ZebraFish	Subsumption	GNOme	G90223PU
G15328EL	UBERON:0000473	ZebraFish	Subsumption	GNOme	G90223PU
G15328EL	UBERON:0000948	ZebraFish	Subsumption	GNOme	G90223PU
G15328EL	UBERON:0000992	ZebraFish	Subsumption	GNOme	G90223PU
G15328EL	UBERON:0002107	ZebraFish	Subsumption	GNOme	G90223PU
G15328EL	UBERON:0002419	ZebraFish	Subsumption	GNOme	G90223PU
G15328EL	UBERON:0002535	ZebraFish	Subsumption	GNOme	G90223PU
G15344SG	UBERON:0002108	Mouse	Subsumption	GNOme	G16873EF
G15347NT	UBERON:0000323	FruitFly	Subsumption	GNOme	G04604BY
G15347NT	UBERON:0000922	FruitFly	Subsumption	GNOme	G04604BY
G15347NT	UBERON:0019248	FruitFly	Subsumption	GNOme	G04604BY
G15347NT	UBERON:0000323	FruitFly	Subsumption	GNOme	G62036UG
G15347NT	UBERON:0000922	FruitFly	Subsumption	GNOme	G62036UG
G15347NT	UBERON:0019248	FruitFly	Subsumption	GNOme	G62036UG
G15347NT	UBERON:0000178	Human	Subsumption	GNOme	G04604BY
G15347NT	UBERON:0001969	Human	Subsumption	GNOme	G04604BY
G15347NT	UBERON:0002107	Human	Subsumption	GNOme	G13519DN
G15347NT	UBERON:0000178	Human	Subsumption	GNOme	G40272PX
G15347NT	UBERON:0001155	Human	Subsumption	GNOme	G87267JO
G15347NT	UBERON:0002048	Human	Subsumption	GNOme	G87267JO
G15347NT	UBERON:0002107	Human	Subsumption	GNOme	G95162BD
G15391CM	UBERON:0002048	Mouse	Subsumption	GNOme	G41864LQ
G15391CM	UBERON:0002107	Mouse	Subsumption	GNOme	G41864LQ
G15393GI	UBERON:0000473	ZebraFish	Subsumption	GNOme	G91104FD
G15393QL	UBERON:0000323	FruitFly	Subsumption	GNOme	G64780OA
G15393QL	UBERON:0000922	FruitFly	Subsumption	GNOme	G64780OA
G15393QL	UBERON:0019248	FruitFly	Subsumption	GNOme	G64780OA
G15393QL	UBERON:0000029	Human	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0000948	Human	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0001155	Human	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0001264	Human	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0001977	Human	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002048	Human	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002106	Human	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002107	Human	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002108	Human	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002419	Human	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0000178	Human	Subsumption	GNOme	G64780OA
G15393QL	UBERON:0001969	Human	Subsumption	GNOme	G64780OA
G15393QL	UBERON:0002048	Human	Subsumption	GNOme	G64780OA
G15393QL	UBERON:0002185	Human	Subsumption	GNOme	G64780OA
G15393QL	UBERON:0002107	Human	Subsumption	GNOme	G74086XD
G15393QL	UBERON:0000473	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0000948	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0000955	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0000964	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0000992	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0001155	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002048	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002106	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002107	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002108	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002113	Mouse	Subsumption	GNOme	G19747OA
G15393QL	UBERON:0002370	Mouse	Subsumption	GNOme	G19747OA
G15402WP	UBERON:0000323	FruitFly	Subsumption	GNOme	G44298KL
G15402WP	UBERON:0000922	FruitFly	Subsumption	GNOme	G44298KL
G15402WP	UBERON:0019248	FruitFly	Subsumption	GNOme	G44298KL
G15402WP	UBERON:0000178	Human	Subsumption	GNOme	G44298KL
G15402WP	UBERON:0001969	Human	Subsumption	GNOme	G44298KL
G15450FJ	UBERON:0002048	Human	Subsumption	GNOme	G81384WY
G15450FJ	UBERON:0000473	Mouse	Subsumption	GNOme	G81384WY
G15450FJ	UBERON:0002113	Mouse	Subsumption	GNOme	G81384WY
G15450FJ	UBERON:0000160	ZebraFish	Subsumption	GNOme	G83211YC
G15450FJ	UBERON:0000473	ZebraFish	Subsumption	GNOme	G83211YC
G15450FJ	UBERON:0000948	ZebraFish	Subsumption	GNOme	G83211YC
G15450FJ	UBERON:0002419	ZebraFish	Subsumption	GNOme	G83211YC
G15450FJ	UBERON:0002535	ZebraFish	Subsumption	GNOme	G83211YC
G15486FH	UBERON:0000323	FruitFly	Subsumption	GNOme	G38193VX
G15486FH	UBERON:0000922	FruitFly	Subsumption	GNOme	G38193VX
G15486FH	UBERON:0019248	FruitFly	Subsumption	GNOme	G38193VX
G15486FH	UBERON:0000323	FruitFly	Subsumption	GNOme	G64159KW
G15486FH	UBERON:0000922	FruitFly	Subsumption	GNOme	G64159KW
G15486FH	UBERON:0019248	FruitFly	Subsumption	GNOme	G64159KW
G15486FH	UBERON:0000178	Human	Subsumption	GNOme	G18647XP
G15486FH	UBERON:0000178	Human	Subsumption	GNOme	G45255VE
G15486FH	UBERON:0001969	Human	Subsumption	GNOme	G45255VE
G15486FH	UBERON:0000948	Human	Subsumption	GNOme	G71059MG
G15486FH	UBERON:0001969	Human	Subsumption	GNOme	G71059MG
G15486FH	UBERON:0000955	Mouse	Subsumption	GNOme	G32954SJ
G15486FH	UBERON:0000473	ZebraFish	Subsumption	GNOme	G21522AG
G15486FH	UBERON:0000992	ZebraFish	Subsumption	GNOme	G21522AG
G15488CF	UBERON:0000473	Mouse	Subsumption	GNOme	G31674DQ
G15488CF	UBERON:0000948	Mouse	Subsumption	GNOme	G31674DQ
G15488CF	UBERON:0000964	Mouse	Subsumption	GNOme	G31674DQ
G15488CF	UBERON:0000992	Mouse	Subsumption	GNOme	G31674DQ
G15488CF	UBERON:0002048	Mouse	Subsumption	GNOme	G31674DQ
G15488CF	UBERON:0002106	Mouse	Subsumption	GNOme	G31674DQ
G15488CF	UBERON:0002107	Mouse	Subsumption	GNOme	G31674DQ
G15488CF	UBERON:0002108	Mouse	Subsumption	GNOme	G31674DQ
G15488CF	UBERON:0002370	Mouse	Subsumption	GNOme	G31674DQ
G15493FH	UBERON:0000955	ZebraFish	Subsumption	GNOme	G80180LY
G15500QD	UBERON:0002048	Human	Subsumption	GNOme	G76975IV
