GlyTouCanAccession	GLYCOSCIENCESdeAccession
G26123AX	17659
G26148PQ	3089
G26182BM	6435
G26182BM	23860
G26203DP	762
G26203DP	25118
G26216ZN	1353
G26216ZN	2564
G26237YH	2542
G26242QL	8393
G26264SQ	26010
G26295XE	1045
G26295XE	3580
G26295XE	13934
G26295XE	14383
G26450SH	8668
G26473LY	1618
G26527XD	14258
G26537DD	15717
G26551VB	27689
G26570RB	4415
G26664GH	25433
G26693IX	3431
G26713RV	7758
G26827ST	17004
G26881SV	23532
G26897XI	22824
G26915TH	12580
G26939ZY	16164
G26939ZY	24340
G26949IX	23323
G26985TZ	24529
G27025MB	6691
G27025MB	14606
G27025MB	18360
G27025MB	18361
G27025MB	18362
G27025MB	21568
G27025MB	22290
G27063GJ	1946
G27071PO	13823
G27106AM	291
G27148YF	11732
G27149SR	15735
G27170NH	1988
G27170NH	16297
G27179AJ	12583
G27188NC	12539
G27188NC	24047
G27243GN	2713
G27243WR	8007
G27243WR	22900
G27243WR	25767
G27273FD	26171
G27314YB	1367
G27314YB	13911
G27338ID	4896
G27384IP	4416
G27385LP	15672
G27389SR	24762
G27431EQ	12298
G27609YZ	16430
G27626TX	8720
G27669RW	1803
G27839GC	360
G27839GC	6490
G27844UM	17024
G27844UM	23496
G27888XB	12339
G27889FI	12346
G27919IH	3900
G27919IH	3902
G27919IH	23297
G27929ZE	9965
G27995KI	14406
G28023AU	6886
G28128KH	4992
G28146GV	6650
G28218GE	25516
G28274SP	16800
G28298VW	23531
G28326EU	5091
G28327SH	15884
G28378XH	16415
G28477UY	16232
G28550OD	24046
G28550OD	12538
G28562FF	15697
G28566CQ	2360
G28663KH	23092
G28663KH	27408
G28665FP	17002
G28707FT	6637
G28868PL	2033
G28948UC	23331
G29011JC	2029
G29011JC	2422
G29011JC	3468
G29011JC	5715
G29011JC	23042
G29042WW	2588
G29042WW	13846
G29056SI	23082
G29056SI	3225
G29078QN	24940
G29081NM	16733
G29086KO	9148
G29109PM	14022
G29130SY	3295
G29130SY	23711
G29159YJ	752
G29271US	13185
G29326OK	629
G29339IQ	16902
G29348FH	8945
G29377XJ	23524
G29386CS	8926
G29434RB	23515
G29445ZK	24354
G29449JO	24750
G29519AS	5002
G29539MT	16494
G29539MT	24404
G29574TI	1809
G29616NS	27502
G29622NE	12416
G29675VZ	632
G29676WX	1930
G29676WX	5079
G29676WX	23812
G29681BP	3284
G29725MK	18358
G29729DB	12461
G29797YX	23487
G29803MG	16396
G29832VY	13696
G29849KU	15720
G29857PJ	26136
G29857RC	6067
G29857RC	1623
G29857RC	1193
G29857RC	4262
G29857RC	21474
G29857RC	235
G29857RC	2985
G29857RC	3426
G29857RC	4231
G29857RC	4346
G29857RC	4948
G29857RC	5728
G29857RC	16943
G29857RC	17370
G29857RC	17371
G29857RC	21472
G29870RM	8965
G29905OR	3867
G29905OR	23728
G29991XU	5376
G29997FV	7004
G30035MO	3110
G30056KC	2777
G30070XN	16498
G30109UP	2733
G30109UP	23673
G30110UW	3189
G30110UW	2109
G30110UW	12162
G30110UW	16764
G30131YB	23539
G30159WR	3955
G30159WR	23290
G30207PZ	18487
G30207PZ	6009
G30207PZ	22220
G30207PZ	435
G30207PZ	662
G30207PZ	7214
G30207PZ	13315
G30207PZ	13887
G30207PZ	15421
G30207PZ	17744
G30207PZ	17770
G30207PZ	17792
G30207PZ	19865
G30241UB	8951
G30291YK	12209
G30302VM	24879
G30304DE	17008
G30309QX	1304
G30335ZU	16500
G30347FC	14118
G30395OK	4151
G30460NZ	12019
G30460NZ	23857
G30463NC	3837
G30463NC	1074
G30463NC	6346
G30463NC	15049
G30463NC	15050
G30463NC	15253
G30463NC	21582
G30463NC	21583
G30483FB	24864
G30519DD	4423
G30524AR	8718
G30562SO	12158
G30580XW	17030
G30590EC	17106
G30614QN	14280
G30648VY	2729
G30651IU	25682
G30663CZ	247
G30739AG	8714
G30743FK	16814
G30770II	11641
G30770II	5190
G30770II	11637
G30770II	14145
G30770II	14685
G30770II	17897
G30770II	19704
G30853JB	16483
G30871VQ	25650
G30901GC	14161
G30901GC	24238
G30917DM	1382
G30917DM	25376
G30966TU	3806
G30966TU	3828
G30996QM	5581
G30998FW	2614
G31021LA	24332
G31021LA	16129
G31037WG	25471
G31119YY	286
G31119YY	23001
G31135WM	760
G31135WM	776
G31135WM	8170
G31156QG	15787
G31175IC	22665
G31196DF	16262
G31249PS	6608
G31326QB	8546
G31341PC	12670
G31385PY	1714
G31385PY	13195
G31411GR	24570
G31421EZ	1407
G31421EZ	25382
G31423NL	18918
G31429YW	1570
G31515BE	1790
G31531YC	7750
G31598CF	255
G31601FB	634
G31604HF	25985
G31616YD	22690
G31668AP	7989
G31668AP	13038
G31679YU	18169
G31692TJ	16796
G31713XX	15896
G31716EV	14047
G31726HT	18913
G31729QS	16480
G31734OS	6494
G31734OS	19989
G31760OO	2728
G31943KG	1405
G31943KG	4074
G31991IV	23346
G32065BG	25435
G32079YD	15719
G32081WS	6639
G32081WS	3207
G32081WS	15434
G32081WS	15446
G32081WS	15447
G32081WS	19851
G32112SX	2535
G32149KV	23469
G32149KV	27588
G32152BH	23896
G32152BH	7440
G32156ZV	6453
G32156ZV	23877
G32201IL	24856
G32216IU	12410
G32227EH	6607
G32241HI	12759
G32252UW	2687
G32252UW	18384
G32254QI	2698
G32263XB	1637
G32305RZ	23226
G32358YV	7752
G32371XG	25274
G32377GZ	15792
G32386AG	2656
G32430MQ	11005
G32430MQ	9052
G32430MQ	11003
G32430MQ	11002
G32430MQ	11004
G32430MQ	21417
G32437SG	2921
G32460TA	16995
G32484KU	26316
G32522KP	16825
G32556JI	13824
G32586BA	5102
G32586BA	2924
G32586BA	17104
G32592IB	12403
G32592IB	24022
G32611KT	24322
G32611KT	16102
G32611KT	17537
G32659RY	24791
G32685NO	3906
G32746QI	1581
G32758HZ	6427
G32758HZ	12427
G32761XQ	15688
G32801HX	5066
G32816HT	2359
G32915BP	1390
G32915BP	2706
G32944VN	18343
G32967PZ	14169
G32968SR	684
G33019PZ	13769
G33052SB	1415
G33052SB	25340
G33127ZT	12581
G33192XL	3486
G33192XL	1366
G33241WC	23639
G33241WC	7553
G33244HE	22639
G33271XM	22694
G33303XH	23465
G33309GL	15687
G33347WY	5327
G33373MR	14268
G33433QA	4492
G33476GF	1748
G33476GF	7302
G33476GF	15433
G33476GF	26788
G33476GF	27149
G33505DB	3129
G33569OU	18357
G33608TH	26251
G33620BP	15784
G33737SV	631
G33741NT	265
G33742YO	5722
G33742YO	23037
G33802UM	25409
G33862NZ	26217
G33866SM	12446
G33892UJ	648
G33909XJ	23514
G33970VN	1397
G33970VN	2783
G34022KC	6649
G34022KC	15456
G34059IB	22683
G34220DL	27490
G34234AZ	1572
G34294BW	1965
G34314SG	2903
G34330HT	12471
G34351JL	1575
G34442SS	3736
G34442SS	23441
G34465ZP	1180
G34466DO	12646
G34467NW	26356
G34491AS	13177
G34499SX	8942
G34499SX	23299
G34508UC	24834
G34527RW	2944
G34527RW	23411
G34626UE	15795
G34706DW	5092
G34731QC	15713
G34797BZ	18942
G34815RA	12480
G34838RM	23520
G34853GU	3335
G34853GU	25132
G34905OT	23535
G34926IG	1337
G34931KK	12709
G34931KK	24095
G34972BB	26133
G35068DX	16318
G35096EN	23344
G35106OM	17958
G35110VT	14899
G35139NO	7744
G35150SV	3577
G35199BM	17385
G35234CM	19742
G35242IF	5069
G35242IF	23802
G35242IF	24405
G35257SQ	16139
G35257SQ	26202
G35312VR	16485
G35350DS	16371
G35362TE	16228
G35382VN	23966
G35442CG	1322
G35446HX	361
G35446HX	7219
G35482NV	16770
G35528EA	12419
G35565NM	16604
G35565NM	24425
G35619UY	2947
G35619UY	13933
G35619UY	18537
G35679QA	5248
G35708JV	15726
G35718GY	16423
G35769UV	5721
G35769UV	23038
G35787ED	24993
G35827XH	16974
G35879BG	1169
G35960LO	14663
G36042WR	13765
G36053YX	14020
G36058QA	3682
G36118RA	1285
G36123IU	2330
G36123IU	577
G36123IU	170
G36123IU	11809
G36123IU	576
G36123IU	730
G36123IU	2331
G36123IU	4010
G36123IU	17502
G36123IU	19954
G36123IU	22055
G36157OV	25653
G36176RV	24918
G36191CD	5760
G36191CD	7772
G36191CD	234
G36191CD	1355
G36191CD	2984
G36191CD	3569
G36191CD	4265
G36191CD	4947
G36191CD	5724
G36191CD	6065
G36191CD	13232
G36191CD	13233
G36191CD	14382
G36191CD	14431
G36191CD	14577
G36191CD	14582
G36191CD	15669
G36191CD	17368
G36191CD	18190
G36195LV	2552
G36223VW	26011
G36264SN	1271
G36268TW	24847
G36303CE	15683
G36306KM	1775
G36316RB	25752
G36362BK	4053
G36405UK	2560
G36480VP	4279
G36498HE	16627
G36519NW	24869
G36521AS	5725
G36521AS	23036
G36523TZ	4949
G36523TZ	274
G36523TZ	5729
G36523TZ	22991
G36581MF	25667
G36581PT	24195
G36691KB	3687
G36699PG	2946
G36699PG	25361
G36701GV	25517
G36747XY	2745
G36749ZK	25312
G36787EI	24722
G36824BJ	16085
G36855WW	13709
G36855WW	13708
G36855WW	18157
G36881GV	5469
G36881GV	23839
G36898CO	1811
G36909MR	6432
G36977EW	1785
G37022BP	24089
G37022BP	12703
G37102FC	2565
G37102FC	1350
G37126IL	4401
G37135JQ	2734
G37135JQ	23300
G37166HP	23720
G37166HP	3366
G37184KW	437
G37184KW	22440
G37184KW	25119
G37296SI	3124
G37476QB	24107
G37491LV	1993
G37491LV	13316
G37562WX	7756
G37581LU	26591
G37597FW	23219
G37601IJ	14013
G37641EM	4144
G37663DS	1909
G37805DA	528
G37809PL	3982
G37830TX	3165
G37841WI	17075
G37861OJ	17811
G37974GN	3726
G38022PE	2710
G38022PE	23669
G38047QV	1501
G38085YD	4075
G38085YD	1408
G38115KZ	23518
G38208CY	24965
G38249IZ	12676
G38291RB	24756
G38310GJ	519
G38310GJ	19657
G38362AS	5240
G38395YJ	23418
G38404PP	8356
G38426SE	1372
G38426SE	2702
G38465NT	8717
G38473PC	16126
G38473PC	24329
G38478SQ	6506
G38478SQ	15133
G38478SQ	19810
G38478SQ	26081
G38638WU	1579
G38641UG	4402
G38753OV	8229
G38753OV	23922
G38812YS	1554
G38901GU	15728
G38909RH	12404
G38909RH	24023
G38955TH	24033
G38955TH	12450
G38966ID	12567
G38999IM	26474
G38999IM	10751
G38999IM	10765
G38999IM	10753
G38999IM	20623
G38999IM	10731
G38999IM	20313
G38999IM	18197
G38999IM	5371
G38999IM	5373
G38999IM	20457
G38999IM	10768
G38999IM	10735
G38999IM	20622
G38999IM	3629
G38999IM	20654
G38999IM	18200
G38999IM	11358
G38999IM	10767
G38999IM	10754
G38999IM	11360
G38999IM	6103
G38999IM	13287
G38999IM	10763
G38999IM	10756
G38999IM	20301
G38999IM	10673
G38999IM	18198
G38999IM	10728
G38999IM	10893
G38999IM	20653
G38999IM	20567
G38999IM	20621
G38999IM	84
G38999IM	862
G38999IM	2160
G38999IM	3628
G38999IM	5372
G38999IM	5426
G38999IM	6372
G38999IM	6373
G38999IM	6374
G38999IM	6375
G38999IM	6616
G38999IM	10246
G38999IM	10252
G38999IM	10672
G38999IM	10752
G38999IM	10755
G38999IM	10759
G38999IM	10760
G38999IM	10761
G38999IM	10762
G38999IM	10764
G38999IM	10766
G38999IM	10822
G38999IM	10845
G38999IM	10848
G38999IM	10892
G38999IM	10960
G38999IM	11125
G38999IM	11190
G38999IM	11217
G38999IM	11523
G38999IM	11524
G38999IM	11525
G38999IM	11526
G38999IM	11528
G38999IM	11532
G38999IM	11533
G38999IM	13286
G38999IM	13289
G38999IM	13290
G38999IM	18074
G38999IM	18196
G38999IM	18199
G38999IM	18873
G38999IM	18874
G38999IM	18899
G38999IM	19417
G38999IM	19537
G38999IM	19538
G38999IM	19539
G38999IM	19540
G38999IM	20306
G38999IM	20311
G38999IM	20312
G38999IM	20314
G38999IM	20324
G38999IM	20450
G38999IM	20456
G38999IM	20459
G38999IM	20498
G38999IM	20571
G38999IM	20624
G38999IM	20625
G38999IM	20626
G38999IM	20627
G38999IM	20628
G38999IM	20652
G38999IM	20657
G38999IM	20690
G38999IM	21032
G38999IM	21061
G38999IM	21062
G38999IM	21074
G38999IM	21084
G38999IM	27197
G39018CC	24916
G39023AU	370
G39023AU	604
G39023AU	14054
G39023AU	6523
G39023AU	6671
G39023AU	4555
G39023AU	5994
G39023AU	668
G39023AU	21800
G39023AU	1245
G39023AU	3990
G39023AU	5577
G39023AU	5889
G39023AU	6524
G39023AU	6525
G39023AU	6526
G39023AU	7176
G39023AU	8624
G39029JR	5006
G39029JR	23800
G39035OI	15740
G39089YD	25940
G39130DL	7511
G39188CA	1311
G39203UC	24846
G39213VZ	2362
G39213VZ	2418
G39213VZ	3416
G39213VZ	3467
G39213VZ	3570
G39213VZ	5712
G39213VZ	6676
G39213VZ	16165
G39213VZ	23044
G39298RF	23855
G39305NP	16484
G39377DE	26009
G39401ES	19781
G39408YK	7712
G39408YK	23899
G39422JF	640
G39439UR	26007
G39452ZZ	19239
G39452ZZ	25023
G39465KG	4120
G39484WM	14864
G39523KI	628
G39567LQ	1771
G39569XI	27645
G39571QG	16443
G39578OU	16078
G39578OU	12155
G39578OU	24317
G39595CR	25917
G39601JQ	25608
G39602UU	24924
G39611QP	12257
G39615UL	2540
G39623FZ	14244
G39623FZ	14414
G39666ZK	16457
G39666ZK	24402
G39687WG	23472
G39764AC	14223
G39764AC	24245
G39813YP	24433
G39818NQ	2663
G39852CS	3173
G39852JB	671
G39861AN	4573
G39884QV	699
G39896WY	682
G39976KS	16395
G39992DR	23927
G39995AR	16172
G39995KJ	2170
G40027VO	24816
G40064GR	3297
G40064GR	23713
G40065EM	1808
G40088CY	16991
G40096SL	25597
G40097PQ	24990
G40161ME	1563
G40184OL	3209
G40184OL	1632
G40188OO	4300
G40194MN	12716
G40194MN	24100
G40200RC	16597
G40249UC	17283
G40269CS	696
G40269CS	15952
G40393FZ	16998
G40413JC	17810
G40428GO	23348
G40491DT	781
G40523QS	618
G40542QP	26146
G40554DX	24788
G40579SX	25984
G40585SO	2645
G40670DJ	23053
G40696TO	7473
G40696TO	19358
G40696TO	367
G40696TO	3987
G40696TO	4170
G40696TO	4559
G40696TO	5131
G40696TO	5987
G40696TO	19568
G40696TO	21428
G40702WU	296
G40702WU	1262
G40702WU	3613
G40702WU	5467
G40702WU	17202
G40702WU	23011
G40707RU	1493
G40707SF	23422
G40709XS	8721
G40748TG	20132
G40748TG	5976
G40748TG	14152
G40748TG	5931
G40748TG	11651
G40748TG	11652
G40748TG	11668
G40748TG	13371
G40748TG	18582
G40748TG	18583
G40748TG	21933
G40764VP	223
G40792HV	12424
G40821RK	24735
G40903ZD	15681
G40906DZ	277
G40906DZ	22990
G40909AN	26178
G40915GX	8182
G40948NW	14247
G40994FC	1404
G40994FC	2102
G41052GC	22463
G41052GC	27053
G41063ME	14307
G41087ZA	26132
G41132VG	5386
G41179DF	6369
G41227XH	12386
G41234QD	25133
G41234QD	3336
G41327HW	2150
G41331JX	25993
G41352UL	16257
G41372SJ	3325
G41384PQ	8949
G41469UO	2323
G41473YC	12932
G41477DH	13910
G41510DX	1086
G41576FY	3378
G41596PV	23337
G41656NL	8071
G41656NL	23911
G41720HN	25553
G41722LN	15891
G41780OY	8705
G41811VQ	23052
G41824PC	13700
G41824PC	16148
G41824PC	24109
G41859KE	4582
G41865ZJ	6630
G41928NU	12418
G41943OZ	22779
G41953RN	4095
G41953RN	23754
G41974MG	2654
G41981MA	24789
G41994UJ	3684
G42002WQ	17388
G42049JU	701
G42089IU	2689
G42089IU	16765
G42140AQ	12439
G42147XQ	8719
G42154JB	6678
G42217SL	3806
G42217SL	3828
G42227JK	23005
G42227JK	18697
G42239FO	4289
G42240DE	25399
G42293RF	3587
G42293RF	15965
G42299NR	24926
G42300CL	12413
G42303MJ	17010
G42325VD	378
G42349ED	12941
G42368XT	17000
G42380GI	12476
G42388XF	16985
G42439GB	23250
G42466VF	25514
G42466VF	22720
G42468DL	16989
G42471QL	16598
G42548XF	24217
G42548XF	13730
G42556BP	25850
G42556BP	12115
G42600SB	12475
G42603RO	379
G42614NV	24013
G42664TF	14305
G42666HT	2239
G42666HT	14381
G42666HT	553
G42666HT	6060
G42666HT	19701
G42666HT	548
G42666HT	552
G42666HT	596
G42666HT	1928
G42666HT	2209
G42666HT	2303
G42666HT	5290
G42666HT	6143
G42666HT	13117
G42666HT	13619
G42666HT	17539
G42666HT	19485
G42666HT	19700
G42666HT	19702
G42666HT	19703
G42666HT	20110
G42667BL	12348
G42674LI	1155
G42679AH	25434
G42680EX	1276
G42712XS	13351
G42713FO	1386
G42713FO	25378
G42731RJ	26102
G42737HJ	23093
G42737HJ	20021
G42769XG	27430
G42772WO	8933
G42797SX	25870
G42830YF	2784
G42830YF	1412
G42830YF	15986
G42846BO	1071
G42846BO	16009
G42862VU	22226
G42912TT	8707
G42927HH	8099
G42956UG	17601
G42984ZU	27659
G43014FZ	22305
G43014FZ	23033
G43040IL	25544
G43088GK	26021
G43131ZX	13593
G43242DB	12428
G43264US	23849
G43265YA	12694
G43299SD	24802
G43301PF	2013
G43301PF	7743
G43346PX	25463
G43378HA	5228
G43426MU	616
G43470JW	27318
G43475FH	17274
G43495HR	1079
G43526DL	13771
G43547MI	7455
G43547MI	16138
G43547MI	17954
G43547MI	22899
G43548LQ	6605
G43553YK	14627
G43603TQ	3891
G43622SG	2550
G43648DB	22589
G43648DB	23439
G43657WC	2030
G43657WC	23642
G43664YB	13595
G43664YB	23232
G43677TG	23281
G43677TG	16101
G43687XR	273
G43687XR	22987
G43694RQ	2387
G43694RQ	23632
G43702JT	3616
G43726KG	16304
G43745JV	2837
G43761IQ	15756
G43767FS	12483
G43788SW	510
G43797QQ	19602
G43804GS	2662
G43818LO	14151
G43832DJ	12683
G43873MM	16456
G43873MM	24401
G43944UW	16541
G43947CR	244
G43972TU	16993
G44073EJ	16106
G44073EJ	24326
G44152CO	25810
G44327JQ	1411
G44327JQ	2103
G44345UH	22941
G44483CH	12763
G44510KF	3495
G44617UT	24942
G44645CP	238
G44739HH	4181
G44825LU	15733
G44826KU	4215
G44858WT	1356
G44865OQ	16140
G44865OQ	26203
G44904UE	25945
G44946WH	23525
G45048TZ	24127
G45058HZ	667
G45071EF	24333
G45071EF	16130
G45120SG	12344
G45129XM	12145
G45187EI	24860
G45209NR	3214
G45209NR	23497
G45215IJ	758
G45258LH	16406
G45262QY	24953
G45358WU	16926
G45359RY	23329
G45359RY	3215
G45380LQ	5097
G45522CT	13327
G45533OY	13230
G45560HM	14361
G45560HM	23544
G45565NV	16515
G45581BY	7745
G45598BE	5458
G45603BW	26115
G45614AE	3037
G45614WX	12867
G45629TR	16797
G45643JS	3119
G45714BQ	3040
G45756EL	16574
G45777DE	16163
G45777DE	24339
G45827GY	13951
G45832DB	2107
G45889JQ	7709
G45889JQ	23272
G45957UA	3735
G45996VR	2557
G45997JW	14021
G46031NV	1992
G46031NV	2508
G46049XN	7760
G46060BG	18341
G46060FM	1351
G46060FM	4013
G46076LA	2381
G46103YX	15702
G46123YD	2027
G46123YD	23640
G46168RR	17959
G46185ND	24793
G46260CP	15781
G46347BR	27326
G46387UV	12849
G46387UV	24116
G46394FV	2655
G46406BL	24006
G46406BL	12173
G46420ZV	12836
G46425HN	3162
G46425HN	23704
G46461VY	2351
G46470AD	23063
G46489HY	11793
G46491JP	1426
G46491JP	4071
G46503KK	12542
G46503KK	24050
G46565HP	1346
G46565HP	2962
G46638GC	24780
G33636XJ	3386
G33636XJ	3559
G46677TE	436
G46677TE	3950
G46677TE	3949
G46677TE	2877
G46677TE	22439
G46712PI	23342
G46748BU	25593
G46748BU	9128
G46767VX	26099
G46774NB	1220
G46795YU	9326
G46836GH	13878
G46836GH	13877
G46836GH	1519
G46836GH	2144
G46868TY	12859
G46926OL	5340
G47004LA	1352
G47004LA	1923
G47011KD	23307
G47011KD	2945
G47023PF	13963
G47047YK	8312
G47108UC	24826
G47163SC	16230
G47174QJ	8946
G47175EF	25990
G47180UC	25813
G47180UC	9991
G47252EW	1940
G47252EW	23674
G47279LF	24817
G47349YO	6604
G47379VH	3980
G47410OF	23456
G47410OF	27573
G47414TF	3337
G47414TF	25134
G47421RS	19947
G47456CG	15701
G47457DK	22739
G47495KE	2919
G47548GA	368
G47548GA	8623
G47548GA	13156
G47548GA	2312
G47548GA	3986
G47548GA	6548
G47548GA	7252
G47548GA	13490
G47548GA	14232
G47548GA	22210
G47554EG	24878
G47566FL	24734
G47606XQ	25669
G47614ZH	2350
G47647QY	5203
G47715OE	12789
G47715OE	2856
G47715OE	6670
G47715OE	13945
G47816DI	4216
G47829CW	2898
G47854HN	25699
G47854HN	3999
G47863IJ	2736
G47866EC	14019
G47920WV	7763
G47920WV	7841
G47936PQ	1305
G47975JA	24790
G48018RF	23466
G48027TR	9689
G48053YN	2587
G48059CD	13960
G48059CD	1620
G48059CD	14316
G48059CD	3314
G48109OV	26072
G48148JS	16142
G48148JS	26205
G48148UW	12571
G48154LM	2665
G48178AY	4412
G48205IY	15742
G48265KY	14277
G48330KH	15789
G48350AZ	12430
G48350AZ	24025
G48441KG	2838
G48458AB	3994
G48458AB	23737
G48616UI	16398
G48643VT	17282
G48646LG	3831
G48766VR	5325
G48767NV	26124
G48822BJ	13322
G48822BJ	26057
G48873CW	1915
G48882DX	15773
G48954CA	13346
G48954CA	24172
G48982WL	3368
G48989LO	16448
G49045BZ	257
G49104WF	17381
G49108TO	2229
G49108TO	2230
G49108TO	2231
G49108TO	588
G49108TO	22816
G49108TO	6000
G49108TO	6001
G49108TO	6002
G49108TO	6003
G49108TO	229
G49108TO	5195
G49108TO	5198
G49108TO	15922
G49108TO	3052
G49108TO	2038
G49108TO	18836
G49108TO	556
G49108TO	27593
G49108TO	14539
G49108TO	594
G49108TO	595
G49108TO	3244
G49108TO	5197
G49108TO	6058
G49108TO	11180
G49108TO	11183
G49108TO	11186
G49108TO	12784
G49108TO	14535
G49108TO	14729
G49108TO	14775
G49108TO	15406
G49108TO	17376
G49108TO	18837
G49108TO	21856
G49108TO	22641
G49108TO	22764
G49108TO	27295
G49118ZT	3202
G49120XR	16983
G49124LP	18941
G49232RW	24737
G49282JI	18472
G49299WO	16556
G49302PT	15193
G49320XS	2762
G49332RT	5093
G49495US	14122
G49503QY	1283
G49508KM	12506
G49515VE	24870
G49539WP	3681
G49561ZE	8667
G49599HG	11734
G49615DO	14863
G49708ZB	1886
G49743VF	16723
G49743VF	24452
G49763BM	2181
G49800TU	15761
G49827WK	25701
G49832FF	15788
G49859TR	1263
G49930HB	3983
G49933AX	26589
G50000BW	3676
G50013XL	4488
G50013XL	12594
G50068PO	15703
G50076JD	1810
G50078RT	25960
G50091EW	3407
G50110DS	12647
G50112PT	22225
G50123ZO	3852
G50178BS	4285
G50205RT	4032
G50205RT	1379
G50215WR	8715
G50216QG	1580
G50319MW	233
G50321QR	759
G50321QR	3705
G50354DO	13962
G50364FV	26106
G50370PE	12448
G50375DL	17534
G50375DL	5322
G50375DL	15968
G50375DL	17139
G50375DL	17445
G50398UZ	17038
G50425IY	15190
G50427EN	24035
G50427EN	12485
G50489VC	24622
G50504QA	2618
G50508SG	12685
G50517DR	2653
G50524TY	14257
G50558NC	16538
G50576GW	5152
G50624UG	14260
G50709IS	8943
G50730KL	25941
G50775RM	23381
G50779LX	2388
G50779LX	23658
G50809LR	1675
G50829CY	7748
G50850NI	5945
G50850NI	5948
G50850NI	5949
G50850NI	5950
G50850NI	14601
G50850NI	19959
G50850NI	17789
G50850NI	3044
G50850NI	5947
G50850NI	6510
G50850NI	14668
G50850NI	17032
G50850NI	17793
G50850NI	19958
G50850NI	26330
G50887TF	750
G50915WK	4998
G50997KD	15767
G51028ME	13978
G51028ME	24225
G51050LD	25047
G51056AN	184
G51098OG	13306
G51119RL	17276
G51119RL	24524
G51123VI	8111
G51138SQ	16060
G51168CH	16442
G51170QD	237
G51247NH	19146
G51331BY	1624
G51331BY	22039
G51349BU	17001
G51367TM	24468
G51472TJ	14028
G51490BW	3958
G51490BW	23287
G51562OR	23397
G51591NI	7764
G51591NI	18363
G51661GQ	3976
G51699IR	1275
G51699SI	690
G51727VL	22170
G51758WG	1904
G51793MY	23852
G51813EW	16685
G51828AY	2188
G51840MR	16554
G51862BI	12363
G51883EC	16812
G51941HK	14155
G51945PF	22710
G52014JR	16125
G52034SY	14108
G52045RC	6275
G52080EW	14566
G52080WL	26034
G52106FW	4951
G52106FW	25613
G52120GQ	3458
G52120NK	1826
G52146XU	27644
G52153CS	2004
G52160KJ	6266
G52278ID	2325
G52326GT	16617
G52340XK	4400
G52358FD	1781
G52370OE	7281
G52370OE	2573
G52428MJ	13347
G52428MJ	23321
G52461YB	27048
G52497NM	2324
G52633YA	4156
G52663AD	24854
G52719CT	22775
G52770HR	25408
G52934AK	23285
G52915NJ	2547
G52880ZN	12545
G52880ZN	24053
G52882GL	2596
G52839BU	12499
G52793JJ	15879
G53158TJ	3647
G53032HU	6538
G52961XA	3127
G52956BX	24049
G52956BX	12541
G53168IY	23076
G53168IY	13265
G53098FA	25705
G53000BS	2112
G53396PX	26129
G53433AN	13695
G53433AN	3595
G53498SO	3323
G53404LB	12411
G53504BR	26089
G53485VW	16608
G53485VW	24429
G53394BX	16137
G53394BX	7309
G53394BX	7310
G53394BX	27695
G53288JQ	25607
G53428BS	21752
G53812EH	3172
G53812EH	17237
G53812EH	19664
G53743TV	15218
G53621MK	18928
G53621MK	25959
G53812BX	26005
G53854XZ	25915
G53667CH	2671
G53667CH	23665
G53809EF	15296
G53817FJ	4112
G53752TA	12700
G53752TA	23634
G53858MF	25338
G53858MF	1399
G53750GJ	1273
G53977IC	16319
G53985AY	26347
G53933HU	25925
G53938ZR	12124
G53933PW	5089
G53860DH	16235
G53993HS	15705
G53956RO	4159
G53962WT	23104
G53962WT	13627
G53878DC	1676
G53931MC	1370
G53931MC	25375
G53989JC	1990
G53989JC	13886
G53957WR	26283
G53957WR	14620
G54394ER	12558
G54273KX	4055
G54300AX	26110
G54258NG	1932
G54409JS	17321
G54149OE	12438
G54344GJ	4403
G54073XZ	7749
G54190AS	19910
G54286RQ	6655
G54555CN	12338
G54611ZT	24724
G54466RT	26588
G54461SS	4281
G54542VV	4292
G54602MP	16311
G54590JM	14259
G54434IR	16507
G54511PJ	17260
G54628UA	6274
G55041IW	8966
G54884LT	1792
G54741SP	8931
G54953LX	25609
G54826OZ	669
G54826OZ	15223
G54953IZ	2505
G54765IU	2533
G54981BW	4090
G54679PS	4453
G54956ME	25462
G55037II	8665
G54651IF	2635
G55153IW	3101
G55051BJ	4286
G55259BS	1243
G55184GH	17076
G55236DB	7992
G55070AA	16200
G55220VL	5762
G55220VL	2937
G55220VL	288
G55220VL	2908
G55220VL	14322
G55220VL	3412
G55220VL	14580
G55220VL	1209
G55220VL	1234
G55220VL	1926
G55220VL	2149
G55220VL	13277
G55258MY	1387
G55258MY	25379
G55143WF	24236
G55205JA	14865
G55360MM	13678
G55360NR	12593
G55480NU	5095
G55601IV	14190
G55314RK	25746
G55302WQ	1413
G55302WQ	14242
G55507NB	1671
G55818EE	1126
G55396DW	25988
G55786MG	16409
G55786MG	24391
G55781KV	15935
G55318GC	15855
G55459MJ	3155
G55327VV	17080
G55487DR	4410
G55419VV	20132
G55419VV	5976
G55419VV	14152
G55419VV	5931
G55419VV	11651
G55419VV	11652
G55419VV	11668
G55419VV	13371
G55419VV	18582
G55419VV	18583
G55419VV	21933
G55402MT	16518
G56067ON	12696
G56263MG	3115
G55929FR	16957
G56011JM	4282
G56271TF	16717
G56271TF	24449
G56181LZ	5245
G56202TA	21777
G56202TA	25042
G55986UN	12500
G56038AR	24991
