GlyTouCanAccession	Relationship	RelatedAccession
G83737UD	Subsumes	G86357DX
G83738AG	SubsumedBy	G13165FV
G83738AG	SubsumedBy	G47043LK
G83738AG	SubsumedBy	G83206VX
G83743KO	SubsumedBy	G22673CT
G83743KO	SubsumedBy	G87147UE
G83743KO	Subsumes	G14664YA
G83744JN	Subsumes	G06704MH
G83747TS	Subsumes	G09082LJ
G83747TS	Subsumes	G46283XF
G83747TS	Subsumes	G33151PY
G83751ZP	SubsumedBy	G05544OY
G83751ZP	Subsumes	G73548IN
G83754JD	SubsumedBy	G69667ML
G83754JD	SubsumedBy	G55725ZC
G83754JD	Subsumes	G26985TZ
G83754KL	SubsumedBy	G70224LN
G83754KL	Subsumes	G53472RQ
G83761QN	SubsumedBy	G63977XF
G83761QN	SubsumedBy	G44612JM
G83761QN	SubsumedBy	G96522OM
G83761QN	Subsumes	G05704WW
G83761QN	Subsumes	G75128XG
G83763EL	SubsumedBy	G03333ZM
G83774AH	Subsumes	G03098VW
G83774AH	Subsumes	G71985VV
G83779VD	SubsumedBy	G77288BQ
G83779VD	Subsumes	G92306PU
G83781TR	SubsumedBy	G00298HY
G83781TR	SubsumedBy	G65585XE
G83781TR	Subsumes	G56868BH
G83781TR	Subsumes	G71286MD
G83783DS	SubsumedBy	G80479JV
G83783DS	Subsumes	G94658OO
G83783DS	Subsumes	G01535VC
G83783DS	Subsumes	G58947PZ
G83783DS	Subsumes	G08488JZ
G83783DS	Subsumes	G44596SX
G83783DS	Subsumes	G91316EK
G83783DS	Subsumes	G43386RH
G83783DS	Subsumes	G74957AY
G83783DS	Subsumes	G14882EB
G83783DS	Subsumes	G23076VO
G83783DS	Subsumes	G74104ER
G83790DU	SubsumedBy	G39491KP
G83791CV	Subsumes	G55291BP
G83791CV	Subsumes	G03436JS
G83797YW	SubsumedBy	G89581PC
G83815EV	SubsumedBy	G31544HA
G83815EV	SubsumedBy	G81452FP
G83815EV	Subsumes	G14567OB
G83815EV	Subsumes	G16603TV
G83815EV	Subsumes	G49301DO
G83815EV	Subsumes	G46777UE
G83827QM	SubsumedBy	G22355FZ
G83827QM	SubsumedBy	G61985YC
G83827QM	Subsumes	G33696UB
G83827QM	Subsumes	G90146ME
G83829JQ	SubsumedBy	G96371MU
G83829JQ	SubsumedBy	G89840WM
G83829JQ	Subsumes	G03805HR
G83833IM	SubsumedBy	G38046UM
G83833YG	SubsumedBy	G13334HZ
G83833YG	Subsumes	G03049NB
G83845ZV	SubsumedBy	G66724VW
G83854JB	SubsumedBy	G87051GH
G83854JB	Subsumes	G55384QT
G83861VT	SubsumedBy	G53790NZ
G83861VT	Subsumes	G35758CT
G83861VT	Subsumes	G86785HP
G83864PP	SubsumedBy	G46512UJ
G83866SK	SubsumedBy	G97460BJ
G83866SK	Subsumes	G09459NU
G83869HN	Subsumes	G77697FA
G83878UZ	SubsumedBy	G28120QK
G83878UZ	SubsumedBy	G95589FK
G83885CD	SubsumedBy	G26054ZB
G83890EH	Subsumes	G53990PW
G83892WB	SubsumedBy	G13563KX
G83892WB	Subsumes	G07672VG
G83892WB	Subsumes	G34838RM
G83892WB	Subsumes	G09446VC
G83892WB	Subsumes	G22562DG
G83892WB	Subsumes	G44946WH
G83892WB	Subsumes	G59277TZ
G83892WB	Subsumes	G78555BT
G83895FM	SubsumedBy	G59875OA
G83897FM	SubsumedBy	G09327UV
G83897FM	Subsumes	G20016GC
G83908ZR	SubsumedBy	G38360ZF
G83908ZR	Subsumes	G53733WF
G83908ZR	Subsumes	G68588ED
G83908ZR	Subsumes	G64632PP
G83910PG	SubsumedBy	G41714MU
G83910PG	Subsumes	G36620HO
G83914PP	SubsumedBy	G99375FM
G83914PP	SubsumedBy	G89237QS
G83914PP	Subsumes	G00899CT
G83914PP	Subsumes	G18721GF
G83914PP	Subsumes	G18761HZ
G83914PP	Subsumes	G21814SJ
G83914PP	Subsumes	G23320JT
G83914PP	Subsumes	G37716UQ
G83914PP	Subsumes	G42144HJ
G83914PP	Subsumes	G49762ZZ
G83914PP	Subsumes	G52331OF
G83914PP	Subsumes	G54253UO
G83914PP	Subsumes	G55051LE
G83914PP	Subsumes	G75865YY
G83914PP	Subsumes	G85424PW
G83914PP	Subsumes	G94396BB
G83914PP	Subsumes	G97219SP
G83914PP	Subsumes	G98891ME
G83916BT	SubsumedBy	G13558UT
G83916HL	SubsumedBy	G77079RV
G83916HL	SubsumedBy	G71213YU
G83916HL	Subsumes	G72002FC
G83916UA	SubsumedBy	G55486HO
G83916UA	SubsumedBy	G63616MO
G83916UA	Subsumes	G94160CX
G83919DT	SubsumedBy	G32166DQ
G83926PC	SubsumedBy	G56724VL
G83926PC	SubsumedBy	G23722TU
G83926PC	SubsumedBy	G44268RP
G83928WG	SubsumedBy	G70463HV
G83937KQ	SubsumedBy	G99029QP
G83937KQ	Subsumes	G83616CP
G83941GV	SubsumedBy	G24260RG
G83943AU	SubsumedBy	G18094KF
G83943AU	SubsumedBy	G63567OG
G83943AU	Subsumes	G62899XL
G83943AU	Subsumes	G09601WV
G83943AU	Subsumes	G09857WN
G83943AU	Subsumes	G13135UM
G83943AU	Subsumes	G47043LK
G83943AU	Subsumes	G65594XM
G83943AU	Subsumes	G81333SO
G83943AU	Subsumes	G81806PG
G83943AU	Subsumes	G83206VX
G83943AU	Subsumes	G95536UW
G83943AU	Subsumes	G98894JN
G83945CT	SubsumedBy	G67856ZJ
G83945CT	Subsumes	G29391VY
G83945MQ	SubsumedBy	G62340JN
G83948CA	SubsumedBy	G46626WO
G83948CA	Subsumes	G60415BS
G83950JR	SubsumedBy	G27345TX
G83950JR	SubsumedBy	G88216WD
G83953IZ	SubsumedBy	G45255VE
G83953IZ	Subsumes	G62477JN
G83953IZ	Subsumes	G09709WX
G83957LU	SubsumedBy	G48005UI
G83957LU	SubsumedBy	G91471TQ
G83958MI	SubsumedBy	G50728CA
G83958MI	SubsumedBy	G79754SY
G83958MI	Subsumes	G41824PC
G83958MI	Subsumes	G61601ZZ
G83960NP	SubsumedBy	G09479IG
G83960NP	Subsumes	G77704WL
G83963YB	SubsumedBy	G28882EF
G83963YB	Subsumes	G14402CS
G83963YB	Subsumes	G35219UR
G83966OK	SubsumedBy	G30235PC
G83966OK	SubsumedBy	G89711AE
G83966OK	Subsumes	G85714GS
G83969IF	SubsumedBy	G14669DU
G83969IF	SubsumedBy	G17387JZ
G83969XC	SubsumedBy	G55075ZO
G83969XC	Subsumes	G00023MO
G83971HS	SubsumedBy	G35340QK
G83971HS	Subsumes	G82357WL
G83973UR	Subsumes	G13993IP
G83973UR	Subsumes	G73869UJ
G83975FN	SubsumedBy	G31028YV
G83975FN	Subsumes	G00586TU
G83975FN	Subsumes	G13195NY
G83975SC	SubsumedBy	G63628AV
G83975SC	SubsumedBy	G65851JF
G83975SC	Subsumes	G77788QV
G83975SC	Subsumes	G55308EU
G83981MV	SubsumedBy	G83416YQ
G83981MV	Subsumes	G24673RP
G83981MV	Subsumes	G69176ID
G83991TU	SubsumedBy	G93921SI
G83991TU	Subsumes	G36515FF
G83992LI	SubsumedBy	G17015OC
G83992LI	Subsumes	G24898CY
G83992LI	Subsumes	G37772BP
G83992YN	SubsumedBy	G04920ZE
G83992YN	SubsumedBy	G19120ZM
G83992YN	SubsumedBy	G36411SK
G83992YN	SubsumedBy	G53604QR
G83998HE	SubsumedBy	G10925II
G84000CM	SubsumedBy	G92185NI
G84000CM	SubsumedBy	G60026QM
G84000CM	Subsumes	G88876JQ
G84000CM	Subsumes	G04048YA
G84000CM	Subsumes	G07209HW
G84000CM	Subsumes	G32082KI
G84000CM	Subsumes	G44046WQ
G84000CM	Subsumes	G66032DV
G84000CM	Subsumes	G72108VJ
G84001OQ	SubsumedBy	G08961BG
G84001OQ	Subsumes	G71668KZ
G84002LF	SubsumedBy	G08922GU
G84002LF	Subsumes	G43060JV
G84003GC	SubsumedBy	G59130AK
G84003GC	Subsumes	G37530LM
G84003GC	Subsumes	G73663RH
G84012WB	SubsumedBy	G53642AM
G84012WB	Subsumes	G15806UI
G84012WB	Subsumes	G97179UV
G84012WB	Subsumes	G08936DJ
G84020NP	SubsumedBy	G96012IA
G84022YT	SubsumedBy	G31822JI
G84022YT	Subsumes	G56023AW
G84022YT	Subsumes	G81300FI
G84026AP	SubsumedBy	G82109EE
G84026AP	Subsumes	G02776UX
G84026AP	Subsumes	G91837NN
G84031ZX	SubsumedBy	G74983EE
G84031ZX	SubsumedBy	G90566YN
G84031ZX	Subsumes	G29751MN
G84032IV	SubsumedBy	G82364UA
G84032IV	Subsumes	G14128FN
G84032IV	Subsumes	G05863AA
G84033EZ	SubsumedBy	G88052AE
G84033EZ	Subsumes	G34483UH
G84034JH	SubsumedBy	G85278ER
G84038SS	SubsumedBy	G15076CR
G84038SS	Subsumes	G11953VE
G84038SS	Subsumes	G57601KU
G84041GN	SubsumedBy	G82050CF
G84041GN	Subsumes	G35402TO
G84044GC	Subsumes	G88057TN
G84052CD	SubsumedBy	G22518PU
G84052CD	SubsumedBy	G57551SM
G84052PW	SubsumedBy	G24242FT
G84052PW	Subsumes	G97612UN
G84053BQ	SubsumedBy	G32810TH
G84053UW	SubsumedBy	G63395BB
G84053UW	Subsumes	G99111LK
G84053UW	Subsumes	G43075VF
G84058QX	SubsumedBy	G02287BL
G84058QX	Subsumes	G12036BZ
G84058QX	Subsumes	G13713QM
G84058QX	Subsumes	G53944WQ
G84058QX	Subsumes	G19026NP
G84058QX	Subsumes	G23591XQ
G84058QX	Subsumes	G34684DG
G84058QX	Subsumes	G51766BM
G84058QX	Subsumes	G90542XU
G84064AY	SubsumedBy	G28355WG
G84064AY	SubsumedBy	G85544LX
G84064OW	SubsumedBy	G83555HU
G84064OW	Subsumes	G10777XA
G84064OW	Subsumes	G31642UV
G84064OW	Subsumes	G32510IJ
G84064OW	Subsumes	G48168SI
G84064VM	SubsumedBy	G28083XW
G84064VM	Subsumes	G53000BS
G84064VM	Subsumes	G53933PW
G84064VM	Subsumes	G79855KD
G84065BX	SubsumedBy	G42716IV
G84065BX	Subsumes	G27720WY
G84081HV	SubsumedBy	G61028BR
G84081HV	Subsumes	G03277YI
G84083SA	SubsumedBy	G07071RD
G84083SA	SubsumedBy	G96880NC
G84083SA	Subsumes	G04462ZS
G84088FO	SubsumedBy	G89089XB
G84088FO	SubsumedBy	G61298NX
G84089LI	SubsumedBy	G40258WO
G84089LI	Subsumes	G44638SB
G84089LI	Subsumes	G54884BX
G84090AI	SubsumedBy	G71451AZ
G84091WA	SubsumedBy	G85497EP
G84091WA	SubsumedBy	G14669XZ
G84091WA	SubsumedBy	G49731AF
G84091WA	SubsumedBy	G59428VJ
G84091WA	Subsumes	G12679LF
G84091WA	Subsumes	G49961XO
G84091WA	Subsumes	G58331OS
G84091WA	Subsumes	G71125UE
G84091WA	Subsumes	G98615GD
G84095DY	SubsumedBy	G91902ZT
G84095DY	Subsumes	G04640CO
G84095DY	Subsumes	G05865NV
G84095DY	Subsumes	G87885DY
G84095DY	Subsumes	G33733DN
G84103RQ	Subsumes	G61397KG
G84106ZV	SubsumedBy	G86260IV
G84106ZV	SubsumedBy	G91077AF
G84106ZV	SubsumedBy	G94267KU
G84106ZV	Subsumes	G17909DH
G84106ZV	Subsumes	G43070PV
G84108IZ	SubsumedBy	G43753QH
G84108IZ	SubsumedBy	G58229BR
G84108IZ	SubsumedBy	G06192YD
G84108IZ	SubsumedBy	G92869UT
G84112NY	SubsumedBy	G04563ZO
G84112NY	Subsumes	G22631PY
G84116AK	Subsumes	G88946VQ
G84117AE	SubsumedBy	G13188BW
G84117AE	SubsumedBy	G17844SN
G84117AE	Subsumes	G97300DZ
G84117HN	SubsumedBy	G58124XI
G84117HN	Subsumes	G83042PP
G84122DM	SubsumedBy	G03700LH
G84122MP	SubsumedBy	G23453IV
G84122MP	SubsumedBy	G40976UX
G84122MP	Subsumes	G08147LK
G84122MP	Subsumes	G17907WL
G84122MP	Subsumes	G27415TQ
G84122MP	Subsumes	G38941QE
G84122MP	Subsumes	G95978MK
G84139GA	SubsumedBy	G86583UB
G84144JO	SubsumedBy	G21890FV
G84144JO	SubsumedBy	G50378AV
G84144JO	SubsumedBy	G62870ZM
G84145VV	SubsumedBy	G52961LR
G84145VV	SubsumedBy	G16395LO
G84145VV	Subsumes	G92050KB
G84147VQ	SubsumedBy	G10954XM
G84153KU	SubsumedBy	G04855ZO
G84153KU	SubsumedBy	G67998RB
G84153KU	SubsumedBy	G12643ES
G84153KU	SubsumedBy	G47875DE
G84153KU	Subsumes	G37597FW
G84155GY	SubsumedBy	G05364NW
G84155GY	SubsumedBy	G31041RI
G84155GY	Subsumes	G99858XP
G84159UV	SubsumedBy	G64145OG
G84159UV	Subsumes	G02600QJ
G84159UV	Subsumes	G32639VU
G84160ZT	SubsumedBy	G26766ZY
G84160ZT	Subsumes	G19173US
G84161GO	Subsumes	G84291SQ
G84163ZT	SubsumedBy	G35748HH
G84163ZT	SubsumedBy	G82801WV
G84164DF	Subsumes	G99834WZ
G84167AV	SubsumedBy	G01722AX
G84167AV	SubsumedBy	G88229ZV
G84167AV	Subsumes	G44152CO
G84168AG	SubsumedBy	G19822MG
G84170WO	SubsumedBy	G69665LI
G84170WO	SubsumedBy	G36596CC
G84173AH	SubsumedBy	G57860PF
G84173AH	Subsumes	G70081QS
G84173AH	Subsumes	G72771HB
G84173YM	SubsumedBy	G32685CP
G84174AL	SubsumedBy	G18302FX
G84174AL	Subsumes	G85229BX
G84177NK	SubsumedBy	G74633TF
G84177NK	Subsumes	G06162IF
G84177NK	Subsumes	G29443MC
G84177NK	Subsumes	G36759VO
G84177NK	Subsumes	G51018GI
G84177NK	Subsumes	G87706EO
G84177NK	Subsumes	G97996SP
G84181KU	SubsumedBy	G93120YX
G84181KU	Subsumes	G48515VQ
G84181KU	Subsumes	G62785VB
G84182AF	SubsumedBy	G62763IS
G84182AF	Subsumes	G78759XX
G84186YN	SubsumedBy	G79416RI
G84186YN	SubsumedBy	G13135UM
G84186YN	SubsumedBy	G43526DL
G84186YN	Subsumes	G96674LJ
G84207DD	SubsumedBy	G16998CF
G84207DD	Subsumes	G77704WL
G84219QP	SubsumedBy	G76823GQ
G84219QP	SubsumedBy	G63149CW
G84222DD	SubsumedBy	G18251WP
G84222DD	Subsumes	G36131VO
G84222WV	SubsumedBy	G13369WC
G84223RT	SubsumedBy	G79137JG
G84223RT	Subsumes	G32510IZ
G84224DE	SubsumedBy	G33924VZ
G84224DE	Subsumes	G86157UQ
G84224TW	SubsumedBy	G04093XE
G84224TW	SubsumedBy	G33765XW
G84224TW	SubsumedBy	G74621DY
G84224TW	SubsumedBy	G93573CR
G84226PM	SubsumedBy	G46358PV
G84226PM	Subsumes	G07988QE
G84226WE	SubsumedBy	G07025NR
G84227HS	SubsumedBy	G98836DL
G84227HS	Subsumes	G13515ZY
G84227HS	Subsumes	G47023LO
G84228AV	SubsumedBy	G33653GT
G84228AV	SubsumedBy	G77329CN
G84228AV	Subsumes	G26756VT
G84228OY	SubsumedBy	G04116CC
G84228OY	SubsumedBy	G82264VK
G84228OY	Subsumes	G73507OY
G84239ZQ	SubsumedBy	G13081KD
G84239ZQ	Subsumes	G24607ZD
G84240EU	SubsumedBy	G21193WJ
G84240EU	SubsumedBy	G76530ZL
G84240EU	Subsumes	G79342GW
G84244ND	SubsumedBy	G21726WW
G84244ND	Subsumes	G15082FI
G84248RL	SubsumedBy	G99834WZ
G84248RL	Subsumes	G52115YC
G84252SD	SubsumedBy	G44794CK
G84252SD	SubsumedBy	G25778KZ
G84252SD	Subsumes	G41428TQ
G84260SO	SubsumedBy	G00383YF
G84260SO	SubsumedBy	G61304WV
G84260SO	SubsumedBy	G15988BO
G84260SO	SubsumedBy	G96988DW
G84260SO	Subsumes	G74574VX
G84263XI	SubsumedBy	G15813LB
G84264KQ	SubsumedBy	G54163HM
G84264KQ	SubsumedBy	G38569ZQ
G84268NL	SubsumedBy	G62828VD
G84268NL	Subsumes	G16418XC
G84268NL	Subsumes	G77144JG
G84268NL	Subsumes	G19848DE
G84271HK	SubsumedBy	G16964CQ
G84271HK	Subsumes	G58350LJ
G84272TB	SubsumedBy	G41167YG
G84272TB	Subsumes	G10470SE
G84272TB	Subsumes	G29728RE
G84272TB	Subsumes	G88734GE
G84272TB	Subsumes	G99568AR
G84272TB	Subsumes	G32111TP
G84272TB	Subsumes	G50058RB
G84272TB	Subsumes	G96867EP
G84273UX	SubsumedBy	G99221NU
G84273ZH	SubsumedBy	G17716HE
G84273ZH	Subsumes	G83120FP
G84275GF	SubsumedBy	G92495JT
G84275GF	SubsumedBy	G63250DI
G84277NV	SubsumedBy	G21635DC
G84277NV	Subsumes	G91732VA
G84281ML	SubsumedBy	G59986YN
G84281ML	SubsumedBy	G00917AF
G84286BG	SubsumedBy	G25451PN
G84286BG	Subsumes	G80421QK
G84287MH	SubsumedBy	G03873JW
G84287MH	SubsumedBy	G16650VJ
G84287MH	Subsumes	G25835MT
G84289JA	Subsumes	G46880SB
G84289JA	Subsumes	G22074RM
G84291AB	SubsumedBy	G21080QF
G84291AB	SubsumedBy	G65969HW
G84291AB	Subsumes	G58753AP
G84291SQ	SubsumedBy	G84161GO
G84291SQ	Subsumes	G07328FD
G84291SQ	Subsumes	G56784JY
G84291SQ	Subsumes	G44688LJ
G84291SQ	Subsumes	G58123PM
G84293GE	SubsumedBy	G39997WZ
G84293GE	SubsumedBy	G66760KM
G84293GE	Subsumes	G65799WV
G84301KP	SubsumedBy	G22103MH
G84301KP	Subsumes	G53838GP
G84301KP	Subsumes	G71133DJ
G84301XG	SubsumedBy	G44232BI
G84312BZ	SubsumedBy	G58947PZ
G84312BZ	Subsumes	G63469RX
G84312BZ	Subsumes	G03481FE
G84312BZ	Subsumes	G69164YL
G84315ME	Subsumes	G77782FQ
G84316BO	SubsumedBy	G08995TK
G84320LV	SubsumedBy	G43134TX
G84320LV	Subsumes	G68685SI
G84320LV	Subsumes	G71208PT
G84320LV	Subsumes	G07885PS
G84322TE	Subsumes	G12733WO
G84322TE	Subsumes	G87830MO
G84322TE	Subsumes	G97683QF
G84323AK	Subsumes	G03042EN
G84323AK	Subsumes	G84909TS
G84323AK	Subsumes	G04360LE
G84325BE	SubsumedBy	G47717GA
G84325BE	Subsumes	G70197EV
G84326DC	SubsumedBy	G63628AV
G84326DC	SubsumedBy	G02889ZJ
G84326DC	Subsumes	G28056PS
G84329MX	SubsumedBy	G01722AX
G84329MX	Subsumes	G10258MC
G84330VA	SubsumedBy	G62836JK
G84331QL	SubsumedBy	G67691PG
G84331QL	Subsumes	G64789SR
G84331QL	Subsumes	G10625VD
G84331QL	Subsumes	G28688ZP
G84331QL	Subsumes	G52483OL
G84331QL	Subsumes	G61203OK
G84331QL	Subsumes	G72112RK
G84331QL	Subsumes	G76554SR
G84331QL	Subsumes	G78885XB
G84331QL	Subsumes	G86321OX
G84331QL	Subsumes	G91199QX
G84331QL	Subsumes	G13659RH
G84331QL	Subsumes	G62408IZ
G84331QL	Subsumes	G62488UG
G84331QL	Subsumes	G94163JZ
G84331QL	Subsumes	G97453GF
G84331QL	Subsumes	G98956LI
G84331QL	Subsumes	G12576FD
G84331QL	Subsumes	G32654XG
G84335EO	SubsumedBy	G44519PR
G84335EO	Subsumes	G49403QD
G84335EO	Subsumes	G58344DV
G84338OV	SubsumedBy	G28171JR
G84338OV	Subsumes	G13670BZ
G84338OV	Subsumes	G74862KX
G84342AD	SubsumedBy	G09675LS
G84342AD	Subsumes	G03187PO
G84342AD	Subsumes	G80753ZP
G84342AD	Subsumes	G84583JR
G84347HP	SubsumedBy	G60331KI
G84347HP	SubsumedBy	G94989HM
G84350SH	SubsumedBy	G46738GV
G84350SH	SubsumedBy	G82177FD
G84350SH	Subsumes	G53957WR
G84360TM	SubsumedBy	G10634LC
G84360TM	Subsumes	G62718WJ
G84362VL	SubsumedBy	G30189TQ
G84362VL	SubsumedBy	G45493QM
G84362VL	Subsumes	G08577ZR
G84362VL	Subsumes	G14905MK
G84362VL	Subsumes	G32305RZ
G84362VL	Subsumes	G58968NL
G84362VL	Subsumes	G71690HK
G84362VL	Subsumes	G81738MQ
G84362VL	Subsumes	G92617LF
G84362VL	Subsumes	G18578CO
G84362VL	Subsumes	G71013KY
G84363RQ	SubsumedBy	G11630WW
G84366QD	SubsumedBy	G82041GL
G84366QD	Subsumes	G59910CM
G84368MT	SubsumedBy	G89419JW
G84369XK	SubsumedBy	G37206AU
G84369XK	SubsumedBy	G61576RZ
G84369XK	Subsumes	G55897OF
G84369XK	Subsumes	G96963QG
G84369XK	Subsumes	G11034PZ
G84371FJ	SubsumedBy	G45800EN
G84371FJ	SubsumedBy	G71261YD
G84371YD	SubsumedBy	G18254BG
G84371YD	Subsumes	G66991IP
G84376FR	SubsumedBy	G46568MX
G84376FR	SubsumedBy	G95236RL
G84376FR	SubsumedBy	G09322OS
G84376FR	SubsumedBy	G12659ID
G84376FR	SubsumedBy	G45071EF
G84388WF	SubsumedBy	G90250TR
G84388WF	Subsumes	G58223WL
G84390MS	SubsumedBy	G65243FP
G84392MH	SubsumedBy	G25637MV
G84392MH	SubsumedBy	G14489PV
G84392MH	Subsumes	G17680DJ
G84396LL	SubsumedBy	G58551VR
G84398YT	SubsumedBy	G68421PM
G84398YT	Subsumes	G40350YP
G84398ZW	SubsumedBy	G97657WO
G84406HL	SubsumedBy	G59513RO
G84412XW	Subsumes	G16708QN
G84412XW	Subsumes	G95964HA
G84415BV	SubsumedBy	G86182NS
G84415BV	Subsumes	G76035TT
G84423SZ	SubsumedBy	G49912KD
G84423SZ	Subsumes	G24292VT
G84425OG	Subsumes	G45127TQ
G84428BJ	SubsumedBy	G30982YZ
G84429GD	SubsumedBy	G90115NI
G84430BE	SubsumedBy	G23100IR
G84434SC	SubsumedBy	G38602GT
G84434SC	Subsumes	G95618BP
G84435MS	Subsumes	G11427SW
G84439ZI	SubsumedBy	G34663XR
G84439ZI	Subsumes	G26340RK
G84439ZI	Subsumes	G73162UU
G84440DR	SubsumedBy	G62178NA
G84440DR	Subsumes	G00975ZH
G84440DR	Subsumes	G89496BI
G84440DR	Subsumes	G80433NP
G84440KI	SubsumedBy	G66213AR
G84440KI	SubsumedBy	G95378PO
G84440KI	Subsumes	G79333MY
G84440YT	SubsumedBy	G28183PJ
G84444TS	SubsumedBy	G14967ME
G84444TS	Subsumes	G96696UJ
G84445MH	SubsumedBy	G51442XD
G84448IT	SubsumedBy	G09088BU
G84449FE	SubsumedBy	G44967LM
G84449FE	SubsumedBy	G97256JK
G84449FE	Subsumes	G08862JP
G84449FE	Subsumes	G57335GH
G84451SS	SubsumedBy	G80413LB
G84451SS	Subsumes	G54278CQ
G84452RH	SubsumedBy	G08293MJ
G84452RH	Subsumes	G35200SM
G84452RH	Subsumes	G00828QE
G84452RH	Subsumes	G08757HG
G84452RH	Subsumes	G21268CL
G84452RH	Subsumes	G63718EA
G84452RH	Subsumes	G73465DH
G84452UJ	SubsumedBy	G95345VY
G84452UJ	Subsumes	G61102WW
G84452UJ	Subsumes	G67913LB
G84456HG	SubsumedBy	G11652JU
G84456HG	SubsumedBy	G33709IR
G84456HG	SubsumedBy	G74514LS
G84457XI	SubsumedBy	G39821OL
G84457XI	SubsumedBy	G63268YX
G84457XI	Subsumes	G17543OX
G84457XI	Subsumes	G28410QH
G84462PG	SubsumedBy	G57736AH
G84462PG	Subsumes	G01714NT
G84462PG	Subsumes	G21796XV
G84466YI	SubsumedBy	G28396RF
G84466YI	SubsumedBy	G38255OO
G84466YI	Subsumes	G66415NO
G84467IZ	SubsumedBy	G30252GL
G84467IZ	SubsumedBy	G37284MY
G84467IZ	SubsumedBy	G69303AY
G84467IZ	SubsumedBy	G69944KZ
G84467IZ	SubsumedBy	G73866ZM
G84471AO	SubsumedBy	G34090HL
G84471AO	Subsumes	G11517BH
G84471AO	Subsumes	G50102KS
G84471TB	SubsumedBy	G10773YW
G84471TB	SubsumedBy	G54670DG
G84471TB	Subsumes	G08855PJ
G84471TB	Subsumes	G18181XX
G84472HT	SubsumedBy	G29865JY
G84480OF	SubsumedBy	G07137NF
G84480OF	SubsumedBy	G80228NL
G84480OF	Subsumes	G87273JO
G84489FR	SubsumedBy	G04045FF
G84489FR	SubsumedBy	G56766LB
G84489FR	Subsumes	G21112ZO
G84489FR	Subsumes	G26478JK
G84492TS	SubsumedBy	G80713LY
G84492TS	Subsumes	G09305UU
G84492TS	Subsumes	G65323BX
G84492TS	Subsumes	G94763YB
G84494PZ	SubsumedBy	G55498CK
G84494PZ	Subsumes	G83508KY
G84494PZ	Subsumes	G48069JX
G84495HF	SubsumedBy	G77686RC
G84495HF	Subsumes	G44770ZI
G84497MR	SubsumedBy	G29847FN
G84497MR	SubsumedBy	G40943ZI
G84497MR	Subsumes	G44224KM
G84497MR	Subsumes	G62801YJ
G84501YL	SubsumedBy	G30545KN
G84501YL	Subsumes	G02568AU
G84504LI	SubsumedBy	G43543TM
G84504LI	Subsumes	G58808TX
G84507CY	SubsumedBy	G88620WF
G84507CY	Subsumes	G19243BC
G84507CY	Subsumes	G63188OY
G84510SG	SubsumedBy	G00996DG
G84510SG	Subsumes	G68582KT
G84510SG	Subsumes	G76470CH
G84511FL	SubsumedBy	G03408WE
G84511FL	Subsumes	G13492NR
G84513VG	SubsumedBy	G15068EX
G84517VR	SubsumedBy	G19160IM
G84517VR	SubsumedBy	G16356PF
G84517VR	Subsumes	G16162ED
G84523VQ	SubsumedBy	G88106PG
G84526SL	SubsumedBy	G85189OV
G84526SL	SubsumedBy	G64959IQ
G84530VQ	SubsumedBy	G22077YJ
G84530VQ	Subsumes	G35836AC
G84530VQ	Subsumes	G37538SF
G84530VQ	Subsumes	G70515GS
G84532IX	SubsumedBy	G31259RV
G84532IX	Subsumes	G12761QA
G84532IX	Subsumes	G87666TN
G84532YF	SubsumedBy	G98639HN
G84536BM	SubsumedBy	G13165FV
G84536BM	SubsumedBy	G83206VX
G84536BM	SubsumedBy	G98894JN
G84539VP	SubsumedBy	G30090XJ
G84539VP	Subsumes	G92115RL
G84540IP	SubsumedBy	G58386NJ
G84540IP	SubsumedBy	G98178JY
G84540IP	Subsumes	G88461FF
G84542XB	SubsumedBy	G22428BF
G84542XB	Subsumes	G43255OW
G84543RP	SubsumedBy	G62411TF
G84546FY	SubsumedBy	G12082YL
G84546FY	Subsumes	G07508AC
G84546UV	SubsumedBy	G80667OY
G84546UV	Subsumes	G39020WZ
G84547LV	SubsumedBy	G17667RI
G84550DH	SubsumedBy	G13660ED
G84550DH	Subsumes	G04137HF
G84550DH	Subsumes	G26889NS
G84550DH	Subsumes	G51472NP
G84550DH	Subsumes	G53707KJ
G84550DH	Subsumes	G62384BO
G84550DH	Subsumes	G69751PD
G84552CD	SubsumedBy	G77964WB
G84552CD	SubsumedBy	G42039DE
G84552CD	SubsumedBy	G86399IJ
G84552CD	Subsumes	G09724ZC
G84552CD	Subsumes	G34442SS
G84553QQ	SubsumedBy	G03151MA
G84553QQ	Subsumes	G15681WF
G84553QQ	Subsumes	G46407AA
G84553QQ	Subsumes	G59228TQ
G84553QQ	Subsumes	G70586HR
G84553QQ	Subsumes	G98736SM
G84556HL	SubsumedBy	G54367ID
G84556HL	SubsumedBy	G15541OH
G84556HL	SubsumedBy	G18892GG
G84556HL	Subsumes	G11837IG
G84556HL	Subsumes	G46945LQ
G84558OA	SubsumedBy	G87840XY
G84558OA	Subsumes	G75082OS
G84561IM	SubsumedBy	G62082AD
G84561IM	Subsumes	G61305ZB
G84561IM	Subsumes	G14787DY
G84561IM	Subsumes	G51465VH
G84561IM	Subsumes	G72627IU
G84562KF	SubsumedBy	G05940SU
G84562KF	SubsumedBy	G99923IA
