GlyTouCanAccession	TaxID	Source	SourceID
G54149OE	10090	GlyTouCan	G54149OE
G54151YB	9606	GlyTouCan	G54151YB
G54158IT	9606	GlyTouCan	G54158IT
G54159GO	10114	GlyTouCan	G54159GO
G54190AS	9606	GlyTouCan	G54190AS
G54215YX	1515	GlyTouCan	G54215YX
G54215YX	35825	GlyTouCan	G54215YX
G54220RF	3803	GlyTouCan	G54220RF
G54220RF	3827	GlyTouCan	G54220RF
G54220RF	3847	GlyTouCan	G54220RF
G54220RF	3864	GlyTouCan	G54220RF
G54220RF	3869	GlyTouCan	G54220RF
G54252SE	32644	GlyTouCan	G54252SE
G54258NG	10029	GlyTouCan	G54258NG
G54258NG	10090	GlyTouCan	G54258NG
G54258NG	10141	GlyTouCan	G54258NG
G54258NG	9606	GlyTouCan	G54258NG
G54258NG	9796	GlyTouCan	G54258NG
G54258NG	9823	GlyTouCan	G54258NG
G54258NG	9913	GlyTouCan	G54258NG
G54273KX	9606	GlyTouCan	G54273KX
G54286RQ	9606	GlyTouCan	G54286RQ
G54291TT	40031	GlyTouCan	G54291TT
G54334WY	9606	GlyTouCan	G54334WY
G54338PJ	10029	GlyTouCan	G54338PJ
G54344GJ	9606	GlyTouCan	G54344GJ
G54344GJ	9913	GlyTouCan	G54344GJ
G54369RQ	323674	GlyTouCan	G54369RQ
G54369RQ	4686	GlyTouCan	G54369RQ
G54380FJ	9606	GlyTouCan	G54380FJ
G54394ER	9606	GlyTouCan	G54394ER
G54394ER	9913	GlyTouCan	G54394ER
G54406UD	10090	GlyTouCan	G54406UD
G54406UD	10116	GlyTouCan	G54406UD
G54406UD	7227	GlyTouCan	G54406UD
G54406UD	7373	GlyTouCan	G54406UD
G54406UD	9030	GlyTouCan	G54406UD
G54406UD	9606	GlyTouCan	G54406UD
G54406UD	9615	GlyTouCan	G54406UD
G54406UD	9825	GlyTouCan	G54406UD
G54409JS	9606	GlyTouCan	G54409JS
G54410JV	9606	GlyTouCan	G54410JV
G54411RI	10114	GlyTouCan	G54411RI
G54411RI	42806	GlyTouCan	G54411RI
G54411RI	7787	GlyTouCan	G54411RI
G54411RI	8839	GlyTouCan	G54411RI
G54411RI	9031	GlyTouCan	G54411RI
G54417MJ	9606	UniCarbKB	comp_HexNAc6Hex6dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54426UX	10116	GlyTouCan	G54426UX
G54434IR	9606	GlyTouCan	G54434IR
G54434YJ	185739	GlyTouCan	G54434YJ
G54434YJ	48550	GlyTouCan	G54434YJ
G54434YJ	8048	GlyTouCan	G54434YJ
G54434YJ	9031	GlyTouCan	G54434YJ
G54461SS	6181	GlyTouCan	G54461SS
G54461SS	6183	GlyTouCan	G54461SS
G54461SS	9606	GlyTouCan	G54461SS
G54461SS	9823	GlyTouCan	G54461SS
G54499PQ	9606	GlyTouCan	G54499PQ
G54499PQ	9940	GlyTouCan	G54499PQ
G54511PJ	9606	GlyTouCan	G54511PJ
G54511PJ	9913	GlyTouCan	G54511PJ
G54513OG	9606	GlyTouCan	G54513OG
G54533TM	9913	GlyTouCan	G54533TM
G54542VV	9606	GlyTouCan	G54542VV
G54552DT	9913	GlyTouCan	G54552DT
G54553CA	9606	GlyTouCan	G54553CA
G54555CN	9606	GlyTouCan	G54555CN
G54561II	9606	GlyTouCan	G54561II
G54567NU	9606	GlyTouCan	G54567NU
G54590JM	9606	GlyTouCan	G54590JM
G54600FO	10116	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	9606	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54602MP	9606	GlyTouCan	G54602MP
G54628UA	9606	GlyTouCan	G54628UA
G54651IF	9606	GlyTouCan	G54651IF
G54652ZD	10116	UniCarbKB	7535
G54670RT	562	GlyTouCan	G54670RT
G54679PS	9606	GlyTouCan	G54679PS
G54682XF	9606	UniCarbKB	7761
G54696PD	9606	GlyTouCan	G54696PD
G54715UD	4896	GlyTouCan	G54715UD
G54721WC	10114	GlyTouCan	G54721WC
G54721WC	9913	GlyTouCan	G54721WC
G54733XO	10114	GlyTouCan	G54733XO
G54733XO	10116	GlyTouCan	G54733XO
G54733XO	9913	GlyTouCan	G54733XO
G54741SP	9606	GlyTouCan	G54741SP
G54742JQ	9913	GlyTouCan	G54742JQ
G54760IB	9823	GlyTouCan	G54760IB
G54760IB	9940	GlyTouCan	G54760IB
G54764AV	9913	GlyTouCan	G54764AV
G54765IU	9606	GlyTouCan	G54765IU
G54802EG	9606	GlyTouCan	G54802EG
G54826OZ	10114	GlyTouCan	G54826OZ
G54826OZ	9606	GlyTouCan	G54826OZ
G54831HN	9940	GlyTouCan	G54831HN
G54884LT	9606	GlyTouCan	G54884LT
G54904QW	9606	GlyTouCan	G54904QW
G54916AB	9823	GlyTouCan	G54916AB
G54916AB	9913	GlyTouCan	G54916AB
G54937EM	9606	GlyTouCan	G54937EM
G54950JZ	10026	GlyTouCan	G54950JZ
G54953IZ	10114	GlyTouCan	G54953IZ
G54953IZ	9606	GlyTouCan	G54953IZ
G54953IZ	9913	GlyTouCan	G54953IZ
G54969AE	10029	GlyTouCan	G54969AE
G54981BW	10090	GlyTouCan	G54981BW
G55037II	9606	GlyTouCan	G55037II
G55041IW	9606	GlyTouCan	G55041IW
G55041IW	9913	GlyTouCan	G55041IW
G55051BJ	9606	GlyTouCan	G55051BJ
G55051BJ	9913	GlyTouCan	G55051BJ
G55065WV	9606	GlyTouCan	G55065WV
G55070AA	9913	GlyTouCan	G55070AA
G55080WT	10090	GlyTouCan	G55080WT
G55104BW	9606	GlyTouCan	G55104BW
G55139FC	4932	GlyTouCan	G55139FC
G55146FI	29923	GlyTouCan	G55146FI
G55146FI	3885	GlyTouCan	G55146FI
G55146FI	9823	GlyTouCan	G55146FI
G55153IW	562	GlyTouCan	G55153IW
G55153IW	9606	GlyTouCan	G55153IW
G55153IW	9913	GlyTouCan	G55153IW
G55169DK	9606	GlyTouCan	G55169DK
G55184GH	9606	GlyTouCan	G55184GH
G55184IL	9606	GlyTouCan	G55184IL
G55205JA	9606	GlyTouCan	G55205JA
G55205ZV	9606	GlyTouCan	G55205ZV
G55216FT	9606	UniCarbKB	comp_HexNAc7Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55220VL	10026	GlyTouCan	G55220VL
G55220VL	10029	GlyTouCan	G55220VL
G55220VL	10116	UniCarbKB	7666
G55220VL	10141	GlyTouCan	G55220VL
G55220VL	10239	GlyTouCan	G55220VL
G55220VL	9031	GlyTouCan	G55220VL
G55220VL	9606	GlyTouCan	G55220VL
G55220VL	9606	UniCarbKB	7666
G55220VL	9823	GlyTouCan	G55220VL
G55220VL	9913	GlyTouCan	G55220VL
G55223IP	8022	GlyTouCan	G55223IP
G55223IP	8035	GlyTouCan	G55223IP
G55236DB	9606	GlyTouCan	G55236DB
G55259BS	9606	GlyTouCan	G55259BS
G55302WQ	8839	GlyTouCan	G55302WQ
G55302WQ	9606	GlyTouCan	G55302WQ
G55318GC	9606	GlyTouCan	G55318GC
G55327VV	9606	GlyTouCan	G55327VV
G55331YF	6183	GlyTouCan	G55331YF
G55331YF	9606	GlyTouCan	G55331YF
G55331YF	9940	GlyTouCan	G55331YF
G55360MM	10090	GlyTouCan	G55360MM
G55360NR	9823	GlyTouCan	G55360NR
G55373ZG	9606	UniCarbKB	2983
G55382TU	10116	UniCarbKB	comp_HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55382TU	9606	UniCarbKB	comp_HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55402MT	9606	GlyTouCan	G55402MT
G55419VV	10114	GlyTouCan	G55419VV
G55419VV	126344	GlyTouCan	G55419VV
G55419VV	185739	GlyTouCan	G55419VV
G55419VV	9606	GlyTouCan	G55419VV
G55459MJ	9606	GlyTouCan	G55459MJ
G55480NU	9606	GlyTouCan	G55480NU
G55481KF	8717	GlyTouCan	G55481KF
G55487DR	9606	GlyTouCan	G55487DR
G55487DR	9913	GlyTouCan	G55487DR
G55492KC	9606	GlyTouCan	G55492KC
G55504WE	9606	UniCarbKB	7885
G55507NB	9606	GlyTouCan	G55507NB
G55525GN	10114	GlyTouCan	G55525GN
G55525GN	9913	GlyTouCan	G55525GN
G55561ID	82095	GlyTouCan	G55561ID
G55561NA	9606	GlyTouCan	G55561NA
G55583HW	32644	GlyTouCan	G55583HW
G55583HW	9913	GlyTouCan	G55583HW
G55600PH	9606	GlyTouCan	G55600PH
G55601IV	9606	GlyTouCan	G55601IV
G55648EK	11176	GlyTouCan	G55648EK
G55653LB	9913	GlyTouCan	G55653LB
G55781KV	9606	GlyTouCan	G55781KV
G55783TD	9606	UniCarbKB	7710
G55786MG	4932	GlyTouCan	G55786MG
G55818EE	10029	GlyTouCan	G55818EE
G55818EE	10090	GlyTouCan	G55818EE
G55818EE	9534	GlyTouCan	G55818EE
G55818EE	9606	GlyTouCan	G55818EE
G55818EE	9823	GlyTouCan	G55818EE
G55867TY	9606	GlyTouCan	G55867TY
G55879PV	9823	GlyTouCan	G55879PV
G55914PY	590	GlyTouCan	G55914PY
G55922CA	9606	GlyTouCan	G55922CA
G55925YH	9606	GlyTouCan	G55925YH
G55929FR	9606	GlyTouCan	G55929FR
G55953GF	9796	GlyTouCan	G55953GF
G55953GF	98334	GlyTouCan	G55953GF
G55954SF	7629	GlyTouCan	G55954SF
G55958KV	10114	GlyTouCan	G55958KV
G55958KV	146672	GlyTouCan	G55958KV
G55975RW	9940	GlyTouCan	G55975RW
G55979JS	9606	GlyTouCan	G55979JS
G55979JS	9913	GlyTouCan	G55979JS
G55986BC	3847	GlyTouCan	G55986BC
G55986UN	9606	GlyTouCan	G55986UN
G56011JM	9606	GlyTouCan	G56011JM
G56011JM	9913	GlyTouCan	G56011JM
G56014GC	10090	GlyTouCan	G56014GC
G56014GC	9443	GlyTouCan	G56014GC
G56014GC	9479	GlyTouCan	G56014GC
G56014GC	9541	GlyTouCan	G56014GC
G56039JB	11795	GlyTouCan	G56039JB
G56045WU	10090	GlyTouCan	G56045WU
G56045WU	9606	GlyTouCan	G56045WU
G56067ON	9606	GlyTouCan	G56067ON
G56069TX	9606	UniCarbKB	7586
G56070SP	10090	GlyTouCan	G56070SP
G56095ZZ	10114	GlyTouCan	G56095ZZ
G56095ZZ	10116	GlyTouCan	G56095ZZ
G56095ZZ	9913	GlyTouCan	G56095ZZ
G56154DE	10090	GlyTouCan	G56154DE
G56154DE	1496	GlyTouCan	G56154DE
G56154DE	9913	GlyTouCan	G56154DE
G56175ED	9606	GlyTouCan	G56175ED
G56175MM	9823	GlyTouCan	G56175MM
G56181LZ	10090	GlyTouCan	G56181LZ
G56202TA	12721	GlyTouCan	G56202TA
G56202TA	32630	GlyTouCan	G56202TA
G56202TA	3823	GlyTouCan	G56202TA
G56202TA	3885	GlyTouCan	G56202TA
G56202TA	5693	GlyTouCan	G56202TA
G56202TA	6858	GlyTouCan	G56202TA
G56202TA	7108	GlyTouCan	G56202TA
G56202TA	7111	GlyTouCan	G56202TA
G56245IE	9606	UniCarbKB	518
G56263MG	9606	GlyTouCan	G56263MG
G56265BA	9913	GlyTouCan	G56265BA
G56268BR	10114	GlyTouCan	G56268BR
G56269EA	9606	UniCarbKB	3399
G56271ML	9606	GlyTouCan	G56271ML
G56271TF	9606	UniCarbKB	1317
G56285KF	9606	GlyTouCan	G56285KF
G56293JI	9606	GlyTouCan	G56293JI
G56299XO	10029	GlyTouCan	G56299XO
G56299XO	10090	GlyTouCan	G56299XO
G56299XO	11142	GlyTouCan	G56299XO
G56299XO	9606	GlyTouCan	G56299XO
G56299XO	9986	GlyTouCan	G56299XO
G56318NV	9606	UniCarbKB	1197
G56358AI	590	GlyTouCan	G56358AI
G56372FJ	9606	GlyTouCan	G56372FJ
G56390QA	9443	GlyTouCan	G56390QA
G56390QA	9479	GlyTouCan	G56390QA
G56408DR	9606	GlyTouCan	G56408DR
G56464AW	9606	GlyTouCan	G56464AW
G56478LD	10029	GlyTouCan	G56478LD
G56478LD	10090	GlyTouCan	G56478LD
G56478LD	83333	GlyTouCan	G56478LD
G56478LD	9606	GlyTouCan	G56478LD
G56478LD	9913	GlyTouCan	G56478LD
G56499YQ	9606	UniCarbKB	1553
G56501FP	9606	UniCarbKB	7153
G56512DX	9913	GlyTouCan	G56512DX
G56512IR	9606	GlyTouCan	G56512IR
G56516KW	9606	UniCarbKB	1989
G56516VH	10090	GlyTouCan	G56516VH
G56516VH	9606	GlyTouCan	G56516VH
G56517QL	8407	GlyTouCan	G56517QL
G56529CD	9606	GlyTouCan	G56529CD
G56546LQ	10029	GlyTouCan	G56546LQ
G56555MU	10116	UniCarbKB	7946
G56577TY	10114	GlyTouCan	G56577TY
G56610MH	9606	UniCarbKB	comp_HexNAc6Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G56640YA	11276	GlyTouCan	G56640YA
G56653RI	10090	GlyTouCan	G56653RI
G56653RI	9606	GlyTouCan	G56653RI
G56655CC	10029	GlyTouCan	G56655CC
G56655CC	10090	GlyTouCan	G56655CC
G56655CC	9606	GlyTouCan	G56655CC
G56655CC	9823	GlyTouCan	G56655CC
G56655CC	9913	GlyTouCan	G56655CC
G56657VE	9606	GlyTouCan	G56657VE
G56682BC	10029	GlyTouCan	G56682BC
G56682BC	10090	GlyTouCan	G56682BC
G56682BC	32630	GlyTouCan	G56682BC
G56682BC	9606	GlyTouCan	G56682BC
G56682BC	9606	UniCarbKB	8
G56682BC	9615	GlyTouCan	G56682BC
G56682BC	9823	GlyTouCan	G56682BC
G56690FO	112509	GlyTouCan	G56690FO
G56690FO	4513	GlyTouCan	G56690FO
G56698SA	7625	GlyTouCan	G56698SA
G56698SA	7667	GlyTouCan	G56698SA
G56724VL	10114	GlyTouCan	G56724VL
G56748EO	3193	GlyTouCan	G56748EO
G56748EO	9031	GlyTouCan	G56748EO
G56749GV	10090	GlyTouCan	G56749GV
G56749GV	10114	GlyTouCan	G56749GV
G56749GV	10116	UniCarbKB	1137
G56749GV	9031	GlyTouCan	G56749GV
G56749GV	9606	GlyTouCan	G56749GV
G56749GV	9606	UniCarbKB	1137
G56749GV	9823	GlyTouCan	G56749GV
G56756FT	10029	GlyTouCan	G56756FT
G56756FT	32644	GlyTouCan	G56756FT
G56756FT	8404	GlyTouCan	G56756FT
G56756FT	9031	GlyTouCan	G56756FT
G56756FT	9606	GlyTouCan	G56756FT
G56756FT	9685	GlyTouCan	G56756FT
G56756FT	9823	GlyTouCan	G56756FT
G56756FT	9940	GlyTouCan	G56756FT
G56770AH	10029	GlyTouCan	G56770AH
G56781ZQ	9986	GlyTouCan	G56781ZQ
G56791SN	10114	GlyTouCan	G56791SN
G56791SN	10116	GlyTouCan	G56791SN
G56791SN	11269	GlyTouCan	G56791SN
G56791SN	12721	GlyTouCan	G56791SN
G56791SN	9606	GlyTouCan	G56791SN
G56791SN	9796	GlyTouCan	G56791SN
G56791SN	9913	GlyTouCan	G56791SN
G56809FB	9606	GlyTouCan	G56809FB
G56809XB	9606	GlyTouCan	G56809XB
G56838SE	10114	GlyTouCan	G56838SE
G56838SE	145282	GlyTouCan	G56838SE
G56838SE	156871	GlyTouCan	G56838SE
G56838SE	8355	GlyTouCan	G56838SE
G56838SE	9606	GlyTouCan	G56838SE
G56838SE	9823	GlyTouCan	G56838SE
G56838SE	9913	GlyTouCan	G56838SE
G56838SE	9940	GlyTouCan	G56838SE
G56842KS	10114	GlyTouCan	G56842KS
G56845GO	9606	GlyTouCan	G56845GO
G56851CO	4932	GlyTouCan	G56851CO
G56852BX	9606	GlyTouCan	G56852BX
G56852BX	9913	GlyTouCan	G56852BX
G56861GL	9606	GlyTouCan	G56861GL
G56867YK	9031	GlyTouCan	G56867YK
G56869RQ	10114	GlyTouCan	G56869RQ
G56873WT	4932	GlyTouCan	G56873WT
G56873WT	9606	GlyTouCan	G56873WT
G56891ZN	9606	GlyTouCan	G56891ZN
G56896RW	9913	GlyTouCan	G56896RW
G56901CH	382	GlyTouCan	G56901CH
G56903ZB	9606	UniCarbKB	7425
G56936OK	145282	GlyTouCan	G56936OK
G56946CM	9823	GlyTouCan	G56946CM
G56961QY	9606	GlyTouCan	G56961QY
G56963QZ	10029	GlyTouCan	G56963QZ
G56963QZ	32644	GlyTouCan	G56963QZ
G56963QZ	61084	GlyTouCan	G56963QZ
G56963QZ	9606	GlyTouCan	G56963QZ
G57007FO	9606	GlyTouCan	G57007FO
G57020ER	10116	GlyTouCan	G57020ER
G57028QM	9606	GlyTouCan	G57028QM
G57051OG	9606	GlyTouCan	G57051OG
G57068ZS	9606	GlyTouCan	G57068ZS
G57075OH	9606	GlyTouCan	G57075OH
G57081YJ	9606	UniCarbKB	3487
G57083FO	11276	GlyTouCan	G57083FO
G57084IU	9606	GlyTouCan	G57084IU
G57100KZ	5334	GlyTouCan	G57100KZ
G57130XG	9606	GlyTouCan	G57130XG
G57153UY	10029	GlyTouCan	G57153UY
G57153UY	10090	GlyTouCan	G57153UY
G57153UY	10116	GlyTouCan	G57153UY
G57153UY	9606	GlyTouCan	G57153UY
G57153UY	9823	GlyTouCan	G57153UY
G57156ZZ	10114	GlyTouCan	G57156ZZ
G57158CS	9606	GlyTouCan	G57158CS
G57184TT	9606	GlyTouCan	G57184TT
G57210SQ	9606	GlyTouCan	G57210SQ
G57220BY	9606	GlyTouCan	G57220BY
G57247BH	5478	GlyTouCan	G57247BH
G57267KB	10090	GlyTouCan	G57267KB
G57278MI	9606	GlyTouCan	G57278MI
G57284NN	210	GlyTouCan	G57284NN
G57284NN	9606	GlyTouCan	G57284NN
G57311FK	32644	GlyTouCan	G57311FK
G57311FK	3649	GlyTouCan	G57311FK
G57311FK	6850	GlyTouCan	G57311FK
G57311FK	7460	GlyTouCan	G57311FK
G57311FK	9031	GlyTouCan	G57311FK
G57311FK	9606	GlyTouCan	G57311FK
G57311FK	9685	GlyTouCan	G57311FK
G57311FK	9823	GlyTouCan	G57311FK
G57311FK	9940	GlyTouCan	G57311FK
G57317CE	10116	UniCarbKB	comp_HexNAc3Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G57317CE	9606	UniCarbKB	comp_HexNAc3Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G57321FI	10029	GlyTouCan	G57321FI
G57321FI	10090	GlyTouCan	G57321FI
G57321FI	11676	GlyTouCan	G57321FI
G57321FI	12721	GlyTouCan	G57321FI
G57321FI	160009	GlyTouCan	G57321FI
G57321FI	27835	GlyTouCan	G57321FI
G57321FI	34676	GlyTouCan	G57321FI
G57321FI	4932	GlyTouCan	G57321FI
G57321FI	53468	GlyTouCan	G57321FI
G57321FI	6192	GlyTouCan	G57321FI
G57321FI	6210	GlyTouCan	G57321FI
G57321FI	6239	GlyTouCan	G57321FI
G57321FI	6265	GlyTouCan	G57321FI
G57321FI	7227	GlyTouCan	G57321FI
G57321FI	85431	GlyTouCan	G57321FI
G57321FI	9534	GlyTouCan	G57321FI
G57321FI	9544	GlyTouCan	G57321FI
G57321FI	9606	GlyTouCan	G57321FI
G57321FI	9606	UniCarbKB	25
G57321FI	96820	GlyTouCan	G57321FI
G57321FI	9913	GlyTouCan	G57321FI
G57321FI	9940	GlyTouCan	G57321FI
G57321FI	9986	GlyTouCan	G57321FI
G57338PU	10114	GlyTouCan	G57338PU
G57413FT	9606	UniCarbKB	7290
G57430QU	9606	GlyTouCan	G57430QU
G57449OF	3803	GlyTouCan	G57449OF
G57449OF	6447	GlyTouCan	G57449OF
G57459VK	9606	GlyTouCan	G57459VK
G57462WH	4932	GlyTouCan	G57462WH
G57484FV	10090	GlyTouCan	G57484FV
G57484FV	9823	GlyTouCan	G57484FV
G57486VD	28901	GlyTouCan	G57486VD
G57519ZG	7778	GlyTouCan	G57519ZG
G57548NB	99802	GlyTouCan	G57548NB
G57565TQ	9606	UniCarbKB	5160
G57592QM	9606	GlyTouCan	G57592QM
G57598XN	9606	GlyTouCan	G57598XN
G57607BW	10116	UniCarbKB	7943
G57624SJ	244021	GlyTouCan	G57624SJ
G57626SM	9031	GlyTouCan	G57626SM
G57626VE	10029	GlyTouCan	G57626VE
G57650VC	9606	GlyTouCan	G57650VC
G57671LP	9031	GlyTouCan	G57671LP
G57696GW	9606	GlyTouCan	G57696GW
G57705QQ	9606	GlyTouCan	G57705QQ
G57710SU	10090	GlyTouCan	G57710SU
G57710SU	10114	GlyTouCan	G57710SU
G57710SU	2	GlyTouCan	G57710SU
G57710SU	9606	GlyTouCan	G57710SU
G57736LX	10090	GlyTouCan	G57736LX
G57741SS	9913	GlyTouCan	G57741SS
G57762GE	9606	GlyTouCan	G57762GE
G57774MT	9606	GlyTouCan	G57774MT
G57776ZU	10116	UniCarbKB	comp_HexNAc3Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G57776ZU	9606	UniCarbKB	comp_HexNAc3Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G57777LQ	9606	GlyTouCan	G57777LQ
G57779BA	9606	GlyTouCan	G57779BA
G57789QC	9606	UniCarbKB	2149
G57818FI	10090	UniCarbKB	7619
G57818FI	9606	UniCarbKB	6689
G57818FI	9606	UniCarbKB	7619
G57818FI	9606	UniCarbKB	7662
G57835AK	9606	UniCarbKB	1555
G57887YH	9823	GlyTouCan	G57887YH
G57920AK	10090	GlyTouCan	G57920AK
G57920AK	10114	GlyTouCan	G57920AK
G57920AK	9606	GlyTouCan	G57920AK
G57930PW	11292	GlyTouCan	G57930PW
G57930PW	4932	GlyTouCan	G57930PW
G57930PW	9606	GlyTouCan	G57930PW
G57937LQ	9606	GlyTouCan	G57937LQ
G57955DP	9606	GlyTouCan	G57955DP
G57955DP	9606	UniCarbKB	1531
G57956SV	4932	GlyTouCan	G57956SV
G57960MN	10029	GlyTouCan	G57960MN
G57981PR	171929	GlyTouCan	G57981PR
G57981PR	9606	GlyTouCan	G57981PR
G57997IN	10090	GlyTouCan	G57997IN
G57997IN	9823	GlyTouCan	G57997IN
G57997IN	9913	GlyTouCan	G57997IN
G58001LT	10116	UniCarbKB	comp_HexNAc2Hex1dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G58001LT	9606	UniCarbKB	comp_HexNAc2Hex1dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G58006UM	10114	GlyTouCan	G58006UM
G58029XR	9606	GlyTouCan	G58029XR
G58047AI	9606	GlyTouCan	G58047AI
G58066AL	9606	GlyTouCan	G58066AL
G58106KY	9823	GlyTouCan	G58106KY
G58111YY	9606	GlyTouCan	G58111YY
G58161NS	165799	GlyTouCan	G58161NS
G58161NS	1967	GlyTouCan	G58161NS
G58161NS	61652	GlyTouCan	G58161NS
G58161NS	620	GlyTouCan	G58161NS
G58183RP	9031	GlyTouCan	G58183RP
G58192FP	11795	GlyTouCan	G58192FP
G58214IQ	10029	GlyTouCan	G58214IQ
G58214IQ	11276	GlyTouCan	G58214IQ
G58214IQ	9031	GlyTouCan	G58214IQ
G58216EF	9913	GlyTouCan	G58216EF
G58217PP	10029	GlyTouCan	G58217PP
G58217PP	10036	GlyTouCan	G58217PP
G58217PP	10114	GlyTouCan	G58217PP
G58217PP	10116	GlyTouCan	G58217PP
G58217PP	32644	GlyTouCan	G58217PP
G58217PP	9606	GlyTouCan	G58217PP
G58232MG	9606	UniCarbKB	7718
G58232MG	9606	UniCarbKB	7842
G58232MG	9606	UniCarbKB	7879
G58232RQ	5476	GlyTouCan	G58232RQ
G58232RQ	5480	GlyTouCan	G58232RQ
G58236FD	9606	GlyTouCan	G58236FD
G58236FD	9913	GlyTouCan	G58236FD
G58239DH	9606	GlyTouCan	G58239DH
G58254CZ	272864	GlyTouCan	G58254CZ
G58268WC	9606	UniCarbKB	3971
G58276QF	9606	GlyTouCan	G58276QF
G58331OS	9913	GlyTouCan	G58331OS
G58350LJ	10026	GlyTouCan	G58350LJ
G58350LJ	10114	GlyTouCan	G58350LJ
G58350LJ	9606	GlyTouCan	G58350LJ
G58350LJ	9913	GlyTouCan	G58350LJ
G58370UT	10090	GlyTouCan	G58370UT
G58387VB	9606	GlyTouCan	G58387VB
G58414HI	30338	GlyTouCan	G58414HI
G58429RC	10141	GlyTouCan	G58429RC
G58429RC	9606	GlyTouCan	G58429RC
G58436AI	9606	GlyTouCan	G58436AI
G58436AI	9823	GlyTouCan	G58436AI
G58436AI	9913	GlyTouCan	G58436AI
G58444TO	10090	UniCarbKB	7577
G58452XH	10114	GlyTouCan	G58452XH
G58469BF	36025	GlyTouCan	G58469BF
G58478JZ	9823	GlyTouCan	G58478JZ
G58481XO	9606	UniCarbKB	4239
G58489WT	298395	GlyTouCan	G58489WT
G58489WT	51331	GlyTouCan	G58489WT
G58505HS	11309	GlyTouCan	G58505HS
G58507AZ	9606	GlyTouCan	G58507AZ
G58517TJ	10090	GlyTouCan	G58517TJ
G58517TJ	9606	GlyTouCan	G58517TJ
G58561KE	9606	GlyTouCan	G58561KE
G58566YO	4932	GlyTouCan	G58566YO
G58571IP	10029	GlyTouCan	G58571IP
G58571IP	10036	GlyTouCan	G58571IP
G58576QI	9606	GlyTouCan	G58576QI
G58590MR	9606	GlyTouCan	G58590MR
G58615XI	9606	GlyTouCan	G58615XI
G58634AX	9606	GlyTouCan	G58634AX
G58645HA	10114	GlyTouCan	G58645HA
G58645HA	11783	GlyTouCan	G58645HA
G58645HA	9606	GlyTouCan	G58645HA
G58645HA	9823	GlyTouCan	G58645HA
G58645HA	9913	GlyTouCan	G58645HA
G58645HA	9986	GlyTouCan	G58645HA
G58667NI	10090	UniCarbKB	1599
G58667NI	9606	GlyTouCan	G58667NI
G58667NI	9606	UniCarbKB	1599
G58668GU	3827	GlyTouCan	G58668GU
G58668GU	3847	GlyTouCan	G58668GU
G58732VR	1245	GlyTouCan	G58732VR
G58746AB	10090	GlyTouCan	G58746AB
G58759ZL	9606	GlyTouCan	G58759ZL
G58793GF	9606	GlyTouCan	G58793GF
G58793GF	9823	GlyTouCan	G58793GF
G58793GF	9940	GlyTouCan	G58793GF
G58802FE	9606	UniCarbKB	comp_HexNAc4Hex6dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G58804BL	562	GlyTouCan	G58804BL
G58807XI	9606	GlyTouCan	G58807XI
G58809AD	9606	GlyTouCan	G58809AD
G58824LL	6850	GlyTouCan	G58824LL
G58824LL	9823	GlyTouCan	G58824LL
G58824SI	9606	GlyTouCan	G58824SI
G58846EV	9606	GlyTouCan	G58846EV
G58848QS	10090	UniCarbKB	7726
G58868UH	485	GlyTouCan	G58868UH
G58887UO	10036	GlyTouCan	G58887UO
G58887UO	10515	GlyTouCan	G58887UO
G58887UO	11795	GlyTouCan	G58887UO
G58887UO	4081	GlyTouCan	G58887UO
G58890ZT	9606	GlyTouCan	G58890ZT
G58896AZ	10026	GlyTouCan	G58896AZ
G58896AZ	10029	GlyTouCan	G58896AZ
G58896AZ	10090	GlyTouCan	G58896AZ
G58896AZ	10114	GlyTouCan	G58896AZ
G58896AZ	9031	GlyTouCan	G58896AZ
G58896AZ	9606	GlyTouCan	G58896AZ
G58896AZ	9615	GlyTouCan	G58896AZ
G58896AZ	9823	GlyTouCan	G58896AZ
G58896AZ	9913	GlyTouCan	G58896AZ
G58896AZ	9940	GlyTouCan	G58896AZ
G58896AZ	9986	GlyTouCan	G58896AZ
G58907RR	36659	GlyTouCan	G58907RR
G58918TF	9606	GlyTouCan	G58918TF
G58921NR	9606	GlyTouCan	G58921NR
G58937DH	10141	GlyTouCan	G58937DH
