GlyTouCanAccession	TaxID	Source	SourceID
G25162JS	8976	GlyTouCan	G25162JS
G25162JS	9606	GlyTouCan	G25162JS
G25162JS	9986	GlyTouCan	G25162JS
G25178FO	9606	GlyTouCan	G25178FO
G25180HQ	10090	UniCarbKB	7724
G25186NY	485	GlyTouCan	G25186NY
G25224QY	9606	GlyTouCan	G25224QY
G25268QT	9606	GlyTouCan	G25268QT
G25280VW	4922	GlyTouCan	G25280VW
G25302QS	9606	GlyTouCan	G25302QS
G25328BM	9606	GlyTouCan	G25328BM
G25350TT	9606	UniCarbKB	1163
G25361DH	9606	GlyTouCan	G25361DH
G25386IJ	10116	UniCarbKB	7779
G25386IJ	9606	UniCarbKB	7679
G25392ZR	10026	GlyTouCan	G25392ZR
G25392ZR	9606	UniCarbKB	2665
G25421NH	9606	GlyTouCan	G25421NH
G25421NH	9913	GlyTouCan	G25421NH
G25423CA	9606	GlyTouCan	G25423CA
G25426PD	9606	UniCarbKB	4342
G25429RR	11276	GlyTouCan	G25429RR
G25432QA	9606	GlyTouCan	G25432QA
G25463XU	69771	GlyTouCan	G25463XU
G25492QI	9606	GlyTouCan	G25492QI
G25495RY	10090	UniCarbKB	7461
G25520XG	11309	GlyTouCan	G25520XG
G25520XG	93934	GlyTouCan	G25520XG
G25520XG	9606	GlyTouCan	G25520XG
G25520XG	9606	UniCarbKB	1501
G25520XG	9606	UniCarbKB	7449
G25520XG	9606	UniCarbKB	7474
G25520XG	9606	UniCarbKB	7722
G25534RX	9606	GlyTouCan	G25534RX
G25554YF	9606	GlyTouCan	G25554YF
G25559RS	4896	GlyTouCan	G25559RS
G25559RS	4922	GlyTouCan	G25559RS
G25559RS	4930	GlyTouCan	G25559RS
G25559RS	4932	GlyTouCan	G25559RS
G25559RS	5476	GlyTouCan	G25559RS
G25571LJ	298395	GlyTouCan	G25571LJ
G25576NO	9606	GlyTouCan	G25576NO
G25577BM	9606	GlyTouCan	G25577BM
G25656CV	36909	GlyTouCan	G25656CV
G25656CV	4922	GlyTouCan	G25656CV
G25656CV	4932	GlyTouCan	G25656CV
G25703UN	9606	UniCarbKB	7568
G25705WX	9548	GlyTouCan	G25705WX
G25733QB	9606	GlyTouCan	G25733QB
G25787HL	10114	GlyTouCan	G25787HL
G25787HL	9031	GlyTouCan	G25787HL
G25796EC	10114	GlyTouCan	G25796EC
G25799AL	9823	GlyTouCan	G25799AL
G25835MT	9606	UniCarbKB	1113
G25835YC	9606	GlyTouCan	G25835YC
G25837HW	9606	UniCarbKB	1785
G25869EQ	9606	GlyTouCan	G25869EQ
G25886YT	9913	GlyTouCan	G25886YT
G25890BU	10090	GlyTouCan	G25890BU
G25891YZ	9606	GlyTouCan	G25891YZ
G25894QG	4922	GlyTouCan	G25894QG
G25894QG	9606	GlyTouCan	G25894QG
G25902AL	10029	GlyTouCan	G25902AL
G25902AL	10036	GlyTouCan	G25902AL
G25902AL	10114	GlyTouCan	G25902AL
G25902AL	9606	GlyTouCan	G25902AL
G25937FN	10116	GlyTouCan	G25937FN
G25937FN	9606	GlyTouCan	G25937FN
G25953KD	9606	GlyTouCan	G25953KD
G25984EB	9796	GlyTouCan	G25984EB
G25987BV	10116	UniCarbKB	comp_HexNAc4Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G25987BV	9606	UniCarbKB	comp_HexNAc4Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G26014MK	10090	UniCarbKB	7778
G26021BY	43114	GlyTouCan	G26021BY
G26036PN	9606	GlyTouCan	G26036PN
G26036PN	9986	GlyTouCan	G26036PN
G26039ES	9606	GlyTouCan	G26039ES
G26047BG	3071	GlyTouCan	G26047BG
G26076FX	9606	UniCarbKB	5092
G26099QK	10026	GlyTouCan	G26099QK
G26099QK	10090	GlyTouCan	G26099QK
G26099QK	10114	GlyTouCan	G26099QK
G26099QK	11176	GlyTouCan	G26099QK
G26099QK	11309	GlyTouCan	G26099QK
G26099QK	11313	GlyTouCan	G26099QK
G26099QK	11795	GlyTouCan	G26099QK
G26099QK	9606	GlyTouCan	G26099QK
G26099QK	9823	GlyTouCan	G26099QK
G26099QT	9606	GlyTouCan	G26099QT
G26121MN	9606	GlyTouCan	G26121MN
G26123AX	10090	GlyTouCan	G26123AX
G26123AX	9606	GlyTouCan	G26123AX
G26144DH	9606	GlyTouCan	G26144DH
G26144DH	9913	GlyTouCan	G26144DH
G26148PQ	9606	GlyTouCan	G26148PQ
G26164VG	10029	GlyTouCan	G26164VG
G26164VG	10036	GlyTouCan	G26164VG
G26164VG	9606	GlyTouCan	G26164VG
G26179TW	8717	GlyTouCan	G26179TW
G26185YJ	9548	GlyTouCan	G26185YJ
G26203DP	10114	GlyTouCan	G26203DP
G26203DP	7742	GlyTouCan	G26203DP
G26203DP	7957	GlyTouCan	G26203DP
G26203DP	8113	GlyTouCan	G26203DP
G26203DP	8127	GlyTouCan	G26203DP
G26203DP	9031	GlyTouCan	G26203DP
G26203DP	9606	GlyTouCan	G26203DP
G26206DX	9823	GlyTouCan	G26206DX
G26215AL	10114	GlyTouCan	G26215AL
G26216ZN	4081	GlyTouCan	G26216ZN
G26216ZN	9606	GlyTouCan	G26216ZN
G26231HL	5656	GlyTouCan	G26231HL
G26237YH	9606	GlyTouCan	G26237YH
G26242QL	9606	GlyTouCan	G26242QL
G26267FS	9606	UniCarbKB	7782
G26271XI	9606	UniCarbKB	comp_HexNAc5Hex6dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G26275JI	9913	GlyTouCan	G26275JI
G26295XE	3573	GlyTouCan	G26295XE
G26295XE	35938	GlyTouCan	G26295XE
G26295XE	3704	GlyTouCan	G26295XE
G26295XE	3808	GlyTouCan	G26295XE
G26295XE	3841	GlyTouCan	G26295XE
G26295XE	3897	GlyTouCan	G26295XE
G26295XE	3972	GlyTouCan	G26295XE
G26295XE	3988	GlyTouCan	G26295XE
G26295XE	41947	GlyTouCan	G26295XE
G26295XE	7227	GlyTouCan	G26295XE
G26295XE	8976	GlyTouCan	G26295XE
G26295XE	9031	GlyTouCan	G26295XE
G26315ZA	9913	GlyTouCan	G26315ZA
G26326KX	9606	GlyTouCan	G26326KX
G26335RK	9606	UniCarbKB	4041
G26358SO	9443	GlyTouCan	G26358SO
G26358SO	9540	GlyTouCan	G26358SO
G26371XR	10090	UniCarbKB	7882
G26394UA	9606	GlyTouCan	G26394UA
G26450SH	9606	GlyTouCan	G26450SH
G26453HS	6448	GlyTouCan	G26453HS
G26453HS	6523	GlyTouCan	G26453HS
G26459QM	3527	GlyTouCan	G26459QM
G26472EX	30338	GlyTouCan	G26472EX
G26473LY	9606	GlyTouCan	G26473LY
G26473LY	9913	GlyTouCan	G26473LY
G26527XD	9606	GlyTouCan	G26527XD
G26534TO	4932	GlyTouCan	G26534TO
G26534TO	9823	GlyTouCan	G26534TO
G26537DD	9606	GlyTouCan	G26537DD
G26570RB	9606	GlyTouCan	G26570RB
G26570RB	9913	GlyTouCan	G26570RB
G26629TM	10029	GlyTouCan	G26629TM
G26653MA	9606	GlyTouCan	G26653MA
G26693IX	10029	GlyTouCan	G26693IX
G26693IX	9606	GlyTouCan	G26693IX
G26713RV	9606	GlyTouCan	G26713RV
G26719SL	45834	GlyTouCan	G26719SL
G26730QM	9606	GlyTouCan	G26730QM
G26756OQ	1772	GlyTouCan	G26756OQ
G26756UI	9031	GlyTouCan	G26756UI
G26777RD	9606	UniCarbKB	4820
G26827ST	9606	GlyTouCan	G26827ST
G26877ST	9606	GlyTouCan	G26877ST
G26884UV	10114	GlyTouCan	G26884UV
G26896YH	10090	UniCarbKB	7614
G26915TH	10090	GlyTouCan	G26915TH
G26935KA	9606	UniCarbKB	5176
G26939ZY	9606	GlyTouCan	G26939ZY
G26983UO	562	GlyTouCan	G26983UO
G26983WI	6846	GlyTouCan	G26983WI
G26983WI	6850	GlyTouCan	G26983WI
G26983WI	9823	GlyTouCan	G26983WI
G27000YJ	145282	GlyTouCan	G27000YJ
G27025MB	10029	GlyTouCan	G27025MB
G27025MB	38577	GlyTouCan	G27025MB
G27025MB	9534	GlyTouCan	G27025MB
G27025MB	9606	GlyTouCan	G27025MB
G27040MJ	9606	GlyTouCan	G27040MJ
G27063GJ	9606	GlyTouCan	G27063GJ
G27063GJ	9913	GlyTouCan	G27063GJ
G27071PO	9606	GlyTouCan	G27071PO
G27092SD	9823	GlyTouCan	G27092SD
G27102CT	9606	UniCarbKB	6694
G27106AM	10141	GlyTouCan	G27106AM
G27106AM	9606	GlyTouCan	G27106AM
G27106AM	9913	GlyTouCan	G27106AM
G27126ED	9606	UniCarbKB	comp_HexNAc4Hex6dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G27139SJ	9606	GlyTouCan	G27139SJ
G27148YF	9606	GlyTouCan	G27148YF
G27149SR	9606	GlyTouCan	G27149SR
G27165KO	9606	UniCarbKB	4249
G27170BX	10029	GlyTouCan	G27170BX
G27170NH	9031	GlyTouCan	G27170NH
G27170NH	9606	GlyTouCan	G27170NH
G27179AJ	10090	GlyTouCan	G27179AJ
G27209GJ	9548	GlyTouCan	G27209GJ
G27243GN	10114	GlyTouCan	G27243GN
G27243GN	9606	GlyTouCan	G27243GN
G27243GN	9685	GlyTouCan	G27243GN
G27243GN	9727	GlyTouCan	G27243GN
G27243GN	9737	GlyTouCan	G27243GN
G27243GN	9913	GlyTouCan	G27243GN
G27243GN	9940	GlyTouCan	G27243GN
G27243WR	9913	GlyTouCan	G27243WR
G27310MQ	9606	UniCarbKB	7573
G27314YB	9606	GlyTouCan	G27314YB
G27314YB	9913	GlyTouCan	G27314YB
G27338ID	9606	GlyTouCan	G27338ID
G27384IP	9606	GlyTouCan	G27384IP
G27384IP	9913	GlyTouCan	G27384IP
G27385LP	9606	GlyTouCan	G27385LP
G27391WQ	9606	UniCarbKB	comp_HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G27415TQ	8078	GlyTouCan	G27415TQ
G27431EQ	9606	GlyTouCan	G27431EQ
G27478HS	9606	GlyTouCan	G27478HS
G27495UM	4932	GlyTouCan	G27495UM
G27535EB	87257	GlyTouCan	G27535EB
G27561QX	9606	UniCarbKB	7291
G27571QK	11795	GlyTouCan	G27571QK
G27587OB	32644	GlyTouCan	G27587OB
G27603XJ	10090	GlyTouCan	G27603XJ
G27606SJ	11795	GlyTouCan	G27606SJ
G27609YZ	10029	GlyTouCan	G27609YZ
G27609YZ	9606	GlyTouCan	G27609YZ
G27622TD	10116	UniCarbKB	comp_HexNAc3Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G27622TD	9606	UniCarbKB	comp_HexNAc3Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G27626TX	9606	GlyTouCan	G27626TX
G27669AF	10114	GlyTouCan	G27669AF
G27669RW	9606	GlyTouCan	G27669RW
G27692UI	9913	GlyTouCan	G27692UI
G27720WY	11176	GlyTouCan	G27720WY
G27720WY	9606	GlyTouCan	G27720WY
G27720WY	9823	GlyTouCan	G27720WY
G27744SG	9606	GlyTouCan	G27744SG
G27752QD	105884	GlyTouCan	G27752QD
G27752QD	13331	GlyTouCan	G27752QD
G27752QD	161269	GlyTouCan	G27752QD
G27752QD	278672	GlyTouCan	G27752QD
G27752QD	3879	GlyTouCan	G27752QD
G27752QD	4052	GlyTouCan	G27752QD
G27752QD	4296	GlyTouCan	G27752QD
G27752QD	4298	GlyTouCan	G27752QD
G27752QD	462879	GlyTouCan	G27752QD
G27752QD	49606	GlyTouCan	G27752QD
G27752QD	49840	GlyTouCan	G27752QD
G27752QD	53883	GlyTouCan	G27752QD
G27752QD	66097	GlyTouCan	G27752QD
G27752QD	82095	GlyTouCan	G27752QD
G27752QD	85360	GlyTouCan	G27752QD
G27752QD	99292	GlyTouCan	G27752QD
G27763WY	9606	GlyTouCan	G27763WY
G27775IZ	9606	GlyTouCan	G27775IZ
G27781JL	161934	GlyTouCan	G27781JL
G27781JL	63459	GlyTouCan	G27781JL
G27783HI	1010797	GlyTouCan	G27783HI
G27798EJ	10090	GlyTouCan	G27798EJ
G27798EJ	5693	GlyTouCan	G27798EJ
G27798EJ	9823	GlyTouCan	G27798EJ
G27798EJ	9825	GlyTouCan	G27798EJ
G27798EJ	9913	GlyTouCan	G27798EJ
G27798EJ	9986	GlyTouCan	G27798EJ
G27809HS	9606	GlyTouCan	G27809HS
G27838JR	105351	GlyTouCan	G27838JR
G27838JR	4932	GlyTouCan	G27838JR
G27839GC	9606	GlyTouCan	G27839GC
G27844UM	10026	GlyTouCan	G27844UM
G27844UM	9606	GlyTouCan	G27844UM
G27844UM	9606	UniCarbKB	1753
G27854BF	106132	GlyTouCan	G27854BF
G27854BF	3750	GlyTouCan	G27854BF
G27854BF	4050	GlyTouCan	G27854BF
G27854BF	4053	GlyTouCan	G27854BF
G27854BF	4054	GlyTouCan	G27854BF
G27854BF	44586	GlyTouCan	G27854BF
G27854BF	44588	GlyTouCan	G27854BF
G27854BF	44685	GlyTouCan	G27854BF
G27870HB	5062	GlyTouCan	G27870HB
G27870IM	47083	GlyTouCan	G27870IM
G27874QL	10090	GlyTouCan	G27874QL
G27874QL	9606	GlyTouCan	G27874QL
G27875ET	9986	GlyTouCan	G27875ET
G27888XB	9606	GlyTouCan	G27888XB
G27889FI	9606	GlyTouCan	G27889FI
G27911BB	8364	GlyTouCan	G27911BB
G27919IH	10090	UniCarbKB	1493
G27919IH	10116	UniCarbKB	1493
G27919IH	9606	GlyTouCan	G27919IH
G27919IH	9606	UniCarbKB	1493
G27929ZE	10090	GlyTouCan	G27929ZE
G27929ZE	32644	GlyTouCan	G27929ZE
G27929ZE	4922	GlyTouCan	G27929ZE
G27929ZE	5908	GlyTouCan	G27929ZE
G27939KO	5061	GlyTouCan	G27939KO
G27939LA	10114	GlyTouCan	G27939LA
G27947YN	9606	UniCarbKB	comp_HexNAc5Hex6dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G27983PC	9606	GlyTouCan	G27983PC
G27995KI	8839	GlyTouCan	G27995KI
G28003YJ	9606	UniCarbKB	7799
G28010TC	10116	GlyTouCan	G28010TC
G28023AU	9606	GlyTouCan	G28023AU
G28052FT	10114	GlyTouCan	G28052FT
G28052FT	562	GlyTouCan	G28052FT
G28090UW	9913	GlyTouCan	G28090UW
G28096RS	9606	UniCarbKB	comp_HexNAc3Hex5dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G28105MZ	4081	GlyTouCan	G28105MZ
G28120QK	9606	UniCarbKB	5126
G28128KH	10090	GlyTouCan	G28128KH
G28128KH	10141	GlyTouCan	G28128KH
G28128KH	9913	GlyTouCan	G28128KH
G28141KV	1245	GlyTouCan	G28141KV
G28144EE	9913	GlyTouCan	G28144EE
G28146GV	10141	GlyTouCan	G28146GV
G28146GV	9606	GlyTouCan	G28146GV
G28156XV	9606	UniCarbKB	3469
G28167TL	13055	GlyTouCan	G28167TL
G28167TL	210355	GlyTouCan	G28167TL
G28167TL	33136	GlyTouCan	G28167TL
G28270TZ	10029	GlyTouCan	G28270TZ
G28270TZ	3847	GlyTouCan	G28270TZ
G28270TZ	4922	GlyTouCan	G28270TZ
G28274SP	9913	GlyTouCan	G28274SP
G28326EU	9606	GlyTouCan	G28326EU
G28330DZ	10090	GlyTouCan	G28330DZ
G28330DZ	9606	GlyTouCan	G28330DZ
G28330DZ	9913	GlyTouCan	G28330DZ
G28347RJ	9606	UniCarbKB	3409
G28355WG	9031	GlyTouCan	G28355WG
G28362DW	10090	UniCarbKB	7720
G28378XH	9606	GlyTouCan	G28378XH
G28387ZC	9606	GlyTouCan	G28387ZC
G28436VD	9606	GlyTouCan	G28436VD
G28456NV	5061	GlyTouCan	G28456NV
G28459KM	9606	GlyTouCan	G28459KM
G28477UY	9606	GlyTouCan	G28477UY
G28505XN	9913	GlyTouCan	G28505XN
G28536BG	9606	UniCarbKB	7650
G28541PG	10116	UniCarbKB	comp_HexNAc3Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G28541PG	9606	UniCarbKB	comp_HexNAc3Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G28553AZ	623	GlyTouCan	G28553AZ
G28553JC	37931	GlyTouCan	G28553JC
G28562FF	9606	GlyTouCan	G28562FF
G28566CQ	10090	GlyTouCan	G28566CQ
G28566CQ	9606	GlyTouCan	G28566CQ
G28566CQ	9823	GlyTouCan	G28566CQ
G28654UV	55057	GlyTouCan	G28654UV
G28654UV	7108	GlyTouCan	G28654UV
G28659UB	10114	GlyTouCan	G28659UB
G28659UB	7787	GlyTouCan	G28659UB
G28659UB	9103	GlyTouCan	G28659UB
G28659UB	9606	GlyTouCan	G28659UB
G28663KH	9606	UniCarbKB	3135
G28665FP	9606	GlyTouCan	G28665FP
G28681TP	10116	UniCarbKB	comp_HexNAc2Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G28681TP	9606	UniCarbKB	comp_HexNAc2Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G28695FK	10029	GlyTouCan	G28695FK
G28707FT	9606	GlyTouCan	G28707FT
G28720MP	11276	GlyTouCan	G28720MP
G28720MP	9913	GlyTouCan	G28720MP
G28757BV	10114	GlyTouCan	G28757BV
G28801XY	9940	GlyTouCan	G28801XY
G28868PL	10114	GlyTouCan	G28868PL
G28868PL	9606	GlyTouCan	G28868PL
G28896CL	9606	GlyTouCan	G28896CL
G28911EK	9986	GlyTouCan	G28911EK
G28947UJ	6504	GlyTouCan	G28947UJ
G28947UJ	6506	GlyTouCan	G28947UJ
G28959FS	10114	GlyTouCan	G28959FS
G28959FS	9823	GlyTouCan	G28959FS
G28960YA	9606	GlyTouCan	G28960YA
G28960YA	9913	GlyTouCan	G28960YA
G28962GO	10090	GlyTouCan	G28962GO
G28962GO	9823	GlyTouCan	G28962GO
G29005BV	3988	GlyTouCan	G29005BV
G29011JC	9031	GlyTouCan	G29011JC
G29011JC	9606	GlyTouCan	G29011JC
G29011JC	9913	GlyTouCan	G29011JC
G29014XV	9606	GlyTouCan	G29014XV
G29024OJ	10029	GlyTouCan	G29024OJ
G29024OJ	10036	GlyTouCan	G29024OJ
G29024OJ	10090	GlyTouCan	G29024OJ
G29024OJ	10116	GlyTouCan	G29024OJ
G29024OJ	10141	GlyTouCan	G29024OJ
G29024OJ	11309	GlyTouCan	G29024OJ
G29024OJ	32630	GlyTouCan	G29024OJ
G29024OJ	32644	GlyTouCan	G29024OJ
G29024OJ	40674	GlyTouCan	G29024OJ
G29024OJ	7787	GlyTouCan	G29024OJ
G29024OJ	9031	GlyTouCan	G29024OJ
G29024OJ	9544	GlyTouCan	G29024OJ
G29024OJ	9606	GlyTouCan	G29024OJ
G29024OJ	9615	GlyTouCan	G29024OJ
G29024OJ	9685	GlyTouCan	G29024OJ
G29024OJ	9796	GlyTouCan	G29024OJ
G29024OJ	9823	GlyTouCan	G29024OJ
G29024OJ	9913	GlyTouCan	G29024OJ
G29024OJ	9925	GlyTouCan	G29024OJ
G29024OJ	9940	GlyTouCan	G29024OJ
G29024OJ	9986	GlyTouCan	G29024OJ
G29042WW	10026	GlyTouCan	G29042WW
G29042WW	10090	GlyTouCan	G29042WW
G29042WW	10114	GlyTouCan	G29042WW
G29042WW	11176	GlyTouCan	G29042WW
G29042WW	11309	GlyTouCan	G29042WW
G29042WW	11313	GlyTouCan	G29042WW
G29042WW	11676	GlyTouCan	G29042WW
G29042WW	11709	GlyTouCan	G29042WW
G29042WW	11783	GlyTouCan	G29042WW
G29042WW	11795	GlyTouCan	G29042WW
G29042WW	11820	GlyTouCan	G29042WW
G29042WW	5062	GlyTouCan	G29042WW
G29042WW	9606	GlyTouCan	G29042WW
G29042WW	9666	GlyTouCan	G29042WW
G29042WW	9823	GlyTouCan	G29042WW
G29056SI	5702	GlyTouCan	G29056SI
G29063QY	9606	UniCarbKB	comp_HexNAc4Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G29068FM	9606	UniCarbKB	comp_HexNAc1Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G29081NM	10029	GlyTouCan	G29081NM
G29081NM	9606	GlyTouCan	G29081NM
G29084XK	3526	GlyTouCan	G29084XK
G29086KO	9606	GlyTouCan	G29086KO
G29109PM	10090	GlyTouCan	G29109PM
G29130SY	10114	GlyTouCan	G29130SY
G29138OW	10029	GlyTouCan	G29138OW
G29138OW	10036	GlyTouCan	G29138OW
G29138OW	10090	GlyTouCan	G29138OW
G29138OW	10114	GlyTouCan	G29138OW
G29138OW	11176	GlyTouCan	G29138OW
G29138OW	11795	GlyTouCan	G29138OW
G29138OW	32644	GlyTouCan	G29138OW
G29138OW	4081	GlyTouCan	G29138OW
G29138OW	5062	GlyTouCan	G29138OW
G29138OW	9606	GlyTouCan	G29138OW
G29138OW	9823	GlyTouCan	G29138OW
G29138OW	9940	GlyTouCan	G29138OW
G29141HM	10114	GlyTouCan	G29141HM
G29159YJ	9606	GlyTouCan	G29159YJ
G29213NK	10114	GlyTouCan	G29213NK
G29228MX	9606	UniCarbKB	1879
G29230VB	10114	GlyTouCan	G29230VB
G29231AT	9606	UniCarbKB	352
G29248WR	9913	GlyTouCan	G29248WR
G29271US	9606	GlyTouCan	G29271US
G29279QO	9606	UniCarbKB	comp_HexNAc4Hex5dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0
G29313LW	29908	GlyTouCan	G29313LW
G29313LW	4896	GlyTouCan	G29313LW
G29313LW	5062	GlyTouCan	G29313LW
G29313LW	5661	GlyTouCan	G29313LW
G29313LW	5664	GlyTouCan	G29313LW
G29313LW	5665	GlyTouCan	G29313LW
G29326OK	9606	GlyTouCan	G29326OK
G29339IQ	9606	GlyTouCan	G29339IQ
G29348FH	9606	GlyTouCan	G29348FH
G29377XJ	9606	UniCarbKB	1155
G29386CS	9606	GlyTouCan	G29386CS
G29407ZG	10029	GlyTouCan	G29407ZG
G29443MC	9823	GlyTouCan	G29443MC
G29461HI	10090	GlyTouCan	G29461HI
G29461HI	9823	GlyTouCan	G29461HI
G29467ZM	5043	GlyTouCan	G29467ZM
G29489PN	9606	GlyTouCan	G29489PN
G29494LA	487	GlyTouCan	G29494LA
G29519AS	9913	GlyTouCan	G29519AS
G29539MT	9606	GlyTouCan	G29539MT
G29570QA	6211	GlyTouCan	G29570QA
G29570QA	74046	GlyTouCan	G29570QA
G29574TI	9606	GlyTouCan	G29574TI
G29622NE	9606	GlyTouCan	G29622NE
G29628IK	9823	GlyTouCan	G29628IK
G29651HS	10116	UniCarbKB	comp_HexNAc5Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G29651HS	9606	UniCarbKB	comp_HexNAc5Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G29675VZ	9606	GlyTouCan	G29675VZ
G29675VZ	9913	GlyTouCan	G29675VZ
G29676WX	9606	UniCarbKB	1309
G29676WX	9913	GlyTouCan	G29676WX
G29681BP	10090	GlyTouCan	G29681BP
G29681BP	9606	GlyTouCan	G29681BP
G29695SR	9606	GlyTouCan	G29695SR
G29713JZ	10114	GlyTouCan	G29713JZ
G29721UX	10090	UniCarbKB	7571
G29725MK	9606	GlyTouCan	G29725MK
G29729DB	9606	GlyTouCan	G29729DB
G29764SO	9606	GlyTouCan	G29764SO
G29783JJ	9606	GlyTouCan	G29783JJ
G29799SM	4081	GlyTouCan	G29799SM
G29803MG	9606	GlyTouCan	G29803MG
G29832VY	9606	GlyTouCan	G29832VY
G29849JL	9606	GlyTouCan	G29849JL
G29849KU	9606	GlyTouCan	G29849KU
G29850BY	9606	GlyTouCan	G29850BY
G29857RC	11033	GlyTouCan	G29857RC
G29857RC	9031	GlyTouCan	G29857RC
G29857RC	9606	GlyTouCan	G29857RC
G29857RC	9606	UniCarbKB	1665
G29857RC	9913	GlyTouCan	G29857RC
G29857RC	9940	GlyTouCan	G29857RC
G29870RM	9913	GlyTouCan	G29870RM
G29884LW	9606	GlyTouCan	G29884LW
G29895JE	10090	UniCarbKB	7526
G29905OR	9606	UniCarbKB	4209
G29949IO	9031	GlyTouCan	G29949IO
G29965VW	9606	GlyTouCan	G29965VW
G29966LR	4751	GlyTouCan	G29966LR
G29966LR	4932	GlyTouCan	G29966LR
G29971IY	298395	GlyTouCan	G29971IY
G29972ZX	9606	UniCarbKB	7566
G29991XU	4026	GlyTouCan	G29991XU
G29991XU	4498	GlyTouCan	G29991XU
G29991XU	4513	GlyTouCan	G29991XU
G29991XU	4932	GlyTouCan	G29991XU
G29991XU	511	GlyTouCan	G29991XU
G29991XU	5141	GlyTouCan	G29991XU
G29991XU	9606	GlyTouCan	G29991XU
G29997FV	9606	GlyTouCan	G29997FV
G30035MO	9606	GlyTouCan	G30035MO
G30035MO	9913	GlyTouCan	G30035MO
G30048DT	9606	UniCarbKB	7557
G30056KC	10026	GlyTouCan	G30056KC
G30056KC	10114	GlyTouCan	G30056KC
G30056KC	9606	GlyTouCan	G30056KC
G30056KC	9823	GlyTouCan	G30056KC
G30062BR	9606	GlyTouCan	G30062BR
G30070XN	9606	GlyTouCan	G30070XN
G30084YQ	9606	UniCarbKB	7849
G30109UP	9606	GlyTouCan	G30109UP
G30110UW	10026	GlyTouCan	G30110UW
G30110UW	10029	GlyTouCan	G30110UW
G30110UW	11103	GlyTouCan	G30110UW
G30110UW	9606	GlyTouCan	G30110UW
G30110UW	9913	GlyTouCan	G30110UW
G30115SP	9823	GlyTouCan	G30115SP
G30140II	10114	GlyTouCan	G30140II
G30140II	29923	GlyTouCan	G30140II
G30140II	3885	GlyTouCan	G30140II
G30140II	9823	GlyTouCan	G30140II
G30159WR	10029	GlyTouCan	G30159WR
G30159WR	10116	UniCarbKB	1495
G30159WR	11276	GlyTouCan	G30159WR
G30159WR	93934	GlyTouCan	G30159WR
G30159WR	9606	GlyTouCan	G30159WR
G30159WR	9606	UniCarbKB	1495
G30207PZ	10044	GlyTouCan	G30207PZ
G30207PZ	10090	GlyTouCan	G30207PZ
G30207PZ	10114	GlyTouCan	G30207PZ
G30207PZ	255365	GlyTouCan	G30207PZ
G30207PZ	38241	GlyTouCan	G30207PZ
G30207PZ	40691	GlyTouCan	G30207PZ
G30207PZ	58319	GlyTouCan	G30207PZ
G30207PZ	70433	GlyTouCan	G30207PZ
G30207PZ	7962	GlyTouCan	G30207PZ
G30207PZ	8049	GlyTouCan	G30207PZ
G30207PZ	8113	GlyTouCan	G30207PZ
G30207PZ	8127	GlyTouCan	G30207PZ
G30207PZ	9031	GlyTouCan	G30207PZ
G30207PZ	9606	GlyTouCan	G30207PZ
G30207PZ	9728	GlyTouCan	G30207PZ
G30207PZ	9733	GlyTouCan	G30207PZ
G30207PZ	9737	GlyTouCan	G30207PZ
G30207PZ	9739	GlyTouCan	G30207PZ
G30207PZ	9744	GlyTouCan	G30207PZ
G30207PZ	9755	GlyTouCan	G30207PZ
G30207PZ	9767	GlyTouCan	G30207PZ
G30207PZ	9769	GlyTouCan	G30207PZ
G30207PZ	9823	GlyTouCan	G30207PZ
G30207PZ	9913	GlyTouCan	G30207PZ
G30216ZQ	5325	GlyTouCan	G30216ZQ
G30241UB	9606	GlyTouCan	G30241UB
G30255XL	9606	GlyTouCan	G30255XL
G30284BK	9606	GlyTouCan	G30284BK
G30291YK	9606	GlyTouCan	G30291YK
G30294CC	319528	GlyTouCan	G30294CC
G30294CC	6544	GlyTouCan	G30294CC
G30295SC	32644	GlyTouCan	G30295SC
G30295SC	9606	GlyTouCan	G30295SC
G30295SC	9913	GlyTouCan	G30295SC
G30304DE	9606	GlyTouCan	G30304DE
