GlyTouCanAccession	Image-Size	Image-CRC	Image-Notation	Image-Style
G28439XZ	1405	826c5c5b	cfg	extended
G28442YA	4478	61633e69	cfg	extended
G28443VK	3691	27ee41a4	cfg	extended
G28449NP	4957	f6251282	cfg	extended
G28453DO	2831	0485c688	cfg	extended
G28454KX	916	f01d5476	cfg	extended
G28456GX	2210	acddcbf5	cfg	extended
G28456NV	2279	2cb416af	cfg	extended
G28459KM	5040	c8fb6c47	cfg	extended
G28465GJ	1791	88851b7a	cfg	extended
G28466RE	1622	9182c3c9	cfg	extended
G28470QU	1783	a0160c0b	cfg	extended
G28477UY	2137	4effc06f	cfg	extended
G28478RU	2007	79194abb	cfg	extended
G28479RZ	1586	7ac85766	cfg	extended
G28481CR	5498	cb0e3b41	cfg	extended
G28483HE	1884	632d8a7f	cfg	extended
G28483KD	3858	c36ddd3a	cfg	extended
G28492PA	3512	b2102462	cfg	extended
G28493JL	2857	0a27bf5c	cfg	extended
G28493ST	4327	4859c3f1	cfg	extended
G28505XN	1538	18cdd7de	cfg	extended
G28514LQ	3778	64a7e140	cfg	extended
G28517VU	2244	d6cf1c04	cfg	extended
G28528AG	1134	754b5d4f	cfg	extended
G28536BG	4729	e458f454	cfg	extended
G28541PG	1046	4330bad7	cfg	extended
G28542MV	1633	583dfbf1	cfg	extended
G28543TT	1280	4b3c677d	cfg	extended
G28550OD	2923	0826eefe	cfg	extended
G28553AZ	1369	e76d14c1	cfg	extended
G28553JC	527	31575122	cfg	extended
G28558PZ	4256	52c595bf	cfg	extended
G28562FF	6553	e5a72037	cfg	extended
G28563NY	1701	0362e866	cfg	extended
G28565EX	1801	7d62834d	cfg	extended
G28566CQ	3435	b3ead14c	cfg	extended
G28567AB	1133	e832244d	cfg	extended
G28568HS	1520	92c59a2d	cfg	extended
G28570RY	6340	d0360c60	cfg	extended
G28579RV	3730	9a999e49	cfg	extended
G28582VX	2347	43dc4de1	cfg	extended
G28588DO	1465	732a6dcd	cfg	extended
G28589RJ	2416	320c3366	cfg	extended
G28593TO	2430	c4df407b	cfg	extended
G28599FB	2078	82373a7a	cfg	extended
G28604UG	2040	9e7854a0	cfg	extended
G28615QI	2886	cda43c67	cfg	extended
G28616IZ	1134	aee06639	cfg	extended
G28619FW	3028	c5fafcc2	cfg	extended
G28619LO	1008	9d1cf5c8	cfg	extended
G28622IK	1027	849abeb4	cfg	extended
G28624WT	853	eea9beb1	cfg	extended
G28635EM	5093	3ec6aca1	cfg	extended
G28637HB	1519	4905fa49	cfg	extended
G28637OT	1101	d9aa9b0c	cfg	extended
G28640WB	1585	c40170b8	cfg	extended
G28644LX	2787	bbd1a0c5	cfg	extended
G28649NI	2338	0f6359bf	cfg	extended
G28651UO	1884	9ab1fd91	cfg	extended
G28652DF	4045	f3cba10b	cfg	extended
G28654UV	2522	69792e43	cfg	extended
G28659UB	4354	d8ed73fa	cfg	extended
G28663KH	2253	38c6cb6c	cfg	extended
G28665FP	2891	0fdce853	cfg	extended
G28677QR	3369	c19954ef	cfg	extended
G28678RG	4290	4d98f9b8	cfg	extended
G28678TH	4245	aa5bf7bb	cfg	extended
G28681TP	1048	3f806267	cfg	extended
G28685AE	1570	0b338b6f	cfg	extended
G28688RT	4649	bb50f940	cfg	extended
G28688ZP	5320	78885159	cfg	extended
G28694FA	1487	f4327b74	cfg	extended
G28695FK	6573	ec13fddb	cfg	extended
G28698EI	2852	dc3fa310	cfg	extended
G28707FT	5658	9b259f76	cfg	extended
G28708VR	1245	16858539	cfg	extended
G28710TD	1021	1a2f1e78	cfg	extended
G28715KA	554	6e5bae7d	cfg	extended
G28717KN	3733	8f350ce8	cfg	extended
G28720MP	3087	88c7e4ef	cfg	extended
G28722QH	1349	5fcd3e03	cfg	extended
G28723UT	3888	191573b6	cfg	extended
G28731PH	3064	ff5fadf5	cfg	extended
G28731TM	3900	463ca6e5	cfg	extended
G28736DK	2044	dc857c28	cfg	extended
G28741FG	5805	b06bb459	cfg	extended
G28742GV	3923	132a561d	cfg	extended
G28743EB	1249	19599ffb	cfg	extended
G28745PN	1985	b9956179	cfg	extended
G28747EI	3872	05f59238	cfg	extended
G28747XN	4694	f852bede	cfg	extended
G28749YQ	3390	71aa8a72	cfg	extended
G28751LD	3554	bbd62296	cfg	extended
G28754WB	2034	a537dce1	cfg	extended
G28757BV	2026	3bad8eef	cfg	extended
G28762DK	1351	d19c25a8	cfg	extended
G28762TH	1139	66955ff2	cfg	extended
G28763UO	4602	e9253d2f	cfg	extended
G28769WQ	2016	c28abfcf	cfg	extended
G28778GZ	5617	dfab6861	cfg	extended
G28790AT	6660	769a02be	cfg	extended
G28797DA	3675	4b1caf40	cfg	extended
G28800UK	1713	6bc2d3ce	cfg	extended
G28801XY	1957	51034caa	cfg	extended
G28817KG	3077	18769c58	cfg	extended
G28820LZ	553	d2fe3401	cfg	extended
G28823AE	2539	9b936a9b	cfg	extended
G28826SH	2951	7dd38964	cfg	extended
G28827PO	3142	a4b34c60	cfg	extended
G28830RK	4381	b46c2978	cfg	extended
G28830ZA	1098	cd64a4f3	cfg	extended
G28839WC	3256	5b6aefa7	cfg	extended
G28845WV	1656	c1bd8d7d	cfg	extended
G28855FB	3230	2586d059	cfg	extended
G28863FI	4706	e523fa1f	cfg	extended
G28863OR	700	62de602b	cfg	extended
G28868PL	1452	143afcf0	cfg	extended
G28868ZC	1500	841cd560	cfg	extended
G28878FC	1733	bda9154b	cfg	extended
G28882EF	1176	7cd06c28	cfg	extended
G28882QV	3702	4e09ffec	cfg	extended
G28896CL	4517	7d5ac8e8	cfg	extended
G28896IK	5685	09dfc8bf	cfg	extended
G28905MY	1039	bc54c7d9	cfg	extended
G28906NT	2182	99a85e77	cfg	extended
G28907RL	4089	6ed9957c	cfg	extended
G28911EK	2467	a5efbcf8	cfg	extended
G28915JJ	2245	7d002e45	cfg	extended
G28923WQ	1164	02875933	cfg	extended
G28925NI	2044	9da18a5e	cfg	extended
G28936HJ	2463	928cc8d2	cfg	extended
G28937VG	4034	92e62c71	cfg	extended
G28940US	1687	04b2b6d5	cfg	extended
G28947UJ	1776	9f3282e2	cfg	extended
G28948UC	4504	e95f4aad	cfg	extended
G28949EK	4353	1c72cf7a	cfg	extended
G28955QE	1030	91b0763c	cfg	extended
G28957FB	5956	4e08ccca	cfg	extended
G28959FS	3626	5206b68b	cfg	extended
G28960YA	1051	f4d0cf7f	cfg	extended
G28962GO	4193	9a580bca	cfg	extended
G28972VP	1625	04f32b48	cfg	extended
G28978TP	4042	2f9bea94	cfg	extended
G28985UO	697	07bc0e20	cfg	extended
G28987BJ	1770	478b137a	cfg	extended
G28988SP	834	caeed066	cfg	extended
G28989NC	2045	eff3becc	cfg	extended
G28997HJ	6645	8194f7c3	cfg	extended
G28997IA	1753	c498dbc0	cfg	extended
G28998FZ	854	a8ff2acd	cfg	extended
G29005AG	6635	a69d1af2	cfg	extended
G29005BV	2842	37ed5d8a	cfg	extended
G29011DA	1091	4acdc8da	cfg	extended
G29011DJ	1530	888a9ae3	cfg	extended
G29011JC	3079	412cba4c	cfg	extended
G29014XV	2502	d4085141	cfg	extended
G29020BW	2911	a7dea088	cfg	extended
G29023KF	1320	3aca546d	cfg	extended
G29024OJ	2695	c020e0e6	cfg	extended
G29025YS	2625	6f2c515a	cfg	extended
G29026MS	4106	daae7c38	cfg	extended
G29031ZI	1395	7e9df12c	cfg	extended
G29032AL	3966	329fe3dc	cfg	extended
G29038QQ	3877	36632365	cfg	extended
G29039FY	2307	c173555a	cfg	extended
G29042WW	3084	7c06797a	cfg	extended
G29046MX	1420	8eb816ff	cfg	extended
G29046XY	2434	542249f4	cfg	extended
G29055YG	1943	0ad42097	cfg	extended
G29056SI	3408	ceb14505	cfg	extended
G29057GU	1010	aa4adf1b	cfg	extended
G29063PN	1323	ab85bc07	cfg	extended
G29063QY	1050	5b6f5d79	cfg	extended
G29064GI	3164	b2d4a9b9	cfg	extended
G29065KQ	1520	b03ea4f8	cfg	extended
G29068FM	474	07dcdee0	cfg	extended
G29070AW	2959	9eb0fec2	cfg	extended
G29074HW	2387	1412c822	cfg	extended
G29078QN	2608	16e9213f	cfg	extended
G29080OD	1283	d68766cd	cfg	extended
G29081NM	5307	f72e2577	cfg	extended
G29081QO	793	71fb29bf	cfg	extended
G29084XK	1723	48a23fb0	cfg	extended
G29086KO	1326	a6dcc0aa	cfg	extended
G29091RS	1705	2075ed6e	cfg	extended
G29097OR	1999	8066ae04	cfg	extended
G29097SS	7214	355dc24c	cfg	extended
G29107MV	1501	c88436b1	cfg	extended
G29109PM	3565	9d736ba1	cfg	extended
G29110AM	1358	6dfe285f	cfg	extended
G29112GC	3952	6ee98685	cfg	extended
G29112PJ	1834	8dc15e7d	cfg	extended
G29130SY	4617	a6c216bc	cfg	extended
G29136NI	1654	d61d1548	cfg	extended
G29138OW	2816	862fd151	cfg	extended
G29141HM	3534	3b33132e	cfg	extended
G29142KQ	1321	ec683799	cfg	extended
G29142WH	1887	d9a711d9	cfg	extended
G29144HY	2822	08dfbd13	cfg	extended
G29147GG	3462	9a00181a	cfg	extended
G29154SS	4884	610862c5	cfg	extended
G29157QS	4732	70470a4b	cfg	extended
G29159BL	3510	d25d68cc	cfg	extended
G29159YJ	1841	512a4c2a	cfg	extended
G29159ZA	1470	fb19ec0d	cfg	extended
G29166US	2654	a015280b	cfg	extended
G29169IA	949	dad29ac7	cfg	extended
G29176XQ	1331	40939276	cfg	extended
G29185GO	1944	154b3e3f	cfg	extended
G29188SG	2404	aed19160	cfg	extended
G29191ST	4598	55fcf7db	cfg	extended
G29197GH	3267	b9369526	cfg	extended
G29201DC	1183	b6dcb554	cfg	extended
G29208SD	1178	a70a786a	cfg	extended
G29213NK	1517	7758b6b0	cfg	extended
G29214BB	2024	82ac9239	cfg	extended
G29214ZG	3825	3b1e6307	cfg	extended
G29228MX	4230	cf45113a	cfg	extended
G29230PI	5636	7b4b59d9	cfg	extended
G29230VB	3847	ed993da6	cfg	extended
G29231AT	1766	f071cfd6	cfg	extended
G29231QJ	2461	8d9c7ba1	cfg	extended
G29232IW	2868	5a391b26	cfg	extended
G29236YP	1731	f0658cbf	cfg	extended
G29237TW	1304	fe9b2182	cfg	extended
G29239NH	3660	2e7f8f4f	cfg	extended
G29244OU	3709	34437d1d	cfg	extended
G29247YS	1115	a8cef39c	cfg	extended
G29248WR	3859	1366c4f4	cfg	extended
G29250KT	3858	48c092b0	cfg	extended
G29255IL	4134	fad01eb5	cfg	extended
G29256WH	1787	3021f626	cfg	extended
G29260RF	1698	95fb9ffa	cfg	extended
G29261AY	2454	0e0566ef	cfg	extended
G29271US	2431	06ed8eb0	cfg	extended
G29273GU	1632	3c599c7a	cfg	extended
G29276PB	3544	fdb3920d	cfg	extended
G29279FJ	1181	279ef550	cfg	extended
G29279QO	2310	66068a97	cfg	extended
G29288DT	4024	49a6147d	cfg	extended
G29290EB	5320	b40d4826	cfg	extended
G29298GZ	1118	8db51ceb	cfg	extended
G29301NP	1191	4cde0e19	cfg	extended
G29301RL	1712	32d65638	cfg	extended
G29302NT	3296	0c4e0186	cfg	extended
G29312XK	2478	4dcc2471	cfg	extended
G29313LW	1083	8465ed2e	cfg	extended
G29316OK	1370	55502a55	cfg	extended
G29316WB	906	94064a8d	cfg	extended
G29322AW	486	07555f8c	cfg	extended
G29322IY	1866	50f0266c	cfg	extended
G29326OK	1959	de550aac	cfg	extended
G29329QP	1922	bfe07869	cfg	extended
G29335OP	7124	82f1536b	cfg	extended
G29338JH	4060	881d6575	cfg	extended
G29339IQ	1742	1022a6d4	cfg	extended
G29348FH	1927	758946dd	cfg	extended
G29360WZ	1684	7c27b80f	cfg	extended
G29361QX	2049	9c7c2220	cfg	extended
G29362FG	3444	e5a58df1	cfg	extended
G29362VC	1884	719f1853	cfg	extended
G29369RY	1680	88b2f8ed	cfg	extended
G29369ZL	1260	163e6502	cfg	extended
G29377XJ	3580	ded869d4	cfg	extended
G29386CS	1890	1f9a2f12	cfg	extended
G29388GI	1358	b68dad77	cfg	extended
G29388XG	1139	10b56eaf	cfg	extended
G29391VY	1074	93c4fe2d	cfg	extended
G29393FW	1084	76ec4dec	cfg	extended
G29396PC	3813	dbf6b67c	cfg	extended
G29396WP	1671	48e25110	cfg	extended
G29398UD	1496	9ae293b2	cfg	extended
G29406SZ	1474	b218c35b	cfg	extended
G29407ZG	2405	83a515e2	cfg	extended
G29409HJ	2210	0ae764a0	cfg	extended
G29418HB	2235	0ae4d132	cfg	extended
G29418MQ	2097	5bc2ee8d	cfg	extended
G29419HY	4894	2e0f1a08	cfg	extended
G29427JP	3030	a49d302a	cfg	extended
G29432PD	669	ad610f39	cfg	extended
G29434RB	3268	67fd8cf5	cfg	extended
G29434SO	1402	74fabaf0	cfg	extended
G29437VV	1943	c62d243c	cfg	extended
G29443MC	5346	b467838f	cfg	extended
G29445ZK	4559	3f3eaf78	cfg	extended
G29449JO	4746	d00b1389	cfg	extended
G29454KU	5391	b3a76705	cfg	extended
G29454TF	1297	8711ed34	cfg	extended
G29461HI	3983	bf0667e0	cfg	extended
G29465YD	2760	9c039e09	cfg	extended
G29467ZM	3185	47ef6d46	cfg	extended
G29470MA	1168	f6b355ea	cfg	extended
G29481IZ	1286	84552093	cfg	extended
G29483FZ	1123	6fdb4393	cfg	extended
G29483LI	4504	ab0087b7	cfg	extended
G29487JS	1120	46c6efde	cfg	extended
G29489PN	1800	c642e2bb	cfg	extended
G29492IF	2544	fabc1d61	cfg	extended
G29494LA	476	2f5a78f2	cfg	extended
G29495CE	2067	db524988	cfg	extended
G29500SJ	4754	6834ce00	cfg	extended
G29507HD	1483	9abc0042	cfg	extended
G29519AS	4589	55848510	cfg	extended
G29530DJ	2321	8510827a	cfg	extended
G29532XX	1417	a29e29c3	cfg	extended
G29534JU	5018	bddc9bee	cfg	extended
G29535RH	3976	585e937c	cfg	extended
G29539MT	5387	9d3f2317	cfg	extended
G29548YX	1246	2b71fd8b	cfg	extended
G29565HU	5574	e7116d3f	cfg	extended
G29568VE	2642	6771c61a	cfg	extended
G29570QA	1064	eda9d47e	cfg	extended
G29574CC	1620	5634cae4	cfg	extended
G29574TI	4340	cb89a1f5	cfg	extended
G29578WS	2154	f20cd2c9	cfg	extended
G29580VZ	2387	e8ba7985	cfg	extended
G29584FT	2291	68b45fbe	cfg	extended
G29584RP	566	1073f6d0	cfg	extended
G29587NV	1427	83e853ba	cfg	extended
G29594FL	2241	63c003a6	cfg	extended
G29606KX	3963	704206be	cfg	extended
G29615GQ	754	72ce711c	cfg	extended
G29616NS	1728	74db5eae	cfg	extended
G29617QF	2694	d446b626	cfg	extended
G29619BL	1681	e619959d	cfg	extended
G29622NE	3231	caa33427	cfg	extended
G29628IK	2983	a23b235b	cfg	extended
G29629ZD	4319	548c87f3	cfg	extended
G29633ZY	4078	bd821947	cfg	extended
G29636OK	577	56cfa161	cfg	extended
G29644TC	1273	23ae5229	cfg	extended
G29649MR	5676	51fe3c54	cfg	extended
G29651HS	1736	dea5e034	cfg	extended
G29654WM	2173	ded50499	cfg	extended
G29658JP	1396	a32e1841	cfg	extended
G29659GF	5505	e24a0de0	cfg	extended
G29665AE	4220	cdb4eff9	cfg	extended
G29666DI	2217	387d1ffa	cfg	extended
G29669PX	1419	dc047b9d	cfg	extended
G29673CU	1062	a9ce4b66	cfg	extended
G29676WX	3720	a86ebf62	cfg	extended
G29680KY	5507	e6cd1072	cfg	extended
G29680OZ	2783	58ff8543	cfg	extended
G29681BP	1427	7b0ff462	cfg	extended
G29694LZ	3174	1dd6888d	cfg	extended
G29695SR	4328	c1cce087	cfg	extended
G29697WZ	1614	5427291c	cfg	extended
G29703NT	1530	21854356	cfg	extended
G29705AO	1965	89baa647	cfg	extended
G29706UC	2980	209905b4	cfg	extended
G29708KY	3702	3639a53b	cfg	extended
G29713JZ	3727	d0e6b7be	cfg	extended
G29717FW	5125	bde6e3d7	cfg	extended
G29721UX	5267	5ab1de6d	cfg	extended
G29725MK	2450	f6075f25	cfg	extended
G29728RE	6478	68860178	cfg	extended
G29729BX	3082	a2227b0c	cfg	extended
G29729DB	1250	bd1d780d	cfg	extended
G29729DF	866	99f276c4	cfg	extended
G29734KE	4602	6ce154f5	cfg	extended
G29751MN	2021	7d94ca9b	cfg	extended
G29754CL	4705	bc60ce51	cfg	extended
G29764SO	5031	8f497aea	cfg	extended
G29774EO	1278	fdc26394	cfg	extended
G29777ZC	1704	2e4bb082	cfg	extended
G29780RE	3972	1cd7816a	cfg	extended
G29783EW	1200	653de8dd	cfg	extended
G29783JJ	6154	ef3311fe	cfg	extended
G29783MB	1765	82cb9fcb	cfg	extended
G29787UO	1101	f07e85d1	cfg	extended
G29791QA	2159	ae3d1bce	cfg	extended
G29797YX	4466	d05ac04f	cfg	extended
G29799SM	2747	d31970f2	cfg	extended
G29800ED	1552	32d516ad	cfg	extended
G29802DQ	1957	8f9996b9	cfg	extended
G29803MG	4037	fdc69b80	cfg	extended
G29815KP	2118	31ed6748	cfg	extended
G29818FJ	2789	03b7a1c4	cfg	extended
G29818IY	5666	6165f374	cfg	extended
G29824BS	1193	697d0e62	cfg	extended
G29827HT	1848	d8c948c5	cfg	extended
G29832VY	1750	b0d59088	cfg	extended
G29833RJ	6523	8f4d7d9a	cfg	extended
G29847FN	1897	dcaff6cc	cfg	extended
G29849JL	1875	ed4e6f97	cfg	extended
G29849KU	4993	55ccf8ee	cfg	extended
G29850BY	6189	08270a00	cfg	extended
G29851JI	2047	a86e5e31	cfg	extended
G29854DQ	5838	4894fe89	cfg	extended
G29857PJ	5240	ee4419fd	cfg	extended
G29857RC	4184	9a6c5944	cfg	extended
G29860KW	2535	c7ccaba2	cfg	extended
G29865JY	4632	a38894d8	cfg	extended
G29867AK	1638	2de5aad7	cfg	extended
G29867LB	1120	a649ac93	cfg	extended
G29870JG	3835	dd476051	cfg	extended
G29870RM	3318	3009709f	cfg	extended
G29871AR	1341	f7217721	cfg	extended
G29880MM	1646	4724ed63	cfg	extended
G29881ZC	879	4374d412	cfg	extended
G29884LW	4239	510f81f2	cfg	extended
G29895JE	3458	ee3f2743	cfg	extended
G29895LZ	3825	60113d58	cfg	extended
G29896JT	4484	beacd719	cfg	extended
G29897FU	5407	59eaad9d	cfg	extended
G29898IW	5300	01c73f9d	cfg	extended
G29900GO	1761	355a244f	cfg	extended
G29900YC	2275	17e9961b	cfg	extended
G29905OR	1885	1561431e	cfg	extended
G29905YP	1854	a42be708	cfg	extended
G29906QS	1534	809b520f	cfg	extended
G29907JM	1849	29b5ddbd	cfg	extended
G29908ZA	1095	216b86ff	cfg	extended
G29911XO	1421	976ddc95	cfg	extended
G29913WR	1523	fef38e83	cfg	extended
G29914BX	1406	81e2bc56	cfg	extended
G29923RP	2796	001100fd	cfg	extended
G29931IJ	874	f5df896b	cfg	extended
G29931YE	5698	d886afd6	cfg	extended
G29937LF	1835	cc0a03ea	cfg	extended
G29940LU	2307	beb50fd4	cfg	extended
G29945WW	561	c4c8a8b3	cfg	extended
G29948BS	2584	5e306c86	cfg	extended
G29948EB	1523	e7a85f64	cfg	extended
G29949IO	2344	19630102	cfg	extended
G29950EM	940	9d92142e	cfg	extended
G29951RR	878	a41dac3b	cfg	extended
G29955AF	4770	5d9fc76c	cfg	extended
G29963PT	1960	0b8aef0b	cfg	extended
G29964CE	1599	5af1fc3a	cfg	extended
G29965VW	2469	845a2ef2	cfg	extended
G29966LR	1152	ece9835a	cfg	extended
G29966WK	3106	01aed930	cfg	extended
G29969FK	4513	7df98e61	cfg	extended
G29970QU	1781	56ba82f4	cfg	extended
G29971IY	1499	c0bde8a1	cfg	extended
G29972ZX	3559	fb9248d7	cfg	extended
G29991XU	1457	d08e4290	cfg	extended
G29994KB	2770	4e31e9d8	cfg	extended
G29995RP	1124	8c252e8d	cfg	extended
G29997FV	1611	eff2e258	cfg	extended
G30000YQ	4745	4018197a	cfg	extended
G30001EY	2013	5739c31c	cfg	extended
G30007CD	4509	aa02091b	cfg	extended
G30007FD	1609	983c1ce8	cfg	extended
G30011VO	1973	912e8b6f	cfg	extended
G30011XT	1760	42b42618	cfg	extended
G30013YE	5198	13860783	cfg	extended
G30015VH	3909	7261e3c5	cfg	extended
G30024TK	3349	1326cc5b	cfg	extended
G30031SW	4883	76b8f6c9	cfg	extended
G30035MO	3791	38e6115c	cfg	extended
G30036QS	3747	63b06ff9	cfg	extended
G30048DT	4381	b247783b	cfg	extended
G30048YR	4853	4c332737	cfg	extended
G30050UH	4255	10679b60	cfg	extended
G30051LA	5331	1ab2c80a	cfg	extended
G30055GV	6354	da60261a	cfg	extended
G30056KC	1331	db5f230b	cfg	extended
G30060ZO	6436	3fc0f422	cfg	extended
G30062BR	6608	b35b9644	cfg	extended
G30070XN	2060	972d0662	cfg	extended
G30078RS	888	4ee2f88f	cfg	extended
G30084YQ	4704	beb507da	cfg	extended
G30085SO	4365	df0f5693	cfg	extended
G30086RR	919	e80ea249	cfg	extended
G30089VH	3227	e7d77699	cfg	extended
G30090XJ	1793	c753ff28	cfg	extended
G30094FR	1955	9548e04b	cfg	extended
G30106GO	4375	af210c3c	cfg	extended
G30106ON	884	1c08ed75	cfg	extended
G30109UP	3500	e2197d21	cfg	extended
G30110MN	1144	ef107a59	cfg	extended
G30110UW	1686	84077930	cfg	extended
G30115SP	4263	67fd83e0	cfg	extended
G30116LI	1684	6fed0a06	cfg	extended
G30119VI	1758	e23dbd6c	cfg	extended
G30128LJ	4638	2296b015	cfg	extended
G30129GW	2477	1872a36b	cfg	extended
G30131YB	1725	9a7e08e8	cfg	extended
G30140II	4079	480c01ed	cfg	extended
G30142LS	5938	5357e063	cfg	extended
G30159WR	3140	42ef9d38	cfg	extended
G30162MK	712	ebc4109c	cfg	extended
G30173NO	1743	65cdd050	cfg	extended
G30173RI	5032	35a568c9	cfg	extended
G30182GR	1392	f8a97256	cfg	extended
G30182VC	2568	282624d6	cfg	extended
G30185HJ	4250	0033c5ef	cfg	extended
G30187JM	1615	76f5406b	cfg	extended
G30189TQ	2020	85eaac41	cfg	extended
G30192OA	1419	a87038c7	cfg	extended
G30202PY	3830	63e0c70b	cfg	extended
G30207PZ	1163	00db6ce6	cfg	extended
G30209GK	1740	4ae4a874	cfg	extended
G30213GE	1229	583e1807	cfg	extended
G30214PS	1748	9853c18e	cfg	extended
G30215PM	2182	3a0b0bf6	cfg	extended
G30216ZQ	1643	bad92c1a	cfg	extended
G30225PF	2257	b4d5a590	cfg	extended
G30233OG	1329	c66641c8	cfg	extended
G30239EK	1137	8e79fc3c	cfg	extended
G30241UB	2225	190c9e6d	cfg	extended
G30252GL	3820	52d09021	cfg	extended
G30255XL	1988	c4aa8dac	cfg	extended
G30258SY	5322	c3c3660b	cfg	extended
G30265TJ	2173	1036c436	cfg	extended
G30268KJ	2553	83b1c16f	cfg	extended
G30284BK	2364	c0921a16	cfg	extended
G30285AP	2506	ce39989b	cfg	extended
G30285SX	1375	f3638cfa	cfg	extended
G30291YK	2874	822aa10e	cfg	extended
G30292KC	7160	a5b75fe3	cfg	extended
G30292OP	1485	3ca44e19	cfg	extended
G30293CE	3186	5705fee3	cfg	extended
G30293NE	3791	af3ed515	cfg	extended
G30294CC	1156	a1e02cda	cfg	extended
G30294MN	1099	630e15a7	cfg	extended
G30295SC	1886	a8894105	cfg	extended
G30299SS	3682	c57ea119	cfg	extended
G30302VM	3960	53e432c1	cfg	extended
G30303UZ	3726	9775b8c3	cfg	extended
G30304DE	2896	3d57e879	cfg	extended
G30304IT	1844	2b2e279c	cfg	extended
G30306AR	1099	d2f14561	cfg	extended
G30308ZS	3188	dbbfe1fc	cfg	extended
G30309QX	3618	11336a16	cfg	extended
G30309UU	1157	89736ab4	cfg	extended
G30314KB	3787	57678bde	cfg	extended
G30314VR	2071	95c47de5	cfg	extended
G30319FW	4010	c8baa56e	cfg	extended
G30335ZU	3074	2c0fa286	cfg	extended
G30340TO	1313	14265eb8	cfg	extended
G30344LH	4840	0ad191e4	cfg	extended
G30344QY	4642	de18b799	cfg	extended
G30347FC	2252	df524d73	cfg	extended
G30350VC	1165	1ab6a6ed	cfg	extended
G30351CM	4930	7052c604	cfg	extended
G30352SX	2061	61723b15	cfg	extended
G30352TK	949	bc33b9bf	cfg	extended
G30356CR	1707	30d4dd01	cfg	extended
G30356XK	1424	175ee32d	cfg	extended
G30367FC	2405	79a39953	cfg	extended
G30372CO	2003	1be10995	cfg	extended
G30372RV	2801	7d95fb57	cfg	extended
G30372WK	3721	901308d5	cfg	extended
G30377PI	1028	29dcef57	cfg	extended
G30391YC	2515	517bf45d	cfg	extended
G30392XP	3094	d8bc230c	cfg	extended
G30395OK	2365	452e6539	cfg	extended
G30399ZO	1276	b099c08c	cfg	extended
G30404XZ	4204	fc5948a1	cfg	extended
G30407TS	587	39b92bb6	cfg	extended
G30409YH	1069	7feae8a0	cfg	extended
G30412ER	3656	452da121	cfg	extended
G30416OM	2842	37ed5d8a	cfg	extended
G30419QQ	1535	b8b80bd4	cfg	extended
G30425ZJ	1460	1df2c4c7	cfg	extended
G30433EA	1607	01e99e1f	cfg	extended
G30434GV	2718	01896e72	cfg	extended
G30434OH	1896	31afb97b	cfg	extended
G30434QC	2228	bb98bec2	cfg	extended
G30436PR	1264	cfea4b9d	cfg	extended
G30437YI	6573	c4f7c3ed	cfg	extended
G30439IP	3604	96777498	cfg	extended
G30443NG	2674	3a90bc61	cfg	extended
G30443WG	5752	0febb3a9	cfg	extended
G30444XG	3404	28208e71	cfg	extended
G30447NS	5895	34abfe95	cfg	extended
G30458QX	794	60441956	cfg	extended
G30460NZ	3964	058b32da	cfg	extended
G30463NC	673	e7f4c09a	cfg	extended
G30478GF	4342	0ab7b2b3	cfg	extended
G30483FB	4077	ab90a90a	cfg	extended
G30499XP	2483	b9be23ff	cfg	extended
G30502CS	1084	75682c5b	cfg	extended
G30502RO	3289	5deaa2db	cfg	extended
G30505TQ	3411	4ed70495	cfg	extended
G30514JJ	2366	f363bb87	cfg	extended
G30519DD	1328	1177fe33	cfg	extended
G30524AR	2646	77c92e91	cfg	extended
G30524IG	1205	438eb1fb	cfg	extended
G30529FG	4222	2e329d06	cfg	extended
G30532XG	1624	93aab7cc	cfg	extended
G30542PN	3808	175f03d2	cfg	extended
G30545KN	2264	cf00fb86	cfg	extended
G30547LG	3833	1c948dde	cfg	extended
G30553WH	2318	2ead83af	cfg	extended
G30558FP	3883	74e8d86a	cfg	extended
G30558XQ	1685	d1498cde	cfg	extended
G30562SO	3305	15cca64a	cfg	extended
G30565GZ	1852	7fc7e0b5	cfg	extended
G30567BL	4034	b7109c3a	cfg	extended
G30567WW	1485	6ebefd94	cfg	extended
G30569KZ	3562	d9c1d2cf	cfg	extended
G30571QM	3685	5ba5105a	cfg	extended
G30572WK	1597	d42e923c	cfg	extended
G30573LF	1574	dbfaa423	cfg	extended
G30573LP	4077	c96c922e	cfg	extended
G30578JR	4761	abb405db	cfg	extended
G30580XW	1966	1a729452	cfg	extended
G30581JZ	1576	a9b5450f	cfg	extended
G30582JO	3419	d6bdafb3	cfg	extended
G30585MP	2622	68d03ff2	cfg	extended
G30586ZX	1772	897b3d9e	cfg	extended
G30588SI	3305	5796e5df	cfg	extended
G30590EC	1413	131aca95	cfg	extended
G30590KA	592	27e3e52b	cfg	extended
G30593ZL	5266	d49c8638	cfg	extended
G30599HV	1138	dae33c5f	cfg	extended
G30600DE	2320	04fa80c5	cfg	extended
G30606LM	1456	e4a4bdbc	cfg	extended
G30609WQ	1448	d13bfb4b	cfg	extended
G30614QN	2836	aca1c920	cfg	extended
G30614RW	3768	1fe234df	cfg	extended
G30615JE	3733	0f49058d	cfg	extended
G30616LC	1514	101a8e3d	cfg	extended
