GlyTouCanAccession	PubMedID	Source	SourceID
G49108TO	15807538	GlyTouCan	G49108TO
G49108TO	1583718	GlyTouCan	G49108TO
G49108TO	16000877	GlyTouCan	G49108TO
G49108TO	16052526	GlyTouCan	G49108TO
G49108TO	16107505	GlyTouCan	G49108TO
G49108TO	16182253	GlyTouCan	G49108TO
G49108TO	16227201	GlyTouCan	G49108TO
G49108TO	16244361	GlyTouCan	G49108TO
G49108TO	1629228	GlyTouCan	G49108TO
G49108TO	16452088	GlyTouCan	G49108TO
G49108TO	16964247	GlyTouCan	G49108TO
G49108TO	1730617	GlyTouCan	G49108TO
G49108TO	1850914	GlyTouCan	G49108TO
G49108TO	1901592	GlyTouCan	G49108TO
G49108TO	19458039	GlyTouCan	G49108TO
G49108TO	19506079	GlyTouCan	G49108TO
G49108TO	2110822	UniCarbKB	1219
G49108TO	2116002	GlyTouCan	G49108TO
G49108TO	2120471	GlyTouCan	G49108TO
G49108TO	2437126	GlyTouCan	G49108TO
G49108TO	3117790	GlyTouCan	G49108TO
G49108TO	3139301	GlyTouCan	G49108TO
G49108TO	3571327	GlyTouCan	G49108TO
G49108TO	7538124	GlyTouCan	G49108TO
G49108TO	7538124	UniCarbKB	1219
G49108TO	7642555	GlyTouCan	G49108TO
G49108TO	7642555	UniCarbKB	1219
G49108TO	7646495	GlyTouCan	G49108TO
G49108TO	7650762	GlyTouCan	G49108TO
G49108TO	7692398	GlyTouCan	G49108TO
G49108TO	77532821	GlyTouCan	G49108TO
G49108TO	7753821	GlyTouCan	G49108TO
G49108TO	7876162	GlyTouCan	G49108TO
G49108TO	7966627	GlyTouCan	G49108TO
G49108TO	8063760	GlyTouCan	G49108TO
G49108TO	8344278	UniCarbKB	1219
G49108TO	8344946	GlyTouCan	G49108TO
G49108TO	8344946	UniCarbKB	1219
G49108TO	8486697	GlyTouCan	G49108TO
G49108TO	8632915	GlyTouCan	G49108TO
G49108TO	8639509	GlyTouCan	G49108TO
G49108TO	8647865	GlyTouCan	G49108TO
G49108TO	8702840	GlyTouCan	G49108TO
G49108TO	8707423	GlyTouCan	G49108TO
G49108TO	8940148	GlyTouCan	G49108TO
G49108TO	8999954	GlyTouCan	G49108TO
G49108TO	8999954	UniCarbKB	1219
G49108TO	9079710	GlyTouCan	G49108TO
G49108TO	9092834	GlyTouCan	G49108TO
G49108TO	9111324	GlyTouCan	G49108TO
G49108TO	9343410	GlyTouCan	G49108TO
G49108TO	9499386	GlyTouCan	G49108TO
G49108TO	9502801	GlyTouCan	G49108TO
G49108TO	9917327	GlyTouCan	G49108TO
G49112ZN	10520260	GlyTouCan	G49112ZN
G49284IH	24766575	UniCarbKB	comp_HexNAc4Hex6dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G49284IH	24841998	UniCarbKB	comp_HexNAc4Hex6dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G49284IH	32841605	UniCarbKB	comp_HexNAc4Hex6dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G49305IN	2136357	UniCarbKB	5168
G49305IN	9884403	UniCarbKB	5168
G49345XT	23345538	UniCarbKB	comp_HexNAc4Hex7dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49446SO	10764840	UniCarbKB	2007
G49446SO	11805077	UniCarbKB	2007
G49446SO	2550193	UniCarbKB	2007
G49446SO	2813359	UniCarbKB	2007
G49446SO	3179269	UniCarbKB	2007
G49446SO	8460945	UniCarbKB	2007
G49446SO	8477709	UniCarbKB	2007
G49478NM	7620335	UniCarbKB	1929
G49632WD	1388166	UniCarbKB	482
G49632WD	1421757	UniCarbKB	482
G49632WD	2049076	UniCarbKB	482
G49632WD	2403553	UniCarbKB	482
G49632WD	7780197	UniCarbKB	482
G49632WD	8639592	UniCarbKB	482
G49632WD	9654101	UniCarbKB	482
G49739MP	22171320	UniCarbKB	comp_HexNAc6Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49739MP	29671580	UniCarbKB	comp_HexNAc6Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49739MP	29741879	UniCarbKB	comp_HexNAc6Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49739MP	32366695	UniCarbKB	comp_HexNAc6Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49739MP	32841605	UniCarbKB	comp_HexNAc6Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49739MP	33077685	UniCarbKB	comp_HexNAc6Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49739MP	34004174	UniCarbKB	comp_HexNAc6Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49743VF	1820200	UniCarbKB	1319
G49743VF	1991473	UniCarbKB	1319
G49743VF	8026573	UniCarbKB	1319
G49743VF	9449027	UniCarbKB	1319
G49755GI	33077685	UniCarbKB	comp_HexNAc6Hex6dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G49906RN	32363391	UniCarbKB	comp_HexNAc6Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49906RN	32366695	UniCarbKB	comp_HexNAc6Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49906RN	33077685	UniCarbKB	comp_HexNAc6Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	22171320	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	23345538	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	24090084	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	24766575	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	24841998	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	26791533	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	30659065	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	32363391	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	32366695	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	32841605	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	33077685	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	34004174	UniCarbKB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G49955PK	34106099	UniCarbKB	G49955PK
G49991UY	17956937	UniCarbKB	7671
G50073PQ	24090084	UniCarbKB	comp_HexNAc4Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G50073PQ	24766575	UniCarbKB	comp_HexNAc4Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G50073PQ	24841998	UniCarbKB	comp_HexNAc4Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G50073PQ	29671580	UniCarbKB	comp_HexNAc4Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G50073PQ	29741879	UniCarbKB	comp_HexNAc4Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G50073PQ	32366695	UniCarbKB	comp_HexNAc4Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G50073PQ	32841605	UniCarbKB	comp_HexNAc4Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G50073PQ	34106099	UniCarbKB	G50073PQ
G50093PV	20593269	GlyTouCan	G50093PV
G50106JX	24090084	UniCarbKB	7931
G50131RA	16834341	UniCarbKB	7594
G50143PC	24841998	UniCarbKB	comp_HexNAc9Hex7dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G50166FV	34191522	UniCarbKB	G50166FV
G50200KE	34191522	UniCarbKB	G50200KE
G50210FA	15536627	UniCarbKB	7622
G50336DT	34191522	UniCarbKB	G50336DT
G50353PP	1694115	UniCarbKB	2595
G50353PP	6192908	UniCarbKB	2595
G50353PP	7679920	UniCarbKB	2595
G50353PP	7686446	UniCarbKB	2595
G50372IH	26791533	UniCarbKB	comp_HexNAc3Hex6dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G50372IH	29741879	UniCarbKB	comp_HexNAc3Hex6dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G50489VC	10764840	UniCarbKB	1745
G50489VC	11805077	UniCarbKB	1745
G50489VC	2550193	UniCarbKB	1745
G50489VC	2813359	UniCarbKB	1745
G50489VC	3179269	UniCarbKB	1745
G50489VC	8460945	UniCarbKB	1745
G50489VC	8477709	UniCarbKB	1745
G50739NP	18642129	UniCarbKB	7510
G50886AE	10491405	GlyTouCan	G50886AE
G50886AE	12183547	GlyTouCan	G50886AE
G50888WV	10764840	UniCarbKB	4792
G50888WV	11805077	UniCarbKB	4792
G50888WV	2550193	UniCarbKB	4792
G50888WV	2813359	UniCarbKB	4792
G50888WV	3179269	UniCarbKB	4792
G50888WV	8460945	UniCarbKB	4792
G50888WV	8477709	UniCarbKB	4792
G50903RY	17956937	UniCarbKB	7418
G51056AN	16310757	GlyTouCan	G51056AN
G51056AN	21665197	GlyTouCan	G51056AN
G51056AN	6400487	GlyTouCan	G51056AN
G51056AN	8424790	GlyTouCan	G51056AN
G51056AN	843521	GlyTouCan	G51056AN
G51056AN	8486553	GlyTouCan	G51056AN
G51057KO	10764840	UniCarbKB	4789
G51057KO	11805077	UniCarbKB	4789
G51057KO	2550193	UniCarbKB	4789
G51057KO	2813359	UniCarbKB	4789
G51057KO	3179269	UniCarbKB	4789
G51057KO	8460945	UniCarbKB	4789
G51057KO	8477709	UniCarbKB	4789
G51098AA	2136357	UniCarbKB	5154
G51098AA	9884403	UniCarbKB	5154
G51177EP	16834341	UniCarbKB	7639
G51331BY	21057010	GlyTouCan	G51331BY
G51352HP	17056022	GlyTouCan	G51352HP
G51367TM	1820200	UniCarbKB	2557
G51367TM	1991473	UniCarbKB	2557
G51367TM	8026573	UniCarbKB	2557
G51367TM	9449027	UniCarbKB	2557
G51369CD	11676606	UniCarbKB	7775
G51497BL	16834341	UniCarbKB	7728
G51535NO	14706443	GlyTouCan	G51535NO
G51562OR	1388166	UniCarbKB	3155
G51562OR	8639592	UniCarbKB	3155
G51572MS	33077685	UniCarbKB	comp_HexNAc6Hex10dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G51623PN	10814696	UniCarbKB	7875
G51623PN	11447134	UniCarbKB	7810
G51623PN	11676606	UniCarbKB	7875
G51623PN	18729387	UniCarbKB	7875
G51623PN	19864504	UniCarbKB	7875
G51637RO	33077685	UniCarbKB	comp_HexNAc8Hex9dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G51793MY	1997323	UniCarbKB	1245
G51793MY	24090084	UniCarbKB	1245
G51793MY	33993882	UniCarbKB	G51793MY
G51793MY	8202534	UniCarbKB	1245
G51828AY	18279843	GlyTouCan	G51828AY
G51941GC	17591618	UniCarbKB	7872
G51941GC	19343721	UniCarbKB	7833
G51941GC	19343721	UniCarbKB	8104
G51941GC	24279413	UniCarbKB	7872
G51941GC	24884609	UniCarbKB	7872
G51941GC	8130392	UniCarbKB	7833
G51941GC	8130392	UniCarbKB	8104
G52003QG	10200178	UniCarbKB	7659
G52038JM	8323280	UniCarbKB	1881
G52080WL	10024660	UniCarbKB	2979
G52080WL	14693913	UniCarbKB	2979
G52080WL	8404899	UniCarbKB	2979
G52122ZD	15454184	UniCarbKB	7805
G52162PS	24766575	UniCarbKB	comp_HexNAc4Hex3dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G52162PS	24841998	UniCarbKB	comp_HexNAc4Hex3dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G52162PS	26791533	UniCarbKB	comp_HexNAc4Hex3dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G52342NM	8529226	GlyTouCan	G52342NM
G52361ZH	34106099	UniCarbKB	G52361ZH
G52428MJ	11180632	UniCarbKB	3381
G52428MJ	2110822	UniCarbKB	3381
G52428MJ	8344278	UniCarbKB	3381
G52622SW	2592374	UniCarbKB	1841
G52676LZ	2136357	UniCarbKB	5142
G52676LZ	9884403	UniCarbKB	5142
G52880ZN	10092871	UniCarbKB	1221
G52880ZN	33993882	UniCarbKB	G52880ZN
G52934AK	25802287	UniCarbKB	1647
G52934AK	34207636	UniCarbKB	G52934AK
G52966FX	8330904	GlyTouCan	G52966FX
G53000RQ	34207636	UniCarbKB	G53000RQ
G53151WW	34191522	UniCarbKB	G53151WW
G53168IY	8142896	UniCarbKB	2541
G53276NK	10024660	UniCarbKB	2985
G53276NK	11168369	UniCarbKB	2985
G53276NK	11676606	UniCarbKB	2985
G53276NK	11738084	UniCarbKB	2985
G53276NK	14693913	UniCarbKB	2985
G53276NK	34106099	UniCarbKB	G53276NK
G53276NK	34207636	UniCarbKB	G53276NK
G53276NK	7841792	UniCarbKB	2985
G53276NK	8202534	UniCarbKB	2985
G53276NK	8404899	UniCarbKB	2985
G53315IV	33077685	UniCarbKB	comp_HexNAc8Hex9dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G53402KW	8509380	GlyTouCan	G53402KW
G53434XO	22171320	UniCarbKB	comp_HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G53434XO	23234360	UniCarbKB	comp_HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G53434XO	26598643	UniCarbKB	comp_HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G53434XO	29671580	UniCarbKB	comp_HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G53434XO	30459171	UniCarbKB	comp_HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G53434XO	32518941	UniCarbKB	comp_HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G53434XO	33077685	UniCarbKB	comp_HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G53434XO	34004174	UniCarbKB	comp_HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G53434XO	34106099	UniCarbKB	G53434XO
G53450AF	2592374	UniCarbKB	3949
G53517XC	1379980	GlyTouCan	G53517XC
G53517XC	1567198	GlyTouCan	G53517XC
G53517XC	3192544	GlyTouCan	G53517XC
G53517XC	3571288	GlyTouCan	G53517XC
G53517XC	8262898	GlyTouCan	G53517XC
G53517XC	8770642	GlyTouCan	G53517XC
G53517XC	9621110	GlyTouCan	G53517XC
G53604QR	17956937	UniCarbKB	7749
G53752TA	10764840	UniCarbKB	1525
G53752TA	11805077	UniCarbKB	1525
G53752TA	2136357	UniCarbKB	1525
G53752TA	24090084	UniCarbKB	1525
G53752TA	2550193	UniCarbKB	1525
G53752TA	2592374	UniCarbKB	1525
G53752TA	2813359	UniCarbKB	1525
G53752TA	3179269	UniCarbKB	1525
G53752TA	8460945	UniCarbKB	1525
G53752TA	8477709	UniCarbKB	1525
G53752TA	9884403	UniCarbKB	1525
G53851IA	9116006	GlyTouCan	G53851IA
G53854XZ	2514791	UniCarbKB	7712
G53909TO	34191522	UniCarbKB	G53909TO
G53933HU	1820200	UniCarbKB	1103
G53933HU	1991473	UniCarbKB	1103
G53933HU	8026573	UniCarbKB	1103
G53933HU	9449027	UniCarbKB	1103
G53962WT	1820200	UniCarbKB	1721
G53962WT	1991473	UniCarbKB	1721
G53962WT	2592374	UniCarbKB	1721
G53962WT	8026573	UniCarbKB	1721
G53962WT	9449027	UniCarbKB	1721
G53965RU	19088065	UniCarbKB	7637
G53985AY	1820200	UniCarbKB	1723
G53985AY	1991473	UniCarbKB	1723
G53985AY	8026573	UniCarbKB	1723
G53985AY	9449027	UniCarbKB	1723
G54018RP	2136357	UniCarbKB	5178
G54018RP	9884403	UniCarbKB	5178
G54059XR	17956937	UniCarbKB	7687
G54059XR	24308486	UniCarbKB	7687
G54406UD	10469154	GlyTouCan	G54406UD
G54406UD	10559782	GlyTouCan	G54406UD
G54406UD	11070366	GlyTouCan	G54406UD
G54406UD	1107336	GlyTouCan	G54406UD
G54406UD	11208904	GlyTouCan	G54406UD
G54406UD	11425798	GlyTouCan	G54406UD
G54406UD	11875281	GlyTouCan	G54406UD
G54406UD	12032138	GlyTouCan	G54406UD
G54406UD	12106326	GlyTouCan	G54406UD
G54406UD	12213450	GlyTouCan	G54406UD
G54406UD	12358771	GlyTouCan	G54406UD
G54406UD	12383500	GlyTouCan	G54406UD
G54406UD	12511570	GlyTouCan	G54406UD
G54406UD	12700241	GlyTouCan	G54406UD
G54406UD	12765790	GlyTouCan	G54406UD
G54406UD	12874601	GlyTouCan	G54406UD
G54406UD	1289052	GlyTouCan	G54406UD
G54406UD	1370890	GlyTouCan	G54406UD
G54406UD	14658030	GlyTouCan	G54406UD
G54406UD	1714552	GlyTouCan	G54406UD
G54406UD	1717490	GlyTouCan	G54406UD
G54406UD	1723642	GlyTouCan	G54406UD
G54406UD	2338555	GlyTouCan	G54406UD
G54406UD	2409487	GlyTouCan	G54406UD
G54406UD	2430667	GlyTouCan	G54406UD
G54406UD	2433270	GlyTouCan	G54406UD
G54406UD	2433689	GlyTouCan	G54406UD
G54406UD	2445915	GlyTouCan	G54406UD
G54406UD	2448311	GlyTouCan	G54406UD
G54406UD	2449968	GlyTouCan	G54406UD
G54406UD	2459311	GlyTouCan	G54406UD
G54406UD	2471598	GlyTouCan	G54406UD
G54406UD	3217051	GlyTouCan	G54406UD
G54406UD	3553447	GlyTouCan	G54406UD
G54406UD	3817300	GlyTouCan	G54406UD
G54406UD	4033770	GlyTouCan	G54406UD
G54406UD	6206400	GlyTouCan	G54406UD
G54406UD	6207463	GlyTouCan	G54406UD
G54406UD	6207939	GlyTouCan	G54406UD
G54406UD	6355895	GlyTouCan	G54406UD
G54406UD	6514226	GlyTouCan	G54406UD
G54406UD	6790607	GlyTouCan	G54406UD
G54406UD	7477903	GlyTouCan	G54406UD
G54406UD	7539963	GlyTouCan	G54406UD
G54406UD	7679503	GlyTouCan	G54406UD
G54406UD	8663259	GlyTouCan	G54406UD
G54406UD	8794950	GlyTouCan	G54406UD
G54406UD	8798480	GlyTouCan	G54406UD
G54406UD	9048776	GlyTouCan	G54406UD
G54406UD	9083013	GlyTouCan	G54406UD
G54406UD	9210489	GlyTouCan	G54406UD
G54406UD	9478973	GlyTouCan	G54406UD
G54406UD	9800516	GlyTouCan	G54406UD
G54417MJ	29671580	UniCarbKB	comp_HexNAc6Hex6dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54417MJ	32366695	UniCarbKB	comp_HexNAc6Hex6dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54417MJ	32841605	UniCarbKB	comp_HexNAc6Hex6dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54417MJ	33077685	UniCarbKB	comp_HexNAc6Hex6dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54417MJ	33135055	UniCarbKB	G54417MJ
G54600FO	21609021	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	24090084	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	24393138	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	24766575	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	24841998	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	29671580	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	29741879	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	30659065	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	32363391	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	32366695	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	32841605	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	33077685	UniCarbKB	comp_HexNAc4Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54600FO	33135055	UniCarbKB	G54600FO
G54600FO	34106099	UniCarbKB	G54600FO
G54652ZD	18729387	UniCarbKB	7535
G54682XF	17956937	UniCarbKB	7761
G54733XO	1587788	GlyTouCan	G54733XO
G54733XO	1618794	GlyTouCan	G54733XO
G54733XO	7710562	GlyTouCan	G54733XO
G54733XO	8221098	GlyTouCan	G54733XO
G54795GY	34191522	UniCarbKB	G54795GY
G54826OZ	2417620	GlyTouCan	G54826OZ
G54826OZ	2446741	GlyTouCan	G54826OZ
G54929QT	33993882	UniCarbKB	G54929QT
G54937EM	2111348	GlyTouCan	G54937EM
G54937EM	2509467	GlyTouCan	G54937EM
G54992WG	21609021	UniCarbKB	comp_HexNAc3Hex7dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G54992WG	29671580	UniCarbKB	comp_HexNAc3Hex7dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G55205ZV	1182122	GlyTouCan	G55205ZV
G55205ZV	16563047	GlyTouCan	G55205ZV
G55216FT	23345538	UniCarbKB	comp_HexNAc7Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55216FT	33077685	UniCarbKB	comp_HexNAc7Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55220VL	10207177	UniCarbKB	7666
G55220VL	11676606	UniCarbKB	7666
G55220VL	17293352	UniCarbKB	7666
G55220VL	2136357	UniCarbKB	7666
G55220VL	24090084	UniCarbKB	7666
G55220VL	2514791	UniCarbKB	7666
G55220VL	2573604	UniCarbKB	7666
G55220VL	4077844	UniCarbKB	7666
G55220VL	7514386	UniCarbKB	7666
G55220VL	9884403	UniCarbKB	7666
G55373ZG	10024660	UniCarbKB	2983
G55373ZG	14693913	UniCarbKB	2983
G55373ZG	8404899	UniCarbKB	2983
G55382TU	24090084	UniCarbKB	comp_HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55382TU	24393138	UniCarbKB	comp_HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55382TU	29671580	UniCarbKB	comp_HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55382TU	32366695	UniCarbKB	comp_HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55382TU	32841605	UniCarbKB	comp_HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55382TU	33077685	UniCarbKB	comp_HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55382TU	33135055	UniCarbKB	G55382TU
G55382TU	34004174	UniCarbKB	comp_HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G55504WE	16834341	UniCarbKB	7885
G55699TS	18313038	GlyTouCan	G55699TS
G55783TD	17956937	UniCarbKB	7710
G55914PY	9712792	GlyTouCan	G55914PY
G55914PY	9916124	GlyTouCan	G55914PY
G55982TK	34106099	UniCarbKB	G55982TK
G56045WU	107170	GlyTouCan	G56045WU
G56045WU	16107727	GlyTouCan	G56045WU
G56045WU	2426270	GlyTouCan	G56045WU
G56045WU	3796623	GlyTouCan	G56045WU
G56045WU	429966	GlyTouCan	G56045WU
G56045WU	438154	GlyTouCan	G56045WU
G56045WU	6653876	GlyTouCan	G56045WU
G56045WU	6770273	GlyTouCan	G56045WU
G56045WU	687374	GlyTouCan	G56045WU
G56045WU	6987651	GlyTouCan	G56045WU
G56045WU	7004456	GlyTouCan	G56045WU
G56069TX	19088065	UniCarbKB	7586
G56124CR	33993882	UniCarbKB	G56124CR
G56245IE	3514617	UniCarbKB	518
G56245IE	4091823	UniCarbKB	518
G56245IE	6190803	UniCarbKB	518
G56245IE	6619126	UniCarbKB	518
G56245IE	7430095	UniCarbKB	518
G56245IE	8384526	UniCarbKB	518
G56269EA	11180632	UniCarbKB	3399
G56269EA	2110822	UniCarbKB	3399
G56269EA	8344278	UniCarbKB	3399
G56271TF	1820200	UniCarbKB	1317
G56271TF	1991473	UniCarbKB	1317
G56271TF	8026573	UniCarbKB	1317
G56271TF	9449027	UniCarbKB	1317
G56299XO	15967512	GlyTouCan	G56299XO
G56299XO	17855742	GlyTouCan	G56299XO
G56318NV	2136357	UniCarbKB	1197
G56318NV	9884403	UniCarbKB	1197
G56478LD	1726779	GlyTouCan	G56478LD
G56478LD	2111348	GlyTouCan	G56478LD
G56478LD	2153431	GlyTouCan	G56478LD
G56478LD	2159145	GlyTouCan	G56478LD
G56478LD	2449247	GlyTouCan	G56478LD
G56478LD	3167861	GlyTouCan	G56478LD
G56478LD	3731079	GlyTouCan	G56478LD
G56478LD	8262898	GlyTouCan	G56478LD
G56499YQ	2136357	UniCarbKB	1553
G56499YQ	9884403	UniCarbKB	1553
G56501FP	8942648	UniCarbKB	7153
G56516KW	10764840	UniCarbKB	1989
G56516KW	11805077	UniCarbKB	1989
G56516KW	2550193	UniCarbKB	1989
G56516KW	2813359	UniCarbKB	1989
G56516KW	3179269	UniCarbKB	1989
G56516KW	8460945	UniCarbKB	1989
G56516KW	8477709	UniCarbKB	1989
G56516VH	23747419	GlyTouCan	G56516VH
G56516VH	2414279	GlyTouCan	G56516VH
G56516VH	8586620	GlyTouCan	G56516VH
G56555MU	24090084	UniCarbKB	7946
G56558YT	34191522	UniCarbKB	G56558YT
G56610MH	29741879	UniCarbKB	comp_HexNAc6Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G56610MH	32366695	UniCarbKB	comp_HexNAc6Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G56610MH	32841605	UniCarbKB	comp_HexNAc6Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G56610MH	33077685	UniCarbKB	comp_HexNAc6Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G56610MH	33135055	UniCarbKB	G56610MH
G56610MH	34004174	UniCarbKB	comp_HexNAc6Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G56682BC	10764840	UniCarbKB	8
G56682BC	11805077	UniCarbKB	8
G56682BC	2033371	UniCarbKB	8
G56682BC	2049076	UniCarbKB	8
G56682BC	2550193	UniCarbKB	8
G56682BC	2813359	UniCarbKB	8
G56682BC	2943741	UniCarbKB	8
G56682BC	2971663	UniCarbKB	8
G56682BC	3179269	UniCarbKB	8
G56682BC	3514617	UniCarbKB	8
G56682BC	4091823	UniCarbKB	8
G56682BC	6190803	UniCarbKB	8
G56682BC	6619126	UniCarbKB	8
G56682BC	6684483	UniCarbKB	8
