GlyTouCan AC	Species Name	AnnotationCategory	Source	Source ID	tax_id
G00069MO	SARS	Subsumption	GNOme	G45827GY	
G00070MO	Human	Direct	GlyTouCan	G00070MO	9606
G00070MO	Mouse	Subsumption	GNOme	G58896AZ	
G00070MO	Rat	Subsumption	GNOme	G58896AZ	
G00071MO	Human	Subsumption	GNOme	G21856LC	
G00071MO	Mouse	Subsumption	GNOme	G21856LC	
G00071MO	Rat	Subsumption	GNOme	G21856LC	
G00076PK	Human	Direct	GlyTouCan	G00076PK	9606
G00082CQ	Human	Subsumption	GNOme	G46473CN	
G00087BY	Human	Subsumption	GNOme	G24812WY	
G00087BY	Human	Subsumption	GNOme	G25423CA	
G00087BY	Human	Subsumption	GNOme	G27983PC	
G00087BY	Human	Subsumption	GNOme	G32659RY	
G00087BY	Human	Subsumption	GNOme	G38217AM	
G00087BY	Human	Subsumption	GNOme	G72406BE	
G00087BY	Human	Subsumption	GNOme	G96932XT	
G00089VH	Human	Direct	GlyTouCan	G00089VH	9606
G00105XF	Human	Subsumption	GNOme	G85136IQ	
G00106LE	Human	Subsumption	GNOme	G08961VV	
G00106LE	Mouse	Subsumption	GNOme	G00672PE	
G00109SL	Human	Subsumption	GNOme	G25416CE	
G00109SL	Mouse	Subsumption	GNOme	G25416CE	
G00109SL	SARS	Subsumption	GNOme	G25416CE	
G00112IO	Human	Direct	GlyTouCan	G00112IO	9606
G00116QX	Human	Subsumption	GNOme	G07689ET	
G00116QX	Human	Subsumption	GNOme	G16970LX	
G00116QX	Human	Subsumption	GNOme	G91144VS	
G00120OY	Human	Subsumption	GNOme	G43660IT	
G00120QS	Human	Subsumption	GNOme	G05108UT	
G00120QS	Human	Subsumption	GNOme	G22573RC	
G00120QS	Mouse	Subsumption	GNOme	G22573RC	
G00120QS	Rat	Subsumption	GNOme	G05108UT	
G00120QS	Rat	Subsumption	GNOme	G22573RC	
G00140YZ	Human	Subsumption	GNOme	G38812YS	
G00155YT	Human	Direct	GlyConnect	1542	9606
G00167VE	Human	Subsumption	GNOme	G56852BX	
G00167VE	Human	Subsumption	GNOme	G72221XM	
G00176HZ	Human	Direct	GlyConnect	359	9606
G00176HZ	Human	Direct	UniCarbKB	3287	9606
G00176HZ	Rat	Direct	GlyConnect	359	10116
G00185NL	Human	Subsumption	GNOme	G20578GS	
G00185NL	Human	Subsumption	GNOme	G25554YF	
G00194GV	Human	Subsumption	GNOme	G00362UY	
G00194GV	Human	Subsumption	GNOme	G35446HX	
G00194GV	Human	Subsumption	GNOme	G46208LD	
G00194GV	Human	Subsumption	GNOme	G75319OX	
G00194GV	Human	Subsumption	GNOme	G86851RC	
G00194GV	Human	Subsumption	GNOme	G91028VZ	
G00194GV	Mouse	Subsumption	GNOme	G46208LD	
G00194GV	Mouse	Subsumption	GNOme	G86851RC	
G00194GV	Rat	Subsumption	GNOme	G00362UY	
G00194GV	Rat	Subsumption	GNOme	G46208LD	
G00194GV	Rat	Subsumption	GNOme	G86851RC	
G00194GV	SARS	Direct	GLYDS000479		2697049
G00194GV	SARS	Direct	UniCarbKB	comp_HexNAc1Hex0dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	2697049
G00194ZL	Human	Subsumption	GNOme	G25891YZ	
G00199JR	Rat	Direct	GlyTouCan	G00199JR	10116
G00204EX	Human	Subsumption	GNOme	G26242QL	
G00212ZT	Human	Direct	GlyTouCan	G00212ZT	9606
G00219DO	Human	Subsumption	GNOme	G49664YG	
G00219DO	Human	Subsumption	GNOme	G88417ED	
G00219VH	Human	Subsumption	GNOme	G00035MO	
G00219VH	Rat	Direct	GlyConnect	2620	10116
G00221CZ	Human	Subsumption	GNOme	G73308YY	
G00221CZ	Human	Subsumption	GNOme	G81349OI	
G00221CZ	Mouse	Subsumption	GNOme	G95222PD	
G00221CZ	Rat	Subsumption	GNOme	G22511DQ	
G00227RN	Human	Direct	GlyConnect	1772	9606
G00227RN	Human	Direct	UniCarbKB	7149	9606
G00227RN	Mouse	Subsumption	GNOme	G45209NR	
G00227RN	Mouse	Subsumption	GNOme	G91413ZX	
G00227RN	Rat	Subsumption	GNOme	G91413ZX	
G00229TF	Human	Subsumption	GNOme	G06341YK	
G00229TF	Human	Subsumption	GNOme	G38812YS	
G00229TF	Human	Subsumption	GNOme	G42154JB	
G00229TF	Human	Subsumption	GNOme	G50178BS	
G00229TF	Human	Subsumption	GNOme	G55051BJ	
G00229TF	Human	Subsumption	GNOme	G61411XJ	
G00229TF	Human	Subsumption	GNOme	G65909WP	
G00229TF	Human	Subsumption	GNOme	G70688TC	
G00229TF	Human	Subsumption	GNOme	G72319UQ	
G00229TF	Human	Subsumption	GNOme	G83412LT	
G00229TF	Human	Subsumption	GNOme	G84448IT	
G00229TF	Rat	Subsumption	GNOme	G05784LD	
G00229TF	Rat	Subsumption	GNOme	G06341YK	
G00229TF	Rat	Subsumption	GNOme	G35750SU	
G00229TF	Rat	Subsumption	GNOme	G84448IT	
G00229VQ	Human	Subsumption	GNOme	G15409BP	
G00230CO	Human	Subsumption	GNOme	G29676WX	
G00230CO	Human	Subsumption	GNOme	G75734VP	
G00230IL	Human	Subsumption	GNOme	G13894RO	
G00231WL	Human	Subsumption	GNOme	G19469VZ	
G00232ED	Human	Subsumption	GNOme	G24413UY	
G00232ED	Human	Subsumption	GNOme	G43984TE	
G00232ED	Human	Subsumption	GNOme	G48185FI	
G00232ED	Human	Subsumption	GNOme	G53985AY	
G00232ED	Human	Subsumption	GNOme	G68059HB	
G00232ED	Human	Subsumption	GNOme	G81915YU	
G00232ED	Mouse	Subsumption	GNOme	G50487BS	
G00232ED	Mouse	Subsumption	GNOme	G81915YU	
G00232ED	Rat	Subsumption	GNOme	G43984TE	
G00235HI	Human	Subsumption	GNOme	G73073LQ	
G00249IY	Human	Direct	GlyConnect	2511	9606
G00249IY	SARS	Subsumption	GNOme	G71367OV	
G00249XR	Human	Subsumption	GNOme	G13672YG	
G00249XR	Human	Subsumption	GNOme	G27040MJ	
G00249XR	Human	Subsumption	GNOme	G31838XA	
G00249XR	Human	Subsumption	GNOme	G41331JX	
G00249XR	Human	Subsumption	GNOme	G44660UQ	
G00249XR	Human	Subsumption	GNOme	G47531XE	
G00249XR	Human	Subsumption	GNOme	G52112MC	
G00249XR	Human	Subsumption	GNOme	G55396DW	
G00249XR	Human	Subsumption	GNOme	G56271ML	
G00249XR	Human	Subsumption	GNOme	G60215UL	
G00249XR	Human	Subsumption	GNOme	G66265KN	
G00249XR	Human	Subsumption	GNOme	G87937HR	
G00249XR	Human	Subsumption	GNOme	G95617FJ	
G00249XR	Human	Subsumption	GNOme	G97765TT	
G00249XR	Mouse	Subsumption	GNOme	G21380FF	
G00249XR	Mouse	Subsumption	GNOme	G32898UF	
G00249XR	Mouse	Subsumption	GNOme	G35687VS	
G00249XR	Mouse	Subsumption	GNOme	G87937HR	
G00257UQ	Human	Subsumption	GNOme	G35199BM	
G00272VU	Human	Direct	GlyConnect	1535	9606
G00273SJ	Human	Subsumption	GNOme	G16441MS	
G00273SJ	Human	Subsumption	GNOme	G35747ZX	
G00273SJ	Human	Subsumption	GNOme	G51896IF	
G00279YF	Human	Direct	GlyTouCan	G00279YF	9606
G00281HB	Human	Direct	GlyConnect	2477	9606
G00281HB	Human	Direct	UniCarbKB	7675	9606
G00281HB	Mouse	Subsumption	GNOme	G16828VN	
G00281HB	Rat	Subsumption	GNOme	G16828VN	
G00283TT	Human	Subsumption	GNOme	G58921NR	
G00287UD	Human	Direct	GlyTouCan	G00287UD	9606
G00311MF	Human	Subsumption	GNOme	G25129BT	
G00311MF	Human	Subsumption	GNOme	G47421RS	
G00311MF	Mouse	Subsumption	GNOme	G25129BT	
G00311MF	Rat	Subsumption	GNOme	G25129BT	
G00313OR	Human	Subsumption	GNOme	G84020NP	
G00313OR	Mouse	Subsumption	GNOme	G36405UK	
G00313OR	Mouse	Subsumption	GNOme	G84020NP	
G00313OR	Rat	Subsumption	GNOme	G84020NP	
G00318AV	Human	Subsumption	GNOme	G04286YE	
G00318AV	Human	Subsumption	GNOme	G08146BT	
G00318AV	Human	Subsumption	GNOme	G08606CV	
G00318AV	Human	Subsumption	GNOme	G17689DH	
G00318AV	Human	Subsumption	GNOme	G30618VC	
G00318AV	Human	Subsumption	GNOme	G34946TH	
G00318AV	Human	Subsumption	GNOme	G35242IF	
G00318AV	Human	Subsumption	GNOme	G44264DI	
G00318AV	Human	Subsumption	GNOme	G49225WK	
G00318AV	Human	Subsumption	GNOme	G56749GV	
G00318AV	Human	Subsumption	GNOme	G59655SA	
G00318AV	Human	Subsumption	GNOme	G69725KG	
G00318AV	Human	Subsumption	GNOme	G72954XC	
G00318AV	Human	Subsumption	GNOme	G86294KR	
G00318AV	Human	Subsumption	GNOme	G86750HK	
G00318AV	Human	Subsumption	GNOme	G86881ZW	
G00318AV	Human	Subsumption	GNOme	G90889KG	
G00318AV	Human	Subsumption	GNOme	G96921ZU	
G00318AV	Mouse	Subsumption	GNOme	G17689DH	
G00318AV	Mouse	Subsumption	GNOme	G49225WK	
G00318AV	Mouse	Subsumption	GNOme	G56749GV	
G00318AV	Mouse	Subsumption	GNOme	G59655SA	
G00318AV	Mouse	Subsumption	GNOme	G69725KG	
G00318AV	Mouse	Subsumption	GNOme	G72954XC	
G00318AV	Mouse	Subsumption	GNOme	G81459MV	
G00318AV	Mouse	Subsumption	GNOme	G90889KG	
G00318AV	Mouse	Subsumption	GNOme	G96921ZU	
G00318AV	Rat	Subsumption	GNOme	G17689DH	
G00318AV	Rat	Subsumption	GNOme	G35242IF	
G00318AV	Rat	Subsumption	GNOme	G56749GV	
G00318AV	Rat	Subsumption	GNOme	G72954XC	
G00318AV	Rat	Subsumption	GNOme	G86750HK	
G00318AV	Rat	Subsumption	GNOme	G86881ZW	
G00318AV	Rat	Subsumption	GNOme	G90889KG	
G00318AV	Rat	Subsumption	GNOme	G96921ZU	
G00318AV	SARS	Subsumption	GNOme	G96921ZU	
G00320ZP	Rat	Direct	GlyConnect	2336	10116
G00320ZP	Rat	Direct	GlyTouCan	G00320ZP	10114
G00328HB	Human	Subsumption	GNOme	G03652TR	
G00328HB	Human	Subsumption	GNOme	G55220VL	
G00328HB	Mouse	Subsumption	GNOme	G03652TR	
G00328HB	Mouse	Subsumption	GNOme	G55220VL	
G00328HB	Rat	Subsumption	GNOme	G03652TR	
G00328HB	Rat	Subsumption	GNOme	G55220VL	
G00335JE	Mouse	Subsumption	GNOme	G34751ZZ	
G00335TI	Human	Subsumption	GNOme	G35619UY	
G00335TI	Human	Subsumption	GNOme	G48421GV	
G00335TI	Mouse	Subsumption	GNOme	G35619UY	
G00335TI	Mouse	Subsumption	GNOme	G48421GV	
G00338CG	Human	Subsumption	GNOme	G61420QM	
G00362UY	Human	Direct	GlyTouCan	G00362UY	9606
G00362UY	Mouse	Subsumption	GNOme	G46208LD	
G00362UY	Mouse	Subsumption	GNOme	G86851RC	
G00362UY	Rat	Direct	GlyTouCan	G00362UY	10114
G00370EI	Human	Direct	GlyTouCan	G00370EI	9606
G00381YD	Human	Subsumption	GNOme	G19949UL	
G00381YD	Rat	Subsumption	GNOme	G19949UL	
G00383YF	Rat	Subsumption	GNOme	G84260SO	
G00390GQ	Human	Subsumption	GNOme	G18946TX	
G00390GQ	Human	Subsumption	GNOme	G29940LU	
G00390GQ	Human	Subsumption	GNOme	G33532XU	
G00390GQ	Human	Subsumption	GNOme	G38887TM	
G00390GQ	Human	Subsumption	GNOme	G42089IU	
G00390GQ	Human	Subsumption	GNOme	G60890ZT	
G00390GQ	Human	Subsumption	GNOme	G66489LJ	
G00390GQ	Human	Subsumption	GNOme	G70649KP	
G00390GQ	Human	Subsumption	GNOme	G81541IU	
G00390GQ	Human	Subsumption	GNOme	G93470LV	
G00390GQ	Mouse	Subsumption	GNOme	G17326TY	
G00390GQ	Mouse	Subsumption	GNOme	G60890ZT	
G00390GQ	Mouse	Subsumption	GNOme	G66489LJ	
G00390GQ	Mouse	Subsumption	GNOme	G93470LV	
G00390GQ	Rat	Subsumption	GNOme	G60890ZT	
G00390GQ	Rat	Subsumption	GNOme	G66489LJ	
G00395TQ	Human	Direct	GlyConnect	1879	9606
G00395TQ	Human	Direct	GlyTouCan	G00395TQ	9606
G00395TQ	Human	Direct	UniCarbKB	2553	9606
G00395TQ	Mouse	Direct	GlyConnect	1879	10090
G00395TQ	Rat	Direct	GlyConnect	1879	10116
G00396DP	Human	Subsumption	GNOme	G93975QL	
G00396DP	Rat	Subsumption	GNOme	G32156ZV	
G00396IE	Human	Subsumption	GNOme	G06534UH	
G00396IE	Human	Subsumption	GNOme	G34595KJ	
G00396IE	Human	Subsumption	GNOme	G42264OV	
G00406II	Human	Direct	GlyConnect	345	9606
G00406II	Mouse	Direct	GlyConnect	345	10090
G00406II	Rat	Direct	GlyConnect	345	10116
G00406II	SARS	Direct	GlyConnect	345	2697049
G00407UJ	Human	Subsumption	GNOme	G21856LC	
G00407UJ	Mouse	Subsumption	GNOme	G21856LC	
G00407UJ	Rat	Subsumption	GNOme	G21856LC	
G00413UF	Human	Direct	GlyTouCan	G00413UF	9606
G00420UH	Human	Direct	GlyConnect	931	9606
G00428HK	Human	Direct	GlyTouCan	G00428HK	9606
G00430ZK	Human	Direct	GlyTouCan	G00430ZK	9606
G00432WV	Human	Direct	GlyTouCan	G00432WV	9606
G00432WV	Rat	Direct	GlyTouCan	G00432WV	10114
G00433UK	Mouse	Direct	GlyConnect	1062	10090
G00449DS	Human	Subsumption	GNOme	G05979QC	
G00449DS	Human	Subsumption	GNOme	G36157OV	
G00449DS	Human	Subsumption	GNOme	G52326GT	
G00449DS	Human	Subsumption	GNOme	G93955WL	
G00449DS	Human	Subsumption	GNOme	G94281RO	
G00449DS	Human	Subsumption	GNOme	G94407CM	
G00449DS	Mouse	Subsumption	GNOme	G93780IW	
G00449DS	Mouse	Subsumption	GNOme	G94281RO	
G00449DS	Mouse	Subsumption	GNOme	G99448WD	
G00450EO	Human	Subsumption	GNOme	G01031EZ	
G00450EO	Human	Subsumption	GNOme	G02646YL	
G00450EO	Human	Subsumption	GNOme	G27148YF	
G00450EO	Human	Subsumption	GNOme	G46031NV	
G00450EO	Human	Subsumption	GNOme	G69996RR	
G00450EO	Human	Subsumption	GNOme	G80368SD	
G00451UT	Human	Subsumption	GNOme	G03479ZN	
G00459BD	Mouse	Subsumption	GNOme	G26014MK	
G00461RR	Human	Subsumption	GNOme	G49104WF	
G00463XD	Human	Direct	UniCarbKB	7453	9606
G00470UO	Human	Direct	GlyTouCan	G00470UO	9606
G00482HJ	Human	Direct	GlyTouCan	G00482HJ	9606
G00483IX	Rat	Subsumption	GNOme	G91649BT	
G00487XO	Human	Subsumption	GNOme	G19958IL	
G00488OU	Human	Subsumption	GNOme	G16441MS	
G00488OU	Human	Subsumption	GNOme	G51896IF	
G00492CQ	Human	Direct	GlyTouCan	G00492CQ	9606
G00503EE	Mouse	Direct	GlyTouCan	G00503EE	10090
G00504PK	Human	Subsumption	GNOme	G08577PR	
G00504PK	Human	Subsumption	GNOme	G26145IL	
G00504PK	Human	Subsumption	GNOme	G42832NT	
G00504PZ	Human	Direct	GlyTouCan	G00504PZ	9606
G00504PZ	Rat	Direct	GlyTouCan	G00504PZ	10114
G00511LE	Human	Subsumption	GNOme	G70859XP	
G00520NI	Rat	Direct	GlyTouCan	G00520NI	10116
G00523PT	Human	Subsumption	GNOme	G53878DC	
G00531ZU	Human	Subsumption	GNOme	G23340ZN	
G00542QA	Human	Subsumption	GNOme	G03340FG	
G00542QA	Human	Subsumption	GNOme	G07646UD	
G00542QA	Human	Subsumption	GNOme	G25955UH	
G00542QA	Mouse	Subsumption	GNOme	G25955UH	
G00542QA	SARS	Subsumption	GNOme	G03340FG	
G00544JF	Mouse	Subsumption	GNOme	G34723UV	
G00544JF	Rat	Subsumption	GNOme	G30901GC	
G00544JF	Rat	Subsumption	GNOme	G47766VH	
G00547ZN	Human	Direct	GlyTouCan	G00547ZN	9606
G00547ZN	Rat	Direct	GlyTouCan	G00547ZN	10114
G00551JZ	Human	Direct	GlyConnect	3166	9606
G00551JZ	Human	Direct	UniCarbKB	4799	9606
G00551JZ	Mouse	Subsumption	GNOme	G45359RY	
G00551JZ	Mouse	Subsumption	GNOme	G86357DX	
G00551JZ	Rat	Subsumption	GNOme	G19588HA	
G00551JZ	Rat	Subsumption	GNOme	G28948UC	
G00551JZ	Rat	Subsumption	GNOme	G45359RY	
G00551JZ	Rat	Subsumption	GNOme	G45695EY	
G00551JZ	Rat	Subsumption	GNOme	G86357DX	
G00551JZ	SARS	Subsumption	GNOme	G49105NA	
G00553AN	Human	Direct	UniCarbKB	7817	9606
G00565QJ	Mouse	Subsumption	GNOme	G30915AU	
G00565QJ	Mouse	Subsumption	GNOme	G74916CC	
G00565QJ	Rat	Subsumption	GNOme	G30915AU	
G00580CJ	Human	Subsumption	GNOme	G29511JR	
G00580CJ	Mouse	Subsumption	GNOme	G29511JR	
G00580CJ	SARS	Subsumption	GNOme	G29511JR	
G00582VL	Human	Direct	GlyTouCan	G00582VL	9606
G00586TU	Human	Subsumption	GNOme	G09513RD	
G00586TU	Human	Subsumption	GNOme	G37276TY	
G00588HO	Mouse	Subsumption	GNOme	G66728LX	
G00594AV	Human	Subsumption	GNOme	G26777RD	
G00606LX	Human	Direct	GlyTouCan	G00606LX	9606
G00619DD	Human	Direct	GlyTouCan	G00619DD	9606
G00628MV	Human	Subsumption	GNOme	G07301IS	
G00628MV	Human	Subsumption	GNOme	G10602EW	
G00628MV	Human	Subsumption	GNOme	G33439FJ	
G00628MV	Human	Subsumption	GNOme	G36693BM	
G00628MV	Human	Subsumption	GNOme	G42556BP	
G00628MV	Human	Subsumption	GNOme	G59872UP	
G00628MV	Human	Subsumption	GNOme	G69777JE	
G00628MV	Human	Subsumption	GNOme	G72373YW	
G00628MV	Human	Subsumption	GNOme	G75022UP	
G00628MV	Human	Subsumption	GNOme	G77653XA	
G00628MV	Human	Subsumption	GNOme	G83632OV	
G00628MV	Human	Subsumption	GNOme	G89878AA	
G00628MV	Human	Subsumption	GNOme	G92567CF	
G00628MV	Mouse	Subsumption	GNOme	G72373YW	
G00628MV	Rat	Subsumption	GNOme	G77653XA	
G00628MV	SARS	Subsumption	GNOme	G77653XA	
G00629YK	Human	Subsumption	GNOme	G34499SX	
G00629YK	Human	Subsumption	GNOme	G61846BY	
G00629YK	Human	Subsumption	GNOme	G80966KZ	
G00629YK	Mouse	Subsumption	GNOme	G34499SX	
G00629YK	Mouse	Subsumption	GNOme	G80966KZ	
G00629YK	Rat	Subsumption	GNOme	G80966KZ	
G00633GI	Human	Direct	GlyTouCan	G00633GI	9606
G00641XC	Human	Subsumption	GNOme	G54741SP	
G00644ZZ	Human	Subsumption	GNOme	G19958IL	
G00646SN	Human	Direct	GlyTouCan	G00646SN	9606
G00647RA	Rat	Direct	GlyTouCan	G00647RA	10114
G00659GQ	Mouse	Direct	GlyTouCan	G00659GQ	10090
G00665JQ	Human	Subsumption	GNOme	G40490KT	
G00666EC	Human	Direct	GlyConnect	2402	9606
G00666EC	Rat	Direct	GlyTouCan	G00666EC	10114
G00670OT	Human	Direct	GlyConnect	888	9606
G00670OT	Rat	Direct	GlyConnect	888	10116
G00672PE	Mouse	Direct	GlyTouCan	G00672PE	10090
G00673KJ	Rat	Direct	GlyTouCan	G00673KJ	10114
G00675GF	Human	Direct	GlyTouCan	G00675GF	9606
G00682IE	Human	Subsumption	GNOme	G00031MO	
G00682IE	Mouse	Subsumption	GNOme	G00031MO	
G00682IE	Rat	Subsumption	GNOme	G00031MO	
G00688TE	Human	Direct	GlyTouCan	G00688TE	9606
G00688TE	Rat	Direct	GlyTouCan	G00688TE	10114
G00692HC	Human	Subsumption	GNOme	G31943KG	
G00695FC	Human	Subsumption	GNOme	G13672YG	
G00695FC	Human	Subsumption	GNOme	G27040MJ	
G00695FC	Human	Subsumption	GNOme	G31838XA	
G00695FC	Human	Subsumption	GNOme	G41331JX	
G00695FC	Human	Subsumption	GNOme	G44660UQ	
G00695FC	Human	Subsumption	GNOme	G47531XE	
G00695FC	Human	Subsumption	GNOme	G52112MC	
G00695FC	Human	Subsumption	GNOme	G55396DW	
G00695FC	Human	Subsumption	GNOme	G56271ML	
G00695FC	Human	Subsumption	GNOme	G60215UL	
G00695FC	Human	Subsumption	GNOme	G66265KN	
G00695FC	Human	Subsumption	GNOme	G87937HR	
G00695FC	Human	Subsumption	GNOme	G95617FJ	
G00695FC	Human	Subsumption	GNOme	G97765TT	
G00695FC	Mouse	Subsumption	GNOme	G21380FF	
G00695FC	Mouse	Subsumption	GNOme	G32898UF	
G00695FC	Mouse	Subsumption	GNOme	G35687VS	
G00695FC	Mouse	Subsumption	GNOme	G87937HR	
G00695JO	Human	Direct	GlyTouCan	G00695JO	9606
G00705XW	Human	Direct	GlyTouCan	G00705XW	9606
G00706AL	Human	Direct	GlyTouCan	G00706AL	9606
G00706QN	Human	Direct	GlyTouCan	G00706QN	9606
G00711QT	Human	Direct	GlyTouCan	G00711QT	9606
G00717KJ	Human	Subsumption	GNOme	G60875XB	
G00728IS	Mouse	Subsumption	GNOme	G27179AJ	
G00728IS	Mouse	Subsumption	GNOme	G80923TV	
G00728SN	Human	Direct	GlyConnect	118	9606
G00736YF	Rat	Subsumption	GNOme	G15705XB	
G00743WU	Human	Direct	GlyConnect	360	9606
G00743WU	Mouse	Direct	GlyConnect	360	10090
G00747UC	Human	Subsumption	GNOme	G09568JT	
G00747UC	Human	Subsumption	GNOme	G18938DW	
G00747UC	Human	Subsumption	GNOme	G43558RC	
G00747UC	Human	Subsumption	GNOme	G50535IT	
G00747UC	Human	Subsumption	GNOme	G88800UV	
G00747UC	Mouse	Subsumption	GNOme	G09568JT	
G00747UC	Mouse	Subsumption	GNOme	G18938DW	
G00747UC	Mouse	Subsumption	GNOme	G88800UV	
G00747UC	Rat	Subsumption	GNOme	G18938DW	
G00747UC	Rat	Subsumption	GNOme	G43558RC	
G00747UC	SARS	Subsumption	GNOme	G18938DW	
G00761TV	Human	Subsumption	GNOme	G12460DL	
G00761TV	Human	Subsumption	GNOme	G58387VB	
G00761TV	Human	Subsumption	GNOme	G70213NR	
G00761TV	Mouse	Subsumption	GNOme	G60645OK	
G00761TV	Rat	Subsumption	GNOme	G60645OK	
G00763JM	Human	Subsumption	GNOme	G35808UX	
G00763JM	Human	Subsumption	GNOme	G60653VD	
G00763JM	Human	Subsumption	GNOme	G85542KD	
G00763JM	Mouse	Subsumption	GNOme	G85542KD	
G00763JM	Rat	Subsumption	GNOme	G83710ZZ	
G00774OZ	Mouse	Subsumption	GNOme	G86567NX	
G00776MW	Human	Direct	GlyConnect	559	9606
G00776MW	Mouse	Direct	GlyConnect	559	10090
G00776MW	Rat	Subsumption	GNOme	G90983OS	
G00776MW	SARS	Subsumption	GNOme	G90983OS	
G00783PW	Rat	Subsumption	GNOme	G24364HL	
G00784PW	Human	Subsumption	GNOme	G04048YA	
G00784PW	Human	Subsumption	GNOme	G05421KO	
G00784PW	Human	Subsumption	GNOme	G09319JK	
G00784PW	Human	Subsumption	GNOme	G11453BM	
G00784PW	Human	Subsumption	GNOme	G14296HB	
G00784PW	Human	Subsumption	GNOme	G30633FJ	
G00784PW	Human	Subsumption	GNOme	G39213VZ	
G00784PW	Human	Subsumption	GNOme	G39943KJ	
G00784PW	Human	Subsumption	GNOme	G42679AH	
G00784PW	Human	Subsumption	GNOme	G43804CX	
G00784PW	Human	Subsumption	GNOme	G44046WQ	
G00784PW	Human	Subsumption	GNOme	G50707YR	
G00784PW	Human	Subsumption	GNOme	G56175ED	
G00784PW	Human	Subsumption	GNOme	G61283FH	
G00784PW	Human	Subsumption	GNOme	G70308HL	
G00784PW	Human	Subsumption	GNOme	G72108VJ	
G00784PW	Human	Subsumption	GNOme	G88876JQ	
G00784PW	Human	Subsumption	GNOme	G96399PG	
G00784PW	Human	Subsumption	GNOme	G98140IX	
G00784PW	Mouse	Subsumption	GNOme	G30915AU	
G00784PW	Mouse	Subsumption	GNOme	G39213VZ	
G00784PW	Mouse	Subsumption	GNOme	G40900UQ	
G00784PW	Mouse	Subsumption	GNOme	G74916CC	
G00784PW	Mouse	Subsumption	GNOme	G88876JQ	
G00784PW	Rat	Subsumption	GNOme	G30915AU	
G00784PW	Rat	Subsumption	GNOme	G39213VZ	
G00784PW	Rat	Subsumption	GNOme	G88876JQ	
G00794UV	Mouse	Subsumption	GNOme	G68415EV	
G00794UV	Mouse	Subsumption	GNOme	G84808RB	
G00797ZX	Human	Direct	GlyConnect	2827	9606
G00797ZX	Human	Direct	GlyTouCan	G00797ZX	9606
G00800WJ	Human	Direct	GlyConnect	2590	9606
G00800WJ	Human	Direct	UniCarbKB	7151	9606
G00803PJ	Human	Subsumption	GNOme	G14969WO	
G00803PJ	Human	Subsumption	GNOme	G22176ZE	
G00803PJ	Human	Subsumption	GNOme	G63083GQ	
G00805TZ	Human	Subsumption	GNOme	G75671DO	
G00814BW	Human	Direct	GlyConnect	2037	9606
G00814BW	Mouse	Subsumption	GNOme	G45209NR	
G00814BW	Mouse	Subsumption	GNOme	G91413ZX	
G00814BW	Rat	Subsumption	GNOme	G20352YV	
G00814BW	Rat	Subsumption	GNOme	G20991HR	
G00814BW	Rat	Subsumption	GNOme	G33241WC	
G00814BW	Rat	Subsumption	GNOme	G53342VT	
G00814BW	Rat	Subsumption	GNOme	G56724VL	
G00814BW	Rat	Subsumption	GNOme	G91413ZX	
G00824LK	Mouse	Subsumption	GNOme	G92429IK	
G00828QE	Human	Subsumption	GNOme	G01361CV	
G00828QE	Human	Subsumption	GNOme	G03584KV	
G00828QE	Human	Subsumption	GNOme	G07392QY	
G00828QE	Human	Subsumption	GNOme	G11041DA	
G00828QE	Human	Subsumption	GNOme	G21071II	
G00828QE	Human	Subsumption	GNOme	G25837HW	
G00828QE	Human	Subsumption	GNOme	G30460NZ	
G00828QE	Human	Subsumption	GNOme	G30797DS	
G00828QE	Human	Subsumption	GNOme	G33685ZQ	
G00828QE	Human	Subsumption	GNOme	G44444MB	
G00828QE	Human	Subsumption	GNOme	G53752TA	
G00828QE	Human	Subsumption	GNOme	G57141NR	
G00828QE	Human	Subsumption	GNOme	G62797OV	
G00828QE	Human	Subsumption	GNOme	G68175NA	
G00828QE	Human	Subsumption	GNOme	G70382WT	
G00828QE	Human	Subsumption	GNOme	G83461WR	
G00828QE	Human	Subsumption	GNOme	G85678WN	
G00828QE	Human	Subsumption	GNOme	G88068QT	
G00828QE	Human	Subsumption	GNOme	G88242BL	
G00828QE	Human	Subsumption	GNOme	G89417VQ	
G00828QE	Mouse	Subsumption	GNOme	G01361CV	
G00828QE	Mouse	Subsumption	GNOme	G03584KV	
G00828QE	Mouse	Subsumption	GNOme	G30460NZ	
G00828QE	Mouse	Subsumption	GNOme	G30797DS	
G00828QE	Mouse	Subsumption	GNOme	G44444MB	
G00828QE	Mouse	Subsumption	GNOme	G53752TA	
G00828QE	Mouse	Subsumption	GNOme	G76242WH	
G00828QE	Mouse	Subsumption	GNOme	G85678WN	
G00828QE	Mouse	Subsumption	GNOme	G88242BL	
G00828QE	Rat	Subsumption	GNOme	G11041DA	
G00828QE	Rat	Subsumption	GNOme	G44444MB	
G00828QE	Rat	Subsumption	GNOme	G53752TA	
G00828QE	SARS	Subsumption	GNOme	G03584KV	
G00828QE	SARS	Subsumption	GNOme	G44444MB	
G00828QE	SARS	Subsumption	GNOme	G85678WN	
G00830CM	Human	Direct	GlyTouCan	G00830CM	9606
G00839XF	Human	Subsumption	GNOme	G28146GV	
G00841YH	Human	Subsumption	GNOme	G99373GG	
G00851XQ	Human	Direct	GlyTouCan	G00851XQ	9606
