G00176HZ	20131323
G03597FX	20131323
G06921UA	20131323
G07483YN	20131323
G07568IR	20131323
G08520NM	20131323
G09709WX	20131323
G10219AA	20131323
G11637WL	20131323
G13197FM	20131323
G16828VN	20131323
G25481DT	20131323
G36134VO	20131323
G36171DC	20131323
G36191CD	20131323
G39213VZ	20131323
G40124HY	20131323
G40673VG	20131323
G42032ZI	20131323
G44413JJ	20131323
G45775XU	20131323
G48189XH	20131323
G49889OJ	20131323
G55521GY	20131323
G55982TK	20131323
G60230HH	20131323
G61751GZ	20131323
G62592GA	20131323
G63303ZY	20131323
G63889NK	20131323
G66937TJ	20131323
G68991BW	20131323
G69812OF	20131323
G78059CC	20131323
G80393PG	20131323
G80966KZ	20131323
G87618BG	20131323
G89993FE	20131323
G93993PD	20131323
G97367IY	20131323
G57321FI	23584533
G55420LT	25326458
G57321FI	25813380
G57321FI	28035807
G00912UN	33064451
G01650EU	33064451
G02815KT	33064451
G02886BB	33064451
G03574QJ	33064451
G06247RL	33064451
G06853GH	33064451
G08293MJ	33064451
G09528DL	33064451
G10339FR	33064451
G10486CT	33064451
G11115RO	33064451
G12580WI	33064451
G15038BD	33064451
G15486FH	33064451
G16407EV	33064451
G17650MH	33064451
G19517GM	33064451
G20956ZV	33064451
G23505EP	33064451
G25079LO	33064451
G25987BV	33064451
G27126ED	33064451
G27391WQ	33064451
G27947YN	33064451
G28541PG	33064451
G28681TP	33064451
G29068FM	33064451
G31852PQ	33064451
G32926LW	33064451
G33556XM	33064451
G35029YA	33064451
G36670VW	33064451
G37399XV	33064451
G37412TK	33064451
G37818NZ	33064451
G39446WN	33064451
G40926MX	33064451
G41044JW	33064451
G41247ZX	33064451
G43669FQ	33064451
G43734MM	33064451
G43769HG	33064451
G44211QA	33064451
G44753VC	33064451
G44953PJ	33064451
G45504EY	33064451
G49739MP	33064451
G49906RN	33064451
G49955PK	33064451
G53315IV	33064451
G53434XO	33064451
G54417MJ	33064451
G54600FO	33064451
G55382TU	33064451
G56610MH	33064451
G57317CE	33064451
G57776ZU	33064451
G58001LT	33064451
G59626AS	33064451
G59937CP	33064451
G60033FS	33064451
G62765YT	33064451
G62792OG	33064451
G65184UU	33064451
G67367OT	33064451
G68318VE	33064451
G69364JQ	33064451
G72787SB	33064451
G72790NZ	33064451
G72791KH	33064451
G73686WG	33064451
G75568BH	33064451
G80475RE	33064451
G80735OA	33064451
G80920RR	33064451
G82364UA	33064451
G83014KM	33064451
G83555HU	33064451
G83633GK	33064451
G83646BJ	33064451
G85144OK	33064451
G85282JO	33064451
G85740DB	33064451
G86182NS	33064451
G86752LQ	33064451
G88374WZ	33064451
G88725PI	33064451
G89009DQ	33064451
G90734RJ	33064451
G92050GC	33064451
G93579XB	33064451
G94583DZ	33064451
G94917XT	33064451
G95678HJ	33064451
G95835XS	33064451
G95865ZB	33064451
G98596OT	33064451
G98611JV	33064451
G99679NM	33064451
G02815KT	33135055
G05428EU	33135055
G06850XD	33135055
G08293MJ	33135055
G10339FR	33135055
G10486CT	33135055
G12580WI	33135055
G17015OC	33135055
G19517GM	33135055
G23729WG	33135055
G25987BV	33135055
G32926LW	33135055
G35029YA	33135055
G41247ZX	33135055
G43638QT	33135055
G44211QA	33135055
G44953PJ	33135055
G45504EY	33135055
G54417MJ	33135055
G54600FO	33135055
G55070DG	33135055
G55382TU	33135055
G56610MH	33135055
G59626AS	33135055
G59937CP	33135055
G68318VE	33135055
G79941IJ	33135055
G80475RE	33135055
G83555HU	33135055
G85144OK	33135055
G85740DB	33135055
G86752LQ	33135055
