GlyTouCan	MonosaccharideDB_ID
G57970NA	3
G57970NA	5
G57970NA	6
G57981PR	Some monosaccharide(s) has no ID in monosaccharide DB
G57981PR	2
G57997IN	Some monosaccharide(s) has no ID in monosaccharide DB
G57997IN	1
G57997IN	2
G57997IN	3
G57997IN	5
G57997IN	7
G57997IN	10
G57997IN	367
G57999XS	Some monosaccharide(s) has no ID in monosaccharide DB
G57999XS	1
G57999XS	2
G57999XS	3
G57999XS	5
G57999XS	6
G58004KD	Some monosaccharide(s) has no ID in monosaccharide DB
G58004KD	1
G58004KD	2
G58004KD	3
G58004KD	5
G58004KD	6
G58004KD	7
G58025LK	Some monosaccharide(s) has no ID in monosaccharide DB
G58025LK	1
G58025LK	2
G58025LK	3
G58025LK	5
G58025LK	6
G58025LK	7
G58029XR	Some monosaccharide(s) has no ID in monosaccharide DB
G58029XR	1
G58029XR	2
G58029XR	3
G58029XR	5
G58029XR	6
G58029XR	7
G58029XR	12
G58039UH	1
G58039UH	2
G58039UH	3
G58039UH	5
G58039UH	6
G58039UH	7
G58039UH	367
G58047AI	Some monosaccharide(s) has no ID in monosaccharide DB
G58047AI	1
G58047AI	2
G58047AI	3
G58047AI	5
G58047AI	6
G58066AL	Some monosaccharide(s) has no ID in monosaccharide DB
G58066AL	1
G58066AL	2
G58111YY	Some monosaccharide(s) has no ID in monosaccharide DB
G58111YY	1
G58111YY	2
G58111YY	3
G58111YY	5
G58111YY	6
G58198HJ	Some monosaccharide(s) has no ID in monosaccharide DB
G58198HJ	1
G58198HJ	2
G58198HJ	3
G58198HJ	5
G58198HJ	6
G58214IQ	1
G58214IQ	3
G58214IQ	5
G58214IQ	16
G58216EF	Some monosaccharide(s) has no ID in monosaccharide DB
G58216EF	1
G58216EF	2
G58216EF	3
G58216EF	5
G58216EF	6
G58217PP	Some monosaccharide(s) has no ID in monosaccharide DB
G58217PP	1
G58217PP	2
G58217PP	3
G58217PP	5
G58217PP	6
G58217PP	7
G58232MG	Some monosaccharide(s) has no ID in monosaccharide DB
G58232MG	1
G58232MG	3
G58232MG	5
G58233BW	Some monosaccharide(s) has no ID in monosaccharide DB
G58233BW	1
G58233BW	2
G58233BW	3
G58233BW	5
G58236FD	Some monosaccharide(s) has no ID in monosaccharide DB
G58236FD	1
G58236FD	2
G58236FD	3
G58236FD	5
G58236FD	6
G58239DH	2
G58239DH	4
G58239DH	6
G58239DH	12
G58239DH	175
G58268WC	Some monosaccharide(s) has no ID in monosaccharide DB
G58268WC	1
G58268WC	3
G58268WC	5
G58268WC	7
G58268WC	12
G58276QF	Some monosaccharide(s) has no ID in monosaccharide DB
G58276QF	1
G58276QF	2
G58276QF	7
G58281SK	1
G58281SK	3
G58281SK	5
G58350LJ	1
G58350LJ	2
G58350LJ	3
G58350LJ	5
G58350LJ	15
G58370UT	Some monosaccharide(s) has no ID in monosaccharide DB
G58370UT	1
G58370UT	2
G58370UT	3
G58370UT	5
G58370UT	6
G58381OV	Some monosaccharide(s) has no ID in monosaccharide DB
G58381OV	1
G58381OV	3
G58381OV	5
G58381OV	8
G58387VB	1
G58387VB	2
G58387VB	3
G58387VB	5
G58387VB	10
G58403SV	1
G58403SV	2
G58403SV	3
G58403SV	5
G58403SV	12
G58429RC	Some monosaccharide(s) has no ID in monosaccharide DB
G58429RC	3
G58429RC	5
G58436AI	Some monosaccharide(s) has no ID in monosaccharide DB
G58436AI	6
G58444TO	Some monosaccharide(s) has no ID in monosaccharide DB
G58444TO	1
G58444TO	2
G58444TO	3
G58444TO	5
G58444TO	7
G58473KL	1
G58473KL	2
G58473KL	3
G58473KL	5
G58473KL	6
G58481XO	Some monosaccharide(s) has no ID in monosaccharide DB
G58481XO	1
G58481XO	3
G58481XO	5
G58481XO	6
G58481XO	12
G58507AZ	Some monosaccharide(s) has no ID in monosaccharide DB
G58507AZ	2
G58507AZ	7
G58507AZ	14
G58517TJ	Some monosaccharide(s) has no ID in monosaccharide DB
G58517TJ	1
G58517TJ	2
G58517TJ	3
G58517TJ	5
G58517TJ	7
G58547FH	1
G58547FH	2
G58547FH	3
G58547FH	5
G58561KE	Some monosaccharide(s) has no ID in monosaccharide DB
G58561KE	1
G58561KE	2
G58561KE	3
G58561KE	5
G58561KE	6
G58561KE	7
G58571IP	Some monosaccharide(s) has no ID in monosaccharide DB
G58571IP	1
G58571IP	2
G58571IP	3
G58571IP	5
G58571IP	6
G58571IP	7
G58576QI	Some monosaccharide(s) has no ID in monosaccharide DB
G58576QI	3
G58576QI	5
G58590MR	Some monosaccharide(s) has no ID in monosaccharide DB
G58590MR	1
G58590MR	2
G58615XI	1
G58615XI	2
G58615XI	7
G58615XI	10
G58615XI	205
G58634AX	Some monosaccharide(s) has no ID in monosaccharide DB
G58634AX	1
G58634AX	2
G58634AX	3
G58634AX	5
G58634AX	6
G58645HA	2
G58645HA	18
G58667NI	1
G58667NI	2
G58667NI	3
G58667NI	5
G58667NI	7
G58746AB	Some monosaccharide(s) has no ID in monosaccharide DB
G58746AB	1
G58746AB	3
G58746AB	5
G58750CR	Some monosaccharide(s) has no ID in monosaccharide DB
G58750CR	1
G58750CR	3
G58750CR	5
G58759ZL	Some monosaccharide(s) has no ID in monosaccharide DB
G58768FH	1
G58768FH	2
G58768FH	3
G58768FH	5
G58768FH	6
G58768FH	7
G58768FH	12
G58793GF	Some monosaccharide(s) has no ID in monosaccharide DB
G58793GF	1
G58793GF	2
G58793GF	6
G58807XI	1
G58807XI	3
G58807XI	5
G58807XI	7
G58807XI	15
G58807XI	166
G58807XI	222
G58808TX	Some monosaccharide(s) has no ID in monosaccharide DB
G58808TX	1
G58808TX	2
G58808TX	3
G58808TX	5
G58808TX	6
G58808TX	7
G58808TX	12
G58809AD	1
G58809AD	2
G58809AD	3
G58809AD	5
G58809AD	6
G58809AD	7
G58809AD	15
G58824LL	Some monosaccharide(s) has no ID in monosaccharide DB
G58824LL	1
G58824LL	3
G58824LL	5
G58824SI	1
G58824SI	2
G58824SI	7
G58824SI	26
G58827HR	1
G58827HR	2
G58827HR	3
G58827HR	5
G58827HR	7
G58846EV	Some monosaccharide(s) has no ID in monosaccharide DB
G58846EV	1
G58846EV	2
G58846EV	6
G58848QS	Some monosaccharide(s) has no ID in monosaccharide DB
G58848QS	1
G58848QS	2
G58848QS	3
G58848QS	5
G58848QS	7
G58890ZT	1
G58890ZT	2
G58890ZT	7
G58890ZT	18
G58896AZ	1
G58896AZ	2
G58896AZ	4
G58897VR	Some monosaccharide(s) has no ID in monosaccharide DB
G58897VR	1
G58897VR	2
G58897VR	3
G58897VR	5
G58918TF	1
G58918TF	2
G58918TF	3
G58918TF	5
G58918TF	6
G58918TF	7
G58918TF	15
G58921NR	1
G58921NR	7
G58921NR	124
G58969RU	1
G58969RU	3
G58969RU	5
G58969RU	7
G58990QD	1
G58990QD	2
G58990QD	4
G58990QD	7
G58990QD	14
G58992VJ	Some monosaccharide(s) has no ID in monosaccharide DB
G58992VJ	1
G58992VJ	3
G58992VJ	5
G58992VJ	7
G58995TS	1
G58995TS	3
G58995TS	5
G58995TS	15
G59001FP	Some monosaccharide(s) has no ID in monosaccharide DB
G59001FP	1
G59001FP	2
G59001FP	6
G59003TR	Some monosaccharide(s) has no ID in monosaccharide DB
G59003TR	1
G59003TR	2
G59003TR	3
G59003TR	5
G59003TR	6
G59003TR	7
G59022FC	Some monosaccharide(s) has no ID in monosaccharide DB
G59022FC	3
G59024DC	1
G59024DC	2
G59024DC	3
G59024DC	5
G59024DC	7
G59024DC	15
G59029DL	Some monosaccharide(s) has no ID in monosaccharide DB
G59029DL	1
G59029DL	2
G59029DL	3
G59029DL	5
G59041MP	Some monosaccharide(s) has no ID in monosaccharide DB
G59041MP	1
G59041MP	2
G59041MP	3
G59041MP	5
G59041MP	6
G59041MP	7
G59081JJ	Some monosaccharide(s) has no ID in monosaccharide DB
G59081JJ	1
G59081JJ	2
G59081JJ	3
G59081JJ	5
G59081JJ	7
G59092IU	Some monosaccharide(s) has no ID in monosaccharide DB
G59092IU	3
G59092IU	5
G59092IU	8
G59128IS	1
G59128IS	2
G59128IS	3
G59128IS	5
G59128IS	6
G59128IS	7
G59141EN	Some monosaccharide(s) has no ID in monosaccharide DB
G59141EN	1
G59141EN	2
G59141EN	3
G59141EN	5
G59141EN	6
G59141EN	10
G59149SL	Some monosaccharide(s) has no ID in monosaccharide DB
G59149SL	1
G59149SL	3
G59149SL	5
G59149SL	6
G59149SL	7
G59149SL	12
G59159PE	1
G59159PE	2
G59159PE	3
G59159PE	5
G59159PE	6
G59159PE	7
G59168YE	Some monosaccharide(s) has no ID in monosaccharide DB
G59168YE	2
G59168YE	6
G59185WM	Some monosaccharide(s) has no ID in monosaccharide DB
G59185WM	1
G59185WM	2
G59185WM	3
G59185WM	5
G59231NT	1
G59231NT	3
G59231NT	5
G59231NT	12
G59234CC	Some monosaccharide(s) has no ID in monosaccharide DB
G59234CC	1
G59234CC	2
G59234CC	3
G59234CC	5
G59234CC	6
G59234CC	7
G59255VT	Some monosaccharide(s) has no ID in monosaccharide DB
G59255VT	1
G59255VT	2
G59255VT	3
G59255VT	5
G59255VT	6
G59255VT	7
G59256VO	Some monosaccharide(s) has no ID in monosaccharide DB
G59256VO	1
G59256VO	2
G59256VO	3
G59256VO	5
G59256VO	7
G59256VO	10
G59297UK	Some monosaccharide(s) has no ID in monosaccharide DB
G59297UK	1
G59297UK	3
G59297UK	5
G59297UK	7
G59300GC	1
G59300GC	2
G59300GC	3
G59300GC	5
G59300GC	7
G59306VK	1
G59306VK	2
G59306VK	6
G59306VK	18
G59311AO	Some monosaccharide(s) has no ID in monosaccharide DB
G59311AO	1
G59311AO	3
G59311AO	5
G59345UT	Some monosaccharide(s) has no ID in monosaccharide DB
G59345UT	1
G59345UT	2
G59345UT	3
G59345UT	5
G59345UT	6
G59345UT	7
G59358BQ	Some monosaccharide(s) has no ID in monosaccharide DB
G59358BQ	1
G59358BQ	2
G59358BQ	3
G59358BQ	5
G59361OW	1
G59361OW	3
G59361OW	5
G59361OW	7
G59361OW	12
G59371ND	Some monosaccharide(s) has no ID in monosaccharide DB
G59371ND	1
G59371ND	3
G59371ND	5
G59371ND	12
G59405LU	Some monosaccharide(s) has no ID in monosaccharide DB
G59405LU	1
G59405LU	2
G59405LU	3
G59405LU	5
G59405LU	6
G59406KS	1
G59406KS	3
G59406KS	5
G59406KS	16
G59419HU	Some monosaccharide(s) has no ID in monosaccharide DB
G59419HU	1
G59419HU	2
G59419HU	6
G59419HU	7
G59451NL	1
G59451NL	3
G59451NL	5
G59451NL	26
G59454IE	1
G59454IE	2
G59454IE	3
G59454IE	5
G59454IE	6
G59454IE	7
G59454IE	15
G59456VR	Some monosaccharide(s) has no ID in monosaccharide DB
G59456VR	1
G59456VR	2
G59456VR	3
G59456VR	5
G59456VR	7
G59456VR	12
G59458AW	Some monosaccharide(s) has no ID in monosaccharide DB
G59458AW	1
G59458AW	2
G59458AW	3
G59458AW	5
G59458AW	7
G59458AW	10
G59471JC	Some monosaccharide(s) has no ID in monosaccharide DB
G59471JC	1
G59471JC	2
G59471JC	3
G59471JC	5
G59471JC	7
G59471TH	1
G59471TH	3
G59471TH	5
G59508TM	2
G59508TM	4
G59508TM	12
G59508TM	222
G59513YA	Some monosaccharide(s) has no ID in monosaccharide DB
G59513YA	1
G59513YA	3
G59513YA	5
G59532XE	Some monosaccharide(s) has no ID in monosaccharide DB
G59532XE	1
G59532XE	3
G59532XE	5
G59576IJ	Some monosaccharide(s) has no ID in monosaccharide DB
G59576IJ	1
G59576IJ	3
G59576IJ	5
G59576IJ	6
G59576IJ	7
G59579TL	1
G59579TL	2
G59579TL	3
G59579TL	5
G59579TL	6
G59579TL	7
G59594CP	1
G59594CP	2
G59594CP	3
G59594CP	5
G59594CP	6
G59594CP	15
G59594LT	Some monosaccharide(s) has no ID in monosaccharide DB
G59594LT	2
G59616TT	Some monosaccharide(s) has no ID in monosaccharide DB
G59616TT	1
G59616TT	3
G59616TT	5
G59616TT	6
G59634NL	Some monosaccharide(s) has no ID in monosaccharide DB
G59634NL	1
G59634NL	2
G59634NL	3
G59634NL	5
G59634NL	6
G59636XZ	1
G59636XZ	2
G59636XZ	3
G59636XZ	5
G59636XZ	6
G59636XZ	7
G59636XZ	15
G59655FF	Some monosaccharide(s) has no ID in monosaccharide DB
G59655FF	1
G59655FF	2
G59655FF	3
G59655FF	7
G59655SA	1
G59655SA	2
G59655SA	3
G59655SA	5
G59655SA	6
G59655SA	7
G59659CN	Some monosaccharide(s) has no ID in monosaccharide DB
G59659CN	1
G59659CN	2
G59659CN	6
G59659CN	7
G59716UA	Some monosaccharide(s) has no ID in monosaccharide DB
G59716UA	1
G59716UA	3
G59716UA	5
G59741XZ	1
G59741XZ	3
G59741XZ	5
G59741XZ	12
G59742GY	1
G59742GY	2
G59742GY	3
G59742GY	5
G59742GY	6
G59742GY	7
G59742ZT	Some monosaccharide(s) has no ID in monosaccharide DB
G59742ZT	1
G59742ZT	2
G59742ZT	3
G59742ZT	5
G59742ZT	7
G59746QC	1
G59746QC	2
G59746QC	3
G59746QC	5
G59746QC	6
G59752BW	1
G59752BW	2
G59752BW	3
G59752BW	5
G59752BW	6
G59752BW	7
G59752BW	12
G59761EF	Some monosaccharide(s) has no ID in monosaccharide DB
G59761EF	1
G59761EF	2
G59761EF	3
G59761EF	5
G59761EF	6
G59804RR	Some monosaccharide(s) has no ID in monosaccharide DB
G59804RR	1
G59804RR	2
G59804RR	3
G59804RR	5
G59810YR	Some monosaccharide(s) has no ID in monosaccharide DB
G59810YR	1
G59810YR	2
G59810YR	3
G59810YR	5
G59810YR	7
G59823TM	Some monosaccharide(s) has no ID in monosaccharide DB
G59823TM	1
G59823TM	13
G59869XG	Some monosaccharide(s) has no ID in monosaccharide DB
G59869XG	1
G59869XG	3
G59869XG	5
G59869XG	7
G59872UP	1
G59872UP	2
G59872UP	3
G59872UP	5
G59872UP	7
G59874JZ	1
G59874JZ	2
G59874JZ	3
G59874JZ	6
G59874JZ	7
G59874JZ	15
G59897WN	Some monosaccharide(s) has no ID in monosaccharide DB
G59897WN	1
G59897WN	2
G59897WN	3
G59897WN	5
G59897WN	7
G59909MT	Some monosaccharide(s) has no ID in monosaccharide DB
G59909MT	1
G59909MT	2
G59909MT	7
G59910CM	1
G59910CM	2
G59910CM	3
G59910CM	5
G59910CM	7
G59910CM	14
G59910CM	15
G59946TO	1
G59946TO	5
G59946TO	7
G59946TO	15
G59967VI	1
G59967VI	2
G59967VI	6
G59967VI	205
G59970QL	1
G59970QL	2
G59970QL	6
G59970QL	14
G59983FU	Some monosaccharide(s) has no ID in monosaccharide DB
G59983FU	1
G59983FU	2
G59983FU	3
G59983FU	5
G59983FU	6
G59983FU	7
G59984BF	Some monosaccharide(s) has no ID in monosaccharide DB
G59984BF	1
G59984BF	3
G59984BF	5
G59984BF	7
G59984BF	12
G59995RD	Some monosaccharide(s) has no ID in monosaccharide DB
G59995RD	1
G59995RD	2
G59995RD	6
G59995RD	7
G59999BN	Some monosaccharide(s) has no ID in monosaccharide DB
G59999BN	1
G59999BN	2
G59999BN	7
G60012HO	Some monosaccharide(s) has no ID in monosaccharide DB
G60012HO	1
G60012HO	2
G60012HO	3
G60012HO	5
G60012HO	6
G60012HO	7
G60103QI	1
G60103QI	2
G60103QI	3
G60103QI	5
G60103QI	7
G60109PL	1
G60109PL	2
G60109PL	4
G60109PL	7
G60109PL	14
G60138JZ	2
G60138JZ	6
G60138JZ	7
G60138JZ	18
G60149QJ	Some monosaccharide(s) has no ID in monosaccharide DB
G60149QJ	1
G60149QJ	3
G60149QJ	5
G60187HZ	Some monosaccharide(s) has no ID in monosaccharide DB
G60187HZ	1
G60187HZ	2
G60187HZ	3
G60187HZ	5
G60187HZ	6
G60215UL	1
G60215UL	2
G60215UL	3
G60215UL	5
G60215UL	7
G60215UL	14
G60216WR	1
G60216WR	3
G60216WR	5
G60216WR	15
G60227QI	1
G60227QI	2
G60227QI	3
G60227QI	5
G60227QI	6
G60227QI	7
G60227QI	12
G60227QI	222
G60230HH	1
G60230HH	3
G60230HH	5
G60230OQ	Some monosaccharide(s) has no ID in monosaccharide DB
G60230OQ	1
G60230OQ	2
G60230OQ	3
G60230OQ	5
G60230OQ	6
G60230OQ	15
G60233WN	2
G60233WN	14
G60234BX	1
G60234BX	2
G60234BX	6
G60234BX	7
G60234BX	18
G60274JN	1
G60274JN	2
G60274JN	3
G60274JN	5
G60274JN	7
G60274JN	16
G60281PM	Some monosaccharide(s) has no ID in monosaccharide DB
G60281PM	1
G60281PM	2
G60281PM	3
G60281PM	5
G60281PM	6
G60284TY	Some monosaccharide(s) has no ID in monosaccharide DB
G60284TY	1
G60284TY	2
G60284TY	3
G60284TY	5
G60284TY	7
G60320IS	Some monosaccharide(s) has no ID in monosaccharide DB
G60320IS	1
G60320IS	2
G60320IS	3
G60320IS	5
G60320IS	6
G60320IS	7
G60330MA	Some monosaccharide(s) has no ID in monosaccharide DB
G60330MA	1
G60330MA	2
G60330MA	3
G60330MA	5
G60330MA	6
G60330MA	7
G60341PX	Some monosaccharide(s) has no ID in monosaccharide DB
G60341PX	1
G60341PX	2
G60341PX	7
G60365DR	1
G60365DR	7
G60365DR	122
G60370CP	1
G60370CP	3
G60370CP	5
G60370CP	15
G60413OP	Some monosaccharide(s) has no ID in monosaccharide DB
G60413OP	1
G60413OP	2
G60413OP	3
G60413OP	5
G60413OP	7
G60415BS	1
G60415BS	3
G60415BS	5
G60419KX	1
G60419KX	2
G60419KX	3
G60419KX	5
G60419KX	6
G60430KO	1
G60430KO	2
G60430KO	6
G60439QY	1
G60439QY	2
G60439QY	3
G60439QY	5
G60439QY	6
G60468EV	Some monosaccharide(s) has no ID in monosaccharide DB
G60468EV	1
G60468EV	2
G60468EV	3
G60468EV	5
G60468EV	7
G60482OT	1
G60482OT	2
G60482OT	453
G60485RX	1
G60485RX	2
G60485RX	3
G60485RX	5
G60485RX	7
G60485RX	14
G60485RX	15
G60496TU	Some monosaccharide(s) has no ID in monosaccharide DB
G60496TU	1
G60496TU	2
G60496TU	3
G60496TU	5
G60496TU	7
G60496YL	Some monosaccharide(s) has no ID in monosaccharide DB
G60496YL	1
G60496YL	2
G60496YL	3
G60496YL	5
G60496YL	6
G60496YL	7
G60532CM	Some monosaccharide(s) has no ID in monosaccharide DB
G60532CM	1
G60532CM	2
G60532CM	3
G60532CM	5
G60532CM	6
G60532CM	7
G60532CM	12
G60534NQ	Some monosaccharide(s) has no ID in monosaccharide DB
G60534NQ	1
G60534NQ	2
G60534NQ	3
G60534NQ	5
G60538YY	Some monosaccharide(s) has no ID in monosaccharide DB
G60538YY	2
G60538YY	6
G60538YY	91
G60538YY	215
G60542VK	1
G60542VK	2
G60542VK	3
G60542VK	5
G60542VK	6
G60604SE	Some monosaccharide(s) has no ID in monosaccharide DB
G60604SE	1
G60604SE	2
G60604SE	3
G60604SE	5
G60615ZD	Some monosaccharide(s) has no ID in monosaccharide DB
G60615ZD	1
G60615ZD	2
G60615ZD	6
G60615ZD	7
G60645OK	1
G60645OK	2
G60645OK	4
G60645OK	10
G60646UB	1
G60646UB	3
G60646UB	5
G60646UB	8
G60653VD	Some monosaccharide(s) has no ID in monosaccharide DB
G60653VD	1
G60653VD	3
G60653VD	5
G60653VD	7
G60653VD	12
G60692DB	Some monosaccharide(s) has no ID in monosaccharide DB
G60692DB	1
G60692DB	2
G60692DB	3
G60692DB	5
G60705KN	Some monosaccharide(s) has no ID in monosaccharide DB
G60705KN	1
G60705KN	2
G60705KN	3
G60705KN	5
G60705KN	6
G60705KN	7
G60705KN	14
G60736DD	1
G60736DD	2
G60736DD	3
G60736DD	5
G60736DD	6
G60736DD	16
G60799ZL	Some monosaccharide(s) has no ID in monosaccharide DB
G60799ZL	1
G60799ZL	2
G60814ZB	1
G60814ZB	2
G60814ZB	3
G60814ZB	5
G60814ZB	6
G60814ZB	7
G60829NM	Some monosaccharide(s) has no ID in monosaccharide DB
G60829NM	1
G60829NM	2
G60829NM	3
G60829NM	5
G60829NM	6
G60833BB	Some monosaccharide(s) has no ID in monosaccharide DB
G60833BB	1
G60833BB	2
G60833BB	6
G60833BB	7
G60833BB	14
G60875XB	1
G60875XB	2
G60875XB	3
G60875XB	5
G60875XB	15
G60881ZO	1
G60881ZO	2
G60881ZO	86
G60890ZT	1
G60890ZT	2
G60890ZT	6
G60890ZT	14
G60926SE	1
G60926SE	2
G60926SE	3
G60926SE	5
G60926SE	6
G60926SE	15
G60949GI	Some monosaccharide(s) has no ID in monosaccharide DB
G60949GI	1
G60949GI	2
G60949GI	6
G60951JA	Some monosaccharide(s) has no ID in monosaccharide DB
G60951JA	1
G60951JA	2
G60951JA	3
G60951JA	5
G60951JA	7
G60955ML	Some monosaccharide(s) has no ID in monosaccharide DB
G60955ML	1
G60955ML	2
G60955ML	6
G60955ML	7
G60955ML	14
G60956VN	Some monosaccharide(s) has no ID in monosaccharide DB
G60956VN	1
G60956VN	3
G60956VN	5
G60956VN	7
G60963AS	1
G60963AS	2
G60963AS	3
G60963AS	5
G60963AS	7
G60963AS	12
G61055FR	2
G61055FR	4
G61071JD	19
G61086WG	Some monosaccharide(s) has no ID in monosaccharide DB
G61086WG	1
G61086WG	2
G61086WG	3
G61086WG	5
G61086WG	7
G61088TM	1
G61088TM	2
G61088TM	3
G61088TM	5
G61088TM	7
G61128UV	Some monosaccharide(s) has no ID in monosaccharide DB
G61128UV	1
G61128UV	2
G61128UV	3
G61128UV	5
G61153TX	Some monosaccharide(s) has no ID in monosaccharide DB
G61153TX	1
G61153TX	2
G61153TX	3
G61153TX	5
G61153TX	7
G61169KO	1
G61169KO	2
G61169KO	4
G61169KO	7
G61170KL	Some monosaccharide(s) has no ID in monosaccharide DB
G61170KL	1
G61170KL	3
G61170KL	5
G61170KL	7
G61207RZ	1
G61207RZ	3
G61207RZ	5
G61207RZ	7
G61222QQ	Some monosaccharide(s) has no ID in monosaccharide DB
G61222QQ	1
G61222QQ	2
G61222QQ	3
G61222QQ	5
G61222QQ	6
G61245NC	Some monosaccharide(s) has no ID in monosaccharide DB
G61245NC	6
G61245NC	91
G61245NC	215
G61283FH	Some monosaccharide(s) has no ID in monosaccharide DB
G61283FH	1
G61283FH	3
G61283FH	5
G61330YQ	1
G61330YQ	2
G61330YQ	3
G61330YQ	5
G61334IA	1
G61334IA	2
G61334IA	3
G61334IA	5
G61334IA	7
G61339UO	1
G61339UO	2
G61339UO	7
G61339UO	18
G61351MP	Some monosaccharide(s) has no ID in monosaccharide DB
G61351MP	1
G61351MP	2
G61351MP	3
G61367OF	1
G61367OF	2
G61367OF	6
G61367OF	14
G61367OF	18
G61386ZX	2
G61386ZX	4
G61386ZX	12
G61386ZX	367
G61399JM	Some monosaccharide(s) has no ID in monosaccharide DB
G61399JM	1
G61399JM	2
G61399JM	3
G61399JM	5
G61399JM	6
G61399NC	2
G61399NC	4
G61399NC	7
G61406KC	18
G61411XJ	1
G61411XJ	2
G61411XJ	7
G61411XJ	18
G61420QM	2
G61420QM	4
G61420QM	706
G61456PF	Some monosaccharide(s) has no ID in monosaccharide DB
G61456PF	1
G61456PF	3
G61456PF	5
G61456PF	8
G61457CY	Some monosaccharide(s) has no ID in monosaccharide DB
G61457CY	1
G61457CY	2
G61457CY	3
G61457CY	5
G61457CY	7
G61457CY	10
G61457CY	367
G61459JW	1
G61459JW	2
G61459JW	7
G61505ZR	1
G61505ZR	2
G61505ZR	3
G61505ZR	5
G61505ZR	7
G61519GA	Some monosaccharide(s) has no ID in monosaccharide DB
G61519GA	1
G61519GA	2
G61519GA	3
G61519GA	5
G61519GA	7
G61523RC	1
G61523RC	2
G61523RC	7
G61523RC	10
G61523RC	205
G61530NU	Some monosaccharide(s) has no ID in monosaccharide DB
G61530NU	1
G61530NU	13
G61539GW	1
G61539GW	2
G61539GW	3
G61539GW	5
G61539GW	7
G61539GW	14
G61539GW	15
G61575RT	1
G61575RT	2
G61575RT	3
G61575RT	5
G61575RT	6
G61575RT	7
G61601ZZ	1
G61601ZZ	3
G61601ZZ	5
G61601ZZ	8
G61601ZZ	16
G61664CH	1
G61664CH	2
G61664CH	4
G61664CH	10
G61702UX	1
G61702UX	3
G61702UX	5
G61705AR	Some monosaccharide(s) has no ID in monosaccharide DB
G61705AR	1
G61705AR	2
G61705AR	3
G61705AR	5
G61706MD	Some monosaccharide(s) has no ID in monosaccharide DB
G61706MD	1
G61706MD	2
G61706MD	3
G61706MD	5
G61715VD	Some monosaccharide(s) has no ID in monosaccharide DB
G61715VD	1
G61715VD	2
G61715VD	18
G61717JN	Some monosaccharide(s) has no ID in monosaccharide DB
G61717JN	1
G61717JN	2
G61717JN	3
G61717JN	5
G61717JN	7
G61726TP	Some monosaccharide(s) has no ID in monosaccharide DB
G61726TP	1
G61726TP	3
G61726TP	5
G61730RY	1
G61730RY	2
G61730RY	14
G61751GZ	1
G61751GZ	3
G61751GZ	5
G61752HI	Some monosaccharide(s) has no ID in monosaccharide DB
G61752HI	1
G61752HI	2
G61752HI	6
G61752HI	7
G61780GR	2
G61780GR	6
G61780GR	7
G61780GR	18
G61780GR	91
G61785RY	1
G61785RY	2
G61785RY	6
G61785RY	7
G61792ET	1
G61792ET	2
G61792ET	3
G61792ET	5
G61792ET	7
G61818QD	1
G61818QD	2
G61818QD	3
G61818QD	5
G61818QD	7
G61818QD	15
G61819UR	Some monosaccharide(s) has no ID in monosaccharide DB
G61819UR	1
G61819UR	2
G61819UR	3
G61819UR	5
G61819UR	7
G61831UB	Some monosaccharide(s) has no ID in monosaccharide DB
G61831UB	1
G61831UB	2
G61831UB	3
G61831UB	5
G61831UB	6
G61833XV	1
G61833XV	18
G61838OT	Some monosaccharide(s) has no ID in monosaccharide DB
G61838OT	1
G61838OT	2
G61838OT	3
G61838OT	5
G61838OT	6
G61838OT	7
G61842MB	Some monosaccharide(s) has no ID in monosaccharide DB
G61842MB	1
G61842MB	2
G61842MB	3
G61842MB	5
G61842MB	10
G61846BY	1
G61846BY	3
G61846BY	5
G61866NY	Some monosaccharide(s) has no ID in monosaccharide DB
G61866NY	1
G61866NY	2
G61866NY	3
G61866NY	5
G61866NY	6
G61866NY	7
G61878VZ	1
G61878VZ	2
G61878VZ	3
G61878VZ	5
G61878VZ	6
G61878VZ	7
G61878VZ	15
G61884GF	1
G61884GF	3
G61884GF	5
G61884GF	7
G61886WA	Some monosaccharide(s) has no ID in monosaccharide DB
G61886WA	2
G61886WA	14
G61894MD	Some monosaccharide(s) has no ID in monosaccharide DB
G61894MD	1
G61894MD	3
G61894MD	5
G61903HE	Some monosaccharide(s) has no ID in monosaccharide DB
G61903HE	1
G61903HE	2
G61903HE	3
G61903HE	5
G61903HE	6
G61937QU	Some monosaccharide(s) has no ID in monosaccharide DB
G61937QU	1
G61937QU	3
G61937QU	5
G61937QU	7
G61941WO	Some monosaccharide(s) has no ID in monosaccharide DB
G61941WO	1
G61941WO	2
G61941WO	3
G61941WO	5
G61941WO	6
G61956VN	Some monosaccharide(s) has no ID in monosaccharide DB
G61956VN	1
G61956VN	2
G61956VN	3
G61956VN	5
G61956VN	7
G62015ZM	1
G62015ZM	2
G62015ZM	7
G62015ZM	14
G62070TZ	Some monosaccharide(s) has no ID in monosaccharide DB
G62070TZ	1
G62070TZ	2
G62070TZ	7
G62088FQ	1
G62088FQ	2
G62088FQ	3
G62088FQ	5
G62088FQ	7
G62091GQ	Some monosaccharide(s) has no ID in monosaccharide DB
G62091GQ	1
G62091GQ	3
G62091GQ	5
G62091GQ	6
G62091GQ	7
G62097SF	2
G62097SF	4
G62097SF	12
G62103QF	1
G62103QF	3
G62103QF	5
G62103QF	15
