GlyTouCan	MonosaccharideDB_ID
G28459KM	1
G28459KM	2
G28459KM	3
G28459KM	5
G28459KM	6
G28477UY	1
G28477UY	2
G28477UY	4
G28477UY	7
G28536BG	Some monosaccharide(s) has no ID in monosaccharide DB
G28536BG	1
G28536BG	3
G28536BG	5
G28536BG	7
G28550OD	1
G28550OD	2
G28550OD	3
G28550OD	5
G28550OD	7
G28562FF	1
G28562FF	2
G28562FF	3
G28562FF	5
G28562FF	6
G28562FF	7
G28562FF	15
G28566CQ	1
G28566CQ	2
G28566CQ	4
G28566CQ	6
G28654UV	Some monosaccharide(s) has no ID in monosaccharide DB
G28654UV	1
G28654UV	3
G28654UV	5
G28654UV	7
G28659UB	Some monosaccharide(s) has no ID in monosaccharide DB
G28659UB	1
G28659UB	2
G28659UB	3
G28659UB	5
G28663KH	1
G28663KH	2
G28663KH	3
G28663KH	5
G28665FP	Some monosaccharide(s) has no ID in monosaccharide DB
G28665FP	1
G28665FP	2
G28665FP	7
G28678TH	Some monosaccharide(s) has no ID in monosaccharide DB
G28678TH	1
G28678TH	2
G28678TH	3
G28678TH	5
G28678TH	7
G28685AE	Some monosaccharide(s) has no ID in monosaccharide DB
G28685AE	1
G28685AE	5
G28707FT	1
G28707FT	2
G28707FT	3
G28707FT	4
G28707FT	5
G28707FT	6
G28707FT	7
G28707FT	15
G28720MP	Some monosaccharide(s) has no ID in monosaccharide DB
G28720MP	1
G28720MP	3
G28720MP	5
G28868PL	Some monosaccharide(s) has no ID in monosaccharide DB
G28868PL	4
G28868PL	222
G28882QV	Some monosaccharide(s) has no ID in monosaccharide DB
G28882QV	1
G28882QV	2
G28882QV	3
G28882QV	5
G28882QV	6
G28882QV	7
G28882QV	12
G28896CL	Some monosaccharide(s) has no ID in monosaccharide DB
G28896CL	1
G28896CL	2
G28896CL	3
G28896CL	5
G28896CL	7
G28948UC	1
G28948UC	2
G28948UC	3
G28948UC	5
G28948UC	7
G28960YA	Some monosaccharide(s) has no ID in monosaccharide DB
G28960YA	6
G28960YA	14
G28962GO	Some monosaccharide(s) has no ID in monosaccharide DB
G28962GO	1
G28962GO	2
G28962GO	3
G28962GO	5
G28962GO	7
G28962GO	367
G28987BJ	Some monosaccharide(s) has no ID in monosaccharide DB
G28987BJ	1
G28987BJ	3
G28987BJ	5
G28987BJ	7
G29011JC	1
G29011JC	3
G29011JC	5
G29014XV	Some monosaccharide(s) has no ID in monosaccharide DB
G29014XV	1
G29014XV	2
G29014XV	6
G29014XV	7
G29024OJ	Some monosaccharide(s) has no ID in monosaccharide DB
G29024OJ	1
G29024OJ	2
G29024OJ	3
G29024OJ	5
G29024OJ	7
G29042WW	3
G29042WW	5
G29042WW	15
G29056SI	1
G29056SI	3
G29056SI	5
G29078QN	1
G29078QN	2
G29078QN	3
G29078QN	5
G29081NM	1
G29081NM	2
G29081NM	3
G29081NM	5
G29081NM	6
G29081NM	7
G29081NM	15
G29086KO	1
G29086KO	2
G29086KO	3
G29086KO	5
G29086KO	6
G29086KO	7
G29086KO	15
G29109PM	Some monosaccharide(s) has no ID in monosaccharide DB
G29109PM	1
G29109PM	2
G29109PM	3
G29109PM	5
G29130SY	1
G29130SY	2
G29130SY	3
G29130SY	5
G29130SY	6
G29138OW	Some monosaccharide(s) has no ID in monosaccharide DB
G29138OW	3
G29138OW	5
G29147GG	Some monosaccharide(s) has no ID in monosaccharide DB
G29147GG	1
G29147GG	2
G29147GG	3
G29147GG	5
G29159YJ	2
G29159YJ	4
G29159YJ	7
G29159YJ	10
G29159YJ	12
G29228MX	1
G29228MX	2
G29228MX	3
G29228MX	5
G29228MX	7
G29248WR	Some monosaccharide(s) has no ID in monosaccharide DB
G29248WR	1
G29248WR	2
G29248WR	3
G29248WR	5
G29248WR	367
G29271US	Some monosaccharide(s) has no ID in monosaccharide DB
G29271US	1
G29271US	2
G29271US	3
G29271US	5
G29326OK	2
G29326OK	6
G29326OK	14
G29339IQ	Some monosaccharide(s) has no ID in monosaccharide DB
G29339IQ	1
G29339IQ	2
G29339IQ	6
G29339IQ	7
G29348FH	1
G29348FH	2
G29348FH	7
G29348FH	18
G29377XJ	1
G29377XJ	3
G29377XJ	5
G29377XJ	7
G29377XJ	12
G29386CS	6
G29386CS	18
G29386CS	215
G29434RB	1
G29434RB	3
G29434RB	5
G29434RB	12
G29445ZK	1
G29445ZK	2
G29445ZK	3
G29445ZK	5
G29449JO	1
G29449JO	2
G29449JO	3
G29449JO	5
G29449JO	7
G29449JO	10
G29461HI	Some monosaccharide(s) has no ID in monosaccharide DB
G29461HI	1
G29461HI	2
G29461HI	3
G29461HI	5
G29461HI	7
G29461HI	367
G29489PN	Some monosaccharide(s) has no ID in monosaccharide DB
G29489PN	1
G29489PN	2
G29489PN	6
G29519AS	1
G29519AS	2
G29519AS	3
G29519AS	5
G29519AS	6
G29519AS	15
G29535RH	Some monosaccharide(s) has no ID in monosaccharide DB
G29535RH	1
G29535RH	2
G29535RH	3
G29535RH	5
G29535RH	6
G29535RH	7
G29539MT	1
G29539MT	2
G29539MT	3
G29539MT	5
G29539MT	6
G29539MT	7
G29574TI	Some monosaccharide(s) has no ID in monosaccharide DB
G29574TI	1
G29574TI	2
G29574TI	3
G29574TI	5
G29574TI	12
G29616NS	1
G29616NS	3
G29616NS	5
G29616NS	7
G29617QF	Some monosaccharide(s) has no ID in monosaccharide DB
G29617QF	1
G29617QF	3
G29617QF	5
G29622NE	1
G29622NE	2
G29622NE	6
G29622NE	7
G29622NE	18
G29633ZY	Some monosaccharide(s) has no ID in monosaccharide DB
G29633ZY	1
G29633ZY	2
G29633ZY	3
G29633ZY	5
G29633ZY	6
G29633ZY	10
G29675VZ	Some monosaccharide(s) has no ID in monosaccharide DB
G29675VZ	14
G29676WX	1
G29676WX	3
G29676WX	5
G29676WX	7
G29676WX	166
G29681BP	Some monosaccharide(s) has no ID in monosaccharide DB
G29681BP	1
G29681BP	2
G29695SR	Some monosaccharide(s) has no ID in monosaccharide DB
G29695SR	1
G29695SR	2
G29695SR	3
G29695SR	5
G29695SR	7
G29721UX	Some monosaccharide(s) has no ID in monosaccharide DB
G29721UX	1
G29721UX	2
G29721UX	3
G29721UX	5
G29721UX	7
G29725MK	Some monosaccharide(s) has no ID in monosaccharide DB
G29725MK	1
G29725MK	2
G29725MK	6
G29725MK	7
G29729DB	1
G29729DB	2
G29729DB	18
G29764SO	Some monosaccharide(s) has no ID in monosaccharide DB
G29764SO	1
G29764SO	2
G29764SO	3
G29764SO	5
G29764SO	6
G29783JJ	Some monosaccharide(s) has no ID in monosaccharide DB
G29783JJ	1
G29783JJ	2
G29783JJ	3
G29783JJ	5
G29783JJ	6
G29797YX	1
G29797YX	2
G29797YX	3
G29797YX	5
G29797YX	7
G29799SM	Some monosaccharide(s) has no ID in monosaccharide DB
G29799SM	1
G29799SM	3
G29799SM	5
G29799SM	7
G29799SM	225
G29803MG	1
G29803MG	3
G29803MG	5
G29803MG	8
G29803MG	15
G29832VY	Some monosaccharide(s) has no ID in monosaccharide DB
G29832VY	1
G29832VY	2
G29832VY	7
G29832VY	38
G29849JL	Some monosaccharide(s) has no ID in monosaccharide DB
G29849JL	1
G29849JL	2
G29849JL	6
G29849KU	1
G29849KU	2
G29849KU	3
G29849KU	5
G29849KU	6
G29849KU	15
G29850BY	Some monosaccharide(s) has no ID in monosaccharide DB
G29850BY	1
G29850BY	2
G29850BY	3
G29850BY	5
G29850BY	7
G29850BY	10
G29857PJ	1
G29857PJ	2
G29857PJ	3
G29857PJ	5
G29857PJ	6
G29857PJ	7
G29857RC	1
G29857RC	2
G29857RC	3
G29857RC	5
G29870RM	1
G29870RM	2
G29870RM	3
G29870RM	5
G29870RM	6
G29870RM	12
G29870RM	15
G29884LW	Some monosaccharide(s) has no ID in monosaccharide DB
G29884LW	1
G29884LW	2
G29884LW	3
G29884LW	5
G29884LW	6
G29884LW	7
G29895JE	Some monosaccharide(s) has no ID in monosaccharide DB
G29895JE	1
G29895JE	2
G29895JE	3
G29895JE	5
G29895JE	7
G29905OR	1
G29905OR	3
G29905OR	5
G29965VW	Some monosaccharide(s) has no ID in monosaccharide DB
G29965VW	1
G29965VW	2
G29965VW	3
G29965VW	5
G29972ZX	1
G29972ZX	2
G29972ZX	3
G29972ZX	5
G29991XU	1
G29991XU	2
G29991XU	3
G29991XU	5
G29991XU	6
G29991XU	15
G29997FV	Some monosaccharide(s) has no ID in monosaccharide DB
G29997FV	2
G29997FV	7
G30031SW	Some monosaccharide(s) has no ID in monosaccharide DB
G30031SW	1
G30031SW	2
G30031SW	3
G30031SW	5
G30031SW	7
G30035MO	1
G30035MO	2
G30035MO	3
G30035MO	5
G30035MO	6
G30035MO	15
G30048DT	Some monosaccharide(s) has no ID in monosaccharide DB
G30048DT	1
G30048DT	3
G30048DT	5
G30056KC	Some monosaccharide(s) has no ID in monosaccharide DB
G30056KC	7
G30056KC	14
G30060ZO	Some monosaccharide(s) has no ID in monosaccharide DB
G30060ZO	1
G30060ZO	2
G30060ZO	3
G30060ZO	5
G30060ZO	7
G30062BR	Some monosaccharide(s) has no ID in monosaccharide DB
G30062BR	1
G30062BR	2
G30062BR	3
G30062BR	5
G30062BR	6
G30062BR	7
G30070XN	1
G30070XN	2
G30070XN	3
G30070XN	5
G30070XN	7
G30070XN	15
G30084YQ	Some monosaccharide(s) has no ID in monosaccharide DB
G30084YQ	1
G30084YQ	2
G30084YQ	3
G30084YQ	5
G30084YQ	6
G30084YQ	16
G30109UP	1
G30109UP	2
G30109UP	3
G30109UP	5
G30109UP	6
G30109UP	7
G30110UW	Some monosaccharide(s) has no ID in monosaccharide DB
G30110UW	2
G30110UW	6
G30115SP	Some monosaccharide(s) has no ID in monosaccharide DB
G30115SP	1
G30115SP	2
G30115SP	3
G30115SP	5
G30115SP	7
G30131YB	1
G30131YB	2
G30131YB	3
G30131YB	5
G30159WR	1
G30159WR	3
G30159WR	5
G30159WR	7
G30207PZ	2
G30207PZ	6
G30241UB	1
G30241UB	2
G30241UB	7
G30241UB	18
G30255XL	Some monosaccharide(s) has no ID in monosaccharide DB
G30255XL	1
G30255XL	2
G30255XL	7
G30284BK	Some monosaccharide(s) has no ID in monosaccharide DB
G30284BK	1
G30284BK	2
G30284BK	6
G30291YK	Some monosaccharide(s) has no ID in monosaccharide DB
G30291YK	1
G30291YK	2
G30291YK	5
G30291YK	6
G30295SC	Some monosaccharide(s) has no ID in monosaccharide DB
G30295SC	1
G30295SC	2
G30295SC	3
G30295SC	5
G30295SC	6
G30302VM	1
G30302VM	2
G30302VM	3
G30302VM	5
G30302VM	7
G30302VM	367
G30304DE	Some monosaccharide(s) has no ID in monosaccharide DB
G30304DE	1
G30304DE	2
G30304DE	7
G30309QX	Some monosaccharide(s) has no ID in monosaccharide DB
G30309QX	1
G30309QX	2
G30309QX	3
G30309QX	5
G30309QX	7
G30314VR	Some monosaccharide(s) has no ID in monosaccharide DB
G30314VR	1
G30314VR	3
G30314VR	5
G30335ZU	1
G30335ZU	2
G30335ZU	7
G30335ZU	205
G30347FC	1
G30347FC	3
G30347FC	5
G30347FC	15
G30372WK	Some monosaccharide(s) has no ID in monosaccharide DB
G30372WK	1
G30372WK	3
G30372WK	5
G30372WK	7
G30372WK	12
G30391YC	Some monosaccharide(s) has no ID in monosaccharide DB
G30391YC	1
G30391YC	2
G30391YC	7
G30391YC	18
G30395OK	1
G30395OK	2
G30395OK	3
G30395OK	5
G30395OK	15
G30416OM	Some monosaccharide(s) has no ID in monosaccharide DB
G30416OM	1
G30416OM	3
G30416OM	5
G30416OM	7
G30416OM	11
G30447NS	Some monosaccharide(s) has no ID in monosaccharide DB
G30447NS	1
G30447NS	2
G30447NS	3
G30447NS	5
G30447NS	6
G30447NS	7
G30460NZ	1
G30460NZ	2
G30460NZ	3
G30460NZ	5
G30460NZ	6
G30460NZ	7
G30463NC	Some monosaccharide(s) has no ID in monosaccharide DB
G30463NC	1
G30483FB	1
G30483FB	2
G30483FB	3
G30483FB	5
G30483FB	7
G30483FB	10
G30519DD	Some monosaccharide(s) has no ID in monosaccharide DB
G30519DD	2
G30519DD	91
G30519DD	215
G30524AR	1
G30524AR	2
G30524AR	18
G30524AR	215
G30529FG	Some monosaccharide(s) has no ID in monosaccharide DB
G30529FG	1
G30529FG	2
G30529FG	3
G30529FG	5
G30542PN	Some monosaccharide(s) has no ID in monosaccharide DB
G30542PN	1
G30542PN	3
G30542PN	5
G30542PN	6
G30542PN	7
G30542PN	12
G30562SO	Some monosaccharide(s) has no ID in monosaccharide DB
G30562SO	1
G30562SO	2
G30562SO	3
G30562SO	5
G30580XW	Some monosaccharide(s) has no ID in monosaccharide DB
G30580XW	1
G30580XW	2
G30580XW	6
G30580XW	7
G30590EC	1
G30590EC	2
G30590EC	6
G30590EC	18
G30614QN	Some monosaccharide(s) has no ID in monosaccharide DB
G30614QN	1
G30614QN	2
G30614QN	6
G30614QN	7
G30617IL	Some monosaccharide(s) has no ID in monosaccharide DB
G30617IL	1
G30617IL	2
G30617IL	3
G30617IL	5
G30617IL	7
G30618VC	Some monosaccharide(s) has no ID in monosaccharide DB
G30618VC	1
G30618VC	2
G30618VC	3
G30618VC	5
G30618VC	6
G30618VC	7
G30618VC	16
G30633FJ	1
G30633FJ	3
G30633FJ	5
G30648VY	Some monosaccharide(s) has no ID in monosaccharide DB
G30648VY	1
G30648VY	2
G30648VY	7
G30651IU	1
G30651IU	2
G30651IU	3
G30651IU	5
G30651IU	7
G30663CZ	Some monosaccharide(s) has no ID in monosaccharide DB
G30663CZ	1
G30663CZ	2
G30663CZ	3
G30663CZ	5
G30673AC	Some monosaccharide(s) has no ID in monosaccharide DB
G30673AC	1
G30673AC	3
G30673AC	5
G30739AG	1
G30739AG	2
G30739AG	18
G30739AG	215
G30743FK	1
G30743FK	2
G30743FK	18
G30770II	Some monosaccharide(s) has no ID in monosaccharide DB
G30770II	8
G30797DS	Some monosaccharide(s) has no ID in monosaccharide DB
G30797DS	1
G30797DS	2
G30797DS	3
G30797DS	5
G30797DS	6
G30797DS	7
G30838QM	Some monosaccharide(s) has no ID in monosaccharide DB
G30838QM	1
G30838QM	2
G30838QM	3
G30838QM	5
G30838QM	6
G30853JB	1
G30853JB	2
G30853JB	7
G30853JB	14
G30853JB	18
G30857WQ	Some monosaccharide(s) has no ID in monosaccharide DB
G30857WQ	1
G30857WQ	2
G30857WQ	3
G30857WQ	5
G30857WQ	7
G30857WQ	12
G30871VQ	1
G30871VQ	2
G30871VQ	14
G30901GC	1
G30901GC	2
G30901GC	3
G30901GC	5
G30915AU	Some monosaccharide(s) has no ID in monosaccharide DB
G30915AU	1
G30915AU	3
G30915AU	5
G30917DM	1
G30917DM	2
G30917DM	3
G30917DM	5
G30917DM	7
G30917DM	15
G30939HN	Some monosaccharide(s) has no ID in monosaccharide DB
G30939HN	1
G30939HN	3
G30939HN	5
G30939HN	7
G30966TU	Some monosaccharide(s) has no ID in monosaccharide DB
G30966TU	1
G30966TU	2
G30966TU	7
G30966TU	10
G30996QM	1
G30996QM	3
G30996QM	5
G30996QM	15
G30998FW	2
G30998FW	7
G30998FW	205
G31019WF	1
G31019WF	2
G31019WF	3
G31019WF	5
G31019WF	6
G31019WF	7
G31019WF	10
G31021LA	1
G31021LA	2
G31021LA	3
G31021LA	5
G31021LA	6
G31032XG	Some monosaccharide(s) has no ID in monosaccharide DB
G31032XG	1
G31032XG	2
G31032XG	3
G31032XG	5
G31032XG	6
G31032XG	7
G31037WG	1
G31037WG	2
G31037WG	3
G31037WG	5
G31037WG	6
G31037WG	7
G31040SL	Some monosaccharide(s) has no ID in monosaccharide DB
G31040SL	1
G31040SL	2
G31040SL	3
G31040SL	5
G31040SL	7
G31118FR	Some monosaccharide(s) has no ID in monosaccharide DB
G31118FR	1
G31118FR	3
G31118FR	5
G31119YY	1
G31119YY	2
G31119YY	6
G31135WM	2
G31135WM	4
G31135WM	38
G31153XO	Some monosaccharide(s) has no ID in monosaccharide DB
G31153XO	1
G31153XO	3
G31153XO	5
G31156QG	1
G31156QG	2
G31156QG	3
G31156QG	5
G31156QG	6
G31156QG	15
G31175IC	1
G31175IC	3
G31175IC	5
G31186LT	Some monosaccharide(s) has no ID in monosaccharide DB
G31186LT	1
G31186LT	2
G31186LT	3
G31186LT	5
G31186LT	12
G31196DF	1
G31196DF	2
G31196DF	3
G31196DF	5
G31196DF	7
G31196DF	15
G31219GT	Some monosaccharide(s) has no ID in monosaccharide DB
G31219GT	1
G31219GT	2
G31219GT	3
G31219GT	5
G31219GT	6
G31219GT	7
G31249PS	1
G31249PS	7
G31249PS	142
G31254TP	Some monosaccharide(s) has no ID in monosaccharide DB
G31254TP	1
G31254TP	2
G31254TP	3
G31254TP	5
G31254TP	6
G31254TP	7
G31265VL	Some monosaccharide(s) has no ID in monosaccharide DB
G31265VL	3
G31265VL	5
G31326QB	Some monosaccharide(s) has no ID in monosaccharide DB
G31326QB	1
G31326QB	2
G31341PC	Some monosaccharide(s) has no ID in monosaccharide DB
G31341PC	1
G31341PC	2
G31341PC	3
G31341PC	5
G31341PC	6
G31341PC	7
G31372JR	Some monosaccharide(s) has no ID in monosaccharide DB
G31372JR	1
G31372JR	3
G31372JR	5
G31380TD	1
G31380TD	2
G31380TD	3
G31380TD	5
G31380TD	6
G31380TD	7
G31380TD	367
G31385PY	1
G31385PY	2
G31385PY	6
G31385PY	7
G31411GR	1
G31411GR	3
G31411GR	5
G31411GR	8
G31416KB	Some monosaccharide(s) has no ID in monosaccharide DB
G31416KB	1
G31416KB	3
G31416KB	5
G31416KB	7
G31421EZ	1
G31421EZ	2
G31421EZ	3
G31421EZ	5
G31421EZ	7
G31421EZ	15
G31423NL	Some monosaccharide(s) has no ID in monosaccharide DB
G31423NL	1
G31423NL	2
G31423NL	4
G31423NL	12
G31429YW	Some monosaccharide(s) has no ID in monosaccharide DB
G31429YW	1
G31429YW	3
G31429YW	5
G31438WA	1
G31438WA	2
G31438WA	3
G31438WA	5
G31438WA	6
G31515BE	Some monosaccharide(s) has no ID in monosaccharide DB
G31515BE	1
G31515BE	2
G31515BE	3
G31515BE	5
G31515BE	12
G31516NT	Some monosaccharide(s) has no ID in monosaccharide DB
G31516NT	1
G31516NT	2
G31516NT	5
G31516NT	6
G31516NT	8
G31531YC	1
G31531YC	2
G31531YC	3
G31531YC	5
G31531YC	7
G31531YC	15
G31532GK	1
G31532GK	2
G31532GK	3
G31532GK	5
G31532GK	6
G31532GK	7
G31532GK	12
G31532GK	222
G31540AF	Some monosaccharide(s) has no ID in monosaccharide DB
G31540AF	1
G31540AF	2
G31540AF	3
G31540AF	5
G31540AF	6
G31540AF	7
G31540HC	Some monosaccharide(s) has no ID in monosaccharide DB
G31540HC	1
G31540HC	2
G31540HC	6
G31540HC	7
G31559RO	Some monosaccharide(s) has no ID in monosaccharide DB
G31559RO	1
G31559RO	2
G31559RO	3
G31559RO	5
G31559RO	6
G31559RO	7
G31587OK	Some monosaccharide(s) has no ID in monosaccharide DB
G31587OK	1
G31587OK	2
G31587OK	3
G31587OK	5
G31587OK	7
G31598CF	Some monosaccharide(s) has no ID in monosaccharide DB
G31598CF	1
G31598CF	2
G31598CF	3
G31598CF	5
G31598CF	6
G31601FB	Some monosaccharide(s) has no ID in monosaccharide DB
G31601FB	1
G31601FB	2
G31604HF	1
G31604HF	3
G31604HF	5
G31604HF	7
G31606TH	Some monosaccharide(s) has no ID in monosaccharide DB
G31606TH	1
G31606TH	2
G31606TH	3
G31606TH	5
G31606TH	6
G31606TH	7
G31616YD	1
G31616YD	3
G31616YD	5
G31616YD	26
G31618AH	Some monosaccharide(s) has no ID in monosaccharide DB
G31618AH	1
G31618AH	3
G31618AH	5
G31618AH	7
G31627MW	Some monosaccharide(s) has no ID in monosaccharide DB
G31627MW	1
G31627MW	2
G31627MW	3
G31627MW	5
G31627MW	7
G31662BR	1
G31662BR	2
G31662BR	3
G31662BR	5
G31662BR	6
G31662BR	7
G31668AP	1
G31668AP	2
G31668AP	3
G31668AP	5
G31668AP	6
G31668AP	15
G31679YU	1
G31679YU	2
G31679YU	3
G31679YU	5
G31679YU	15
G31692TJ	1
G31692TJ	2
G31692TJ	3
G31692TJ	5
G31692TJ	6
G31692TJ	15
G31713XX	2
G31713XX	4
G31713XX	12
G31713XX	367
G31716EV	Some monosaccharide(s) has no ID in monosaccharide DB
G31716EV	2
G31716EV	6
G31716EV	7
G31716EV	91
G31720WP	Some monosaccharide(s) has no ID in monosaccharide DB
G31720WP	1
G31720WP	2
G31720WP	3
G31720WP	5
G31720WP	6
G31720WP	7
G31726HT	Some monosaccharide(s) has no ID in monosaccharide DB
G31726HT	1
G31726HT	2
G31726HT	3
G31726HT	5
G31726HT	212
G31729QS	1
G31729QS	2
G31729QS	7
G31729QS	14
G31729QS	18
G31734OS	1
G31734OS	2
G31734OS	7
G31734OS	10
G31760OO	Some monosaccharide(s) has no ID in monosaccharide DB
G31760OO	1
G31760OO	2
G31760OO	7
G31822CM	Some monosaccharide(s) has no ID in monosaccharide DB
G31822CM	1
G31822CM	2
G31822CM	3
G31822CM	5
G31865AG	Some monosaccharide(s) has no ID in monosaccharide DB
G31865AG	1
G31865AG	2
G31865AG	3
G31865AG	5
G31865AG	6
G31894KJ	1
G31894KJ	2
G31894KJ	3
G31894KJ	5
G31894KJ	6
G31894KJ	7
G31894KJ	10
G31943KG	1
G31943KG	3
G31943KG	5
G31943KG	7
G31943KG	15
G31991IV	1
G31991IV	2
G31991IV	3
G31991IV	5
G31991IV	7
G31993QW	Some monosaccharide(s) has no ID in monosaccharide DB
G31993QW	1
G31993QW	2
G31993QW	3
G31993QW	5
G31993QW	7
G32065BG	1
G32065BG	2
G32065BG	3
G32065BG	5
G32065BG	6
G32079YD	1
G32079YD	2
G32079YD	3
G32079YD	5
G32079YD	6
G32079YD	15
G32081WS	1
G32081WS	2
G32081WS	6
G32081WS	7
G32082KI	Some monosaccharide(s) has no ID in monosaccharide DB
G32082KI	1
G32082KI	3
G32082KI	5
G32094CS	Some monosaccharide(s) has no ID in monosaccharide DB
G32094CS	1
G32094CS	2
G32094CS	3
G32094CS	5
G32094CS	6
G32112SX	2
G32112SX	7
G32112SX	10
G32112SX	18
G32149KV	1
G32149KV	3
G32149KV	5
G32149KV	8
G32152BH	1
G32152BH	5
G32152BH	7
G32156ZV	1
G32156ZV	3
G32156ZV	5
G32156ZV	7
G32179HL	Some monosaccharide(s) has no ID in monosaccharide DB
G32179HL	1
G32179HL	2
G32179HL	3
G32179HL	5
G32179HL	6
G32179HL	7
G32201IL	1
G32201IL	2
G32201IL	3
G32201IL	5
G32211XJ	Some monosaccharide(s) has no ID in monosaccharide DB
G32211XJ	1
G32211XJ	2
G32211XJ	3
G32211XJ	5
G32211XJ	6
G32216IU	1
G32216IU	2
G32216IU	6
G32216IU	18
G32227EH	Some monosaccharide(s) has no ID in monosaccharide DB
G32227EH	2
G32227EH	7
G32237WQ	Some monosaccharide(s) has no ID in monosaccharide DB
G32237WQ	1
G32237WQ	2
G32237WQ	3
G32237WQ	5
G32241HI	Some monosaccharide(s) has no ID in monosaccharide DB
G32241HI	1
G32241HI	2
G32241HI	3
G32241HI	5
G32246SI	Some monosaccharide(s) has no ID in monosaccharide DB
G32246SI	1
G32246SI	3
G32246SI	5
G32246SI	7
G32252UW	1
G32252UW	2
G32252UW	4
G32252UW	12
G32254QI	2
G32254QI	4
G32254QI	6
G32254QI	10
G32254QI	12
G32263XB	Some monosaccharide(s) has no ID in monosaccharide DB
G32263XB	1
G32263XB	3
G32263XB	5
G32283ZK	1
G32283ZK	3
G32283ZK	5
G32283ZK	7
G32283ZK	12
G32305RZ	1
G32305RZ	2
G32305RZ	3
G32305RZ	5
G32305RZ	7
G32327EF	Some monosaccharide(s) has no ID in monosaccharide DB
G32327EF	1
G32327EF	3
G32327EF	5
G32327EF	7
G32327EF	173
G32358YV	1
G32358YV	2
G32358YV	3
G32358YV	5
G32358YV	7
G32358YV	15
G32364DF	Some monosaccharide(s) has no ID in monosaccharide DB
G32364DF	1
G32364DF	2
G32364DF	3
G32364DF	5
G32364DF	6
G32371XG	1
G32371XG	2
G32371XG	3
G32371XG	5
G32371XG	7
G32371XG	15
G32377GZ	1
G32377GZ	2
G32377GZ	3
G32377GZ	5
G32377GZ	6
G32377GZ	15
G32386AG	1
G32386AG	2
G32386AG	3
G32386AG	5
G32386AG	7
G32386AG	15
G32430MQ	39
G32437SG	3
G32437SG	7
G32437SG	12
G32447FC	Some monosaccharide(s) has no ID in monosaccharide DB
G32447FC	1
G32447FC	3
G32447FC	5
G32460TA	Some monosaccharide(s) has no ID in monosaccharide DB
G32460TA	1
G32460TA	2
G32460TA	7
G32483HZ	Some monosaccharide(s) has no ID in monosaccharide DB
G32483HZ	1
G32483HZ	2
G32483HZ	3
G32483HZ	5
G32483HZ	6
G32483HZ	7
G32484KU	1
G32484KU	3
G32484KU	5
G32510IZ	Some monosaccharide(s) has no ID in monosaccharide DB
G32510IZ	1
G32510IZ	2
G32510IZ	3
G32510IZ	5
G32510IZ	6
G32510IZ	7
G32522KP	1
G32522KP	2
G32522KP	3
G32522KP	5
G32522KP	7
G32522KP	15
G32556JI	1
G32556JI	2
G32556JI	6
G32556JI	7
G32556JI	18
G32586BA	3
G32586BA	12
G32586BA	17
G32588AA	Some monosaccharide(s) has no ID in monosaccharide DB
G32588AA	1
G32588AA	2
G32588AA	7
G32588AA	14
G32592IB	1
G32592IB	2
G32592IB	3
G32592IB	5
G32592IB	6
G32592IB	7
G32592IB	10
G32611KT	1
G32611KT	3
G32611KT	5
G32659RY	1
G32659RY	2
G32659RY	3
G32659RY	5
G32659RY	6
G32659RY	7
G32659RY	166
G32671AN	Some monosaccharide(s) has no ID in monosaccharide DB
G32671AN	1
G32671AN	2
G32671AN	3
G32671AN	5
G32671AN	7
G32685NO	1
G32685NO	2
G32685NO	4
G32685NO	7
G32744YO	Some monosaccharide(s) has no ID in monosaccharide DB
G32744YO	1
G32744YO	3
G32744YO	5
G32746QI	Some monosaccharide(s) has no ID in monosaccharide DB
G32746QI	1
G32746QI	2
G32746QI	3
G32746QI	5
G32746QI	7
G32758HZ	1
G32758HZ	2
G32758HZ	3
G32758HZ	5
G32758HZ	6
G32758HZ	7
G32758HZ	15
G32761XQ	1
G32761XQ	2
G32761XQ	3
G32761XQ	5
G32761XQ	6
G32761XQ	7
G32761XQ	15
G32779JS	Some monosaccharide(s) has no ID in monosaccharide DB
G32779JS	1
G32779JS	3
G32779JS	5
G32779JS	303
G32781YS	Some monosaccharide(s) has no ID in monosaccharide DB
G32781YS	78
G32781YS	191
G32801HX	1
G32801HX	2
G32801HX	4
G32801HX	7
G32801HX	10
G32816HT	1
G32816HT	2
G32816HT	4
G32816HT	7
G32816HT	14
G32854GF	Some monosaccharide(s) has no ID in monosaccharide DB
G32854GF	1
G32854GF	2
G32854GF	3
G32854GF	5
G32854GF	7
G32915BP	1
G32915BP	2
G32915BP	3
G32915BP	5
G32915BP	7
G32915BP	15
G32944VN	1
G32944VN	2
G32944VN	7
G32944VN	12
G32944VN	14
G32944VN	18
G32967PZ	Some monosaccharide(s) has no ID in monosaccharide DB
G32967PZ	1
G32967PZ	2
G32967PZ	7
G32968SR	2
G32968SR	14
G32968SR	18
G32974DS	1
G32974DS	2
G32974DS	3
G32974DS	5
G32974DS	6
G32974DS	7
G33019PZ	Some monosaccharide(s) has no ID in monosaccharide DB
G33019PZ	1
G33019PZ	2
G33019PZ	3
G33019PZ	5
G33019PZ	6
G33019PZ	7
G33052SB	1
G33052SB	2
G33052SB	3
G33052SB	5
G33052SB	15
G33070IY	Some monosaccharide(s) has no ID in monosaccharide DB
G33070IY	1
G33070IY	2
G33070IY	3
