GlyTouCanAccession	CarbbankAccession
G30140II	14459
G30140II	18293
G30159WR	1708
G30159WR	29171
G30159WR	30813
G30159WR	42690
G30159WR	45822
G30159WR	7802
G30173NO	13288
G30187JM	20842
G30207PZ	10853
G30207PZ	10854
G30207PZ	11572
G30207PZ	12379
G30207PZ	13634
G30207PZ	21340
G30207PZ	23668
G30207PZ	23857
G30207PZ	25279
G30207PZ	25334
G30207PZ	25406
G30207PZ	25433
G30207PZ	25840
G30207PZ	25916
G30207PZ	27841
G30207PZ	28895
G30207PZ	32147
G30207PZ	32175
G30207PZ	32197
G30207PZ	32701
G30207PZ	3342
G30207PZ	33910
G30207PZ	34223
G30207PZ	34906
G30207PZ	35408
G30207PZ	35543
G30207PZ	3590
G30207PZ	36137
G30207PZ	37216
G30207PZ	37637
G30207PZ	38320
G30207PZ	38527
G30207PZ	38536
G30207PZ	38634
G30207PZ	39386
G30207PZ	39617
G30207PZ	39619
G30207PZ	41673
G30207PZ	42150
G30207PZ	43397
G30207PZ	43531
G30207PZ	43994
G30207PZ	44007
G30207PZ	44821
G30207PZ	45076
G30207PZ	45719
G30207PZ	46250
G30207PZ	46265
G30207PZ	46699
G30207PZ	47323
G30207PZ	47426
G30207PZ	47639
G30207PZ	48236
G30207PZ	49490
G30207PZ	50220
G30207PZ	661
G30207PZ	9330
G30207PZ	9910
G30207PZ	9939
G30216ZQ	12524
G30216ZQ	15471
G30216ZQ	30971
G30216ZQ	48089
G30225PF	14714
G30239EK	22814
G30239EK	31088
G30241UB	1051
G30241UB	24608
G30291YK	10733
G30294CC	305
G30303UZ	6942
G30304DE	21784
G30309QX	25338
G30309QX	33750
G30309QX	37716
G30309QX	6914
G30309QX	6915
G30309QX	6917
G30309QX	6918
G30309QX	6919
G30309QX	6920
G30309QX	6922
G30309UU	11028
G30309UU	3548
G30319FW	7199
G30325CP	34763
G30335ZU	4556
G30347FC	47133
G30352TK	42324
G30372CO	5857
G30391YC	29083
G30395OK	18721
G30409YH	16762
G30409YH	16783
G30409YH	21218
G30409YH	22532
G30409YH	22640
G30409YH	29297
G30409YH	29302
G30409YH	35177
G30434QC	24867
G30436PR	13569
G30436PR	36046
G30460NZ	1737
G30460NZ	46619
G30463NC	11383
G30463NC	13229
G30463NC	13418
G30463NC	16701
G30463NC	18072
G30463NC	20723
G30463NC	20821
G30463NC	21346
G30463NC	21728
G30463NC	21975
G30463NC	22521
G30463NC	22631
G30463NC	23148
G30463NC	23518
G30463NC	25295
G30463NC	25503
G30463NC	26152
G30463NC	26153
G30463NC	33547
G30463NC	38163
G30463NC	38673
G30463NC	8952
G30463NC	9336
G30463NC	9364
G30469GJ	7186
G30471GP	28620
G30505TQ	35123
G30505TQ	50169
G30505TQ	8051
G30511BV	27295
G30519DD	30947
G30519DD	37419
G30519DD	42721
G30524AR	19972
G30532XG	9582
G30542ND	11775
G30553WH	32664
G30562SO	1532
G30567WW	34211
G30567WW	34212
G30567WW	34213
G30580XW	33827
G30585MP	6657
G30590EC	26254
G30590KA	40830
G30606LM	26225
G30614QN	15385
G30614QN	20939
G30616LC	18856
G30616LC	36609
G30648VY	1301
G30648VY	14893
G30648VY	6694
G30652PI	11725
G30652PI	16252
G30652PI	21464
G30652PI	25548
G30663CZ	1137
G30663CZ	1138
G30681ZA	21286
G30681ZA	24115
G30689JV	39708
G30702UA	31645
G30710NE	44365
G30718PU	2126
G30724LC	40790
G30727EY	39276
G30739AG	19965
G30743FK	6900
G30781KG	35044
G30807YB	19835
G30807YB	20934
G30834XC	25857
G30837MK	18671
G30853JB	12055
G30888FF	6205
G30901GC	25129
G30911PF	12904
G30917DM	7133
G30925QW	18124
G30925QW	20644
G30928KF	7838
G30952AH	41853
G30966TU	14322
G30966TU	8917
G30966TU	8946
G30996QM	6050
G30998FW	18753
G30998FW	4926
G30998FW	4927
G31020MO	31136
G31021LA	1946
G31041QW	36650
G31041QW	36651
G31060JS	15317
G31063VK	12097
G31091ZR	27475
G31119YY	10823
G31119YY	42832
G31119YY	43201
G31119YY	5223
G31119YY	760
G31135WM	14070
G31135WM	14071
G31135WM	20678
G31135WM	21717
G31135WM	21768
G31135WM	24111
G31135WM	24300
G31135WM	24301
G31135WM	24302
G31135WM	254
G31135WM	31676
G31135WM	36141
G31135WM	36178
G31135WM	36179
G31135WM	36385
G31135WM	6051
G31146VU	6888
G31156QG	8091
G31187IJ	23252
G31187IJ	27541
G31187IJ	28845
G31187IJ	40552
G31187IJ	40593
G31196DF	1769
G31196DF	4562
G31209FL	9252
G31220IW	34644
G31249PS	26724
G31254TP	30039
G31262IS	13003
G31276WM	23062
G31276WM	27344
G31276WM	44667
G31276WM	6086
G31289YS	16811
G31298UL	18772
G31323MO	17435
G31323MO	26815
G31323MO	8935
G31323MO	8967
G31326QB	20024
G31326QB	20875
G31326QB	21025
G31326QB	3098
G31326QB	37813
G31326QB	40615
G31326QB	47166
G31341PC	24934
G31385PY	11003
G31385PY	15689
G31385PY	41593
G31385PY	44564
G31390DC	29522
G31406KQ	46823
G31415DK	32657
G31421EZ	7269
G31423NL	17019
G31429YW	18312
G31429YW	19160
G31429YW	26388
G31429YW	33509
G31429YW	37990
G31429YW	40513
G31429YW	44678
G31429YW	45079
G31429YW	46975
G31429YW	6387
G31429YW	6389
G31429YW	6390
G31429YW	6769
G31438WA	29597
G31515BE	28376
G31531SU	46885
G31531VV	43454
G31531YC	1705
G31564ST	29029
G31567WT	11659
G31567WT	11792
G31567WT	2943
G31571NW	47633
G31588UR	31776
G31598CF	13322
G31598CF	1632
G31598CF	1633
G31598CF	33659
G31601FB	11944
G31601FB	12025
G31601FB	12753
G31601FB	18321
G31601FB	20485
G31601FB	20546
G31601FB	24033
G31601FB	2440
G31601FB	24583
G31601FB	25076
G31601FB	26427
G31601FB	29275
G31601FB	29662
G31601FB	32372
G31601FB	3953
G31601FB	401
G31601FB	402
G31601FB	403
G31601FB	404
G31601FB	40496
G31601FB	405
G31601FB	406
G31601FB	4075
G31601FB	4076
G31601FB	408
G31601FB	43977
G31601FB	4819
G31601FB	5581
G31601FB	5582
G31601FB	5583
G31601FB	5584
G31601FB	5585
G31601FB	5586
G31601FB	5588
G31601FB	5630
G31601FB	5652
G31601FB	9747
G31639EU	10230
G31639EU	11753
G31639EU	18086
G31639EU	18309
G31639EU	19164
G31639EU	20587
G31639EU	21381
G31639EU	21685
G31639EU	23255
G31639EU	25216
G31639EU	28837
G31639EU	33503
G31639EU	40511
G31639EU	4345
G31639EU	4431
G31639EU	44674
G31639EU	45077
G31639EU	4915
G31639EU	6115
G31639EU	6117
G31639EU	6120
G31639EU	6121
G31639EU	6125
G31639EU	6128
G31639EU	6129
G31639EU	6134
G31639EU	6137
G31639EU	6139
G31639EU	6148
G31639EU	6149
G31649CJ	31454
G31649CJ	47240
G31649CJ	47241
G31649CJ	49382
G31668AP	2903
G31668AP	3887
G31668AP	46751
G31668AP	5449
G31668AP	5450
G31679YU	32320
G31686QZ	40505
G31692TJ	2870
G31709QL	17506
G31709QL	4217
G31713XX	33115
G31713XX	47584
G31713XX	47925
G31716EV	42712
G31721AZ	45382
G31722WH	15291
G31722WH	19600
G31722WH	19671
G31722WH	24541
G31722WH	25239
G31722WH	25438
G31722WH	25722
G31722WH	27617
G31722WH	30005
G31722WH	37586
G31722WH	44288
G31722WH	825
G31722WH	826
G31722WH	827
G31722WH	829
G31726HT	12417
G31729QS	12056
G31734OS	22772
G31734OS	30016
G31734OS	34996
G31734OS	37486
G31734OS	668
G31735XJ	28371
G31736BK	39475
G31736BK	45010
G31757OG	16195
G31760OO	11423
G31760OO	14894
G31760OO	1550
G31760OO	24385
G31760OO	29563
G31761VE	30115
G31761VE	30116
G31761VE	34084
G31761VE	34215
G31761VE	40754
G31761VE	43928
G31761VE	45572
G31761VE	45574
G31761VE	45576
G31761VE	48071
G31763WG	10079
G31763WG	13876
G31763WG	28573
G31763WG	30392
G31763WG	33171
G31763WG	39325
G31763WG	41617
G31763WG	49997
G31763WG	50416
G31806HV	5206
G31818FE	20414
G31834GI	40533
G31896MS	25646
G31941HB	24338
G31941HB	25233
G31941HB	2611
G31941HB	29204
G31941HB	29239
G31941HB	30010
G31941HB	33334
G31941HB	41145
G31941HB	44294
G31941HB	5195
G31941HB	745
G31943KG	1693
G31943KG	18779
G31943KG	4373
G31943KG	6791
G31957VC	42125
G32061UE	16550
G32079YD	5385
G32081WS	11212
G32081WS	22975
G32081WS	25667
G32081WS	25731
G32081WS	27449
G32081WS	3411
G32081WS	35911
G32081WS	36213
G32081WS	36447
G32081WS	47478
G32081WS	47494
G32081WS	47495
G32081WS	9443
G32112SX	14465
G32112SX	29234
G32112SX	671
G32114AT	21164
G32114AT	23759
G32114AT	32570
G32114AT	37882
G32152BH	10207
G32152BH	11471
G32152BH	49220
G32156ZV	45838
G32167RW	267
G32205XM	44616
G32216IU	24974
G32216IU	2754
G32216IU	46741
G32216KM	14516
G32216KM	24929
G32216KM	25566
G32216KM	2893
G32216KM	38580
G32216KM	3877
G32216KM	44703
G32216KM	4687
G32216KM	48002
G32227EH	26722
G32241HI	28843
G32252UW	17357
G32252UW	26394
G32252UW	34173
G32252UW	4652
G32252UW	48438
G32252UW	691
G32252UW	692
G32252UW	693
G32254QI	11787
G32254QI	11794
G32254QI	13991
G32254QI	14014
G32254QI	15547
G32254QI	18445
G32254QI	18642
G32254QI	22993
G32254QI	34171
G32254QI	38135
G32254QI	43015
G32254QI	43467
G32254QI	50418
G32254QI	984
G32263FZ	19421
G32263XB	17377
G32263XB	18306
G32263XB	2622
G32263XB	27341
G32263XB	27359
G32263XB	28834
G32263XB	5738
G32265BZ	14181
G32272YZ	40342
G32291JX	16054
G32291JX	4425
G32291JX	4426
G32291JX	7275
G32315XS	47123
G32321PC	42307
G32337PL	1727
G32342EK	7317
G32358YV	2135
G32363KK	18473
G32371XG	7092
G32371XG	7094
G32371XG	7156
G32377GZ	5458
G32386AG	7858
G32403EK	13261
G32403EK	13792
G32403EK	13885
G32403EK	13976
G32403EK	15299
G32403EK	16168
G32403EK	16238
G32403EK	16604
G32403EK	16695
G32403EK	17664
G32403EK	19440
G32403EK	19678
G32403EK	23647
G32403EK	27581
G32403EK	28793
G32403EK	28811
G32403EK	41521
G32403EK	8734
G32403EK	9756
G32403EK	9810
G32403EK	9950
G32430MQ	26460
G32430MQ	31526
G32430MQ	31527
G32430MQ	31528
G32430MQ	31529
G32430MQ	43698
G32437SG	44695
G32460TA	21774
G32461GF	27294
G32505QR	42754
G32515OX	22965
G32518YQ	29765
G32522KP	7484
G32536AQ	16379
G32556JI	31330
G32586BA	17467
G32586BA	29375
G32586BA	32966
G32586BA	33118
G32586BA	36381
G32586BA	44704
G32586BA	49556
G32592IB	24850
G32601MJ	19027
G32611KT	48003
G32611KT	7653
G32622ST	43823
G32660GU	28436
G32665EN	14474
G32665EN	16023
G32672EX	31049
G32672EX	38010
G32683MW	28865
G32684AI	36403
G32685CP	46370
G32685CP	48158
G32685NO	9036
G32685NO	9307
G32698HD	22645
G32701FC	9469
G32723SL	28413
G32723SL	34622
G32740WV	46872
G32746QI	1784
G32746QI	22606
G32746QI	28358
G32746QI	7478
G32746QI	7479
G32746QI	7481
G32748CU	1313
G32758HZ	20951
G32758HZ	29407
G32758HZ	3900
G32758HZ	42424
G32758HZ	5453
G32761XQ	8042
G32771NV	10682
G32776KY	45021
G32783AY	3011
G32783AY	42632
G32791GB	27032
G32795DI	16556
G32795DI	24276
G32795DI	25205
G32795DI	2687
G32801HX	1366
G32801HX	1367
G32801HX	33037
G32801HX	45308
G32816HT	13295
G32816HT	1990
G32816HT	2002
G32816HT	2005
G32816HT	8583
G32878AH	9735
G32915BP	11702
G32915BP	1655
G32915BP	18795
G32915BP	20530
G32915BP	21409
G32915BP	26240
G32915BP	31485
G32915BP	32291
G32915BP	3848
G32915BP	41960
G32915BP	45061
G32915BP	6700
G32915BP	6800
G32915BP	6804
G32915BP	6836
G32930BG	20704
G32944VN	16856
G32948PW	29363
G32967PZ	1019
G32967PZ	11416
G32967PZ	11421
G32967PZ	13585
G32967PZ	37384
G32968SR	17453
G32968SR	5578
G32974DS	42805
G33019PZ	31017
G33037KD	18440
G33037KD	33336
G33052SB	7318
G33099BU	47984
G33099BU	47987
G33127ZT	20521
G33129LQ	45003
G33129LQ	46426
G33131BN	26370
G33135KB	31017
G33160BZ	10540
G33160BZ	10732
G33160BZ	15525
G33160BZ	18988
G33160BZ	33652
G33160BZ	36004
G33160BZ	3782
G33160BZ	5218
G33160BZ	975
G33160BZ	976
G33160BZ	977
G33175GZ	14289
G33177YW	6176
G33192XL	36306
G33192XL	6468
G33202JT	11134
G33202JT	11289
G33202JT	24501
G33202JT	8328
G33203RM	15528
G33203RM	1719
G33203RM	1756
G33203RM	18986
G33203RM	33663
G33203RM	3858
G33227IS	23974
G33236UO	31111
G33241WC	4683
G33286MK	3660
G33304JP	9976
G33309GL	5480
G33318DG	18186
G33347WY	5026
G33366KJ	2686
G33373MR	20923
G33382FH	23991
G33395TI	35234
G33419PP	40486
G33433QA	45046
G33438CM	40549
G33441OT	8493
G33451YI	23805
G33451YI	29740
G33452KQ	16815
G33476GF	23973
G33476GF	25888
G33476GF	3271
G33476GF	3275
G33476GF	3277
G33476GF	38264
G33476GF	41640
G33476GF	4477
G33476GF	47157
G33476GF	47477
G33479HZ	12039
G33505DB	10673
G33505DB	24655
G33505DB	535
G33506JS	14235
G33506JS	2546
G33506JS	32033
G33519HI	10777
G33519HI	18941
G33519HI	34521
G33530VI	37747
G33559CW	17221
G33559RM	15139
G33569OU	7221
G33575EC	10912
G33575EC	12548
G33575EC	12549
G33575EC	12550
G33575EC	12551
G33575EC	12555
G33575EC	12560
G33575EC	12561
G33575EC	12562
G33575EC	12563
G33575EC	12564
G33575EC	12566
G33575EC	12567
G33575EC	12568
G33575EC	12575
G33575EC	12577
G33575EC	22817
G33575EC	8756
G33575EC	8757
G33575EC	8758
G33612TW	24944
G33620BP	5558
G33636XJ	35996
G33636XJ	36286
G33636XJ	36383
G33649VP	23953
G33651SE	46004
G33709IR	6988
G33711VF	15731
G33720LK	16283
G33724WQ	16244
G33734NL	31478
G33741NT	14502
G33741NT	15528
G33741NT	1719
G33741NT	1756
G33741NT	18986
G33741NT	33663
G33741NT	3858
G33742YO	14720
G33748AU	18841
G33758WJ	27605
G33837HR	41550
G33842PB	46823
G33866SM	25797
G33866SM	32370
G33866SM	3707
G33866SM	4207
G33866SM	4871
G33874AV	21004
G33884DH	7379
G33892UJ	1191
G33892UJ	19721
G33892UJ	4282
G33892UJ	43991
G33961NR	17456
G33963WV	34122
G33964KT	43505
G33970VN	16517
G33970VN	1903
G33970VN	20542
G33970VN	21828
G33970VN	32317
G33970VN	34921
G33970VN	40703
G33970VN	7085
G33970VN	7086
G33970VN	7096
G33970VN	7102
G33970VN	7103
G33970VN	7112
G33970VN	7113
G33972EG	15830
G33972EG	42034
G34003DG	2736
G34022KC	15686
G34022KC	19308
G34022KC	25859
G34022KC	27452
G34022KC	35908
G34022KC	40756
G34022KC	40757
G34028QA	11783
G34028QA	18288
G34028QA	47874
G34031ES	9449
G34073UX	34550
G34083WZ	11266
G34083WZ	14063
G34083WZ	8983
G34100XV	20264
G34122OI	12157
G34122OI	12199
G34216YN	21005
G34219XL	46830
G34234AZ	15507
G34234AZ	16812
G34234AZ	18195
G34234AZ	20113
G34234AZ	27507
G34234AZ	44930
G34288SK	40461
G34294BW	25246
G34294BW	27625
G34294BW	44289
G34295NM	14257
G34314SG	31157
G34330HT	24855
G34330HT	5240
G34343FT	42762
G34351JL	16815
G34351JL	18198
G34356AA	28466
G34356AA	34548
G34356AA	35741
G34356AA	48515
G34367WV	10417
G34367WV	10771
G34367WV	12586
G34367WV	12593
G34367WV	12969
G34367WV	14041
G34367WV	14042
G34367WV	14044
G34367WV	17468
G34367WV	17470
G34367WV	19765
G34367WV	21224
G34367WV	23984
G34367WV	26854
G34367WV	26856
G34367WV	28709
G34367WV	33060
G34367WV	4455
G34367WV	4456
G34367WV	4674
G34367WV	8459
G34367WV	9714
G34367WV	9729
G34367WV	9862
G34368WA	47224
G34368WA	47225
G34412AR	22970
G34412AR	27703
G34412AR	44457
G34420XL	21519
G34442SS	1162
G34442SS	1389
G34442SS	37749
G34442SS	7523
G34461YU	18183
G34461YU	28907
G34463WT	16806
G34463WT	18278
G34463WT	18405
G34463WT	18407
G34463WT	18812
G34463WT	22198
G34463WT	28784
G34463WT	30783
G34463WT	38485
G34463WT	4838
G34465ZP	16147
G34465ZP	2716
G34465ZP	2719
G34465ZP	8512
G34465ZP	8799
G34465ZP	9640
G34466DO	29981
G34466DO	43480
G34476JC	2412
G34491AS	13127
G34491AS	13484
G34491AS	15637
G34491AS	22643
G34491AS	23145
G34496IR	10195
G34499SX	24572
G34499SX	38480
G34499SX	7589
G34511DI	21961
G34511DI	42452
G34527RW	44741
G34529TA	26298
G34536XC	28950
G34562TL	8620
G34568LU	11241
G34569IX	30961
G34570FV	15766
G34573QO	21531
G34577AG	2458
G34577AG	34842
G34577AG	36878
G34577AG	38011
G34577AG	38095
G34577AG	40590
G34577AG	42682
G34577AG	42793
G34577AG	46001
G34577AG	48248
G34577AG	5696
G34577AG	5697
G34577AG	5698
G34577AG	5702
G34577AG	5706
G34577AG	5709
G34582AE	9593
G34582DB	30104
G34586WL	27842
G34626UE	7975
G34636RW	11991
G34636RW	48527
G34650EM	18281
G34650EM	21610
G34655BH	4886
G34683KF	11658
G34683KF	11791
G34683KF	2941
G34705QH	29084
G34706DW	1130
G34706FZ	10053
G34706FZ	14091
G34706FZ	16585
G34706FZ	32918
G34706FZ	37806
G34706FZ	40962
G34706FZ	41684
G34706FZ	47800
G34723AD	31271
G34723AD	31433
G34723AD	31434
G34723AD	31862
G34723AD	47222
G34723AD	47223
G34731QC	8153
G34756UK	16812
G34756UK	27507
G34756UK	44930
G34795YW	8571
G34797BZ	25979
G34801BK	11335
G34810SS	1559
G34810SS	33016
G34815RA	24860
G34821YB	36403
G34827IO	15245
G34827IO	5067
G34852ZG	4413
G34853GU	8863
G34859KW	4668
G34875RO	6658
G34924DC	18180
G34926IG	12356
G34926IG	12359
G34926IG	13845
G34926IG	22439
G34926IG	22440
G34926IG	2517
G34931KK	27290
G34946TH	30105
G34962RK	11162
G34962RK	13586
G34992DF	13486
G34992DF	2746
G34992DF	28275
G34992DF	28518
G34992DF	29158
G34992DF	30060
G34992DF	30072
G34992DF	30628
G34992DF	30703
G34992DF	30994
G34992DF	31602
G34992DF	33084
G34992DF	33216
G34992DF	33227
G34992DF	33516
G34992DF	34878
G34992DF	34971
G34992DF	35008
G34992DF	35772
G34992DF	3633
G34992DF	36339
G34992DF	36407
G34992DF	36457
G34992DF	36810
G34992DF	36951
G34992DF	37506
G34992DF	37633
G34992DF	37698
G34992DF	38336
G34992DF	38575
G34992DF	40380
G34992DF	40719
G34992DF	41247
G34992DF	41915
G34992DF	42122
G34992DF	44360
G34992DF	44661
G34992DF	44791
G34992DF	44800
G34992DF	45801
G34992DF	46027
G34992DF	46180
G34992DF	46546
G34992DF	46778
G34992DF	46792
G34992DF	46799
G34992DF	46978
G34992DF	47040
G34992DF	48237
G34992DF	48406
G34992DF	4859
G34992DF	49043
G34992DF	49565
G34992DF	50425
G34992DF	50694
G34992DF	5092
G34992DF	5265
G34992DF	5615
G34992DF	5635
G34992DF	6162
G34992DF	6856
G34992DF	6970
G34992DF	7047
G34992DF	7666
G34992DF	848
G34993RG	31746
G34993RG	4699
G34996GA	20565
G35039IM	236
G35045UK	13537
G35061TT	4788
G35061ZY	16339
G35068DX	11709
G35075BF	9579
G35095CV	14236
G35104YY	31950
G35104YY	40692
G35104YY	41837
G35104YY	49672
G35105ZB	5396
G35106OM	6402
G35109CW	40551
G35110VT	6727
G35139NO	2117
G35146UA	36358
G35146UA	37691
G35146UA	45747
G35146UA	47160
G35146UA	49547
G35150SV	31794
G35180RQ	31641
G35180RQ	40431
G35180RQ	41205
G35180SG	11913
G35199BM	33363
G35202OT	10730
G35206AM	2169
G35234CM	28245
G35239BL	45365
G35242IF	1963
G35242IF	24196
G35242IF	32655
G35242IF	33020
G35242IF	37631
G35242IF	42183
G35242IF	5469
G35245OK	2845
G35257SQ	5801
G35312VR	12053
G35313CG	2997
G35313CG	2999
G35313CG	31339
G35313CG	42626
G35313CG	42628
G35313CG	5152
G35313CG	9818
G35346LB	16376
G35350DS	35051
G35362TE	508
G35389ZR	24210
G35442CG	11819
G35442CG	13836
G35442CG	21389
G35442CG	37832
G35442CG	6262
G35442CG	6263
G35442CG	6293
G35446HX	126
G35446HX	2206
G35446HX	23697
G35446HX	3133
G35446HX	35974
G35448LP	23171
G35482NV	49245
G35482NV	7495
G35502UM	49552
G35528EA	2777
G35549XI	16810
G35549XI	18276
G35565NM	3007
G35569VL	50405
G35598VH	11261
G35598VH	18396
G35612AX	29015
G35619UY	35299
G35619UY	38594
G35619UY	44744
G35626TC	28228
G35679QA	11806
G35679QA	12033
G35679QA	20944
G35679QA	24092
G35679QA	5133
G35700TJ	12272
G35708JV	8165
G35718GY	11912
G35732LD	11781
G35732LD	18290
G35732LD	20968
G35748HH	3941
G35750SU	28908
G35758CT	13568
G35769UV	14715
G35774GX	11786
G35774GX	28886
G35774GX	2971
G35774GX	35906
G35774GX	6583
G35774GX	6953
G35774GX	6956
G35774GX	6959
G35774GX	6963
G35774GX	6968
G35774GX	6974
G35777BB	18366
G35778AN	2340
G35778AN	26431
G35778AN	28538
G35778AN	32938
G35778AN	33331
G35778AN	42868
G35794UW	11758
G35815VK	29337
G35815VK	8475
G35818YB	19948
G35827XH	21753
G35839XA	13914
G35839XA	18232
G35839XA	35904
G35839XA	36600
G35841YO	11759
G35841YO	15696
G35841YO	6739
G35841YO	6740
G35841YO	6742
G35841YO	6743
G35857GD	42595
G35879BG	10650
G35879BG	10880
G35879BG	10893
G35879BG	1133
G35879BG	13646
G35879BG	13888
G35879BG	13985
G35879BG	16103
G35879BG	16305
G35879BG	17876
G35879BG	18248
G35879BG	18441
G35879BG	18695
G35879BG	23385
G35879BG	2701
G35879BG	29211
G35879BG	30013
G35879BG	30521
G35879BG	33027
G35879BG	33335
G35879BG	41142
G35879BG	4268
G35879BG	44297
G35879BG	46892
G35879BG	5231
G35879BG	8562
G35879BG	9357
G35904ZB	18815
G35912PE	6839
G35915AS	20061
G35915AS	23394
G35915AS	28469
G35915AS	32021
G35915AS	50731
G35926QT	47799
G35929YH	23359
G35932AR	32144
G35950WD	12937
G35960LO	17686
G36006TS	19925
G36006TS	20143
G36006TS	20145
G36006TS	20163
G36006TS	20192
G36006TS	24198
G36006TS	26921
G36006TS	2749
G36006TS	28490
G36006TS	29159
G36006TS	29535
G36006TS	29943
G36006TS	30073
G36006TS	30539
G36006TS	30567
G36006TS	30568
G36006TS	30594
G36006TS	30607
G36006TS	30629
G36006TS	30774
G36006TS	30876
G36006TS	30900
G36006TS	31371
G36006TS	31603
G36006TS	31623
G36006TS	31895
G36006TS	31979
G36006TS	32379
G36006TS	32398
G36006TS	32764
G36006TS	32777
G36006TS	32784
G36006TS	32876
G36006TS	32901
G36006TS	33229
G36006TS	33517
G36006TS	34879
G36006TS	34898
G36006TS	34962
G36006TS	35005
G36006TS	35033
G36006TS	35253
G36006TS	3611
G36006TS	36396
G36006TS	36811
G36006TS	36886
G36006TS	36973
G36006TS	37297
G36006TS	37299
G36006TS	37306
G36006TS	37350
G36006TS	37390
G36006TS	37393
G36006TS	37397
G36006TS	37500
G36006TS	37508
G36006TS	37516
G36006TS	37611
G36006TS	37614
G36006TS	37699
G36006TS	37731
G36006TS	38176
G36006TS	38574
G36006TS	38700
G36006TS	39448
G36006TS	39480
G36006TS	39493
G36006TS	39518
G36006TS	39777
G36006TS	40373
G36006TS	41880
G36006TS	41916
G36006TS	42080
G36006TS	42112
G36006TS	42123
G36006TS	42156
G36006TS	42198
G36006TS	42406
G36006TS	42410
G36006TS	42575
G36006TS	42584
G36006TS	42674
G36006TS	42687
G36006TS	42992
G36006TS	43047
G36006TS	43265
G36006TS	43389
G36006TS	43625
G36006TS	44252
G36006TS	44597
G36006TS	44640
G36006TS	44684
G36006TS	44789
G36006TS	44792
G36006TS	44994
G36006TS	45028
G36006TS	45692
G36006TS	45759
G36006TS	45768
G36006TS	45798
G36006TS	46183
G36006TS	46284
G36006TS	46349
G36006TS	46504
G36006TS	46660
G36006TS	46774
G36006TS	46797
G36006TS	47028
G36006TS	47214
G36006TS	47731
G36006TS	47734
G36006TS	47756
G36006TS	47849
G36006TS	47886
G36006TS	48218
G36006TS	48228
G36006TS	48231
G36006TS	48238
G36006TS	48552
G36006TS	48944
G36006TS	49044
G36006TS	49203
G36006TS	49465
G36006TS	49566
G36006TS	49574
G36006TS	49581
G36006TS	50272
G36006TS	50419
G36006TS	50427
G36006TS	50459
G36006TS	50695
G36006TS	5114
G36006TS	5221
G36006TS	5632
G36006TS	6147
G36006TS	6520
G36006TS	6560
G36006TS	6561
G36006TS	6923
G36006TS	6964
G36006TS	7672
G36006TS	8171
G36006TS	844
G36042WR	31012
G36053YX	40550
G36057YH	43822
G36058QA	14222
G36092HA	4423
G36118RA	18514
G36118RA	19101
G36118RA	25683
G36118RA	6686
G36118RA	6688
G36118RA	6689
G36123IU	14340
G36123IU	17
G36123IU	18
G36123IU	29369
G36123IU	31593
G36123IU	33914
G36123IU	33954
G36123IU	34694
G36123IU	34796
G36123IU	34824
G36123IU	34828
G36123IU	34840
G36123IU	34851
G36123IU	34884
G36123IU	35030
G36123IU	35037
G36123IU	35262
G36123IU	35804
G36123IU	35832
G36123IU	35945
G36123IU	37037
G36123IU	37483
G36123IU	38123
G36123IU	38172
G36123IU	38180
G36123IU	38639
G36123IU	38681
G36123IU	39371
G36123IU	41260
G36123IU	41261
G36123IU	41262
G36123IU	41264
G36123IU	41460
G36123IU	41865
G36123IU	42401
G36123IU	42414
G36123IU	42415
G36123IU	42426
G36123IU	42791
G36123IU	43839
G36123IU	43913
G36123IU	43914
G36123IU	43946
G36123IU	43993
G36123IU	44034
G36123IU	44035
G36123IU	44217
G36123IU	44244
G36123IU	44375
G36123IU	44502
G36123IU	44503
G36123IU	44504
G36123IU	45871
G36123IU	45891
G36123IU	46222
G36123IU	46445
G36123IU	46861
G36123IU	47325
G36123IU	47952
G36123IU	48044
G36123IU	48234
G36123IU	48246
G36123IU	48364
G36123IU	48373
G36123IU	48889
G36123IU	49039
G36123IU	49040
G36123IU	49516
G36123IU	49610
G36123IU	8078
G36123IU	8107
G36124LL	30613
G36124LL	40976
G36135FM	22806
G36180TB	9915
G36191CD	12767
G36191CD	12786
G36191CD	13312
G36191CD	14710
G36191CD	1608
G36191CD	1609
G36191CD	1610
G36191CD	16631
G36191CD	17131
G36191CD	20303
G36191CD	20756
G36191CD	20757
G36191CD	20758
G36191CD	20883
G36191CD	25057
G36191CD	25744
G36191CD	2846
G36191CD	2848
G36191CD	2851
G36191CD	29219
G36191CD	29848
G36191CD	30805
G36191CD	30826
G36191CD	31874
G36191CD	32380
G36191CD	33537
G36191CD	34452
G36191CD	34638
G36191CD	35753
G36191CD	35855
G36191CD	36436
G36191CD	37745
G36191CD	38434
G36191CD	40660
G36191CD	40669
G36191CD	42693
G36191CD	43551
G36191CD	43552
G36191CD	4374
G36191CD	4376
G36191CD	4377
G36191CD	4378
G36191CD	45811
G36191CD	4628
G36191CD	46602
G36191CD	46815
G36191CD	4949
G36191CD	5082
G36191CD	5083
G36191CD	5412
G36191CD	6557
G36191CD	6558
G36191CD	6766
G36191CD	7427
G36191CD	7448
G36191CD	7705
G36191CD	7706
G36191CD	7708
G36191CD	7709
G36191CD	7710
G36191CD	7711
G36191CD	7712
