GlyTouCanAccession	CarbbankAccession
G54599TY	28785
G54602MP	11691
G54628UA	22183
G54628UA	29281
G54642SQ	11936
G54642SQ	14459
G54642SQ	18293
G54651DQ	1992
G54651IF	10980
G54651IF	11367
G54651IF	12264
G54651IF	12916
G54651IF	16772
G54651IF	16792
G54651IF	8713
G54675MQ	18983
G54675MQ	33671
G54675MQ	3932
G54679PS	11425
G54679PS	36607
G54709AG	46011
G54721WC	16211
G54721WC	18552
G54721WC	32432
G54732MH	15209
G54732MH	21449
G54732MH	3536
G54732MH	3537
G54732MH	3540
G54732MH	3541
G54732MH	45360
G54733XO	33112
G54733XO	44844
G54733XO	44854
G54733XO	46832
G54733XO	47972
G54733XO	48128
G54733XO	6594
G54741SP	24549
G54742JQ	41548
G54765IU	10377
G54765IU	21020
G54765IU	21152
G54765IU	27596
G54765IU	35900
G54765IU	37587
G54765IU	38487
G54765IU	46902
G54765IU	47009
G54765IU	50825
G54765IU	8630
G54765IU	8643
G54802EG	29079
G54826OZ	2688
G54826OZ	2689
G54826OZ	27684
G54826OZ	34948
G54826OZ	35828
G54826OZ	44020
G54826OZ	47069
G54831HN	1330
G54849AP	49595
G54863LV	25640
G54884LT	28381
G54915XJ	5039
G54916AB	111
G54916AB	24917
G54916AB	36445
G54916AB	40435
G54916AB	44006
G54916AB	4755
G54934DY	315
G54950JZ	8198
G54953IZ	11848
G54953IZ	16845
G54953IZ	18974
G54953IZ	20607
G54953IZ	22012
G54953IZ	24052
G54953IZ	31135
G54953IZ	31311
G54953IZ	31665
G54953IZ	3569
G54953IZ	393
G54953IZ	394
G54953IZ	395
G54953IZ	396
G54953IZ	397
G54953IZ	398
G54953IZ	40915
G54953IZ	5073
G54953IZ	9871
G54981BW	5866
G55037II	19931
G55041IW	24636
G55041IW	24858
G55051BJ	24043
G55051BJ	24586
G55051BJ	25082
G55051BJ	3074
G55051BJ	38504
G55051BJ	6738
G55051BJ	944
G55051BJ	945
G55051BJ	946
G55051FB	30368
G55057OO	48453
G55070AA	4569
G55080WT	5646
G55088PN	40344
G55114VC	31051
G55139FC	9009
G55147XG	10535
G55147XG	12449
G55147XG	26541
G55153IW	1261
G55153IW	1262
G55153IW	17092
G55153IW	17114
G55153IW	21086
G55169DK	344
G55174HS	21778
G55184GH	26232
G55184IL	45906
G55205JA	10964
G55211MC	41691
G55220VL	11854
G55220VL	12343
G55220VL	13814
G55220VL	1401
G55220VL	1416
G55220VL	1418
G55220VL	1419
G55220VL	1421
G55220VL	1422
G55220VL	1423
G55220VL	1424
G55220VL	15704
G55220VL	16827
G55220VL	21760
G55220VL	22017
G55220VL	22615
G55220VL	24629
G55220VL	24676
G55220VL	25195
G55220VL	25487
G55220VL	25613
G55220VL	2783
G55220VL	2785
G55220VL	30787
G55220VL	31281
G55220VL	32812
G55220VL	33198
G55220VL	33560
G55220VL	33846
G55220VL	33973
G55220VL	34642
G55220VL	36232
G55220VL	37072
G55220VL	3832
G55220VL	3833
G55220VL	38413
G55220VL	38458
G55220VL	38694
G55220VL	39309
G55220VL	39418
G55220VL	40667
G55220VL	41471
G55220VL	41482
G55220VL	41786
G55220VL	41788
G55220VL	42023
G55220VL	4347
G55220VL	43562
G55220VL	43664
G55220VL	44680
G55220VL	44734
G55220VL	44910
G55220VL	45832
G55220VL	4633
G55220VL	46669
G55220VL	46712
G55220VL	5053
G55220VL	50778
G55220VL	5964
G55220VL	5985
G55220VL	6016
G55220VL	6220
G55220VL	6221
G55220VL	7531
G55220VL	7532
G55220VL	7533
G55220VL	7534
G55220VL	7536
G55220VL	7537
G55220VL	7538
G55220VL	7539
G55220VL	7540
G55220VL	7541
G55220VL	7542
G55220VL	7543
G55220VL	7544
G55220VL	7547
G55220VL	7548
G55220VL	7549
G55220VL	7551
G55220VL	7552
G55220VL	7553
G55220VL	7554
G55220VL	7555
G55220VL	7556
G55220VL	7557
G55220VL	7558
G55220VL	7559
G55220VL	7560
G55220VL	7561
G55220VL	7562
G55220VL	7563
G55220VL	7564
G55220VL	7565
G55220VL	7566
G55220VL	7567
G55220VL	7568
G55220VL	7569
G55220VL	7570
G55220VL	8524
G55220VL	9021
G55220VL	9837
G55224LJ	8142
G55236DB	15186
G55250XM	28368
G55258MY	7140
G55259BS	1030
G55259BS	2704
G55259BS	3791
G55259BS	4278
G55259BS	5849
G55302WQ	21826
G55302WQ	2859
G55302WQ	30888
G55302WQ	6580
G55318GC	8041
G55327VV	26241
G55331KX	14976
G55331KX	17466
G55331KX	2406
G55331KX	3043
G55331KX	49026
G55360MM	25127
G55360NR	20532
G55402MT	1634
G55402MT	7391
G55407TJ	17451
G55433KX	29927
G55459MJ	8768
G55480NU	1023
G55487DR	30938
G55487DR	37425
G55487DR	42709
G55505BS	5487
G55507NB	14896
G55507NB	16789
G55507NB	29229
G55507NB	5019
G55507NB	5020
G55525GN	30632
G55525GN	42120
G55525GN	50680
G55525GN	524
G55561ID	15111
G55583HW	45012
G55601HX	2125
G55601IV	15820
G55628KZ	5577
G55648EK	4319
G55653LB	19553
G55689GX	9017
G55704MB	49403
G55728EM	28415
G55728EM	34625
G55742WA	36031
G55742WA	7032
G55753QM	6037
G55761WC	9010
G55781KV	1797
G55786MG	11889
G55807JY	20228
G55818EE	11985
G55818EE	14514
G55818EE	14888
G55818EE	16422
G55818EE	16438
G55818EE	18802
G55818EE	20556
G55818EE	20795
G55818EE	20798
G55818EE	22871
G55818EE	23818
G55818EE	24921
G55818EE	24931
G55818EE	2927
G55818EE	2928
G55818EE	31337
G55818EE	35215
G55818EE	37103
G55818EE	40388
G55818EE	40784
G55818EE	42616
G55818EE	44212
G55818EE	44702
G55818EE	44779
G55818EE	45378
G55818EE	4688
G55818EE	4689
G55818EE	46971
G55818EE	48523
G55818EE	5404
G55818EE	5406
G55818EE	5407
G55818EE	9816
G55829QO	8746
G55834UL	23952
G55868YQ	37287
G55870EJ	21777
G55885HS	19458
G55890VR	42640
G55925YH	8501
G55929FR	4988
G55954SF	28073
G55954SF	38744
G55954SF	38860
G55954SF	38943
G55954SF	49830
G55954SF	50071
G55954SF	50077
G55954SF	50087
G55958KV	47004
G55967EP	21799
G55979JS	2973
G55979JS	41977
G55979JS	46757
G55979JS	5486
G55986BC	14928
G55986UN	20432
G55992PI	12417
G56011JM	11974
G56011JM	20480
G56011JM	24038
G56011JM	24602
G56011JM	25077
G56011JM	3957
G56011JM	597
G56011JM	598
G56014GC	11760
G56014GC	7509
G56017EQ	13480
G56017FW	26136
G56026PA	38685
G56039JB	3908
G56045WU	42382
G56045WU	43446
G56045WU	45831
G56049DU	10051
G56059PK	12391
G56059PK	25782
G56059PK	29264
G56067ON	24976
G56070SP	32719
G56154DE	11541
G56154DE	12187
G56154DE	13787
G56154DE	15537
G56154DE	15827
G56154DE	18729
G56154DE	21623
G56154DE	22654
G56154DE	31308
G56154DE	35009
G56154DE	41571
G56154DE	43540
G56154DE	45756
G56154DE	48432
G56154DE	8817
G56180KG	15858
G56181LZ	14872
G56181LZ	17032
G56181LZ	24086
G56181LZ	25549
G56181LZ	25580
G56202TA	41428
G56209QD	7197
G56256CP	1688
G56256CP	18045
G56256CP	29129
G56256CP	32833
G56256CP	4369
G56256CP	8665
G56256CP	8700
G56256CP	9201
G56256CP	9941
G56258AG	10978
G56258AG	16123
G56258AG	31607
G56263MG	15522
G56263MG	8805
G56268BR	35345
G56271TF	7623
G56293JI	24973
G56297BE	14526
G56297BE	18765
G56297BE	18797
G56297BE	19100
G56297BE	20596
G56297BE	20647
G56297BE	20794
G56297BE	20978
G56297BE	22277
G56297BE	23247
G56297BE	25109
G56297BE	25426
G56297BE	25686
G56297BE	26657
G56297BE	28849
G56297BE	31154
G56297BE	33753
G56297BE	33798
G56297BE	36029
G56297BE	37139
G56297BE	37709
G56297BE	38270
G56297BE	40537
G56297BE	41796
G56297BE	42782
G56297BE	42857
G56297BE	4382
G56297BE	44701
G56297BE	4571
G56297BE	46647
G56297BE	46820
G56297BE	50132
G56297BE	50806
G56297BE	7044
G56297BE	7052
G56297BE	7054
G56297BE	7055
G56297BE	7056
G56297BE	7057
G56297BE	7061
G56297BE	7065
G56297BE	7068
G56297BE	7069
G56297BE	7070
G56297BE	7073
G56297BE	7074
G56297BE	7075
G56297BE	9813
G56299XO	32381
G56299XO	33078
G56299XO	35011
G56299XO	42378
G56299XO	42728
G56299XO	47201
G56299XO	49340
G56323ZG	11232
G56340EB	45750
G56348IY	37741
G56372FJ	47689
G56390QA	38030
G56404GH	37978
G56408DR	31013
G56420WU	29456
G56434VT	36289
G56434VT	43458
G56461GY	1783
G56461GY	19305
G56461GY	20606
G56461GY	23828
G56461GY	25110
G56461GY	40545
G56461GY	7329
G56461GY	7343
G56461GY	7345
G56461GY	7347
G56464AW	31477
G56478LD	13658
G56478LD	14864
G56478LD	17771
G56478LD	20751
G56478LD	20957
G56478LD	21288
G56478LD	21302
G56478LD	21332
G56478LD	22086
G56478LD	22427
G56478LD	22734
G56478LD	22959
G56478LD	23159
G56478LD	24239
G56478LD	24993
G56478LD	25403
G56478LD	30740
G56478LD	35298
G56478LD	35789
G56478LD	35934
G56478LD	37077
G56478LD	37082
G56478LD	37099
G56478LD	40449
G56478LD	47177
G56478LD	47712
G56478LD	48572
G56478LD	7535
G56478LD	8652
G56505IP	42785
G56505IP	4991
G56512DX	3855
G56512IR	18925
G56512IR	24112
G56513YH	19170
G56516VH	45714
G56516VH	45741
G56516VH	7087
G56528XC	24181
G56528XC	29720
G56528XC	30277
G56529CD	24977
G56533JT	35023
G56546LQ	2963
G56558EP	6984
G56558YT	29142
G56630LC	16109
G56630LC	9092
G56640YA	11434
G56655CC	13830
G56655CC	22285
G56655CC	25693
G56655CC	26653
G56655CC	28853
G56655CC	37016
G56655CC	44609
G56655CC	7344
G56655CC	7401
G56655CC	7402
G56655CC	7407
G56655CC	7409
G56655CC	7410
G56657VE	1781
G56682BC	21533
G56682BC	22444
G56682BC	40638
G56682BC	41259
G56682BC	7969
G56690FO	15678
G56690FO	19817
G56690FO	23728
G56690FO	45942
G56690FO	4809
G56707GO	30615
G56707GO	40975
G56724VL	32659
G56724VL	37632
G56724VL	42186
G56737MI	18674
G56748EO	15703
G56748EO	15907
G56748EO	16299
G56748EO	16823
G56748EO	1824
G56748EO	1825
G56748EO	1827
G56748EO	1828
G56748EO	25056
G56748EO	41474
G56748EO	43558
G56748EO	44738
G56748EO	7729
G56748EO	7730
G56748EO	7731
G56748EO	9018
G56749GV	12757
G56749GV	12770
G56749GV	12792
G56749GV	16542
G56749GV	18574
G56749GV	1948
G56749GV	1949
G56749GV	1950
G56749GV	1951
G56749GV	1952
G56749GV	1953
G56749GV	1954
G56749GV	1955
G56749GV	1956
G56749GV	20891
G56749GV	25178
G56749GV	25901
G56749GV	27512
G56749GV	33096
G56749GV	35289
G56749GV	35745
G56749GV	36011
G56749GV	36437
G56749GV	37681
G56749GV	39402
G56749GV	40728
G56749GV	41183
G56749GV	41468
G56749GV	42577
G56749GV	4375
G56749GV	4436
G56749GV	44710
G56749GV	46606
G56749GV	46610
G56749GV	4673
G56749GV	4677
G56749GV	48730
G56749GV	5188
G56749GV	5189
G56749GV	5543
G56749GV	7996
G56749GV	8023
G56749GV	8024
G56749GV	8026
G56749GV	8027
G56749GV	8029
G56749GV	8030
G56749GV	8031
G56749GV	8032
G56749GV	8285
G56749GV	9168
G56756HZ	42152
G56765WS	40343
G56770AH	2982
G56770AH	42619
G56774JA	5649
G56781ZQ	33036
G56792RB	10188
G56792RB	31059
G56792RB	40457
G56809FB	5363
G56813CB	1127
G56813CB	1128
G56837YQ	3014
G56837YQ	42629
G56845GO	11391
G56845GO	15826
G56845GO	16791
G56845GO	21153
G56845GO	29227
G56845GO	8642
G56850HF	24933
G56850HF	42756
G56851CO	28435
G56861GL	10730
G56868BH	14350
G56868BH	14354
G56868BH	14355
G56868BH	24659
G56868BH	28927
G56868BH	42897
G56873WT	19649
G56873WT	23961
G56873WT	38448
G56873WT	4101
G56873WT	6491
G56891ZN	40389
G56896RW	1195
G56901CH	13689
G56946CM	27383
G56946CM	31128
G56961QY	19980
G56972PM	18080
G56972PM	18311
G56972PM	19167
G56972PM	25148
G56972PM	2697
G56972PM	27345
G56972PM	3138
G56972PM	33071
G56972PM	37283
G56972PM	5811
G56972PM	5812
G56972PM	5815
G56972PM	5818
G56972PM	5819
G56972PM	5821
G56977BH	42022
G57007FO	33350
G57007KH	24950
G57039PS	19507
G57046HW	1246
G57068ZS	2758
G57087NQ	2731
G57100KZ	12444
G57100KZ	15805
G57100KZ	17159
G57100KZ	18549
G57100KZ	19250
G57100KZ	20414
G57100KZ	22021
G57100KZ	23626
G57100KZ	23773
G57100KZ	30088
G57100KZ	4665
G57130DY	17458
G57130XG	24556
G57156ZZ	28324
G57158CS	5361
G57184TT	4129
G57186KF	31372
G57186KF	41755
G57186KF	41937
G57186KF	45274
G57186KF	45317
G57186KF	49033
G57186KF	49090
G57186KF	49575
G57186KF	50288
G57210SQ	21056
G57220BY	8177
G57226RK	14216
G57226RK	14332
G57247BH	29837
G57250WI	28360
G57267KB	31163
G57278MI	1083
G57278MI	1084
G57278MI	14207
G57278MI	8670
G57278MI	9210
G57278MI	9792
G57284NN	10085
G57284NN	11169
G57284NN	2431
G57284NN	25455
G57284NN	32799
G57284NN	49585
G57284NN	8553
G57284NN	8908
G57284NN	9270
G57284NN	9887
G57291XR	28924
G57298SD	49597
G57311FK	5740
G57321FI	10921
G57321FI	10922
G57321FI	10923
G57321FI	2184
G57321FI	2185
G57321FI	2186
G57321FI	2187
G57321FI	30785
G57321FI	30918
G57321FI	31592
G57321FI	32839
G57321FI	32957
G57321FI	33178
G57321FI	33218
G57321FI	33468
G57321FI	33887
G57321FI	33913
G57321FI	3470
G57321FI	34825
G57321FI	34838
G57321FI	34841
G57321FI	34985
G57321FI	35031
G57321FI	35036
G57321FI	35106
G57321FI	35261
G57321FI	35803
G57321FI	35831
G57321FI	35944
G57321FI	35992
G57321FI	36198
G57321FI	36249
G57321FI	3659
G57321FI	36835
G57321FI	3733
G57321FI	37727
G57321FI	37767
G57321FI	37769
G57321FI	37922
G57321FI	37939
G57321FI	37952
G57321FI	38122
G57321FI	38186
G57321FI	38193
G57321FI	38196
G57321FI	38206
G57321FI	38207
G57321FI	38208
G57321FI	38561
G57321FI	38638
G57321FI	38698
G57321FI	40629
G57321FI	41864
G57321FI	42206
G57321FI	42380
G57321FI	42739
G57321FI	42792
G57321FI	43909
G57321FI	43910
G57321FI	43916
G57321FI	43917
G57321FI	43918
G57321FI	43920
G57321FI	43922
G57321FI	43930
G57321FI	43948
G57321FI	44243
G57321FI	44374
G57321FI	44492
G57321FI	44493
G57321FI	44506
G57321FI	45605
G57321FI	45638
G57321FI	45778
G57321FI	45883
G57321FI	45890
G57321FI	46467
G57321FI	46557
G57321FI	46860
G57321FI	47103
G57321FI	47105
G57321FI	47107
G57321FI	47180
G57321FI	47181
G57321FI	47182
G57321FI	47328
G57321FI	47385
G57321FI	48045
G57321FI	48233
G57321FI	48245
G57321FI	49041
G57321FI	49508
G57321FI	49665
G57321FI	49666
G57321FI	5034
G57321FI	50468
G57321FI	6
G57321FI	7
G57338PU	7464
G57430QU	27509
G57449OF	1205
G57449OF	12130
G57449OF	34601
G57449OF	5807
G57449OF	5888
G57449OF	7510
G57453XN	40792
G57459VK	13321
G57459VK	14505
G57459VK	15530
G57459VK	18991
G57459VK	2028
G57459VK	2029
G57459VK	33667
G57459VK	3914
G57462WH	18714
G57484FV	13846
G57484FV	18267
G57484FV	37997
G57484FV	6112
G57484FV	6113
G57484FV	6682
G57519ZG	21853
G57548NB	34621
G57548NB	43733
G57557BP	24221
G57580SM	11352
G57592QM	20437
G57598XN	704
G57627PC	11524
G57627PC	13913
G57627PC	14341
G57627PC	16372
G57627PC	25189
G57671LP	4368
G57671LP	44745
G57676EM	28572
G57676EM	42299
G57710DC	42759
G57710SU	10989
G57710SU	12380
G57710SU	12381
G57710SU	14546
G57710SU	15634
G57710SU	15641
G57710SU	16140
G57710SU	16274
G57710SU	16341
G57710SU	17116
G57710SU	17705
G57710SU	18902
G57710SU	21521
G57710SU	22262
G57710SU	23025
G57710SU	27916
G57710SU	33732
G57710SU	36162
G57710SU	45296
G57710SU	513
G57710SU	527
G57710SU	6604
G57710SU	8570
G57736LX	10374
G57736LX	16811
G57736LX	18194
G57777LQ	4914
G57777LQ	8918
G57777LQ	8945
G57787IU	25698
G57787IU	28604
G57787IU	47650
G57862OP	29031
G57891XD	16503
G57920AK	11326
G57920AK	11334
G57920AK	14412
G57920AK	14543
G57920AK	17130
G57920AK	17681
G57920AK	17696
G57920AK	17859
G57920AK	18901
G57920AK	26623
G57920AK	30875
G57920AK	35223
G57920AK	42944
G57920AK	789
G57920AK	790
G57920AK	8269
G57920AK	8364
G57930PW	27483
G57930PW	29122
G57930PW	29170
G57930PW	30085
G57930PW	31272
G57930PW	31273
G57930PW	31757
G57930PW	31774
G57930PW	31964
G57930PW	32762
G57930PW	32815
G57930PW	33591
G57930PW	33845
G57930PW	33864
G57930PW	37047
G57930PW	37071
G57930PW	38410
G57930PW	38411
G57930PW	38430
G57930PW	38474
G57930PW	38475
G57930PW	40391
G57930PW	41487
G57930PW	46814
G57930PW	46824
G57930PW	49336
G57930PW	50776
G57930PW	5475
G57930PW	6041
G57930PW	8708
G57955DP	13995
G57956SV	28437
G57960MN	45380
G57981PR	10089
G57981PR	10542
G57981PR	12366
G57981PR	19406
G57981PR	21568
G57981PR	22932
G57997IN	21698
G57997IN	2938
G57997IN	42850
G58006UM	2050
G58029XR	24952
G58042JX	8446
G58047AI	10664
G58047AI	10827
G58047AI	1604
G58047AI	1605
G58047AI	18984
G58047AI	33661
G58047AI	3843
G58066AL	14088
G58066AL	18853
G58066AL	20017
G58066AL	20877
G58066AL	37812
G58066AL	40604
G58066AL	47162
G58106KY	1491
G58106KY	24865
G58161NS	10237
G58161NS	10785
G58161NS	10786
G58161NS	11218
G58161NS	13605
G58161NS	14981
G58161NS	29339
G58161NS	30308
G58161NS	31068
G58161NS	31205
G58161NS	31206
G58161NS	31207
G58161NS	32891
G58161NS	33820
G58161NS	34257
G58161NS	34260
G58161NS	34620
G58161NS	3528
G58161NS	36003
G58161NS	38185
G58161NS	38191
G58161NS	38200
G58161NS	38772
G58161NS	38773
G58161NS	39585
G58161NS	39589
G58161NS	41117
G58161NS	41118
G58161NS	43293
G58161NS	43294
G58161NS	43295
G58161NS	43296
G58161NS	43297
G58161NS	43298
G58161NS	43299
G58161NS	43719
G58161NS	44467
G58161NS	46119
G58161NS	46126
G58161NS	46248
G58161NS	46455
G58161NS	46962
G58161NS	47541
G58161NS	48079
G58161NS	48303
G58161NS	48309
G58161NS	48463
G58161NS	49013
G58161NS	49077
G58161NS	49289
G58161NS	49561
G58161NS	49728
G58167MV	15031
G58167MV	15033
G58181OH	21197
G58198GI	29318
G58201IU	29921
G58214IQ	11439
G58214IQ	11880
G58214IQ	43232
G58214IQ	6014
G58230FJ	16447
G58232RQ	12901
G58232RQ	24482
G58232RQ	29821
G58232RQ	29830
G58232RQ	32573
G58232RQ	32612
G58232RQ	37885
G58232RQ	50375
G58232RQ	50508
G58232RQ	9945
G58239DH	19325
G58247JP	38008
G58254CZ	22639
G58325KK	9138
G58350LJ	11553
G58350LJ	11765
G58350LJ	13861
G58350LJ	14331
G58350LJ	16633
G58350LJ	18448
G58350LJ	1891
G58350LJ	1892
G58350LJ	1893
G58350LJ	1904
G58350LJ	21466
G58350LJ	21673
G58350LJ	21829
G58350LJ	25061
G58350LJ	27354
G58350LJ	32312
G58350LJ	34917
G58350LJ	35971
G58350LJ	38286
G58350LJ	40702
G58350LJ	41767
G58350LJ	47741
G58350LJ	6895
G58350LJ	6896
G58350LJ	6907
G58385JB	9134
G58387VB	46706
G58429RC	10874
G58429RC	11103
G58429RC	13301
G58429RC	14205
G58429RC	16380
G58429RC	19232
G58429RC	20902
G58429RC	21157
G58429RC	28789
G58429RC	33694
G58429RC	38449
G58429RC	435
G58429RC	453
G58429RC	454
G58429RC	456
G58429RC	8883
G58429RC	9178
G58429RC	9204
G58436AI	37404
G58436AI	39412
G58436AI	41693
G58436AI	41806
G58436AI	45347
G58436AI	4645
G58436AI	48475
G58436AI	50819
G58452XH	36568
G58469BF	14062
G58469BF	8984
G58472YY	17608
G58472YY	29290
G58472YY	30057
G58478JZ	21695
G58501OI	31127
G58505HS	21923
G58507AZ	38021
G58507AZ	49587
G58517VR	23621
G58552BU	15211
G58552BU	17783
G58561KE	20560
G58561KE	9428
G58566YO	11241
G58566YO	11516
G58590MR	30035
G58597EC	4659
G58615XI	21007
G58631QJ	42423
G58634AX	2983
G58645HA	13781
G58645HA	23311
G58645HA	2332
G58645HA	2333
G58645HA	23574
G58645HA	24029
G58645HA	24911
G58645HA	25212
G58645HA	29078
G58645HA	29233
G58645HA	29613
G58645HA	29659
G58645HA	3029
G58645HA	3030
G58645HA	30737
G58645HA	3152
G58645HA	32374
G58645HA	35425
G58645HA	37467
G58645HA	3945
G58645HA	3946
G58645HA	3975
G58645HA	3976
G58645HA	3977
G58645HA	43973
G58645HA	4753
G58645HA	64
G58645HA	65
G58645HA	66
G58645HA	67
G58645HA	68
G58645HA	69
G58645HA	70
G58645HA	71
G58645HA	72
G58645HA	73
G58645HA	74
G58645HA	75
G58645HA	76
G58645HA	77
G58660FK	7372
G58666AC	19856
G58667NI	11921
G58667NI	45819
G58667NI	46615
G58667NI	5097
G58667NI	7804
G58667NI	7805
G58667NI	7807
G58668GU	10220
G58668GU	14926
G58732VR	9576
G58758AM	7302
G58798VN	2095
G58801CZ	28228
G58807XI	29537
G58809AD	11678
G58809AD	41991
G58809HG	15661
G58824SI	11124
G58868UH	22713
G58890ZT	23326
G58890ZT	8227
G58896AZ	11586
G58896AZ	12614
G58896AZ	14073
G58896AZ	14079
G58896AZ	14427
G58896AZ	14486
G58896AZ	14858
G58896AZ	15259
G58896AZ	15283
G58896AZ	15550
G58896AZ	16226
G58896AZ	163
G58896AZ	16357
G58896AZ	16406
G58896AZ	16463
G58896AZ	16475
G58896AZ	16870
G58896AZ	16880
G58896AZ	16894
G58896AZ	17010
G58896AZ	17107
G58896AZ	17420
G58896AZ	17493
G58896AZ	17687
G58896AZ	17703
G58896AZ	18483
G58896AZ	18919
G58896AZ	19336
G58896AZ	21118
G58896AZ	21626
G58896AZ	21627
G58896AZ	21720
G58896AZ	21732
G58896AZ	21770
G58896AZ	21919
G58896AZ	22112
G58896AZ	22489
G58896AZ	22624
G58896AZ	23026
G58896AZ	23063
G58896AZ	23877
G58896AZ	23890
G58896AZ	23902
G58896AZ	23905
G58896AZ	23937
G58896AZ	23939
G58896AZ	24439
G58896AZ	24441
G58896AZ	24769
G58896AZ	2503
G58896AZ	25255
G58896AZ	25275
G58896AZ	25309
G58896AZ	25361
G58896AZ	25468
G58896AZ	25517
G58896AZ	25855
G58896AZ	25878
G58896AZ	26171
G58896AZ	26269
G58896AZ	26358
G58896AZ	26601
G58896AZ	26608
G58896AZ	26617
G58896AZ	27234
G58896AZ	27472
G58896AZ	27535
G58896AZ	27536
G58896AZ	27709
G58896AZ	28497
G58896AZ	28505
G58896AZ	29758
G58896AZ	30298
G58896AZ	3051
G58896AZ	31662
G58896AZ	31692
G58896AZ	31752
G58896AZ	32022
G58896AZ	32741
G58896AZ	32884
G58896AZ	33047
G58896AZ	33734
G58896AZ	33883
G58896AZ	35093
G58896AZ	35365
G58896AZ	35503
G58896AZ	35924
G58896AZ	35952
G58896AZ	36002
G58896AZ	36118
G58896AZ	36168
G58896AZ	37063
G58896AZ	37094
G58896AZ	37214
G58896AZ	37266
G58896AZ	37842
G58896AZ	38059
G58896AZ	38093
G58896AZ	38371
G58896AZ	39385
G58896AZ	40564
G58896AZ	41774
G58896AZ	41777
G58896AZ	41871
G58896AZ	41905
G58896AZ	41926
G58896AZ	42846
G58896AZ	42955
G58896AZ	43214
G58896AZ	43867
G58896AZ	44621
G58896AZ	4494
G58896AZ	4495
G58896AZ	45488
G58896AZ	459
G58896AZ	460
G58896AZ	461
G58896AZ	462
G58896AZ	4648
G58896AZ	46804
G58896AZ	47204
G58896AZ	47563
G58896AZ	47599
G58896AZ	47660
G58896AZ	47781
G58896AZ	48137
G58896AZ	48205
G58896AZ	4853
G58896AZ	4854
G58896AZ	48549
G58896AZ	49338
G58896AZ	50187
G58896AZ	50497
G58896AZ	50735
G58896AZ	5301
G58896AZ	5540
G58896AZ	6248
G58896AZ	8359
G58896AZ	8572
G58896AZ	8762
G58896AZ	9295
G58907RR	12541
G58907RR	18033
G58907RR	20857
G58907RR	4798
G58907RR	9842
G58918TF	5559
G58921NR	24232
G58937DH	10872
G58938QK	18180
G58938QK	18676
G58966MB	12897
G58966MB	14762
G58966MB	18471
G58966MB	3293
G58966MB	9588
G58968NL	45807
G58990QD	14298
G58990QD	1469
G58990QD	16205
G58990QD	33611
G58995TS	11815
G58995TS	21390
G58995TS	6093
G58995TS	6111
G58995TS	6155
G58995TS	6156
G59022FC	40558
G59024DC	7217
G59044EP	39710
G59055IP	49192
G59055KC	135
G59066UJ	15750
G59092IU	11885
G59092IU	12890
G59092IU	14102
G59092IU	14105
G59092IU	16282
G59092IU	28885
G59092IU	29432
G59092IU	38477
G59092IU	40508
G59092IU	8737
G59103JC	15032
G59103JC	17039
G59103JC	19702
G59103JC	8744
G59113CB	20318
G59113CB	49629
G59113CB	50709
G59128IS	15399
G59135JW	8872
G59147VR	31477
G59159PE	18576
G59168YE	46709
G59168YE	49341
G59185WM	12774
G59185WM	13302
G59185WM	13807
G59185WM	1456
G59185WM	14572
G59185WM	1458
G59185WM	14586
G59185WM	1459
G59185WM	15113
G59185WM	15933
G59185WM	16165
G59185WM	16312
G59185WM	16576
G59185WM	17303
G59185WM	17383
G59185WM	20291
G59185WM	20314
G59185WM	21993
G59185WM	22126
G59185WM	24137
G59185WM	24281
G59185WM	25171
G59185WM	27584
G59185WM	2809
G59185WM	2812
G59185WM	2813
G59185WM	28803
G59185WM	31893
G59185WM	34157
G59185WM	36603
G59185WM	39706
G59185WM	41181
G59185WM	49612
G59185WM	7832
G59222MP	21084
G59222MP	9086
G59234CC	48526
G59240WA	50505
G59258LC	42757
G59281EP	45829
G59281RJ	8378
G59285YB	18771
G59306VK	1230
G59311AO	10230
G59311AO	10489
G59311AO	11753
G59311AO	18086
G59311AO	18252
G59311AO	18309
G59311AO	19164
G59311AO	20426
G59311AO	20587
G59311AO	20845
G59311AO	20886
G59311AO	21381
G59311AO	21685
G59311AO	22599
G59311AO	23255
G59311AO	23800
G59311AO	25216
G59311AO	28837
G59311AO	31731
G59311AO	33503
G59311AO	37995
G59311AO	40511
G59311AO	4345
G59311AO	4431
G59311AO	44674
G59311AO	45077
G59311AO	46362
G59311AO	4915
G59311AO	6115
G59311AO	6117
G59311AO	6120
G59311AO	6121
G59311AO	6125
G59311AO	6127
G59311AO	6128
G59311AO	6129
G59311AO	6130
G59311AO	6134
G59311AO	6136
G59311AO	6137
G59311AO	6139
G59311AO	6140
G59311AO	6141
G59311AO	6145
G59311AO	6146
G59311AO	6148
G59311AO	6149
G59311AO	6150
G59311AO	6683
G59311AO	8230
G59311ED	29377
G59311ED	31683
G59311ED	36375
G59311ED	36377
G59311ED	49554
G59342AI	2265
G59342AI	3280
G59342AI	3281
G59354GZ	8621
G59354GZ	8622
G59377NB	4975
G59406KS	12893
G59406KS	28878
G59406KS	5865
G59406KS	5867
G59406KS	5868
G59406KS	5869
G59406KS	5870
G59406KS	5871
G59406KS	5872
G59406KS	5874
G59406KS	5875
G59406KS	5876
G59407DT	18300
G59419HU	18440
G59419HU	30515
G59419HU	33336
G59448EY	11024
