SID,REGID,CID
252291305,G64582TJ,91857991
252291304,G10581YA,71298228
252291303,G79803HS,91857990
252291302,G35931OB,91857989
252291301,G42193NQ,91857988
252291300,G89416UR,91857987
252291299,G68471MR,45480576
252291298,G06236VH,91857986
252291297,G19232VV,91857985
252291296,G57910VW,91857984
252291295,G67463IQ,91857983
252291294,G40419SF,136666687
252291293,G12797ZY,91857982
252291292,G21157PY,91857981
252291291,G72845DC,91857980
252291290,G73248WR,91857979
252291289,G40569DS,70678779
252291288,G18792RR,91857978
252291287,G16352DY,91857977
252291286,G68338BR,91857976
252291285,G56711PH,91857975
252291284,G66453BH,91857974
252291283,G85129MY,91857973
252291282,G65364FS,91857972
252291281,G39765RY,91857971
252291280,G39047TR,91857970
252291279,G24085WF,91857969
252291278,G20453WS,91857968
252291277,G36519NW,91857967
252291276,G77974XY,91857966
252291275,G16587KU,91857965
252291274,G29110NH,91857964
252291273,G54344GJ,91857963
252291272,G03150KB,91857962
252291271,G08497KY,90658168
252291270,G45581BY,91857961
252291269,G22104CU,91857960
252291268,G29705AO,91857959
252291267,G26595JP,91857958
252291266,G79735OX,91857957
252291265,G65975TG,91857956
252291264,G92039VR,91857955
252291263,G13210KJ,91857954
252291262,G40772TJ,91857953
252291261,G61780GR,91857952
252291260,G37520GM,91857951
252291259,G27676JU,71308786
252291258,G03054QW,91857950
252291257,G80091JX,91857949
252291256,G82761BO,91857948
252291255,G23070ZU,91857947
252291254,G47023PF,71297361
252291253,G77646FX,91857946
252291252,G33532XU,91857945
252291251,G18792XF,91857944
252291250,G68861BJ,91857943
252291249,G92332WW,91857942
252291248,G70125XL,91857941
252291247,G79872MU,91857940
252291246,G54528DP,91857939
252291245,G59797VC,91857938
252291244,G98246TM,12304934
252291243,G64274CT,91857937
252291242,G00321OQ,91857936
252291241,G51341RH,91856620
252291240,G50005JK,91857935
252291239,G58409TB,91857934
252291238,G35910XN,71298113
252291237,G06998IA,91857933
252291236,G29232IW,91857932
252291235,G40565AA,91857931
252291234,G26795PW,91857930
252291233,G87784HD,71297337
252291232,G88188VJ,91857929
252291231,G56830SM,91857928
252291230,G95053GC,13984290
252291229,G24900CC,91857927
252291228,G70717MX,91857926
252291227,G77275OQ,91857925
252291226,G40937BR,91857924
252291225,G12525NO,91857923
252291224,G38361PX,91857922
252291223,G22464OW,71298474
252291222,G72943US,79014
252291221,G58594CZ,91857921
252291220,G50302AD,91857920
252291219,G90329AY,91857919
252291218,G33343HB,91857918
252291217,G64525JO,91857917
252291216,G11687NW,91825569
252291215,G31994GC,91857916
252291214,G56896RW,91857915
252291213,G39693BO,71298040
252291212,G99839YU,91857914
252291211,G29653EO,91857913
252291210,G56147VV,91857912
252291209,G28973UM,91857911
252291208,G22026YZ,91857910
252291207,G30982YZ,91857909
252291206,G54521TY,91857908
252291205,G27162RL,91857907
252291204,G89629DY,91857906
252291203,G03493OY,12816800
252291202,G54302TL,91857905
252291201,G89256OM,91857904
252291200,G79245YF,91857903
252291199,G12367RQ,91857902
252291198,G02118GB,91857901
252291197,G21620YQ,91857900
252291196,G64501OO,91857899
252291195,G96447DS,91857898
252291194,G91843DW,91857897
252291193,G69584VD,91857896
252291192,G72314MV,91857895
252291191,G06507BB,91857894
252291190,G96215NZ,91857893
252291189,G22122FL,71297309
252291188,G47410OF,91857892
252291187,G49736TE,9548799
252291186,G86736BF,71298258
252291185,G77192LA,91857891
252291184,G17164DX,91857890
252291183,G30407UW,91857889
252291182,G89709AS,91857888
252291181,G10417PV,91857887
252291180,G20149VD,91857886
252291179,G09397NL,91857885
252291178,G97222OW,66574951
252291177,G04638IX,71298155
252291176,G40994FC,91857884
252291175,G00591PZ,91857883
252291174,G18584GW,91857882
252291173,G83663CO,12304908
252291172,G88249DW,91857881
252291171,G28233ME,91857880
252291170,G26570RB,91857879
252291169,G52904VK,91857878
252291168,G72520DE,91857877
252291167,G90983BT,91857876
252291166,G43979MQ,91857875
252291165,G91362UI,91855256
252291164,G87763QO,91857874
252291163,G90759EU,91857873
252291162,G25689LI,91857872
252291161,G22636XO,91857871
252291160,G34134VJ,91857870
252291159,G21246WW,91857869
252291158,G19080EN,91857868
252291157,G41588ZZ,91857867
252291156,G50024XB,91857866
252291155,G26949IX,91857865
252291154,G67059BJ,91857864
252291153,G35692WE,91857863
252291152,G01722HI,91857862
252291151,G31080DL,5779
252291150,G79109EL,91857861
252291149,G08326JL,91857860
252291148,G95569QN,91857859
252291147,G00698QV,91857858
252291146,G93767EH,91857857
252291145,G81748GB,91857856
252291144,G33286AC,91857855
252291143,G21097FW,91857854
252291142,G69195TY,91857853
252291141,G84989UW,91857852
252291140,G73985ID,91857851
252291139,G36386BF,91857850
252291138,G58980LZ,70788962
252291137,G65299LG,91857849
252291136,G14638QN,91857848
252291135,G54590FS,91857847
252291134,G92434NY,91857846
252291133,G47854HN,91857845
252291132,G28905OV,91857844
252291131,G74275ML,91857843
252291130,G91548NF,91857842
252291129,G04611EH,91857841
252291128,G97565JU,91857840
252291127,G95549EN,91857839
252291126,G32391FR,91857838
252291125,G72605KN,91857837
252291124,G53875MI,136666686
252291123,G57865XD,91857835
252291122,G74621DY,440995
252291121,G29313LW,11099946
252291120,G93057AH,91857834
252291119,G75398ZA,91857833
252291118,G50540JU,50909809
252291117,G70714UQ,91857832
252291116,G40264QS,91857831
252291115,G30241UB,91857830
252291114,G00531ZU,71297737
252291113,G82864KM,71297956
252291112,G41356TN,91857829
252291111,G46669WD,91857828
252291110,G07520WB,91857827
252291109,G16998FX,91857826
252291108,G82286VD,91857825
252291107,G32119IV,91857824
252291106,G95664HQ,91857823
252291105,G10709GV,91857822
252291104,G32685NO,91857821
252291103,G66933BT,91857820
252291102,G39178DA,91857819
252291101,G61086SN,91857818
252291100,G04218XE,91857817
252291099,G91529NC,91857816
252291098,G74829CI,91857815
252291097,G51881BN,91857814
252291096,G87218WQ,91857813
252291095,G49961XO,91857812
252291094,G56838SE,56623159
252291093,G44313SJ,91857811
252291092,G04462ZS,91857810
252291091,G45476HW,91857809
252291090,G09776OJ,10293316
252291089,G54585VU,71297266
252291088,G73120VD,91857808
252291087,G23218OH,91857807
252291086,G83209GQ,91857806
252291085,G83392RF,91857805
252291084,G54373US,91857804
252291083,G62119QM,91857803
252291082,G66191UP,91857802
252291081,G56909OL,91857801
252291080,G99708XO,91857800
252291079,G68940XK,91857799
252291078,G78314GJ,91857798
252291077,G16905EJ,11262361
252291076,G36931MP,91857797
252291075,G97641HM,91857796
252291074,G85716US,91857795
252291073,G47618XP,91857794
252291072,G83492CO,91857793
252291071,G46476BP,44263860
252291070,G16534FS,91857792
252291069,G35619UY,91857791
252291068,G56978EC,91857790
252291067,G38764CO,91857789
252291066,G15301IS,91857788
252291065,G14374XC,91857787
252291064,G75899KQ,91857786
252291063,G76849VA,444173
252291062,G33858ZT,91857785
252291061,G02999WN,91857784
252291060,G80462PG,91857783
252291059,G63337DU,91857782
252291058,G77712UR,91857781
252291057,G95335FK,91857780
252291056,G98350NH,91857779
252291055,G79566BO,91857778
252291054,G14373ZY,91857777
252291053,G98516BG,71297295
252291052,G65101VB,91857776
252291051,G77039MJ,91857775
252291050,G49827WK,91857774
252291049,G15302FZ,91857773
252291048,G13914PI,91857772
252291047,G71762ON,91825724
252291046,G89493IM,91857771
252291045,G54568AX,91857770
252291044,G80587NA,53239753
252291043,G51110DK,91857769
252291042,G74394BJ,71297249
252291041,G81572AY,441418
252291040,G92358PV,91857768
252291039,G90022BJ,91857767
252291038,G30352TK,53966394
252291037,G83252II,91857766
252291036,G85923WX,449526
252291035,G18428QD,71298085
252291034,G43072YM,91857765
252291033,G59999BN,71298254
252291032,G78269DK,91857764
252291031,G75318VB,91857763
252291030,G47501WW,91857762
252291029,G59901EA,46906058
252291028,G83327ST,91857761
252291027,G55635FV,91857760
252291026,G19471FE,91857759
252291025,G17034UD,91857758
252291024,G10564YG,91857757
252291023,G97811CK,439723
252291022,G26709HU,91857756
252291021,G81601EB,91857755
252291020,G69738ZU,91857754
252291019,G36817ME,91857753
252291018,G29142KQ,56620703
252291017,G07781AF,91857752
252291016,G96851HL,91857751
252291015,G21469TE,5288905
252291014,G38812YS,91857750
252291013,G96717WN,91857749
252291012,G73514DN,91857748
252291011,G33249PE,91857747
252291010,G70670FB,91857746
252291009,G68158BT,6036
252291008,G78171YL,91857745
252291007,G67101AR,91857744
252291006,G90325SM,91857743
252291005,G52128CI,91857742
252291004,G50866KI,91857741
252291003,G76113UQ,91857740
252291002,G00101DG,91857739
252291001,G59594RF,91857738
252291000,G46248BN,5288276
252290999,G76294XX,91857737
252290998,G15613AB,91857736
252290997,G26109TA,91857735
252290996,G23770JR,91857734
252290995,G36267XH,91857733
252290994,G30458ED,91857732
252290993,G01464QV,91857731
252290992,G72180YS,91857730
252290991,G40064GR,91857729
252290990,G71719NW,91857728
252290989,G62311FX,91857727
252290988,G32375FR,91857726
252290987,G77225CQ,91857725
252290986,G22035EA,91857724
252290985,G52129OW,91857723
252290984,G23938BE,91857722
252290983,G11971MR,53239730
252290982,G45888VL,91857721
252290981,G78598WI,91857720
252290980,G08750HZ,91857719
252290979,G71392MR,91857718
252290978,G32665EN,91857717
252290977,G65206PZ,91857716
252290976,G92238OB,91857715
252290975,G50581EF,91857714
252290974,G20704OX,91857713
252290973,G00050ID,91857712
252290972,G52034KL,91857711
252290971,G76073CC,91857710
252290970,G65052UF,91857709
252290969,G23887RF,91857708
252290968,G38659HF,71297897
252290967,G75850OP,70679237
252290966,G45359RY,91825692
252290965,G96091LW,91857707
252290964,G08244HV,70698369
252290963,G52265HC,91857706
252290962,G87263YT,91857705
252290961,G13455PK,91857704
252290960,G86537AD,91857703
252290959,G48236RC,91857702
252290958,G03644PT,91857701
252290957,G39494OY,91857700
252290956,G31662BR,91857699
252290955,G20789WJ,24744754
252290954,G02481PN,91857698
252290953,G98475OL,91857697
252290952,G74312RU,71297708
252290951,G30969JI,91857696
252290950,G33070IY,71297679
252290949,G11928TH,91857695
252290948,G83594ZB,91857694
252290947,G35708JV,91857693
252290946,G05736CP,91857692
252290945,G99522BM,91857691
252290944,G56028CU,91857690
252290943,G78291SW,91857689
252290942,G07332UF,91857688
252290941,G96463EY,71298109
252290940,G25820EH,91857687
252290939,G22206ER,91857686
252290938,G78155FK,91857685
252290937,G45727SK,91857684
252290936,G19172LF,91857683
252290935,G74011HC,91857682
252290934,G64814RA,91857681
252290933,G16650OJ,91857680
252290932,G09214PK,91857679
252290931,G52831WI,12313177
252290930,G00025AJ,91857678
252290929,G78123QE,91857677
252290928,G04043TL,91857676
252290927,G27749XT,91857675
252290926,G24148BE,91857674
252290925,G86143FV,91857673
252290924,G52240HZ,91857672
252290923,G27587OB,71297892
252290922,G92066IQ,91857671
252290921,G52569WK,91857670
252290920,G86861MW,91857669
252290919,G87236NR,54486861
252290918,G35271HQ,91857668
252290917,G25638ZI,91857667
252290916,G56418NV,91857666
252290915,G46103YX,91857665
252290914,G24346JZ,91857664
252290913,G60742DQ,136666685
252290912,G06141RV,91857662
252290911,G89495CY,91857661
252290910,G98263OP,71298363
252290909,G09130LO,91857660
252290908,G03272YQ,91857659
252290907,G57688SP,91857658
252290906,G11540VI,91857657
252290905,G92067KW,91857656
252290904,G48232PN,6321330
252290903,G67244ME,91857655
252290902,G89352YI,71298393
252290901,G80931SY,91857654
252290900,G70884QW,91857653
252290899,G69812DP,91857652
252290898,G58195CE,71298328
252290897,G56937DQ,5288333
252290896,G52179YJ,91857651
252290895,G48360HP,91857650
252290894,G43610BA,91857649
252290893,G43355EH,91857648
252290892,G29351VV,91857647
252290891,G18071YH,6857728
252290890,G17580KL,91857646
252290889,G17372MH,91857645
252290888,G16540EY,91857644
252290887,G13292XY,91857643
252290886,G11940XR,91857642
252290885,G11660EE,91857641
252290884,G10209QU,91857640
252290883,G06550JR,91857639
252290882,G00888JR,91857638
252290881,G90175OT,91857637
252290880,G83553KK,91857636
252290879,G79220QM,91857635
252290878,G72739CQ,91857634
252290877,G68668TB,91857633
252290876,G65645WO,91857632
252290875,G61207RZ,91857631
252290874,G59341LW,91857630
252290873,G48405LH,91857629
252290872,G45583TB,91857628
252290871,G45258LH,91857627
252290870,G34394BR,71297920
252290869,G32026LV,71298449
252290868,G27611ZR,91857626
252290867,G17977UE,91857625
252290866,G13288CM,91857624
252290865,G12616PJ,91857623
252290864,G04829KS,91857622
252290863,G97225NR,71297773
252290862,G90544PQ,71297766
252290861,G76765QB,91857621
252290860,G72203HB,91857620
252290859,G71175WD,91857619
252290858,G70308HL,71297439
252290857,G69033GJ,91857618
252290856,G68110IF,45266863
252290855,G64360CB,91857617
252290854,G60692DB,91857616
252290853,G58276QF,71298416
252290852,G38144XV,91857615
252290851,G36495UY,91857614
252290850,G34954IW,91857613
252290849,G28851SS,91857612
252290848,G27682GM,136666684
252290847,G22493WB,91857610
252290846,G20083YL,91857609
252290845,G17336FF,71297515
252290844,G15518AQ,91857608
252290843,G14808DW,91849099
252290842,G10448ZR,91857607
252290841,G09962WA,91857606
252290840,G07483YN,91857605
252290839,G06371NP,71297506
252290838,G05191VL,91857604
252290837,G99516QU,91857603
252290836,G67597DY,91857602
252290835,G84477OV,91857601
252290834,G96977YE,91857600
252290833,G74083UN,91857599
252290832,G03052ZR,71298277
252290831,G31540HC,71298496
252290830,G75872PS,91857598
252290829,G03296OS,91857597
252290828,G60080EX,91857596
252290827,G37449DQ,91857595
252290826,G56995QG,91857594
252290825,G36866RX,136666683
252290824,G31005JA,91857593
252290823,G30518LL,91857592
252290822,G18751QK,91857591
252290821,G37397PF,91857590
252290820,G05732AU,91857589
252290819,G68577DA,91857588
252290818,G60620BK,91857587
252290817,G44705SA,91857586
252290816,G74960IM,91857585
252290815,G99090WV,91857584
252290814,G61324ZT,91857583
252290813,G52770HR,91857582
252290812,G59655SA,91857581
252290811,G88716MK,91857580
252290810,G65105NE,91857579
252290809,G80892UN,91857578
252290808,G42039AA,10147853
252290807,G09546QO,439357
252290806,G90439ZM,91857577
252290805,G21590TY,91857576
252290804,G38293BW,91857575
252290803,G69081WR,91857574
252290802,G97792VU,91857573
252290801,G74598GM,91857572
252290800,G11885NX,91857571
252290799,G33888AF,91857570
252290798,G96153DN,91857569
252290797,G91419BN,91857568
252290796,G91170KN,91857567
252290795,G16579SG,91857566
252290794,G26660XA,91857565
252290793,G72745SQ,91857564
252290792,G30666MK,91857563
252290791,G63193FF,71298448
252290790,G21927IY,71297596
252290789,G72221XM,91857562
252290788,G15277JD,91857561
252290787,G93095NL,91857560
252290786,G64861UO,91857559
252290785,G37207ZT,91857558
252290784,G25813MK,91857557
252290783,G48584TZ,53239719
252290782,G20158CE,91857556
252290781,G24070RM,91857555
252290780,G13997XK,91857554
252290779,G46776WR,196912
252290778,G46016IQ,91857553
252290777,G96063MG,91857552
252290776,G16348RE,91857551
252290775,G07103TE,91857550
252290774,G39111QK,91857549
252290773,G80498RN,71297384
252290772,G02006IV,14656661
252290771,G18369BP,91857548
252290770,G68428FW,91857547
252290769,G14978ZY,91857546
252290768,G22287YJ,70678681
252290767,G05611SB,91857545
252290766,G85686XR,91857544
252290765,G89262MI,20055035
252290764,G89914QR,91857543
252290763,G10231VW,91857542
252290762,G08485TO,91857541
252290761,G08112VC,91857540
252290760,G94268GP,91857539
252290759,G29007VS,91857538
252290758,G66106WQ,71298018
252290757,G89202HU,91857537
252290756,G69549MM,91857536
252290755,G49664FK,91857535
252290754,G07778KS,91857534
252290753,G16579HJ,125409
252290752,G00993PM,91857533
252290751,G81342JJ,91857532
252290750,G28458PD,91857531
252290749,G21259ST,89860827
252290748,G05141KQ,91857530
252290747,G37948RE,91857529
252290746,G82234NO,91857528
252290745,G22623VD,91857527
252290744,G92509FK,91857526
252290743,G72225IQ,91857525
252290742,G05611DK,91857524
252290741,G45308RA,91857523
252290740,G40477AA,91857522
252290739,G39098FX,91857521
252290738,G34612DX,71297580
252290737,G74407MX,439507
252290736,G09792AY,91857520
252290735,G80218VL,91857519
252290734,G46712KO,91857518
252290733,G85071LU,91857517
252290732,G50846BW,91857516
252290731,G25280VW,71297990
252290730,G40843KY,22875297
252290729,G05930HP,91857515
252290728,G02539NJ,91857514
252290727,G19073DY,91857513
252290726,G36721VM,91857512
252290725,G59212FY,91857511
252290724,G80717KS,91857510
252290723,G47763GB,91857509
252290722,G85465GD,10857507
252290721,G93529RD,71297661
252290720,G23083ZF,91857508
252290719,G12376RN,91857507
252290718,G03605AV,91857506
252290717,G04675TK,91857505
252290716,G01665LU,91857504
252290715,G97947NH,91857503
252290714,G85764GY,91857502
252290713,G29250FO,91857501
252290712,G78066DW,91857500
252290711,G47011KD,91857499
252290710,G65744QH,91857498
252290709,G76081OI,91857497
252290708,G59743MW,91857496
252290707,G71577PA,91857495
252290706,G70722IX,91857494
252290705,G72952WX,91857493
252290704,G46356YD,91857492
252290703,G44152CO,91857491
252290702,G80652ZF,91857490
252290701,G78130NE,91857489
252290700,G02101MA,91857488
252290699,G24528TU,91857487
252290698,G39426VH,91857486
252290697,G02871WJ,91857485
252290696,G61564NY,91857484
252290695,G59189YQ,91857483
252290694,G31360PH,91857482
252290693,G61728FJ,71297311
252290692,G54046EC,9884439
252290691,G98913KI,91857481
252290690,G02760XH,91857480
252290689,G14567YG,91857479
252290688,G88257BF,91857478
252290687,G02273DT,91857477
252290686,G55676GE,91857476
252290685,G97358JJ,91857475
252290684,G55360MM,91857474
252290683,G16228FH,91857473
252290682,G79815MA,91857472
252290681,G90588AV,91857471
252290680,G91197EY,91857470
252290679,G22284WD,91857469
252290678,G12885FH,69903934
252290677,G18533XI,91857468
252290676,G92445RB,91857467
252290675,G56067ON,91857466
252290674,G46123YD,91857465
252290673,G20283XL,91857464
252290672,G94346GK,91857463
252290671,G69522TI,91825592
252290670,G17155VX,91857462
252290669,G68957QP,91857461
252290668,G95876JN,91857460
252290667,G22629JM,91857459
252290666,G09857WN,71297967
252290665,G00173GD,91857458
252290664,G94851AN,91857457
252290663,G67410LQ,91857456
252290662,G83088MZ,91857455
252290661,G20404GK,91857454
252290660,G86728FD,91857453
252290659,G41941WM,91857452
252290658,G42293RF,91857451
252290657,G59989VG,91857450
252290656,G28528AG,91857449
252290655,G90002YW,91857448
252290654,G38548AA,91857447
252290653,G50883HL,91857446
252290652,G21000TV,91857445
252290651,G45756EL,91857444
252290650,G28679WK,91857443
252290649,G37597VQ,71298415
252290648,G37231JH,91857442
252290647,G01590BX,91857441
252290646,G63767RE,91857440
252290645,G90049YI,91857439
252290644,G51793MY,70698328
252290643,G63724CT,91857438
252290642,G05644LC,91857437
252290641,G93924TT,3037556
252290640,G11288PA,91857436
252290639,G37597FW,91857435
252290638,G22745SA,91857434
252290637,G52461YB,91857433
252290636,G39549OJ,12302683
252290635,G11201QY,91857432
252290634,G76789KR,91857431
252290633,G18005SU,91857430
252290632,G10096IE,91857429
252290631,G66888VV,91857428
252290630,G35802OQ,91857427
252290629,G22768VO,5288921
252290628,G62933WD,91857426
252290627,G87773EB,71297444
252290626,G66665YI,91857425
252290625,G33271XM,91857424
252290624,G01590HD,91857423
252290623,G54631HK,5460026
252290622,G66716QQ,15116236
252290621,G94480CC,50909801
252290620,G91029BU,71298240
252290619,G82853YO,91857422
252290618,G97459DD,91857421
252290617,G03216SJ,91857420
252290616,G84108IZ,91857419
252290615,G07535JX,91857418
252290614,G99335KN,91857417
252290613,G90703DJ,91857416
252290612,G30996QM,91857415
252290611,G08456JR,91857414
252290610,G40490ET,91857413
252290609,G62676CG,56635881
252290608,G27893KR,91857412
252290607,G46613JI,53356729
252290606,G08456DL,91857411
252290605,G03460DX,91857410
252290604,G81735HL,51351736
252290603,G91277HN,91857409
252290602,G92834ME,91857408
252290601,G85609YS,91857407
252290600,G25538MM,91857406
252290599,G67646QU,91857405
252290598,G86270PI,71298114
252290597,G39777NU,91857404
252290596,G17689DH,25098607
252290595,G63645OH,91857403
252290594,G63157SG,91857402
252290593,G55653KB,91857401
252290592,G44455RJ,91857400
252290591,G08556PL,91857399
252290590,G91022KO,91857398
252290589,G21884AP,136666682
252290588,G00933DA,91857396
252290587,G18905AN,91857395
252290586,G00891GP,91857394
252290585,G98565KP,91857393
252290584,G86768IE,91857392
252290583,G23149XD,91857391
252290582,G24642BR,91857390
252290581,G23722TU,91857389
252290580,G88938UC,91857388
252290579,G83432TP,91857387
252290578,G11260MK,91857386
252290577,G04967BI,91857385
252290576,G04966VC,91857384
252290575,G56881BB,91857383
252290574,G48740SL,11249135
252290573,G56185ML,91857382
252290572,G51333ZI,91857381
252290571,G79609RF,91857380
252290570,G02660WC,91857379
252290569,G28456YG,91857378
252290568,G78551EK,91857377
252290567,G98073UH,91857376
252290566,G41507PM,91857375
252290565,G53220ZS,71298412
252290564,G28593TO,91857374
252290563,G97554RV,17756759
252290562,G07822HH,91857373
252290561,G36960FP,91857372
252290560,G04629CV,91857371
252290559,G43455WO,91857370
252290558,G97130PD,71297608
252290557,G74793LO,71298115
252290556,G56869RQ,91857369
252290555,G63725PA,91857368
252290554,G25615CH,70678640
252290553,G75249KK,91857367
252290552,G71793UG,91857366
252290551,G70374KJ,91857365
252290550,G68179GF,25074413
252290549,G92488QM,91857364
252290548,G98073MH,71298499
252290547,G76397RF,71297274
252290546,G26885SZ,91857363
252290545,G55717XU,91857362
252290544,G02089LB,9828803
252290543,G23259MX,91857361
252290542,G15480NE,91857360
252290541,G86849BN,91857359
252290540,G38449PC,91857358
252290539,G53931MC,91857357
252290538,G59905YM,10556082
252290537,G76802PQ,91857356
252290536,G03480UY,91857355
252290535,G12809BF,91857354
252290534,G50037OE,91857353
252290533,G17715PU,91857352
252290532,G12667SF,91857351
252290531,G37538SF,91857350
252290530,G30294DU,91857349
252290529,G83864PP,91857348
252290528,G47649ZW,91857347
252290527,G12517TX,91857346
252290526,G35061TT,91857345
252290525,G69340OO,91857344
252290524,G45663ZQ,136666681
252290523,G96709CX,91857343
252290522,G51773AR,91857342
252290521,G99137KG,91857341
252290520,G38475OD,91857340
252290519,G88043PD,91857339
252290518,G22062BS,91857338
252290517,G96906RY,91857337
252290516,G38013JG,91857336
252290515,G60925XT,91857335
252290514,G04641BL,91857334
252290513,G21174HV,91857333
252290512,G78673ZR,91857332
252290511,G65717IJ,91857331
252290510,G09532XJ,91857330
252290509,G90915NG,91857329
252290508,G22489DN,91857328
252290507,G40957MU,91857327
252290506,G34138UB,91857326
252290505,G71479CC,91857325
252290504,G17096QG,86289221
252290503,G99844HI,91857324
252290502,G99114XG,91857323
252290501,G49097QJ,91857322
252290500,G25937FN,71298224
252290499,G17126MK,91857321
252290498,G43870FR,91857320
252290497,G87327WK,91857319
252290496,G70382WT,71297685
252290495,G60090YA,91857318
252290494,G31235IJ,91857317
252290493,G85563LA,91857316
252290492,G75980MZ,91857315
252290491,G82974JM,91857314
252290490,G58616ME,91857313
252290489,G15195YB,91857312
252290488,G39570CO,91857311
252290487,G35536ON,91857310
252290486,G72587UU,91857309
252290485,G49302PT,91857308
252290484,G66606FL,91857307
252290483,G98735VX,91857306
252290482,G76977CZ,91857305
252290481,G49975PG,91857304
252290480,G66942CJ,91857303
252290479,G67271MM,91857302
252290478,G01867NK,91857301
252290477,G81715FA,53716235
252290476,G27138KH,91845215
252290475,G84197RM,91857300
252290474,G01866UJ,91857299
252290473,G52789LB,11072407
252290472,G67199UN,91857298
252290471,G80821PO,91857297
252290470,G79334CR,91857296
252290469,G45063WT,45480577
252290468,G17392PB,91857295
252290467,G19289FL,91857294
252290466,G45697SM,91857293
252290465,G44785PM,91857292
252290464,G01866TT,9898371
252290463,G58123BZ,91857291
252290462,G69849KC,91857290
252290461,G65718MY,439626
252290460,G61456PF,91857289
252290459,G02301DT,444727
252290458,G68145FW,91857288
252290457,G22456BF,91857287
252290456,G42042CW,91857286
252290455,G74025HX,91857285
252290454,G82453ZG,91857284
252290453,G74515VG,91857283
252290452,G65345UF,91857282
252290451,G80738BU,91857281
252290450,G95713LQ,91857280
252290449,G22876QG,91857279
252290448,G39225VJ,91857278
252290447,G23920WW,91857277
252290446,G00134YK,91857276
252290445,G51778NN,91857275
252290444,G08549SV,91857274
252290443,G88009HX,91857273
252290442,G73480PD,91857272
252290441,G98712WP,91857271
252290440,G38131MK,91857270
252290439,G20475UC,91857269
252290438,G46609ZR,71298253
252290437,G39346UP,57473720
252290436,G57223HO,91857268
252290435,G53272HG,91857267
252290434,G65675XT,91857266
252290433,G77740PR,91857265
252290432,G93984MO,91857264
252290431,G06930OU,14558751
252290430,G18877VR,91857263
252290429,G27817KG,91857262
252290428,G52667YV,91857261
252290427,G97612UN,91857260
252290426,G27273FD,91857259
252290425,G87630ZW,91857258
252290424,G38558OG,91857257
252290423,G38802WX,71298133
252290422,G73726GX,91857256
252290421,G72632JH,91857255
252290420,G08016YO,91857254
252290419,G34827IO,91857253
252290418,G29616NS,91857252
252290417,G22573RC,91857251
252290416,G00876GU,91857250
252290415,G64086QD,91857249
252290414,G13894QB,91857248
252290413,G26835MN,91857247
252290412,G13894RO,91857246
252290411,G72281FQ,91857245
252290410,G15059WI,91857244
252290409,G52621YN,91857243
252290408,G95739UA,91857242
252290407,G41987CJ,91857241
252290406,G07819QF,91857240
252290405,G73444EP,91857239
252290404,G63477YX,91857238
252290403,G03796EF,91857237
252290402,G14059YG,91857236
252290401,G24552KE,91857235
252290400,G84536BM,91857234
252290399,G30897RJ,91857233
252290398,G12474XI,71297857
252290397,G79729FH,91857232
252290396,G65438SS,10396118
252290395,G75447UL,91857231
252290394,G75447SI,16740919
252290393,G15015KK,91857230
252290392,G48520ZB,91857229
252290391,G29914BX,91857228
252290390,G56553JA,91857227
252290389,G72260GO,91857226
252290388,G93888HR,91857225
252290387,G99943EE,91857224
252290386,G95985ND,91857223
252290385,G57920AK,91857222
252290384,G07567GZ,91857221
252290383,G30896ZS,91857220
252290382,G89427FI,91857219
252290381,G23997HW,91857218
252290380,G03675PW,91857217
252290379,G96841VW,91857216
252290378,G23873IA,91857215
252290377,G75309AH,91857214
252290376,G46670FD,91857213
252290375,G40909HG,71298457
252290374,G06210XB,16216990
252290373,G43797DZ,91857212
252290372,G68120DZ,91857211
252290371,G30522EZ,91857210
252290370,G66486US,91857209
252290369,G64291MW,91857208
252290368,G11819AO,91857207
252290367,G16665ZI,91857206
252290366,G91345JE,91857205
252290365,G75604RN,91857204
252290364,G84878JG,91857203
252290363,G63308HG,91857202
252290362,G17465DK,91857201
252290361,G95462VZ,91857200
252290360,G90333ED,91857199
252290359,G86919IZ,91857198
252290358,G80966KZ,70698383
252290357,G75448JJ,91857197
252290356,G74710PP,91857196
252290355,G55832RR,91857195
252290354,G54818JE,91857194
252290353,G46899QP,91857193
252290352,G40689UV,91857192
252290351,G37043KH,91857191
252290350,G36964MT,91857190
252290349,G34993RG,91857189
252290348,G31237MZ,91857188
252290347,G24418EH,91857187
252290346,G19506NG,91857186
252290345,G11417QD,71297261
252290344,G02633ON,91857185
252290343,G63981YU,91857184
252290342,G58281SK,91857183
252290341,G55402MT,91857182
252290340,G44617UT,91857181
252290339,G35210SF,91857180
252290338,G26766MD,91857179
252290337,G01401NS,91857178
252290336,G00281ZP,91857177
252290335,G97975GF,91857176
252290334,G95956WE,91857175
252290333,G94559IJ,91857174
252290332,G70021TR,70680333
252290331,G60881HB,91857173
252290330,G56960KY,91857172
252290329,G55153IW,91857171
252290328,G38660JT,91857170
252290327,G37273BW,91857169
252290326,G23418IR,49791932
252290325,G12046WV,91857168
252290324,G11837XH,91857167
252290323,G11282GU,91857166
252290322,G11252OG,91857165
252290321,G10831DK,24853840
252290320,G09368TK,91857164
252290319,G08680PT,14017115
252290318,G03266UM,91857163
252290317,G01299ER,71297395
252290316,G98899DA,91857162
