SID,REGID,CID
252288089,G35116BF,70678986
252288088,G12761QA,71298397
252288087,G97383NK,91855300
252288086,G66841PO,91855299
252288085,G86095KX,91855298
252288084,G36991BX,91855297
252288083,G84790HI,91855296
252288082,G74903GM,91855295
252288081,G44079HZ,91855294
252288080,G89794YL,91855293
252288079,G64087OP,91855292
252288078,G34626UE,91855291
252288077,G59508TM,91855290
252288076,G40545ER,91855289
252288075,G17202ZW,91855288
252288074,G89585JB,91855287
252288073,G43837DU,440080
252288072,G32289FM,91855286
252288071,G13125OG,91855285
252288070,G89585FG,91855284
252288069,G06624ZC,91855283
252288068,G32586BA,91855282
252288067,G93626CG,91855281
252288066,G87252ZR,91855280
252288065,G32588AA,71298147
252288064,G33674YV,51003750
252288063,G35836DF,91855279
252288062,G04423CA,91855278
252288061,G77397RX,91855277
252288060,G36332TC,91855276
252288059,G27130NU,91855275
252288058,G78280IA,91855274
252288057,G04767FI,91855273
252288056,G49505ZR,91855272
252288055,G90771OP,91855271
252288054,G91682CU,91853662
252288053,G25460BQ,71297865
252288052,G35798GO,91855270
252288051,G38019KV,11389478
252288050,G11065GA,91855269
252288049,G95262VI,91855268
252288048,G94123PG,91855267
252288047,G75584KX,91855266
252288046,G30429XJ,91855265
252288045,G14301HT,91855264
252288044,G05297UU,91855263
252288043,G30651IU,91855262
252288042,G59036CY,91855261
252288041,G10507RU,91855260
252288040,G13442BO,91855259
252288039,G41591KO,91855258
252288038,G92627GM,91826520
252288037,G49125NP,91855257
252288036,G20380BS,91855256
252288035,G50451AA,56927983
252288034,G41335UW,91847497
252288033,G43761IQ,91855255
252288032,G74906OR,91855254
252288031,G35679PD,91855253
252288030,G11306CS,91855252
252288029,G41750FM,49792052
252288028,G20387IZ,91855251
252288027,G59641KO,91855250
252288026,G96102UB,91855249
252288025,G00087ZB,91855248
252288024,G28103BJ,91855247
252288023,G76584SS,91855246
252288022,G03652LB,89467333
252288021,G31492WB,91855245
252288020,G68790XR,70678695
252288019,G06663AZ,91855244
252288018,G45710UW,91855243
252288017,G99256VE,91855242
252288016,G67152VW,91855241
252288015,G21477HL,91855240
252288014,G45340LI,91855239
252288013,G81471KU,91855238
252288012,G90506PF,91855237
252288011,G67277MT,91855236
252288010,G58577GK,91855235
252288009,G49916XD,91855234
252288008,G02158EJ,91855233
252288007,G22713QT,91855232
252288006,G30504IS,91855231
252288005,G46288LZ,91855230
252288004,G82631IS,91855229
252288003,G49349WU,91855228
252288002,G92645PD,91855227
252288001,G54721WC,91855226
252288000,G84467IZ,70788979
252287999,G20205OS,91855225
252287998,G34118NA,91855224
252287997,G39528PS,91855223
252287996,G44664IT,91855222
252287995,G39133HC,56836242
252287994,G44019JC,91855221
252287993,G50406ZB,91855220
252287992,G56119AB,91855219
252287991,G85723NH,91855218
252287990,G11402KL,71298034
252287989,G96535GI,91855217
252287988,G67542VQ,91855216
252287987,G26200CD,91855215
252287986,G10940HZ,91855214
252287985,G83958MI,71297988
252287984,G35998BB,91855213
252287983,G18606OW,71298204
252287982,G11348KO,91855212
252287981,G59749IC,91855211
252287980,G03652XH,91855210
252287979,G94106MV,91855209
252287978,G80105JL,91855208
252287977,G09578TK,71297757
252287976,G95341UA,25206503
252287975,G45850GE,91855207
252287974,G85724TD,91855206
252287973,G21033KY,91855205
252287972,G92075ZV,91855204
252287971,G21108AJ,91855203
252287970,G74539CA,91855202
252287969,G49171FV,91855201
252287968,G09225SF,91855200
252287967,G39876AK,51351732
252287966,G43639BV,91855199
252287965,G20043WW,91855198
252287964,G17432MU,91855197
252287963,G18011IN,91855196
252287962,G42956UG,91855195
252287961,G63457DC,91855194
252287960,G26186AP,91855193
252287959,G38216KS,91855192
252287958,G56539SL,91855191
252287957,G30166CN,14281792
252287956,G20044TD,56836177
252287955,G98889VY,16048618
252287954,G40028TR,10508619
252287953,G61655TZ,91855190
252287952,G51326FI,91855189
252287951,G11135JJ,91855188
252287950,G27516AE,91855187
252287949,G56750VZ,91855186
252287948,G69053FP,91855185
252287947,G62860HG,91855184
252287946,G16600BL,91855183
252287945,G90711IK,91855182
252287944,G41939VD,91855181
252287943,G99907OV,91855180
252287942,G30302VM,91855179
252287941,G69122SJ,91855178
252287940,G51403AG,91855177
252287939,G15472HR,91855176
252287938,G37913OF,91855175
252287937,G39648OW,71298185
252287936,G90664PP,91855174
252287935,G80251PA,91855173
252287934,G43693GE,91855172
252287933,G43779CI,14411870
252287932,G08719TZ,91855171
252287931,G61125EQ,91855170
252287930,G15770UO,91855169
252287929,G59668UH,91855168
252287928,G53184FT,91855167
252287927,G19405OH,91855166
252287926,G08512YO,91855165
252287925,G06820QR,91855164
252287924,G99306JE,71297665
252287923,G50616AZ,91855163
252287922,G42009TG,91855162
252287921,G06162IF,91855161
252287920,G41884YS,91855160
252287919,G41884YY,91855159
252287918,G19746QA,91855158
252287917,G25780MO,91855157
252287916,G69533GA,91855156
252287915,G58399BV,52921627
252287914,G31035LI,91855155
252287913,G41214TZ,91855154
252287912,G32237WQ,91855153
252287911,G06749ZJ,91855152
252287910,G82264DF,91855151
252287909,G32502BL,91855150
252287908,G94199RU,91855149
252287907,G25319CA,91855148
252287906,G86730KO,91855147
252287905,G92616PG,91855146
252287904,G11943BP,91855145
252287903,G17233EH,91855144
252287902,G39711BX,91855143
252287901,G22954YU,91855142
252287900,G88832VP,91855141
252287899,G91303GW,91855140
252287898,G39100MY,91855139
252287897,G09909FT,91855138
252287896,G34301GQ,91855137
252287895,G61349LL,91855136
252287894,G57846NN,91850175
252287893,G96777AX,91855135
252287892,G84031ZX,91855134
252287891,G47433VM,91855133
252287890,G06022SA,91855132
252287889,G38333EX,91855131
252287888,G64276GK,91855130
252287887,G46048FK,91855129
252287886,G77865AH,11146770
252287885,G69801MT,91855128
252287884,G63369IL,91855127
252287883,G26892SG,91855126
252287882,G74257UU,91852497
252287881,G06234BJ,91855125
252287880,G21587JI,91855124
252287879,G42224JH,91855123
252287878,G79536OW,21670523
252287877,G44003CY,91855122
252287876,G36845IZ,9986495
252287875,G81987VY,91855121
252287874,G74958DD,91855120
252287873,G20757EV,91855119
252287872,G61008CN,91855118
252287871,G25893HX,91855117
252287870,G09494DM,53262393
252287869,G11074FA,91855116
252287868,G41534YE,91855115
252287867,G01069AK,91855114
252287866,G70586HR,91855113
252287865,G10687ET,91855112
252287864,G83192EO,71298507
252287863,G11450BY,91855111
252287862,G39691JY,91855110
252287861,G13265UQ,91855109
252287860,G35354CX,91855108
252287859,G36611GC,91855107
252287858,G66822MI,91855106
252287857,G25725HP,91855105
252287856,G94773TQ,91855104
252287855,G73323CO,91855103
252287854,G62639CP,91855102
252287853,G14311HQ,91855101
252287852,G46006WT,91855100
252287851,G46029TT,71298498
252287850,G46029UV,91855099
252287849,G30085SO,91855098
252287848,G67635CP,42552636
252287847,G28689FR,91855097
252287846,G73200ET,91855096
252287845,G25439AG,91855095
252287844,G31526CF,71298515
252287843,G34669ZJ,91855094
252287842,G16975LY,91855093
252287841,G32118AZ,91855092
252287840,G60134EK,91855091
252287839,G90719NY,70678929
252287838,G34357VQ,91855090
252287837,G66703WA,91855089
252287836,G99605AM,91855088
252287835,G92475PP,91855087
252287834,G78472VV,91855086
252287833,G11279WP,91855085
252287832,G12698AU,91855084
252287831,G56240NG,46905263
252287830,G79517LQ,91855083
252287829,G00594CD,91855082
252287828,G12654FD,91855081
252287827,G97584VW,91855080
252287826,G44681SE,91855079
252287825,G91081MA,91855078
252287824,G71537LK,91855077
252287823,G73595MZ,91855076
252287822,G51381JN,91855075
252287821,G93379VC,91855074
252287820,G53872VJ,91855073
252287819,G15655AE,91855072
252287818,G84800LO,91855071
252287817,G43534QA,91855070
252287816,G68842SN,91855069
252287815,G69635SC,91855068
252287814,G09045NG,91855067
252287813,G18748JB,91855066
252287812,G33695HX,5288420
252287811,G60131QC,91855065
252287810,G58824SI,91855064
252287809,G15530FX,91855063
252287808,G59910CM,91855062
252287807,G75804WW,91855061
252287806,G88578HY,91855060
252287805,G34586WL,91855059
252287804,G94447ZX,91855058
252287803,G91151XY,71297733
252287802,G39558JW,91855057
252287801,G11505YY,91855056
252287800,G98162QY,91855055
252287799,G24752UA,91855054
252287798,G01166BB,91855053
252287797,G59932GF,16119738
252287796,G22523MK,91855052
252287795,G29355PP,91855051
252287794,G91845CG,91855050
252287793,G37641EM,91855049
252287792,G46998LN,91855048
252287791,G68704WK,91855047
252287790,G21246OH,91855046
252287789,G80098ET,91855045
252287788,G75049FP,91855044
252287787,G74114HO,91855043
252287786,G85471HV,91855042
252287785,G24384AP,91855041
252287784,G31998OA,91855040
252287783,G77503IE,71298161
252287782,G71026AC,91855039
252287781,G03247RO,91855038
252287780,G64481DJ,91855037
252287779,G33970VN,91855036
252287778,G47263UD,51351817
252287777,G53834TX,71298213
252287776,G35528XC,71297368
252287775,G91035IX,91855035
252287774,G03158EO,91855034
252287773,G04585VW,71298189
252287772,G75902JL,91855033
252287771,G66221NA,91855032
252287770,G58749ZN,91855031
252287769,G03591LK,91855030
252287768,G13947MP,91855029
252287767,G41817BL,91855028
252287766,G40955CS,10904041
252287765,G38085YD,91855027
252287764,G30697FM,71298140
252287763,G99078IR,91855026
252287762,G41492WL,91855025
252287761,G62364JZ,71297567
252287760,G76723JB,91855024
252287759,G82952OK,91855023
252287758,G91036IE,91855022
252287757,G00395FS,6540298
252287756,G70323NX,91855021
252287755,G30611PZ,91855020
252287754,G00966RI,71297817
252287753,G14123YX,91855019
252287752,G71023ZD,91855018
252287751,G01725HT,91855017
252287750,G59879OR,91855016
252287749,G91245HE,91855015
252287748,G77356YG,444063
252287747,G17773WA,91855014
252287746,G34240DZ,46926110
252287745,G04855IH,91855013
252287744,G42503EH,91855012
252287743,G76986IU,91855011
252287742,G36268TW,91855010
252287741,G74438AB,91855009
252287740,G73161ZQ,91855008
252287739,G51497IR,91855007
252287738,G52779ZS,91855006
252287737,G57370BI,91855005
252287736,G40572VX,91855004
252287735,G93835OZ,91855003
252287734,G17774UY,15677752
252287733,G44314HI,91855002
252287732,G86805RV,136666017
252287731,G36987NU,91855000
252287730,G94610SC,91854999
252287729,G12426NN,91854998
252287728,G52714XV,91854997
252287727,G04512BK,91854996
252287726,G23471FC,91854995
252287725,G79224KH,91854994
252287724,G22665AU,91854993
252287723,G73717AG,71297251
252287722,G79958YT,91854992
252287721,G31587OK,71297860
252287720,G79615XP,91854991
252287719,G92219PK,91854990
252287718,G80114IR,91854989
252287717,G20254OB,91854988
252287716,G38419CD,11309871
252287715,G53655VS,91854987
252287714,G60212UZ,91854986
252287713,G31565JD,91854985
252287712,G71763JZ,91854984
252287711,G78317QO,448165
252287710,G11701AD,91854983
252287709,G36816DT,91854982
252287708,G70205FC,91854981
252287707,G58201IU,91854980
252287706,G87724JJ,91854979
252287705,G27888SH,91854978
252287704,G15973YF,53239703
252287703,G96235XM,91854977
252287702,G69161BS,91854976
252287701,G90107JW,91854975
252287700,G04557LF,53852252
252287699,G68991OC,91854974
252287698,G03975EI,91854973
252287697,G81980VO,91854972
252287696,G77426UJ,91854971
252287695,G76924RW,71297775
252287694,G74053IC,91854970
252287693,G74029XC,91854969
252287692,G67188TF,91854968
252287691,G65858VV,91854967
252287690,G64566OC,91854966
252287689,G63787FE,91854965
252287688,G63622FJ,91854964
252287687,G58156ZL,91854963
252287686,G57705QQ,91854962
252287685,G54504QF,91854961
252287684,G52311XA,91854960
252287683,G52045RC,91854959
252287682,G50775RM,91854958
252287681,G46284ZM,91854957
252287680,G45277ZQ,91854956
252287679,G43993DD,91854955
252287678,G42841BX,91854954
252287677,G26985TZ,91854953
252287676,G20809MB,91854952
252287675,G20566UO,91854951
252287674,G17743FY,71298484
252287673,G16860QL,91854950
252287672,G13592VY,91854949
252287671,G07075ZE,91854948
252287670,G03795BJ,91854947
252287669,G95984JN,91854946
252287668,G95829AG,91854945
252287667,G93398QX,91854944
252287666,G90223GH,91854943
252287665,G87055KI,91854942
252287664,G79643VQ,71297451
252287663,G75738PB,91854941
252287662,G72046TZ,91854940
252287661,G61553DD,91854939
252287660,G60245BZ,136666016
252287659,G56911EO,91854937
252287658,G53202QG,91854936
252287657,G38867AF,91854935
252287656,G36754JJ,91854934
252287655,G36046VV,71298439
252287654,G35769UV,91854933
252287653,G35692YN,71297538
252287652,G35442CG,91854932
252287651,G34861UP,70680341
252287650,G31816HU,91854931
252287649,G21807KQ,71298345
252287648,G17029IU,71297582
252287647,G00986YT,91854930
252287646,G00883DO,91854929
252287645,G99980NM,136666015
252287644,G95302XL,91854927
252287643,G94931CS,91854926
252287642,G95382MF,91854925
252287641,G94522OY,91854924
252287640,G93206NM,91854923
252287639,G87866JM,91854922
252287638,G83957LU,91854921
252287637,G77216BI,91854920
252287636,G73051OD,71297502
252287635,G72600VT,91854919
252287634,G67732AB,91854918
252287633,G67715OS,91854917
252287632,G51963OJ,91854916
252287631,G51073CH,91854915
252287630,G47459CP,91854914
252287629,G46648VI,91854913
252287628,G44534UF,91854912
252287627,G40874QJ,91854911
252287626,G40263FU,91854910
252287625,G39624YQ,91854909
252287624,G35421HC,91854908
252287623,G29182SO,91854907
252287622,G25988KI,91854906
252287621,G22665UT,91854905
252287620,G18326WY,91854904
252287619,G17331IX,91854903
252287618,G16458JH,91854902
252287617,G15577KP,91854901
252287616,G12494BV,91854900
252287615,G05552HC,91854899
252287614,G04668IX,91854898
252287613,G04025XS,91854897
252287612,G02719OX,91854896
252287611,G99989TU,91854895
252287610,G46661UU,91854894
252287609,G84224TW,6134
252287608,G79390RK,91854893
252287607,G00606LX,71297975
252287606,G68458SS,71298292
252287605,G55184IL,91854892
252287604,G74749SR,91854891
252287603,G96401FK,91854890
252287602,G10563SE,91854889
252287601,G45624LJ,10357
252287600,G96691OS,91854888
252287599,G44797QR,91854887
252287598,G32029GL,91854886
252287597,G29445ZK,91854885
252287596,G75734VP,91854884
252287595,G73889ZZ,46173715
252287594,G61424BA,91854883
252287593,G00293RF,91854882
252287592,G21167TN,71298037
252287591,G83137FR,136666014
252287590,G49370KH,24744751
252287589,G36140TI,91854880
252287588,G88224OP,91854879
252287587,G08261SL,91854878
252287586,G42372YG,91854877
252287585,G09645JO,91854876
252287584,G04097DC,91854875
252287583,G46510XW,91854874
252287582,G37745NS,91854873
252287581,G47872FA,91854872
252287580,G20581XI,54156077
252287579,G52811ZR,91854871
252287578,G95412SS,91854870
252287577,G01245TU,70788974
252287576,G65058YI,46931154
252287575,G12427QU,91854869
252287574,G68378GP,91854868
252287573,G43984UT,23520138
252287572,G64693IG,91854867
252287571,G87429QT,5289598
252287570,G68158OV,91854866
252287569,G26021BY,71298154
252287568,G04468PL,91854865
252287567,G10845BX,91854864
252287566,G80523HD,91854863
252287565,G55882NX,91854862
252287564,G39211DH,45480568
252287563,G30350VC,10892749
252287562,G08872UM,70680274
252287561,G59594CP,91854861
252287560,G63585HN,91854860
252287559,G73537QN,91854859
252287558,G69591KT,91854858
252287557,G78297FC,91854857
252287556,G37721DY,71297287
252287555,G96874XX,91854856
252287554,G15674LA,91854855
252287553,G12317LD,91854854
252287552,G97325YU,91854853
252287551,G22079SE,91854852
252287550,G26912NP,91854851
252287549,G46479CD,91854850
252287548,G29926SK,91854849
252287547,G73123EJ,91854848
252287546,G67505LV,91854847
252287545,G21485BC,91854846
252287544,G52172FB,91854845
252287543,G52266YB,91854844
252287542,G57565GM,91854843
252287541,G47325QT,13991612
252287540,G78902VT,91854842
252287539,G32201IL,91854841
252287538,G26677FL,91852847
252287537,G88303DD,91854840
252287536,G01956DU,91854839
252287535,G91406MX,91854838
252287534,G22423YU,91854837
252287533,G33178BD,91854836
252287532,G85355GO,45480605
252287531,G55104BW,71298270
252287530,G98193FW,71297355
252287529,G99874CV,91854835
252287528,G88714TE,91854834
252287527,G97900UH,91854833
252287526,G53427MA,91854832
252287525,G70072FZ,71297946
252287524,G42605KJ,71297901
252287523,G91729DG,91854831
252287522,G71963SF,91848530
252287521,G39494PF,91854830
252287520,G31052GA,91854829
252287519,G74495YF,91854828
252287518,G67920QO,91854827
252287517,G39814MO,11731382
252287516,G00631GK,91854826
252287515,G42882SL,91854825
252287514,G84643MT,91854824
252287513,G56417FB,91854823
252287512,G14201CU,91854822
252287511,G77489HX,91854821
252287510,G71674HM,91854820
252287509,G43706TC,91854819
252287508,G68290RT,91854818
252287507,G70408LU,91854817
252287506,G79286PR,91854816
252287505,G58600EL,136666013
252287504,G37801HB,91854814
252287503,G35633EP,91854813
252287502,G30377PI,91854812
252287501,G45357SA,91854811
252287500,G20557LZ,91854810
252287499,G53742UY,91854809
252287498,G73418FX,91854808
252287497,G76596AH,91854807
252287496,G92699DV,91854806
252287495,G30512ZJ,91854805
252287494,G62196IB,91854804
252287493,G44959PE,91854803
252287492,G29461TG,91854802
252287491,G70095SX,91854801
252287490,G02533LL,91854800
252287489,G97690MS,21578905
252287488,G73909EX,91854799
252287487,G11193HR,91854798
252287486,G22228SA,91854797
252287485,G92637SE,5289609
252287484,G35569ZW,91854796
252287483,G89085RN,91854795
252287482,G47006SF,91854794
252287481,G74221KJ,91854793
252287480,G95292IF,91854792
252287479,G73835QX,448762
252287478,G32338NU,91854791
252287477,G74985SF,91854790
252287476,G00805TZ,91854789
252287475,G49062MI,91854788
252287474,G20873FZ,71297365
252287473,G50583XA,91854787
252287472,G12422YW,91854786
252287471,G23581RB,91854785
252287470,G89153XI,91854784
252287469,G63534RV,91854783
252287468,G88622CQ,91854782
252287467,G65009JH,91854781
252287466,G48210UH,91854780
252287465,G23214BJ,91854779
252287464,G57317NS,91854778
252287463,G28992LR,91854777
252287462,G92795ML,45480570
252287461,G46945LQ,91854776
252287460,G14431ZQ,71298059
252287459,G28996AP,91854775
252287458,G40312CA,91854774
252287457,G11290LJ,91854773
252287456,G11126GG,91854772
252287455,G15832OG,91854771
252287454,G43499QE,71297883
252287453,G17935MK,91854770
252287452,G90441FK,91854769
252287451,G55831PZ,91854768
252287450,G42543FV,91854767
252287449,G03074ZG,74539962
252287448,G63045UV,91854766
252287447,G02729OV,56955905
252287446,G36223VW,91854765
252287445,G49672YB,91854764
252287444,G97985RR,91854763
252287443,G53838GP,53664874
252287442,G96164ZJ,91850206
252287441,G33894CD,91854762
252287440,G45215IJ,91854761
252287439,G45352TM,91854760
252287438,G42484CB,91854759
252287437,G21362JU,91854758
252287436,G33783GO,91854757
252287435,G26072HQ,91854756
252287434,G04163JP,91854755
252287433,G60439QY,91854754
252287432,G12847TS,15102120
252287431,G60795SS,91854753
252287430,G09938IH,70678930
252287429,G01717CM,91854752
252287428,G07338OB,91854751
252287427,G62282KN,91854750
252287426,G03770HX,70698331
252287425,G29126PC,91854749
252287424,G52402CO,91854748
252287423,G21427VY,91854747
252287422,G98033RN,91854746
252287421,G24812WY,91854745
252287420,G08216PP,91854744
252287419,G65769AX,91854743
252287418,G50531HE,91854742
252287417,G74182GS,91854741
252287416,G36792RM,91854740
252287415,G75937YG,91854739
252287414,G86152QF,91854738
252287413,G42989AT,91854737
252287412,G38349EF,91854736
252287411,G25421NH,71298130
252287410,G25420PV,91854735
252287409,G02122FK,71298006
252287408,G92712BL,91854734
252287407,G54753GT,91854733
252287406,G10273BH,91854732
252287405,G15564NU,91854731
252287404,G81879LT,91854730
252287403,G50531NJ,91854729
252287402,G39011WZ,91854728
252287401,G50782CE,91854727
252287400,G56372FJ,91854726
252287399,G02557KP,91854725
252287398,G44526IP,91854724
252287397,G59430MJ,91854723
252287396,G97134KU,91854722
252287395,G23046QV,49867276
252287394,G39422JF,91854721
252287393,G49883NJ,91854720
252287392,G75031VE,91854719
252287391,G74221AX,91854718
252287390,G89695AF,70678812
252287389,G65790DQ,91854717
252287388,G56371VI,25060427
252287387,G53539VU,91854716
252287386,G59210QV,91854715
252287385,G82093JZ,91854714
252287384,G36160KT,25206504
252287383,G65926PI,91854713
252287382,G33033YR,91854712
252287381,G09670SR,91854711
252287380,G39756ZC,91854710
252287379,G83946AB,91854709
252287378,G82381BK,91854708
252287377,G64285PF,71298178
252287376,G89035WA,136666012
252287375,G46014AY,86289668
252287374,G84307DN,91854706
252287373,G69482JL,91854705
252287372,G38291RB,91854704
252287371,G70067XG,91854703
252287370,G34687XL,12314111
252287369,G04673TZ,51351761
252287368,G44479SH,91854702
252287367,G17469YT,91854701
252287366,G63813EJ,91854700
252287365,G79036DB,26369110
252287364,G50487YA,6857717
252287363,G27798EJ,5459926
252287362,G85856RP,440305
252287361,G13006TG,71297327
252287360,G32517OV,91854699
252287359,G69319YQ,91854698
252287358,G29519AS,91854697
252287357,G36796BR,91845905
252287356,G97453GF,91854696
252287355,G50536ZE,91854695
252287354,G35362TE,91854694
252287353,G14544JQ,91854693
252287352,G28637OT,91854692
252287351,G15788IX,91854691
252287350,G66021ZE,91854690
252287349,G97217ZC,91854689
252287348,G38951VC,91854688
252287347,G49626MJ,91854687
252287346,G15053SL,71298285
252287345,G91649BT,91854686
252287344,G37306BN,91854685
252287343,G03362PH,91854684
252287342,G49034AB,91854683
252287341,G85858FO,91854682
252287340,G67451GQ,91854681
252287339,G17520FX,91854680
252287338,G70113QZ,91854679
252287337,G97854TX,91854678
252287336,G21143WJ,91854677
252287335,G64009QA,91854676
252287334,G41189JN,91854675
252287333,G11161OD,91854674
252287332,G00049MO,5279514
252287331,G30319FW,91854673
252287330,G28776UD,91854672
252287329,G14115ME,91854671
252287328,G83843GL,91854670
252287327,G02162KR,91854669
252287326,G58631QJ,91854668
252287325,G24529NQ,71297236
252287324,G37922UH,91854667
252287323,G43332BR,91854666
252287322,G01203BZ,91854665
252287321,G37591GY,91854664
252287320,G37021DF,91854663
252287319,G72538SU,91854662
252287318,G96701LV,24809553
252287317,G22258UL,91854661
252287316,G93633XO,91854660
252287315,G45264AM,91854659
252287314,G52255MY,91854658
252287313,G62164YY,6971098
252287312,G59065KY,91854657
252287311,G19419KL,91854656
252287310,G79379XF,56613364
252287309,G96439CH,91854655
252287308,G23251MK,91854654
252287307,G83966LK,91854653
252287306,G22394PN,91854652
252287305,G41824PC,91854651
252287304,G01150HL,91854650
252287303,G64889LR,91854649
252287302,G06460LD,91854648
252287301,G10258MC,91854647
252287300,G08944HT,91854646
252287299,G21235CT,91854645
252287298,G53054AZ,91854644
252287297,G08669AX,91854643
252287296,G59967VI,91854642
252287295,G15449BT,91854641
252287294,G91706AL,91854640
252287293,G97212ZE,91854639
252287292,G94262DY,91854638
252287291,G35929IY,91854637
252287290,G64939HO,91854636
252287289,G41504CL,91854635
252287288,G61983LB,91854634
252287287,G65945QD,91854633
252287286,G09480OP,71297238
252287285,G61502OR,91854632
252287284,G43685DC,71298035
252287283,G06031DD,91854631
252287282,G14782IC,91854630
252287281,G81640PI,91854629
252287280,G30296PK,91854628
252287279,G08646IB,71297688
252287278,G61681FD,91854627
252287277,G92323ZH,448469
252287276,G64429VM,91854626
252287275,G35146UA,91854625
252287274,G53955ZA,91854624
252287273,G91556EH,91854623
252287272,G53288JQ,91854622
252287271,G39408YK,91854621
252287270,G98894HY,91854620
252287269,G44472KY,91854619
252287268,G87644LC,91854618
252287267,G74067AV,71297273
252287266,G07195XP,91854617
252287265,G59902TR,91854616
252287264,G27870HB,91854615
252287263,G10691MJ,91854614
252287262,G66002EO,91854613
252287261,G21306BV,91854612
252287260,G51119RL,91854611
252287259,G19340FV,91854610
252287258,G67413BG,91854609
252287257,G79812HO,91854608
252287256,G36767ED,54011344
252287255,G93219PV,136666011
252287254,G98451DI,91854606
252287253,G01292SR,91854605
252287252,G85219WH,441434
252287251,G89365QT,91854604
252287250,G96503EZ,91854603
252287249,G78808ST,91854602
252287248,G70871FU,91854601
252287247,G97553BW,91854600
252287246,G80817ZD,91854599
252287245,G25674WK,91854598
252287244,G41806QY,56618025
252287243,G40906DZ,91854597
252287242,G98605ZA,91854596
252287241,G27939KO,71298028
252287240,G04280SJ,91854595
252287239,G47782UT,91854594
252287238,G96409DQ,91854593
252287237,G42330MT,91854592
252287236,G09914HV,91854591
252287235,G50320FJ,91854590
252287234,G45407ZO,91854589
252287233,G47171PS,71297907
252287232,G42336HA,91854588
252287231,G86357DX,91854587
252287230,G72102DE,91854586
252287229,G13544RS,91854585
252287228,G40921PI,91854584
252287227,G95577EQ,91854583
252287226,G36586FH,91854582
252287225,G81971FM,10985677
252287224,G26497EU,91854581
252287223,G28086YG,91854580
252287222,G78342SP,71297446
252287221,G74941GK,91854579
252287220,G45681QN,91854578
252287219,G92117KA,91854577
252287218,G51023PC,136666010
252287217,G49748ZE,91854575
252287216,G16967GJ,91854574
252287215,G75549SI,91854573
252287214,G88334IC,91854572
252287213,G96067FK,91854571
252287212,G61402FD,91854570
252287211,G91236QX,91854569
252287210,G03814UL,91854568
252287209,G50321QR,91854567
252287208,G59070QP,91854566
252287207,G41087ZA,91854565
252287206,G33400HM,91854564
252287205,G56803NY,14462215
252287204,G84329MX,71297584
252287203,G86709KI,91854563
252287202,G47475WR,10349826
252287201,G37986HU,71297534
252287200,G69666IP,91854562
252287199,G96068AW,91854561
252287198,G75424VD,91854560
252287197,G05400IQ,91854559
252287196,G09347XT,91854558
252287195,G45661RU,91854557
252287194,G11444KC,9884534
252287193,G26123AX,11051152
252287192,G66724VW,91854556
252287191,G46653EQ,91854555
252287190,G24604HV,10464278
252287189,G30295SC,71297388
252287188,G25421WP,91854554
252287187,G82755EK,91854553
252287186,G31847WO,91854552
252287185,G68179KK,91854551
252287184,G22012XO,91854550
252287183,G14974EY,91854549
252287182,G41202OE,5287767
252287181,G58241BV,91854548
252287180,G12190QO,91854547
252287179,G86681UT,91854546
252287178,G05829TG,91854545
252287177,G08553ZK,91854544
252287176,G30704AF,91854543
252287175,G92329HK,91854542
252287174,G82524HJ,91854541
252287173,G61620OJ,91854540
252287172,G93265QH,91854539
252287171,G68975AR,91854538
252287170,G85396FJ,91854537
252287169,G22098NU,91854536
252287168,G31166JJ,91854535
252287167,G61010HE,70680304
252287166,G88791LC,91854534
252287165,G45685DY,91854533
252287164,G13858YJ,91854532
252287163,G67745QW,91852524
252287162,G97211TA,91854531
252287161,G09362PR,91854530
252287160,G84391NR,91854529
252287159,G18731YM,91854528
252287158,G79372DH,91854527
252287157,G67415YM,91854526
252287156,G82311QG,91854525
252287155,G70452JG,91854524
252287154,G13585JF,91854523
252287153,G68952MK,91854522
252287152,G75303IQ,91854521
252287151,G47212KG,70698313
252287150,G86782TK,91854520
252287149,G17489BR,91854519
252287148,G78232JL,91854518
252287147,G56319BW,91854517
252287146,G37041YM,91854516
252287145,G78288OH,91854515
252287144,G88512XF,91854514
252287143,G34845TQ,445969
252287142,G31637BB,91854513
252287141,G25132GJ,91854512
252287140,G19606NX,14236845
252287139,G19134QI,70678955
252287138,G48275ZJ,91854511
252287137,G67157PV,91854510
252287136,G29084XK,91854509
252287135,G95215KN,91854508
252287134,G57083FO,91854507
252287133,G93464EK,136666009
252287132,G93225RJ,91854505
252287131,G87485AO,91854504
252287130,G64788AZ,14700120
252287129,G29074HW,91854503
252287128,G27000YJ,91854502
252287127,G26653MA,91854501
252287126,G23560WQ,91854500
252287125,G05808JQ,91854499
252287124,G05509OD,91854498
252287123,G90853YV,91854497
252287122,G66634LZ,91854496
252287121,G41789QF,71297979
252287120,G32540JJ,91854495
252287119,G30109UP,91854494
252287118,G25869ML,91854493
252287117,G11078XZ,91854492
252287116,G07666IB,91854491
252287115,G02975YH,91854490
252287114,G98495QZ,91854489
252287113,G89163OM,91854488
252287112,G88405AR,91854487
252287111,G75569MT,91854486
252287110,G75316ZM,91854485
252287109,G60924BA,136666008
252287108,G54394ER,91854483
252287107,G53691PI,91854482
252287106,G49764YU,13908996
252287105,G35827XH,91854481
252287104,G29643GJ,91854480
252287103,G25471IM,91854479
