"gtc"	"ch"
"https://glytoucan.org/Structures/Glycans/G29642QM"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58528"
"https://glytoucan.org/Structures/Glycans/G28903KO"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58548"
"https://glytoucan.org/Structures/Glycans/G30593PZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58551"
"https://glytoucan.org/Structures/Glycans/G24425BT"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58566"
"https://glytoucan.org/Structures/Glycans/G24454VM"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58812"
"https://glytoucan.org/Structures/Glycans/G24558BU"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58859"
"https://glytoucan.org/Structures/Glycans/G26295XE"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59034"
"https://glytoucan.org/Structures/Glycans/G24150LT"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59149"
"https://glytoucan.org/Structures/Glycans/G23341XS"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59276"
"https://glytoucan.org/Structures/Glycans/G30068VP"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59292"
"https://glytoucan.org/Structures/Glycans/G30999CC"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59298"
"https://glytoucan.org/Structures/Glycans/G27503UD"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59307"
"https://glytoucan.org/Structures/Glycans/G30142SQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59312"
"https://glytoucan.org/Structures/Glycans/G23450NH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5935"
"https://glytoucan.org/Structures/Glycans/G27686RV"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59369"
"https://glytoucan.org/Structures/Glycans/G31919AT"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59378"
"https://glytoucan.org/Structures/Glycans/G23661FE"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59379"
"https://glytoucan.org/Structures/Glycans/G31462CW"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59478"
"https://glytoucan.org/Structures/Glycans/G28400JM"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59486"
"https://glytoucan.org/Structures/Glycans/G31174IN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59489"
"https://glytoucan.org/Structures/Glycans/G23887LS"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59497"
"https://glytoucan.org/Structures/Glycans/G31468XF"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59530"
"https://glytoucan.org/Structures/Glycans/G24777VT"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59536"
"https://glytoucan.org/Structures/Glycans/G24777VT"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59543"
"https://glytoucan.org/Structures/Glycans/G24050VV"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59552"
"https://glytoucan.org/Structures/Glycans/G29313LW"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59584"
"https://glytoucan.org/Structures/Glycans/G23789CG"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59636"
"https://glytoucan.org/Structures/Glycans/G25186HB"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5969"
"https://glytoucan.org/Structures/Glycans/G23729BU"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59846"
"https://glytoucan.org/Structures/Glycans/G24957MX"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59863"
"https://glytoucan.org/Structures/Glycans/G25550PF"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59879"
"https://glytoucan.org/Structures/Glycans/G27888NQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5994"
"https://glytoucan.org/Structures/Glycans/G27269IA"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60076"
"https://glytoucan.org/Structures/Glycans/G23906SS"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6008"
"https://glytoucan.org/Structures/Glycans/G26927BM"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60188"
"https://glytoucan.org/Structures/Glycans/G31451PQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60307"
"https://glytoucan.org/Structures/Glycans/G24034CH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60323"
"https://glytoucan.org/Structures/Glycans/G30068VP"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60350"
"https://glytoucan.org/Structures/Glycans/G30403MB"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60351"
"https://glytoucan.org/Structures/Glycans/G28282LL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60439"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60440"
"https://glytoucan.org/Structures/Glycans/G28282LL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60441"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60442"
"https://glytoucan.org/Structures/Glycans/G28282LL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60443"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60444"
"https://glytoucan.org/Structures/Glycans/G28282LL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60445"
"https://glytoucan.org/Structures/Glycans/G28282LL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60446"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60447"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60449"
"https://glytoucan.org/Structures/Glycans/G27786ED"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60477"
"https://glytoucan.org/Structures/Glycans/G29921ZM"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60487"
"https://glytoucan.org/Structures/Glycans/G25539KX"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60563"
"https://glytoucan.org/Structures/Glycans/G29020EU"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60568"
"https://glytoucan.org/Structures/Glycans/G31174IN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60573"
"https://glytoucan.org/Structures/Glycans/G26325FS"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60722"
"https://glytoucan.org/Structures/Glycans/G24255IH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60821"
"https://glytoucan.org/Structures/Glycans/G24255IH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60822"
"https://glytoucan.org/Structures/Glycans/G24255IH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60823"
"https://glytoucan.org/Structures/Glycans/G24255IH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60826"
"https://glytoucan.org/Structures/Glycans/G24255IH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60838"
"https://glytoucan.org/Structures/Glycans/G27775IZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61033"
"https://glytoucan.org/Structures/Glycans/G27775IZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61038"
"https://glytoucan.org/Structures/Glycans/G27911RQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6110"
"https://glytoucan.org/Structures/Glycans/G30424NG"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61104"
"https://glytoucan.org/Structures/Glycans/G31206VB"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6115"
"https://glytoucan.org/Structures/Glycans/G24112WF"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61175"
"https://glytoucan.org/Structures/Glycans/G31736BK"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61190"
"https://glytoucan.org/Structures/Glycans/G23877FE"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61454"
"https://glytoucan.org/Structures/Glycans/G29447EH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61574"
"https://glytoucan.org/Structures/Glycans/G31709QL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61636"
"https://glytoucan.org/Structures/Glycans/G27814FP"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61664"
"https://glytoucan.org/Structures/Glycans/G27814FP"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61665"
"https://glytoucan.org/Structures/Glycans/G31123QY"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61740"
"https://glytoucan.org/Structures/Glycans/G29570QA"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61765"
"https://glytoucan.org/Structures/Glycans/G28537KG"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61825"
"https://glytoucan.org/Structures/Glycans/G25402ER"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61830"
"https://glytoucan.org/Structures/Glycans/G29751MN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61851"
"https://glytoucan.org/Structures/Glycans/G23882IG"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61862"
"https://glytoucan.org/Structures/Glycans/G24599MW"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61901"
"https://glytoucan.org/Structures/Glycans/G24599MW"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61942"
"https://glytoucan.org/Structures/Glycans/G24479SN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61985"
"https://glytoucan.org/Structures/Glycans/G29956XT"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61999"
"https://glytoucan.org/Structures/Glycans/G24479SN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62011"
"https://glytoucan.org/Structures/Glycans/G27885EZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62050"
"https://glytoucan.org/Structures/Glycans/G24612DZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62056"
"https://glytoucan.org/Structures/Glycans/G25824BY"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62059"
"https://glytoucan.org/Structures/Glycans/G30694ED"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62060"
"https://glytoucan.org/Structures/Glycans/G30201QD"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62064"
"https://glytoucan.org/Structures/Glycans/G25651TK"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62099"
"https://glytoucan.org/Structures/Glycans/G24082MA"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62133"
"https://glytoucan.org/Structures/Glycans/G26141IA"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62143"
"https://glytoucan.org/Structures/Glycans/G29314BJ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62145"
"https://glytoucan.org/Structures/Glycans/G29956XT"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62203"
"https://glytoucan.org/Structures/Glycans/G23624VI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62227"
"https://glytoucan.org/Structures/Glycans/G28172JQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62232"
"https://glytoucan.org/Structures/Glycans/G28172JQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62234"
"https://glytoucan.org/Structures/Glycans/G25358UI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62244"
"https://glytoucan.org/Structures/Glycans/G24612VH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62247"
"https://glytoucan.org/Structures/Glycans/G30816RQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62274"
"https://glytoucan.org/Structures/Glycans/G30816RQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62275"
"https://glytoucan.org/Structures/Glycans/G31773YH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62319"
"https://glytoucan.org/Structures/Glycans/G24432YB"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62330"
"https://glytoucan.org/Structures/Glycans/G31674LC"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62350"
"https://glytoucan.org/Structures/Glycans/G31103WA"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62377"
"https://glytoucan.org/Structures/Glycans/G25358UI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62409"
"https://glytoucan.org/Structures/Glycans/G24612VH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62419"
"https://glytoucan.org/Structures/Glycans/G31103WA"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62428"
"https://glytoucan.org/Structures/Glycans/G30458QX"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62479"
"https://glytoucan.org/Structures/Glycans/G30458QX"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62482"
"https://glytoucan.org/Structures/Glycans/G26929DQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62506"
"https://glytoucan.org/Structures/Glycans/G31262MM"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62522"
"https://glytoucan.org/Structures/Glycans/G31098EY"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62548"
"https://glytoucan.org/Structures/Glycans/G31262MM"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62570"
"https://glytoucan.org/Structures/Glycans/G28567FT"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62660"
"https://glytoucan.org/Structures/Glycans/G30807YB"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62662"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62684"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62714"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62715"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62716"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62717"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62718"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62719"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62720"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62721"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62722"
"https://glytoucan.org/Structures/Glycans/G26320VF"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62795"
"https://glytoucan.org/Structures/Glycans/G24190JN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62835"
"https://glytoucan.org/Structures/Glycans/G29175YU"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62969"
"https://glytoucan.org/Structures/Glycans/G28148UM"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62972"
"https://glytoucan.org/Structures/Glycans/G24833LX"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63"
"https://glytoucan.org/Structures/Glycans/G24499XE"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63013"
"https://glytoucan.org/Structures/Glycans/G29472SF"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63080"
"https://glytoucan.org/Structures/Glycans/G31076AN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63115"
"https://glytoucan.org/Structures/Glycans/G28715KA"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63151"
"https://glytoucan.org/Structures/Glycans/G29494LA"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63153"
"https://glytoucan.org/Structures/Glycans/G29322AW"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63154"
"https://glytoucan.org/Structures/Glycans/G30207PZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63155"
"https://glytoucan.org/Structures/Glycans/G30309UU"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63234"
"https://glytoucan.org/Structures/Glycans/G31734OS"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63242"
"https://glytoucan.org/Structures/Glycans/G24927IX"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64279"
"https://glytoucan.org/Structures/Glycans/G28203EV"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65052"
"https://glytoucan.org/Structures/Glycans/G29559AI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65082"
"https://glytoucan.org/Structures/Glycans/G29559AI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65113"
"https://glytoucan.org/Structures/Glycans/G28282LL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65193"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65194"
"https://glytoucan.org/Structures/Glycans/G28282LL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65196"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65200"
"https://glytoucan.org/Structures/Glycans/G28282LL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65201"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65202"
"https://glytoucan.org/Structures/Glycans/G28282LL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65203"
"https://glytoucan.org/Structures/Glycans/G28282LL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65204"
"https://glytoucan.org/Structures/Glycans/G26364FZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65205"
"https://glytoucan.org/Structures/Glycans/G29559AI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:66937"
"https://glytoucan.org/Structures/Glycans/G29559AI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:67117"
"https://glytoucan.org/Structures/Glycans/G31818MC"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:67644"
"https://glytoucan.org/Structures/Glycans/G27369LA"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6897"
"https://glytoucan.org/Structures/Glycans/G23340BD"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71365"
"https://glytoucan.org/Structures/Glycans/G24866PQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74279"
"https://glytoucan.org/Structures/Glycans/G29020EU"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74905"
"https://glytoucan.org/Structures/Glycans/G24537QG"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75268"
"https://glytoucan.org/Structures/Glycans/G26039ES"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75323"
"https://glytoucan.org/Structures/Glycans/G25514EU"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76526"
"https://glytoucan.org/Structures/Glycans/G30665YD"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76800"
"https://glytoucan.org/Structures/Glycans/G24434XR"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76802"
"https://glytoucan.org/Structures/Glycans/G25412ZQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:78625"
"https://glytoucan.org/Structures/Glycans/G30574NF"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:79080"
"https://glytoucan.org/Structures/Glycans/G24612VH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:79400"
"https://glytoucan.org/Structures/Glycans/G29175YU"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:82691"
"https://glytoucan.org/Structures/Glycans/G30152NB"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:83900"
"https://glytoucan.org/Structures/Glycans/G25915DO"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:84472"
"https://glytoucan.org/Structures/Glycans/G26474ZP"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:84897"
"https://glytoucan.org/Structures/Glycans/G31668BN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:87561"
"https://glytoucan.org/Structures/Glycans/G23624VI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:9066"
"https://glytoucan.org/Structures/Glycans/G28740XQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:94770"
"https://glytoucan.org/Structures/Glycans/G31939DP"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2375"
"https://glytoucan.org/Structures/Glycans/G32092SK"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2511"
"https://glytoucan.org/Structures/Glycans/G34361ST"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27412"
"https://glytoucan.org/Structures/Glycans/G32578PO"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27566"
"https://glytoucan.org/Structures/Glycans/G34826HE"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27735"
"https://glytoucan.org/Structures/Glycans/G34965MM"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28117"
"https://glytoucan.org/Structures/Glycans/G34664WG"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28169"
"https://glytoucan.org/Structures/Glycans/G33007BR"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28468"
"https://glytoucan.org/Structures/Glycans/G33719VZ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28596"
"https://glytoucan.org/Structures/Glycans/G33990UI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:286"
"https://glytoucan.org/Structures/Glycans/G35580HE"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28688"
"https://glytoucan.org/Structures/Glycans/G34659NV"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2922"
"https://glytoucan.org/Structures/Glycans/G33340TS"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29515"
"https://glytoucan.org/Structures/Glycans/G32879TQ"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29532"
"https://glytoucan.org/Structures/Glycans/G35159YH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29541"
"https://glytoucan.org/Structures/Glycans/G33414KN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29560"
"https://glytoucan.org/Structures/Glycans/G33414KN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29561"
"https://glytoucan.org/Structures/Glycans/G34903LH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30965"
"https://glytoucan.org/Structures/Glycans/G34858LI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31715"
"https://glytoucan.org/Structures/Glycans/G33319MN"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32296"
"https://glytoucan.org/Structures/Glycans/G33985OM"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3244"
"https://glytoucan.org/Structures/Glycans/G35557AC"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3281"
"https://glytoucan.org/Structures/Glycans/G35276MK"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3329"
"https://glytoucan.org/Structures/Glycans/G34220NR"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34300"
"https://glytoucan.org/Structures/Glycans/G33894HH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34636"
"https://glytoucan.org/Structures/Glycans/G32460ZI"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34819"
"https://glytoucan.org/Structures/Glycans/G34430TT"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34821"
"https://glytoucan.org/Structures/Glycans/G34110JR"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34898"
"https://glytoucan.org/Structures/Glycans/G32860RC"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3583"
"https://glytoucan.org/Structures/Glycans/G32234CW"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:36467"
"https://glytoucan.org/Structures/Glycans/G34497XL"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37552"
"https://glytoucan.org/Structures/Glycans/G33884EV"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:38565"
"https://glytoucan.org/Structures/Glycans/G35023JK"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:39082"
"https://glytoucan.org/Structures/Glycans/G32087PH"	"https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:39231"
