SID,REGID,CID
252292093,G45495UO,91858649
252292094,G91675HY,91858650
252292095,G00432WV,71297859
252292096,G53498HN,54045554
252292097,G25491PM,91858651
252292098,G21324VM,21121618
252292099,G25567OL,91858652
252292100,G07366HN,91858653
252292101,G48236KP,91858654
252292102,G44008CQ,91858655
252292103,G88660LY,91858656
252292104,G26770PB,91858657
252292105,G94733WZ,91858658
252292106,G12897IQ,91858659
252292107,G45770AV,91858660
252292108,G67318UH,91858661
252292109,G66852CE,91858662
252292110,G52793JJ,91858663
252292111,G51813XC,91858664
252292112,G77839VW,91858665
252292113,G76195PM,91858666
252292114,G99122LY,91858667
252292115,G55947ZZ,91858668
252292116,G02252NT,67350816
252292117,G02210EY,91858669
252292118,G17197GP,91858670
252292119,G07228BR,91858671
252292120,G17589WN,91858672
252292121,G44212UE,91858673
252292122,G33012HL,91858674
252292123,G75959OB,91858675
252292124,G33528WM,91858676
252292125,G00472YZ,91858677
252292126,G14000ZZ,5289361
252292127,G93952GX,91858678
252292128,G29487JS,10303842
252292129,G85250EQ,91858679
252292130,G72647WK,91858680
252292131,G36007FQ,91858681
252292132,G09313TU,91858682
252292133,G99991IU,439177
252292134,G24830VD,91858683
252292135,G71924YS,91858684
252292136,G93707PO,91858685
252292137,G07663YB,94154
252292138,G83761QN,44630447
252292139,G96852FA,71297845
252292140,G13740HI,91858686
252292141,G80110QO,91858687
252292142,G26756SJ,91858688
252292143,G91030FZ,91858689
252292144,G28449NP,91858690
252292145,G98419UM,91858691
252292146,G86702JK,70680315
252292147,G25470WD,91858692
252292148,G76273GP,78225156
252292149,G31170TM,91858693
252292150,G31883CF,91858694
252292151,G53883SR,91849559
252292152,G82572FN,91858695
252292153,G63624MR,91858696
252292154,G52814PM,91858697
252292155,G77245OE,91858698
252292156,G14803QI,71297290
252292157,G31482PW,91858699
252292158,G90766ZI,91858700
252292159,G37053AS,91858701
252292160,G69297SV,91858702
252292161,G91169QK,91858703
252292162,G31564ST,56635286
252292163,G36323NV,91858704
252292164,G71611AN,91858705
252292165,G33587UQ,91858706
252292166,G77054FC,91858707
252292167,G15162JP,91858708
252292168,G56688OU,91858709
252292169,G64380CO,53664873
252292170,G41392LY,91858710
252292171,G69390GI,91858711
252292172,G95822XX,91858712
252292173,G32371XG,91858713
252292174,G19702SD,91858714
252292175,G52877MJ,91858715
252292176,G81623GR,91858716
252292177,G31254YE,91858717
252292178,G67069FD,91858718
252292179,G00583PX,91858719
252292180,G14660OL,91858720
252292181,G00887ML,91858721
252292182,G78988SH,91858722
252292183,G74394HV,91858723
252292184,G58547FH,91858724
252292185,G35900GR,91858725
252292186,G65564HG,91858726
252292187,G77615RZ,91858727
252292188,G63706ZZ,91858728
252292189,G77361MK,91858729
252292190,G45058HZ,91858730
252292191,G61071JD,16213812
252292192,G58959BY,91858731
252292193,G74828FF,91858732
252292194,G68392GU,91858733
252292195,G68991BW,91858734
252292196,G19100BZ,91858735
252292197,G44990VU,91858736
252292198,G54540JX,91858737
252292199,G84430BE,91858738
252292200,G08827DE,91858739
252292201,G60372YR,91858740
252292202,G07043KC,91858741
252292203,G68964XC,71298082
252292204,G95020NU,91858742
252292205,G28308WE,86346640
252292206,G96648LB,91858743
252292207,G24855ZG,91858744
252292208,G23934WD,91858745
252292209,G80854XY,91858746
252292210,G07435LO,91858747
252292211,G46082ZX,91858748
252292212,G65704VY,91858749
252292213,G46040IN,91858750
252292214,G85415LL,91858751
252292215,G59692AC,91858752
252292216,G74018VM,91858753
252292217,G26417QJ,10286887
252292218,G54542VV,91858754
252292219,G88544LM,53262364
252292220,G73921PI,91858755
252292221,G73854EL,91858756
252292222,G42178QT,91858757
252292223,G89512OO,91858758
252292224,G10935SM,90659216
252292225,G40739MH,91858759
252292226,G75312YG,91858760
252292227,G46085HD,91858761
252292228,G61086FK,91858762
252292229,G33817CT,10895153
252292230,G32685CP,71297240
252292231,G47935DY,74539952
252292232,G32614TK,91858763
252292233,G11356UZ,91858764
252292234,G68941RD,91856609
252292235,G09178QF,91858765
252292236,G44688AW,50909794
252292237,G97722AB,46931161
252292238,G41797PU,91858766
252292239,G05760AG,91858767
252292240,G02075FX,91858768
252292241,G72214YD,91858769
252292242,G22549DZ,91858770
252292243,G61556JM,91858771
252292244,G75972ZC,91858772
252292245,G99448WD,91858773
252292246,G03521DI,91858774
252292247,G00838RD,91858775
252292248,G56340GX,91858776
252292249,G01747FB,91858777
252292250,G98814RL,91858778
252292251,G92708UM,91849645
252292252,G53506UB,91858779
252292253,G12573LQ,91858780
252292254,G54092SK,91858781
252292255,G35745YL,91858782
252292256,G38478SQ,67610356
252292257,G13493QO,91858783
252292258,G49899IM,91858784
252292259,G27183BQ,91858785
252292260,G91847ME,91858786
252292261,G58350LJ,91858787
252292262,G64048GU,91858788
252292263,G76773WM,91858789
252292264,G50354DO,71297379
252292265,G43572AH,71298165
252292266,G59209MT,91845438
252292267,G41259RC,91858790
252292268,G83272ED,91858791
252292269,G77560NR,91858792
252292270,G65996GC,11813941
252292271,G85244OT,91858793
252292272,G36533LR,91858794
252292273,G69229KH,91858795
252292274,G87586DM,91858796
252292275,G42346RJ,53477588
252292276,G86753CK,91858797
252292277,G14120VE,45480601
252292278,G64894MA,71298057
252292279,G09829NK,91858798
252292280,G50933UG,91858799
252292281,G34215SR,91858800
252292282,G04734LP,91858801
252292283,G46418ZH,91858802
252292284,G30240YF,91858803
252292285,G24870NU,91858804
252292286,G02867VB,91858805
252292287,G90644RB,91858806
252292288,G73305DR,91858807
252292289,G56852BX,71297755
252292290,G10683BS,91858808
252292291,G91960MV,91858809
252292292,G68142ZC,91858810
252292293,G99047WE,91858811
252292294,G80047AR,91858812
252292295,G57427VK,91858813
252292296,G51686WJ,51351809
252292297,G95055EA,91858814
252292298,G18696UO,91858815
252292299,G65311MC,91858816
252292300,G82811EP,91858817
252292301,G47655YZ,91858818
252292302,G84707BN,91858819
252292303,G66433EP,91858820
252292304,G95811XD,91858821
252292305,G92252GS,70698318
252292306,G50262VA,91858822
252292307,G92545ZR,91858823
252292308,G99053DY,53239691
252292309,G99722KE,91858824
252292310,G69585DZ,91858825
252292311,G50284JC,91858826
252292312,G60444VS,91858827
252292313,G49872TN,91858828
252292314,G45252LF,91858829
252292315,G42000OD,91858830
252292316,G24026MN,91858831
252292317,G55583HW,91858832
252292318,G64855PV,91858833
252292319,G14125ZW,71298153
252292320,G79518AG,91858834
252292321,G36457UG,91858835
252292322,G62152UG,91858836
252292323,G95528UC,91858837
252292324,G80068SW,91858838
252292325,G46902EI,91858839
252292326,G13388HT,91858840
252292327,G58911SS,91858841
252292328,G82768YB,91858842
252292329,G94648XC,91858843
252292330,G52451OY,91858844
252292331,G37522FF,91858845
252292332,G80439QE,91858846
252292333,G14015IL,71298008
252292334,G29948EL,91858847
252292335,G57144YM,91858848
252292336,G06556ZH,91858849
252292337,G54982SZ,91858850
252292338,G25082SK,91858851
252292339,G87519BB,91858852
252292340,G82305SV,91858853
252292341,G65464PI,91858854
252292342,G09376MR,10985260
252292343,G17024OR,91858855
252292344,G59302PU,91858856
252292345,G33921KO,91858857
252292346,G28534IJ,91858858
252292347,G72472ME,91858859
252292348,G04222UW,91858860
252292349,G53697NG,91858861
252292350,G04273XP,91858862
252292351,G67302LO,91858863
252292352,G55807JY,11614319
252292353,G20893QV,91858864
252292354,G98396XI,91858865
252292355,G67036DM,94169
252292356,G22008AA,91858866
252292357,G56095ZZ,71297663
252292358,G80481MH,91858867
252292359,G84034JH,56836390
252292360,G38283YI,91858868
252292361,G54057QY,91858869
252292362,G63875KV,7044038
252292363,G02776DT,91858870
252292364,G06256ET,91858871
252292365,G69538FB,196407
252292366,G35079FL,91858872
252292367,G20028NV,91853670
252292368,G97341KV,91858873
252292369,G30308ZS,91858874
252292370,G21566DN,91858875
252292371,G85084IW,71298358
252292372,G29211KV,91858876
252292373,G48112PP,91858877
252292374,G72825VD,91858878
252292375,G97249VB,24882919
252292376,G94177BI,91858879
252292377,G73590LE,91858880
252292378,G05221NG,91858881
252292379,G41607RS,91858882
252292380,G54690XN,91858883
252292381,G41581KJ,91858884
252292382,G40095NL,91858885
252292383,G37481QP,91858886
252292384,G12817YZ,91858887
252292385,G94199KY,91858888
252292386,G12671SC,91858889
252292387,G03880FS,91858890
252292388,G67916HD,91858891
252292389,G46748BU,91858892
252292390,G98948XS,10973187
252292391,G98492SE,91858893
252292392,G34746HC,91858894
252292393,G60509JN,91858895
252292394,G46138BZ,91858896
252292395,G10756ZZ,91858897
252292396,G49921YF,91858898
252292397,G06698DE,91858899
252292398,G52684JK,91858900
252292399,G21135SK,91858901
252292400,G89253ZV,91858902
252292401,G48571FW,91858903
252292402,G58683GH,71298302
252292403,G17600WW,91858904
252292404,G08491JH,91858905
252292405,G10047LL,91858906
252292406,G69807XO,91858907
252292407,G16795TE,91858908
252292408,G17210NP,91858909
252292409,G62801YJ,91858910
252292410,G19511ID,91858911
252292411,G58477NY,6912
252292412,G56657VE,91858912
252292413,G82245SM,91858913
252292414,G55803NG,91858914
252292415,G32509UA,91858915
252292416,G86952JZ,91858916
252292417,G01894CT,91858917
252292418,G43391VM,91858918
252292419,G42958JF,91858919
252292420,G83515TB,91858920
252292421,G56657CK,91858921
252292422,G81961ZU,91853856
252292423,G79809MM,91858922
252292424,G64943CI,46226523
252292425,G40145VW,91858923
252292426,G74328TJ,91858924
252292427,G59361OW,91858925
252292428,G94473FP,91858926
252292429,G05626UI,45480614
252292430,G13214IU,91858927
252292431,G33776ST,91858928
252292432,G70882ZY,91858929
252292433,G96417PJ,91858930
252292434,G06233KH,91858931
252292435,G17077YF,71298332
252292436,G21541CK,91849543
252292437,G29547LQ,91858932
252292438,G29800PP,91858933
252292439,G30816RB,71297267
252292440,G38348FF,91858934
252292441,G46952XP,91858935
252292442,G49610LL,91858936
252292443,G54803CC,91858937
252292444,G58214IQ,91858938
252292445,G62968ZX,91848915
252292446,G66988FD,91858939
252292447,G70599GF,71298390
252292448,G74895VX,91858940
252292449,G76412YO,91858941
252292450,G76714ZJ,16131335
252292451,G83131MU,91858942
252292452,G88827LH,91858943
252292453,G92877ND,91858944
252292454,G94336QW,91858945
252292455,G96983VB,91858946
252292456,G98692NA,91858947
252292457,G00851XQ,91858948
252292458,G04109RU,71297637
252292459,G12573WR,91858949
252292460,G12577AP,91858950
252292461,G17806SZ,91858951
252292462,G18331QM,91858952
252292463,G23572BH,91858953
252292464,G31213GU,91858954
252292465,G41939JF,91858955
252292466,G51123VI,91858956
252292467,G51412PR,91858957
252292468,G54199ZM,91858958
252292469,G58167CQ,91858959
252292470,G60674KM,91858960
252292471,G65855MN,71297577
252292472,G71972AT,91858961
252292473,G06523WI,71298423
252292474,G17800QD,91858962
252292475,G17920FX,91858963
252292476,G18410AS,71297623
252292477,G27692UI,91858964
252292478,G43677TG,91858965
252292479,G47675LW,71297454
252292480,G51209GW,71297433
252292481,G54795DL,91858966
252292482,G65970QT,91858967
252292483,G70903NP,91858968
252292484,G74813AM,91858969
252292485,G77339RV,91858970
252292486,G82906MM,91858971
252292487,G84116RK,91858972
252292488,G93280MR,91858973
252292489,G50660UT,91858974
252292490,G96750OE,91858975
252292491,G64134SS,102288
252292492,G27576NC,91858976
252292493,G11135AN,91858977
252292494,G21939HD,91858978
252292495,G58571IP,71297872
252292496,G40142NX,91858979
252292497,G74560AG,91858980
252292498,G92786FC,91858981
252292499,G82267MT,91858982
252292500,G71883DZ,91858983
252292501,G89027OP,91858984
252292502,G97198SO,91858985
252292503,G57842JW,91858986
252292504,G24907QV,91858987
252292505,G78812UV,91858988
252292506,G40463LP,91858989
252292507,G64581RP,439174
252292508,G32079YD,91858990
252292509,G54716JG,91858991
252292510,G50547YN,91858992
252292511,G88366YR,91858993
252292512,G90205AB,91858994
252292513,G83915EV,91858995
252292514,G96004HC,91858996
252292515,G31032XG,91858997
252292516,G06745QY,444791
252292517,G21438WG,91858998
252292518,G03155MY,91858999
252292519,G85893TO,91859000
252292520,G52555JF,91859001
252292521,G59730BT,91859002
252292522,G61994TY,11058078
252292523,G35285GL,91859003
252292524,G72778GD,91859004
252292525,G64002SF,71298520
252292526,G39284LK,91859005
252292527,G03260OU,91859006
252292528,G54452PM,91859007
252292529,G98920NA,91859008
252292530,G53999WJ,91859009
252292531,G49443WL,91859010
252292532,G22311MI,91859011
252292533,G45712QJ,91859012
252292534,G59170KM,91859013
252292535,G90865IJ,91859014
252292536,G59749IO,91859015
252292537,G99644NV,91859016
252292538,G71286MD,91859017
252292539,G86781KH,71297994
252292540,G73540DV,3082206
252292541,G99948GR,91859018
252292542,G33773CL,91859019
252292543,G33370EK,91859020
252292544,G23946HU,91859021
252292545,G60909NA,45480602
252292546,G07352BK,91859022
252292547,G96535LY,91859023
252292548,G45480RU,91859024
252292549,G37045TG,91859025
252292550,G32214EH,91859026
252292551,G29545DQ,91859027
252292552,G69046ZP,51351764
252292553,G61787ID,91854364
252292554,G98307UR,91859028
252292555,G63564XP,91859029
252292556,G18629CD,91859030
252292557,G65778WT,91859031
252292558,G65435ET,91859032
252292559,G77829VR,91859033
252292560,G94231FZ,91859034
252292561,G02657BS,91859035
252292562,G31218PG,91859036
252292563,G56117EJ,91859037
252292564,G59126YU,91859038
252292565,G85738ZK,91859039
252292566,G32883QH,91859040
252292567,G77841TR,91859041
252292568,G45104IR,91859042
252292569,G13164IZ,91859043
252292570,G05698JZ,11914953
252292571,G72758KY,91859044
252292572,G16529RY,91852871
252292573,G72353NN,71297839
252292574,G00548EG,91859045
252292575,G31493NN,91859046
252292576,G40520NG,91859047
252292577,G19281TB,91859048
252292578,G35679RP,91859049
252292579,G10529ZR,91859050
252292580,G79949EM,91859051
252292581,G12202MU,91859052
252292582,G64963HC,91859053
252292583,G21399FG,91859054
252292584,G45854LG,91859055
252292585,G46237IC,91859056
252292586,G64825RV,91859057
252292587,G30142GT,91859058
252292588,G46721BN,91859059
252292589,G09955UR,50909844
252292590,G27571QK,91859060
252292591,G50110TC,91859061
252292592,G97382SA,45480572
252292593,G29765WJ,91859062
252292594,G38576MD,91859063
252292595,G99576RV,91859064
252292596,G33041WO,91859065
252292597,G70595JG,91859066
252292598,G95407MY,91859067
252292599,G92297QW,91859068
252292600,G25621TU,91859069
252292601,G43116LH,91859070
252292602,G43507DA,91859071
252292603,G65507FU,91859072
252292604,G60466AO,91859073
252292605,G91682CH,91859074
252292606,G80534OA,91859075
252292607,G98460HZ,91859076
252292608,G81348VK,12302691
252292609,G00646SN,91859077
252292610,G96841SQ,91859078
252292611,G99354AR,71298375
252292612,G66348XF,91859079
252292613,G09183JD,441422
252292614,G08861VL,11007580
252292615,G89725YO,91859080
252292616,G13976WV,91859081
252292617,G02593IS,91859082
252292618,G94372XA,91859083
252292619,G32679YF,91859084
252292620,G98590PE,91859085
252292621,G80923TV,91859086
252292622,G20382FE,91859087
252292623,G44924FS,91859088
252292624,G02223VY,91859089
252292625,G54173SV,16048618
252292626,G30587AI,91859090
252292627,G10946YS,91859091
252292628,G36155VO,91859092
252292629,G90111MD,91859093
252292630,G45145CF,91859094
252292631,G59193IV,91859095
252292632,G31776ML,91859096
252292633,G15355KC,91859097
252292634,G55314RK,91859098
252292635,G00752XN,91859099
252292636,G10503SF,91859100
252292637,G33559RM,91859101
252292638,G39188CA,91859102
252292639,G30542PN,71297482
252292640,G70187VE,91859103
252292641,G64662SH,91859104
252292642,G87470OA,91859105
252292643,G35834EJ,68451735
252292644,G30055NL,91859106
252292645,G04446YO,91859107
252292646,G93257ZH,91859108
252292647,G52117LP,91859109
252292648,G31906EV,91859110
252292649,G01752OL,91859111
252292650,G40662XV,91859112
252292651,G52805AJ,91859113
252292652,G17927IW,445037
252292653,G73726HB,91859114
252292654,G92413FF,91859115
252292655,G29329PB,91859116
252292656,G92809ZU,91859117
252292657,G41267HV,91859118
252292658,G62407KC,91859119
252292659,G12952UN,91859120
252292660,G46874CY,91859121
252292661,G14673LL,91859122
252292662,G00112DD,91859123
252292663,G36996YR,91859124
252292664,G44345UH,53262334
252292665,G11423ZI,16062700
252292666,G55601IV,53262308
252292667,G89836VF,91859125
252292668,G07373MS,91859126
252292669,G31160EV,25257394
252292670,G88286KJ,91859127
252292671,G64789SR,91859128
252292672,G17413FR,91859129
252292673,G80126GC,197508
252292674,G06564WC,91859130
252292675,G39968LY,91859131
252292676,G94747HQ,91859132
252292677,G41704PA,91859133
252292678,G57779BA,91859134
252292679,G81637VH,91859135
252292680,G08590LZ,91859136
252292681,G59306VK,91859137
252292682,G90386VP,91859138
252292683,G87323RT,91859139
252292684,G91086ZX,91859140
252292685,G23966GM,91859141
252292686,G14142CM,91859142
252292687,G72656BW,91859143
252292688,G46521TX,91859144
252292689,G41726OD,91859145
252292690,G78956IC,91859146
252292691,G04499ZP,91859147
252292692,G46141LU,91859148
252292693,G74215ZK,91859149
252292694,G63611ZF,91859150
252292695,G07078LK,91859151
252292696,G84954WB,91859152
252292697,G08373SM,71297795
252292698,G62316TK,91859153
252292699,G28596GL,7567208
252292700,G08881CQ,91859154
252292701,G24994OK,91859155
252292702,G95260HV,91859156
252292703,G07815PK,91859157
252292704,G51715FH,91859158
252292705,G84794IE,91859159
252292706,G33350QT,71298136
252292707,G19266OP,5288885
252292708,G74115VY,91859160
252292709,G57657JU,91859161
252292710,G86400QZ,91859162
252292711,G05357CB,91859163
252292712,G17787TV,91859164
252292713,G56824QW,91859165
252292714,G84440YT,91859166
252292715,G86815PH,91859167
252292716,G80637HO,91859168
252292717,G94379JQ,91859169
252292718,G55996PU,91859170
252292719,G08055MG,91859171
252292720,G83464KB,91859172
252292721,G53206YN,91859173
252292722,G17108EX,53239770
252292723,G23928SR,91859174
252292724,G54153VH,91859175
252292725,G39571QG,91859176
252292726,G70411DV,91859177
252292727,G53996MC,91859178
252292728,G75389LS,91859179
252292729,G00870RY,91859180
252292730,G96861IW,91859181
252292731,G10134LR,91859182
252292732,G09104NG,91859183
252292733,G90378HR,91859184
252292734,G18162AG,91859185
252292735,G23969SV,91859186
252292736,G13537KO,91859187
252292737,G65554UA,91859188
252292738,G36669SS,91859189
252292739,G94062FP,91859190
252292740,G24290EQ,91859191
252292741,G87807PF,91859192
252292742,G66677BD,91859193
252292743,G17634ZQ,91859194
252292744,G28571BV,91859195
252292745,G57473RS,91859196
252292746,G63717BV,91859197
252292747,G29301NP,5288743
252292748,G37135NR,91859198
252292749,G29590OW,55289611
252292750,G74813YZ,91859199
252292751,G19489BZ,91859200
252292752,G48680AI,91859201
252292753,G19286AE,91859202
252292754,G17105UZ,91859203
252292755,G13653NE,91859204
252292756,G26858AM,91859205
252292757,G24696SU,91859206
252292758,G67216UN,91859207
252292759,G26425MP,71627240
252292760,G54989ZM,91859208
252292761,G14633CL,91859209
252292762,G29824MB,91859210
252292763,G17856XT,91859211
252292764,G80800NR,91859212
252292765,G57753XZ,91859213
252292766,G66162WI,71298125
252292767,G23948JK,91859214
252292768,G47255FJ,91859215
252292769,G12436NF,21581143
252292770,G58490YL,91859216
252292771,G30324EP,91859217
252292772,G36071YR,101458279
252292773,G36403SA,91859219
252292774,G97131OU,5958
252292775,G67046QM,91859220
252292776,G17758OZ,91859221
252292777,G99751GD,91859222
252292778,G00383KP,71297508
252292779,G83227GM,91859223
252292780,G34986MD,91859224
252292781,G58143RL,91859225
252292782,G68859AM,91859226
252292783,G78991SA,91859227
252292784,G24259CQ,91859228
252292785,G02045OB,14605636
252292786,G89018EY,91859229
252292787,G44843HU,91859230
252292788,G29710SI,91859231
252292789,G34121YS,91859232
252292790,G51088NT,91859233
252292791,G67087ZJ,91859234
252292792,G23166NU,91859235
252292793,G88335XD,91859236
252292794,G16248IQ,91859237
252292795,G00683ZX,91859238
252292796,G63112TD,91859239
252292797,G82273JC,91859240
252292798,G28593LE,91859241
252292799,G80756MK,91859242
252292800,G19339UM,71297797
252292801,G87459ZF,91859243
252292802,G16612QG,49852395
252292803,G58818DO,91859244
252292804,G97130SW,91859245
252292805,G73377EN,91859246
252292806,G94263TV,91859247
252292807,G37635QJ,91859248
252292808,G78413IP,51351664
252292809,G96336FY,91859249
252292810,G91924WY,5287806
252292811,G33963WV,91859250
252292812,G33729ZL,91859251
252292813,G77734OU,91859252
252292814,G00932EO,91859253
252292815,G15032XQ,91859254
252292816,G16344NR,91859255
252292817,G88198QR,91859256
252292818,G79404OF,91859257
252292819,G06810UA,91859258
252292820,G46656BI,91859259
252292821,G24373DO,91859260
252292822,G62377BH,91859261
252292823,G30292OP,91859262
252292824,G70069ZK,91859263
252292825,G93343UO,91859264
252292826,G51797QZ,91859265
252292827,G60949GI,71298279
252292828,G99739TG,439737
252292829,G91094EF,91859266
252292830,G99101TV,91859267
252292831,G43586FT,91859268
252292832,G64186JF,91859269
252292833,G98660IN,91859270
252292834,G66375NT,91859271
252292835,G08064FX,91859272
252292836,G07865ET,91859273
252292837,G92421YG,91859274
252292838,G09817ZK,91859275
252292839,G82362HL,91859276
252292840,G43196GR,91859277
252292841,G11260XI,91859278
252292842,G47086BB,14077987
252292843,G90875AR,91859279
252292844,G59168YE,91859280
252292845,G72483ZJ,91859281
252292846,G27603XJ,91859282
252292847,G41345PF,91859283
252292848,G19246QH,91859284
252292849,G28181PE,91859285
252292850,G07619BL,91859286
252292851,G03750RD,71297944
252292852,G89364XK,91859287
252292853,G56229XR,91859288
252292854,G25953KD,91859289
252292855,G93651NB,91859290
252292856,G83846KE,91859291
252292857,G08796XG,91859292
252292858,G23517RS,91859293
252292859,G64169RQ,91859294
252292860,G71042JX,91859295
252292861,G05067CM,91859296
252292862,G42296CW,71297268
252292863,G05026ZL,446943
252292864,G22142KF,91859297
252292865,G58972ZH,91859298
252292866,G02393VO,91859299
252292867,G30115SP,91859300
252292868,G00317YB,91859301
252292869,G46245AC,91859302
252292870,G66765ZA,91859303
252292871,G40907EE,91859304
252292872,G91905FJ,91859305
252292873,G25000QN,91859306
252292874,G27119UQ,91859307
252292875,G44472BL,91859308
252292876,G24256GI,10903976
252292877,G13439TV,91859309
252292878,G06055JA,91859310
252292879,G03321VO,91859311
252292880,G81240OJ,91859312
252292881,G33988RX,91859313
252292882,G73211XU,91859314
252292883,G52886CK,91859315
252292884,G61428QW,91859316
252292885,G27911BB,91859317
252292886,G64840LU,91859318
252292887,G98753LU,91859319
252292888,G24647NH,91859320
252292889,G52953EP,71298201
252292890,G61176JH,91859321
252292891,G25429RR,91859322
252292892,G71690HK,91859323
252292893,G64183CB,91859324
252292894,G26095MC,91859325
252292895,G16636QX,21602383
252292896,G46630LO,91859326
252292897,G12903ZQ,91859327
252292898,G98685QO,91859328
252292899,G85608AG,91859329
252292900,G83089UA,91859330
252292901,G41570FV,91859331
252292902,G80654UC,91859332
252292903,G55879PV,71297675
252292904,G92097UM,91859333
252292905,G03324AT,91859334
252292906,G84663HS,91859335
252292907,G53956RO,91859336
252292908,G35435HL,91859337
252292909,G47843EC,14603321
252292910,G79177NG,91859338
252292911,G44459HT,91859339
252292912,G45919YF,91859340
252292913,G22134WH,91859341
252292914,G91231OX,91859342
252292915,G24034CH,91859343
252292916,G54651DQ,91859344
252292917,G19249DC,14055040
252292918,G39611QP,91859345
252292919,G19520XO,91859346
252292920,G76274VW,91859347
252292921,G09480GI,91859348
252292922,G37552GO,91859349
252292923,G11533AI,6912
252292924,G61893YK,91859350
252292925,G02161CI,71298503
252292926,G20444HE,91859351
252292927,G55967QW,53810987
252292928,G34964CV,71298087
252292929,G73624GV,91859352
252292930,G29278LG,46229568
252292931,G65165RH,91859353
252292932,G51233PL,91859354
252292933,G44754DF,71297545
252292934,G07293JT,71298106
252292935,G71578PY,91859355
252292936,G93432FC,91859356
252292937,G00047ZG,91859357
252292938,G06108GD,91859358
252292939,G96701BY,91859359
252292940,G62005XL,91859360
252292941,G98230LX,14561089
252292942,G62357EE,91859361
252292943,G26537DD,91859362
252292944,G86194OO,91859363
252292945,G23419LV,91859364
252292946,G20112RE,91859365
252292947,G49561ZE,91859366
252292948,G93504GP,91859367
252292949,G43722WK,91859368
252292950,G87133RX,91859369
252292951,G65236OQ,56836117
252292952,G38931DU,91859370
252292953,G09110SD,91859371
252292954,G55730AF,91859372
252292955,G09137ZU,91859373
252292956,G35712EM,91859374
252292957,G87525KD,91859375
252292958,G65606KY,3035534
252292959,G94947DX,91859376
252292960,G04168ME,91859377
252292961,G26099QK,91859378
252292962,G26780KV,91859379
252292963,G14346JI,71298501
252292964,G22233KL,91859380
252292965,G99248SX,91859381
252292966,G56082OV,91859382
252292967,G98131AZ,91859383
252292968,G69138AW,91859384
252292969,G32791GB,91859385
252292970,G08359PG,91859386
252292971,G80180SI,91859387
252292972,G19739KB,91859388
252292973,G84206TY,91859389
252292974,G30607HR,71297380
252292975,G03605TC,91859390
252292976,G42801ML,91859391
252292977,G54198AU,91859392
252292978,G63197YJ,14389184
252292979,G79015AF,91859393
252292980,G87916JY,91859394
252292981,G00090SL,91859395
252292982,G85856KC,5288888
252292983,G05189YS,91859396
252292984,G06778YR,91859397
252292985,G10025GD,91859398
252292986,G13312HH,91859399
252292987,G23137IY,91859400
252292988,G29213NK,91859401
252292989,G29418YQ,91859402
252292990,G30733HK,91851382
252292991,G32082KI,91859403
252292992,G33148BV,91859404
252292993,G34056AK,10748761
252292994,G34059IB,91859405
252292995,G34864AY,91859406
252292996,G35613OB,91859407
252292997,G37414OC,91859408
252292998,G38810LK,91859409
252292999,G39419QC,91859410
252293000,G41811PH,91859411
252293001,G43264US,91859412
252293002,G45491SM,91859413
252293003,G46823CW,91859414
252293004,G55648EK,91859415
252293005,G58325KK,91859416
252293006,G59466UY,91859417
252293007,G62571UK,91859418
252293008,G63317CA,91859419
252293009,G66397DB,91859420
252293010,G67026KG,71297256
252293011,G72108VJ,71297436
252293012,G83005HT,91859421
252293013,G88250XT,91859422
252293014,G89062LO,71298070
252293015,G92848QA,71297512
252293016,G95493MF,91859423
252293017,G94542HF,91859424
252293018,G98631EF,91859425
252293019,G07131HH,91859426
252293020,G11362LE,91859427
252293021,G15369VN,91859428
252293022,G24617SF,91859429
252293023,G27104YA,91859430
252293024,G27313UE,91859431
252293025,G33347WY,91859432
252293026,G46641RE,91859433
252293027,G50659JL,91859434
252293028,G52928OQ,71297630
252293029,G64947YW,91859435
252293030,G72082VM,91859436
252293031,G76520HD,91859437
252293032,G00909GK,91859438
252293033,G00979XR,91859439
252293034,G27163ZD,71298386
252293035,G30416OM,91859440
252293036,G32611KT,91859441
252293037,G52262VT,71298434
252293038,G55145DC,10102975
252293039,G64485VT,71298485
252293040,G68391RZ,91859442
252293041,G84675YD,91859443
252293042,G42941KJ,91859444
252293043,G14482LM,91859445
252293044,G48001BF,91859446
252293045,G02517ME,91859447
252293046,G11952XB,91859448
252293047,G71202JE,91859449
252293048,G64713KE,91859450
252293049,G13811ZZ,91859451
252293050,G43660IT,91859452
252293051,G05788RB,91859453
252293052,G10965EB,91859454
252293053,G17225IF,91859455
252293054,G73907HE,71297724
252293055,G61624LR,91859456
252293056,G73907EX,91859457
252293057,G34018EC,91859458
252293058,G32208BE,91859459
252293059,G04165ZA,91859460
252293060,G55341IH,91857084
252293061,G43625CC,91859461
252293062,G94993SP,11782878
252293063,G81822MB,91859462
252293064,G51513MG,91859463
252293065,G44825QL,91859464
252293066,G42214PG,91859465
252293067,G36544VI,91859466
252293068,G38002BK,71298444
252293069,G49884YE,91859467
252293070,G59431GT,91859468
252293071,G77142EJ,91859469
252293072,G61601ZZ,91859470
252293073,G55225XY,91859471
252293074,G38583KE,91859472
252293075,G16325IK,91859473
252293076,G71284LT,91859474
252293077,G48950JV,91859475
252293078,G85139GB,91859476
252293079,G75453GL,91859477
252293080,G69771PR,91859478
252293081,G13108ER,91859479
